,UBBB FP Equity_DX_SI_QTY,UBBB FP Equity_DX_SHORT_INTEREST_VALUE,UBBB FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,UBBB FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,UBBB FP Equity_DX_SI_MV,UBBB FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,UBBB FP Equity_DX_SUPPLY_SI_QTY,UBBB FP Equity_DX_BROKER_SI_QTY,UBBB FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,UBBB FP Equity_DX_SUPPLY_SI_QTY_INC_x,UBBB FP Equity_DX_BROKER_SI_MV_INC_x,UBBB FP Equity_DX_BROKER_SI_QTY_ADD,UBBB FP Equity_DX_SUPPLY_SI_MV_DEC,UBBB FP Equity_DX_BROKER_SI_QTY_INC,UBBB FP Equity_DX_SUPPLY_SI_QTY_DEC,UBBB FP Equity_DX_BROKER_SI_MV_INC_y,UBBB FP Equity_DX_SUPPLY_SI_QTY_INC_y,UBBB FP Equity_DX_BROKER_SI_MV_ADD,UBBB FP Equity_DX_SUPPLY_SI_QTY_ADD,UBBB FP Equity_DX_BROKER_SI_QTY_DEC,UBBB FP Equity_DX_SUPPLY_SI_MV,UBBB FP Equity_DX_BROKER_SI_MV_DEC,UBBB FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,UBBB FP Equity_DX_UTILIZATION_QUANTITY,UBBB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,UBBB FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,UBBB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,UBBB FP Equity_DX_ACTIVE_UTILIZATION_MV,UBBB FP Equity_DX_BROKER_SI_MARKET_SHARE_2,UBBB FP Equity_DX_BROKER_SI_CON_RATIO,UBBB FP Equity_DX_BROKER_SI_MARKET_SHARE_1,UBBB FP Equity_DX_DEMAND_SUPPLY_RATIO,UBBB FP Equity_PX_LAST
2023-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21306.0,1169933.77,1.08,0.0,,0.0,,0.0,54.911
2023-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,22506.0,1237987.54,1.15,0.0,,0.0,,0.0,55.007
2023-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,22506.0,1236974.77,1.15,0.0,,0.0,,0.0,54.962
2023-12-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,22506.0,1237897.52,1.15,0.0,,0.0,,0.0,55.003
2023-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,22506.0,1238820.26,1.15,0.0,,0.0,,0.0,55.044
2023-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,22506.0,1240080.6,1.15,0.0,,0.0,,0.0,55.1
2023-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,22506.0,1236187.06,1.15,0.0,,0.0,,0.0,54.927
2023-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,22506.0,1234296.56,1.15,0.0,,0.0,,0.0,54.843
2023-12-12,9600.0,527414.4,5.31,0.33,0.53,263707.2,4800.0,4800.0,263707.2,,,4800.0,,,,,,0.26,4800.0,,0.26,,22.25,21.33,16776.0,921656.66,0.92,22.25,,1.0,100.0,0.4266,54.939
2023-12-13,9600.0,528902.4,13.06,0.33,0.53,264451.2,4800.0,4800.0,264451.2,,,,,,,,,,,,0.26,,22.25,21.33,16776.0,924256.94,0.92,22.25,,1.0,100.0,0.4266,55.094
2023-12-14,9600.0,536025.6,12.98,0.33,0.53,268012.8,4800.0,4800.0,268012.8,,,,,,,,,,,,0.26,,22.25,21.33,16776.0,936704.74,0.92,22.25,,1.0,100.0,0.4266,55.836
2023-12-15,9600.0,535056.0,13.62,0.33,0.54,267528.0,4800.0,4800.0,267528.0,,,,,,,,,,,,0.27,,22.25,21.33,16776.0,935010.36,0.94,22.25,,1.0,100.0,0.4266,55.735
2023-12-18,9600.0,534796.8,13.62,0.33,0.54,267398.4,4800.0,4800.0,267398.4,,,,,,,,,,,,0.27,,22.25,21.33,16776.0,934557.41,0.94,22.25,,1.0,100.0,0.4266,55.708
2023-12-19,9600.0,536764.8,13.16,0.33,0.53,268382.4,4800.0,4800.0,268382.4,,,,,,,,,,,,0.27,,22.25,21.33,16776.0,937996.49,0.93,22.25,,1.0,100.0,0.4266,55.913
2023-12-20,9600.0,536563.2,13.32,0.33,0.54,268281.6,4800.0,4800.0,268281.6,,,,,,,,,,,,0.27,,22.25,21.33,16776.0,937644.19,0.94,22.25,,1.0,100.0,0.4266,55.892
2023-12-21,9600.0,537724.8,13.65,0.33,0.54,268862.4,4800.0,4800.0,268862.4,,,,,,,,,,,,0.27,,22.25,21.33,16776.0,939674.09,0.94,22.25,,1.0,100.0,0.4266,56.013
2023-12-22,9600.0,538838.4,13.82,0.33,0.54,269419.2,4800.0,4800.0,269419.2,,,,,,,,,,,,0.27,,22.25,21.33,16776.0,941620.1,0.94,22.25,,1.0,100.0,0.4266,56.129
2023-12-25,9600.0,538838.4,14.48,0.33,0.54,269419.2,4800.0,4800.0,269419.2,,,,,,,,,,,,0.27,,22.25,21.33,16776.0,941620.1,0.94,22.25,,1.0,100.0,0.4266,
2023-12-26,9600.0,538838.4,14.48,0.33,0.54,269419.2,4800.0,4800.0,269419.2,,,,,,,,,,,,0.27,,22.25,21.33,16776.0,941620.1,0.94,22.25,,1.0,100.0,0.4266,
2023-12-27,9600.0,541468.8,14.48,0.34,0.54,270734.4,4800.0,4800.0,270734.4,,,,,,,,,,,,0.27,,22.25,21.33,16776.0,946216.73,0.94,22.25,,1.0,100.0,0.4266,56.403
2023-12-28,9600.0,541315.2,14.61,0.34,0.54,270657.6,4800.0,4800.0,270657.6,,,,,,,,,,,,0.27,,22.25,21.33,16776.0,945948.31,0.95,22.25,,1.0,100.0,0.4266,56.387
2023-12-29,9600.0,540556.8,14.71,0.34,0.54,270278.4,4800.0,4800.0,270278.4,,,,,,,,,,,,0.27,,22.25,21.33,16776.0,944623.01,0.95,22.25,,1.0,100.0,0.4266,56.308
2024-01-01,9600.0,540556.8,15.8,0.34,0.54,270278.4,4800.0,4800.0,270278.4,,,,,,,,,,,,0.27,,22.25,21.33,16776.0,944623.01,0.95,22.25,,1.0,100.0,0.4266,
2024-01-02,9600.0,537475.2,15.8,0.34,0.54,268737.6,4800.0,4800.0,268737.6,,,,,,,,,,,,0.27,,22.25,21.33,16776.0,939237.91,0.94,22.25,,1.0,100.0,0.4266,55.987
2024-01-03,9600.0,535632.0,16.21,0.34,0.54,267816.0,4800.0,4800.0,267816.0,,,,,,,,,,,,0.27,,22.25,21.33,16776.0,936016.92,0.94,22.25,,1.0,100.0,0.4266,55.795
2024-01-04,9600.0,535996.8,15.35,0.34,0.54,267998.4,4800.0,4800.0,267998.4,,,,,,,,,,,,0.27,,22.25,21.33,16776.0,936654.41,0.94,22.25,,1.0,100.0,0.4266,55.833
2024-01-05,9600.0,536640.0,14.18,0.34,0.54,268320.0,4800.0,4800.0,268320.0,,,,,,,,,,,,0.27,,22.25,21.33,16776.0,937778.4,0.94,22.25,,1.0,100.0,0.4266,55.9
2024-01-08,9600.0,536832.0,14.17,0.34,0.54,268416.0,4800.0,4800.0,268416.0,,,,,,,,,,,,0.27,,22.25,21.33,16776.0,938113.92,0.94,22.25,,1.0,100.0,0.4266,55.92
2024-01-09,9600.0,535555.2,12.85,0.34,0.54,267777.6,4800.0,4800.0,267777.6,,,,,,,,,,,,0.27,,22.25,21.33,16776.0,935882.71,0.94,22.25,,1.0,100.0,0.4266,55.787
2024-01-10,9600.0,536035.2,12.83,0.34,0.54,268017.6,4800.0,4800.0,268017.6,,,,,,,,,,,,0.27,,22.25,21.33,16776.0,936721.51,0.94,22.25,,1.0,100.0,0.4266,55.837
2024-01-11,9600.0,536745.6,9.82,0.34,0.54,268372.8,4800.0,4800.0,268372.8,,,,,,,,,,,,0.27,,100.0,21.33,0.0,0.0,0.0,100.0,,1.0,100.0,0.4266,55.911
2024-01-12,9600.0,538454.4,10.01,0.34,0.54,269227.2,4800.0,4800.0,269227.2,,,,,,,,,,,,0.27,,100.0,21.33,0.0,0.0,0.0,100.0,,1.0,100.0,0.4266,56.089
2024-01-15,9600.0,537724.8,9.05,0.34,0.54,268862.4,4800.0,4800.0,268862.4,,,,,,,,,,,,0.27,,100.0,21.33,0.0,0.0,0.0,100.0,,1.0,100.0,0.4266,56.013
2024-01-16,9600.0,536832.0,9.25,0.34,0.54,268416.0,4800.0,4800.0,268416.0,,,,,,,,,,,,0.27,,100.0,21.33,0.0,0.0,0.0,100.0,,1.0,100.0,0.4266,55.92
2024-01-17,9600.0,534489.6,9.8,0.34,0.54,267244.8,4800.0,4800.0,267244.8,,,,,,,,,,,,0.27,,100.0,21.33,0.0,0.0,0.0,100.0,,1.0,100.0,0.4266,55.676
2024-01-18,9600.0,534374.4,9.78,0.34,0.53,267187.2,4800.0,4800.0,267187.2,,,,,,,,,,,,0.27,,100.0,21.33,0.0,0.0,0.0,100.0,,1.0,100.0,0.4266,55.664
2024-01-19,9600.0,534412.8,6.87,0.34,0.53,267206.4,4800.0,4800.0,267206.4,,,,,,,,,,,,0.27,,100.0,21.33,0.0,0.0,0.0,100.0,,1.0,100.0,0.4266,55.668
2024-01-22,9600.0,535564.8,6.39,0.34,0.53,267782.4,4800.0,4800.0,267782.4,,,,,,,,,,,,0.27,,100.0,21.33,0.0,0.0,0.0,100.0,,1.0,100.0,0.4266,55.788
2024-01-23,9600.0,534355.2,6.44,0.34,0.54,267177.6,4800.0,4800.0,267177.6,,,,,,,,,,,,0.27,,100.0,21.33,0.0,0.0,0.0,100.0,,1.0,100.0,0.4266,55.662
2024-01-24,9600.0,535401.6,5.8,0.34,0.53,267700.8,4800.0,4800.0,267700.8,,,,,,,,,,,,0.27,,100.0,21.33,0.0,0.0,0.0,100.0,,1.0,100.0,0.4266,55.771
2024-01-25,18400.0,1027437.6,9.52,0.64,1.02,513718.8,9200.0,9200.0,513718.8,4400.0,,4400.0,,,,,4400.0,0.24,,,0.51,,42.64,40.88,12376.0,691063.46,0.69,42.57,47.75,0.501,52.25,0.8176,55.839
2024-01-26,18400.0,1027032.8,9.59,0.64,1.03,513516.4,9200.0,9200.0,513516.4,,,,,,,,,,,,0.51,,42.64,40.88,12376.0,690791.19,0.69,42.66,47.85,0.5009,52.15,0.8176,55.817
2024-01-29,18400.0,1026057.6,8.95,0.64,1.03,513028.8,9200.0,9200.0,513028.8,,,,,,,,,,,,0.51,,42.64,40.88,12376.0,690135.26,0.69,42.6,47.78,0.501,52.22,0.8176,55.764
2024-01-30,18400.0,1029204.0,8.15,0.64,1.03,514602.0,9200.0,9200.0,514602.0,,,,,,,,,,,,0.51,,42.64,40.88,12376.0,692251.56,0.69,42.66,47.86,0.5009,52.14,0.8176,55.935
2024-01-31,18400.0,1032221.6,8.04,0.64,1.03,516110.8,9200.0,9200.0,516110.8,,,,,,,,,,,,0.51,,42.64,40.88,12376.0,694281.22,0.69,42.59,47.76,0.501,52.24,0.8176,56.099
2024-02-01,18400.0,1032092.8,7.66,0.64,1.03,516046.4,9200.0,9200.0,516046.4,,,,,,,,,,,,0.52,,42.64,40.88,12376.0,694194.59,0.69,42.74,47.95,0.5008,52.05,0.8176,56.092
2024-02-02,18400.0,1026885.6,6.9,0.64,1.03,513442.8,9200.0,9200.0,513442.8,,,,,,,,,,,,0.51,,37.74,36.36,15176.0,846957.38,0.85,37.63,47.68,0.5011,52.32,0.7271,55.809
2024-02-05,18400.0,1021089.6,6.67,0.64,1.02,510544.8,9200.0,9200.0,510544.8,,,,,,,,,,,,0.51,,37.74,36.36,15176.0,842176.94,0.85,37.66,47.72,0.501,52.28,0.7271,55.494
2024-02-06,24800.0,1380740.0,7.52,0.87,1.38,690370.0,12400.0,12400.0,690370.0,3200.0,0.18,,,3200.0,,0.18,3200.0,,,,0.69,,50.87,49.0,11976.0,666763.8,0.66,50.91,38.68,0.5256,61.32,0.98,55.675
2024-02-07,16000.0,890464.0,4.86,0.56,0.89,445232.0,8000.0,8000.0,445232.0,,,,0.24,,4400.0,,,,,4400.0,0.45,0.24,32.82,31.61,16376.0,911389.9,0.91,32.84,40.04,0.5198,59.96,0.6323,55.654
2024-02-08,16000.0,890048.0,4.86,0.56,0.89,445024.0,8000.0,8000.0,445024.0,,,,,,,,,,,,0.45,,32.82,30.53,16376.0,910964.13,0.91,32.83,40.02,0.5199,59.98,0.6105,55.628
2024-02-09,16000.0,889648.0,4.83,0.56,0.89,444824.0,8000.0,8000.0,444824.0,,,,,,,,,,,,0.45,,32.82,30.53,16376.0,910554.73,0.91,32.82,40.01,0.52,59.99,0.6105,55.603
2024-02-12,20000.0,1113000.0,6.06,0.7,1.11,556500.0,10000.0,10000.0,556500.0,2000.0,0.11,,,2000.0,,0.11,2000.0,,,,0.56,,41.02,38.16,14376.0,800024.4,0.8,40.99,48.03,0.5008,51.97,0.7632,55.65
2024-02-13,20000.0,1107540.0,6.06,0.7,1.11,553770.0,10000.0,10000.0,553770.0,,,,,,,,,,,,0.55,,41.02,39.52,14376.0,796099.75,0.8,40.89,48.15,0.5007,51.85,0.7903,55.377
2024-02-14,20000.0,1108900.0,6.2,0.7,1.11,554450.0,10000.0,10000.0,554450.0,,,,,,,,,,,,0.55,,41.02,39.52,14376.0,797077.32,0.8,41.07,47.93,0.5009,52.07,0.7903,55.445
2024-02-15,20000.0,1111980.0,6.25,0.7,1.11,555990.0,10000.0,10000.0,555990.0,,,,,,,,,,,,0.56,,41.02,38.6,14376.0,799291.22,0.8,41.11,47.96,0.5008,52.04,0.772,55.599
2024-02-16,11600.0,644240.8,3.58,0.41,0.65,266582.4,6800.0,4800.0,377658.4,,,,0.18,,3200.0,,,,,5200.0,0.38,0.29,27.9,26.25,17576.0,976135.89,0.98,27.9,,1.0,100.0,0.4478,55.538
2024-02-19,9600.0,533308.8,2.97,0.34,0.53,266654.4,4800.0,4800.0,266654.4,,,,0.11,,2000.0,,,,,,0.27,,100.0,18.53,0.0,0.0,0.0,100.0,,1.0,100.0,0.3706,55.553
2024-02-20,9600.0,535027.2,3.0,0.34,0.53,267513.6,4800.0,4800.0,267513.6,,,,,,,,,,,,0.27,,100.0,18.53,0.0,0.0,0.0,100.0,,1.0,100.0,0.3706,55.732
2024-02-21,9600.0,534316.8,2.86,0.34,0.54,267158.4,4800.0,4800.0,267158.4,,,,,,,,,,,,0.27,,100.0,17.61,0.0,0.0,0.0,100.0,,1.0,100.0,0.3523,55.658
2024-02-22,9600.0,534211.2,2.97,0.34,0.53,267105.6,4800.0,4800.0,267105.6,,,,,,,,,,,,0.27,,100.0,17.61,0.0,0.0,0.0,100.0,,1.0,100.0,0.3523,55.647
2024-02-23,9600.0,534604.8,3.0,0.34,0.53,267302.4,4800.0,4800.0,267302.4,,,,,,,,,,,,0.27,,100.0,17.61,0.0,0.0,0.0,100.0,,1.0,100.0,0.3523,55.688
2024-02-26,9600.0,534739.2,3.1,0.33,0.53,267369.6,4800.0,4800.0,267369.6,,,,,,,,,,,,0.27,,100.0,17.61,0.0,0.0,0.0,100.0,,1.0,100.0,0.3523,55.702
2024-02-27,9600.0,534681.6,3.04,0.33,0.53,267340.8,4800.0,4800.0,267340.8,,,,,,,,,,,,0.27,,100.0,16.49,0.0,0.0,0.0,100.0,,1.0,100.0,0.3298,55.696
2024-02-28,9600.0,534115.2,3.05,0.33,0.53,267057.6,4800.0,4800.0,267057.6,,,,,,,,,,,,0.27,,100.0,16.49,0.0,0.0,0.0,100.0,,1.0,100.0,0.3298,55.637
2024-02-29,9600.0,534652.8,2.97,0.33,0.53,267326.4,4800.0,4800.0,267326.4,,,,,,,,,,,,0.27,,100.0,16.49,0.0,0.0,0.0,100.0,,1.0,100.0,0.3298,55.693
2024-03-01,9600.0,535046.4,3.23,0.32,0.53,267523.2,4800.0,4800.0,267523.2,,,,,,,,,,,,0.27,,100.0,16.49,0.0,0.0,0.0,100.0,,1.0,100.0,0.3298,55.734
2024-03-04,9600.0,536016.0,3.4,0.32,0.54,268008.0,4800.0,4800.0,268008.0,,,,,,,,,,,,0.27,,100.0,16.49,0.0,0.0,0.0,100.0,,1.0,100.0,0.3298,55.835
2024-03-05,9600.0,536784.0,3.27,0.32,0.54,268392.0,4800.0,4800.0,268392.0,,,,,,,,,,,,0.27,,100.0,16.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.3262,55.915
2024-03-06,9600.0,537984.0,3.52,0.32,0.54,268992.0,4800.0,4800.0,268992.0,,,,,,,,,,,,0.27,,100.0,16.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.3262,56.04
2024-03-07,9600.0,539107.2,3.87,0.32,0.54,269553.6,4800.0,4800.0,269553.6,,,,,,,,,,,,0.27,,100.0,16.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.3262,56.157
2024-03-08,9600.0,540086.4,3.98,0.33,0.54,270043.2,4800.0,4800.0,270043.2,,,,,,,,,,,,0.27,,100.0,16.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.3262,56.259
2024-03-11,9600.0,539808.0,4.26,0.33,0.54,269904.0,4800.0,4800.0,269904.0,,,,,,,,,,,,0.27,,100.0,16.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.3262,56.23
2024-03-12,9600.0,539030.4,4.67,0.33,0.54,269515.2,4800.0,4800.0,269515.2,,,,,,,,,,,,0.27,,100.0,16.09,0.0,0.0,0.0,100.0,,1.0,100.0,0.3218,56.149
2024-03-13,9600.0,539606.4,4.76,0.33,0.54,269803.2,4800.0,4800.0,269803.2,,,,,,,,,,,,0.27,,100.0,16.09,0.0,0.0,0.0,100.0,,1.0,100.0,0.3218,56.209
2024-03-14,9600.0,537676.8,5.01,0.33,0.54,268838.4,4800.0,4800.0,268838.4,,,,,,,,,,,,0.27,,100.0,16.09,0.0,0.0,0.0,100.0,,1.0,100.0,0.3218,56.008
2024-03-15,9600.0,537638.4,5.81,0.32,0.54,268819.2,4800.0,4800.0,268819.2,,,,,,,,,,,,0.27,,100.0,15.62,0.0,0.0,0.0,100.0,,1.0,100.0,0.3123,56.004
2024-03-18,9600.0,536812.8,6.17,0.33,0.54,268406.4,4800.0,4800.0,268406.4,,,,,,,,,,,,0.27,,100.0,15.62,0.0,0.0,0.0,100.0,,1.0,100.0,0.3123,55.918
2024-03-19,9600.0,537033.6,9.11,0.33,0.54,268516.8,4800.0,4800.0,268516.8,,,,,,,,,,,,0.27,,100.0,15.62,0.0,0.0,0.0,100.0,,1.0,100.0,0.3123,55.941
2024-03-20,9600.0,537456.0,8.75,0.33,0.54,268728.0,4800.0,4800.0,268728.0,,,,,,,,,,,,0.27,,100.0,15.62,0.0,0.0,0.0,100.0,,1.0,100.0,0.3123,55.985
2024-03-21,9600.0,538665.6,8.66,0.33,0.54,269332.8,4800.0,4800.0,269332.8,,,,,,,,,,,,0.27,,100.0,15.62,0.0,0.0,0.0,100.0,,1.0,100.0,0.3123,56.111
2024-03-22,9600.0,538358.4,8.92,0.33,0.54,269179.2,4800.0,4800.0,269179.2,,,,,,,,,,,,0.27,,100.0,15.62,0.0,0.0,0.0,100.0,,1.0,100.0,0.3123,56.079
2024-03-25,9600.0,537897.6,8.92,0.33,0.54,268948.8,4800.0,4800.0,268948.8,,,,,,,,,,,,0.27,,100.0,15.62,0.0,0.0,0.0,100.0,,1.0,100.0,0.3123,56.031
2024-03-26,9600.0,537696.0,8.83,0.32,0.54,268848.0,4800.0,4800.0,268848.0,,,,,,,,,,,,0.27,,100.0,15.62,0.0,0.0,0.0,100.0,,1.0,100.0,0.3123,56.01
2024-03-27,9600.0,538492.8,8.59,0.32,0.54,269246.4,4800.0,4800.0,269246.4,,,,,,,,,,,,0.27,,100.0,15.37,0.0,0.0,0.0,100.0,,1.0,100.0,0.3073,56.093
2024-03-28,9600.0,538425.6,8.59,0.32,0.54,269212.8,4800.0,4800.0,269212.8,,,,,,,,,,,,0.27,,100.0,15.37,0.0,0.0,0.0,100.0,,1.0,100.0,0.3073,56.086
2024-03-29,9600.0,538425.6,8.91,0.32,0.54,269212.8,4800.0,4800.0,269212.8,,,,,,,,,,,,0.27,,100.0,15.84,0.0,0.0,0.0,100.0,,1.0,100.0,0.3167,
2024-04-01,9600.0,538425.6,8.91,0.32,0.54,269212.8,4800.0,4800.0,269212.8,,,,,,,,,,,,0.27,,100.0,15.84,0.0,0.0,0.0,100.0,,1.0,100.0,0.3167,
2024-04-02,9600.0,536256.0,8.91,0.32,0.54,268128.0,4800.0,4800.0,268128.0,,,,,,,,,,,,0.27,,100.0,15.37,0.0,0.0,0.0,100.0,,1.0,100.0,0.3073,55.86
2024-04-03,9600.0,537494.4,8.73,0.32,0.54,268747.2,4800.0,4800.0,268747.2,,,,,,,,,,,,0.27,,100.0,15.37,0.0,0.0,0.0,100.0,,1.0,100.0,0.3073,55.989
2024-04-04,9600.0,539136.0,8.64,0.31,0.54,269568.0,4800.0,4800.0,269568.0,,,,,,,,,,,,0.27,,100.0,15.37,0.0,0.0,0.0,100.0,,1.0,100.0,0.3073,56.16
2024-04-05,9600.0,537705.6,9.5,0.31,0.54,268852.8,4800.0,4800.0,268852.8,,,,,,,,,,,,0.27,,100.0,15.37,0.0,0.0,0.0,100.0,,1.0,100.0,0.3073,56.011
2024-04-08,9600.0,537772.8,10.72,0.31,0.54,268886.4,4800.0,4800.0,268886.4,,,,,,,,,,,,0.27,,100.0,15.37,0.0,0.0,0.0,100.0,,1.0,100.0,0.3073,56.018
2024-04-09,9600.0,538406.4,3.22,0.31,0.54,269203.2,4800.0,4800.0,269203.2,,,,,,,,,,,,0.27,,100.0,15.37,0.0,0.0,0.0,100.0,,1.0,100.0,0.3073,56.084
2024-04-10,9600.0,534518.4,3.22,0.32,0.54,267259.2,4800.0,4800.0,267259.2,,,,,,,,,,,,0.27,,100.0,15.37,0.0,0.0,0.0,100.0,,1.0,100.0,0.3073,55.679
2024-04-11,9600.0,532550.4,3.24,0.32,0.53,266275.2,4800.0,4800.0,266275.2,,,,,,,,,,,,0.27,,100.0,14.89,0.0,0.0,0.0,100.0,,1.0,100.0,0.2978,55.474
2024-04-12,9600.0,532204.8,3.18,0.32,0.53,266102.4,4800.0,4800.0,266102.4,,,,,,,,,,,,0.27,,100.0,14.89,0.0,0.0,0.0,100.0,,1.0,100.0,0.2978,55.438
2024-04-15,9600.0,531091.2,3.24,0.34,0.53,265545.6,4800.0,4800.0,265545.6,,,,,,,,,,,,0.27,,100.0,14.89,0.0,0.0,0.0,100.0,,1.0,100.0,0.2978,55.322
2024-04-16,9600.0,530400.0,3.41,0.34,0.53,265200.0,4800.0,4800.0,265200.0,,,,,,,,,,,,0.27,,100.0,14.89,0.0,0.0,0.0,100.0,,1.0,100.0,0.2978,55.25
2024-04-17,9600.0,531273.6,3.08,0.34,0.53,265636.8,4800.0,4800.0,265636.8,,,,,,,,,,,,0.27,,100.0,14.89,0.0,0.0,0.0,100.0,,1.0,100.0,0.2978,55.341
2024-04-18,9600.0,531686.4,3.2,0.34,0.53,265843.2,4800.0,4800.0,265843.2,,,,,,,,,,,,0.27,,100.0,14.89,0.0,0.0,0.0,100.0,,1.0,100.0,0.2978,55.384
2024-04-19,9600.0,531734.4,3.21,0.34,0.53,265867.2,4800.0,4800.0,265867.2,,,,,,,,,,,,0.27,,100.0,14.89,0.0,0.0,0.0,100.0,,1.0,100.0,0.2978,55.389
2024-04-22,9600.0,531638.4,3.24,0.34,0.53,265819.2,4800.0,4800.0,265819.2,,,,,,,,,,,,0.27,,100.0,14.89,0.0,0.0,0.0,100.0,,1.0,100.0,0.2978,55.379
2024-04-23,9600.0,533625.6,3.26,0.34,0.53,266812.8,4800.0,4800.0,266812.8,,,,,,,,,,,,0.27,,100.0,14.89,0.0,0.0,0.0,100.0,,1.0,100.0,0.2978,55.586
2024-04-24,9600.0,532204.8,3.26,0.34,0.53,266102.4,4800.0,4800.0,266102.4,,,,,,,,,,,,0.27,,100.0,14.89,0.0,0.0,0.0,100.0,,1.0,100.0,0.2978,55.438
2024-04-25,9600.0,532060.8,3.22,0.34,0.53,266030.4,4800.0,4800.0,266030.4,,,,,,,,,,,,0.27,,100.0,14.89,0.0,0.0,0.0,100.0,,1.0,100.0,0.2978,55.423
2024-04-26,9600.0,532636.8,3.21,0.34,0.53,266318.4,4800.0,4800.0,266318.4,,,,,,,,,,,,0.27,,100.0,14.89,0.0,0.0,0.0,100.0,,1.0,100.0,0.2978,55.483
2024-04-29,9600.0,533990.4,3.11,0.34,0.53,266995.2,4800.0,4800.0,266995.2,,,,,,,,,,,,0.27,,100.0,14.89,0.0,0.0,0.0,100.0,,1.0,100.0,0.2978,55.624
2024-04-30,9600.0,532867.2,3.14,0.34,0.53,266433.6,4800.0,4800.0,266433.6,,,,,,,,,,,,0.27,,100.0,14.89,0.0,0.0,0.0,100.0,,1.0,100.0,0.2978,55.507
2024-05-01,9600.0,532867.2,3.03,0.34,0.53,266433.6,4800.0,4800.0,266433.6,,,,,,,,,,,,0.27,,100.0,14.74,0.0,0.0,0.0,100.0,,1.0,100.0,0.2948,
2024-05-02,9600.0,534067.2,3.03,0.34,0.53,267033.6,4800.0,4800.0,267033.6,,,,,,,,,,,,0.27,,100.0,14.14,0.0,0.0,0.0,100.0,,1.0,100.0,0.2828,55.632
2024-05-03,9600.0,537340.8,3.06,0.34,0.53,268670.4,4800.0,4800.0,268670.4,,,,,,,,,,,,0.27,,100.0,14.14,0.0,0.0,0.0,100.0,,1.0,100.0,0.2828,55.973
2024-05-06,9600.0,537696.0,3.1,0.34,0.54,268848.0,4800.0,4800.0,268848.0,,,,,,,,,,,,0.27,,100.0,14.14,0.0,0.0,0.0,100.0,,1.0,100.0,0.2828,56.01
2024-05-07,9600.0,538329.6,3.11,0.34,0.54,269164.8,4800.0,4800.0,269164.8,,,,,,,,,,,,0.27,,100.0,14.14,0.0,0.0,0.0,100.0,,1.0,100.0,0.2828,56.076
2024-05-08,9600.0,536832.0,3.1,0.34,0.54,268416.0,4800.0,4800.0,268416.0,,,,,,,,,,,,0.27,,100.0,14.14,0.0,0.0,0.0,100.0,,1.0,100.0,0.2828,55.92
2024-05-09,9600.0,537312.0,3.1,0.33,0.54,268656.0,4800.0,4800.0,268656.0,,,,,,,,,,,,0.27,,100.0,14.14,0.0,0.0,0.0,100.0,,1.0,100.0,0.2828,55.97
2024-05-10,9600.0,536880.0,3.11,0.33,0.54,268440.0,4800.0,4800.0,268440.0,,,,,,,,,,,,0.27,,100.0,14.14,0.0,0.0,0.0,100.0,,1.0,100.0,0.2828,55.925
2024-05-13,9600.0,537849.6,3.14,0.33,0.54,268924.8,4800.0,4800.0,268924.8,,,,,,,,,,,,0.27,,100.0,14.79,0.0,0.0,0.0,100.0,,1.0,100.0,0.2959,56.026
2024-05-14,9600.0,538435.2,3.15,0.33,0.54,269217.6,4800.0,4800.0,269217.6,,,,,,,,,,,,0.27,,100.0,14.79,0.0,0.0,0.0,100.0,,1.0,100.0,0.2959,56.087
