,VETO FP Equity_DX_SI_QTY,VETO FP Equity_DX_SHORT_INTEREST_VALUE,VETO FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,VETO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,VETO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,VETO FP Equity_DX_SI_MV,VETO FP Equity_DX_DSS,VETO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,VETO FP Equity_DX_SUPPLY_SI_QTY,VETO FP Equity_DX_BROKER_SI_QTY,VETO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,VETO FP Equity_DX_BROKER_SI_MV_NEW_x,VETO FP Equity_DX_SUPPLY_SI_QTY_NEW_x,VETO FP Equity_DX_SUPPLY_SI_QTY_INC_x,VETO FP Equity_DX_BROKER_SI_MV_INC_x,VETO FP Equity_DX_SUPPLY_SI_MV_NEW,VETO FP Equity_DX_BROKER_SI_QTY_ADD,VETO FP Equity_DX_BROKER_SI_QTY_NEW,VETO FP Equity_DX_SUPPLY_SI_MV_DEC,VETO FP Equity_DX_BROKER_SI_QTY_INC,VETO FP Equity_DX_SUPPLY_SI_QTY_DEC,VETO FP Equity_DX_BROKER_SI_MV_NEW_y,VETO FP Equity_DX_SUPPLY_SI_QTY_NEW_y,VETO FP Equity_DX_BROKER_SI_MV_INC_y,VETO FP Equity_DX_SUPPLY_SI_QTY_INC_y,VETO FP Equity_DX_BROKER_SI_MV_ADD,VETO FP Equity_DX_SUPPLY_SI_QTY_ADD,VETO FP Equity_DX_BROKER_SI_QTY_DEC,VETO FP Equity_DX_SUPPLY_SI_MV,VETO FP Equity_DX_BROKER_SI_MV_DEC,VETO FP Equity_DX_SUPPLY_SI_MV_RMV,VETO FP Equity_DX_BROKER_SI_MV_RMV,VETO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,VETO FP Equity_DX_UTILIZATION_QUANTITY,VETO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,VETO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,VETO FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,VETO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,VETO FP Equity_DX_ACTIVE_UTILIZATION_MV,VETO FP Equity_DX_BROKER_SI_MARKET_SHARE_2,VETO FP Equity_DX_BROKER_SI_CON_RATIO,VETO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,VETO FP Equity_DX_DEMAND_SUPPLY_RATIO,VETO FP Equity_PX_LAST
2007-05-17,1437.0,33787.66,0.2,0.15,0.01,0.04,0.0,33787.66,0.0,1437.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1015.0,23865.33,,0.03,0.0,32.58,0.5607,67.42,1.4158,26.7
2007-05-18,1842.0,43553.59,0.26,0.19,0.02,0.05,0.0,38706.42,285.0,1637.0,6738.75,,285.0,,,0.01,200.0,,,,,,285.0,,,0.01,,,0.01,,,,27.64,27.64,745.0,17615.32,,0.02,27.64,28.48,0.4443,58.93,1.7884,26.85
2007-05-21,1842.0,43764.47,0.26,0.24,0.02,0.05,0.0,38893.83,285.0,1637.0,6771.38,,,1.0,,,,,,,,,,,1.0,,,,0.01,,,,27.8,27.8,741.0,17605.58,,0.02,27.8,28.69,0.4429,58.71,1.7953,26.98
2007-05-22,1843.0,43690.85,0.26,0.25,0.02,0.05,0.0,38807.33,287.0,1637.0,6803.73,,,2.0,,,,,,,,,,,2.0,,,,0.01,,,,27.8,27.8,745.0,17661.25,,0.02,27.8,28.68,0.4431,58.74,1.7859,26.92
2007-05-23,1843.0,43625.93,0.26,0.27,0.02,0.05,0.0,38749.67,287.0,1637.0,6793.62,,,,,,,,0.0,,0.0,,,,,,,,0.01,,,,27.8,27.8,744.0,17611.33,,0.02,27.8,28.6,0.4436,58.83,1.7876,26.88
2007-05-24,1843.0,43009.19,0.26,0.27,0.02,0.05,0.0,38201.87,287.0,1637.0,6697.58,,,0.0,,,,,,,,,,,0.0,,,,0.01,,,,27.8,27.8,745.0,17385.7,,0.02,27.8,28.66,0.4447,58.92,1.7876,26.5
2007-05-25,1842.0,42499.22,0.26,0.27,0.02,0.05,0.0,37769.4,284.0,1637.0,6552.54,,,,,,,,0.0,,2.0,,,,,,,,0.01,,,,27.8,27.8,739.0,17050.45,,0.02,27.8,28.44,0.4467,59.2,1.8006,26.2
2007-05-28,1839.0,42446.2,0.26,0.28,0.02,0.05,0.0,37783.81,281.0,1637.0,6485.8,,,,,,,,0.0,,3.0,,,,,,,,0.01,,,,27.8,27.8,730.0,16849.23,,0.02,27.8,28.4,0.447,59.25,1.819,26.21
2007-05-29,1839.0,43887.53,0.26,0.28,0.02,0.05,0.0,39066.82,281.0,1637.0,6706.03,,,,,,,,0.0,,0.0,,,,,,,,0.01,,,,27.8,27.8,729.0,17397.5,,0.02,27.8,28.07,0.4452,59.17,1.8208,27.1
2007-05-30,1844.0,43909.42,0.26,0.31,0.02,0.05,0.0,38980.32,288.0,1637.0,6857.87,,,7.0,,,,,,,,,,,7.0,,,,0.01,,,,27.8,27.8,747.0,17787.6,,0.02,27.8,28.75,0.4423,58.63,1.7834,27.04
2007-05-31,1843.0,43885.61,0.26,0.3,0.02,0.05,0.0,38980.32,287.0,1637.0,6834.06,,,,,,,,0.0,,1.0,,,,,,,,0.01,,,,27.8,27.8,745.0,17739.98,,0.02,27.8,28.76,0.4423,58.62,1.7859,27.04
2007-06-01,1844.0,43682.08,0.26,0.31,0.02,0.05,0.0,38778.5,287.0,1637.0,6798.67,,,0.0,,,,,,,,,,,0.0,,,,0.01,,,,27.8,27.8,746.0,17671.82,,0.02,27.8,28.7,0.4423,58.65,1.7851,26.9
2007-06-04,4210.0,99136.5,0.59,0.71,0.04,0.11,0.0,94379.83,280.0,4008.0,6593.4,,,,0.06,,,,0.0,2371.0,7.0,,,0.06,,,,,0.01,,,,27.8,27.8,728.0,17142.84,,0.02,27.8,11.45,0.7125,83.47,4.1766,26.74
2007-06-05,4209.0,100039.59,0.59,0.72,0.04,0.11,0.0,95262.21,279.0,4008.0,6631.28,,,,,,,,0.0,,1.0,,,,,,,,0.01,,,,27.8,27.8,724.0,17208.04,,0.02,27.8,11.39,0.7134,83.54,4.1964,26.99
2007-06-06,4210.0,99544.31,0.59,0.72,0.04,0.11,0.0,94768.08,281.0,4008.0,6644.17,,,2.0,,,,,,,,,,,2.0,,,,0.01,,,,27.8,27.8,730.0,17260.65,,0.02,27.8,11.48,0.712,83.44,4.1642,26.85
2007-06-07,4210.0,99358.94,0.59,0.79,0.04,0.11,0.0,94591.6,280.0,4008.0,6608.2,,,,,,,,0.0,,1.0,,,,,,,,0.01,,,,27.8,27.8,728.0,17181.31,,0.02,27.8,11.38,0.7143,83.6,4.1766,26.8
2007-06-08,4209.0,98400.69,0.59,0.81,0.04,0.11,0.0,93701.58,280.0,4008.0,6546.02,,,,,,,,0.0,,0.0,,,,,,,,0.01,,,,27.8,27.8,727.0,16996.27,,0.02,27.8,11.43,0.7151,83.64,4.1797,26.32
2007-06-11,4207.0,98503.4,0.59,0.89,0.04,0.11,0.0,93843.98,276.0,4008.0,6462.31,,,,,,,,0.0,,4.0,,,,,,,,0.01,,,,27.8,27.8,717.0,16787.96,,0.02,27.8,11.06,0.72,83.98,4.2367,26.36
2007-06-12,4206.0,97060.32,0.59,0.95,0.04,0.11,0.0,92491.15,276.0,4008.0,6369.15,,,,,,,,0.0,,0.0,,,,,,,,0.01,,,,27.8,27.8,716.0,16522.87,,0.02,27.8,11.27,0.7166,83.75,4.2442,25.98
2007-06-13,4204.0,94400.24,0.59,1.05,0.04,0.11,0.0,89999.09,273.0,4008.0,6130.18,,,,,,,,0.0,,3.0,,,,,,,,0.01,,,,27.8,27.8,708.0,15898.04,,0.02,27.8,10.97,0.7209,84.04,4.2854,25.28
2007-06-14,4200.0,93825.44,0.59,1.05,0.04,0.11,0.0,89536.28,266.0,4008.0,5942.28,,,,,,,,0.0,,6.0,,,,,,,,0.01,,,,27.8,27.8,692.0,15458.86,,0.02,27.8,10.58,0.7264,84.42,4.3841,25.15
2007-06-15,4199.0,93840.4,0.59,1.03,0.04,0.11,0.0,89571.88,265.0,4008.0,5922.29,,,,,,,,0.0,,1.0,,,,,,,,0.01,,,,27.8,27.8,689.0,15397.96,,0.02,27.8,10.77,0.7273,84.46,4.4015,25.16
2007-06-18,4199.0,94437.16,0.59,0.89,0.04,0.11,0.0,90141.49,265.0,4008.0,5959.95,,,,,,,,0.0,,0.0,,,,,,,,0.01,,,,27.8,27.8,688.0,15473.39,,0.02,27.8,10.82,0.7261,84.39,4.4061,25.32
2007-06-19,4200.0,94385.03,0.59,0.94,0.04,0.11,0.0,90070.29,266.0,4008.0,5977.72,,,1.0,,,,,,,,,,,1.0,,,,0.01,,,,27.8,27.8,692.0,15551.06,,0.02,27.8,10.95,0.7245,84.28,4.3841,25.3
2007-06-20,4200.0,94161.2,0.59,0.91,0.04,0.11,0.0,89856.68,266.0,4008.0,5963.54,,,0.0,,,,,,,,,,,0.0,,,,0.01,,,,27.8,27.8,692.0,15514.18,,0.02,27.8,10.87,0.7257,84.36,4.3841,25.24
2007-06-21,4199.0,93989.59,0.59,0.92,0.04,0.11,0.0,89714.28,266.0,4008.0,5954.09,,,,,,,,0.0,,0.0,,,,,,,,0.01,,,,27.8,27.8,691.0,15467.21,,0.02,27.8,10.83,0.7263,84.4,4.3877,25.2
2007-06-22,4199.0,93728.5,0.59,0.92,0.04,0.11,0.0,89465.07,265.0,4008.0,5915.23,,,,,,,,0.0,,1.0,,,,,,,,0.01,,,,27.8,27.8,689.0,15379.6,,0.02,27.8,10.83,0.7266,84.42,4.4015,25.13
2007-06-25,4199.0,93504.72,0.16,0.92,0.04,0.11,0.0,89251.47,265.0,4008.0,5901.11,,,,,,,,0.0,,0.0,,,,,,,,0.01,,,,27.8,27.8,688.0,15320.61,,0.02,27.8,10.79,0.7273,84.46,4.4061,25.07
2007-06-26,4198.0,93594.32,0.16,0.92,0.04,0.11,0.0,89358.27,264.0,4008.0,5885.87,,,,,,,,0.0,,1.0,,,,,,,,0.01,,,,27.8,27.8,687.0,15316.65,,0.02,27.8,10.77,0.7275,84.48,4.4143,25.1
2007-06-27,1835.0,40911.28,0.07,0.4,0.02,0.05,0.0,36496.88,275.0,1637.0,6131.12,,,10.0,,,,,,,,,,,10.0,,,2371.0,0.01,0.06,,,27.8,27.8,713.0,15896.32,,0.02,27.8,27.49,0.4555,60.44,1.8573,25.1
2007-06-28,1835.0,40911.28,0.07,0.4,0.02,0.05,0.0,36496.88,275.0,1637.0,6131.12,,,0.0,,,,,,,,,,,0.0,,,,0.01,,,,27.8,27.8,713.0,15896.32,,0.02,27.8,27.46,0.4556,60.46,1.8573,25.1
2007-06-29,1834.0,41524.32,0.07,0.39,0.02,0.05,0.0,37063.96,274.0,1637.0,6203.74,,,,,,,,0.0,,1.0,,,,,,,,0.01,,,,27.8,27.8,712.0,16120.67,,0.02,27.8,27.41,0.4543,60.35,1.86,25.49
2007-07-02,1836.0,41667.45,0.07,0.4,0.02,0.05,0.0,37151.2,276.0,1637.0,6263.73,,,2.0,,,,,,,,,,,2.0,,,,0.01,,,,27.8,27.8,717.0,16272.09,,0.02,27.8,28.02,0.4512,59.82,1.8489,25.55
2007-07-03,1837.0,41690.14,0.07,0.41,0.02,0.05,0.0,37151.2,278.0,1637.0,6309.12,,,2.0,,,,,,,,,,,2.0,,,,0.01,,,,27.8,27.8,721.0,16362.87,,0.02,27.8,27.76,0.4524,60.04,1.8388,25.55
2007-07-04,1837.0,41608.56,0.07,0.41,0.02,0.05,0.0,37078.5,278.0,1637.0,6296.78,,,,,,,,0.0,,0.0,,,,,,,,0.01,,,,27.8,27.8,721.0,16330.85,,0.02,27.8,27.76,0.4524,60.04,1.8388,25.5
2007-07-05,1836.0,41732.68,0.07,0.41,0.02,0.05,0.0,37209.37,277.0,1637.0,6296.27,,,,,,,,0.0,,0.0,,,,,,,,0.01,,,,27.8,27.8,720.0,16365.76,,0.02,27.8,27.72,0.4525,60.06,1.8415,25.59
2007-07-06,1837.0,41722.78,0.07,0.4,0.02,0.05,0.0,37180.29,278.0,1637.0,6314.06,,278.0,,,0.01,,,,,,,278.0,,,,,,0.01,,0.01,,4.61,4.61,5757.0,130755.59,277.0,0.15,4.61,27.86,0.4518,59.95,0.3044,25.57
2007-07-09,1837.0,43664.51,0.07,0.37,0.02,0.05,0.0,38910.62,278.0,1637.0,6607.91,,,,,,,,,,,,,,,,,,0.01,,,,100.0,2.14,0.0,0.0,,0.0,100.0,27.6,0.4486,59.69,0.1412,26.76
2007-07-10,1837.0,44039.8,0.07,0.34,0.02,0.05,0.0,39245.05,200.0,1637.0,4794.75,,,,,,,,0.0,,78.0,,,,,,,,0.01,,,,100.0,1.52,0.0,0.0,,0.0,100.0,27.63,0.4488,59.7,0.1397,26.99
2007-07-11,1759.0,42185.47,0.07,0.34,0.02,0.05,0.0,37388.94,200.0,1559.0,4796.53,,,,,,,,,,,,,,,,,78.0,0.01,0.0,,,100.0,20.0,0.0,0.0,,0.0,100.0,23.99,0.4671,62.57,1.759,27.0
2007-07-12,1005.0,24147.19,0.04,0.19,0.01,0.03,0.0,19341.78,200.0,805.0,4805.41,,,,,,,,,,,,,,,,,754.0,0.01,0.02,,,100.0,1.48,0.0,0.0,,0.0,100.0,25.88,0.6164,74.12,0.0746,27.05
2007-07-13,1005.0,24102.56,0.04,0.18,0.01,0.03,0.0,19306.03,200.0,805.0,4796.53,,,,,,,,,,,,,,,,,,0.01,,,,100.0,1.49,0.0,0.0,,0.0,100.0,25.84,0.6167,74.16,0.0747,27.0
2007-07-16,1105.0,26952.32,0.04,0.2,0.01,0.03,0.0,19634.95,300.0,805.0,7317.37,,,100.0,,,,,,,,,,,100.0,,,,0.01,,,,2.23,2.23,13154.0,320842.35,,0.36,2.23,23.19,0.4947,65.41,0.0821,27.46
2007-07-17,1105.0,27138.81,0.04,0.2,0.01,0.03,0.0,22226.8,300.0,905.0,7368.0,,,,,,100.0,,,,,,,,,0.0,,,0.01,,,,2.23,2.23,13154.0,323062.31,,0.36,2.23,23.22,0.4909,65.06,0.0821,27.65
2007-07-18,1105.0,27236.96,0.04,0.12,0.01,0.03,0.0,22307.19,300.0,905.0,7394.65,,,,,,,,,,,,,,,,,,0.01,,,,2.21,2.21,13278.0,327287.16,,0.37,2.21,23.24,0.4907,65.04,0.0814,27.75
2007-07-19,1255.0,30934.28,0.05,0.14,0.01,0.03,0.0,26004.52,450.0,1055.0,11091.97,,,150.0,0.0,,,,,150.0,,,,0.0,150.0,,,,0.01,,,,45.0,45.0,550.0,13556.86,,0.02,45.0,24.86,0.4071,55.32,1.255,27.75
2007-07-20,1255.0,30900.84,0.05,0.14,0.01,0.03,0.0,25976.4,480.0,1055.0,11818.65,,,30.0,,,,,,,,,,,30.0,,,,0.01,,,,3.01,3.01,15472.0,380954.41,,0.43,3.01,24.77,0.4078,55.43,0.0787,27.72
2007-07-23,1285.0,31890.61,0.05,0.14,0.01,0.03,0.0,26927.09,480.0,1085.0,11912.45,,,,0.0,,,,,30.0,,,,0.0,,,,,0.01,,,,48.0,48.0,520.0,12905.15,,0.01,48.0,26.89,0.3986,53.73,1.285,27.94
2007-07-24,1285.0,31844.96,0.05,0.14,0.01,0.03,0.0,26888.54,480.0,1085.0,11895.39,,,,,,,,,,,,,,,,,,0.01,,,,3.02,3.02,15404.0,381742.96,,0.43,3.02,27.12,0.3977,53.56,0.0809,27.9
2007-07-25,1285.0,31251.43,0.05,0.15,0.01,0.03,0.0,26387.39,480.0,1085.0,11673.69,,,,,,,,,,,,,,,,,,0.01,,,,3.01,3.01,15444.0,375600.84,,0.43,3.01,27.02,0.3978,53.59,0.0807,27.38
2007-07-26,1285.0,30794.87,0.05,0.15,0.01,0.03,0.0,26001.9,480.0,1085.0,11503.14,,,,,,,,,,,,,,,,,,0.01,,,,3.01,3.01,15482.0,371024.28,,0.42,3.01,26.67,0.3994,53.9,0.0805,26.98
2007-07-27,1285.0,30532.35,0.05,0.15,0.01,0.03,0.0,25780.23,480.0,1085.0,11405.08,,,,,,,,,,,,,,,,,,0.01,,,,2.98,2.98,15622.0,371187.84,,0.42,2.98,26.12,0.4019,54.37,0.0798,26.75
2007-07-30,1285.0,30520.94,0.05,0.16,0.01,0.03,0.0,25770.6,480.0,1085.0,11400.82,,,,,,,,,,,,,,,,,,0.01,,,,2.96,2.96,15710.0,373139.23,,0.42,2.96,26.09,0.4024,54.45,0.0794,26.74
2007-07-31,1285.0,31559.61,0.05,0.16,0.01,0.03,0.0,26647.61,480.0,1085.0,11788.8,,,,,,,,,,,,,,,,,,0.01,,,,2.96,2.96,15760.0,387065.68,,0.42,2.96,26.23,0.4014,54.28,0.0791,27.65
2007-08-01,1285.0,30977.49,0.05,0.17,0.01,0.03,0.0,26156.09,480.0,1085.0,11571.36,,,,,,,,,,,,,,,,,,0.01,,,,2.95,2.95,15802.0,380938.81,,0.44,2.95,26.88,0.3989,53.79,0.0789,27.14
2007-08-02,1285.0,31045.98,0.05,0.17,0.01,0.03,0.0,26213.92,480.0,1085.0,11596.94,,,,,,,,,,,,,,,,,,0.01,,,,2.94,2.94,15822.0,382264.18,,0.43,2.94,26.87,0.399,53.79,0.0788,27.2
2007-08-03,1285.0,30247.0,0.03,0.17,0.01,0.03,0.0,25539.3,568.0,1085.0,13369.88,,,88.0,,,,,,,,,,,88.0,,,,0.02,,,,56.8,56.8,432.0,10168.64,,0.01,56.8,26.82,0.3995,53.88,1.285,26.5
2007-08-06,1285.0,30486.69,0.03,0.17,0.01,0.03,0.0,25741.68,568.0,1085.0,13475.83,,,,,,,,,,,,,,,,,,0.02,,,,56.8,56.8,432.0,10249.22,,0.01,56.8,26.9,0.403,54.36,1.285,26.71
2007-08-07,1373.0,32867.19,0.03,0.18,0.01,0.04,0.0,28079.55,568.0,1173.0,13596.92,,,,0.0,,,,,88.0,,,,0.0,,,,,0.02,,,,56.8,56.8,432.0,10341.32,,0.01,56.8,32.06,0.3884,50.53,1.373,26.95
2007-08-08,1373.0,32806.22,0.03,0.18,0.01,0.04,0.0,28027.45,568.0,1173.0,13571.69,,,,,,,,,,,,,,,,,,0.02,,,,56.8,56.8,432.0,10322.13,,0.01,56.8,32.21,0.3875,50.32,1.373,26.9
2007-08-09,1373.0,31830.57,0.03,0.18,0.01,0.04,0.0,27193.92,568.0,1173.0,13168.07,,,,,,,,,,,,,,,,,,0.02,,,,56.8,56.8,432.0,10015.15,,0.01,56.8,32.24,0.3873,50.27,1.373,26.1
2007-08-10,1373.0,31684.22,0.03,0.18,0.01,0.04,0.0,27068.89,568.0,1173.0,13107.53,,,,,,,,,,,,,,,,,,0.01,,,,56.8,56.8,432.0,9969.11,,0.01,56.8,31.7,0.3915,51.14,1.373,25.98
2007-08-13,1373.0,31111.02,0.03,0.18,0.01,0.04,0.0,26579.19,568.0,1173.0,12870.4,,,,,,,,,,,,,,,,,,0.01,,,,56.8,56.8,432.0,9788.76,,0.01,56.8,31.7,0.3931,51.38,1.373,25.51
2007-08-14,1373.0,31525.68,0.03,0.18,0.01,0.04,0.0,26933.44,568.0,1173.0,13041.94,,,,,,,,,,,,,,,,,,0.01,,,,3.93,3.93,13872.0,318517.24,,0.35,3.93,31.67,0.3933,51.43,0.0951,25.85
2007-08-15,1373.0,31464.7,0.03,0.18,0.01,0.04,0.0,26881.35,568.0,1173.0,13016.71,,,,,,,,,,,,,,,,,,0.01,,,,4.03,4.03,13528.0,310017.79,,0.35,4.03,31.53,0.3925,51.36,0.0974,25.8
2007-08-16,1373.0,30732.96,0.03,0.18,0.01,0.04,0.0,26256.2,568.0,1173.0,12714.0,,,,,,,,,,,,,,,,,,0.01,,,,4.13,4.13,13180.0,295018.51,,0.34,4.13,31.62,0.3944,51.6,0.0999,25.2
2007-08-17,1373.0,30062.2,0.03,0.18,0.01,0.03,0.0,25683.15,568.0,1173.0,12436.51,,,,,,,,,,,,,,,,,,0.01,,,,4.13,4.13,13180.0,288579.62,,0.33,4.13,31.64,0.3963,51.86,0.0999,24.65
2007-08-20,1373.0,30245.14,0.03,0.18,0.01,0.03,0.0,25839.44,568.0,1173.0,12512.19,,,,,,,,,,,,,,,,,,0.01,,,,4.14,4.14,13166.0,290027.28,,0.32,4.14,30.68,0.3987,52.58,0.1,24.8
2007-08-21,1373.0,30135.38,0.03,0.19,0.01,0.03,0.0,25745.66,568.0,1173.0,12466.78,,,,,,,,,,,,,,,,,,0.01,,,,4.13,4.13,13172.0,289106.45,,0.33,4.13,30.86,0.3982,52.45,0.0999,24.71
2007-08-22,1373.0,30257.33,0.03,0.2,0.01,0.03,0.0,25849.85,568.0,1173.0,12517.24,,,,,,,,,,,,,,,,,,0.01,,,,4.18,4.18,13032.0,287191.22,,0.32,4.18,30.79,0.3984,52.5,0.101,24.81
2007-08-23,1373.0,30611.0,0.03,0.2,0.01,0.03,0.0,26152.01,568.0,1173.0,12663.55,,,,,,,,,,,,,,,,,,0.01,,,,4.33,4.33,12540.0,279579.02,,0.31,4.33,30.77,0.3984,52.52,0.1047,25.1
2007-08-24,1373.0,30732.96,0.03,0.21,0.01,0.03,0.0,26256.2,568.0,1173.0,12714.0,,,,,,,,,,,,,,,,,,0.01,,,,56.8,56.8,432.0,9669.8,,0.01,56.8,30.77,0.3984,52.52,1.373,25.2
2007-08-27,1373.0,31281.76,0.03,0.22,0.01,0.03,0.0,26725.06,568.0,1173.0,12941.04,,,,,,,,,,,,,,,,,,0.01,,,,4.41,4.41,12310.0,280465.05,,0.31,4.41,31.02,0.3942,51.82,0.1066,25.65
2007-08-28,1373.0,30745.16,0.03,0.23,0.01,0.04,0.0,26266.62,568.0,1173.0,12719.04,,,,,,,,,,,,,,,,,,0.01,,,,4.44,4.44,12222.0,273683.39,,0.31,4.44,31.41,0.3935,51.55,0.1073,25.21
2007-08-29,1373.0,30525.64,0.03,0.52,0.01,0.03,0.0,26079.07,568.0,1173.0,12628.23,,,,,,,,,,,,,,,,,,0.01,,,,56.8,56.8,432.0,9604.57,,0.01,56.8,31.02,0.3942,51.81,1.373,25.03
2007-08-30,1373.0,30513.44,0.03,0.53,0.01,0.03,0.0,26068.66,568.0,1173.0,12623.19,,,,,,,,,,,,,,,,,,0.01,,,,4.51,4.51,12032.0,267398.18,,0.3,4.51,30.87,0.3945,51.92,0.109,25.02
2007-08-31,1373.0,31708.61,0.03,0.55,0.01,0.03,0.0,27089.73,568.0,1173.0,13117.62,,,,,,,,,,,,,,,,,,0.01,,,,56.8,56.8,432.0,9976.78,,0.01,56.8,30.85,0.3944,51.92,1.373,26.0
2007-09-03,1373.0,32074.48,0.03,0.53,0.01,0.04,0.0,27402.3,568.0,1173.0,13268.98,,,,,,,,,,,,,,,,,,0.01,,,,4.69,4.69,11546.0,269724.64,,0.3,4.69,30.89,0.3941,51.86,0.1133,26.3
2007-09-04,1373.0,32440.35,0.03,0.57,0.01,0.04,0.0,27714.88,568.0,1173.0,13420.33,,,,,,,,,,,,,,,,,,0.01,,,,4.82,4.82,11214.0,264957.07,,0.29,4.82,31.92,0.3919,51.1,0.1165,26.6
2007-09-05,1373.0,32013.5,0.03,0.57,0.01,0.04,0.0,27350.21,568.0,1173.0,13243.75,,,,,,,,,,,,,,,,,,0.02,,,,4.91,4.91,11010.0,256714.23,,0.29,4.91,32.17,0.3913,50.92,0.1186,26.25
2007-09-06,1373.0,31098.83,0.03,0.61,0.01,0.04,0.0,26568.77,568.0,1173.0,12865.36,,,,,,,,,,,,,,,,,,0.01,,,,4.91,4.91,11010.0,249379.54,,0.29,4.91,31.89,0.392,51.14,0.1186,25.5
2007-09-07,1373.0,30611.0,0.03,0.65,0.01,0.04,0.0,26152.01,568.0,1173.0,12663.55,,,,,,,,,,,,,,,,,,0.01,,,,56.8,56.8,432.0,9631.43,,0.01,56.8,31.27,0.3936,51.63,1.373,25.1
2007-09-10,1373.0,30428.07,0.03,0.66,0.01,0.03,0.0,25995.72,568.0,1173.0,12587.87,,,,,,,,,,,,,,,,,,0.01,,,,5.21,5.21,10342.0,229196.72,,0.26,5.21,31.08,0.3966,52.13,0.1258,24.95
2007-09-11,1373.0,30611.0,0.03,0.59,0.01,0.03,0.0,26152.01,568.0,1173.0,12663.55,,,,,,,,,,,,,,,,,,0.01,,,,56.8,56.8,432.0,9631.43,,0.01,56.8,30.95,0.3969,52.23,1.373,25.1
2007-09-12,1373.0,30245.14,0.03,0.36,0.01,0.03,0.0,25839.44,568.0,1173.0,12512.19,,,,,,,,,,,,,,,,,,0.01,,,,56.8,56.8,432.0,9516.31,,0.01,56.8,31.23,0.3962,52.02,1.373,24.8
2007-09-13,1373.0,30367.09,0.03,0.36,0.01,0.03,0.0,25943.63,568.0,1173.0,12562.64,,,,,,,,,,,,,,,,,,0.01,,,,56.8,56.8,432.0,9554.69,,0.01,56.8,31.23,0.3962,52.02,1.373,24.9
2007-09-14,1373.0,30306.11,0.03,0.36,0.01,0.03,0.0,25891.53,568.0,1173.0,12537.42,,,,,,,,,,,,,,,,,,0.01,,,,56.8,56.8,432.0,9535.5,,0.01,56.8,31.18,0.3953,51.91,1.373,24.85
2007-09-17,1373.0,30001.22,0.03,0.36,0.01,0.03,0.0,25631.05,568.0,1173.0,12411.29,,,,,,,,,,,,,,,,,,0.01,,,,56.8,56.8,432.0,9439.57,,0.01,56.8,30.86,0.3984,52.48,1.373,24.6
2007-09-18,1373.0,29623.16,0.03,0.36,0.01,0.03,0.0,25308.06,568.0,1173.0,12254.88,,,,,,,,,,,,,,,,,,0.01,,,,56.8,56.8,432.0,9320.62,,0.01,56.8,30.78,0.3998,52.71,1.373,24.29
2007-09-19,1373.0,30123.18,0.03,0.36,0.01,0.03,0.0,25735.24,568.0,1173.0,12461.74,,,,,,,,,,,,,,,,,,0.01,,,,4.86,4.86,11120.0,243969.23,,0.27,4.86,30.43,0.3992,52.75,0.1175,24.7
2007-09-20,1373.0,30989.07,0.03,0.35,0.01,0.03,0.0,26475.0,568.0,1173.0,12819.95,,,,,,,,,,,,,,,,,,0.01,,,,4.84,4.84,11164.0,251975.21,,0.28,4.84,30.85,0.3981,52.44,0.117,25.41
2007-09-21,1373.0,31098.83,0.03,0.34,0.01,0.03,0.0,26568.77,568.0,1173.0,12865.36,,,,,,,,,,,,,,,,,,0.01,,,,56.8,56.8,432.0,9784.92,,0.01,56.8,31.39,0.3966,52.02,1.373,25.5
2007-09-24,1373.0,32013.5,0.03,0.35,0.01,0.04,0.0,27350.21,568.0,1173.0,13243.75,,,,,,,,,,,,,,,,,,0.01,,,,4.79,4.79,11280.0,263009.68,,0.29,4.79,31.15,0.3919,51.43,0.1159,26.25
2007-09-25,1373.0,33050.13,0.03,0.34,0.01,0.04,0.0,28235.83,568.0,1173.0,13672.59,,,,,,,,,,,,,,,,,,0.01,,,,4.79,4.79,11280.0,271526.18,,0.3,4.79,31.6,0.3881,50.68,0.1159,27.1
2007-09-26,1373.0,33416.0,0.03,0.26,0.01,0.04,0.0,28548.41,568.0,1173.0,13823.95,,,,,,,,,,,,,,,,,,0.02,,,,4.48,4.48,12116.0,294878.53,,0.33,4.48,32.29,0.3867,50.17,0.1082,27.4
2007-09-27,1373.0,33586.74,0.03,0.19,0.01,0.04,0.0,28694.28,568.0,1173.0,13894.59,,,,,,,,,,,,,,,,,,0.02,,,,4.48,4.48,12116.0,296385.21,,0.33,4.48,32.44,0.3851,49.84,0.1082,27.54
