,VETO FP Equity_DX_SI_QTY,VETO FP Equity_DX_SHORT_INTEREST_VALUE,VETO FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,VETO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,VETO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,VETO FP Equity_DX_SI_MV,VETO FP Equity_DX_DSS,VETO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,VETO FP Equity_DX_SUPPLY_SI_QTY,VETO FP Equity_DX_BROKER_SI_QTY,VETO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,VETO FP Equity_DX_BROKER_SI_MV_NEW_x,VETO FP Equity_DX_SUPPLY_SI_QTY_NEW_x,VETO FP Equity_DX_SUPPLY_SI_QTY_INC_x,VETO FP Equity_DX_BROKER_SI_MV_INC_x,VETO FP Equity_DX_SUPPLY_SI_MV_NEW,VETO FP Equity_DX_BROKER_SI_QTY_ADD,VETO FP Equity_DX_BROKER_SI_QTY_NEW,VETO FP Equity_DX_SUPPLY_SI_MV_DEC,VETO FP Equity_DX_BROKER_SI_QTY_INC,VETO FP Equity_DX_SUPPLY_SI_QTY_DEC,VETO FP Equity_DX_BROKER_SI_MV_NEW_y,VETO FP Equity_DX_SUPPLY_SI_QTY_NEW_y,VETO FP Equity_DX_BROKER_SI_MV_INC_y,VETO FP Equity_DX_SUPPLY_SI_QTY_INC_y,VETO FP Equity_DX_BROKER_SI_MV_ADD,VETO FP Equity_DX_SUPPLY_SI_QTY_ADD,VETO FP Equity_DX_BROKER_SI_QTY_DEC,VETO FP Equity_DX_SUPPLY_SI_MV,VETO FP Equity_DX_BROKER_SI_MV_DEC,VETO FP Equity_DX_SUPPLY_SI_MV_RMV,VETO FP Equity_DX_BROKER_SI_MV_RMV,VETO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,VETO FP Equity_DX_UTILIZATION_QUANTITY,VETO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,VETO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,VETO FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,VETO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,VETO FP Equity_DX_ACTIVE_UTILIZATION_MV,VETO FP Equity_DX_BROKER_SI_MARKET_SHARE_2,VETO FP Equity_DX_BROKER_SI_CON_RATIO,VETO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,VETO FP Equity_DX_DEMAND_SUPPLY_RATIO,VETO FP Equity_PX_LAST
2018-11-15,250.0,12275.0,0.01,0.19,0.0,0.01,0.0,12275.0,0.0,250.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,91198.0,4477821.8,,4.45,0.0,,1.0,100.0,0.0027,49.1
2018-11-16,3050.0,149450.0,0.08,2.36,0.03,0.16,0.0,149450.0,2800.0,3050.0,137200.0,,,,,,2800.0,,,,,,,,,0.14,2800.0,,0.14,,,,3.07,3.07,88398.0,4331502.0,,4.29,3.07,7.8,0.8561,92.2,0.0334,49.0
2018-11-19,3050.0,147925.0,0.08,2.37,0.03,0.15,0.0,147925.0,2800.0,3050.0,135800.0,,,,,,,,,,,,,,,,,,0.14,,,,3.07,3.07,88398.0,4287303.0,,4.3,3.08,8.2,0.8495,91.8,0.0334,48.5
2018-11-20,3050.0,144570.0,0.08,2.43,0.03,0.15,0.0,144570.0,2800.0,3050.0,132720.0,,,,,,,,,,,,,,,,,,0.14,,,,3.07,3.07,88398.0,4190065.2,,4.29,3.09,8.2,0.8495,91.8,0.0334,47.4
2018-11-21,3050.0,145790.0,0.08,2.6,0.03,0.14,0.0,145790.0,2800.0,3050.0,133840.0,,,,,,,,,,,,,,,,,,0.13,,,,3.07,3.07,88398.0,4225424.4,,4.22,3.06,8.2,0.8495,91.8,0.0334,47.8
2018-11-22,3050.0,144265.0,0.08,2.87,0.03,0.15,0.0,144265.0,2800.0,3050.0,132440.0,,,,,,,,,,,,,,,,,,0.13,,,,3.06,3.06,88621.0,4191773.3,,4.23,3.07,8.2,0.8495,91.8,0.0334,47.3
2018-11-23,3050.0,147010.0,0.08,3.34,0.03,0.14,0.0,147010.0,2800.0,3050.0,134960.0,,,,,,,,,,,,,,,,,,0.13,,,,3.06,3.06,88621.0,4271532.2,,4.22,3.06,8.2,0.8495,91.8,0.0334,48.2
2018-11-26,3050.0,147620.0,0.08,3.03,0.03,0.15,0.0,147620.0,2800.0,3050.0,135520.0,,,,,,,,,,,,,,,,,,0.13,,,,3.06,3.06,88621.0,4289256.4,,4.27,3.06,8.2,0.8495,91.8,0.0334,48.4
2018-11-27,2948.0,143567.6,0.08,2.93,0.02,0.14,0.0,143567.6,2698.0,2948.0,131392.6,,,,,,,,0.0,,102.0,,,,,,,102.0,0.13,0.0,,,2.95,2.95,88723.0,4320810.1,,4.31,2.95,8.48,0.8448,91.52,0.0322,48.7
2018-11-28,2948.0,144452.0,0.08,3.16,0.02,0.14,0.0,144452.0,2698.0,2948.0,132202.0,,,,,,,,,,,,,,,,,,0.13,,,,2.95,2.95,88723.0,4347427.0,,4.31,2.94,8.48,0.8448,91.52,0.0322,49.0
2018-11-29,2948.0,147105.2,0.08,3.22,0.02,0.14,0.0,147105.2,526.0,2948.0,26247.4,,,,,,,,0.11,,2172.0,,,,,,,,0.03,,,,0.58,0.58,90895.0,4535660.5,,4.44,0.57,8.48,0.8448,91.52,0.0322,49.9
2018-11-30,2948.0,146515.6,0.08,3.22,0.02,0.15,0.0,146515.6,526.0,2948.0,26142.2,,,,,,,,,,,,,,,,,,0.03,,,,0.58,0.58,90895.0,4517481.5,,4.55,0.58,8.48,0.8448,91.52,0.0322,49.7
2018-12-03,2766.0,135534.0,0.07,2.88,0.02,0.14,0.0,135534.0,344.0,2766.0,16856.0,,,,,,,,0.01,,182.0,,,,,,,182.0,0.02,0.01,,,0.38,0.38,91077.0,4462773.0,,4.51,0.38,9.04,0.8356,90.96,0.0303,49.0
2018-12-04,547.0,27076.5,0.01,0.55,0.0,0.03,0.0,27076.5,344.0,547.0,17028.0,,,,,,,,,,,,,,,,,2219.0,0.02,0.11,,,0.38,0.38,91077.0,4508311.5,,4.47,0.38,45.7,0.5037,54.3,0.006,49.5
2018-12-05,547.0,26529.5,0.01,0.61,0.0,0.03,0.0,26529.5,297.0,547.0,14404.5,,,,,,,,0.0,,47.0,,,,,,,,0.01,,,,0.32,0.32,91124.0,4419514.0,,4.5,0.33,45.7,0.5037,54.3,0.006,48.5
2018-12-06,523.0,25208.6,0.01,0.57,0.0,0.03,0.0,25208.6,273.0,523.0,13158.6,,,,,,,,0.0,,24.0,,,,,,,24.0,0.01,0.0,,,0.3,0.3,91572.0,4413770.4,,4.43,0.3,47.8,0.501,52.2,0.0057,48.2
2018-12-07,523.0,26150.0,0.01,0.49,0.0,0.03,0.0,26150.0,273.0,523.0,13650.0,,,,,,,,,,,,,,,,,,0.01,,,,0.3,0.3,91572.0,4578600.0,,4.43,0.3,47.8,0.501,52.2,0.0057,50.0
2018-12-10,523.0,25836.2,0.01,0.44,0.0,0.03,0.0,25836.2,273.0,523.0,13486.2,,,,,,,,,,,,,,,,,,0.01,,,,0.3,0.3,91572.0,4523656.8,,4.58,0.3,47.8,0.501,52.2,0.0057,49.4
2018-12-11,435.0,21358.5,0.01,0.33,0.0,0.02,0.0,21358.5,185.0,435.0,9083.5,,,,,,,,0.0,,88.0,,,,,,,88.0,0.01,0.0,,,0.2,0.2,91660.0,4500506.0,,4.54,0.2,42.53,0.5111,57.47,0.0047,49.1
2018-12-12,258.0,12745.2,0.01,0.2,0.0,0.01,0.0,12745.2,8.0,258.0,395.2,,,,,,,,0.01,,177.0,,,,,,,177.0,0.0,0.01,,,0.01,0.01,91837.0,4536747.8,,4.5,0.01,3.1,0.9399,96.9,0.0028,49.4
2018-12-13,250.0,12350.0,0.01,0.18,0.0,0.01,0.0,12350.0,0.0,250.0,0.0,,,,,,,,0.0,,8.0,,,,,,,8.0,0.0,0.0,,,0.0,0.0,91845.0,4537143.0,,4.54,0.0,,1.0,100.0,0.0027,49.4
2018-12-14,250.0,12250.0,0.01,0.18,0.0,0.01,0.0,12250.0,0.0,250.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,91845.0,4500405.0,,4.54,0.0,,1.0,100.0,0.0027,49.0
2018-12-17,250.0,12000.0,0.01,0.18,0.0,0.01,0.0,12000.0,0.0,250.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,91845.0,4408560.0,,4.48,0.0,,1.0,100.0,0.0027,48.0
2018-12-18,250.0,11750.0,0.01,0.17,0.0,0.01,0.0,11750.0,0.0,250.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,91845.0,4316715.0,,4.39,0.0,,1.0,100.0,0.0027,47.0
2018-12-19,250.0,11750.0,0.01,0.17,0.0,0.01,0.0,11750.0,0.0,250.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,91843.0,4316621.0,,4.31,0.0,,1.0,100.0,0.0027,47.0
2018-12-20,250.0,11575.0,0.01,0.17,0.0,0.01,0.0,11575.0,0.0,250.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,91843.0,4252330.9,,4.3,0.0,,1.0,100.0,0.0027,46.3
2018-12-21,250.0,11475.0,0.01,0.17,0.0,0.01,0.0,11475.0,0.0,250.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,91843.0,4215593.7,,4.26,0.0,,1.0,100.0,0.0027,45.9
2018-12-24,250.0,11325.0,0.01,0.17,0.0,0.01,0.0,11325.0,0.0,250.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,92043.0,4169547.9,,4.22,0.0,,1.0,100.0,0.0027,45.3
2018-12-25,250.0,11325.0,0.01,0.17,0.0,0.01,0.0,11325.0,0.0,250.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,92043.0,4169547.9,,4.2,0.0,,1.0,100.0,0.0027,
2018-12-26,250.0,11325.0,0.01,0.17,0.0,0.01,0.0,11325.0,0.0,250.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,92043.0,4169547.9,,4.18,0.0,,1.0,100.0,0.0027,
2018-12-27,250.0,11250.0,0.01,0.17,0.0,0.01,0.0,11250.0,0.0,250.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,92043.0,4141935.0,,4.16,0.0,,1.0,100.0,0.0027,45.0
2018-12-28,250.0,11500.0,0.01,0.17,0.0,0.01,0.0,11500.0,0.0,250.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,92043.0,4233978.0,,4.14,0.0,,1.0,100.0,0.0027,46.0
2018-12-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,250.0,0.0,0.01,,,0.0,0.0,92043.0,4675784.4,,4.25,0.0,,0.0,,0.0,50.8
2019-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,92043.0,4675784.4,,4.27,0.0,,0.0,,0.0,
2019-01-02,3000.0,147600.0,0.08,1.91,0.03,0.14,0.0,147600.0,3000.0,3000.0,147600.0,,,,,,3000.0,,,,,,,,,0.14,3000.0,,0.15,,,,3.26,3.26,89043.0,4380915.6,,4.52,3.29,,1.0,100.0,0.0326,49.2
2019-01-03,3000.0,147000.0,0.08,1.9,0.03,0.15,0.0,147000.0,3000.0,3000.0,147000.0,,,,,,,,,,,,,,,,,,0.15,,,,3.26,3.26,89043.0,4363107.0,,4.36,3.26,,1.0,100.0,0.0326,49.0
2019-01-04,11.0,539.0,0.0,0.01,0.0,0.0,0.0,539.0,11.0,11.0,539.0,,,,,,,,0.15,,2989.0,,,,,,,2989.0,0.0,0.15,,,0.01,0.01,92032.0,4509568.0,,4.51,0.01,,1.0,100.0,0.0001,49.0
2019-01-07,11.0,533.5,0.0,0.01,0.0,0.0,0.0,533.5,11.0,11.0,533.5,,,,,,,,,,,,,,,,,,0.0,,,,0.01,0.01,92032.0,4463552.0,,4.49,0.01,,1.0,100.0,0.0001,48.5
2019-01-08,11.0,513.7,0.0,0.01,0.0,0.0,0.0,513.7,11.0,11.0,513.7,,,,,,,,,,,,,,,,,,0.0,,,,0.01,0.01,92032.0,4297894.4,,4.45,0.01,,1.0,100.0,0.0001,46.7
2019-01-09,11.0,524.7,0.0,0.01,0.0,0.0,0.0,524.7,11.0,11.0,524.7,,,,,,,,,,,,,,,,,,0.0,,,,0.01,0.01,92032.0,4389926.4,,4.29,0.01,,1.0,100.0,0.0001,47.7
2019-01-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.0,,11.0,,,,,,,11.0,0.0,0.0,,,0.0,0.0,91773.0,4331685.6,,4.38,0.0,,0.0,,0.0,47.2
2019-01-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,92901.0,4273446.0,,4.38,0.0,,0.0,,0.0,46.0
2019-01-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,93105.0,4320072.0,,4.29,0.0,,0.0,,0.0,46.4
2019-01-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,93105.0,4394556.0,,4.34,0.0,,0.0,,0.0,47.2
2019-01-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,93105.0,4469040.0,,4.41,0.0,,0.0,,0.0,48.0
2019-01-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,93105.0,4496971.5,,4.47,0.0,,0.0,,0.0,48.3
2019-01-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,93105.0,4552834.5,,4.51,0.0,,0.0,,0.0,48.9
2019-01-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,93105.0,4562145.0,,4.55,0.0,,0.0,,0.0,49.0
2019-01-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,93375.0,4575375.0,,4.58,0.0,,0.0,,0.0,49.0
2019-01-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,93375.0,4500675.0,,4.56,0.0,,0.0,,0.0,48.2
2019-01-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,93375.0,4575375.0,,4.53,0.0,,0.0,,0.0,49.0
2019-01-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,93375.0,4855500.0,,4.58,0.0,,0.0,,0.0,52.0
2019-01-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,93375.0,4818150.0,,4.84,0.0,,0.0,,0.0,51.6
2019-01-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,93375.0,4855500.0,,4.82,0.0,,0.0,,0.0,52.0
2019-01-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,93375.0,4762125.0,,4.83,0.0,,0.0,,0.0,51.0
2019-01-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,93375.0,4818150.0,,4.76,0.0,,0.0,,0.0,51.6
2019-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,93375.0,4855500.0,,4.83,0.0,,0.0,,0.0,52.0
2019-02-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,93375.0,4948875.0,,4.87,0.0,,0.0,,0.0,53.0
2019-02-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,93375.0,5023575.0,,4.97,0.0,,0.0,,0.0,53.8
2019-02-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,93375.0,5004900.0,,5.03,0.0,,0.0,,0.0,53.6
2019-02-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,93375.0,4986225.0,,5.01,0.0,,0.0,,0.0,53.4
2019-02-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,93375.0,4967550.0,,4.99,0.0,,0.0,,0.0,53.2
2019-02-11,1700.0,90100.0,0.04,0.68,0.01,0.09,0.0,90100.0,0.0,1700.0,0.0,,,,,,1700.0,,,,,,,,,0.09,,,0.0,,,,0.0,0.0,93375.0,4948875.0,,4.98,0.0,,1.0,100.0,0.0182,53.0
2019-02-12,1700.0,90100.0,0.04,0.68,0.01,0.09,0.0,90100.0,0.0,1700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,93364.0,4948292.0,,4.94,0.0,,1.0,100.0,0.0182,53.0
2019-02-13,1700.0,90100.0,0.04,0.68,0.01,0.09,0.0,90100.0,0.0,1700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,93364.0,4948292.0,,4.96,0.0,,1.0,100.0,0.0182,53.0
2019-02-14,1700.0,90440.0,0.04,0.67,0.01,0.09,0.0,90440.0,0.0,1700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,93364.0,4966964.8,,4.95,0.0,,1.0,100.0,0.0182,53.2
2019-02-15,1700.0,90440.0,0.04,0.66,0.01,0.09,0.0,90440.0,0.0,1700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,93364.0,4966964.8,,4.96,0.0,,1.0,100.0,0.0182,53.2
2019-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,1700.0,0.0,0.09,,,0.0,0.0,105124.0,5697720.8,,5.6,0.0,,0.0,100.0,0.0,54.2
2019-02-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,105119.0,5970759.2,,5.75,0.0,,0.0,,0.0,56.8
2019-02-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,105092.0,6032280.8,,5.98,0.0,,0.0,,0.0,57.4
2019-02-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,105092.0,5990244.0,,6.02,0.0,,0.0,,0.0,57.0
2019-02-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,105092.0,5843115.2,,5.96,0.0,,0.0,,0.0,55.6
2019-02-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,105092.0,6032280.8,,5.86,0.0,,0.0,,0.0,57.4
2019-02-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,104567.0,6023059.2,,5.99,0.0,,0.0,,0.0,57.6
2019-02-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,104567.0,6148539.6,,6.04,0.0,,0.0,,0.0,58.8
2019-02-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,104567.0,6127626.2,,6.15,0.0,,0.0,,0.0,58.6
2019-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,104567.0,6106712.8,,6.13,0.0,,0.0,,0.0,58.4
2019-03-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,104567.0,5939405.6,,6.1,0.0,,0.0,,0.0,56.8
2019-03-05,556.0,32359.2,0.01,0.14,0.0,0.03,0.0,32359.2,556.0,556.0,32359.2,,,,,,556.0,,,,,,,,,0.03,556.0,,0.03,,,,0.53,0.53,104011.0,6053440.2,,5.94,0.53,,1.0,100.0,0.0053,58.2
2019-03-06,10.0,580.0,0.0,0.0,0.0,0.0,0.0,580.0,10.0,10.0,580.0,,,,,,,,0.03,,546.0,,,,,,,546.0,0.0,0.03,,,0.01,0.01,104557.0,6064306.0,,6.08,0.01,,1.0,100.0,0.0001,58.0
2019-03-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.0,,10.0,,,,,,,10.0,0.0,0.0,,,0.0,0.0,104567.0,6064886.0,,6.1,0.0,,0.0,,0.0,58.0
2019-03-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,104567.0,6190366.4,,6.09,0.0,,0.0,,0.0,59.2
2019-03-11,1039.0,59846.4,0.03,0.27,0.01,0.06,0.0,31046.4,1039.0,539.0,59846.4,,,,,,539.0,,,,,,,,,0.03,1039.0,,0.06,,,,0.99,0.99,104028.0,5992012.8,,6.09,1.0,,1.0,100.0,0.0099,57.6
2019-03-12,539.0,30830.8,0.01,0.14,0.0,0.03,0.0,30830.8,539.0,539.0,30830.8,,,,,,,,0.03,,500.0,,,,,,,,0.03,,,,0.51,0.51,104372.0,5970078.4,,5.98,0.51,,1.0,100.0,0.0051,57.2
2019-03-13,67.0,3778.8,0.0,0.02,0.0,0.0,0.0,3778.8,67.0,67.0,3778.8,,,,,,,,0.03,,472.0,,,,,,,472.0,0.0,0.03,,,0.06,0.06,105426.0,5946026.4,,6.0,0.06,,1.0,100.0,0.0006,56.4
2019-03-14,67.0,3845.8,0.0,0.02,0.0,0.0,0.0,3845.8,67.0,67.0,3845.8,,,,,,,,,,,,,,,,,,0.0,,,,0.06,0.06,105426.0,6051452.4,,5.97,0.06,,1.0,100.0,0.0006,57.4
2019-03-15,67.0,3845.8,0.0,0.02,0.0,0.0,0.0,3845.8,67.0,67.0,3845.8,,,,,,,,,,,,,,,,,,0.0,,,,0.06,0.06,105426.0,6051452.4,,6.05,0.06,,1.0,100.0,0.0006,57.4
2019-03-18,28.0,1596.0,0.0,0.01,0.0,0.0,0.0,1596.0,28.0,28.0,1596.0,,,,,,,,0.0,,39.0,,,,,,,39.0,0.0,0.0,,,0.03,0.03,105465.0,6011505.0,,6.04,0.03,,1.0,100.0,0.0003,57.0
2019-03-19,1067.0,61245.8,0.03,0.34,0.01,0.06,0.0,61245.8,1067.0,1067.0,61245.8,,,,0.06,,,,,1039.0,,,,0.06,,,1039.0,,0.06,,,,1.01,1.01,104465.0,5996291.0,,5.96,1.01,,1.0,100.0,0.0101,57.4
2019-03-20,1067.0,61886.0,0.03,0.34,0.01,0.06,0.0,61886.0,1067.0,1067.0,61886.0,,,,,,,,,,,,,,,,,,0.06,,,,1.01,1.01,104465.0,6058970.0,,5.98,1.01,,1.0,100.0,0.0101,58.0
2019-03-21,1067.0,61886.0,0.03,0.34,0.01,0.06,0.0,61886.0,1067.0,1067.0,61886.0,,,,,,,,,,,,,,,,,,0.06,,,,1.01,1.01,104465.0,6058970.0,,6.05,1.01,,1.0,100.0,0.0101,58.0
2019-03-22,872.0,50052.8,0.02,0.28,0.01,0.05,0.0,50052.8,872.0,872.0,50052.8,,,,,,,,0.01,,195.0,,,,,,,195.0,0.05,0.01,,,0.83,0.83,104660.0,6007484.0,,6.07,0.83,,1.0,100.0,0.0083,57.4
2019-03-25,846.0,48560.4,0.02,0.27,0.01,0.05,0.0,48560.4,846.0,846.0,48560.4,,,,,,,,0.0,,26.0,,,,,,,26.0,0.05,0.0,,,0.8,0.8,104686.0,6008976.4,,6.0,0.8,,1.0,100.0,0.008,57.4
2019-03-26,844.0,48783.2,0.02,0.27,0.01,0.05,0.0,48783.2,844.0,844.0,48783.2,,,,,,,,0.0,,2.0,,,,,,,2.0,0.05,0.0,,,0.8,0.8,104688.0,6050966.4,,6.03,0.8,,1.0,100.0,0.008,57.8
2019-03-27,1844.0,105108.0,0.05,0.6,0.02,0.11,0.0,76608.0,1344.0,1344.0,76608.0,,,,,,500.0,,,,,,,,,0.03,500.0,,0.08,,,,1.27,1.27,104688.0,5967216.0,,6.05,1.27,27.05,0.357,45.91,0.0174,57.0
2019-03-28,1844.0,105845.6,0.05,0.61,0.02,0.11,0.0,77145.6,1344.0,1344.0,77145.6,,,,,,,,,,,,,,,,,,0.08,,,,1.27,1.27,104688.0,6009091.2,,5.98,1.27,27.05,0.357,45.89,0.0174,57.4
2019-03-29,1844.0,105476.8,0.05,0.59,0.02,0.11,0.0,76876.8,1344.0,1344.0,76876.8,,,,,,,,,,,,,,,,,,0.08,,,,1.26,1.26,105183.0,6016467.6,,6.04,1.26,27.05,0.357,45.89,0.0173,57.2
2019-04-01,1761.0,100729.2,0.05,0.56,0.01,0.1,0.0,72129.2,1261.0,1261.0,72129.2,,,,,,,,0.0,,83.0,,,,,,,83.0,0.07,0.0,,,1.18,1.18,105909.0,6057994.8,,6.06,1.18,28.47,0.3483,43.32,0.0164,57.2
2019-04-02,1761.0,101433.6,0.05,0.6,0.01,0.1,0.0,72633.6,1261.0,1261.0,72633.6,,,,,,,,,,,,,,,,,,0.07,,,,1.18,1.18,105909.0,6100358.4,,6.07,1.18,28.41,0.3479,43.18,0.0164,57.6
2019-04-03,1761.0,102138.0,0.05,0.71,0.01,0.1,0.0,73138.0,1261.0,1261.0,73138.0,,,,,,,,,,,,,,,,,,0.07,,,,1.18,1.18,105909.0,6142722.0,,6.1,1.17,28.42,0.3478,43.15,0.0164,58.0
2019-04-04,1761.0,100024.8,0.05,0.79,0.01,0.1,0.0,71624.8,1261.0,1261.0,71624.8,,,,,,,,,,,,,,,,,,0.07,,,,1.18,1.18,105909.0,6015631.2,,6.11,1.18,28.38,0.3481,43.25,0.0164,56.8
