,ALINT FP Equity_DX_SI_QTY,ALINT FP Equity_DX_SHORT_INTEREST_VALUE,ALINT FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALINT FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALINT FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALINT FP Equity_DX_SI_MV,ALINT FP Equity_DX_DSS,ALINT FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALINT FP Equity_DX_SUPPLY_SI_QTY,ALINT FP Equity_DX_BROKER_SI_QTY,ALINT FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALINT FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALINT FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALINT FP Equity_DX_BROKER_SI_MV_INC_x,ALINT FP Equity_DX_SUPPLY_SI_MV_NEW,ALINT FP Equity_DX_BROKER_SI_QTY_ADD,ALINT FP Equity_DX_SUPPLY_SI_MV_DEC,ALINT FP Equity_DX_BROKER_SI_QTY_INC,ALINT FP Equity_DX_SUPPLY_SI_QTY_DEC,ALINT FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALINT FP Equity_DX_BROKER_SI_MV_INC_y,ALINT FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALINT FP Equity_DX_BROKER_SI_MV_ADD,ALINT FP Equity_DX_SUPPLY_SI_QTY_ADD,ALINT FP Equity_DX_BROKER_SI_QTY_DEC,ALINT FP Equity_DX_SUPPLY_SI_MV,ALINT FP Equity_DX_BROKER_SI_MV_DEC,ALINT FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALINT FP Equity_DX_UTILIZATION_QUANTITY,ALINT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALINT FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALINT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALINT FP Equity_DX_ACTIVE_UTILIZATION_MV,ALINT FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALINT FP Equity_DX_BROKER_SI_CON_RATIO,ALINT FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALINT FP Equity_DX_DEMAND_SUPPLY_RATIO
2020-06-02,12339.0,20914.61,0.19,0.03,0.19,0.02,0.0,20914.61,5516.0,12339.0,9349.62,,,,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.1185
2020-06-03,12339.0,20729.52,0.19,0.03,0.19,0.02,0.0,20729.52,5516.0,12339.0,9266.88,,,,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.1185
2020-06-04,12339.0,19865.79,0.19,0.03,0.19,0.02,0.0,19865.79,5516.0,12339.0,8880.76,,,,,,,,,,,,,,,0.01,,100.0,15.5,0.0,0.0,0.0,100.0,,1.0,100.0,0.3466
2020-06-05,12339.0,19495.62,0.19,0.03,0.19,0.02,0.0,19495.62,5516.0,12339.0,8715.28,,,,,,,,,,,,,,,0.01,,100.0,15.5,0.0,0.0,0.0,100.0,,1.0,100.0,0.3466
2020-06-08,12339.0,19433.93,0.19,0.03,0.19,0.02,0.0,19433.93,5516.0,12339.0,8687.7,,,,,,,,,,,,,,,0.01,,100.0,15.5,0.0,0.0,0.0,100.0,,1.0,100.0,0.3466
2020-06-09,12339.0,19063.76,0.19,0.03,0.19,0.02,0.0,19063.76,5516.0,12339.0,8522.22,,,,,,,,,,,,,,,0.01,,100.0,15.5,0.0,0.0,0.0,100.0,,1.0,100.0,0.3466
2020-06-10,12339.0,20112.57,0.19,0.04,0.19,0.02,0.0,20112.57,5516.0,12339.0,8991.08,,,,,,,,,,,,,,,0.01,,100.0,15.5,0.0,0.0,0.0,100.0,,1.0,100.0,0.3466
2020-06-11,12339.0,19742.4,0.19,0.04,0.19,0.02,0.0,19742.4,5516.0,12339.0,8825.6,,,,,,,,,,,,,,,0.01,,100.0,15.5,0.0,0.0,0.0,100.0,,1.0,100.0,0.3466
2020-06-12,12339.0,19433.93,0.19,0.04,0.19,0.02,0.0,19433.93,5516.0,12339.0,8687.7,,,,,,,,,,,,,,,0.01,,100.0,13.5,0.0,0.0,0.0,100.0,,1.0,100.0,0.302
2020-06-15,14139.0,22975.88,0.22,0.06,0.22,0.02,0.0,22975.88,5816.0,14139.0,9451.0,,300.0,,,1800.0,,,,,,300.0,0.0,,,0.01,,100.0,12.11,0.0,0.0,0.0,100.0,12.82,0.7765,87.18,0.2945
2020-06-16,13039.0,20862.4,0.2,0.08,0.2,0.02,0.0,20382.4,5816.0,12739.0,9305.6,,,,,100.0,,,,,,,0.0,,1500.0,0.01,0.0,100.0,12.11,0.0,0.0,0.0,100.0,4.6,0.8979,94.64,0.2716
2020-06-17,12523.0,21289.1,0.19,0.09,0.19,0.02,0.0,20779.1,5300.0,12223.0,9010.0,,,,,,0.0,,516.0,,,,,,516.0,0.01,0.0,100.0,11.28,0.0,0.0,0.0,100.0,4.79,0.8928,94.37,0.2666
2020-06-18,12523.0,20600.34,0.19,0.1,0.19,0.02,0.0,20106.84,5300.0,12223.0,8718.5,,,,,,,,,,,,,,,0.01,,100.0,11.28,0.0,0.0,0.0,100.0,4.79,0.8941,94.43,0.2666
2020-06-19,12523.0,20788.18,0.19,0.11,0.19,0.02,0.0,20290.18,5300.0,12223.0,8798.0,,,,,,,,,,,,,,,0.01,,100.0,11.28,0.0,0.0,0.0,100.0,4.79,0.8936,94.4,0.2666
2020-06-22,12523.0,21226.49,0.19,0.11,0.19,0.02,0.0,20717.99,5300.0,12223.0,8983.5,,,,,,,,,,,,,,,0.01,,100.0,11.28,0.0,0.0,0.0,100.0,4.79,0.8934,94.4,0.2666
2020-06-23,12523.0,20976.03,0.19,0.12,0.19,0.02,0.0,20473.53,5300.0,12223.0,8877.5,,,,,,,,,,,,,,,0.01,,100.0,11.28,0.0,0.0,0.0,100.0,4.79,0.8938,94.42,0.2666
2020-06-24,12523.0,20162.03,0.19,0.13,0.19,0.02,0.0,19679.03,5300.0,12223.0,8533.0,,,,,,,,,,,,,,,0.01,,100.0,11.28,0.0,0.0,0.0,100.0,4.79,0.8942,94.44,0.2666
2020-06-25,12523.0,19786.34,0.19,0.14,0.19,0.02,0.0,19312.34,5300.0,12223.0,8374.0,,,,,,,,,,,,,,,0.01,,100.0,11.28,0.0,0.0,0.0,100.0,4.79,0.894,94.42,0.2666
2020-06-26,12523.0,19535.88,0.19,0.14,0.19,0.02,0.0,19067.88,5300.0,12223.0,8268.0,,,,,,,,,,,,,,,0.01,,100.0,11.28,0.0,0.0,0.0,100.0,4.79,0.8939,94.42,0.2666
2020-06-29,12523.0,19661.11,0.19,0.15,0.19,0.02,0.0,19190.11,5300.0,12223.0,8321.0,,,,,,,,,,,,,,,0.01,,100.0,11.28,0.0,0.0,0.0,100.0,4.79,0.8936,94.41,0.2666
2020-06-30,2551.0,4030.58,0.04,0.03,0.04,0.0,0.0,3556.58,1300.0,2251.0,2054.0,,,,,,0.01,,4000.0,,,,,,9972.0,0.0,0.02,100.0,3.34,0.0,0.0,0.0,100.0,23.51,0.5831,72.54,0.0654
2020-07-01,2551.0,4017.83,0.04,0.04,0.04,0.0,0.0,3545.33,1300.0,2251.0,2047.5,,,,,,,,,,,,,,,0.0,,100.0,3.34,0.0,0.0,0.0,100.0,23.52,0.5834,72.57,0.0654
2020-07-02,4151.0,6496.32,0.06,0.06,0.06,0.01,0.0,4774.81,2100.0,3051.0,3286.5,,800.0,0.0,,,,800.0,,,0.0,800.0,,,,0.0,,100.0,5.18,0.0,0.0,0.0,100.0,44.6,0.4805,53.01,0.1023
2020-07-03,8151.0,12715.56,0.12,0.12,0.12,0.01,0.0,10219.56,2600.0,6551.0,4056.0,,500.0,0.01,,,,3500.0,,,0.01,500.0,,,,0.0,,100.0,6.25,0.0,0.0,0.0,100.0,39.17,0.5089,59.61,0.196
2020-07-06,8151.0,13326.89,0.12,0.12,0.12,0.01,0.0,10710.89,2600.0,6551.0,4251.0,,,,,,,,,,,,,,,0.0,,100.0,6.25,0.0,0.0,0.0,100.0,39.24,0.5079,59.48,0.196
2020-07-07,11251.0,18901.68,0.17,0.18,0.17,0.02,0.0,16213.68,3200.0,9651.0,5376.0,,600.0,0.01,,,,3100.0,,,0.01,600.0,,,,0.01,,100.0,7.48,0.0,0.0,0.0,100.0,28.41,0.5803,70.68,0.263
2020-07-08,11251.0,18170.37,0.17,0.18,0.17,0.02,0.0,15586.37,3200.0,9651.0,5168.0,,,,,,,,,,,,,,,0.01,,100.0,7.48,0.0,0.0,0.0,100.0,28.46,0.5807,70.68,0.263
2020-07-09,12251.0,19785.37,0.19,0.22,0.19,0.02,0.0,16393.87,3700.0,10151.0,5975.5,,500.0,0.0,,,,500.0,,,0.0,500.0,,,,0.01,,100.0,8.45,0.0,0.0,0.0,100.0,34.25,0.539,64.93,0.2798
2020-07-10,12251.0,26952.2,0.19,0.23,0.19,0.02,0.0,22332.2,3700.0,10151.0,8140.0,,,,,,,,,,,,,,,0.01,,100.0,8.45,0.0,0.0,0.0,100.0,33.92,0.5376,64.99,0.2798
2020-07-13,13251.0,29152.2,0.2,0.14,0.2,0.03,0.0,23432.2,4200.0,10651.0,9240.0,,500.0,0.0,,,,500.0,,,0.0,500.0,,,,0.01,,100.0,9.38,0.0,0.0,0.0,100.0,39.26,0.514,59.99,0.2959
2020-07-14,45068.0,99149.6,0.69,0.43,0.69,0.1,0.0,92549.6,33702.0,42068.0,74144.4,,400.0,0.07,,,,31417.0,,,0.07,400.0,,29102.0,,0.07,,100.0,73.94,0.0,0.0,0.0,100.0,16.94,0.715,82.85,0.9888
2020-07-15,45068.0,99149.6,0.69,0.41,0.69,0.1,0.0,92549.6,33702.0,42068.0,74144.4,,,,,,,,,,,,,,,0.07,,100.0,73.94,0.0,0.0,0.0,100.0,16.96,0.7148,82.83,0.9888
2020-07-16,41868.0,92109.6,0.64,0.37,0.64,0.1,0.0,89029.6,32102.0,40468.0,70624.4,,,,,,0.0,,1600.0,,,,,,1600.0,0.07,0.0,100.0,75.75,0.0,0.0,0.0,100.0,10.82,0.8029,88.95,0.988
2020-07-17,41868.0,92109.6,0.64,0.37,0.64,0.1,0.0,89029.6,32102.0,40468.0,70624.4,,,,,,,,,,,,,,,0.07,,100.0,75.75,0.0,0.0,0.0,100.0,10.85,0.8024,88.92,0.988
2020-07-20,40868.0,89909.6,0.62,0.36,0.62,0.09,0.0,87929.6,31602.0,39968.0,69524.4,,,,,,0.0,,500.0,,,,,,500.0,0.07,0.0,100.0,76.37,0.0,0.0,0.0,100.0,8.76,0.8358,91.0,0.9877
2020-07-21,36538.0,80383.6,0.56,0.32,0.56,0.08,0.0,78403.6,29687.0,35638.0,65311.4,,,,,,0.0,,1915.0,,,,,,4330.0,0.06,0.01,100.0,71.75,0.0,0.0,0.0,100.0,3.44,0.9284,96.29,0.883
2020-07-22,36038.0,79283.6,0.55,0.32,0.55,0.08,0.0,78403.6,29187.0,35638.0,64211.4,,,,,,0.0,,500.0,,,,,,,0.06,,100.0,72.28,0.0,0.0,0.0,100.0,2.12,0.9532,97.61,0.8925
2020-07-23,36038.0,79283.6,0.55,0.32,0.55,0.08,0.0,78403.6,29187.0,35638.0,64211.4,,,,,,,,,,,,,,,0.06,,100.0,72.28,0.0,0.0,0.0,100.0,2.13,0.9532,97.61,0.8925
2020-07-24,36038.0,79283.6,0.55,0.32,0.55,0.08,0.0,78403.6,29187.0,35638.0,64211.4,,,,,,,,,,,,,,,0.06,,100.0,72.28,0.0,0.0,0.0,100.0,2.14,0.953,97.6,0.8925
2020-07-27,36038.0,79283.6,0.55,0.31,0.55,0.08,0.0,78403.6,29187.0,35638.0,64211.4,,,,,,,,,,,,,,,0.06,,100.0,72.28,0.0,0.0,0.0,100.0,2.15,0.9527,97.58,0.8925
2020-07-28,36038.0,79283.6,0.55,0.31,0.55,0.08,0.0,78403.6,29187.0,35638.0,64211.4,,,,,,,,,,,,,,,0.06,,100.0,72.28,0.0,0.0,0.0,100.0,2.11,0.9535,97.62,0.8925
2020-07-29,36038.0,79643.98,0.55,0.31,0.55,0.08,0.0,78759.98,29187.0,35638.0,64503.27,,,,,,,,,,,,,,,0.06,,100.0,72.28,0.0,0.0,0.0,100.0,2.12,0.9532,97.61,0.8925
2020-07-30,36038.0,79283.6,0.55,0.31,0.55,0.08,0.0,78403.6,29187.0,35638.0,64211.4,,,,,,,,,,,,,,,0.06,,100.0,72.28,0.0,0.0,0.0,100.0,2.14,0.953,97.6,0.8925
2020-07-31,36038.0,79283.6,0.55,0.33,0.55,0.08,0.0,78403.6,29187.0,35638.0,64211.4,,,,,,,,,,,,,,,0.06,,100.0,72.28,0.0,0.0,0.0,100.0,2.12,0.9533,97.61,0.8925
2020-08-03,36038.0,79643.98,0.55,0.33,0.55,0.08,0.0,78759.98,29187.0,35638.0,64503.27,,,,,,,,,,,,,,,0.06,,100.0,72.28,0.0,0.0,0.0,100.0,2.12,0.9533,97.62,0.8925
2020-08-04,36038.0,79283.6,0.55,0.33,0.55,0.08,0.0,78403.6,29187.0,35638.0,64211.4,,,,,,,,,,,,,,,0.06,,100.0,72.28,0.0,0.0,0.0,100.0,2.13,0.9531,97.6,0.8925
2020-08-05,36038.0,79283.6,0.55,0.33,0.55,0.08,0.0,78403.6,29187.0,35638.0,64211.4,,,,,,,,,,,,,,,0.06,,100.0,72.28,0.0,0.0,0.0,100.0,2.13,0.953,97.6,0.8925
2020-08-06,36038.0,79283.6,0.55,0.34,0.55,0.08,0.0,78403.6,29187.0,35638.0,64211.4,,,,,,,,,,,,,,,0.06,,100.0,72.28,0.0,0.0,0.0,100.0,2.14,0.953,97.6,0.8925
2020-08-07,36038.0,79283.6,0.55,0.34,0.55,0.08,0.0,78403.6,29187.0,35638.0,64211.4,,,,,,,,,,,,,,,0.06,,100.0,72.28,0.0,0.0,0.0,100.0,2.12,0.9533,97.61,0.8925
2020-08-10,36038.0,79283.6,0.55,0.34,0.55,0.08,0.0,78403.6,29187.0,35638.0,64211.4,,,,,,,,,,,,,,,0.06,,100.0,72.28,0.0,0.0,0.0,100.0,2.12,0.9534,97.62,0.8925
2020-08-11,36038.0,79283.6,0.55,0.34,0.55,0.08,0.0,78403.6,29187.0,35638.0,64211.4,,,,,,,,,,,,,,,0.06,,100.0,72.28,0.0,0.0,0.0,100.0,2.12,0.9534,97.62,0.8925
2020-08-12,36038.0,79283.6,0.55,0.34,0.55,0.08,0.0,78403.6,29187.0,35638.0,64211.4,,,,,,,,,,,,,,,0.06,,100.0,72.28,0.0,0.0,0.0,100.0,2.12,0.9533,97.61,0.8925
2020-08-13,36038.0,78562.84,0.55,0.33,0.55,0.08,0.0,77690.84,29187.0,35638.0,63627.66,,,,,,,,,,,,,,,0.06,,100.0,72.28,0.0,0.0,0.0,100.0,2.13,0.9532,97.61,0.8925
2020-08-14,36038.0,78562.84,0.55,0.33,0.55,0.08,0.0,77690.84,29187.0,35638.0,63627.66,,,,,,,,,,,,,,,0.06,,100.0,72.28,0.0,0.0,0.0,100.0,2.12,0.9534,97.62,0.8925
2020-08-17,36038.0,78562.84,0.55,0.33,0.55,0.08,0.0,77690.84,29187.0,35638.0,63627.66,,,,,,,,,,,,,,,0.06,,100.0,72.28,0.0,0.0,0.0,100.0,2.12,0.9533,97.61,0.8925
2020-08-18,36038.0,78562.84,0.55,0.33,0.55,0.08,0.0,77690.84,29187.0,35638.0,63627.66,,,,,,,,,,,,,,,0.06,,100.0,72.28,0.0,0.0,0.0,100.0,2.13,0.9531,97.61,0.8925
2020-08-19,36038.0,78562.84,0.55,0.35,0.55,0.08,0.0,77690.84,29187.0,35638.0,63627.66,,,,,,,,,,,,,,,0.06,,100.0,72.28,0.0,0.0,0.0,100.0,2.11,0.9534,97.62,0.8925
2020-08-20,36038.0,79283.6,0.55,0.35,0.55,0.08,0.0,78403.6,29187.0,35638.0,64211.4,,,,,,,,,,,,,,,0.06,,100.0,72.28,0.0,0.0,0.0,100.0,2.12,0.9533,97.62,0.8925
2020-08-21,36038.0,78562.84,0.55,0.35,0.55,0.08,0.0,77690.84,29187.0,35638.0,63627.66,,,,,,,,,,,,,,,0.06,,100.0,72.28,0.0,0.0,0.0,100.0,2.12,0.9533,97.61,0.8925
2020-08-24,36038.0,78562.84,0.55,0.63,0.55,0.08,0.0,77690.84,29187.0,35638.0,63627.66,,,,,,,,,,,,,,,0.06,,100.0,72.28,0.0,0.0,0.0,100.0,2.14,0.9529,97.59,0.8925
2020-08-25,36038.0,78562.84,0.55,0.77,0.55,0.08,0.0,77690.84,29187.0,35638.0,63627.66,,,,,,,,,,,,,,,0.06,,100.0,72.28,0.0,0.0,0.0,100.0,2.11,0.9534,97.62,0.8925
2020-08-26,36038.0,78562.84,0.55,0.9,0.55,0.08,0.0,77690.84,29187.0,35638.0,63627.66,,,,,,,,,,,,,,,0.06,,100.0,72.28,0.0,0.0,0.0,100.0,2.11,0.9535,97.62,0.8925
2020-08-27,36038.0,78562.84,0.55,0.96,0.55,0.08,0.0,77690.84,29187.0,35638.0,63627.66,,,,,,,,,,,,,,,0.06,,100.0,72.28,0.0,0.0,0.0,100.0,2.11,0.9535,97.62,0.8925
2020-08-28,36038.0,78562.84,0.55,1.02,0.55,0.08,0.0,77690.84,29187.0,35638.0,63627.66,,,,,,,,,,,,,,,0.06,,100.0,72.28,0.0,0.0,0.0,100.0,2.13,0.9532,97.61,0.8925
2020-08-31,36038.0,78562.84,0.55,1.07,0.55,0.08,0.0,77690.84,29187.0,35638.0,63627.66,,,,,,,,,,,,,,,0.06,,100.0,72.28,0.0,0.0,0.0,100.0,2.13,0.9531,97.61,0.8925
2020-09-01,36038.0,78562.84,0.55,1.24,0.55,0.08,0.0,77690.84,29187.0,35638.0,63627.66,,,,,,,,,,,,,,,0.06,,100.0,72.28,0.0,0.0,0.0,100.0,2.12,0.9532,97.61,0.8925
2020-09-02,36038.0,78562.84,0.55,1.25,0.55,0.08,0.0,77690.84,29187.0,35638.0,63627.66,,,,,,,,,,,,,,,0.06,,100.0,72.28,0.0,0.0,0.0,100.0,2.12,0.9534,97.62,0.8925
2020-09-03,36038.0,78562.84,0.55,1.29,0.55,0.08,0.0,77690.84,29187.0,35638.0,63627.66,,,,,,,,,,,,,,,0.06,,100.0,72.28,0.0,0.0,0.0,100.0,2.12,0.9534,97.62,0.8925
2020-09-04,36038.0,78562.84,0.55,1.32,0.55,0.08,0.0,77690.84,29187.0,35638.0,63627.66,,,,,,,,,,,,,,,0.06,,100.0,72.28,0.0,0.0,0.0,100.0,2.12,0.9534,97.62,0.8925
2020-09-07,36038.0,78562.84,0.55,1.43,0.55,0.08,0.0,77690.84,29187.0,35638.0,63627.66,,,,,,,,,,,,,,,0.06,,100.0,72.28,0.0,0.0,0.0,100.0,2.11,0.9535,97.62,0.8925
2020-09-08,36038.0,78562.84,0.55,1.5,0.55,0.08,0.0,77690.84,29187.0,35638.0,63627.66,,,,,,,,,,,,,,,0.06,,100.0,72.28,0.0,0.0,0.0,100.0,2.11,0.9536,97.63,0.8925
2020-09-09,36038.0,78923.22,0.55,1.64,0.55,0.08,0.0,78047.22,29187.0,35638.0,63919.53,,,,,,,,,,,,,,,0.06,,100.0,72.28,0.0,0.0,0.0,100.0,2.11,0.9535,97.62,0.8925
2020-09-10,36038.0,77481.7,0.55,1.69,0.55,0.08,0.0,76621.7,29187.0,35638.0,62752.05,,,,,,,,,,,,,,,0.06,,100.0,72.28,0.0,0.0,0.0,100.0,2.1,0.9538,97.64,0.8925
2020-09-11,36038.0,78562.84,0.55,1.75,0.55,0.08,0.0,77690.84,29187.0,35638.0,63627.66,,,,,,,,,,,,,,,0.06,,100.0,72.28,0.0,0.0,0.0,100.0,2.09,0.9538,97.64,0.8925
2020-09-14,36038.0,76760.94,0.55,1.79,0.55,0.08,0.0,75908.94,29187.0,35638.0,62168.31,,,,,,,,,,,,,,,0.06,,100.0,72.28,0.0,0.0,0.0,100.0,2.12,0.9535,97.62,0.8925
2020-09-15,36038.0,76760.94,0.55,1.81,0.55,0.08,0.0,75908.94,29187.0,35638.0,62168.31,,,,,,,,,,,,,,,0.06,,100.0,72.28,0.0,0.0,0.0,100.0,2.08,0.9542,97.66,0.8925
2020-09-16,35038.0,75682.08,0.53,1.69,0.53,0.08,0.0,74818.08,28187.0,34638.0,60883.92,,,,,,0.0,,1000.0,,,,,,1000.0,0.06,0.0,100.0,73.45,0.0,0.0,0.0,100.0,2.13,0.953,97.6,0.913
2020-09-17,35038.0,74981.32,0.53,1.67,0.53,0.08,0.0,74125.32,28187.0,34638.0,60320.18,,,,,,,,,,,,,,,0.06,,100.0,73.45,0.0,0.0,0.0,100.0,2.16,0.9526,97.57,0.913
2020-09-18,35038.0,76382.84,0.53,1.69,0.53,0.08,0.0,75510.84,28187.0,34638.0,61447.66,,,,,,,,,,,,,,,0.06,,100.0,73.45,0.0,0.0,0.0,100.0,2.14,0.9528,97.59,0.913
2020-09-21,35038.0,74981.32,0.53,1.67,0.53,0.08,0.0,74125.32,28187.0,34638.0,60320.18,,,,,,,,,,,,,,,0.06,,100.0,73.45,0.0,0.0,0.0,100.0,2.16,0.9525,97.57,0.913
2020-09-22,35038.0,74981.32,0.53,1.68,0.53,0.08,0.0,74125.32,28187.0,34638.0,60320.18,,,,,,,,,,,,,,,0.06,,100.0,73.45,0.0,0.0,0.0,100.0,2.12,0.9533,97.61,0.913
2020-09-23,35038.0,76032.46,0.53,1.69,0.53,0.08,0.0,75164.46,28187.0,34638.0,61165.79,,,,,,,,,,,,,,,0.06,,100.0,73.45,0.0,0.0,0.0,100.0,2.11,0.9534,97.62,0.913
2020-09-24,34938.0,75815.46,0.53,1.85,0.53,0.08,0.0,74947.46,28187.0,34538.0,61165.79,,,,,,,,,,,,,,100.0,0.06,0.0,100.0,73.45,0.0,0.0,0.0,100.0,2.13,0.9583,97.87,0.9104
2020-09-25,34138.0,73396.7,0.52,1.92,0.52,0.08,0.0,73396.7,27787.0,34138.0,59742.05,,,,,,0.0,,400.0,,,,,,400.0,0.06,0.0,100.0,73.94,0.0,0.0,0.0,100.0,,1.0,100.0,0.9085
2020-09-28,34138.0,73396.7,0.52,2.03,0.52,0.08,0.0,73396.7,27787.0,34138.0,59742.05,,,,,,,,,,,,,,,0.06,,100.0,73.94,0.0,0.0,0.0,100.0,,1.0,100.0,0.9085
2020-09-29,34138.0,73396.7,0.52,2.17,0.52,0.08,0.0,73396.7,27787.0,34138.0,59742.05,,,,,,,,,,,,,,,0.06,,100.0,73.94,0.0,0.0,0.0,100.0,,1.0,100.0,0.9085
2020-09-30,34138.0,73738.08,0.52,2.18,0.52,0.08,0.0,73738.08,27787.0,34138.0,60019.92,,,,,,,,,,,,,,,0.06,,100.0,73.94,0.0,0.0,0.0,100.0,,1.0,100.0,0.9085
2020-10-01,34138.0,74420.84,0.52,2.14,0.52,0.08,0.0,74420.84,27787.0,34138.0,60575.66,,,,,,,,,,,,,,,0.06,,100.0,73.94,0.0,0.0,0.0,100.0,,1.0,100.0,0.9085
2020-10-02,30287.0,66025.66,0.46,1.83,0.46,0.07,0.0,66025.66,27787.0,30287.0,60575.66,,,,,,,,,,,,,,3851.0,0.06,0.01,100.0,73.94,0.0,0.0,0.0,100.0,,1.0,100.0,0.806
2020-10-05,30287.0,66025.66,0.46,1.74,0.46,0.07,0.0,66025.66,27787.0,30287.0,60575.66,,,,,,,,,,,,,,,0.06,,100.0,73.94,0.0,0.0,0.0,100.0,,1.0,100.0,0.806
2020-10-06,30287.0,66025.66,0.46,1.74,0.46,0.07,0.0,66025.66,27787.0,30287.0,60575.66,,,,,,,,,,,,,,,0.06,,100.0,73.94,0.0,0.0,0.0,100.0,,1.0,100.0,0.806
2020-10-07,30287.0,65722.79,0.46,1.71,0.46,0.07,0.0,65722.79,27787.0,30287.0,60297.79,,,,,,,,,,,,,,,0.06,,100.0,73.94,0.0,0.0,0.0,100.0,,1.0,100.0,0.806
2020-10-08,30287.0,65722.79,0.46,1.89,0.46,0.07,0.0,65722.79,27787.0,30287.0,60297.79,,,,,,,,,,,,,,,0.06,,100.0,73.94,0.0,0.0,0.0,100.0,,1.0,100.0,0.806
2020-10-09,30287.0,65722.79,0.46,1.96,0.46,0.07,0.0,65722.79,27787.0,30287.0,60297.79,,,,,,,,,,,,,,,0.06,,100.0,73.94,0.0,0.0,0.0,100.0,,1.0,100.0,0.806
2020-10-12,2500.0,5425.0,0.04,0.16,0.04,0.01,0.0,5425.0,0.0,2500.0,0.0,,,,,,0.06,,27787.0,,,,,,27787.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0687
2020-10-13,2500.0,5400.0,0.04,0.16,0.04,0.01,0.0,5400.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0687
2020-10-14,2500.0,5425.0,0.04,0.17,0.04,0.01,0.0,5425.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0687
2020-10-15,2500.0,5425.0,0.04,0.16,0.04,0.01,0.0,5425.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0687
2020-10-16,2500.0,5425.0,0.04,0.17,0.04,0.01,0.0,5425.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0687
2020-10-19,2500.0,5425.0,0.04,0.17,0.04,0.01,0.0,5425.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0687
2020-10-20,2500.0,5400.0,0.04,0.17,0.04,0.01,0.0,5400.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0671
2020-10-21,2500.0,5400.0,0.04,0.17,0.04,0.01,0.0,5400.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0671
2020-10-22,2500.0,5500.0,0.04,0.17,0.04,0.01,0.0,5500.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0671
2020-10-23,2500.0,5750.0,0.04,0.17,0.04,0.01,0.0,5750.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0671
2020-10-26,2500.0,5725.0,0.04,0.17,0.04,0.01,0.0,5725.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0671
2020-10-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,2500.0,0.0,0.01,0.0,0.0,37278.0,85366.62,0.09,0.0,,0.0,,0.0
2020-10-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,36378.0,80395.38,0.08,0.0,,0.0,,0.0
2020-10-29,1172.0,2683.88,0.04,0.07,0.02,0.0,0.0,2683.88,0.0,1172.0,0.0,,,,,1172.0,,,,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.033
