,PIG FP Equity_DX_SI_QTY,PIG FP Equity_DX_SHORT_INTEREST_VALUE,PIG FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,PIG FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,PIG FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,PIG FP Equity_DX_SI_MV,PIG FP Equity_DX_DSS,PIG FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,PIG FP Equity_DX_SUPPLY_SI_QTY,PIG FP Equity_DX_BROKER_SI_QTY,PIG FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,PIG FP Equity_DX_BROKER_SI_MV_NEW_x,PIG FP Equity_DX_SUPPLY_SI_QTY_NEW_x,PIG FP Equity_DX_SUPPLY_SI_QTY_INC_x,PIG FP Equity_DX_BROKER_SI_MV_INC_x,PIG FP Equity_DX_SUPPLY_SI_MV_NEW,PIG FP Equity_DX_BROKER_SI_QTY_ADD,PIG FP Equity_DX_BROKER_SI_QTY_NEW,PIG FP Equity_DX_SUPPLY_SI_MV_DEC,PIG FP Equity_DX_BROKER_SI_QTY_INC,PIG FP Equity_DX_SUPPLY_SI_QTY_DEC,PIG FP Equity_DX_BROKER_SI_MV_NEW_y,PIG FP Equity_DX_SUPPLY_SI_QTY_NEW_y,PIG FP Equity_DX_BROKER_SI_MV_INC_y,PIG FP Equity_DX_SUPPLY_SI_QTY_INC_y,PIG FP Equity_DX_BROKER_SI_MV_ADD,PIG FP Equity_DX_SUPPLY_SI_QTY_ADD,PIG FP Equity_DX_BROKER_SI_QTY_DEC,PIG FP Equity_DX_SUPPLY_SI_MV,PIG FP Equity_DX_BROKER_SI_MV_DEC,PIG FP Equity_DX_SUPPLY_SI_MV_RMV,PIG FP Equity_DX_BROKER_SI_MV_RMV,PIG FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,PIG FP Equity_DX_UTILIZATION_QUANTITY,PIG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,PIG FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,PIG FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,PIG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,PIG FP Equity_DX_ACTIVE_UTILIZATION_MV,PIG FP Equity_DX_BROKER_SI_MARKET_SHARE_2,PIG FP Equity_DX_BROKER_SI_CON_RATIO,PIG FP Equity_DX_BROKER_SI_MARKET_SHARE_1,PIG FP Equity_DX_DEMAND_SUPPLY_RATIO
2017-06-27,84514.0,1316837.05,0.68,3.5,0.27,1.37,0.0,1277883.82,54764.0,82014.0,853293.7,,,,,,,,0.01,,662.0,,,,,,,1939.0,0.86,0.03,,,100.0,3.89,0.0,0.0,,0.0,100.0,23.56,0.2272,35.26,0.06
2017-06-28,89514.0,1339200.61,0.72,3.71,0.29,1.44,0.0,1301798.62,59764.0,87014.0,894116.96,,,,0.08,,,,,5000.0,,,,0.08,,,5000.0,,0.93,,,,41.04,4.26,85863.0,1284578.75,,1.35,40.89,22.62,0.2265,33.53,0.0638
2017-06-29,85093.0,1273897.02,0.68,3.48,0.27,1.33,0.0,1245677.36,55958.0,83208.0,837727.31,,,,,,,,0.06,,3806.0,,,,,,,3806.0,0.85,0.07,,,38.59,3.98,89054.0,1333195.75,,1.34,38.62,23.45,0.231,35.04,0.0605
2017-06-30,87093.0,1281535.81,0.7,3.49,0.28,1.36,0.0,1253798.85,57958.0,85208.0,852826.89,,,2000.0,0.03,,,,,2000.0,,,,0.03,2000.0,,,,0.88,,,,39.42,4.13,89054.0,1310391.08,,1.35,39.34,23.02,0.231,34.39,0.062
2017-07-03,87093.0,1262664.47,0.7,3.42,0.28,1.35,0.0,1235335.95,57958.0,85208.0,840268.53,,,,,,,,,,,,,,,,,,0.87,,,,39.42,4.13,89054.0,1291094.83,,1.34,39.34,22.91,0.2318,34.67,0.062
2017-07-04,87048.0,1250009.23,0.7,3.55,0.28,1.34,0.0,1222940.63,57913.0,85163.0,831630.65,,,,,,,,0.0,,45.0,,,,,,,45.0,0.85,0.0,,,39.41,4.12,89054.0,1278815.39,,1.31,39.35,23.03,0.2322,34.79,0.0619
2017-07-05,137751.0,1962951.75,1.1,5.93,0.44,2.05,0.0,1173145.5,110186.0,82326.0,1570150.5,,,2967.0,,,,,0.01,,694.0,,,,2967.0,,50000.0,2837.0,1.6,0.07,,,55.11,7.82,89748.0,1278909.0,,1.31,55.05,20.8,0.2147,35.6,0.0977
2017-07-06,133384.0,1908725.04,1.07,5.7,0.43,1.93,0.0,1115593.29,109190.0,77959.0,1562508.9,,,,0.05,,,,0.01,3540.0,996.0,,,0.05,,,,7907.0,1.55,0.12,,,54.61,7.75,90744.0,1298546.64,,1.28,54.74,21.39,0.2273,36.9,0.0947
2017-07-07,132061.0,1871304.37,1.06,5.57,0.42,1.92,0.0,1085932.12,107867.0,76636.0,1528475.39,,,,,,,,0.02,,1323.0,,,,,,,1323.0,1.54,0.02,,,54.31,8.74,90744.0,1285842.48,,1.3,54.28,21.72,0.2289,37.18,0.107
2017-07-10,130481.0,1860659.06,1.05,5.52,0.42,1.88,0.0,1070298.56,106287.0,75056.0,1515652.62,,,,,,,,0.02,,1580.0,,,,,,,1580.0,1.51,0.03,,,53.94,8.62,90744.0,1294009.44,,1.29,53.97,21.97,0.231,37.62,0.1058
2017-07-11,129408.0,1854416.64,1.04,5.78,0.41,1.87,0.0,1060176.39,105214.0,73983.0,1507716.62,,,,,,,,0.02,,1073.0,,,,,,,1073.0,1.5,0.02,,,53.69,8.53,90744.0,1300361.52,,1.29,53.79,22.08,0.2332,38.04,0.1049
2017-07-12,129408.0,1862181.12,1.04,6.23,0.41,1.89,0.0,1064615.37,105214.0,73983.0,1514029.46,,,,,,,,,,,,,,,,,,1.51,,,,53.69,8.53,90744.0,1305806.16,,1.3,53.7,22.17,0.2327,37.91,0.1049
2017-07-13,129249.0,1925810.1,1.04,6.3,0.41,1.9,0.0,1099977.6,105055.0,73824.0,1565319.5,,,,,,,,0.0,,159.0,,,,,,,159.0,1.52,0.0,,,53.65,8.52,90744.0,1352085.6,,1.31,53.71,22.16,0.2323,37.87,0.1048
2017-07-14,132333.0,1983671.67,1.06,6.42,0.42,2.0,0.0,1152850.92,112205.0,76908.0,1681952.95,,,,,,10000.0,,0.04,,2850.0,,,,,0.15,10000.0,6916.0,1.67,0.09,,,100.0,9.15,0.0,0.0,,0.0,100.0,21.61,0.2294,37.17,0.1079
2017-07-17,132333.0,2003521.62,1.06,6.82,0.42,2.01,0.0,1164387.12,112084.0,76908.0,1696951.76,,,,,,,,0.0,,121.0,,,,,,,,1.68,,,,100.0,9.06,0.0,0.0,,0.0,100.0,21.67,0.2295,37.2,0.107
2017-07-18,131414.0,1946241.34,1.05,6.77,0.42,2.01,0.0,1125397.09,111286.0,75989.0,1648145.66,,,,,,,,0.01,,798.0,,,,,,,919.0,1.68,0.01,,,100.0,8.96,0.0,0.0,,0.0,100.0,21.8,0.2315,37.59,0.1058
2017-07-19,130947.0,1962895.53,1.05,6.89,0.42,1.98,0.0,1132074.78,110819.0,75522.0,1661176.81,,,,,,,,0.01,,467.0,,,,,,,467.0,1.65,0.01,,,100.0,8.91,0.0,0.0,,0.0,100.0,21.95,0.2302,37.36,0.1052
2017-07-20,132947.0,1963627.19,1.07,8.27,0.42,2.02,0.0,1144999.94,110819.0,77522.0,1636796.63,,,,0.03,,,,,2000.0,,,,0.03,,,,,1.65,,,,100.0,8.91,0.0,0.0,,0.0,100.0,21.5,0.2297,37.17,0.1068
2017-07-21,131829.0,1966888.68,1.06,8.35,0.42,1.98,0.0,1139947.68,110631.0,76404.0,1650614.52,,,,,,,,0.0,,188.0,,,,,,,1118.0,1.63,0.02,,,100.0,8.89,0.0,0.0,,0.0,100.0,21.03,0.2292,37.29,0.1059
2017-07-24,130991.0,1966174.91,1.05,8.7,0.42,1.99,0.0,1134245.66,109793.0,75566.0,1647992.93,,,,,,,,0.01,,838.0,,,,,,,838.0,1.64,0.01,,,100.0,8.83,0.0,0.0,,0.0,100.0,21.24,0.2304,37.49,0.1053
2017-07-25,126242.0,1925190.5,1.01,8.41,0.4,1.93,0.0,1167631.5,104044.0,76566.0,1586671.0,,,,0.02,,,,0.08,1000.0,5749.0,,,0.02,,,,,1.56,,,,100.0,8.37,0.0,0.0,,0.0,100.0,21.99,0.2175,34.42,0.1015
2017-07-26,124859.0,1891613.85,1.0,8.17,0.4,1.93,0.0,1139022.45,102661.0,75183.0,1555314.15,,,,,,,,0.02,,1383.0,,,,,,,1383.0,1.56,0.02,,,100.0,8.25,0.0,0.0,,0.0,100.0,22.24,0.2208,35.01,0.1004
2017-07-27,124859.0,1857901.92,1.0,8.1,0.4,1.92,0.0,1118723.04,102661.0,75183.0,1527595.68,1.16,,,,,,75183.0,,,,1.16,,,,,102661.0,,1.55,,,,100.0,7.71,0.0,0.0,,0.0,100.0,22.26,0.2209,34.97,0.0938
2017-07-28,123410.0,1843745.4,0.99,8.14,0.39,1.86,0.0,1101585.96,99212.0,73734.0,1482227.28,,,,0.03,,,,0.05,2000.0,3449.0,,,0.03,,,,3449.0,1.47,0.06,,,100.0,6.98,0.0,0.0,,0.0,100.0,22.42,0.2221,35.34,0.0869
2017-07-31,122544.0,1821003.84,0.98,9.64,0.39,1.86,0.0,1082818.48,98346.0,72868.0,1461421.56,,,,,,,,0.01,,866.0,,,,,,,866.0,1.46,0.01,,,100.0,6.9,0.0,0.0,,0.0,100.0,22.53,0.2239,35.54,0.086
2017-08-01,125382.0,1886999.1,1.01,10.18,0.4,1.91,0.0,1139375.3,98184.0,75706.0,1477669.2,,,,0.04,,,,0.0,3000.0,162.0,,,0.04,,,,162.0,1.47,0.0,,,100.0,6.83,0.0,0.0,,0.0,100.0,22.0,0.2226,34.89,0.0873
2017-08-02,125229.0,1864659.81,1.0,9.53,0.4,1.92,0.0,1124984.17,98031.0,75553.0,1459681.59,,,,,,,,0.0,,153.0,,,,,,,153.0,1.47,0.0,,,100.0,6.82,0.0,0.0,,0.0,100.0,22.14,0.2225,34.76,0.0871
2017-08-03,117059.0,1755885.0,0.94,8.86,0.37,1.78,0.0,1039020.0,91746.0,69268.0,1376190.0,,,,,,,,0.09,,6285.0,,,,,,,6285.0,1.37,0.1,,,70.87,6.38,37709.0,565635.0,,0.56,70.87,23.69,0.2379,37.12,0.0815
2017-08-04,115900.0,1738500.0,0.93,8.36,0.37,1.78,0.0,1021635.0,90587.0,68109.0,1358805.0,,,,,,,,0.02,,1159.0,,,,,,,1159.0,1.36,0.01,,,70.52,6.3,37871.0,568065.0,,0.57,70.6,24.08,0.2392,37.34,0.0807
2017-08-07,115834.0,1737510.0,0.93,8.27,0.37,1.77,0.0,1020645.0,90521.0,68043.0,1357815.0,,,,,,,,0.0,,66.0,,,,,,,66.0,1.36,0.0,,,70.5,6.3,37871.0,568065.0,,0.57,70.47,23.91,0.2401,37.56,0.0806
2017-08-08,115685.0,1720235.95,0.93,8.58,0.37,1.77,0.0,1009583.78,90372.0,67894.0,1343831.64,,,,,,,,0.0,,149.0,,,,,,,149.0,1.36,0.0,,,70.39,6.29,38020.0,565357.4,,0.57,70.41,24.06,0.24,37.52,0.0805
2017-08-09,115685.0,1719079.1,0.93,8.71,0.37,1.76,0.0,1008904.84,90372.0,67894.0,1342927.92,,,,,,,,,,,,,,,,,,1.35,,,,70.39,6.3,38020.0,564977.2,,0.57,70.47,23.89,0.2412,37.8,0.0806
2017-08-10,115410.0,1704605.7,0.93,9.11,0.37,1.74,0.0,998732.63,90097.0,67619.0,1330732.69,,,,,,,,0.0,,275.0,,,,,,,275.0,1.34,0.0,,,70.23,6.28,38193.0,564110.61,,0.57,70.2,24.04,0.2408,37.69,0.0804
2017-08-11,114711.0,1639220.19,0.92,9.56,0.37,1.72,0.0,956286.8,89398.0,66920.0,1277497.42,,,,,,,,0.01,,699.0,,,,,,,699.0,1.31,0.01,,,70.0,6.23,38315.0,547521.35,,0.57,69.91,24.17,0.2434,38.04,0.0799
2017-08-14,113466.0,1647526.32,0.91,9.98,0.36,1.65,0.0,953601.0,88153.0,65675.0,1279981.56,,,,,,,,0.02,,1245.0,,,,,,,1245.0,1.26,0.02,,,100.0,6.13,0.0,0.0,,0.0,100.0,24.46,0.245,38.23,0.0789
2017-08-15,106698.0,1559924.76,0.86,9.45,0.34,1.58,0.0,948969.58,79168.0,64909.0,1157436.16,,,,,,,,0.12,,8985.0,,,,,,,766.0,1.15,0.01,,,100.0,5.5,0.0,0.0,,0.0,100.0,26.07,0.2341,35.12,0.0742
2017-08-16,106171.0,1555405.15,0.85,9.6,0.34,1.58,0.0,943196.3,80858.0,64382.0,1184569.7,,,,,,,,0.02,,1252.0,,,,,,,527.0,1.18,0.01,,,100.0,5.62,0.0,0.0,,0.0,100.0,26.09,0.2363,35.43,0.0738
2017-08-17,109967.0,1635209.29,0.88,10.55,0.35,1.64,0.0,865106.86,84949.0,58178.0,1263191.63,,,,,,,,0.09,,5909.0,,,,,,10000.0,6204.0,1.24,0.09,,,68.05,5.91,39892.0,593194.04,,0.58,68.04,25.29,0.2247,34.24,0.0764
2017-08-18,109863.0,1623775.14,0.88,11.16,0.35,1.66,0.0,858333.72,84845.0,58074.0,1254009.1,,,,,,,,0.0,,104.0,,,,,,,104.0,1.26,0.0,,,68.02,5.9,39892.0,589603.76,,0.59,68.01,25.35,0.2255,34.32,0.0764
2017-08-21,109702.0,1631268.74,0.88,11.57,0.35,1.65,0.0,1009866.31,84684.0,67913.0,1259251.08,,,,,,10000.0,,0.0,,161.0,,,,,0.15,,161.0,1.25,0.0,,,67.98,5.89,39892.0,593194.04,,0.59,67.93,25.2,0.2248,34.27,0.0763
2017-08-22,109734.0,1625160.54,0.88,11.81,0.35,1.67,0.0,1006265.45,84684.0,67945.0,1254170.04,,,,,,32.0,,,,,,,,,0.0,,,1.26,,,,67.98,5.89,39892.0,590800.52,,0.59,68.02,25.34,0.2243,34.1,0.0763
2017-08-23,109493.0,1636920.35,0.88,11.83,0.35,1.65,0.0,1012174.8,84443.0,67704.0,1262422.85,,,,,,,,0.0,,241.0,,,,,,,241.0,1.25,0.01,,,67.92,5.87,39892.0,596385.4,,0.59,67.88,25.27,0.2253,34.3,0.0761
2017-08-24,109332.0,1639980.0,0.88,11.98,0.35,1.67,0.0,1013145.0,84282.0,67543.0,1264230.0,,,,,,,,0.0,,161.0,,,,,,,161.0,1.26,0.0,,,67.87,5.86,39892.0,598380.0,,0.6,67.89,25.39,0.2257,34.28,0.076
2017-08-25,109964.0,1656057.84,0.88,12.3,0.35,1.67,0.0,1026715.5,84050.0,68175.0,1265793.0,,,,0.01,,,,0.0,1000.0,232.0,,,0.01,,,,368.0,1.26,0.01,,,67.81,5.83,39892.0,600773.52,,0.6,67.72,25.98,0.2276,34.27,0.0763
2017-08-28,108601.0,1618154.9,0.87,12.29,0.35,1.66,0.0,995498.8,83953.0,66812.0,1250899.7,,,,,,,,0.0,,97.0,,,,,,,1363.0,1.26,0.02,,,67.79,5.83,39892.0,594390.8,,0.6,67.7,26.35,0.2299,34.72,0.0754
2017-08-29,108406.0,1623921.88,0.87,12.49,0.35,1.65,0.0,997922.66,83936.0,66617.0,1257361.28,,,,,,,,0.0,,17.0,,,,,,,195.0,1.25,0.0,,,67.78,5.83,39892.0,597582.16,,0.59,67.77,26.46,0.2294,34.61,0.0753
2017-08-30,111743.0,1667205.56,0.9,12.73,0.36,1.71,0.0,1007443.16,86273.0,67523.0,1287193.16,,,,0.02,,,,0.09,1000.0,6163.0,,,0.02,,,8500.0,94.0,1.3,0.0,,,68.38,5.99,39892.0,595188.64,,0.6,68.49,25.88,0.1914,28.12,0.0776
2017-08-31,102904.0,1550763.28,0.83,11.45,0.33,1.57,0.0,991590.93,79158.0,65799.0,1192911.06,,,,,,,,0.11,,7115.0,,,,,,,1724.0,1.18,0.03,,,66.49,5.5,39892.0,601172.44,,0.6,66.5,27.87,0.216,30.62,0.0715
2017-09-01,105672.0,1581909.84,0.85,12.28,0.34,1.62,0.0,930490.29,85382.0,62157.0,1278168.54,,,8450.0,,,,,0.03,,2226.0,,,,8450.0,,,3642.0,1.29,0.05,,,68.16,5.95,39892.0,597183.24,,0.6,68.18,27.09,0.2118,29.87,0.0736
2017-09-04,98374.0,1477577.48,0.79,11.28,0.31,1.5,0.0,933598.14,78084.0,62157.0,1172821.68,,,,,,,,0.11,,7298.0,,,,,,,,1.17,,,,66.19,5.44,39892.0,599177.84,,0.6,66.17,29.08,0.2325,32.02,0.0686
2017-09-05,98195.0,1517112.75,0.79,11.32,0.31,1.51,0.0,957560.1,77905.0,61978.0,1203632.25,,,,,,,,0.0,,179.0,,,,,,,179.0,1.17,0.0,,,66.13,5.46,39892.0,616331.4,,0.6,66.13,29.16,0.2332,32.06,0.0688
2017-09-06,95068.0,1459293.8,0.76,10.57,0.3,1.5,0.0,925021.7,76494.0,60262.0,1174182.9,,,,,,,,0.02,,1411.0,,,,,,,1716.0,1.18,0.02,,,65.72,5.36,39892.0,612342.2,,0.62,65.73,30.15,0.2419,33.11,0.0666
2017-09-07,92855.0,1377039.65,0.74,10.37,0.3,1.45,0.0,860866.67,74905.0,58049.0,1110841.15,,,,,,,,0.03,,1589.0,,,,,,,2213.0,1.15,0.04,,,65.25,5.25,39892.0,591598.36,,0.61,65.18,30.78,0.2504,34.05,0.065
2017-09-08,98396.0,1483811.68,0.79,9.69,0.31,1.49,0.0,874112.2,80446.0,57965.0,1213125.68,,,5625.0,,,,,0.0,,84.0,,,,5625.0,,,84.0,1.19,0.0,,,66.85,5.63,39892.0,601571.36,,0.59,66.83,29.11,0.229,32.07,0.0689
2017-09-11,93332.0,1399980.0,0.75,9.04,0.3,1.44,0.0,869475.0,75382.0,57965.0,1130730.0,,,,,,,,0.07,,5064.0,,,,,,,,1.14,,,,65.39,5.28,39892.0,598380.0,,0.6,65.44,30.8,0.2478,33.66,0.0654
2017-09-12,93332.0,1389713.48,0.75,8.89,0.3,1.43,0.0,863098.85,75382.0,57965.0,1122437.98,,,,,,,,,,,,,,,,,,1.13,,,,65.39,5.28,39892.0,593991.88,,0.6,65.41,30.73,0.2478,33.72,0.0654
2017-09-13,93332.0,1436379.48,0.75,10.0,0.3,1.42,0.0,892081.35,75382.0,57965.0,1160128.98,,,,,,,,,,,,,,,,,,1.12,,,,65.39,5.28,39892.0,613937.88,,0.59,65.44,30.77,0.2473,33.63,0.0654
2017-09-14,92599.0,1422320.64,0.74,8.21,0.3,1.46,0.0,879083.52,74649.0,57232.0,1146608.64,,,,,,,,0.01,,733.0,,,,,,,733.0,1.15,0.01,,,65.17,5.22,39892.0,612741.12,,0.61,65.17,30.96,0.2514,34.03,0.0648
2017-09-15,106682.0,1623700.04,0.86,9.69,0.34,1.66,0.0,1085414.3,74649.0,71315.0,1136157.78,,,,,,17000.0,,,,,,,,,0.26,,2917.0,1.14,0.05,,,100.0,5.22,0.0,0.0,,0.0,100.0,26.88,0.2001,29.71,0.0745
2017-09-18,106422.0,1628256.6,0.85,9.52,0.34,1.65,0.0,1087141.5,74389.0,71055.0,1138151.7,,,,,,,,0.0,,260.0,,,,,,,260.0,1.13,0.0,,,100.0,5.2,0.0,0.0,,0.0,100.0,27.01,0.2006,29.67,0.0744
2017-09-19,106200.0,1642914.0,0.85,9.02,0.34,1.65,0.0,1095786.51,74167.0,70833.0,1147363.49,,,,,,,,0.0,,222.0,,,,,,,222.0,1.13,0.0,,,100.0,5.18,0.0,0.0,,0.0,100.0,26.99,0.2012,29.76,0.0741
2017-09-20,122542.0,1896950.16,0.98,9.33,0.39,1.93,0.0,1194669.0,83939.0,77175.0,1299375.72,,,,0.12,,,,0.0,6570.0,228.0,,,0.12,,,10000.0,228.0,1.3,0.0,,,50.93,5.83,80863.0,1251759.24,,1.26,50.84,25.75,0.2004,29.09,0.0852
2017-09-21,114313.0,1766135.85,0.92,8.36,0.36,1.8,0.0,1157019.6,67710.0,74888.0,1046119.5,,,,,,,,0.25,,16229.0,,,,,,,2287.0,1.05,0.04,,,45.57,4.81,80863.0,1249333.35,,1.26,45.52,22.51,0.2004,31.12,0.0812
2017-09-22,110853.0,1739283.57,0.89,8.15,0.35,1.75,0.0,1170709.35,64250.0,74615.0,1008082.5,,,,,,,,0.05,,3460.0,,,,,,,273.0,0.99,0.0,,,44.28,4.56,80863.0,1268740.47,,1.25,44.3,23.19,0.2111,31.94,0.0788
2017-09-25,108548.0,1698776.2,0.87,8.07,0.35,1.74,0.0,1131651.5,63945.0,72310.0,1000739.25,,,,,,,,0.0,,305.0,,,,,,,2305.0,1.01,0.03,,,44.16,4.54,80863.0,1265505.95,,1.28,44.06,23.65,0.2179,32.93,0.0771
2017-09-26,109548.0,1718808.12,0.88,7.91,0.35,1.75,0.0,1150233.9,64945.0,73310.0,1018987.05,,,1000.0,0.02,,,,,1000.0,,,,0.02,1000.0,,,,1.02,,,,44.54,4.6,80863.0,1268740.47,,1.27,44.48,23.44,0.2137,32.52,0.0777
2017-09-27,107944.0,1689323.6,0.87,7.65,0.34,1.73,0.0,1122198.9,64341.0,71706.0,1006936.65,,,,,,,,0.01,,604.0,,,,,,,1604.0,1.01,0.03,,,44.31,4.56,80863.0,1265505.95,,1.27,44.3,23.86,0.214,32.05,0.0765
2017-09-28,107641.0,1687810.88,0.86,7.55,0.34,1.71,0.0,1119599.04,64038.0,71403.0,1004115.84,,,,,,,,0.0,,303.0,,,,,,,303.0,1.0,0.0,,,44.19,4.54,80863.0,1267931.84,,1.26,44.24,23.96,0.2146,32.0,0.0763
2017-09-29,97202.0,1555232.0,0.78,6.72,0.31,1.55,0.0,1135424.0,63599.0,70964.0,1017584.0,,,,,,,,0.01,,439.0,,,,,,,439.0,1.0,0.01,,,44.02,4.51,80863.0,1293808.0,,1.26,44.05,26.46,0.2311,35.41,0.0689
2017-10-02,97202.0,1551343.92,0.78,6.53,0.31,1.59,0.0,1132585.44,63599.0,70964.0,1015040.04,,,,,,,,,,,,,,,,,,1.02,,,,44.02,4.51,80863.0,1290573.48,,1.3,43.95,26.45,0.2328,35.75,0.0689
2017-10-03,96770.0,1548320.0,0.78,6.36,0.31,1.57,0.0,1128512.0,63167.0,70532.0,1010672.0,,,,,,,,0.01,,432.0,,,,,,,432.0,1.01,0.01,,,43.86,4.48,80863.0,1293808.0,,1.29,43.86,26.64,0.2341,35.71,0.0686
2017-10-04,96770.0,1664444.0,0.78,6.19,0.31,1.59,0.0,1213150.4,63167.0,70532.0,1086472.4,,,,,,,,,,,,,,,,,,1.01,,,,43.86,4.48,80863.0,1390843.6,,1.29,43.86,26.49,0.2323,35.49,0.0686
2017-10-05,98620.0,1711057.0,0.79,5.27,0.31,1.73,0.0,1255827.7,65017.0,72382.0,1128044.95,,,,0.04,,,,,1850.0,,,,0.04,,,1850.0,,1.12,,,,44.57,4.61,80863.0,1402973.05,,1.4,44.53,26.07,0.2296,35.11,0.0699
2017-10-06,98619.0,1696246.8,0.79,5.02,0.31,1.74,0.0,1244953.2,65017.0,72381.0,1118292.4,,,,,,,,,,,,,,,,,1.0,1.13,0.0,,,44.57,4.61,80863.0,1390843.6,,1.4,44.58,26.21,0.2301,35.11,0.0699
2017-10-09,98619.0,1683426.33,0.79,4.64,0.31,1.73,0.0,1235543.67,65017.0,72381.0,1109840.19,,,,,,,,,,,,,,,,,,1.12,,,,44.57,4.61,80863.0,1380331.41,,1.39,44.57,26.13,0.2307,35.27,0.0699
2017-10-10,64209.0,1077427.02,0.51,2.92,0.2,1.1,0.0,762684.56,57536.0,45452.0,965454.08,,,,,,,,0.13,,7481.0,,,,,,,26929.0,0.98,0.49,,,41.57,4.08,80863.0,1356881.14,,1.37,41.61,18.38,0.1889,29.23,0.0455
2017-10-11,55709.0,913627.6,0.45,2.52,0.18,0.94,0.0,606012.8,30607.0,36952.0,501954.8,,,,,,,,0.46,,26929.0,,,,,,,8500.0,0.51,0.14,,,27.46,2.17,80863.0,1326153.2,,1.35,27.48,21.18,0.2274,33.63,0.0395
2017-10-12,45359.0,763845.56,0.36,2.03,0.14,0.75,0.0,447977.68,28757.0,26602.0,484267.88,,,,,,,,0.03,,1850.0,,,,,,,10350.0,0.47,0.17,,,26.23,2.04,80863.0,1361732.92,,1.33,26.22,21.9,0.287,41.02,0.0321
2017-10-13,45359.0,757041.71,0.36,1.99,0.14,0.77,0.0,443987.38,28757.0,26602.0,479954.33,,,,,,,,,,,,,,,,,,0.48,,,,26.23,2.04,80863.0,1349603.47,,1.36,26.21,21.92,0.287,41.02,0.0321
2017-10-16,45359.0,764299.15,0.36,1.98,0.14,0.76,0.0,448243.7,28757.0,26602.0,484555.45,,,,,,,,,,,,,,,,,,0.48,,,,26.23,2.04,80863.0,1362541.55,,1.35,26.19,21.94,0.2869,41.0,0.0321
2017-10-17,45359.0,773824.54,0.36,1.94,0.14,0.77,0.0,453830.12,28757.0,26602.0,490594.42,,,,,,,,,,,,,,,,,,0.49,,,,26.23,2.04,80863.0,1379522.78,,1.37,26.2,21.92,0.2869,41.01,0.0321
2017-10-18,45359.0,705786.04,0.36,1.88,0.14,0.78,0.0,413927.12,28757.0,26602.0,447458.92,,,,,,,,,,,,,,,,,,0.49,,,,26.23,2.04,80863.0,1258228.28,,1.38,26.27,21.91,0.2873,41.09,0.0321
2017-10-19,45359.0,714857.84,0.36,1.61,0.14,0.71,0.0,419247.52,28757.0,26602.0,453210.32,,,,,,,,,,,,,,,,,,0.45,,,,26.23,2.04,80863.0,1274400.88,,1.25,26.31,21.93,0.2875,41.13,0.0321
2017-10-20,45359.0,718940.15,0.36,1.63,0.14,0.72,0.0,421641.7,28757.0,26602.0,455798.45,,,,,,,,,,,,,,,,,,0.45,,,,100.0,2.04,0.0,0.0,,0.0,100.0,21.98,0.2867,40.96,0.0321
2017-10-23,57841.0,915044.62,0.46,2.06,0.18,0.93,0.0,618308.88,41239.0,39084.0,652400.98,,,,0.21,,,,,12482.0,,,,0.21,,,12482.0,,0.65,,,,2.92,2.92,1371147.0,21691545.54,,21.75,2.92,31.84,0.2754,34.09,0.041
2017-10-24,64724.0,1012930.6,0.52,2.28,0.21,1.05,0.0,719383.55,45819.0,45967.0,717067.35,,,,0.11,,,,,6883.0,,,,0.11,,,4580.0,,0.72,,,,3.24,3.24,1369575.0,21433848.75,,21.64,3.24,28.39,0.2971,41.32,0.0457
2017-10-25,65009.0,1029742.56,0.52,2.26,0.21,1.04,0.0,732631.68,46104.0,46252.0,730287.36,,,,0.0,,,,,285.0,,,,0.0,,,285.0,,0.72,,,,3.26,3.26,1369314.0,21689933.76,,21.42,3.26,28.17,0.2982,41.65,0.0459
2017-10-26,55009.0,855940.04,0.44,2.05,0.18,0.9,0.0,564081.12,46104.0,36252.0,717378.24,,,,,,,,,,,,,,,,,10000.0,0.73,0.16,,,3.28,3.28,1357510.0,21122855.6,,21.56,3.29,32.98,0.382,49.14,0.0392
2017-10-27,62702.0,988183.52,0.5,2.34,0.2,1.01,0.0,692573.2,53797.0,43945.0,847840.72,,,7693.0,0.12,,,,,7693.0,,,,0.12,7693.0,,,,0.84,,,,3.83,3.83,1350502.0,21283911.52,,21.09,3.83,28.82,0.4165,55.63,0.0447
2017-10-30,51390.0,814531.5,0.41,1.93,0.16,0.83,0.0,619275.35,49055.0,39071.0,777521.75,,,9674.0,,,9674.0,,0.22,,14416.0,,,,9674.0,0.15,,14548.0,0.77,0.24,,,3.49,3.49,1355398.0,21483058.3,,21.33,3.49,23.53,0.2778,39.09,0.0366
