,PIG FP Equity_DX_SI_QTY,PIG FP Equity_DX_SHORT_INTEREST_VALUE,PIG FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,PIG FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,PIG FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,PIG FP Equity_DX_SI_MV,PIG FP Equity_DX_DSS,PIG FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,PIG FP Equity_DX_SUPPLY_SI_QTY,PIG FP Equity_DX_BROKER_SI_QTY,PIG FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,PIG FP Equity_DX_BROKER_SI_MV_NEW_x,PIG FP Equity_DX_SUPPLY_SI_QTY_NEW_x,PIG FP Equity_DX_SUPPLY_SI_QTY_INC_x,PIG FP Equity_DX_BROKER_SI_MV_INC_x,PIG FP Equity_DX_SUPPLY_SI_MV_NEW,PIG FP Equity_DX_BROKER_SI_QTY_ADD,PIG FP Equity_DX_BROKER_SI_QTY_NEW,PIG FP Equity_DX_SUPPLY_SI_MV_DEC,PIG FP Equity_DX_BROKER_SI_QTY_INC,PIG FP Equity_DX_SUPPLY_SI_QTY_DEC,PIG FP Equity_DX_BROKER_SI_MV_NEW_y,PIG FP Equity_DX_SUPPLY_SI_QTY_NEW_y,PIG FP Equity_DX_BROKER_SI_MV_INC_y,PIG FP Equity_DX_SUPPLY_SI_QTY_INC_y,PIG FP Equity_DX_BROKER_SI_MV_ADD,PIG FP Equity_DX_SUPPLY_SI_QTY_ADD,PIG FP Equity_DX_BROKER_SI_QTY_DEC,PIG FP Equity_DX_SUPPLY_SI_MV,PIG FP Equity_DX_BROKER_SI_MV_DEC,PIG FP Equity_DX_SUPPLY_SI_MV_RMV,PIG FP Equity_DX_BROKER_SI_MV_RMV,PIG FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,PIG FP Equity_DX_UTILIZATION_QUANTITY,PIG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,PIG FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,PIG FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,PIG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,PIG FP Equity_DX_ACTIVE_UTILIZATION_MV,PIG FP Equity_DX_BROKER_SI_MARKET_SHARE_2,PIG FP Equity_DX_BROKER_SI_CON_RATIO,PIG FP Equity_DX_BROKER_SI_MARKET_SHARE_1,PIG FP Equity_DX_DEMAND_SUPPLY_RATIO
2022-10-05,155583.0,408405.38,1.35,10.48,0.5,0.43,0.0,223392.75,111736.0,85102.0,293307.0,,,,,,,,,,,,,,,,,,0.3,,,,100.0,48.03,0.0,0.0,,0.0,100.0,28.6,0.3254,41.66,0.6688
2022-10-06,147241.0,396814.5,1.28,9.85,0.47,0.39,0.0,135898.07,102870.0,50426.0,277234.65,,,524.0,0.0,,,,0.03,524.0,9390.0,,,0.0,524.0,,,35200.0,0.27,0.1,,,100.0,44.12,0.0,0.0,,0.0,100.0,30.61,0.3122,38.22,0.6315
2022-10-07,148143.0,399986.1,1.29,9.43,0.47,0.41,0.0,232407.9,103321.0,86077.0,278966.7,,,451.0,0.1,,,,,35651.0,,,,0.1,451.0,,,,0.28,,,,100.0,44.41,0.0,0.0,,0.0,100.0,29.99,0.3078,37.45,0.6368
2022-10-10,132649.0,353509.59,1.15,8.45,0.42,0.37,0.0,229395.21,87827.0,86077.0,234058.96,,,,,,,,0.04,,15494.0,,,,,,,,0.24,,,,100.0,37.75,0.0,0.0,,0.0,100.0,30.92,0.3,33.42,0.5702
2022-10-11,132649.0,350193.36,1.15,8.6,0.42,0.36,0.0,227243.28,87827.0,86077.0,231863.28,,,,,,,,,,,,,,,,,,0.23,,,,100.0,37.75,0.0,0.0,,0.0,100.0,30.68,0.3,33.54,0.5702
2022-10-12,132649.0,363458.26,1.15,8.64,0.42,0.36,0.0,235850.98,87827.0,86077.0,240645.98,,,,,,,,,,,,,,,,,,0.23,,,,100.0,37.61,0.0,0.0,,0.0,100.0,30.68,0.2995,33.5,0.568
2022-10-13,132649.0,358815.55,1.15,8.45,0.42,0.37,0.0,232838.29,87827.0,86077.0,237572.04,,,,,,,,,,,,,,,,,,0.24,,,,100.0,37.61,0.0,0.0,,0.0,100.0,30.53,0.3,33.62,0.568
2022-10-14,132649.0,358152.3,1.15,8.59,0.42,0.36,0.0,232407.9,87827.0,86077.0,237132.9,,,,,,,,,,,,,,,,,,0.24,,,,100.0,37.61,0.0,0.0,,0.0,100.0,30.64,0.2998,33.55,0.568
2022-10-17,130979.0,359537.36,1.14,8.52,0.42,0.36,0.0,233989.29,86992.0,85242.0,238793.04,,,,,,,,0.0,,835.0,,,,,,,835.0,0.23,0.0,,,100.0,37.38,0.0,0.0,,0.0,100.0,30.86,0.3068,34.04,0.5628
2022-10-18,130979.0,355607.99,1.14,8.36,0.42,0.36,0.0,231432.03,86992.0,85242.0,236183.28,,,,,,,,,,,,,,,,,,0.24,,,,100.0,37.38,0.0,0.0,,0.0,100.0,30.95,0.3071,34.01,0.5628
2022-10-19,118112.0,335438.08,1.03,7.57,0.38,0.33,0.0,241133.04,74461.0,84906.0,211469.24,,,,,,,,0.03,,12531.0,,,,,,,336.0,0.2,0.0,,,100.0,32.04,0.0,0.0,,0.0,100.0,34.51,0.3169,37.46,0.5083
2022-10-20,118112.0,337209.76,1.03,8.79,0.38,0.34,0.0,242406.63,74461.0,84906.0,212586.16,,,,,,,,,,,,,,,,,,0.21,,,,100.0,32.04,0.0,0.0,,0.0,100.0,34.33,0.3171,37.6,0.5083
2022-10-21,120456.0,335469.96,1.05,9.14,0.38,0.35,0.0,238334.73,76133.0,85578.0,212030.41,,,1672.0,0.0,,,,,672.0,,,,0.0,1672.0,,,,0.22,,,,100.0,32.53,0.0,0.0,,0.0,100.0,33.71,0.3059,36.9,0.5147
2022-10-24,121456.0,335825.84,1.06,10.85,0.39,0.34,0.0,239388.17,76133.0,86578.0,210507.75,,,,,,1000.0,,,,,,,,,0.0,,,0.21,,,,100.0,32.53,0.0,0.0,,0.0,100.0,33.28,0.3006,36.64,0.5189
2022-10-25,121456.0,334004.0,1.06,11.78,0.39,0.34,0.0,238089.5,76133.0,86578.0,209365.75,,,,,,,,,,,,,,,,,,0.21,,,,100.0,32.53,0.0,0.0,,0.0,100.0,33.23,0.3005,36.67,0.5189
2022-10-26,123456.0,339504.0,1.07,11.72,0.39,0.34,0.0,238089.5,78133.0,86578.0,214865.75,,,2000.0,,,,,,,,,,,2000.0,,,,0.21,,,,100.0,33.1,0.0,0.0,,0.0,100.0,32.63,0.2985,36.12,0.523
2022-10-27,123456.0,342590.4,1.07,11.67,0.39,0.35,0.0,240253.95,78133.0,86578.0,216819.08,,,,,,,,,,,,,,,,,,0.22,,,,100.0,33.1,0.0,0.0,,0.0,100.0,33.11,0.2988,35.85,0.523
2022-10-28,123456.0,340121.28,1.07,11.06,0.39,0.35,0.0,238522.39,78133.0,86578.0,215256.42,,,,,,,,,,,,,,,,,,0.22,,,,100.0,33.1,0.0,0.0,,0.0,100.0,32.99,0.2988,35.93,0.523
2022-10-31,122554.0,337636.27,1.07,10.78,0.39,0.34,0.0,237279.89,77682.0,86127.0,214013.91,,,,,,,,0.0,,451.0,,,,,,,451.0,0.21,0.0,,,100.0,32.97,0.0,0.0,,0.0,100.0,33.26,0.3029,36.17,0.5202
2022-11-01,127554.0,351411.27,1.11,11.33,0.41,0.36,0.0,237279.89,82682.0,86127.0,227788.91,,,5000.0,,,,,,,,,,,5000.0,,,,0.23,,,,100.0,34.37,0.0,0.0,,0.0,100.0,31.84,0.2997,34.85,0.5302
2022-11-02,123554.0,345333.43,1.07,11.01,0.39,0.35,0.0,229544.97,82682.0,82127.0,231096.19,,,,,,,,,,,,,,,,,4000.0,0.23,0.01,,,100.0,34.37,0.0,0.0,,0.0,100.0,32.7,0.2971,32.98,0.5135
2022-11-03,120370.0,333424.9,0.9,11.45,0.38,0.34,0.0,227491.79,79498.0,82127.0,220209.46,,,,,,,,0.01,,3184.0,,,,,,,,0.22,,,,100.0,33.48,0.0,0.0,,0.0,100.0,33.71,0.2992,34.21,0.507
2022-11-04,139113.0,392994.23,1.04,13.43,0.44,0.39,0.0,232008.78,98241.0,82127.0,277530.83,,,18743.0,,,,,,,,,,,18743.0,,,,0.27,,,,100.0,38.35,0.0,0.0,,0.0,100.0,29.46,0.3027,36.26,0.5431
2022-11-07,120820.0,353398.5,0.91,11.97,0.39,0.35,0.0,240221.48,79948.0,82127.0,233847.9,,,,,,,,0.04,,18293.0,,,,,,,,0.23,,,,100.0,31.61,0.0,0.0,,0.0,100.0,33.32,0.2975,33.61,0.4776
2022-11-08,127320.0,371774.4,0.95,12.52,0.41,0.38,0.0,258790.84,86448.0,88627.0,252428.16,,,6500.0,,,6500.0,,,,,,,,6500.0,0.02,,,0.25,,,,100.0,33.32,0.0,0.0,,0.0,100.0,31.86,0.2721,31.92,0.4907
2022-11-09,132348.0,390426.6,0.99,12.85,0.42,0.39,0.0,278264.65,92148.0,94327.0,271836.6,,,,0.03,,,,0.01,9700.0,4000.0,,,0.03,,,9700.0,4000.0,0.27,0.01,,,100.0,34.24,0.0,0.0,,0.0,100.0,27.56,0.2384,30.51,0.4917
2022-11-10,132348.0,408293.58,0.99,13.94,0.42,0.39,0.0,290998.8,92148.0,94327.0,284276.58,,,,,,,,,,,,,,,,,,0.27,,,,100.0,35.52,0.0,0.0,,0.0,100.0,27.26,0.2392,30.79,0.5101
2022-11-11,128532.0,398449.2,0.96,13.77,0.41,0.39,0.0,292413.7,88332.0,94327.0,273829.2,,,,,,,,0.01,,3816.0,,,,,,,,0.27,,,,100.0,34.04,0.0,0.0,,0.0,100.0,26.92,0.2385,32.24,0.4954
2022-11-14,128532.0,423512.94,0.96,13.84,0.41,0.4,0.0,310807.47,88332.0,94327.0,291053.94,,,,,,,,,,,,,,,,,,0.27,,,,100.0,34.04,0.0,0.0,,0.0,100.0,28.37,0.2396,31.55,0.4954
2022-11-15,118836.0,396318.06,0.89,12.29,0.38,0.4,0.0,282244.39,78636.0,84631.0,262251.06,,,,,,,,0.03,,9696.0,,,,,,,9696.0,0.26,0.03,,,100.0,30.76,0.0,0.0,,0.0,100.0,30.64,0.2727,34.14,0.4649
2022-11-16,119085.0,382858.28,0.89,12.06,0.38,0.4,0.0,272889.2,78885.0,84880.0,253615.28,,,249.0,0.0,,,,,249.0,,,,0.0,249.0,,,,0.26,,,,100.0,30.83,0.0,0.0,,0.0,100.0,30.6,0.2721,34.1,0.4654
2022-11-17,60170.0,198861.85,0.45,5.37,0.19,0.3,0.0,82770.42,78885.0,25044.0,260714.93,,,,0.0,,,,,164.0,,,,0.0,,,,60000.0,0.26,0.1,,,100.0,30.83,0.0,0.0,,0.0,100.0,31.57,0.2869,40.77,0.2351
2022-11-18,75410.0,247721.85,0.57,6.98,0.24,0.36,0.0,82269.54,94125.0,25044.0,309200.63,,,,,,,,,,,,,,,,15240.0,,0.31,,,,100.0,36.78,0.0,0.0,,0.0,100.0,34.72,0.3073,41.34,0.2947
2022-11-21,67603.0,218357.69,0.51,6.26,0.22,0.33,0.0,80879.2,86318.0,25040.0,278807.14,,,,,,,,0.03,,7807.0,,,,,,,4.0,0.28,0.0,,,100.0,34.79,0.0,0.0,,0.0,100.0,36.38,0.2938,37.84,0.2725
2022-11-22,71603.0,229845.63,0.54,6.57,0.23,0.23,0.0,80378.4,60318.0,25040.0,193620.78,,,,,,,,0.1,,30000.0,,,,,,4000.0,,0.19,,,,100.0,24.31,0.0,0.0,,0.0,100.0,15.61,0.358,56.25,0.2886
2022-11-23,71753.0,231044.66,0.54,6.59,0.23,0.23,0.0,80628.8,60468.0,25040.0,194706.96,,,150.0,,,,,,,,,,,150.0,,,,0.19,,,,100.0,24.36,0.0,0.0,,0.0,100.0,15.59,0.3584,56.29,0.289
2022-11-24,71255.0,235141.5,0.53,6.76,0.23,0.23,0.0,81810.3,60219.0,24791.0,198722.7,,,,,,,,0.0,,249.0,,,,,,,249.0,0.19,0.0,,,100.0,24.28,0.0,0.0,,0.0,100.0,15.66,0.3637,56.76,0.2873
2022-11-25,71255.0,248679.95,0.53,6.75,0.23,0.24,0.0,86520.59,60219.0,24791.0,210164.31,,,,,,,,,,,,,,,,,,0.2,,,,100.0,24.28,0.0,0.0,,0.0,100.0,15.62,0.3627,56.68,0.2873
2022-11-28,71535.0,249657.15,0.54,6.15,0.23,0.25,0.0,87009.19,60359.0,24931.0,210652.91,,,140.0,0.0,,,,,140.0,,,,0.0,140.0,,,,0.21,,,,100.0,24.33,0.0,0.0,,0.0,100.0,15.55,0.3615,56.59,0.2883
2022-11-29,53129.0,187279.73,0.4,4.71,0.17,0.19,0.0,64391.18,42117.0,18267.0,148462.42,,,,,,,,0.06,,18242.0,,,,,,,6664.0,0.15,0.02,,,100.0,18.01,0.0,0.0,,0.0,100.0,20.92,0.3545,54.3,0.2272
2022-11-30,53129.0,182232.47,0.4,4.71,0.17,0.19,0.0,62655.81,42117.0,18267.0,144461.31,,,,,,,,,,,,,,,,,,0.15,,,,100.0,18.01,0.0,0.0,,0.0,100.0,21.04,0.3553,54.35,0.2272
2022-12-01,52979.0,178539.23,0.4,5.04,0.17,0.18,0.0,61559.79,41967.0,18267.0,141428.79,,,,,,,,0.0,,150.0,,,,,,,,0.14,,,,100.0,17.95,0.0,0.0,,0.0,100.0,21.14,0.3546,54.26,0.2267
2022-12-02,53089.0,178379.04,0.4,4.86,0.17,0.18,0.0,61377.12,42077.0,18267.0,141378.72,,,110.0,,,,,,,,,,,110.0,,,,0.14,,,,100.0,17.98,0.0,0.0,,0.0,100.0,21.0,0.355,54.33,0.2268
2022-12-05,57089.0,196386.16,0.43,5.37,0.18,0.19,0.0,69718.48,44077.0,20267.0,151624.88,,,2000.0,0.01,,,,,2000.0,,,,0.01,2000.0,,,,0.15,,,,100.0,18.67,0.0,0.0,,0.0,100.0,19.44,0.316,50.46,0.2419
2022-12-06,61074.0,209483.82,0.46,5.7,0.19,0.21,0.0,69035.61,48202.0,20127.0,165332.86,,,4125.0,,,,,,,,,,,4125.0,,,140.0,0.17,0.0,,,100.0,20.07,0.0,0.0,,0.0,100.0,18.19,0.3464,54.11,0.2543
2022-12-07,61074.0,213453.63,0.46,6.3,0.19,0.21,0.0,70343.87,48202.0,20127.0,168465.99,,,,,,,,,,,,,,,,,,0.17,,,,100.0,20.07,0.0,0.0,,0.0,100.0,18.22,0.3457,54.03,0.2543
2022-12-08,61074.0,218034.18,0.46,6.43,0.19,0.21,0.0,71853.39,48202.0,20127.0,172081.14,,,,,,,,,,,,,,,,,,0.17,,,,100.0,20.07,0.0,0.0,,0.0,100.0,18.23,0.3458,54.05,0.2543
2022-12-09,61074.0,215591.22,0.46,6.54,0.19,0.22,0.0,71048.31,48202.0,20127.0,170153.06,,,,,,,,,,,,,,,,,,0.17,,,,100.0,20.07,0.0,0.0,,0.0,100.0,18.21,0.3468,54.15,0.2543
2022-12-12,55294.0,193529.0,0.41,5.93,0.18,0.2,0.0,73066.0,41673.0,20876.0,145855.5,,,639.0,0.0,,,,0.03,749.0,7168.0,,,0.0,639.0,,,,0.15,,,,100.0,17.31,0.0,0.0,,0.0,100.0,20.11,0.2854,46.69,0.2296
2022-12-13,55294.0,195187.82,0.41,5.9,0.18,0.19,0.0,73692.28,41673.0,20876.0,147105.69,,,,,,,,,,,,,,,,,,0.15,,,,100.0,17.31,0.0,0.0,,0.0,100.0,20.17,0.2843,46.55,0.2296
2022-12-14,55294.0,193529.0,0.41,5.92,0.18,0.2,0.0,73066.0,41673.0,20876.0,145855.5,,,,,,,,,,,,,,,,,,0.15,,,,100.0,17.31,0.0,0.0,,0.0,100.0,20.14,0.285,46.64,0.2296
2022-12-15,55294.0,193529.0,0.41,5.94,0.18,0.2,0.0,73066.0,41673.0,20876.0,145855.5,,,,,,,,,,,,,,,,,,0.15,,,,100.0,17.31,0.0,0.0,,0.0,100.0,20.08,0.2853,46.7,0.2296
2022-12-16,55294.0,192423.12,0.41,5.88,0.18,0.2,0.0,72648.48,41673.0,20876.0,145022.04,,,,,,,,,,,,,,,,,,0.15,,,,100.0,17.31,0.0,0.0,,0.0,100.0,20.07,0.2853,46.7,0.2296
2022-12-19,55294.0,190487.83,0.41,5.9,0.18,0.19,0.0,71917.82,41673.0,20876.0,143563.48,,,,,,,,,,,,,,,,,,0.14,,,,100.0,17.31,0.0,0.0,,0.0,100.0,20.12,0.2853,46.67,0.2296
2022-12-20,53796.0,182637.42,0.4,6.01,0.17,0.19,0.0,68331.16,40924.0,20127.0,138936.98,,,,,,,,0.0,,749.0,,,,,,,749.0,0.14,0.0,,,100.0,17.05,0.0,0.0,,0.0,100.0,20.69,0.2992,47.97,0.2241
2022-12-21,53796.0,185327.22,0.4,5.97,0.17,0.18,0.0,69337.52,40924.0,20127.0,140983.18,,,,,,,,,,,,,,,,,,0.14,,,,100.0,17.05,0.0,0.0,,0.0,100.0,20.63,0.2986,47.93,0.2241
2022-12-22,49531.0,170386.64,0.37,5.45,0.16,0.17,0.0,69236.88,36659.0,20127.0,126106.96,,,,,,,,0.01,,4265.0,,,,,,,,0.13,,,,100.0,15.55,0.0,0.0,,0.0,100.0,22.41,0.2707,43.53,0.2101
2022-12-23,79531.0,269212.44,0.6,8.85,0.25,0.28,0.0,169679.9,66659.0,50127.0,225640.72,,,30000.0,0.11,,,,,30000.0,,,,0.11,30000.0,,,,0.23,,,,100.0,28.27,0.0,0.0,,0.0,100.0,26.62,0.3038,45.49,0.3373
2022-12-26,79531.0,269212.44,0.6,8.69,0.25,0.28,0.0,169679.9,66659.0,50127.0,225640.72,,,,,,,,,,,,,,,,,,0.23,,,,100.0,28.27,0.0,0.0,,0.0,100.0,26.39,0.3047,45.74,0.3373
2022-12-27,74331.0,259043.54,0.56,8.12,0.24,0.26,0.0,156570.6,66659.0,44927.0,232306.62,,,,,,,,,,,,,,,,,5200.0,0.23,0.02,,,100.0,28.27,0.0,0.0,,0.0,100.0,28.56,0.2832,41.43,0.3153
2022-12-28,84731.0,299947.74,0.64,9.62,0.27,0.39,0.0,71249.58,66659.0,20127.0,235972.86,,,,,,,,,,,,,,,,,24800.0,0.23,0.0,,,100.0,28.27,0.0,0.0,,0.0,100.0,19.55,0.4122,60.0,0.3594
2022-12-29,73531.0,256990.85,0.55,8.57,0.23,0.35,0.0,41684.87,63659.0,11927.0,222488.21,,,,,,,,0.01,,3000.0,,,,,,,8200.0,0.22,0.03,,,100.0,27.35,0.0,0.0,,0.0,100.0,21.85,0.4945,66.48,0.3159
2022-12-30,68331.0,236766.92,0.51,9.58,0.22,0.33,0.0,41327.06,58459.0,11927.0,202560.44,,,,,,,,0.02,,5200.0,,,,,,,,0.2,,,,100.0,25.11,0.0,0.0,,0.0,100.0,22.95,0.4781,64.82,0.2935
2023-01-02,68331.0,235741.95,0.51,9.99,0.22,0.33,0.0,41148.15,58459.0,11927.0,201683.55,,,,,,,,,,,,,,,,,,0.2,,,,100.0,25.11,0.0,0.0,,0.0,100.0,22.91,0.4786,64.87,0.2935
2023-01-03,57931.0,199861.95,0.43,8.31,0.18,0.2,0.0,23208.15,53259.0,6727.0,183743.55,,,,,,,,0.02,,5200.0,,,,,,,5200.0,0.18,0.11,,,100.0,22.88,0.0,0.0,,0.0,100.0,37.61,0.3366,42.56,0.2489
2023-01-04,38531.0,133317.26,0.29,5.36,0.12,0.13,0.0,32617.42,31159.0,9427.0,107810.14,,,2700.0,0.01,,,,0.09,2700.0,24800.0,,,0.01,2700.0,,,,0.11,,,,100.0,13.23,0.0,0.0,,0.0,100.0,17.46,0.3759,56.11,0.1636
2023-01-05,38531.0,132931.95,0.29,5.41,0.12,0.13,0.0,32523.15,31159.0,9427.0,107498.55,,,,,,,,,,,,,,,,,,0.11,,,,100.0,13.23,0.0,0.0,,0.0,100.0,17.38,0.3778,56.33,0.1636
2023-01-06,38531.0,136785.05,0.29,5.43,0.12,0.13,0.0,33465.85,31159.0,9427.0,110614.45,,,,,,,,,,,,,,,,,,0.11,,,,100.0,13.23,0.0,0.0,,0.0,100.0,17.48,0.3741,55.92,0.1636
2023-01-09,38531.0,132931.95,0.29,5.4,0.12,0.14,0.0,32523.15,31159.0,9427.0,107498.55,,,,,,,,,,,,,,,,,,0.11,,,,100.0,13.23,0.0,0.0,,0.0,100.0,17.52,0.3763,56.12,0.1636
2023-01-10,38531.0,136977.7,0.29,6.02,0.12,0.13,0.0,33512.99,31159.0,9427.0,110770.25,,,,,,,,,,,,,,,,,,0.11,,,,100.0,13.23,0.0,0.0,,0.0,100.0,17.4,0.3757,56.12,0.1636
2023-01-11,38531.0,136977.7,0.29,5.9,0.12,0.14,0.0,33512.99,31159.0,9427.0,110770.25,,,,,,,,,,,,,,,,,,0.11,,,,100.0,13.23,0.0,0.0,,0.0,100.0,17.45,0.3763,56.15,0.1636
2023-01-12,38531.0,137940.98,0.29,6.21,0.12,0.14,0.0,33748.66,31159.0,9427.0,111549.22,,,,,,,,,,,,,,,,,,0.11,,,,100.0,13.23,0.0,0.0,,0.0,100.0,17.48,0.3753,56.04,0.1636
2023-01-13,37187.0,133687.27,0.28,6.31,0.12,0.13,0.0,31474.23,30487.0,8755.0,109600.77,,,,,,,,0.0,,672.0,,,,,,,672.0,0.11,0.0,,,100.0,12.95,0.0,0.0,,0.0,100.0,16.3,0.3926,58.23,0.1579
2023-01-16,37187.0,130898.24,0.28,6.15,0.12,0.13,0.0,30817.6,30487.0,8755.0,107314.24,,,,,,,,,,,,,,,,,,0.11,,,,100.0,12.98,0.0,0.0,,0.0,100.0,16.28,0.3938,58.34,0.1584
2023-01-17,37187.0,129596.7,0.28,5.17,0.12,0.13,0.0,30511.18,30487.0,8755.0,106247.2,,,,,,,,,,,,,,,,,,0.11,,,,100.0,12.98,0.0,0.0,,0.0,100.0,16.33,0.3931,58.27,0.1584
2023-01-18,37187.0,126249.87,0.28,5.24,0.12,0.13,0.0,29723.23,30487.0,8755.0,103503.37,,,,,,,,,,,,,,,,,,0.11,,,,100.0,12.98,0.0,0.0,,0.0,100.0,16.36,0.3932,58.27,0.1584
2023-01-19,37187.0,122717.1,0.28,4.96,0.12,0.13,0.0,28891.5,30487.0,8755.0,100607.1,,,,,,,,,,,,,,,,,,0.1,,,,100.0,12.98,0.0,0.0,,0.0,100.0,16.39,0.393,58.24,0.1584
2023-01-20,37187.0,124018.65,0.28,4.82,0.12,0.12,0.0,29197.93,30487.0,8755.0,101674.15,,,,,,,,,,,,,,,,,,0.1,,,,100.0,12.98,0.0,0.0,,0.0,100.0,16.35,0.3917,58.14,0.1584
2023-01-23,37187.0,125692.06,0.28,5.12,0.12,0.12,0.0,29591.9,30487.0,8755.0,103046.06,,,,,,,,,,,,,,,,,,0.1,,,,100.0,12.98,0.0,0.0,,0.0,100.0,16.35,0.3921,58.18,0.1584
2023-01-24,36587.0,124029.93,0.27,5.17,0.12,0.12,0.0,28662.45,30187.0,8455.0,102333.93,,,,,,,,0.0,,300.0,,,,,,,300.0,0.1,0.0,,,100.0,12.86,0.0,0.0,,0.0,100.0,16.62,0.4003,59.1,0.1558
2023-01-25,36587.0,123664.06,0.27,5.31,0.12,0.12,0.0,28577.9,30187.0,8455.0,102032.06,,,,,,,,,,,,,,,,,,0.1,,,,100.0,12.87,0.0,0.0,,0.0,100.0,16.63,0.4005,59.12,0.156
2023-01-26,36587.0,122200.58,0.27,5.35,0.12,0.12,0.0,28239.7,30187.0,8455.0,100824.58,,,,,,,,,,,,,,,,,,0.1,,,,100.0,12.87,0.0,0.0,,0.0,100.0,16.6,0.4017,59.24,0.156
2023-01-27,36587.0,124944.61,0.27,5.32,0.12,0.12,0.0,28873.83,30187.0,8455.0,103088.61,,,,,,,,,,,,,,,,,,0.1,,,,100.0,12.87,0.0,0.0,,0.0,100.0,16.58,0.4002,59.11,0.156
2023-01-30,30095.0,101119.2,0.23,4.37,0.1,0.1,0.0,28408.8,23695.0,8455.0,79615.2,,,,,,,,0.02,,6492.0,,,,,,,,0.08,,,,100.0,10.1,0.0,0.0,,0.0,100.0,20.18,0.3297,50.47,0.1283
2023-01-31,30095.0,100216.35,0.23,4.35,0.1,0.1,0.0,28155.15,23695.0,8455.0,78904.35,,,,,,,,,,,,,,,,,,0.08,,,,100.0,10.1,0.0,0.0,,0.0,100.0,20.2,0.329,50.38,0.1283
2023-02-01,30095.0,99915.4,0.23,4.4,0.1,0.1,0.0,28070.6,23695.0,8455.0,78667.4,,,,,,,,,,,,,,,,,,0.08,,,,100.0,10.1,0.0,0.0,,0.0,100.0,20.3,0.3272,50.12,0.1283
2023-02-02,30095.0,101420.15,0.23,4.39,0.1,0.1,0.0,28493.35,23695.0,8455.0,79852.15,,,,,,,,,,,,,,,,,,0.08,,,,100.0,10.1,0.0,0.0,,0.0,100.0,20.08,0.3294,50.48,0.1283
2023-02-03,30095.0,103075.38,0.23,4.5,0.1,0.1,0.0,28958.38,23695.0,8455.0,81155.38,,,,,,,,,,,,,,,,,,0.08,,,,100.0,10.21,0.0,0.0,,0.0,100.0,20.04,0.3301,50.58,0.1297
2023-02-06,30095.0,101871.58,0.23,4.42,0.1,0.1,0.0,28620.18,23695.0,8455.0,80207.58,,,,,,,,,,,,,,,,,,0.08,,,,100.0,10.21,0.0,0.0,,0.0,100.0,20.11,0.3307,50.61,0.1297
2023-02-07,30095.0,101871.58,0.23,4.46,0.1,0.1,0.0,28620.18,23695.0,8455.0,80207.58,,,,,,,,,,,,,,,,,,0.08,,,,100.0,10.21,0.0,0.0,,0.0,100.0,20.17,0.3291,50.4,0.1297
2023-02-08,30095.0,102323.0,0.23,4.59,0.1,0.1,0.0,28747.0,23695.0,8455.0,80563.0,,,,,,,,,,,,,,,,,,0.08,,,,100.0,10.21,0.0,0.0,,0.0,100.0,20.16,0.3288,50.38,0.1297
2023-02-09,30095.0,102623.95,0.23,4.81,0.1,0.1,0.0,28831.55,23695.0,8455.0,80799.95,,,,,,,,,,,,,,,,,,0.08,,,,100.0,10.21,0.0,0.0,,0.0,100.0,20.15,0.3289,50.38,0.1297
2023-02-10,30095.0,101721.1,0.23,4.77,0.1,0.1,0.0,28577.9,23695.0,8455.0,80089.1,,,,,,,,,,,,,,,,,,0.08,,,,100.0,10.21,0.0,0.0,,0.0,100.0,20.12,0.3303,50.56,0.1297
2023-02-13,25619.0,89154.12,0.19,4.06,0.08,0.09,0.0,29423.4,19219.0,8455.0,66882.12,,,,,,,,0.02,,4476.0,,,,,,,,0.06,,,,100.0,8.28,0.0,0.0,,0.0,100.0,23.66,0.2765,41.56,0.1104
2023-02-14,25719.0,89244.93,0.19,4.1,0.08,0.09,0.0,29338.85,19319.0,8455.0,67036.93,,,100.0,,,,,,,,,,,100.0,,,,0.07,,,,100.0,8.32,0.0,0.0,,0.0,100.0,23.61,0.2789,41.96,0.1108
2023-02-15,25919.0,89031.77,0.19,4.36,0.08,0.09,0.0,29042.93,19519.0,8455.0,67047.77,,,200.0,,,,,,,,,,,200.0,,,,0.07,,,,100.0,8.4,0.0,0.0,,0.0,100.0,23.38,0.2821,42.59,0.1116
2023-02-16,25919.0,94604.35,0.19,3.13,0.08,0.09,0.0,30860.75,19519.0,8455.0,71244.35,,,,,,,,,,,,,,,,,,0.07,,,,100.0,8.4,0.0,0.0,,0.0,100.0,23.28,0.2793,42.24,0.1116
2023-02-17,25919.0,95381.92,0.19,2.82,0.08,0.09,0.0,31114.4,19519.0,8455.0,71829.92,,,,,,,,,,,,,,,,,,0.07,,,,100.0,8.4,0.0,0.0,,0.0,100.0,22.87,0.2816,42.7,0.1116
