,ALHRS FP Equity_DX_SI_QTY,ALHRS FP Equity_DX_SHORT_INTEREST_VALUE,ALHRS FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALHRS FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALHRS FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALHRS FP Equity_DX_SI_MV,ALHRS FP Equity_DX_DSS,ALHRS FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALHRS FP Equity_DX_SUPPLY_SI_QTY,ALHRS FP Equity_DX_BROKER_SI_QTY,ALHRS FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALHRS FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALHRS FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALHRS FP Equity_DX_BROKER_SI_MV_INC_x,ALHRS FP Equity_DX_SUPPLY_SI_MV_NEW,ALHRS FP Equity_DX_BROKER_SI_QTY_ADD,ALHRS FP Equity_DX_SUPPLY_SI_MV_DEC,ALHRS FP Equity_DX_BROKER_SI_QTY_INC,ALHRS FP Equity_DX_SUPPLY_SI_QTY_DEC,ALHRS FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALHRS FP Equity_DX_BROKER_SI_MV_INC_y,ALHRS FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALHRS FP Equity_DX_BROKER_SI_MV_ADD,ALHRS FP Equity_DX_SUPPLY_SI_QTY_ADD,ALHRS FP Equity_DX_BROKER_SI_QTY_DEC,ALHRS FP Equity_DX_SUPPLY_SI_MV,ALHRS FP Equity_DX_BROKER_SI_MV_DEC,ALHRS FP Equity_DX_SUPPLY_SI_MV_RMV,ALHRS FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALHRS FP Equity_DX_UTILIZATION_QUANTITY,ALHRS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALHRS FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALHRS FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALHRS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALHRS FP Equity_DX_ACTIVE_UTILIZATION_MV,ALHRS FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALHRS FP Equity_DX_BROKER_SI_CON_RATIO,ALHRS FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALHRS FP Equity_DX_DEMAND_SUPPLY_RATIO,ALHRS FP Equity_PX_LAST
2024-06-04,69325.0,553906.75,1.36,2.04,0.45,0.5,0.0,329547.55,35801.0,41245.0,286049.99,,3232.0,0.03,,,0.0,3632.0,100.0,,0.03,3232.0,,,280.0,0.29,0.0,,100.0,39.1,0.0,0.0,,0.0,100.0,27.58,0.2795,38.34,0.7571,7.99
2024-06-05,68825.0,547158.75,1.35,2.07,0.45,0.5,0.0,323922.75,35601.0,40745.0,283027.95,,,,,,0.0,,200.0,,,,,,500.0,0.28,0.0,,100.0,40.3,0.0,0.0,,0.0,100.0,27.12,0.2822,38.93,0.7791,7.95
2024-06-06,71952.0,554030.4,1.41,2.19,0.47,0.52,0.0,332424.4,36301.0,43172.0,279517.7,,700.0,0.01,,1500.0,,927.0,,,0.01,700.0,0.01,,,0.29,,,100.0,40.96,0.0,0.0,,0.0,100.0,24.85,0.2428,35.95,0.8118,7.7
2024-06-07,71025.0,544761.75,1.39,2.16,0.46,0.5,0.0,324019.15,36301.0,42245.0,278428.67,,,,,,,,,,,,,,927.0,0.28,0.01,,100.0,40.97,0.0,0.0,,0.0,100.0,25.32,0.2556,37.48,0.8016,7.67
2024-06-10,71025.0,529846.5,1.39,2.18,0.46,0.5,0.0,315147.7,36301.0,42245.0,270805.46,,,,,,,,,,,,,,,0.28,,,100.0,40.97,0.0,0.0,,0.0,100.0,25.31,0.2563,37.75,0.8016,7.46
2024-06-11,71025.0,519192.75,1.39,2.2,0.46,0.49,0.0,308810.95,36301.0,42245.0,265360.31,,,,,,,,,,,,,,,0.27,,,100.0,40.97,0.0,0.0,,0.0,100.0,24.96,0.2586,38.37,0.8016,7.31
2024-06-12,71025.0,522033.75,1.39,2.35,0.46,0.48,0.0,310500.75,36301.0,42245.0,266812.35,,,,,,,,,,,,,,,0.27,,,100.0,40.97,0.0,0.0,,0.0,100.0,24.54,0.2607,38.81,0.8016,7.35
2024-06-13,71025.0,465924.0,1.39,2.59,0.46,0.46,0.0,277127.2,36301.0,42245.0,238134.56,,,,,,,,,,,,,,,0.25,,,100.0,40.97,0.0,0.0,,0.0,100.0,25.3,0.2619,39.2,0.8016,6.56
2024-06-14,69768.0,424887.12,1.36,2.62,0.46,0.42,0.0,249616.92,36301.0,40988.0,221073.09,,,,,,,,,,,,,,1257.0,0.23,0.01,,100.0,40.97,0.0,0.0,,0.0,100.0,24.64,0.2886,42.97,0.7874,6.09
2024-06-17,69528.0,426206.64,1.36,2.58,0.45,0.41,0.0,251256.44,36061.0,40988.0,221053.93,,,,,,0.0,,240.0,,,,,,,0.22,,,100.0,40.7,0.0,0.0,,0.0,100.0,23.39,0.296,44.24,0.7847,6.13
2024-06-18,67342.0,408092.52,1.32,2.57,0.44,0.39,0.0,235400.7,34118.0,38845.0,206755.08,,,,,,0.01,,1943.0,,,,,,2143.0,0.21,0.01,,100.0,39.35,0.0,0.0,,0.0,100.0,24.82,0.3284,46.95,0.7767,6.06
2024-06-19,67342.0,397991.22,1.32,2.9,0.44,0.39,0.0,229573.95,34118.0,38845.0,201637.38,,,,,,,,,,,,,,,0.2,,,100.0,39.35,0.0,0.0,,0.0,100.0,24.93,0.3298,47.19,0.7767,5.91
2024-06-20,66442.0,468416.1,1.3,3.05,0.43,0.41,0.0,267512.25,34118.0,37945.0,240531.9,,,,,,,,,,,,,,900.0,0.22,0.0,,100.0,39.35,0.0,0.0,,0.0,100.0,24.56,0.3317,47.48,0.7663,7.05
2024-06-21,70271.0,482059.06,1.37,3.15,0.46,0.46,0.0,278138.7,35347.0,40545.0,242480.42,,1700.0,,,2600.0,0.0,,471.0,,,1700.0,0.02,,,0.25,,,100.0,39.98,0.0,0.0,,0.0,100.0,24.54,0.2634,39.9,0.7949,6.86
2024-06-24,70059.0,478502.97,1.37,3.14,0.46,0.45,0.0,276922.35,35135.0,40545.0,239972.05,,,,,,0.0,,212.0,,,,,,,0.24,,,100.0,39.75,0.0,0.0,,0.0,100.0,24.01,0.2641,40.35,0.7925,6.83
2024-06-25,70359.0,453815.55,1.38,3.27,0.46,0.45,0.0,267965.25,35435.0,41545.0,228555.75,,300.0,,,1000.0,,,,,,300.0,0.01,,,0.24,,,100.0,39.95,0.0,0.0,,0.0,100.0,24.05,0.2623,40.36,0.7932,6.45
2024-06-26,69359.0,436961.7,1.36,3.47,0.45,0.42,0.0,255433.5,34435.0,40545.0,216940.5,,,,,,0.01,,1000.0,,,,,,1000.0,0.22,0.01,,100.0,39.26,0.0,0.0,,0.0,100.0,24.0,0.2808,42.59,0.7909,6.3
2024-06-27,69059.0,425403.44,1.35,3.6,0.45,0.41,0.0,247909.2,34635.0,40245.0,213351.6,,200.0,0.0,,,,200.0,,,0.0,200.0,,,500.0,0.22,0.01,,100.0,39.4,0.0,0.0,,0.0,100.0,22.54,0.2825,43.53,0.7856,6.16
2024-06-28,70245.0,421470.0,1.37,3.83,0.46,0.41,0.0,246186.0,35421.0,41031.0,212526.0,,786.0,0.0,,,,786.0,,,0.0,786.0,,,,0.22,,,100.0,39.94,0.0,0.0,,0.0,100.0,21.75,0.2757,42.87,0.7921,6.0
2024-07-01,65045.0,422792.5,1.27,3.74,0.43,0.38,0.0,249801.5,32821.0,38431.0,213336.5,,,,,,0.02,,2600.0,,,,,,2600.0,0.2,0.02,,100.0,37.34,0.0,0.0,,0.0,100.0,24.08,0.3319,48.79,0.74,6.5
2024-07-02,65045.0,415637.55,1.27,3.74,0.43,0.4,0.0,245574.09,32821.0,38431.0,209726.19,,,,,,,,,,,,,,,0.21,,,100.0,38.13,0.0,0.0,,0.0,100.0,25.4,0.3242,47.45,0.7556,6.39
2024-07-03,65045.0,433199.7,1.27,3.89,0.43,0.4,0.0,255950.46,32821.0,38431.0,218587.86,,,,,,,,,,,,,,,0.21,,,100.0,38.13,0.0,0.0,,0.0,100.0,25.32,0.3236,47.27,0.7556,6.66
2024-07-04,65045.0,444907.8,1.27,3.96,0.43,0.41,0.0,262868.04,32821.0,38431.0,224495.64,,,,,,,,,,,,,,,0.22,,,100.0,38.13,0.0,0.0,,0.0,100.0,25.09,0.3205,46.9,0.7556,6.84
2024-07-05,65045.0,430597.9,1.27,4.02,0.43,0.41,0.0,254413.22,32821.0,38431.0,217275.02,,,,,,,,,,,,,,,0.22,,,100.0,38.13,0.0,0.0,,0.0,100.0,26.04,0.3178,46.31,0.7556,6.62
2024-07-08,65045.0,439704.2,1.27,4.24,0.43,0.41,0.0,259793.56,32821.0,38431.0,221869.96,,,,,,,,,,,,,,,0.22,,,100.0,38.13,0.0,0.0,,0.0,100.0,25.51,0.32,46.72,0.7556,6.76
2024-07-09,65045.0,434500.6,1.27,4.52,0.43,0.41,0.0,256719.08,32821.0,38431.0,219244.28,,,,,,,,,,,,,,,0.22,,,100.0,38.13,0.0,0.0,,0.0,100.0,25.9,0.3185,46.41,0.7556,6.68
2024-07-10,65939.0,442450.69,1.29,4.66,0.43,0.41,0.0,263870.75,32821.0,39325.0,220228.91,,,0.01,,,,1294.0,,,0.01,,,,400.0,0.22,0.0,,100.0,38.13,0.0,0.0,,0.0,100.0,25.0,0.3082,45.49,0.766,6.71
2024-07-11,65539.0,442388.25,1.28,4.72,0.43,0.41,0.0,265443.75,32421.0,39325.0,218841.75,,,,,,0.0,,400.0,,,,,,,0.22,,,100.0,37.84,0.0,0.0,,0.0,100.0,25.3,0.3144,45.9,0.7649,6.75
2024-07-12,65539.0,442388.25,1.28,4.83,0.43,0.41,0.0,265443.75,32421.0,39325.0,218841.75,,,,,,,,,,,,,,,0.22,,,100.0,37.66,0.0,0.0,,0.0,100.0,25.4,0.3139,45.79,0.7613,6.75
2024-07-15,65539.0,450908.32,1.28,4.95,0.43,0.41,0.0,270556.0,32421.0,39325.0,223056.48,,,,,,,,,,,,,,,0.22,,,100.0,37.84,0.0,0.0,,0.0,100.0,25.42,0.313,45.61,0.7649,6.88
2024-07-16,71139.0,483033.81,1.39,5.68,0.47,0.46,0.0,286028.75,35221.0,42125.0,239150.59,,2800.0,,,2800.0,,,,,,2800.0,0.02,,,0.24,,,100.0,39.8,0.0,0.0,,0.0,100.0,22.31,0.252,39.28,0.8039,6.79
2024-07-17,71139.0,490859.1,1.39,5.77,0.47,0.45,0.0,290662.5,35221.0,42125.0,243024.9,,,,,,,,,,,,,,,0.24,,,100.0,39.8,0.0,0.0,,0.0,100.0,21.99,0.2524,39.45,0.8039,6.9
2024-07-18,71139.0,480899.64,1.39,5.76,0.47,0.46,0.0,284765.0,35221.0,42125.0,238093.96,,,,,,,,,,,,,,,0.24,,,100.0,39.8,0.0,0.0,,0.0,100.0,22.33,0.2514,39.14,0.8039,6.76
2024-07-19,71447.0,481552.78,1.4,5.94,0.47,0.45,0.0,284960.46,35375.0,42279.0,238427.5,,154.0,,,154.0,,,,,,154.0,0.0,,,0.24,,,100.0,39.98,0.0,0.0,,0.0,100.0,22.03,0.2515,39.46,0.8074,6.74
2024-07-22,71447.0,469406.79,1.4,6.0,0.47,0.45,0.0,277773.03,35375.0,42279.0,232413.75,,,,,,,,,,,,,,,0.24,,,100.0,39.98,0.0,0.0,,0.0,100.0,22.02,0.2524,39.66,0.8074,6.57
2024-07-23,71447.0,467977.85,1.4,6.07,0.47,0.44,0.0,276927.45,35375.0,42279.0,231706.25,,,,,,,,,,,,,,,0.23,,,100.0,40.0,0.0,0.0,,0.0,100.0,21.78,0.2542,40.07,0.8078,6.55
2024-07-24,71293.0,456988.13,1.39,6.01,0.47,0.44,0.0,271008.39,35221.0,42279.0,225766.61,,,,,,0.0,,154.0,,,,,,,0.23,,,100.0,39.82,0.0,0.0,,0.0,100.0,21.72,0.2547,40.16,0.806,6.41
2024-07-25,71139.0,462403.5,1.39,5.96,0.47,0.44,0.0,273812.5,35221.0,42125.0,228936.5,,,,,,,,,,,,,,154.0,0.23,0.0,,100.0,40.33,0.0,0.0,,0.0,100.0,21.52,0.2583,40.73,0.8146,6.5
2024-07-26,71139.0,441773.19,1.39,6.18,0.47,0.44,0.0,261596.25,35221.0,42125.0,218722.41,,,,,,,,,,,,,,,0.23,,,100.0,41.02,0.0,0.0,,0.0,100.0,21.82,0.2586,40.73,0.8285,6.21
2024-07-29,71539.0,447118.75,1.4,6.79,0.47,0.43,0.0,264531.25,35421.0,42325.0,221381.25,,200.0,,,200.0,,,,,,200.0,0.0,,,0.22,,,100.0,42.15,0.0,0.0,,0.0,100.0,21.19,0.2594,41.26,0.8514,6.25
2024-07-30,71539.0,436387.9,1.4,6.92,0.47,0.43,0.0,258182.5,35421.0,42325.0,216068.1,,,,,,,,,,,,,,,0.22,,,100.0,42.26,0.0,0.0,,0.0,100.0,21.31,0.26,41.32,0.8535,6.1
2024-07-31,71639.0,422670.1,1.4,7.07,0.47,0.42,0.0,250307.5,35521.0,42425.0,209573.9,,100.0,0.0,,,,100.0,,,0.0,100.0,,,,0.22,,,100.0,42.82,0.0,0.0,,0.0,100.0,21.01,0.262,41.85,0.8636,5.9
2024-08-01,66239.0,384186.2,1.28,6.65,0.43,0.38,0.0,230985.0,32921.0,39825.0,190941.8,,,0.0,,,0.02,200.0,2600.0,,0.0,,,,2800.0,0.19,0.02,,100.0,40.9,0.0,0.0,,0.0,100.0,23.57,0.3231,48.33,0.8229,5.8
2024-08-02,66239.0,375575.13,1.28,7.27,0.43,0.37,0.0,225807.75,32921.0,39825.0,186662.07,,,,,,,,,,,,,,,0.19,,,100.0,42.31,0.0,0.0,,0.0,100.0,23.12,0.3263,48.92,0.8514,5.67
2024-08-05,66239.0,357690.6,1.28,7.47,0.43,0.37,0.0,215055.0,32921.0,39825.0,177773.4,,,,,,,,,,,,,,,0.19,,,100.0,44.89,0.0,0.0,,0.0,100.0,23.06,0.3303,49.51,0.9032,5.4
2024-08-06,66239.0,349079.53,1.28,6.88,0.43,0.36,0.0,209877.75,32921.0,39825.0,173493.67,,,,,,,,,,,,,,,0.18,,,100.0,46.22,0.0,0.0,,0.0,100.0,22.48,0.3354,50.36,0.9299,5.27
2024-08-07,66469.0,345638.8,1.29,6.81,0.43,0.35,0.0,209326.0,32721.0,40255.0,170149.2,,,0.0,,,0.0,430.0,200.0,,0.0,,,,,0.17,,,100.0,46.73,0.0,0.0,,0.0,100.0,21.92,0.3341,50.39,0.9492,5.2
2024-08-08,63745.0,331474.0,1.23,6.4,0.42,0.34,0.0,200943.6,31309.0,38643.0,162806.8,,,,,,0.01,,1412.0,,,,,,1612.0,0.16,0.0,,100.0,44.9,0.0,0.0,,0.0,100.0,21.55,0.3445,51.47,0.9142,5.2
2024-08-09,61647.0,316865.58,1.19,6.18,0.4,0.33,0.0,198625.02,29211.0,38643.0,150144.54,,,,,,0.01,,2098.0,,,,,,,0.15,,,100.0,42.04,0.0,0.0,,0.0,100.0,21.54,0.3454,51.6,0.8873,5.14
2024-08-12,56984.0,292327.92,1.1,6.14,0.37,0.32,0.0,181150.56,27879.0,35312.0,143019.27,,,,,,0.01,,1332.0,,,,,,3331.0,0.14,0.0,,100.0,40.77,0.0,0.0,,0.0,100.0,20.13,0.3509,52.6,0.8334,5.13
2024-08-13,62775.0,327685.5,1.21,7.02,0.41,0.35,0.0,198897.66,30769.0,38103.0,160614.18,,3000.0,,,3000.0,0.0,,110.0,,,3000.0,0.02,,209.0,0.16,0.0,,100.0,43.9,0.0,0.0,,0.0,100.0,17.58,0.2816,45.6,0.8957,5.22
2024-08-14,59584.0,306261.76,1.15,6.72,0.39,0.33,0.0,185934.36,29507.0,36174.0,151665.98,,,,,,0.0,,1262.0,,,,,,1929.0,0.15,0.01,,100.0,42.76,0.0,0.0,,0.0,100.0,14.37,0.2908,47.35,0.8634,5.14
2024-08-15,59584.0,307453.44,1.15,6.69,0.39,0.33,0.0,186657.84,29507.0,36174.0,152256.12,,,,,,,,,,,,,,,0.15,,,100.0,44.76,0.0,0.0,,0.0,100.0,14.42,0.292,47.52,0.9039,5.16
2024-08-16,56994.0,288389.64,1.1,6.34,0.37,0.32,0.0,169935.04,29507.0,33584.0,149305.42,,,,,,,,,,,,,,2590.0,0.15,0.01,,100.0,46.61,0.0,0.0,,0.0,100.0,15.15,0.3164,50.69,0.9003,5.06
2024-08-19,56908.0,286247.24,1.1,6.4,0.37,0.31,0.0,168927.52,29421.0,33584.0,147987.63,,,,,,0.0,,86.0,,,,,,,0.15,,,100.0,48.15,0.0,0.0,,0.0,100.0,15.12,0.319,51.03,0.9313,5.03
2024-08-20,53729.0,271868.74,1.04,5.81,0.35,0.3,0.0,154841.06,29225.0,30601.0,147878.5,,,,,,0.0,,196.0,,,,,,2983.0,0.15,0.02,,100.0,48.76,0.0,0.0,,0.0,100.0,16.38,0.3632,55.08,0.8964,5.06
2024-08-21,45049.0,229749.9,0.87,4.91,0.29,0.25,0.0,131692.2,25324.0,25822.0,129152.4,,,,,,0.02,,3901.0,,,,,,4779.0,0.13,0.03,,100.0,46.35,0.0,0.0,,0.0,100.0,20.7,0.4688,64.01,0.8245,5.1
2024-08-22,42880.0,214400.0,0.83,4.53,0.28,0.24,0.0,118265.0,24924.0,23653.0,124620.0,,,,,,0.0,,400.0,,,,,,2169.0,0.13,0.01,,100.0,46.32,0.0,0.0,,0.0,100.0,22.32,0.5429,70.01,0.7969,5.0
2024-08-23,40323.0,200002.08,0.78,4.13,0.26,0.22,0.0,110940.32,22367.0,22367.0,110940.32,,,,,,0.01,,2557.0,,,,,,1286.0,0.11,0.01,,100.0,44.28,0.0,0.0,,0.0,100.0,23.29,0.5931,73.33,0.7983,4.96
2024-08-26,40323.0,197179.47,0.78,4.16,0.26,0.22,0.0,109374.63,22367.0,22367.0,109374.63,,,,,,,,,,,,,,,0.11,,,100.0,45.35,0.0,0.0,,0.0,100.0,22.96,0.5971,73.71,0.8176,4.89
2024-08-27,36503.0,179229.73,0.71,3.67,0.24,0.2,0.0,91065.77,22367.0,18547.0,109821.97,,,,,,,,,,,,,,3820.0,0.11,0.02,,100.0,46.67,0.0,0.0,,0.0,100.0,27.86,0.5441,68.19,0.7617,4.91
2024-08-28,35422.0,175338.9,0.69,3.52,0.23,0.19,0.0,86456.7,22367.0,17466.0,110716.65,,,,,,,,,,,,,,1081.0,0.11,0.01,,100.0,48.17,0.0,0.0,,0.0,100.0,29.78,0.5262,66.01,0.7629,4.95
2024-08-29,41323.0,203722.39,0.8,4.1,0.27,0.23,0.0,115199.31,22367.0,23367.0,110269.31,,,0.03,,1000.0,,4901.0,,,0.03,,0.01,,,0.11,,,100.0,48.54,0.0,0.0,,0.0,100.0,22.24,0.5555,70.98,0.8969,4.93
2024-08-30,41323.0,203722.39,0.8,4.14,0.27,0.23,0.0,115199.31,22367.0,23367.0,110269.31,,,,,,,,,,,,,,,0.11,,,100.0,49.8,0.0,0.0,,0.0,100.0,22.22,0.5557,70.99,0.92,4.93
2024-09-02,41323.0,204548.85,0.8,4.07,0.27,0.23,0.0,115666.65,22367.0,23367.0,110716.65,,,,,,,,,,,,,,,0.11,,,100.0,50.91,0.0,0.0,,0.0,100.0,22.28,0.5552,70.94,0.9406,4.95
2024-09-03,41323.0,205788.54,0.8,4.06,0.27,0.23,0.0,116367.66,22367.0,23367.0,111387.66,,,,,,,,,,,,,,,0.11,,,100.0,52.31,0.0,0.0,,0.0,100.0,22.38,0.5544,70.85,0.9664,4.98
2024-09-04,30609.0,147841.47,0.59,3.03,0.2,0.16,0.0,61113.99,22367.0,12653.0,108032.61,,,,,,,,,,,,,,10714.0,0.11,0.07,,100.0,54.06,0.0,0.0,,0.0,100.0,41.16,0.4512,52.75,0.7398,4.83
2024-09-05,20859.0,100540.38,0.4,2.06,0.14,0.11,0.0,60900.7,12635.0,12635.0,60900.7,,,,,,0.05,,9732.0,,,,,,18.0,0.06,0.0,,100.0,31.83,0.0,0.0,,0.0,100.0,41.08,0.4537,53.06,0.5254,4.82
2024-09-06,20859.0,100540.38,0.4,2.05,0.14,0.11,0.0,60900.7,12635.0,12635.0,60900.7,,,,,,,,,,,,,,,0.06,,,100.0,32.58,0.0,0.0,,0.0,100.0,41.07,0.4538,53.07,0.5379,4.82
2024-09-09,20859.0,100123.2,0.4,2.13,0.14,0.11,0.0,60648.0,12635.0,12635.0,60648.0,,,,,,,,,,,,,,,0.06,,,100.0,36.64,0.0,0.0,,0.0,100.0,40.99,0.454,53.16,0.6049,4.8
2024-09-10,14862.0,71337.6,0.29,1.57,0.1,0.07,0.0,31862.4,12635.0,6638.0,60648.0,,,,,,,,,,,,,,5997.0,0.06,0.04,,100.0,36.64,0.0,0.0,,0.0,100.0,11.68,0.6912,82.08,0.431,4.8
2024-09-11,15361.0,74347.24,0.3,1.6,0.1,0.07,0.0,32127.92,12635.0,6638.0,61153.4,,,,,,,,,,,,,,,0.06,,,100.0,36.64,0.0,0.0,,0.0,100.0,11.73,0.6238,77.33,0.4455,4.84
2024-09-12,14363.0,71527.74,0.28,1.57,0.09,0.07,0.0,30572.22,12136.0,6139.0,60437.28,,,,,,0.0,,499.0,,,,,,499.0,0.06,0.0,,100.0,35.2,0.0,0.0,,0.0,100.0,12.21,0.7856,87.79,0.4165,4.98
2024-09-13,22121.0,112374.68,0.43,2.47,0.14,0.11,0.0,50891.44,16015.0,10018.0,81356.2,,3879.0,0.02,,9.0,,3870.0,,,0.02,3879.0,0.0,,,0.08,,,100.0,41.75,0.0,0.0,,0.0,100.0,5.87,0.8873,94.01,0.5767,5.08
2024-09-16,22121.0,117020.09,0.43,2.53,0.14,0.11,0.0,52995.22,16015.0,10018.0,84719.35,,,,,,,,,,,,,,,0.08,,,100.0,41.75,0.0,0.0,,0.0,100.0,5.84,0.8877,94.04,0.5767,5.29
2024-09-17,16124.0,86585.88,0.31,1.91,0.11,0.09,0.0,53796.66,10018.0,10018.0,53796.66,,,,,,0.03,,5997.0,,,,,,,0.05,,,100.0,26.12,0.0,0.0,,0.0,100.0,5.82,0.8881,94.06,0.4203,5.37
2024-09-18,16124.0,85779.68,0.31,1.99,0.11,0.09,0.0,53295.76,10018.0,10018.0,53295.76,,,,,,,,,,,,,,,0.05,,,100.0,26.12,0.0,0.0,,0.0,100.0,6.05,0.8841,93.83,0.4203,5.32
2024-09-19,16115.0,83636.85,0.31,2.06,0.11,0.08,0.0,51946.71,10018.0,10009.0,51993.42,,,,,,,,,,,,,,9.0,0.05,0.0,,100.0,26.12,0.0,0.0,,0.0,100.0,6.25,0.8817,93.69,0.4201,5.19
2024-09-20,16106.0,84878.62,0.31,2.11,0.1,0.08,0.0,52747.43,10009.0,10009.0,52747.43,,,,,,0.0,,9.0,,,,,,,0.05,,,100.0,26.1,0.0,0.0,,0.0,100.0,6.19,0.8838,93.81,0.42,5.27
2024-09-23,16106.0,83751.2,0.31,2.15,0.1,0.08,0.0,52046.8,10009.0,10009.0,52046.8,,,,,,,,,,,,,,,0.05,,,100.0,26.1,0.0,0.0,,0.0,100.0,6.07,0.886,93.93,0.42,5.2
2024-09-24,16106.0,84073.32,0.31,2.23,0.1,0.08,0.0,52246.98,10009.0,10009.0,52246.98,,,,,,,,,,,,,,,0.05,,,100.0,26.1,0.0,0.0,,0.0,100.0,6.17,0.8842,93.83,0.42,5.22
2024-09-25,16106.0,84556.5,0.31,2.26,0.1,0.08,0.0,52547.25,10009.0,10009.0,52547.25,,,,,,,,,,,,,,,0.05,,,100.0,26.1,0.0,0.0,,0.0,100.0,6.09,0.8857,93.91,0.42,5.25
2024-09-26,16106.0,82301.66,0.31,2.3,0.1,0.08,0.0,51145.99,10009.0,10009.0,51145.99,,,,,,,,,,,,,,,0.05,,,100.0,26.1,0.0,0.0,,0.0,100.0,6.17,0.8842,93.83,0.42,5.11
2024-09-27,16106.0,83590.14,0.31,2.35,0.1,0.08,0.0,51946.71,10009.0,10009.0,51946.71,,,,,,,,,,,,,,,0.05,,,100.0,26.1,0.0,0.0,,0.0,100.0,6.21,0.8836,93.79,0.42,5.19
2024-09-30,16106.0,82140.6,0.31,2.44,0.1,0.08,0.0,51045.9,10009.0,10009.0,51045.9,,,,,,,,,,,,,,,0.05,,,100.0,26.1,0.0,0.0,,0.0,100.0,6.08,0.8858,93.92,0.42,5.1
2024-10-01,16106.0,83590.14,0.31,2.6,0.1,0.08,0.0,51946.71,10009.0,10009.0,51946.71,,,,,,,,,,,,,,,0.05,,,100.0,26.06,0.0,0.0,,0.0,100.0,6.14,0.8847,93.86,0.4193,5.19
2024-10-02,16106.0,83429.08,0.31,2.56,0.1,0.08,0.0,51846.62,10009.0,10009.0,51846.62,,,,,,,,,,,,,,,0.05,,,100.0,26.06,0.0,0.0,,0.0,100.0,6.01,0.8869,93.99,0.4193,5.18
2024-10-03,16106.0,84556.5,0.31,2.64,0.1,0.08,0.0,52547.25,10009.0,10009.0,52547.25,,,,,,,,,,,,,,,0.05,,,100.0,26.06,0.0,0.0,,0.0,100.0,6.06,0.8862,93.94,0.4193,5.25
2024-10-04,16106.0,84395.44,0.31,2.66,0.1,0.08,0.0,52447.16,10009.0,10009.0,52447.16,,,,,,,,,,,,,,,0.05,,,100.0,26.06,0.0,0.0,,0.0,100.0,6.04,0.8865,93.96,0.4193,5.24
2024-10-07,21506.0,108605.3,0.42,3.29,0.14,0.11,0.0,64180.45,12709.0,12709.0,64180.45,,2700.0,,,2700.0,,,,,,2700.0,0.01,,,0.07,,,100.0,33.09,0.0,0.0,,0.0,100.0,15.38,0.6557,79.32,0.5599,5.05
2024-10-08,21506.0,108390.24,0.42,3.26,0.14,0.11,0.0,64053.36,12709.0,12709.0,64053.36,,,,,,,,,,,,,,,0.06,,,100.0,33.09,0.0,0.0,,0.0,100.0,15.09,0.6582,79.53,0.5599,5.04
2024-10-09,21506.0,105809.52,0.42,3.23,0.14,0.11,0.0,62528.28,12709.0,12709.0,62528.28,,,,,,,,,,,,,,,0.06,,,100.0,33.09,0.0,0.0,,0.0,100.0,15.28,0.6575,79.46,0.5599,4.92
2024-10-10,21506.0,105917.05,0.42,3.22,0.14,0.11,0.0,62591.83,12709.0,12709.0,62591.83,,,,,,,,,,,,,,,0.06,,,100.0,33.09,0.0,0.0,,0.0,100.0,15.09,0.6611,79.72,0.5599,4.925
2024-10-11,21506.0,105701.99,0.42,3.15,0.14,0.11,0.0,62464.74,12709.0,12709.0,62464.74,,,,,,,,,,,,,,,0.06,,,100.0,33.09,0.0,0.0,,0.0,100.0,15.12,0.6607,79.7,0.5599,4.915
2024-10-14,21506.0,98927.6,0.42,3.08,0.14,0.1,0.0,40466.2,12709.0,8797.0,58461.4,,,,,,,,,,,,,,3912.0,0.06,0.02,,100.0,33.09,0.0,0.0,,0.0,100.0,15.38,0.656,79.35,0.5599,4.6
2024-10-15,17594.0,79173.0,0.34,2.36,0.11,0.08,0.0,39586.5,8797.0,8797.0,39586.5,,,,,,0.02,,3912.0,,,,,,,0.04,,,100.0,22.9,0.0,0.0,,0.0,100.0,19.4,0.5827,73.48,0.4581,4.5
2024-10-16,13726.0,61904.26,0.27,1.83,0.09,0.06,0.0,22229.79,8797.0,4929.0,39674.47,,,,,,,,,,,,,,3868.0,0.04,0.02,,100.0,22.9,0.0,0.0,,0.0,100.0,26.67,0.4891,63.97,0.3574,4.51
