,ALMLB FP Equity_DX_SI_QTY,ALMLB FP Equity_DX_SHORT_INTEREST_VALUE,ALMLB FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALMLB FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALMLB FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALMLB FP Equity_DX_SI_MV,ALMLB FP Equity_DX_DSS,ALMLB FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALMLB FP Equity_DX_SUPPLY_SI_QTY,ALMLB FP Equity_DX_BROKER_SI_QTY,ALMLB FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALMLB FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALMLB FP Equity_DX_BROKER_SI_MV_INC_x,ALMLB FP Equity_DX_BROKER_SI_QTY_ADD,ALMLB FP Equity_DX_SUPPLY_SI_MV_DEC,ALMLB FP Equity_DX_BROKER_SI_QTY_INC,ALMLB FP Equity_DX_SUPPLY_SI_QTY_DEC,ALMLB FP Equity_DX_BROKER_SI_MV_INC_y,ALMLB FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALMLB FP Equity_DX_BROKER_SI_MV_ADD,ALMLB FP Equity_DX_SUPPLY_SI_QTY_ADD,ALMLB FP Equity_DX_BROKER_SI_QTY_DEC,ALMLB FP Equity_DX_SUPPLY_SI_MV,ALMLB FP Equity_DX_BROKER_SI_MV_DEC,ALMLB FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALMLB FP Equity_DX_UTILIZATION_QUANTITY,ALMLB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALMLB FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALMLB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALMLB FP Equity_DX_ACTIVE_UTILIZATION_MV,ALMLB FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALMLB FP Equity_DX_BROKER_SI_CON_RATIO,ALMLB FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALMLB FP Equity_DX_DEMAND_SUPPLY_RATIO
2022-01-12,400.0,2096.0,0.01,0.1,0.01,0.0,0.0,1048.0,200.0,200.0,1048.0,,,,,,,,,,,,0.0,,50.0,50.0,200.0,1048.0,0.0,47.62,,1.0,100.0,1.0
2022-01-13,400.0,2080.0,0.01,0.09,0.01,0.0,0.0,1040.0,200.0,200.0,1040.0,,,,,,,,,,,,0.0,,50.0,50.0,200.0,1040.0,0.0,47.62,,1.0,100.0,1.0
2022-01-14,400.0,2112.0,0.01,0.09,0.01,0.0,0.0,1056.0,200.0,200.0,1056.0,,,,,,,,,,,,0.0,,50.0,50.0,200.0,1056.0,0.0,47.62,,1.0,100.0,1.0
2022-01-17,400.0,2104.0,0.01,0.09,0.01,0.0,0.0,1052.0,200.0,200.0,1052.0,,,,,,,,,,,,0.0,,50.0,50.0,200.0,1052.0,0.0,47.62,,1.0,100.0,1.0
2022-01-18,400.0,2072.0,0.01,0.09,0.01,0.0,0.0,1036.0,200.0,200.0,1036.0,,,,,,,,,,,,0.0,,50.0,50.0,200.0,1036.0,0.0,47.62,,1.0,100.0,1.0
2022-01-19,400.0,2040.0,0.01,0.09,0.01,0.0,0.0,1020.0,200.0,200.0,1020.0,,,,,,,,,,,,0.0,,50.0,50.0,200.0,1020.0,0.0,47.62,,1.0,100.0,1.0
2022-01-20,400.0,2040.0,0.01,0.09,0.01,0.0,0.0,1020.0,200.0,200.0,1020.0,,,,,,,,,,,,0.0,,50.0,50.0,200.0,1020.0,0.0,47.62,,1.0,100.0,1.0
2022-01-21,400.0,2040.0,0.01,0.1,0.01,0.0,0.0,1020.0,200.0,200.0,1020.0,,,,,,,,,,,,0.0,,50.0,50.0,200.0,1020.0,0.0,47.62,,1.0,100.0,1.0
2022-01-24,400.0,1956.0,0.01,0.1,0.01,0.0,0.0,978.0,200.0,200.0,978.0,,,,,,,,,,,,0.0,,50.0,50.0,200.0,978.0,0.0,47.62,,1.0,100.0,1.0
2022-01-25,400.0,1952.0,0.01,0.1,0.01,0.0,0.0,976.0,200.0,200.0,976.0,,,,,,,,,,,,0.0,,50.0,50.0,200.0,976.0,0.0,47.62,,1.0,100.0,1.0
2022-01-26,400.0,1960.0,0.01,0.1,0.01,0.0,0.0,980.0,200.0,200.0,980.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,95.24,,1.0,100.0,2.0
2022-01-27,400.0,1888.0,0.01,0.1,0.01,0.0,0.0,944.0,200.0,200.0,944.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,95.24,,1.0,100.0,2.0
2022-01-28,400.0,1888.0,0.01,0.1,0.01,0.0,0.0,944.0,200.0,200.0,944.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,95.24,,1.0,100.0,2.0
2022-01-31,400.0,1920.0,0.01,0.1,0.01,0.0,0.0,960.0,200.0,200.0,960.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,95.24,,1.0,100.0,2.0
2022-02-01,400.0,1940.0,0.01,0.1,0.01,0.0,0.0,970.0,200.0,200.0,970.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,95.24,,1.0,100.0,2.0
2022-02-02,400.0,1940.0,0.01,0.1,0.01,0.0,0.0,970.0,200.0,200.0,970.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,95.24,,1.0,100.0,2.0
2022-02-03,400.0,1940.0,0.01,0.1,0.01,0.0,0.0,970.0,200.0,200.0,970.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,95.24,,1.0,100.0,2.0
2022-02-04,400.0,1928.0,0.01,0.1,0.01,0.0,0.0,964.0,200.0,200.0,964.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,95.24,,1.0,100.0,2.0
2022-02-07,400.0,1900.0,0.01,0.11,0.01,0.0,0.0,950.0,200.0,200.0,950.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,95.24,,1.0,100.0,2.0
2022-02-08,400.0,1876.0,0.01,0.11,0.01,0.0,0.0,938.0,200.0,200.0,938.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,95.24,,1.0,100.0,2.0
2022-02-09,400.0,1924.0,0.01,0.11,0.01,0.0,0.0,962.0,200.0,200.0,962.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,95.24,,1.0,100.0,2.0
2022-02-10,400.0,1896.0,0.01,0.11,0.01,0.0,0.0,948.0,200.0,200.0,948.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,95.24,,1.0,100.0,2.0
2022-02-11,400.0,1848.0,0.01,0.12,0.01,0.0,0.0,924.0,200.0,200.0,924.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,95.24,,1.0,100.0,2.0
2022-02-14,400.0,1764.0,0.01,0.13,0.01,0.0,0.0,882.0,200.0,200.0,882.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,95.24,,1.0,100.0,2.0
2022-02-15,400.0,1764.0,0.01,0.12,0.01,0.0,0.0,882.0,200.0,200.0,882.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,95.24,,1.0,100.0,2.0
2022-02-16,400.0,1660.0,0.01,0.12,0.01,0.0,0.0,830.0,200.0,200.0,830.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,95.24,,1.0,100.0,2.0
2022-02-17,400.0,1672.0,0.01,0.12,0.01,0.0,0.0,836.0,200.0,200.0,836.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,95.24,,1.0,100.0,2.0
2022-02-18,400.0,1720.0,0.01,0.12,0.01,0.0,0.0,860.0,200.0,200.0,860.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,95.24,,1.0,100.0,2.0
2022-02-21,400.0,1600.0,0.01,0.14,0.01,0.0,0.0,800.0,200.0,200.0,800.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,95.24,,1.0,100.0,2.0
2022-02-22,400.0,1664.0,0.01,0.14,0.01,0.0,0.0,832.0,200.0,200.0,832.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,95.24,,1.0,100.0,2.0
2022-02-23,400.0,1696.0,0.01,0.14,0.01,0.0,0.0,848.0,200.0,200.0,848.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,95.24,,1.0,100.0,2.0
2022-02-24,400.0,1636.0,0.01,0.16,0.01,0.0,0.0,818.0,200.0,200.0,818.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,95.24,,1.0,100.0,2.0
2022-02-25,400.0,1604.0,0.01,0.16,0.01,0.0,0.0,802.0,200.0,200.0,802.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,95.24,,1.0,100.0,2.0
2022-02-28,400.0,1536.0,0.01,0.17,0.01,0.0,0.0,768.0,200.0,200.0,768.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,95.24,,1.0,100.0,2.0
2022-03-01,400.0,1480.0,0.01,0.16,0.01,0.0,0.0,740.0,200.0,200.0,740.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,95.24,,1.0,100.0,2.0
2022-03-02,400.0,1560.0,0.01,0.15,0.01,0.0,0.0,780.0,200.0,200.0,780.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,95.24,,1.0,100.0,2.0
2022-03-03,400.0,1464.0,0.01,0.15,0.01,0.0,0.0,732.0,200.0,200.0,732.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,95.24,,1.0,100.0,2.0
2022-03-04,400.0,1260.0,0.01,0.15,0.01,0.0,0.0,630.0,200.0,200.0,630.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,95.24,,1.0,100.0,2.0
2022-03-07,400.0,1164.0,0.01,0.14,0.01,0.0,0.0,582.0,200.0,200.0,582.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,95.24,,1.0,100.0,2.0
2022-03-08,400.0,1188.0,0.01,0.13,0.01,0.0,0.0,594.0,200.0,200.0,594.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,95.24,,1.0,100.0,2.0
2022-03-09,400.0,1248.0,0.01,0.13,0.01,0.0,0.0,624.0,200.0,200.0,624.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,95.24,,1.0,100.0,2.0
2023-01-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,100.0,253.0,0.0,0.0,,0.0,,0.0
2023-01-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,100.0,250.0,0.0,0.0,,0.0,,0.0
2023-01-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,100.0,253.0,0.0,0.0,,0.0,,0.0
2023-01-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,100.0,256.0,0.0,0.0,,0.0,,0.0
2023-01-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,100.0,247.0,0.0,0.0,,0.0,,0.0
2023-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,100.0,241.5,0.0,0.0,,0.0,,0.0
2024-01-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,800.0,1320.0,0.0,0.0,,0.0,,0.0
2024-01-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,800.0,1440.0,0.0,0.0,,0.0,,0.0
2024-01-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,800.0,1356.0,0.0,0.0,,0.0,,0.0
2024-01-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,800.0,1376.0,0.0,0.0,,0.0,,0.0
2024-01-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,800.0,1360.0,0.0,0.0,,0.0,,0.0
2024-01-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,800.0,1360.0,0.0,0.0,,0.0,,0.0
2024-01-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,800.0,1400.0,0.0,0.0,,0.0,,0.0
2024-01-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,800.0,1400.0,0.0,0.0,,0.0,,0.0
2024-01-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,800.0,1376.0,0.0,0.0,,0.0,,0.0
2024-01-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,800.0,1408.0,0.0,0.0,,0.0,,0.0
2024-01-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,800.0,1308.0,0.0,0.0,,0.0,,0.0
2024-01-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,800.0,1312.0,0.0,0.0,,0.0,,0.0
2024-01-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,800.0,1312.0,0.0,0.0,,0.0,,0.0
2024-01-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,800.0,1308.0,0.0,0.0,,0.0,,0.0
2024-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,800.0,1280.0,0.0,0.0,,0.0,,0.0
2024-02-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,800.0,1280.0,0.0,0.0,,0.0,,0.0
2024-02-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,800.0,1300.0,0.0,0.0,,0.0,,0.0
2024-02-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,800.0,1300.0,0.0,0.0,,0.0,,0.0
2024-02-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,800.0,1288.0,0.0,0.0,,0.0,,0.0
2024-02-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,800.0,1288.0,0.0,0.0,,0.0,,0.0
2024-02-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,800.0,1288.0,0.0,0.0,,0.0,,0.0
2024-02-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,800.0,1280.0,0.0,0.0,,0.0,,0.0
2024-02-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,800.0,1280.0,0.0,0.0,,0.0,,0.0
2024-02-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,800.0,1256.0,0.0,0.0,,0.0,,0.0
2024-02-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,800.0,1280.0,0.0,0.0,,0.0,,0.0
2024-02-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,800.0,1328.0,0.0,0.0,,0.0,,0.0
2024-02-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,800.0,1304.0,0.0,0.0,,0.0,,0.0
2024-02-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,800.0,1280.0,0.0,0.0,,0.0,,0.0
2024-02-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,800.0,1280.0,0.0,0.0,,0.0,,0.0
2024-02-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,800.0,1436.0,0.0,0.0,,0.0,,0.0
2024-02-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,800.0,1376.0,0.0,0.0,,0.0,,0.0
2024-02-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,800.0,1364.0,0.0,0.0,,0.0,,0.0
2024-02-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,800.0,1404.0,0.0,0.0,,0.0,,0.0
2024-02-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,800.0,1608.0,0.0,0.0,,0.0,,0.0
2024-02-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,800.0,1572.0,0.0,0.0,,0.0,,0.0
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,800.0,1544.0,0.0,0.0,,0.0,,0.0
2024-03-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,800.0,1552.0,0.0,0.0,,0.0,,0.0
2024-03-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,800.0,1512.0,0.0,0.0,,0.0,,0.0
2024-03-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,800.0,1492.0,0.0,0.0,,0.0,,0.0
2024-03-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,800.0,1608.0,0.0,0.0,,0.0,,0.0
2024-03-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,800.0,1600.0,0.0,0.0,,0.0,,0.0
2024-03-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,800.0,1600.0,0.0,0.0,,0.0,,0.0
2024-03-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,800.0,1728.0,0.0,0.0,,0.0,,0.0
2024-03-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,800.0,1760.0,0.0,0.0,,0.0,,0.0
2024-03-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,700.0,1582.0,0.0,0.0,,0.0,,0.0
2024-03-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,700.0,1512.0,0.0,0.0,,0.0,,0.0
2024-03-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,700.0,1512.0,0.0,0.0,,0.0,,0.0
2024-03-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,700.0,1456.0,0.0,0.0,,0.0,,0.0
2024-03-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,700.0,1400.0,0.0,0.0,,0.0,,0.0
2024-03-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,700.0,1351.0,0.0,0.0,,0.0,,0.0
2024-03-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,700.0,1361.5,0.0,0.0,,0.0,,0.0
2024-03-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,700.0,1365.0,0.0,0.0,,0.0,,0.0
2024-03-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,700.0,1333.5,0.0,0.0,,0.0,,0.0
2024-03-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,700.0,1361.5,0.0,0.0,,0.0,,0.0
2024-03-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,700.0,1361.5,0.0,0.0,,0.0,,0.0
2024-03-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,700.0,1361.5,0.0,0.0,,0.0,,0.0
2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,700.0,1361.5,0.0,0.0,,0.0,,0.0
2024-04-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,700.0,1389.5,0.0,0.0,,0.0,,0.0
2024-04-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,700.0,1449.0,0.0,0.0,,0.0,,0.0
2024-04-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,700.0,1449.0,0.0,0.0,,0.0,,0.0
2024-04-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,700.0,1470.0,0.0,0.0,,0.0,,0.0
2024-04-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,700.0,1470.0,0.0,0.0,,0.0,,0.0
2024-04-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,700.0,1470.0,0.0,0.0,,0.0,,0.0
2024-04-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,700.0,1463.0,0.0,0.0,,0.0,,0.0
2024-04-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,700.0,1400.0,0.0,0.0,,0.0,,0.0
2024-04-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,700.0,1400.0,0.0,0.0,,0.0,,0.0
2024-04-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,700.0,1400.0,0.0,0.0,,0.0,,0.0
2024-04-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,700.0,1400.0,0.0,0.0,,0.0,,0.0
2024-04-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,700.0,1323.0,0.0,0.0,,0.0,,0.0
2024-04-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,700.0,1330.0,0.0,0.0,,0.0,,0.0
2024-04-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,700.0,1344.0,0.0,0.0,,0.0,,0.0
2024-04-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,700.0,1326.5,0.0,0.0,,0.0,,0.0
2024-04-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,700.0,1316.0,0.0,0.0,,0.0,,0.0
2024-04-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,700.0,1316.0,0.0,0.0,,0.0,,0.0
2024-04-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,700.0,1337.0,0.0,0.0,,0.0,,0.0
2024-04-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,700.0,1337.0,0.0,0.0,,0.0,,0.0
2024-04-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,700.0,1358.0,0.0,0.0,,0.0,,0.0
2024-04-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,700.0,1358.0,0.0,0.0,,0.0,,0.0
2024-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,700.0,1358.0,0.0,0.0,,0.0,,0.0
2024-05-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,700.0,1414.0,0.0,0.0,,0.0,,0.0
