,ALDNE FP Equity_DX_SI_QTY,ALDNE FP Equity_DX_SHORT_INTEREST_VALUE,ALDNE FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALDNE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALDNE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALDNE FP Equity_DX_SI_MV,ALDNE FP Equity_DX_DSS,ALDNE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALDNE FP Equity_DX_SUPPLY_SI_QTY,ALDNE FP Equity_DX_BROKER_SI_QTY,ALDNE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALDNE FP Equity_DX_BROKER_SI_MV_NEW_x,ALDNE FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALDNE FP Equity_DX_BROKER_SI_MV_INC_x,ALDNE FP Equity_DX_BROKER_SI_QTY_ADD,ALDNE FP Equity_DX_BROKER_SI_QTY_NEW,ALDNE FP Equity_DX_SUPPLY_SI_MV_DEC,ALDNE FP Equity_DX_BROKER_SI_QTY_INC,ALDNE FP Equity_DX_SUPPLY_SI_QTY_DEC,ALDNE FP Equity_DX_BROKER_SI_MV_NEW_y,ALDNE FP Equity_DX_BROKER_SI_MV_INC_y,ALDNE FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALDNE FP Equity_DX_BROKER_SI_MV_ADD,ALDNE FP Equity_DX_SUPPLY_SI_QTY_ADD,ALDNE FP Equity_DX_BROKER_SI_QTY_DEC,ALDNE FP Equity_DX_SUPPLY_SI_MV,ALDNE FP Equity_DX_BROKER_SI_MV_DEC,ALDNE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALDNE FP Equity_DX_UTILIZATION_QUANTITY,ALDNE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALDNE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALDNE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALDNE FP Equity_DX_ACTIVE_UTILIZATION_MV,ALDNE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALDNE FP Equity_DX_BROKER_SI_CON_RATIO,ALDNE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALDNE FP Equity_DX_DEMAND_SUPPLY_RATIO,ALDNE FP Equity_PX_LAST
2020-06-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,36200.0,532140.0,0.53,0.0,,0.0,,0.0,14.7
2020-06-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,36200.0,519470.0,0.52,0.0,,0.0,,0.0,14.35
2020-06-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,36400.0,533260.0,0.53,0.0,,0.0,,0.0,14.65
2020-06-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,36200.0,524900.0,0.53,0.0,,0.0,,0.0,14.5
2020-06-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,35800.0,517310.0,0.52,0.0,,0.0,,0.0,14.45
2020-06-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,35900.0,507985.0,0.51,0.0,,0.0,,0.0,14.15
2020-06-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,35500.0,505875.0,0.51,0.0,,0.0,,0.0,14.25
2020-06-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,35300.0,499495.0,0.5,0.0,,0.0,,0.0,14.15
2020-06-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,35200.0,496320.0,0.5,0.0,,0.0,,0.0,14.1
2020-06-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,35300.0,497730.0,0.5,0.0,,0.0,,0.0,14.1
2020-06-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,35200.0,501600.0,0.5,0.0,,0.0,,0.0,14.25
2020-06-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,35200.0,505120.0,0.51,0.0,,0.0,,0.0,14.35
2020-06-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,35200.0,505120.0,0.51,0.0,,0.0,,0.0,14.35
2020-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,35300.0,499495.0,0.5,0.0,,0.0,,0.0,14.15
2020-07-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,35200.0,496320.0,0.5,0.0,,0.0,,0.0,14.1
2020-07-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,35200.0,494560.0,0.49,0.0,,0.0,,0.0,14.05
2020-07-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,35200.0,499840.0,0.5,0.0,,0.0,,0.0,14.2
2020-07-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,56595.0,800819.25,0.8,0.0,,0.0,,0.0,14.15
2020-07-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,56595.0,800819.25,0.8,0.0,,0.0,,0.0,14.15
2020-07-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,56595.0,806478.75,0.8,0.0,,0.0,,0.0,14.25
2020-07-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,110928.0,1569631.2,1.57,0.0,,0.0,,0.0,14.15
2020-07-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,112128.0,1609036.8,1.6,0.0,,0.0,,0.0,14.35
2020-07-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,112528.0,1592271.2,1.6,0.0,,0.0,,0.0,14.15
2020-07-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,111928.0,1589377.6,1.59,0.0,,0.0,,0.0,14.2
2020-07-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,112528.0,1552886.4,1.56,0.0,,0.0,,0.0,13.8
2020-07-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,112828.0,1528819.4,1.54,0.0,,0.0,,0.0,13.55
2020-07-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,110075.0,1475005.0,1.48,0.0,,0.0,,0.0,13.4
2020-07-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,110097.0,1453280.4,1.46,0.0,,0.0,,0.0,13.2
2020-07-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,108986.0,1438615.2,1.44,0.0,,0.0,,0.0,13.2
2020-07-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,108586.0,1433335.2,1.43,0.0,,0.0,,0.0,13.2
2020-07-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,108107.0,1437823.1,1.44,0.0,,0.0,,0.0,13.3
2020-07-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,107441.0,1428965.3,1.43,0.0,,0.0,,0.0,13.3
2020-07-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,107441.0,1439709.4,1.44,0.0,,0.0,,0.0,13.4
2020-07-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,107441.0,1418221.2,1.42,0.0,,0.0,,0.0,13.2
2020-07-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,53108.0,701025.6,0.7,0.0,,0.0,,0.0,13.2
2020-07-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,56008.0,736505.2,0.74,0.0,,0.0,,0.0,13.15
2020-08-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,56208.0,736324.8,0.74,0.0,,0.0,,0.0,13.1
2020-08-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,53701.0,708853.2,0.71,0.0,,0.0,,0.0,13.2
2020-08-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,53415.0,681041.25,0.69,0.0,,0.0,,0.0,12.75
2020-08-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,51567.0,644587.5,0.65,0.0,,0.0,,0.0,12.5
2020-08-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,52193.0,652412.5,0.65,0.0,,0.0,,0.0,12.5
2020-08-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,51629.0,632455.25,0.64,0.0,,0.0,,0.0,12.25
2020-08-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,51075.0,618007.5,0.62,0.0,,0.0,,0.0,12.1
2020-08-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,50621.0,620107.25,0.62,0.0,,0.0,,0.0,12.25
2020-08-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,50334.0,614074.8,0.61,0.0,,0.0,,0.0,12.2
2020-08-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,48927.0,604248.45,0.6,0.0,,0.0,,0.0,12.35
2020-08-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,40900.0,527610.0,0.52,0.0,,0.0,,0.0,12.9
2020-08-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,35200.0,429440.0,0.43,0.0,,0.0,,0.0,12.2
2020-08-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,35200.0,454080.0,0.45,0.0,,0.0,,0.0,12.9
2020-08-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,35200.0,459360.0,0.46,0.0,,0.0,,0.0,13.05
2020-08-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,36800.0,472880.0,0.47,0.0,,0.0,,0.0,12.85
2020-08-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,36800.0,474720.0,0.47,0.0,,0.0,,0.0,12.9
2020-08-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,36800.0,509680.0,0.51,0.0,,0.0,,0.0,13.85
2020-08-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,36800.0,520720.0,0.52,0.0,,0.0,,0.0,14.15
2020-08-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,36800.0,504160.0,0.5,0.0,,0.0,,0.0,13.7
2020-08-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,36800.0,493120.0,0.49,0.0,,0.0,,0.0,13.4
2020-08-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,37000.0,468050.0,0.47,0.0,,0.0,,0.0,12.65
2020-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,35200.0,440000.0,0.44,0.0,,0.0,,0.0,12.5
2020-09-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,35200.0,429440.0,0.43,0.0,,0.0,,0.0,12.2
2020-09-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,35200.0,422400.0,0.42,0.0,,0.0,,0.0,12.0
2020-09-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,35200.0,434720.0,0.43,0.0,,0.0,,0.0,12.35
2020-09-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,35200.0,432960.0,0.43,0.0,,0.0,,0.0,12.3
2020-09-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,35200.0,425920.0,0.43,0.0,,0.0,,0.0,12.1
2020-09-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,35200.0,417120.0,0.42,0.0,,0.0,,0.0,11.85
2020-09-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,35200.0,420640.0,0.42,0.0,,0.0,,0.0,11.95
2020-09-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,38700.0,464400.0,0.46,0.0,,0.0,,0.0,12.0
2020-09-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,38700.0,485685.0,0.48,0.0,,0.0,,0.0,12.55
2020-09-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,38700.0,487620.0,0.49,0.0,,0.0,,0.0,12.6
2020-09-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,38700.0,485685.0,0.49,0.0,,0.0,,0.0,12.55
2020-09-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,38700.0,483750.0,0.48,0.0,,0.0,,0.0,12.5
2020-09-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,38500.0,479325.0,0.48,0.0,,0.0,,0.0,12.45
2020-09-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,38100.0,453390.0,0.46,0.0,,0.0,,0.0,11.9
2020-09-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,38700.0,466335.0,0.47,0.0,,0.0,,0.0,12.05
2020-09-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,39200.0,472360.0,0.47,0.0,,0.0,,0.0,12.05
2020-09-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,38100.0,468630.0,0.47,0.0,,0.0,,0.0,12.3
2020-09-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,40900.0,519430.0,0.52,0.0,,0.0,,0.0,12.7
2020-09-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,40900.0,527610.0,0.53,0.0,,0.0,,0.0,12.9
2020-09-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,41100.0,550740.0,0.55,0.0,,0.0,,0.0,13.4
2020-09-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,38700.0,522450.0,0.52,0.0,,0.0,,0.0,13.5
2020-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,38800.0,527680.0,0.53,0.0,,0.0,,0.0,13.6
2020-10-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,38700.0,530190.0,0.53,0.0,,0.0,,0.0,13.7
2020-10-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,38700.0,549540.0,0.55,0.0,,0.0,,0.0,14.2
2020-10-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,38700.0,578565.0,0.58,0.0,,0.0,,0.0,14.95
2020-10-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,38800.0,543200.0,0.55,0.0,,0.0,,0.0,14.0
2020-10-08,6000.0,87000.0,0.29,0.8,0.12,0.08,0.0,0.0,6000.0,0.0,87000.0,,,,,,,,,,,,,6000.0,,0.08,,100.0,12.71,0.0,0.0,0.0,100.0,,1.0,100.0,0.1271,14.5
2020-10-09,6000.0,87000.0,0.29,0.81,0.12,0.09,0.0,0.0,6000.0,0.0,87000.0,,,,,,,,,,,,,,,0.09,,100.0,12.71,0.0,0.0,0.0,100.0,,1.0,100.0,0.1271,14.5
2020-10-12,6000.0,87600.0,0.29,0.83,0.12,0.09,0.0,0.0,6000.0,0.0,87600.0,,,,,,,,,,,,,,,0.09,,100.0,12.71,0.0,0.0,0.0,100.0,,1.0,100.0,0.1271,14.6
2020-10-13,6000.0,87300.0,0.29,0.87,0.12,0.09,0.0,0.0,6000.0,0.0,87300.0,,,,,,,,,,,,,,,0.09,,100.0,12.71,0.0,0.0,0.0,100.0,,1.0,100.0,0.1271,14.55
2020-10-14,6000.0,86100.0,0.29,0.85,0.12,0.09,0.0,0.0,6000.0,0.0,86100.0,,,,,,,,,,,,,,,0.09,,100.0,12.88,0.0,0.0,0.0,100.0,,1.0,100.0,0.1288,14.35
2020-10-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.09,,6000.0,,,,,,,0.0,,0.0,0.0,35200.0,503360.0,0.5,0.0,,0.0,,0.0,14.3
2020-10-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,38800.0,556780.0,0.56,0.0,,0.0,,0.0,14.35
2020-10-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,38800.0,601400.0,0.6,0.0,,0.0,,0.0,15.5
2020-10-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,38800.0,589760.0,0.59,0.0,,0.0,,0.0,15.2
2020-10-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,38900.0,587390.0,0.59,0.0,,0.0,,0.0,15.1
2020-10-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,38900.0,583500.0,0.58,0.0,,0.0,,0.0,15.0
2020-10-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,38900.0,577665.0,0.58,0.0,,0.0,,0.0,14.85
2020-10-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,38900.0,554325.0,0.56,0.0,,0.0,,0.0,14.25
2020-10-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,38900.0,540710.0,0.54,0.0,,0.0,,0.0,13.9
2020-10-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,35200.0,473440.0,0.47,0.0,,0.0,,0.0,13.45
2020-10-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,35200.0,480480.0,0.48,0.0,,0.0,,0.0,13.65
2020-10-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,35200.0,498080.0,0.5,0.0,,0.0,,0.0,14.15
2020-11-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,35200.0,498080.0,0.5,0.0,,0.0,,0.0,14.15
2020-11-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,35200.0,503360.0,0.5,0.0,,0.0,,0.0,14.3
2020-11-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,35200.0,508640.0,0.51,0.0,,0.0,,0.0,14.45
2020-11-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,35200.0,503360.0,0.5,0.0,,0.0,,0.0,14.3
2020-11-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,35200.0,506880.0,0.51,0.0,,0.0,,0.0,14.4
2020-11-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,35200.0,515680.0,0.52,0.0,,0.0,,0.0,14.65
2020-11-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,35200.0,522720.0,0.52,0.0,,0.0,,0.0,14.85
2020-11-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,35200.0,536800.0,0.54,0.0,,0.0,,0.0,15.25
2020-11-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,35200.0,528000.0,0.53,0.0,,0.0,,0.0,15.0
2020-11-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,35200.0,533280.0,0.53,0.0,,0.0,,0.0,15.15
2020-11-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,35300.0,540090.0,0.54,0.0,,0.0,,0.0,15.3
2020-11-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,35300.0,547150.0,0.55,0.0,,0.0,,0.0,15.5
2020-11-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,35300.0,540090.0,0.54,0.0,,0.0,,0.0,15.3
2020-11-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,35300.0,548915.0,0.55,0.0,,0.0,,0.0,15.55
2020-11-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,35300.0,561270.0,0.56,0.0,,0.0,,0.0,15.9
2020-11-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,35300.0,564800.0,0.56,0.0,,0.0,,0.0,16.0
2020-11-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,35300.0,571860.0,0.57,0.0,,0.0,,0.0,16.2
2020-11-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,35300.0,587745.0,0.59,0.0,,0.0,,0.0,16.65
