,ALDNE FP Equity_DX_SI_QTY,ALDNE FP Equity_DX_SHORT_INTEREST_VALUE,ALDNE FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALDNE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALDNE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALDNE FP Equity_DX_SI_MV,ALDNE FP Equity_DX_DSS,ALDNE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALDNE FP Equity_DX_SUPPLY_SI_QTY,ALDNE FP Equity_DX_BROKER_SI_QTY,ALDNE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALDNE FP Equity_DX_BROKER_SI_MV_NEW_x,ALDNE FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALDNE FP Equity_DX_BROKER_SI_MV_INC_x,ALDNE FP Equity_DX_BROKER_SI_QTY_ADD,ALDNE FP Equity_DX_BROKER_SI_QTY_NEW,ALDNE FP Equity_DX_SUPPLY_SI_MV_DEC,ALDNE FP Equity_DX_BROKER_SI_QTY_INC,ALDNE FP Equity_DX_SUPPLY_SI_QTY_DEC,ALDNE FP Equity_DX_BROKER_SI_MV_NEW_y,ALDNE FP Equity_DX_BROKER_SI_MV_INC_y,ALDNE FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALDNE FP Equity_DX_BROKER_SI_MV_ADD,ALDNE FP Equity_DX_SUPPLY_SI_QTY_ADD,ALDNE FP Equity_DX_BROKER_SI_QTY_DEC,ALDNE FP Equity_DX_SUPPLY_SI_MV,ALDNE FP Equity_DX_BROKER_SI_MV_DEC,ALDNE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALDNE FP Equity_DX_UTILIZATION_QUANTITY,ALDNE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALDNE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALDNE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALDNE FP Equity_DX_ACTIVE_UTILIZATION_MV,ALDNE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALDNE FP Equity_DX_BROKER_SI_CON_RATIO,ALDNE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALDNE FP Equity_DX_DEMAND_SUPPLY_RATIO,ALDNE FP Equity_PX_LAST
2022-04-25,5312.0,65868.8,0.16,0.38,0.06,0.07,0.0,27900.0,3250.0,2250.0,40300.0,,150.0,0.0,,,0.01,150.0,1112.0,,0.0,150.0,,,1300.0,0.04,0.02,2.94,1.36,107331.0,1330904.4,1.33,2.94,16.92,0.4571,64.05,0.0223,12.4
2022-04-26,6112.0,75177.6,0.18,0.46,0.07,0.08,0.0,32595.0,3650.0,2650.0,44895.0,,400.0,0.01,,,,400.0,,,0.01,400.0,,,,0.05,,3.3,1.53,106931.0,1315251.3,1.33,3.3,15.57,0.3744,55.54,0.0256,12.3
2022-04-27,5212.0,62804.6,0.15,0.41,0.06,0.06,0.0,21087.5,3650.0,1750.0,43982.5,,,,,,,,,,,,,,900.0,0.04,0.01,3.3,1.53,106931.0,1288518.55,1.32,3.3,18.28,0.3195,47.8,0.0219,12.05
2022-04-28,3700.0,43290.0,0.11,0.3,0.04,0.04,0.0,15795.0,2350.0,1350.0,27495.0,,,,,,0.02,,1300.0,,,,,,400.0,0.03,0.01,2.15,0.99,107143.0,1253573.1,1.29,2.15,24.48,0.2975,42.88,0.0156,11.7
2022-04-29,3700.0,42180.0,0.11,0.3,0.04,0.04,0.0,15390.0,2350.0,1350.0,26790.0,,,,,,,,,,,,,,,0.03,,2.15,0.99,107143.0,1221430.2,1.25,2.2,24.91,0.2988,42.99,0.0156,11.4
2022-05-02,3300.0,37125.0,0.1,0.33,0.04,0.04,0.0,12937.5,2150.0,1150.0,24187.5,,,,,,0.0,,200.0,,,,,,200.0,0.03,0.0,3.7,0.91,56018.0,630202.5,0.64,3.86,28.12,0.3405,48.28,0.0139,11.25
2022-05-03,2600.0,29640.0,0.08,0.29,0.03,0.03,0.0,9120.0,1800.0,800.0,20520.0,,,,,,0.0,,350.0,,,,,,350.0,0.02,0.0,3.09,0.76,56368.0,642595.2,0.63,3.09,34.47,0.5009,61.7,0.011,11.4
2022-05-04,2600.0,32760.0,0.08,0.29,0.03,0.03,0.0,10080.0,1800.0,800.0,22680.0,,,,,,,,,,,,,,,0.02,,3.09,0.76,56368.0,710236.8,0.64,3.09,33.53,0.5075,62.75,0.011,12.6
2022-05-05,2600.0,32760.0,0.08,0.29,0.03,0.03,0.0,10080.0,1800.0,800.0,22680.0,,,,,,,,,,,,,,,0.02,,1.64,0.76,107693.0,1356931.8,1.36,1.48,33.22,0.5045,62.64,0.011,12.6
2022-05-06,2600.0,32760.0,0.08,0.31,0.03,0.03,0.0,10080.0,1800.0,800.0,22680.0,,,,,,,,,,,,,,,0.02,,1.64,0.76,107693.0,1356931.8,1.36,1.47,33.19,0.5046,62.67,0.011,12.6
2022-05-09,2600.0,32370.0,0.08,0.33,0.03,0.03,0.0,9960.0,1800.0,800.0,22410.0,,,,,,,,,,,,,,,0.02,,1.64,0.76,107693.0,1340777.85,1.36,1.64,34.74,0.4992,61.4,0.011,12.45
2022-05-10,2600.0,32500.0,0.08,0.36,0.03,0.03,0.0,10000.0,1800.0,800.0,22500.0,,,,,,,,,,,,,,,0.02,,1.64,0.76,107693.0,1346162.5,1.34,1.64,34.57,0.5003,61.59,0.011,12.5
2022-05-11,2600.0,32370.0,0.08,0.39,0.03,0.03,0.0,9960.0,1800.0,800.0,22410.0,,,,,,,,,,,,,,,0.02,,1.64,0.76,107693.0,1340777.85,1.35,1.64,34.66,0.4997,61.49,0.011,12.45
2022-05-12,2600.0,32110.0,0.08,0.41,0.03,0.03,0.0,9880.0,1800.0,800.0,22230.0,,,,,,,,,,,,,,,0.02,,100.0,0.76,0.0,0.0,0.0,100.0,34.85,0.499,61.32,0.011,12.35
2022-05-13,2600.0,33020.0,0.08,0.43,0.03,0.03,0.0,10160.0,1800.0,800.0,22860.0,,,,,,,,,,,,,,,0.02,,100.0,0.76,0.0,0.0,0.0,100.0,34.59,0.5012,61.66,0.011,12.7
2022-05-16,2550.0,31620.0,0.07,0.46,0.03,0.03,0.0,9920.0,1750.0,800.0,21700.0,,,,,,0.0,,50.0,,,,,,,0.02,,100.0,0.97,0.0,0.0,0.0,100.0,35.53,0.5172,62.5,0.0141,12.4
2022-05-17,2250.0,28012.5,0.07,0.43,0.03,0.03,0.0,9960.0,1450.0,800.0,18052.5,,,,,,0.0,,300.0,,,,,,,0.02,,100.0,0.8,0.0,0.0,0.0,100.0,26.61,0.577,71.11,0.0125,12.45
2022-05-18,2300.0,27945.0,0.07,0.46,0.03,0.03,0.0,9720.0,1500.0,800.0,18225.0,,50.0,,,,,,,,,50.0,,,,0.02,,2.84,0.83,51275.0,622991.25,0.64,2.84,26.31,0.5515,69.31,0.0127,12.15
2022-05-19,2300.0,27025.0,0.07,0.53,0.03,0.03,0.0,9400.0,1500.0,800.0,17625.0,,,,,,,,,,,,,,,0.02,,2.85,0.83,51042.0,599743.5,0.62,2.85,26.39,0.5506,69.21,0.0128,11.75
2022-05-20,2300.0,27025.0,0.07,0.54,0.03,0.03,0.0,9400.0,1500.0,800.0,17625.0,,,,,,,,,,,,,,,0.02,,2.85,0.83,51042.0,599743.5,0.6,2.95,26.46,0.5519,69.29,0.0128,11.75
2022-05-23,1500.0,17625.0,0.04,0.37,0.02,0.02,0.0,0.0,1500.0,0.0,17625.0,,,,,,,,,,,,,,800.0,0.02,0.01,2.85,0.83,51042.0,599743.5,0.6,2.85,40.0,0.4489,53.33,0.0083,11.75
2022-05-24,1100.0,12760.0,0.03,0.29,0.01,0.01,0.0,0.0,1100.0,0.0,12760.0,,,,,,0.02,,1400.0,,,,,1000.0,,0.01,,0.77,0.61,142576.0,1653881.6,1.66,0.76,9.2,0.833,90.8,0.0062,11.6
2022-05-25,1100.0,12650.0,0.03,0.28,0.01,0.01,0.0,0.0,1100.0,0.0,12650.0,,,,,,,,,,,,,,,0.01,,0.77,0.61,142576.0,1639624.0,1.64,0.76,9.16,0.8335,90.84,0.0061,11.5
2022-05-26,1100.0,13035.0,0.03,0.29,0.01,0.01,0.0,0.0,1100.0,0.0,13035.0,,,,,,,,,,,,,,,0.01,,1.19,0.61,91534.0,1084677.9,1.08,1.18,8.85,0.8387,91.15,0.0062,11.85
2022-05-27,1100.0,12870.0,0.03,0.28,0.01,0.01,0.0,0.0,1100.0,0.0,12870.0,,,,,,,,,,,,,,,0.01,,0.77,0.61,142576.0,1668139.2,1.68,0.76,9.2,0.833,90.8,0.0062,11.7
2022-05-30,1100.0,12650.0,0.03,0.28,0.01,0.01,0.0,0.0,1100.0,0.0,12650.0,,,,,,,,,,,,,,,0.01,,0.77,0.61,142576.0,1639624.0,1.65,0.76,9.23,0.8324,90.77,0.0061,11.5
2022-05-31,1100.0,12760.0,0.03,0.28,0.01,0.01,0.0,0.0,1100.0,0.0,12760.0,,,,,,,,,,,,,,,0.01,,0.77,0.61,142576.0,1653881.6,1.65,0.77,9.02,0.8359,90.98,0.0062,11.6
2022-06-01,1100.0,12925.0,0.03,0.28,0.01,0.01,0.0,0.0,1100.0,0.0,12925.0,,,,,,,,,,,,,,,0.01,,0.77,0.61,142576.0,1675268.0,1.67,0.77,8.99,0.8364,91.01,0.0062,11.75
2022-06-02,1100.0,13310.0,0.03,0.29,0.01,0.01,0.0,0.0,1100.0,0.0,13310.0,,,,,,,,,,,,,,,0.01,,0.77,0.61,142576.0,1725169.6,1.71,0.77,8.85,0.8386,91.15,0.0062,12.1
2022-06-03,1100.0,13145.0,0.03,0.29,0.01,0.01,0.0,0.0,1100.0,0.0,13145.0,,,,,,,,,,,,,,,0.01,,0.77,0.61,142576.0,1703783.2,1.71,0.76,9.19,0.833,90.81,0.0062,11.95
2022-06-06,1100.0,12760.0,0.03,0.29,0.01,0.01,0.0,0.0,1100.0,0.0,12760.0,,,,,,,,,,,,,,,0.01,,0.77,0.61,142576.0,1653881.6,1.68,0.76,9.49,0.8282,90.51,0.0062,11.6
2022-06-07,1100.0,12760.0,0.03,0.29,0.01,0.01,0.0,0.0,1100.0,0.0,12760.0,,,,,,,,,,,,,,,0.01,,0.77,0.61,142576.0,1653881.6,1.65,0.77,9.09,0.8347,90.91,0.0061,11.6
2022-06-08,1100.0,12540.0,0.03,0.3,0.01,0.01,0.0,0.0,1100.0,0.0,12540.0,,,,,,,,,,,,,,,0.01,,0.77,0.61,142576.0,1625366.4,1.64,0.76,9.24,0.8323,90.76,0.0062,11.4
2022-06-09,1100.0,12375.0,0.03,0.3,0.01,0.01,0.0,0.0,1100.0,0.0,12375.0,,,,,,,,,,,,,,,0.01,,1.19,0.61,91534.0,1029757.5,1.03,1.19,9.2,0.8329,90.8,0.0061,11.25
2022-06-10,1100.0,12320.0,0.03,0.31,0.01,0.01,0.0,0.0,1100.0,0.0,12320.0,,,,,,,,,,,,,,,0.01,,1.19,0.61,91534.0,1025180.8,1.03,1.19,9.13,0.8341,90.87,0.0061,11.2
2022-06-13,1100.0,11550.0,0.03,0.32,0.01,0.01,0.0,0.0,1100.0,0.0,11550.0,,,,,,,,,,,,,,,0.01,,1.19,0.61,91534.0,961107.0,0.96,1.19,9.64,0.8258,90.36,0.0061,10.5
2022-06-14,1100.0,11495.0,0.03,0.32,0.01,0.01,0.0,0.0,1100.0,0.0,11495.0,,,,,,,,,,,,,,,0.01,,1.19,0.61,91534.0,956530.3,0.96,1.19,9.13,0.8341,90.87,0.0061,10.45
2022-06-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.01,,1100.0,,,,,,,0.0,,0.0,0.0,178876.0,1833479.0,1.84,0.0,,0.0,100.0,0.0,10.25
2022-06-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,178876.0,1752984.8,1.78,0.0,,0.0,,0.0,9.8
2022-06-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,178876.0,1760139.84,1.76,0.0,,0.0,,0.0,9.84
2022-06-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,178876.0,1752984.8,1.76,0.0,,0.0,,0.0,9.8
2022-06-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,179076.0,1799713.8,1.79,0.0,,0.0,,0.0,10.05
2022-06-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,178876.0,1833479.0,1.82,0.0,,0.0,,0.0,10.25
2022-06-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,178976.0,1834504.0,1.83,0.0,,0.0,,0.0,10.25
2022-06-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,178976.0,1879248.0,1.87,0.0,,0.0,,0.0,10.5
2022-06-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,178976.0,1906094.4,1.9,0.0,,0.0,,0.0,10.65
2022-06-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,178976.0,1915043.2,1.91,0.0,,0.0,,0.0,10.7
2022-06-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,178976.0,1879248.0,1.89,0.0,,0.0,,0.0,10.5
2022-06-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,178976.0,1834504.0,1.85,0.0,,0.0,,0.0,10.25
2022-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,178976.0,1843452.8,1.84,0.0,,0.0,,0.0,10.3
2022-07-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,178976.0,1843452.8,1.84,0.0,,0.0,,0.0,10.3
2022-07-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,178976.0,1852401.6,1.85,0.0,,0.0,,0.0,10.35
2022-07-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,178976.0,1816606.4,1.83,0.0,,0.0,,0.0,10.15
2022-07-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,178976.0,1816606.4,1.82,0.0,,0.0,,0.0,10.15
2022-07-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,178976.0,1816606.4,1.82,0.0,,0.0,,0.0,10.15
2022-07-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,179176.0,1845512.8,1.84,0.0,,0.0,,0.0,10.3
2022-07-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,179176.0,1890306.8,1.88,0.0,,0.0,,0.0,10.55
2022-07-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,179176.0,1944059.6,1.93,0.0,,0.0,,0.0,10.85
2022-07-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,179176.0,1935100.8,1.94,0.0,,0.0,,0.0,10.8
2022-07-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,179176.0,1890306.8,1.9,0.0,,0.0,,0.0,10.55
2022-07-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,179176.0,1908224.4,1.9,0.0,,0.0,,0.0,10.65
2022-07-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,179176.0,1917183.2,1.91,0.0,,0.0,,0.0,10.7
2022-07-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,179076.0,1925067.0,1.92,0.0,,0.0,,0.0,10.75
2022-07-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,179076.0,1889251.8,1.9,0.0,,0.0,,0.0,10.55
2022-07-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,179076.0,1898205.6,1.89,0.0,,0.0,,0.0,10.6
2022-07-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,178976.0,1932940.8,1.9,0.0,,0.0,,0.0,10.8
2022-07-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,178976.0,1968736.0,1.92,0.0,,0.0,,0.0,11.0
2022-07-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,178976.0,1968736.0,1.93,0.0,,0.0,,0.0,11.0
2022-07-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,178976.0,1897145.6,1.91,0.0,,0.0,,0.0,10.6
2022-07-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,178976.0,1941889.6,1.9,0.0,,0.0,,0.0,10.85
2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,178976.0,1968736.0,1.92,0.0,,0.0,,0.0,11.0
2022-08-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,178876.0,1949748.4,1.92,0.0,,0.0,,0.0,10.9
2022-08-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,178876.0,1913973.2,1.91,0.0,,0.0,,0.0,10.7
2022-08-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,178876.0,1913973.2,1.9,0.0,,0.0,,0.0,10.7
2022-08-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,178876.0,1949748.4,1.91,0.0,,0.0,,0.0,10.9
2022-08-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,178876.0,1905029.4,1.91,0.0,,0.0,,0.0,10.65
2022-08-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,178876.0,1896085.6,1.89,0.0,,0.0,,0.0,10.6
2022-08-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,178876.0,1905029.4,1.89,0.0,,0.0,,0.0,10.65
2022-08-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,178876.0,1896085.6,1.9,0.0,,0.0,,0.0,10.6
2022-08-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,178876.0,1931860.8,1.92,0.0,,0.0,,0.0,10.8
2022-08-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,178876.0,1896085.6,1.91,0.0,,0.0,,0.0,10.6
2022-08-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,178876.0,1940804.6,1.93,0.0,,0.0,,0.0,10.85
2022-08-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,178876.0,1905029.4,1.92,0.0,,0.0,,0.0,10.65
2022-08-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,178976.0,1906094.4,1.91,0.0,,0.0,,0.0,10.65
2022-08-19,50.0,532.5,0.0,0.03,0.0,0.0,0.0,0.0,50.0,0.0,532.5,,,,,,,,,,,,,50.0,,0.0,,100.0,0.03,0.0,0.0,0.0,100.0,,1.0,100.0,0.0003,10.65
2022-08-22,100.0,1060.0,0.0,0.06,0.0,0.0,0.0,530.0,50.0,50.0,530.0,,,,50.0,,,,,,,,0.0,,,0.0,,100.0,0.03,0.0,0.0,0.0,100.0,,1.0,100.0,0.0006,10.6
2022-08-23,100.0,1045.0,0.0,0.06,0.0,0.0,0.0,522.5,50.0,50.0,522.5,,,,,,,,,,,,,,,0.0,,100.0,0.03,0.0,0.0,0.0,100.0,,1.0,100.0,0.0006,10.45
2022-08-24,100.0,1035.0,0.0,0.06,0.0,0.0,0.0,517.5,50.0,50.0,517.5,,,,,,,,,,,,,,,0.0,,100.0,0.03,0.0,0.0,0.0,100.0,,1.0,100.0,0.0006,10.35
2022-08-25,100.0,1040.0,0.0,0.06,0.0,0.0,0.0,520.0,50.0,50.0,520.0,,,,,,,,,,,,,,,0.0,,100.0,0.03,0.0,0.0,0.0,100.0,,1.0,100.0,0.0006,10.4
2022-08-26,100.0,1050.0,0.0,0.06,0.0,0.0,0.0,525.0,50.0,50.0,525.0,,,,,,,,,,,,,,,0.0,,100.0,0.03,0.0,0.0,0.0,100.0,,1.0,100.0,0.0006,10.5
2022-08-29,100.0,1025.0,0.0,0.06,0.0,0.0,0.0,512.5,50.0,50.0,512.5,,,,,,,,,,,,,,,0.0,,100.0,0.03,0.0,0.0,0.0,100.0,,1.0,100.0,0.0006,10.25
2022-08-30,100.0,994.0,0.0,0.06,0.0,0.0,0.0,497.0,50.0,50.0,497.0,,,,,,,,,,,,,,,0.0,,100.0,0.03,0.0,0.0,0.0,100.0,,1.0,100.0,0.0006,9.94
2022-08-31,100.0,990.0,0.0,0.05,0.0,0.0,0.0,495.0,50.0,50.0,495.0,,,,,,,,,,,,,,,0.0,,100.0,0.03,0.0,0.0,0.0,100.0,,1.0,100.0,0.0006,9.9
2022-09-01,100.0,1040.0,0.0,0.05,0.0,0.0,0.0,520.0,50.0,50.0,520.0,,,,,,,,,,,,,,,0.0,,100.0,0.03,0.0,0.0,0.0,100.0,,1.0,100.0,0.0006,10.4
2022-09-02,100.0,1165.0,0.0,0.04,0.0,0.0,0.0,582.5,50.0,50.0,582.5,,,,,,,,,,,,,,,0.0,,100.0,0.03,0.0,0.0,0.0,100.0,,1.0,100.0,0.0006,11.65
2022-09-05,1100.0,13255.0,0.03,0.38,0.01,0.01,0.0,602.5,1050.0,50.0,12652.5,,1000.0,,,,,,,,,1000.0,,,,0.01,,100.0,0.58,0.0,0.0,0.0,100.0,8.84,0.8388,91.16,0.0061,12.05
2022-09-06,1100.0,13805.0,0.03,0.35,0.01,0.01,0.0,627.5,1050.0,50.0,13177.5,,,,,,,,,,,,,,,0.01,,100.0,0.58,0.0,0.0,0.0,100.0,9.3,0.8313,90.7,0.0061,12.55
2022-09-07,1100.0,13420.0,0.03,0.34,0.01,0.01,0.0,610.0,1050.0,50.0,12810.0,,,,,,,,,,,,,,,0.01,,100.0,0.58,0.0,0.0,0.0,100.0,9.3,0.8313,90.7,0.0061,12.2
2022-09-08,1100.0,12540.0,0.03,0.32,0.01,0.01,0.0,570.0,1050.0,50.0,11970.0,,,,,,,,,,,,,,,0.01,,100.0,0.58,0.0,0.0,0.0,100.0,9.3,0.8313,90.7,0.0061,11.4
2022-09-09,1100.0,13035.0,0.03,0.31,0.01,0.01,0.0,592.5,1050.0,50.0,12442.5,,,,,,,,,,,,,,,0.01,,100.0,0.58,0.0,0.0,0.0,100.0,9.3,0.8313,90.7,0.0061,11.85
2022-09-12,600.0,7530.0,0.02,0.17,0.01,0.01,0.0,627.5,550.0,50.0,6902.5,,,,,,0.01,,500.0,,,,,,,0.01,,100.0,0.31,0.0,0.0,0.0,100.0,17.01,0.7176,82.99,0.0033,12.55
2022-09-13,600.0,7530.0,0.02,0.14,0.01,0.01,0.0,627.5,550.0,50.0,6902.5,,,,,,,,,,,,,,,0.01,,100.0,0.31,0.0,0.0,0.0,100.0,17.01,0.7176,82.99,0.0033,12.55
2022-09-14,600.0,7470.0,0.02,0.14,0.01,0.01,0.0,622.5,550.0,50.0,6847.5,,,,,,,,,,,,,,,0.01,,100.0,0.31,0.0,0.0,0.0,100.0,17.01,0.7176,82.99,0.0033,12.45
2022-09-15,600.0,7500.0,0.02,0.14,0.01,0.01,0.0,625.0,550.0,50.0,6875.0,,,,,,,,,,,,,,,0.01,,100.0,0.31,0.0,0.0,0.0,100.0,17.01,0.7176,82.99,0.0033,12.5
2022-09-16,600.0,7320.0,0.02,0.14,0.01,0.01,0.0,610.0,550.0,50.0,6710.0,,,,,,,,,,,,,,,0.01,,100.0,0.31,0.0,0.0,0.0,100.0,17.01,0.7176,82.99,0.0033,12.2
2022-09-19,600.0,6960.0,0.02,0.14,0.01,0.01,0.0,580.0,550.0,50.0,6380.0,,,,,,,,,,,,,,,0.01,,100.0,0.31,0.0,0.0,0.0,100.0,17.01,0.7176,82.99,0.0033,11.6
2022-09-20,600.0,6690.0,0.02,0.15,0.01,0.01,0.0,557.5,550.0,50.0,6132.5,,,,,,,,,,,,,,,0.01,,100.0,0.31,0.0,0.0,0.0,100.0,17.01,0.7176,82.99,0.0033,11.15
2022-09-21,600.0,6420.0,0.02,0.15,0.01,0.01,0.0,535.0,550.0,50.0,5885.0,,,,,,,,,,,,,,,0.01,,100.0,0.31,0.0,0.0,0.0,100.0,17.01,0.7176,82.99,0.0033,10.7
2022-09-22,600.0,6360.0,0.02,0.15,0.01,0.01,0.0,530.0,550.0,50.0,5830.0,,,,,,,,,,,,,,,0.01,,100.0,0.31,0.0,0.0,0.0,100.0,17.01,0.7176,82.99,0.0033,10.6
2022-09-23,600.0,6480.0,0.02,0.15,0.01,0.01,0.0,540.0,550.0,50.0,5940.0,,,,,,,,,,,,,,,0.01,,100.0,0.31,0.0,0.0,0.0,100.0,17.01,0.7176,82.99,0.0033,10.8
