,ALAGO FP Equity_DX_SI_QTY,ALAGO FP Equity_DX_SHORT_INTEREST_VALUE,ALAGO FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALAGO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALAGO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALAGO FP Equity_DX_SI_MV,ALAGO FP Equity_DX_DSS,ALAGO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALAGO FP Equity_DX_SUPPLY_SI_QTY,ALAGO FP Equity_DX_BROKER_SI_QTY,ALAGO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALAGO FP Equity_DX_BROKER_SI_MV_NEW_x,ALAGO FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALAGO FP Equity_DX_BROKER_SI_MV_INC_x,ALAGO FP Equity_DX_BROKER_SI_QTY_ADD,ALAGO FP Equity_DX_BROKER_SI_QTY_NEW,ALAGO FP Equity_DX_SUPPLY_SI_MV_DEC,ALAGO FP Equity_DX_BROKER_SI_QTY_INC,ALAGO FP Equity_DX_SUPPLY_SI_QTY_DEC,ALAGO FP Equity_DX_BROKER_SI_MV_NEW_y,ALAGO FP Equity_DX_BROKER_SI_MV_INC_y,ALAGO FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALAGO FP Equity_DX_BROKER_SI_MV_ADD,ALAGO FP Equity_DX_SUPPLY_SI_QTY_ADD,ALAGO FP Equity_DX_BROKER_SI_QTY_DEC,ALAGO FP Equity_DX_SUPPLY_SI_MV,ALAGO FP Equity_DX_BROKER_SI_MV_DEC,ALAGO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALAGO FP Equity_DX_UTILIZATION_QUANTITY,ALAGO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALAGO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALAGO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALAGO FP Equity_DX_ACTIVE_UTILIZATION_MV,ALAGO FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALAGO FP Equity_DX_BROKER_SI_CON_RATIO,ALAGO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALAGO FP Equity_DX_DEMAND_SUPPLY_RATIO,ALAGO FP Equity_PX_LAST
2023-03-10,88248.0,150021.6,1.71,1.01,1.71,0.16,1.0,77424.8,45544.0,45544.0,77424.8,,,,,,,,,,,,,,,0.08,,100.0,56.71,0.0,0.0,0.0,100.0,3.32,0.9357,96.68,1.0989,1.7
2023-03-13,92708.0,166874.4,1.8,1.08,1.8,0.16,1.0,90007.2,50004.0,50004.0,90007.2,,4460.0,0.01,,,,4460.0,,,0.01,4460.0,,,,0.09,,100.0,58.99,0.0,0.0,0.0,100.0,7.67,0.8584,92.33,1.0937,1.8
2023-03-14,70973.0,122783.29,1.38,0.85,1.38,0.13,1.0,48905.37,50004.0,28269.0,86506.92,,,,,,,,,,,,,,21735.0,0.09,0.04,100.0,58.99,0.0,0.0,0.0,100.0,10.41,0.8136,89.59,0.8373,1.73
2023-03-15,49238.0,81242.7,0.96,0.62,0.96,0.08,0.0,46643.85,28269.0,28269.0,46643.85,,,,,,0.04,,21735.0,,,,,,,0.05,,100.0,44.85,0.0,0.0,0.0,100.0,15.12,0.7433,84.88,0.7811,1.65
2023-03-16,49238.0,79026.99,0.96,0.63,0.96,0.08,0.0,45371.75,28269.0,28269.0,45371.75,,,,,,,,,,,,,,,0.05,,100.0,44.85,0.0,0.0,0.0,100.0,15.0,0.745,85.0,0.7811,1.605
2023-03-17,49238.0,74349.38,0.96,0.64,0.96,0.08,0.0,42686.19,28269.0,28269.0,42686.19,,,,,,,,,,,,,,,0.05,,100.0,44.85,0.0,0.0,0.0,100.0,15.22,0.7419,84.78,0.7811,1.51
2023-03-20,50858.0,68658.3,0.99,0.67,0.99,0.07,0.0,34329.15,25429.0,25429.0,34329.15,,,,,,0.0,,2840.0,,,,,,2840.0,0.04,0.01,100.0,40.34,0.0,0.0,0.0,100.0,18.34,0.7005,81.66,0.8068,1.35
2023-03-21,50858.0,65098.24,0.99,0.69,0.99,0.07,0.0,32549.12,25429.0,25429.0,32549.12,,,,,,,,,,,,,,,0.03,,100.0,40.34,0.0,0.0,0.0,100.0,17.92,0.7058,82.08,0.8068,1.28
2023-03-22,50858.0,61029.6,0.99,0.7,0.99,0.06,0.0,30514.8,25429.0,25429.0,30514.8,,,,,,,,,,,,,,,0.03,,100.0,72.25,0.0,0.0,0.0,100.0,18.0,0.7048,82.0,1.4451,1.2
2023-03-23,50858.0,57978.12,0.99,0.71,0.99,0.06,0.0,28989.06,25429.0,25429.0,28989.06,,,,,,,,,,,,,,,0.03,,100.0,40.34,0.0,0.0,0.0,100.0,17.91,0.706,82.09,0.8068,1.14
2023-03-24,50858.0,57723.83,0.99,0.72,0.99,0.06,0.0,28861.92,25429.0,25429.0,28861.92,,,,,,,,,,,,,,,0.03,,100.0,40.34,0.0,0.0,0.0,100.0,17.57,0.7103,82.43,0.8068,1.135
2023-03-27,50858.0,54163.77,0.99,0.72,0.99,0.06,0.0,27081.89,25429.0,25429.0,27081.89,,,,,,,,,,,,,,,0.03,,100.0,40.34,0.0,0.0,0.0,100.0,18.0,0.7048,82.0,0.8068,1.065
2023-03-28,50858.0,70184.04,0.99,0.82,0.99,0.06,0.0,35092.02,25429.0,25429.0,35092.02,,,,,,,,,,,,,,,0.03,,100.0,40.34,0.0,0.0,0.0,100.0,15.63,0.7362,84.37,0.8068,1.38
2023-03-29,50858.0,64589.66,0.99,0.91,0.99,0.07,0.0,32294.83,25429.0,25429.0,32294.83,,,,,,,,,,,,,,,0.04,,100.0,40.34,0.0,0.0,0.0,100.0,18.14,0.7031,81.86,0.8068,1.27
2023-03-30,41938.0,48228.7,0.81,0.82,0.81,0.05,0.0,24114.35,20969.0,20969.0,24114.35,,,,,,0.01,,4460.0,,,,,,4460.0,0.03,0.01,100.0,35.8,0.0,0.0,0.0,100.0,,1.0,100.0,0.716,1.15
2023-03-31,41938.0,56196.92,0.81,1.01,0.81,0.05,0.0,28098.46,20969.0,20969.0,28098.46,,,,,,,,,,,,,,,0.02,,100.0,35.8,0.0,0.0,0.0,100.0,,1.0,100.0,0.716,1.34
2023-04-03,41938.0,52841.88,0.81,0.99,0.81,0.05,0.0,26420.94,20969.0,20969.0,26420.94,,,,,,,,,,,,,,,0.03,,100.0,35.8,0.0,0.0,0.0,100.0,,1.0,100.0,0.716,1.26
2023-04-04,41938.0,51583.74,0.81,1.04,0.81,0.05,0.0,25791.87,20969.0,20969.0,25791.87,,,,,,,,,,,,,,,0.03,,100.0,35.8,0.0,0.0,0.0,100.0,,1.0,100.0,0.716,1.23
2023-04-05,41938.0,55358.16,0.81,1.13,0.81,0.05,0.0,27679.08,20969.0,20969.0,27679.08,,,,,,,,,,,,,,,0.03,,100.0,35.8,0.0,0.0,0.0,100.0,,1.0,100.0,0.716,1.32
2023-04-06,41938.0,62907.0,0.81,1.13,0.81,0.06,0.0,31453.5,20969.0,20969.0,31453.5,,,,,,,,,,,,,,,0.03,,100.0,35.8,0.0,0.0,0.0,100.0,,1.0,100.0,0.716,1.5
2023-04-07,41938.0,62907.0,0.81,1.12,0.81,0.06,0.0,31453.5,20969.0,20969.0,31453.5,,,,,,,,,,,,,,,0.03,,100.0,35.8,0.0,0.0,0.0,100.0,,1.0,100.0,0.716,
2023-04-10,41938.0,62907.0,0.81,1.12,0.81,0.06,0.0,31453.5,20969.0,20969.0,31453.5,,,,,,,,,,,,,,,0.03,,100.0,35.8,0.0,0.0,0.0,100.0,,1.0,100.0,0.716,
2023-04-11,41938.0,58922.89,0.81,1.12,0.81,0.06,0.0,29461.45,20969.0,20969.0,29461.45,,,,,,,,,,,,,,,0.03,,100.0,35.8,0.0,0.0,0.0,100.0,,1.0,100.0,0.716,1.405
2023-04-12,41938.0,57035.68,0.81,1.11,0.81,0.06,0.0,28517.84,20969.0,20969.0,28517.84,,,,,,,,,,,,,,,0.03,,100.0,35.8,0.0,0.0,0.0,100.0,,1.0,100.0,0.716,1.36
2023-04-13,41938.0,51374.05,0.81,1.17,0.81,0.05,0.0,25687.03,20969.0,20969.0,25687.03,,,,,,,,,,,,,,,0.03,,100.0,35.8,0.0,0.0,0.0,100.0,,1.0,100.0,0.716,1.225
2023-04-14,41938.0,53261.26,0.81,1.18,0.81,0.05,0.0,26630.63,20969.0,20969.0,26630.63,,,,,,,,,,,,,,,0.03,,100.0,35.8,0.0,0.0,0.0,100.0,,1.0,100.0,0.716,1.27
2023-04-17,41938.0,51583.74,0.81,1.17,0.81,0.05,0.0,25791.87,20969.0,20969.0,25791.87,,,,,,,,,,,,,,,0.03,,100.0,35.8,0.0,0.0,0.0,100.0,,1.0,100.0,0.716,1.23
2023-04-18,41938.0,54100.02,0.81,1.18,0.81,0.05,0.0,27050.01,20969.0,20969.0,27050.01,,,,,,,,,,,,,,,0.03,,100.0,35.8,0.0,0.0,0.0,100.0,,1.0,100.0,0.716,1.29
2023-04-19,41938.0,53890.33,0.81,1.19,0.81,0.05,0.0,26945.17,20969.0,20969.0,26945.17,,,,,,,,,,,,,,,0.03,,100.0,35.8,0.0,0.0,0.0,100.0,,1.0,100.0,0.716,1.285
2023-04-20,41938.0,52212.81,0.81,1.24,0.81,0.05,0.0,26106.41,20969.0,20969.0,26106.41,,,,,,,,,,,,,,,0.03,,100.0,35.8,0.0,0.0,0.0,100.0,,1.0,100.0,0.716,1.245
2023-04-21,41938.0,52632.19,0.81,1.3,0.81,0.05,0.0,26316.1,20969.0,20969.0,26316.1,,,,,,,,,,,,,,,0.03,,100.0,35.8,0.0,0.0,0.0,100.0,,1.0,100.0,0.716,1.255
2023-04-24,41938.0,51583.74,0.81,1.32,0.81,0.05,0.0,25791.87,20969.0,20969.0,25791.87,,,,,,,,,,,,,,,0.03,,100.0,35.8,0.0,0.0,0.0,100.0,,1.0,100.0,0.716,1.23
2023-04-25,41938.0,50115.91,0.81,1.5,0.81,0.05,0.0,25057.96,20969.0,20969.0,25057.96,,,,,,,,,,,,,,,0.03,,100.0,35.8,0.0,0.0,0.0,100.0,,1.0,100.0,0.716,1.195
2023-04-26,41938.0,51164.36,0.81,1.54,0.81,0.05,0.0,25582.18,20969.0,20969.0,25582.18,,,,,,,,,,,,,,,0.03,,100.0,35.8,0.0,0.0,0.0,100.0,,1.0,100.0,0.716,1.22
2023-04-27,41938.0,51374.05,0.81,1.6,0.81,0.05,0.0,25687.03,20969.0,20969.0,25687.03,,,,,,,,,,,,,,,0.03,,100.0,35.8,0.0,0.0,0.0,100.0,,1.0,100.0,0.716,1.225
2023-04-28,41938.0,80940.34,0.81,1.62,0.81,0.07,0.0,40470.17,20969.0,20969.0,40470.17,,,,,,,,,,,,,,,0.03,,100.0,35.8,0.0,0.0,0.0,100.0,,1.0,100.0,0.716,1.93
2023-05-01,41938.0,80940.34,0.81,1.43,0.81,0.07,0.0,40470.17,20969.0,20969.0,40470.17,,,,,,,,,,,,,,,0.03,,100.0,35.8,0.0,0.0,0.0,100.0,,1.0,100.0,0.716,
2023-05-02,41938.0,68358.94,0.81,1.43,0.81,0.07,0.0,34179.47,20969.0,20969.0,34179.47,,,,,,,,,,,,,,,0.04,,100.0,35.8,0.0,0.0,0.0,100.0,,1.0,100.0,0.716,1.63
2023-05-03,41938.0,70455.84,0.81,1.32,0.81,0.07,0.0,35227.92,20969.0,20969.0,35227.92,,,,,,,,,,,,,,,0.03,,100.0,35.8,0.0,0.0,0.0,100.0,,1.0,100.0,0.716,1.68
2023-05-04,41938.0,73391.5,0.81,1.32,0.81,0.07,0.0,36695.75,20969.0,20969.0,36695.75,,,,,,,,,,,,,,,0.04,,100.0,35.8,0.0,0.0,0.0,100.0,,1.0,100.0,0.716,1.75
2023-05-05,41938.0,71084.91,0.81,1.3,0.81,0.07,0.0,35542.46,20969.0,20969.0,35542.46,,,,,,,,,,,,,,,0.04,,100.0,35.8,0.0,0.0,0.0,100.0,,1.0,100.0,0.716,1.695
2023-05-08,41938.0,71713.98,0.81,1.35,0.81,0.07,0.0,35856.99,20969.0,20969.0,35856.99,,,,,,,,,,,,,,,0.04,,100.0,35.8,0.0,0.0,0.0,100.0,,1.0,100.0,0.716,1.71
2023-05-09,41938.0,66471.73,0.81,1.33,0.81,0.07,0.0,33235.87,20969.0,20969.0,33235.87,,,,,,,,,,,,,,,0.04,,100.0,35.8,0.0,0.0,0.0,100.0,,1.0,100.0,0.716,1.585
2023-05-10,41938.0,74649.64,0.81,1.38,0.81,0.07,0.0,37324.82,20969.0,20969.0,37324.82,,,,,,,,,,,,,,,0.03,,100.0,35.8,0.0,0.0,0.0,100.0,,1.0,100.0,0.716,1.78
2023-05-11,41938.0,71084.91,0.81,1.29,0.81,0.07,0.0,35542.46,20969.0,20969.0,35542.46,,,,,,,,,,,,,,,0.04,,100.0,35.8,0.0,0.0,0.0,100.0,,1.0,100.0,0.716,1.695
2023-05-12,41938.0,68358.94,0.81,1.27,0.81,0.07,0.0,34179.47,20969.0,20969.0,34179.47,,,,,,,,,,,,,,,0.04,,100.0,35.8,0.0,0.0,0.0,100.0,,1.0,100.0,0.716,1.63
2023-05-15,41938.0,78214.37,0.81,1.43,0.81,0.07,0.0,39107.19,20969.0,20969.0,39107.19,,,,,,,,,,,,,,,0.03,,100.0,35.8,0.0,0.0,0.0,100.0,,1.0,100.0,0.716,1.865
2023-05-16,41938.0,75278.71,0.81,1.33,0.81,0.08,0.0,37639.36,20969.0,20969.0,37639.36,,,,,,,,,,,,,,,0.04,,100.0,35.8,0.0,0.0,0.0,100.0,,1.0,100.0,0.716,1.795
2023-05-17,41938.0,76327.16,0.81,1.33,0.81,0.08,0.0,38163.58,20969.0,20969.0,38163.58,,,,,,,,,,,,,,,0.04,,100.0,35.8,0.0,0.0,0.0,100.0,,1.0,100.0,0.716,1.82
2023-05-18,41938.0,77585.3,0.81,1.42,0.81,0.08,0.0,38792.65,20969.0,20969.0,38792.65,,,,,,,,,,,,,,,0.04,,100.0,35.8,0.0,0.0,0.0,100.0,,1.0,100.0,0.716,1.85
2023-05-19,41938.0,75488.4,0.81,1.45,0.81,0.08,0.0,37744.2,20969.0,20969.0,37744.2,,,,,,,,,,,,,,,0.04,,100.0,35.8,0.0,0.0,0.0,100.0,,1.0,100.0,0.716,1.8
2023-05-22,41938.0,72343.05,0.81,1.49,0.81,0.07,0.0,36171.53,20969.0,20969.0,36171.53,,,,,,,,,,,,,,,0.04,,100.0,35.8,0.0,0.0,0.0,100.0,,1.0,100.0,0.716,1.725
2023-05-23,41938.0,77794.99,0.81,1.55,0.81,0.08,0.0,38897.5,20969.0,20969.0,38897.5,,,,,,,,,,,,,,,0.04,,100.0,35.8,0.0,0.0,0.0,100.0,,1.0,100.0,0.716,1.855
2023-05-24,41938.0,73810.88,0.81,1.6,0.81,0.08,0.0,36905.44,20969.0,20969.0,36905.44,,,,,,,,,,,,,,,0.04,,100.0,35.8,0.0,0.0,0.0,100.0,,1.0,100.0,0.716,1.76
2023-05-25,41938.0,74020.57,0.81,1.67,0.81,0.07,0.0,37010.29,20969.0,20969.0,37010.29,,,,,,,,,,,,,,,0.04,,100.0,35.8,0.0,0.0,0.0,100.0,,1.0,100.0,0.716,1.765
2023-05-26,41938.0,73391.5,0.81,1.68,0.81,0.07,0.0,36695.75,20969.0,20969.0,36695.75,,,,,,,,,,,,,,,0.04,,100.0,35.8,0.0,0.0,0.0,100.0,,1.0,100.0,0.716,1.75
2023-05-29,41938.0,73601.19,0.81,1.7,0.81,0.07,0.0,36800.6,20969.0,20969.0,36800.6,,,,,,,,,,,,,,,0.04,,100.0,35.8,0.0,0.0,0.0,100.0,,1.0,100.0,0.716,1.755
2023-05-30,41938.0,79472.51,0.81,1.75,0.81,0.08,0.0,39736.25,20969.0,20969.0,39736.25,,,,,,,,,,,,,,,0.04,,100.0,35.8,0.0,0.0,0.0,100.0,,1.0,100.0,0.716,1.895
2023-05-31,41938.0,79472.51,0.81,1.69,0.81,0.08,0.0,39736.25,20969.0,20969.0,39736.25,,,,,,,,,,,,,,,0.04,,100.0,35.8,0.0,0.0,0.0,100.0,,1.0,100.0,0.716,1.895
2023-06-01,41938.0,87650.42,0.81,1.64,0.81,0.08,0.0,43825.21,20969.0,20969.0,43825.21,,,,,,,,,,,,,,,0.04,,100.0,35.8,0.0,0.0,0.0,100.0,,1.0,100.0,0.716,2.09
2023-06-02,83876.0,192076.04,1.63,3.17,1.63,0.18,1.0,96038.02,41938.0,41938.0,96038.02,,20969.0,0.05,,,,20969.0,,,0.05,20969.0,,,,0.09,,100.0,52.72,0.0,0.0,0.0,100.0,,1.0,100.0,1.0545,2.29
2023-06-05,83876.0,192076.04,1.63,2.57,1.63,0.19,1.0,96038.02,41938.0,41938.0,96038.02,,,,,,,,,,,,,,,0.1,,100.0,52.72,0.0,0.0,0.0,100.0,,1.0,100.0,1.0545,2.29
2023-06-06,83876.0,182849.68,1.63,2.43,1.63,0.19,1.0,91424.84,41938.0,41938.0,91424.84,,,,,,,,,,,,,,,0.1,,100.0,52.72,0.0,0.0,0.0,100.0,,1.0,100.0,1.0545,2.18
2023-06-07,125814.0,291888.48,2.44,3.59,2.44,0.28,1.0,145944.24,62907.0,62907.0,145944.24,,20969.0,0.05,,,,20969.0,,,0.05,20969.0,,,,0.14,,100.0,62.59,0.0,0.0,0.0,100.0,,1.0,100.0,1.2517,2.32
2023-06-08,125814.0,291888.48,2.44,3.48,2.44,0.29,1.0,145944.24,62907.0,62907.0,145944.24,,,,,,,,,,,,,,,0.15,,100.0,62.59,0.0,0.0,0.0,100.0,,1.0,100.0,1.2517,2.32
2023-06-09,125814.0,281823.36,2.44,3.44,2.44,0.29,1.0,140911.68,62907.0,62907.0,140911.68,,,,,,,,,,,,,,,0.15,,100.0,62.59,0.0,0.0,0.0,100.0,,1.0,100.0,1.2517,2.24
2023-06-12,125814.0,266725.68,2.44,3.33,2.44,0.27,1.0,133362.84,62907.0,62907.0,133362.84,,,,,,,,,,,,,,,0.14,,100.0,62.59,0.0,0.0,0.0,100.0,,1.0,100.0,1.2517,2.12
2023-06-13,143614.0,303025.54,2.79,4.21,2.79,0.31,1.0,170291.77,80707.0,80707.0,170291.77,,,,17800.0,,,,,,,,0.04,17800.0,,0.17,,100.0,80.3,0.0,0.0,0.0,100.0,13.08,0.7726,86.92,1.4288,2.11
2023-06-14,126067.0,259698.02,2.45,3.91,2.45,0.26,1.0,130109.6,63160.0,63160.0,130109.6,,,,,,0.04,,17547.0,,,,,,17547.0,0.13,0.04,100.0,62.84,0.0,0.0,0.0,100.0,0.2,0.9959,99.8,1.2542,2.06
2023-06-15,126067.0,277347.4,2.45,3.97,2.45,0.27,1.0,138952.0,63160.0,63160.0,138952.0,,,,,,,,,,,,,,,0.13,,100.0,62.84,0.0,0.0,0.0,100.0,0.2,0.9961,99.8,1.2542,2.2
2023-06-16,126067.0,267262.04,2.45,4.01,2.45,0.27,1.0,133899.2,63160.0,63160.0,133899.2,,,,,,,,,,,,,,,0.14,,100.0,62.84,0.0,0.0,0.0,100.0,0.21,0.9959,99.79,1.2542,2.12
2023-06-19,126067.0,264740.7,2.45,4.04,2.45,0.27,1.0,132636.0,63160.0,63160.0,132636.0,,,,,,,,,,,,,,,0.13,,100.0,62.84,0.0,0.0,0.0,100.0,0.2,0.996,99.8,1.2542,2.1
2023-06-20,126067.0,255916.01,2.45,4.17,2.45,0.26,1.0,128214.8,63160.0,63160.0,128214.8,,,,,,,,,,,,,,,0.13,,100.0,62.84,0.0,0.0,0.0,100.0,0.21,0.9959,99.79,1.2542,2.03
2023-06-21,126067.0,253394.67,2.45,4.22,2.45,0.25,1.0,126951.6,63160.0,63160.0,126951.6,,,,,,,,,,,,,,,0.13,,100.0,62.84,0.0,0.0,0.0,100.0,0.2,0.996,99.8,1.2542,2.01
2023-06-22,126067.0,250243.0,2.45,4.6,2.45,0.25,1.0,125372.6,63160.0,63160.0,125372.6,,,,,,,,,,,,,,,0.13,,100.0,62.84,0.0,0.0,0.0,100.0,0.2,0.996,99.8,1.2542,1.985
2023-06-23,126067.0,248982.33,2.45,4.68,2.45,0.25,1.0,124741.0,63160.0,63160.0,124741.0,,,,,,,,,,,,,,,0.13,,100.0,62.84,0.0,0.0,0.0,100.0,0.2,0.996,99.8,1.2542,1.975
2023-06-26,126067.0,268522.71,2.45,4.71,2.45,0.26,1.0,134530.8,63160.0,63160.0,134530.8,,,,,,,,,,,,,,,0.12,,100.0,62.84,0.0,0.0,0.0,100.0,0.19,0.9961,99.81,1.2542,2.13
2023-06-27,126067.0,258437.35,2.45,5.23,2.45,0.26,1.0,129478.0,63160.0,63160.0,129478.0,,,,,,,,,,,,,,,0.13,,100.0,62.84,0.0,0.0,0.0,100.0,0.21,0.9959,99.79,1.2542,2.05
2023-06-28,126067.0,286172.09,2.45,5.51,2.45,0.27,1.0,143373.2,63160.0,63160.0,143373.2,,,,,,,,,,,,,,,0.13,,100.0,62.84,0.0,0.0,0.0,100.0,0.19,0.9962,99.81,1.2542,2.27
2023-06-29,126067.0,289954.1,2.45,5.23,2.45,0.29,1.0,145268.0,63160.0,63160.0,145268.0,,,,,,,,,,,,,,,0.14,,100.0,62.84,0.0,0.0,0.0,100.0,0.2,0.996,99.8,1.2542,2.3
2023-06-30,126650.0,281163.0,2.46,5.05,2.46,0.29,1.0,141509.46,63743.0,63743.0,141509.46,,583.0,0.0,,,,583.0,,,0.0,583.0,,,,0.15,,100.0,63.05,0.0,0.0,0.0,100.0,0.67,0.9866,99.33,1.2528,2.22
2023-07-03,126980.0,278086.2,2.47,4.97,2.47,0.28,1.0,139043.1,63490.0,63490.0,139043.1,,,,,,0.0,,253.0,,,,,,253.0,0.14,0.0,100.0,62.8,0.0,0.0,0.0,100.0,0.92,0.9817,99.08,1.256,2.19
2023-07-04,126980.0,271737.2,2.47,4.95,2.47,0.28,1.0,135868.6,63490.0,63490.0,135868.6,,,,,,,,,,,,,,,0.14,,100.0,62.8,0.0,0.0,0.0,100.0,0.92,0.9818,99.08,1.256,2.14
2023-07-05,126980.0,271737.2,2.47,5.05,2.47,0.27,1.0,135868.6,63490.0,63490.0,135868.6,,,,,,,,,,,,,,,0.14,,100.0,62.8,0.0,0.0,0.0,100.0,0.92,0.9818,99.08,1.256,2.14
2023-07-06,126980.0,260309.0,2.47,4.96,2.47,0.27,1.0,130154.5,63490.0,63490.0,130154.5,,,,,,,,,,,,,,,0.14,,100.0,62.8,0.0,0.0,0.0,100.0,0.94,0.9814,99.06,1.256,2.05
2023-07-07,126980.0,278086.2,2.47,4.95,2.47,0.27,1.0,139043.1,63490.0,63490.0,139043.1,,,,,,,,,,,,,,,0.13,,100.0,62.8,0.0,0.0,0.0,100.0,0.89,0.9824,99.11,1.256,2.19
2023-07-10,126980.0,266658.0,2.47,4.96,2.47,0.27,1.0,133329.0,63490.0,63490.0,133329.0,,,,,,,,,,,,,,,0.14,,100.0,62.8,0.0,0.0,0.0,100.0,0.94,0.9814,99.06,1.256,2.1
2023-07-11,126980.0,275546.6,2.47,4.96,2.47,0.27,1.0,137773.3,63490.0,63490.0,137773.3,,,,,,,,,,,,,,,0.13,,100.0,62.8,0.0,0.0,0.0,100.0,0.9,0.9821,99.1,1.256,2.17
2023-07-12,126980.0,276816.4,2.47,4.98,2.47,0.28,1.0,138408.2,63490.0,63490.0,138408.2,,,,,,,,,,,,,,,0.14,,100.0,62.8,0.0,0.0,0.0,100.0,0.92,0.9818,99.08,1.256,2.18
2023-07-13,126980.0,298403.0,2.47,5.17,2.47,0.29,1.0,149201.5,63490.0,63490.0,149201.5,,,,,,,,,,,,,,,0.14,,100.0,62.8,0.0,0.0,0.0,100.0,0.88,0.9825,99.12,1.256,2.35
2023-07-14,126980.0,293323.8,2.47,5.26,2.47,0.3,1.0,146661.9,63490.0,63490.0,146661.9,,,,,,,,,,,,,,,0.15,,100.0,62.8,0.0,0.0,0.0,100.0,0.93,0.9817,99.07,1.256,2.31
2023-07-17,126980.0,274276.8,2.47,7.01,2.47,0.28,1.0,137138.4,63490.0,63490.0,137138.4,,,,,,,,,,,,,,,0.15,,100.0,62.8,0.0,0.0,0.0,100.0,0.95,0.9812,99.05,1.256,2.16
2023-07-18,126980.0,269197.6,2.47,7.4,2.47,0.27,1.0,134598.8,63490.0,63490.0,134598.8,,,,,,,,,,,,,,,0.14,,100.0,62.8,0.0,0.0,0.0,100.0,0.93,0.9816,99.07,1.256,2.12
2023-07-19,126980.0,271737.2,2.47,7.43,2.47,0.27,1.0,135868.6,63490.0,63490.0,135868.6,,,,,,,,,,,,,,,0.13,,100.0,62.8,0.0,0.0,0.0,100.0,0.91,0.9819,99.09,1.256,2.14
2023-07-20,126980.0,275546.6,2.47,8.0,2.47,0.27,1.0,137773.3,63490.0,63490.0,137773.3,,,,,,,,,,,,,,,0.14,,100.0,62.8,0.0,0.0,0.0,100.0,0.91,0.9819,99.09,1.256,2.17
2023-07-21,126980.0,269197.6,2.47,7.19,2.47,0.27,1.0,134598.8,63490.0,63490.0,134598.8,,,,,,,,,,,,,,,0.14,,100.0,62.8,0.0,0.0,0.0,100.0,0.93,0.9816,99.07,1.256,2.12
2023-07-24,126980.0,266658.0,2.47,7.56,2.47,0.27,1.0,133329.0,63490.0,63490.0,133329.0,,,,,,,,,,,,,,,0.13,,100.0,62.8,0.0,0.0,0.0,100.0,0.92,0.9817,99.08,1.256,2.1
2023-07-25,126980.0,265388.2,2.47,7.73,2.47,0.27,1.0,132694.1,63490.0,63490.0,132694.1,,,,,,,,,,,,,,,0.13,,100.0,62.8,0.0,0.0,0.0,100.0,0.92,0.9818,99.08,1.256,2.09
2023-07-26,126980.0,278086.2,2.47,7.92,2.47,0.27,1.0,139043.1,63490.0,63490.0,139043.1,,,,,,,,,,,,,,,0.13,,100.0,62.8,0.0,0.0,0.0,100.0,0.9,0.9822,99.1,1.256,2.19
2023-07-27,125814.0,278048.94,2.44,7.55,2.44,0.28,1.0,139024.47,62907.0,62907.0,139024.47,,,,,,0.0,,583.0,,,,,,583.0,0.14,0.0,100.0,62.59,0.0,0.0,0.0,100.0,,1.0,100.0,1.2517,2.21
2023-07-28,125814.0,269241.96,2.44,7.77,2.44,0.27,1.0,134620.98,62907.0,62907.0,134620.98,,,,,,,,,,,,,,,0.14,,100.0,62.59,0.0,0.0,0.0,100.0,,1.0,100.0,1.2517,2.14
2023-07-31,125814.0,261693.12,2.44,7.75,2.44,0.27,1.0,130846.56,62907.0,62907.0,130846.56,,,,,,,,,,,,,,,0.13,,100.0,62.59,0.0,0.0,0.0,100.0,,1.0,100.0,1.2517,2.08
2023-08-01,125814.0,261693.12,2.44,7.55,2.44,0.26,1.0,130846.56,62907.0,62907.0,130846.56,,,,,,,,,,,,,,,0.13,,100.0,62.59,0.0,0.0,0.0,100.0,,1.0,100.0,1.2517,2.08
2023-08-02,125814.0,251628.0,2.44,7.61,2.44,0.26,1.0,125814.0,62907.0,62907.0,125814.0,,,,,,,,,,,,,,,0.13,,100.0,62.59,0.0,0.0,0.0,100.0,,1.0,100.0,1.2517,2.0
2023-08-03,125814.0,249740.79,2.44,7.47,2.44,0.25,1.0,124870.4,62907.0,62907.0,124870.4,,,,,,,,,,,,,,,0.13,,100.0,62.59,0.0,0.0,0.0,100.0,,1.0,100.0,1.2517,1.985
2023-08-04,125814.0,252886.14,2.44,7.59,2.44,0.25,1.0,126443.07,62907.0,62907.0,126443.07,,,,,,,,,,,,,,,0.12,,100.0,62.59,0.0,0.0,0.0,100.0,,1.0,100.0,1.2517,2.01
