,ALAGO FP Equity_DX_SI_QTY,ALAGO FP Equity_DX_SHORT_INTEREST_VALUE,ALAGO FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALAGO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALAGO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALAGO FP Equity_DX_SI_MV,ALAGO FP Equity_DX_DSS,ALAGO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALAGO FP Equity_DX_SUPPLY_SI_QTY,ALAGO FP Equity_DX_BROKER_SI_QTY,ALAGO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALAGO FP Equity_DX_BROKER_SI_MV_NEW_x,ALAGO FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALAGO FP Equity_DX_BROKER_SI_MV_INC_x,ALAGO FP Equity_DX_BROKER_SI_QTY_ADD,ALAGO FP Equity_DX_BROKER_SI_QTY_NEW,ALAGO FP Equity_DX_SUPPLY_SI_MV_DEC,ALAGO FP Equity_DX_BROKER_SI_QTY_INC,ALAGO FP Equity_DX_SUPPLY_SI_QTY_DEC,ALAGO FP Equity_DX_BROKER_SI_MV_NEW_y,ALAGO FP Equity_DX_BROKER_SI_MV_INC_y,ALAGO FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALAGO FP Equity_DX_BROKER_SI_MV_ADD,ALAGO FP Equity_DX_SUPPLY_SI_QTY_ADD,ALAGO FP Equity_DX_BROKER_SI_QTY_DEC,ALAGO FP Equity_DX_SUPPLY_SI_MV,ALAGO FP Equity_DX_BROKER_SI_MV_DEC,ALAGO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALAGO FP Equity_DX_UTILIZATION_QUANTITY,ALAGO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALAGO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALAGO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALAGO FP Equity_DX_ACTIVE_UTILIZATION_MV,ALAGO FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALAGO FP Equity_DX_BROKER_SI_CON_RATIO,ALAGO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALAGO FP Equity_DX_DEMAND_SUPPLY_RATIO,ALAGO FP Equity_PX_LAST
2024-05-31,293566.0,78088.56,5.7,24.85,5.7,0.08,2.0,39044.28,146783.0,146783.0,39044.28,,,,,,,,,,,,,,,0.04,,100.0,79.95,0.0,0.0,0.0,100.0,,1.0,100.0,1.599,0.266
2024-06-03,293566.0,78675.69,5.7,24.48,5.7,0.08,2.0,39337.84,146783.0,146783.0,39337.84,,,,,,,,,,,,,,,0.04,,100.0,79.95,0.0,0.0,0.0,100.0,,1.0,100.0,1.599,0.268
2024-06-04,293566.0,78088.56,5.7,23.71,5.7,0.08,2.0,39044.28,146783.0,146783.0,39044.28,,,,,,,,,,,,,,,0.04,,100.0,79.95,0.0,0.0,0.0,100.0,,1.0,100.0,1.599,0.266
2024-06-05,293566.0,76327.16,5.7,27.94,5.7,0.08,2.0,38163.58,146783.0,146783.0,38163.58,,,,,,,,,,,,,,,0.04,,100.0,79.95,0.0,0.0,0.0,100.0,,1.0,100.0,1.599,0.26
2024-06-06,293566.0,68988.01,5.7,30.33,5.7,0.08,2.0,34494.0,146783.0,146783.0,34494.0,,,,,,,,,,,,,,,0.04,,100.0,79.95,0.0,0.0,0.0,100.0,,1.0,100.0,1.599,0.235
2024-06-07,293566.0,67813.75,5.7,30.28,5.7,0.07,2.0,33906.87,146783.0,146783.0,33906.87,,,,,,,,,,,,,,,0.03,,100.0,79.95,0.0,0.0,0.0,100.0,,1.0,100.0,1.599,0.231
2024-06-10,293566.0,67813.75,5.7,29.0,5.7,0.07,2.0,33906.87,146783.0,146783.0,33906.87,,,,,,,,,,,,,,,0.03,,100.0,79.95,0.0,0.0,0.0,100.0,,1.0,100.0,1.599,0.231
2024-06-11,293566.0,67960.53,5.7,29.76,5.7,0.07,2.0,33980.26,146783.0,146783.0,33980.26,,,,,,,,,,,,,,,0.03,,100.0,79.95,0.0,0.0,0.0,100.0,,1.0,100.0,1.599,0.2315
2024-06-12,293566.0,70602.62,5.7,30.21,5.7,0.07,2.0,35301.31,146783.0,146783.0,35301.31,,,,,,,,,,,,,,,0.03,,100.0,79.95,0.0,0.0,0.0,100.0,,1.0,100.0,1.599,0.2405
2024-06-13,293566.0,70602.62,5.7,30.54,5.7,0.07,2.0,35301.31,146783.0,146783.0,35301.31,,,,,,,,,,,,,,,0.04,,100.0,79.95,0.0,0.0,0.0,100.0,,1.0,100.0,1.599,0.2405
2024-06-14,293566.0,64584.52,5.7,30.5,5.7,0.07,2.0,32292.26,146783.0,146783.0,32292.26,,,,,,,,,,,,,,,0.04,,100.0,79.95,0.0,0.0,0.0,100.0,,1.0,100.0,1.599,0.22
2024-06-17,293566.0,61061.73,5.7,30.26,5.7,0.07,2.0,30530.86,146783.0,146783.0,30530.86,,,,,,,,,,,,,,,0.04,,100.0,79.95,0.0,0.0,0.0,100.0,,1.0,100.0,1.599,0.208
2024-06-18,293566.0,66639.48,5.69,28.58,5.69,0.06,2.0,33319.74,146783.0,146783.0,33319.74,,,,,,,,,,,,,,,0.03,,100.0,79.95,0.0,0.0,0.0,100.0,,1.0,100.0,1.599,0.227
2024-06-19,293566.0,72217.24,5.69,28.56,5.69,0.07,2.0,36108.62,146783.0,146783.0,36108.62,,,,,,,,,,,,,,,0.03,,100.0,79.95,0.0,0.0,0.0,100.0,,1.0,100.0,1.599,0.246
2024-06-20,293566.0,78675.69,5.69,28.08,5.69,0.08,2.0,39337.84,146783.0,146783.0,39337.84,,,,,,,,,,,,,,,0.04,,100.0,79.95,0.0,0.0,0.0,100.0,,1.0,100.0,1.599,0.268
2024-06-21,293566.0,120362.06,5.69,27.51,5.69,0.1,2.0,60181.03,146783.0,146783.0,60181.03,,,,,,,,,,,,,,,0.04,,100.0,79.95,0.0,0.0,0.0,100.0,,1.0,100.0,1.599,0.41
2024-06-24,293566.0,126233.38,5.69,18.88,5.69,0.12,2.0,63116.69,146783.0,146783.0,63116.69,,,,,,,,,,,,,,,0.06,,100.0,79.95,0.0,0.0,0.0,100.0,,1.0,100.0,1.599,0.43
2024-06-25,293566.0,100399.57,5.69,12.46,5.69,0.11,2.0,50199.79,146783.0,146783.0,50199.79,,,,,,,,,,,,,,,0.06,,100.0,79.95,0.0,0.0,0.0,100.0,,1.0,100.0,1.599,0.342
2024-06-26,293566.0,92766.86,5.69,11.0,5.69,0.1,2.0,46383.43,146783.0,146783.0,46383.43,,,,,,,,,,,,,,,0.05,,100.0,79.95,0.0,0.0,0.0,100.0,,1.0,100.0,1.599,0.316
2024-06-27,293566.0,80583.87,5.69,9.64,5.69,0.09,2.0,40291.93,146783.0,146783.0,40291.93,,,,,,,,,,,,,,,0.05,,100.0,79.95,0.0,0.0,0.0,100.0,,1.0,100.0,1.599,0.2745
2024-06-28,293566.0,63997.39,5.69,8.93,5.69,0.07,2.0,31998.69,146783.0,146783.0,31998.69,,,,,,,,,,,,,,,0.04,,100.0,79.95,0.0,0.0,0.0,100.0,,1.0,100.0,1.599,0.218
2024-07-01,293566.0,69868.71,5.69,8.46,5.69,0.07,2.0,34934.35,146783.0,146783.0,34934.35,,,,,,,,,,,,,,,0.03,,100.0,79.95,0.0,0.0,0.0,100.0,,1.0,100.0,1.599,0.238
2024-07-02,293566.0,71923.67,5.69,8.47,5.69,0.07,2.0,35961.84,146783.0,146783.0,35961.84,,,,,,,,,,,,,,,0.03,,100.0,79.95,0.0,0.0,0.0,100.0,,1.0,100.0,1.599,0.245
2024-07-03,293566.0,67520.18,5.69,8.24,5.69,0.07,2.0,33760.09,146783.0,146783.0,33760.09,,,,,,,,,,,,,,,0.04,,100.0,79.95,0.0,0.0,0.0,100.0,,1.0,100.0,1.599,0.23
2024-07-04,293566.0,74859.33,5.69,8.13,5.69,0.07,2.0,37429.67,146783.0,146783.0,37429.67,,,,,,,,,,,,,,,0.03,,100.0,79.95,0.0,0.0,0.0,100.0,,1.0,100.0,1.599,0.255
2024-07-05,293566.0,58713.2,5.69,6.59,5.69,0.07,2.0,29356.6,146783.0,146783.0,29356.6,,,,,,,,,,,,,,,0.04,,100.0,79.95,0.0,0.0,0.0,100.0,,1.0,100.0,1.599,0.2
2024-07-08,293566.0,55190.41,5.69,6.21,5.69,0.06,2.0,27595.2,146783.0,146783.0,27595.2,,,,,,,,,,,,,,,0.03,,100.0,79.95,0.0,0.0,0.0,100.0,,1.0,100.0,1.599,0.188
2024-07-09,293566.0,51080.48,5.69,5.58,5.69,0.05,2.0,25540.24,146783.0,146783.0,25540.24,,,,,,,,,,,,,,,0.03,,100.0,79.95,0.0,0.0,0.0,100.0,,1.0,100.0,1.599,0.174
2024-07-10,293566.0,46911.85,5.69,5.46,5.69,0.05,2.0,23455.92,146783.0,146783.0,23455.92,,,,,,,,,,,,,,,0.03,,100.0,79.95,0.0,0.0,0.0,100.0,,1.0,100.0,1.599,0.1598
2024-07-11,293566.0,44034.9,5.69,5.47,5.69,0.05,2.0,22017.45,146783.0,146783.0,22017.45,,,,,,,,,,,,,,,0.02,,100.0,79.95,0.0,0.0,0.0,100.0,,1.0,100.0,1.599,0.15
2024-07-12,293566.0,36695.75,5.69,4.78,5.69,0.04,2.0,18347.88,146783.0,146783.0,18347.88,,,,,,,,,,,,,,,0.02,,100.0,79.95,0.0,0.0,0.0,100.0,,1.0,100.0,1.599,0.125
2024-07-15,293566.0,33466.52,5.69,4.33,5.69,0.04,2.0,16733.26,146783.0,146783.0,16733.26,,,,,,,,,,,,,,,0.02,,100.0,79.95,0.0,0.0,0.0,100.0,,1.0,100.0,1.599,0.114
2024-07-16,293566.0,35462.77,5.69,4.17,5.69,0.03,2.0,17731.39,146783.0,146783.0,17731.39,,,,,,,,,,,,,,,0.02,,100.0,77.62,0.0,0.0,0.0,100.0,,1.0,100.0,1.5525,0.1208
2024-07-17,293566.0,34640.79,5.69,4.11,5.69,0.04,2.0,17320.39,146783.0,146783.0,17320.39,,,,,,,,,,,,,,,0.02,,100.0,77.62,0.0,0.0,0.0,100.0,,1.0,100.0,1.5525,0.118
2024-07-18,293566.0,34053.66,5.69,4.06,5.69,0.03,2.0,17026.83,146783.0,146783.0,17026.83,,,,,,,,,,,,,,,0.02,,100.0,77.62,0.0,0.0,0.0,100.0,,1.0,100.0,1.5525,0.116
2024-07-19,293566.0,35110.49,5.69,4.05,5.69,0.03,2.0,17555.25,146783.0,146783.0,17555.25,,,,,,,,,,,,,,,0.02,,100.0,77.62,0.0,0.0,0.0,100.0,,1.0,100.0,1.5525,0.1196
2024-07-22,293566.0,33760.09,5.69,3.88,5.69,0.03,2.0,16880.04,146783.0,146783.0,16880.04,,,,,,,,,,,,,,,0.02,,100.0,77.62,0.0,0.0,0.0,100.0,,1.0,100.0,1.5525,0.115
2024-07-23,293566.0,29356.6,5.69,3.81,5.69,0.03,2.0,14678.3,146783.0,146783.0,14678.3,,,,,,,,,,,,,,,0.02,,100.0,78.37,0.0,0.0,0.0,100.0,,1.0,100.0,1.5675,0.1
2024-07-24,293566.0,31411.56,5.69,3.67,5.69,0.03,2.0,15705.78,146783.0,146783.0,15705.78,,,,,,,,,,,,,,,0.01,,100.0,80.86,0.0,0.0,0.0,100.0,,1.0,100.0,1.6171,0.107
2024-07-25,293566.0,28769.47,5.69,3.33,5.69,0.03,2.0,14384.73,146783.0,146783.0,14384.73,,,,,,,,,,,,,,,0.02,,100.0,80.86,0.0,0.0,0.0,100.0,,1.0,100.0,1.6171,0.098
2024-07-26,293566.0,30824.43,5.69,3.25,5.69,0.03,2.0,15412.22,146783.0,146783.0,15412.22,,,,,,,,,,,,,,,0.01,,100.0,80.86,0.0,0.0,0.0,100.0,,1.0,100.0,1.6171,0.105
2024-07-29,293566.0,30824.43,5.69,3.16,5.69,0.03,2.0,15412.22,146783.0,146783.0,15412.22,,,,,,,,,,,,,,,0.02,,100.0,80.86,0.0,0.0,0.0,100.0,,1.0,100.0,1.6171,0.105
2024-07-30,293566.0,30707.0,5.69,3.16,5.69,0.03,2.0,15353.5,146783.0,146783.0,15353.5,,,,,,,,,,,,,,,0.02,,100.0,80.86,0.0,0.0,0.0,100.0,,1.0,100.0,1.6171,0.1046
2024-07-31,293566.0,30648.29,5.69,3.13,5.69,0.03,2.0,15324.15,146783.0,146783.0,15324.15,,,,,,,,,,,,,,,0.02,,100.0,80.86,0.0,0.0,0.0,100.0,,1.0,100.0,1.6171,0.1044
2024-08-01,293566.0,29356.6,5.69,3.11,5.69,0.03,2.0,14678.3,146783.0,146783.0,14678.3,,,,,,,,,,,,,,,0.02,,100.0,80.86,0.0,0.0,0.0,100.0,,1.0,100.0,1.6171,0.1
2024-08-02,293566.0,29209.82,5.69,3.1,5.69,0.03,2.0,14604.91,146783.0,146783.0,14604.91,,,,,,,,,,,,,,,0.01,,100.0,80.86,0.0,0.0,0.0,100.0,,1.0,100.0,1.6171,0.0995
2024-08-05,293566.0,27301.64,5.69,3.23,5.69,0.03,2.0,13650.82,146783.0,146783.0,13650.82,,,,,,,,,,,,,,,0.01,,100.0,80.86,0.0,0.0,0.0,100.0,,1.0,100.0,1.6171,0.093
2024-08-06,293566.0,26127.37,5.69,3.49,5.69,0.03,2.0,13063.69,146783.0,146783.0,13063.69,,,,,,,,,,,,,,,0.01,,100.0,80.86,0.0,0.0,0.0,100.0,,1.0,100.0,1.6171,0.089
2024-08-07,293566.0,23485.28,5.69,3.45,5.69,0.02,2.0,11742.64,146783.0,146783.0,11742.64,,,,,,,,,,,,,,,0.01,,100.0,80.86,0.0,0.0,0.0,100.0,,1.0,100.0,1.6171,0.08
2024-08-08,293566.0,23279.78,5.69,3.63,5.69,0.02,2.0,11639.89,146783.0,146783.0,11639.89,,,,,,,,,,,,,,,0.01,,100.0,80.86,0.0,0.0,0.0,100.0,,1.0,100.0,1.6171,0.0793
2024-08-09,293566.0,23338.5,5.69,3.7,5.69,0.02,2.0,11669.25,146783.0,146783.0,11669.25,,,,,,,,,,,,,,,0.01,,100.0,80.86,0.0,0.0,0.0,100.0,,1.0,100.0,1.6171,0.0795
2024-08-12,293566.0,23485.28,5.69,3.78,5.69,0.02,2.0,11742.64,146783.0,146783.0,11742.64,,,,,,,,,,,,,,,0.01,,100.0,80.86,0.0,0.0,0.0,100.0,,1.0,100.0,1.6171,0.08
2024-08-13,293566.0,24659.54,5.69,3.77,5.69,0.02,2.0,12329.77,146783.0,146783.0,12329.77,,,,,,,,,,,,,,,0.01,,100.0,80.86,0.0,0.0,0.0,100.0,,1.0,100.0,1.6171,0.084
2024-08-14,293566.0,24806.33,5.69,3.81,5.69,0.02,2.0,12403.16,146783.0,146783.0,12403.16,,,,,,,,,,,,,,,0.01,,100.0,80.86,0.0,0.0,0.0,100.0,,1.0,100.0,1.6171,0.0845
2024-08-15,293566.0,26303.51,5.69,3.69,5.69,0.03,2.0,13151.76,146783.0,146783.0,13151.76,,,,,,,,,,,,,,,0.01,,100.0,80.86,0.0,0.0,0.0,100.0,,1.0,100.0,1.6171,0.0896
2024-08-16,293566.0,28446.55,5.69,3.96,5.69,0.03,2.0,14223.27,146783.0,146783.0,14223.27,,,,,,,,,,,,,,,0.01,,100.0,80.86,0.0,0.0,0.0,100.0,,1.0,100.0,1.6171,0.0969
2024-08-19,293566.0,26332.87,5.69,3.61,5.69,0.03,2.0,13166.44,146783.0,146783.0,13166.44,,,,,,,,,,,,,,,0.01,,100.0,80.86,0.0,0.0,0.0,100.0,,1.0,100.0,1.6171,0.0897
2024-08-20,293566.0,24953.11,5.69,2.9,5.69,0.03,2.0,12476.56,146783.0,146783.0,12476.56,,,,,,,,,,,,,,,0.01,,100.0,80.86,0.0,0.0,0.0,100.0,,1.0,100.0,1.6171,0.085
2024-08-21,293566.0,22017.45,5.69,2.78,5.69,0.02,2.0,11008.73,146783.0,146783.0,11008.73,,,,,,,,,,,,,,,0.01,,100.0,80.86,0.0,0.0,0.0,100.0,,1.0,100.0,1.6171,0.075
2024-08-22,293566.0,22575.23,5.69,2.69,5.69,0.02,2.0,11287.61,146783.0,146783.0,11287.61,,,,,,,,,,,,,,,0.01,,100.0,80.86,0.0,0.0,0.0,100.0,,1.0,100.0,1.6171,0.0769
2024-08-23,293566.0,24072.41,5.69,2.75,5.69,0.02,2.0,12036.21,146783.0,146783.0,12036.21,,,,,,,,,,,,,,,0.01,,100.0,80.86,0.0,0.0,0.0,100.0,,1.0,100.0,1.6171,0.082
2024-08-26,293566.0,23485.28,5.69,2.83,5.69,0.02,2.0,11742.64,146783.0,146783.0,11742.64,,,,,,,,,,,,,,,0.01,,100.0,80.86,0.0,0.0,0.0,100.0,,1.0,100.0,1.6171,0.08
2024-08-27,293566.0,20843.19,5.69,2.88,5.69,0.02,2.0,10421.59,146783.0,146783.0,10421.59,,,,,,,,,,,,,,,0.01,,100.0,80.86,0.0,0.0,0.0,100.0,,1.0,100.0,1.6171,0.071
2024-08-28,293566.0,23221.07,5.69,2.74,5.69,0.02,2.0,11610.54,146783.0,146783.0,11610.54,,,,,,,,,,,,,,,0.01,,100.0,80.86,0.0,0.0,0.0,100.0,,1.0,100.0,1.6171,0.0791
2024-08-29,293566.0,33466.52,5.69,2.2,5.69,0.03,2.0,16733.26,146783.0,146783.0,16733.26,,,,,,,,,,,,,,,0.01,,100.0,80.86,0.0,0.0,0.0,100.0,,1.0,100.0,1.6171,0.114
2024-08-30,293566.0,24424.69,5.69,1.36,5.69,0.03,2.0,12212.35,146783.0,146783.0,12212.35,,,,,,,,,,,,,,,0.02,,100.0,80.86,0.0,0.0,0.0,100.0,,1.0,100.0,1.6171,0.0832
2024-09-02,293566.0,22252.3,5.69,0.98,5.69,0.02,2.0,11126.15,146783.0,146783.0,11126.15,,,,,,,,,,,,,,,0.01,,100.0,70.9,0.0,0.0,0.0,100.0,,1.0,100.0,1.418,0.0758
2024-09-03,293566.0,20549.62,5.69,0.9,5.69,0.02,2.0,10274.81,146783.0,146783.0,10274.81,,,,,,,,,,,,,,,0.01,,100.0,69.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.38,0.07
2024-09-04,293566.0,41099.24,5.69,0.86,5.69,0.03,2.0,20549.62,146783.0,146783.0,20549.62,,,,,,,,,,,,,,,0.01,,100.0,69.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.38,0.14
2024-09-05,293566.0,35873.77,5.69,0.64,5.69,0.04,2.0,17936.88,146783.0,146783.0,17936.88,,,,,,,,,,,,,,,0.02,,100.0,65.9,0.0,0.0,0.0,100.0,,1.0,100.0,1.3181,0.1222
2024-09-06,343666.0,37803.26,6.67,0.56,6.67,0.04,2.0,21657.13,196883.0,196883.0,21657.13,,,,50100.0,,,,,,,,0.01,50100.0,,0.02,,100.0,72.16,0.0,0.0,0.0,100.0,18.07,0.704,81.93,1.2597,0.11
2024-09-09,293566.0,32174.83,5.69,0.42,5.69,0.03,2.0,16087.42,146783.0,146783.0,16087.42,,,,,,0.01,,50100.0,,,,,,50100.0,0.02,0.01,100.0,56.56,0.0,0.0,0.0,100.0,,1.0,100.0,1.1311,0.1096
2024-09-10,293566.0,32585.83,5.69,0.4,5.69,0.03,2.0,16292.91,146783.0,146783.0,16292.91,,,,,,,,,,,,,,,0.02,,100.0,64.8,0.0,0.0,0.0,100.0,,1.0,100.0,1.2959,0.111
2024-09-11,293566.0,38163.58,3.28,0.39,3.28,0.04,2.0,19081.79,146783.0,146783.0,19081.79,,,,,,,,,,,,,,,0.02,,100.0,70.9,0.0,0.0,0.0,100.0,,1.0,100.0,1.418,0.13
2024-09-12,293566.0,49906.22,3.28,0.37,3.28,0.04,2.0,24953.11,146783.0,146783.0,24953.11,,,,,,,,,,,,,,,0.02,,100.0,61.38,0.0,0.0,0.0,100.0,,1.0,100.0,1.2276,0.17
2024-09-13,293566.0,79849.95,3.28,0.33,3.28,0.06,2.0,39924.98,146783.0,146783.0,39924.98,,,,,,,,,,,,,,,0.03,,100.0,59.31,0.0,0.0,0.0,100.0,,1.0,100.0,1.1863,0.272
2024-09-16,339266.0,135027.87,3.79,0.34,3.79,0.11,2.0,76608.23,192483.0,192483.0,76608.23,,,,45700.0,,,,,,,,0.01,45700.0,,0.05,,100.0,92.97,0.0,0.0,0.0,100.0,12.24,0.7852,87.76,1.6387,0.398
2024-09-17,464366.0,155794.79,5.19,0.42,5.19,0.18,2.0,106549.1,317583.0,317583.0,106549.1,,125100.0,,125100.0,,,,,,,125100.0,0.05,,,0.13,,100.0,92.41,0.0,0.0,0.0,100.0,28.33,0.4664,61.27,1.3512,0.3355
2024-09-18,423765.0,122891.85,4.74,0.34,4.74,0.14,2.0,80324.78,276982.0,276982.0,80324.78,,,,,,0.02,,40601.0,,,,,,40601.0,0.09,0.02,100.0,70.96,0.0,0.0,0.0,100.0,30.97,0.5551,67.75,1.0857,0.29
2024-09-19,353192.0,96421.42,3.95,0.27,3.95,0.1,2.0,56213.16,205909.0,205909.0,56213.16,,,,500.0,,0.03,,71073.0,,,,0.0,,71573.0,0.06,0.03,100.0,67.65,0.0,0.0,0.0,100.0,17.01,0.7128,82.7,1.1604,0.273
2024-09-20,294566.0,65688.22,3.29,0.22,3.29,0.07,2.0,32844.11,147283.0,147283.0,32844.11,,,,,,0.02,,58626.0,,,,,,58626.0,0.04,0.02,100.0,46.41,0.0,0.0,0.0,100.0,0.37,0.9926,99.63,0.9282,0.223
2024-09-23,294566.0,49840.57,3.29,0.21,3.29,0.06,2.0,24920.28,147283.0,147283.0,24920.28,,,,,,,,,,,,,,,0.03,,100.0,56.92,0.0,0.0,0.0,100.0,0.39,0.9923,99.61,1.1385,0.1692
2024-09-24,294566.0,28572.9,3.29,0.21,3.29,0.04,2.0,14286.45,147283.0,147283.0,14286.45,,,,,,,,,,,,,,,0.02,,100.0,56.92,0.0,0.0,0.0,100.0,0.43,0.9914,99.57,1.1385,0.097
2024-09-25,294566.0,29456.6,3.29,0.18,3.29,0.03,2.0,14728.3,147283.0,147283.0,14728.3,,,,,,,,,,,,,,,0.01,,100.0,56.92,0.0,0.0,0.0,100.0,0.33,0.9933,99.67,1.1385,0.1
2024-09-26,294566.0,24655.17,3.29,0.16,3.29,0.03,2.0,12327.59,147283.0,147283.0,12327.59,,,,,,,,,,,,,,,0.01,,100.0,55.63,0.0,0.0,0.0,100.0,0.37,0.9926,99.63,1.1127,0.0837
2024-09-27,294566.0,20766.9,3.29,0.15,3.29,0.02,2.0,10383.45,147283.0,147283.0,10383.45,,,,,,,,,,,,,,,0.01,,100.0,67.4,0.0,0.0,0.0,100.0,0.37,0.9927,99.63,1.3479,0.0705
2024-09-30,294566.0,20531.25,3.29,0.14,3.29,0.02,2.0,10265.63,147283.0,147283.0,10265.63,,,,,,,,,,,,,,,0.01,,100.0,67.4,0.0,0.0,0.0,100.0,0.34,0.9932,99.66,1.3479,0.0697
2024-10-01,294566.0,20766.9,5.31,0.14,3.29,0.02,2.0,10383.45,147283.0,147283.0,10383.45,,,,,,,,,,,,,,,0.01,,100.0,69.96,0.0,0.0,0.0,100.0,0.34,0.9933,99.66,1.3991,0.0705
2024-10-02,294566.0,29162.03,5.31,0.14,3.29,0.03,2.0,14581.02,147283.0,147283.0,14581.02,,,,,,,,,,,,,,,0.01,,100.0,69.96,0.0,0.0,0.0,100.0,0.28,0.9944,99.72,1.3991,0.099
2024-10-03,294566.0,25921.81,5.31,0.13,3.29,0.03,2.0,12960.9,147283.0,147283.0,12960.9,,,,,,,,,,,,,,,0.01,,100.0,69.96,0.0,0.0,0.0,100.0,0.36,0.9928,99.64,1.3991,0.088
2024-10-04,294566.0,24625.72,5.31,0.13,3.29,0.03,2.0,12312.86,147283.0,147283.0,12312.86,,,,,,,,,,,,,,,0.01,,100.0,52.5,0.0,0.0,0.0,100.0,0.35,0.9931,99.65,1.05,0.0836
2024-10-07,294566.0,23418.0,5.31,0.12,3.29,0.02,2.0,11709.0,147283.0,147283.0,11709.0,,,,,,,,,,,,,,,0.01,,100.0,65.3,0.0,0.0,0.0,100.0,0.34,0.9932,99.66,1.3061,0.0795
2024-10-08,294566.0,22681.58,5.31,0.12,3.29,0.02,2.0,11340.79,147283.0,147283.0,11340.79,,,,,,,,,,,,,,,0.01,,100.0,65.3,0.0,0.0,0.0,100.0,0.34,0.9932,99.66,1.3061,0.077
2024-10-09,294566.0,22210.28,5.31,0.12,3.29,0.02,2.0,11105.14,147283.0,147283.0,11105.14,,,,,,,,,,,,,,,0.01,,100.0,62.53,0.0,0.0,0.0,100.0,0.34,0.9932,99.66,1.2506,0.0754
2024-10-10,294566.0,21385.49,5.31,0.12,3.29,0.02,2.0,10692.75,147283.0,147283.0,10692.75,,,,,,,,,,,,,,,0.01,,100.0,59.95,0.0,0.0,0.0,100.0,0.34,0.9932,99.66,1.199,0.0726
2024-10-11,294566.0,19735.92,5.31,0.12,3.29,0.02,2.0,9867.96,147283.0,147283.0,9867.96,,,,,,,,,,,,,,,0.01,,100.0,59.68,0.0,0.0,0.0,100.0,0.35,0.993,99.65,1.1936,0.067
2024-10-14,362466.0,39581.29,6.53,0.16,4.05,0.03,2.0,23497.98,215183.0,215183.0,23497.98,,,,67900.0,,,,,,,,0.01,67900.0,,0.01,,100.0,84.16,0.0,0.0,0.0,100.0,20.74,0.667,78.99,1.4176,0.1092
2024-10-15,362466.0,33709.34,6.53,0.14,4.05,0.04,2.0,20012.02,215183.0,215183.0,20012.02,,,,,,,,,,,,,,,0.02,,100.0,67.02,0.0,0.0,0.0,100.0,20.05,0.6751,79.68,1.129,0.093
2024-10-16,362466.0,33528.11,6.53,0.13,4.05,0.03,2.0,19904.43,215183.0,215183.0,19904.43,,,,,,,,,,,,,,,0.02,,100.0,67.02,0.0,0.0,0.0,100.0,19.91,0.6768,79.82,1.129,0.0925
2024-10-17,294566.0,27100.07,5.31,0.1,3.29,0.03,2.0,13550.04,147283.0,147283.0,13550.04,,,,,,0.01,,67900.0,,,,,,67900.0,0.01,0.01,100.0,68.29,0.0,0.0,0.0,100.0,0.34,0.9932,99.66,1.3657,0.092
2024-10-18,491766.0,43029.53,8.86,0.17,5.5,0.04,2.0,21514.76,245883.0,245883.0,21514.76,,98600.0,,98600.0,,,,,,,98600.0,0.01,,,0.02,,100.0,78.24,0.0,0.0,0.0,100.0,40.7,0.5149,59.1,1.5647,0.0875
2024-10-21,491766.0,42882.0,8.86,0.17,5.5,0.04,2.0,21441.0,245883.0,245883.0,21441.0,,,,,,,,,,,,,,,0.02,,100.0,78.24,0.0,0.0,0.0,100.0,40.14,0.517,59.66,1.5647,0.0872
2024-10-22,491766.0,39144.57,8.86,0.17,5.5,0.04,2.0,19572.29,245883.0,245883.0,19572.29,,,,,,,,,,,,,,,0.02,,100.0,78.24,0.0,0.0,0.0,100.0,41.18,0.5132,58.63,1.5647,0.0796
2024-10-23,491766.0,38357.75,8.86,0.17,5.5,0.04,2.0,19178.87,245883.0,245883.0,19178.87,,,,,,,,,,,,,,,0.02,,100.0,78.24,0.0,0.0,0.0,100.0,40.34,0.5162,59.45,1.5647,0.078
2024-10-24,491766.0,35013.74,3.68,0.17,2.94,0.04,2.0,17506.87,245883.0,245883.0,17506.87,,,,,,,,,,,,,,,0.02,,100.0,78.24,0.0,0.0,0.0,100.0,40.1,0.5173,59.7,1.5647,0.0712
2024-10-25,491766.0,34472.8,3.68,0.17,2.94,0.03,2.0,17236.4,245883.0,245883.0,17236.4,,,,,,,,,,,,,,,0.02,,100.0,78.24,0.0,0.0,0.0,100.0,40.29,0.5164,59.51,1.5647,0.0701
