,AF FP Equity_DX_SI_QTY,AF FP Equity_DX_SHORT_INTEREST_VALUE,AF FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,AF FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,AF FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,AF FP Equity_DX_SI_MV,AF FP Equity_DX_DSS,AF FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,AF FP Equity_DX_SUPPLY_SI_QTY,AF FP Equity_DX_BROKER_SI_QTY,AF FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,AF FP Equity_DX_BROKER_SI_MV_NEW_x,AF FP Equity_DX_SUPPLY_SI_QTY_NEW_x,AF FP Equity_DX_SUPPLY_SI_QTY_INC_x,AF FP Equity_DX_BROKER_SI_MV_INC_x,AF FP Equity_DX_SUPPLY_SI_MV_NEW,AF FP Equity_DX_BROKER_SI_QTY_ADD,AF FP Equity_DX_BROKER_SI_QTY_NEW,AF FP Equity_DX_SUPPLY_SI_MV_DEC,AF FP Equity_DX_BROKER_SI_QTY_INC,AF FP Equity_DX_SUPPLY_SI_QTY_DEC,AF FP Equity_DX_BROKER_SI_MV_NEW_y,AF FP Equity_DX_SUPPLY_SI_QTY_NEW_y,AF FP Equity_DX_BROKER_SI_MV_INC_y,AF FP Equity_DX_SUPPLY_SI_QTY_INC_y,AF FP Equity_DX_BROKER_SI_MV_ADD,AF FP Equity_DX_SUPPLY_SI_QTY_ADD,AF FP Equity_DX_BROKER_SI_QTY_DEC,AF FP Equity_DX_SUPPLY_SI_MV,AF FP Equity_DX_BROKER_SI_MV_DEC,AF FP Equity_DX_SUPPLY_SI_MV_RMV,AF FP Equity_DX_BROKER_SI_MV_RMV,AF FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,AF FP Equity_DX_UTILIZATION_QUANTITY,AF FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,AF FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,AF FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,AF FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,AF FP Equity_DX_ACTIVE_UTILIZATION_MV,AF FP Equity_DX_BROKER_SI_MARKET_SHARE_2,AF FP Equity_DX_BROKER_SI_CON_RATIO,AF FP Equity_DX_BROKER_SI_MARKET_SHARE_1,AF FP Equity_DX_DEMAND_SUPPLY_RATIO
2014-07-16,32090560.0,285509712.32,14.02,7.73,10.69,276.21,3.0,248576414.74,21579872.0,27939352.0,191996121.18,,73622.0,11539.0,1.3,0.62,18000.0,,7.39,150700.0,868910.0,,73622.0,1.3,11539.0,0.16,59998.0,148173.0,181.25,0.53,,,99.4,91.37,129986.0,1156485.44,,1.09,99.4,14.63,0.1168,23.31,1.3588
2014-07-17,31581106.0,276903137.41,13.8,7.42,10.52,284.33,3.0,240602635.39,21307708.0,27440994.0,186825983.74,,,,4.38,,,,1.51,206010.0,272165.0,,,4.38,,,,704367.0,188.76,0.0,,,99.39,89.81,129986.0,1139717.25,,1.16,99.39,14.64,0.1182,23.64,1.3312
2014-07-18,31799296.0,273028755.46,13.89,7.51,10.59,283.81,3.0,237511925.03,21371732.0,27662698.0,183497690.95,,2723.0,3397.0,3.56,0.02,,,1.25,331619.0,124981.0,,2723.0,3.56,3397.0,,182884.0,109915.0,186.65,1.81,,,99.4,93.28,129984.0,1116042.62,,1.14,99.39,14.2,0.1173,23.39,1.3879
2014-07-21,31326476.0,259007303.57,13.68,7.32,10.43,273.55,3.0,224805927.84,21270844.0,27189880.0,175867338.19,,,40987.0,,,,,1.52,,160989.0,,,,40987.0,,19116.0,472819.0,182.1,7.14,,,89.71,84.93,2438844.0,20164362.19,,20.91,89.7,14.74,0.1188,23.6,1.2507
2014-07-22,31394006.0,264274742.51,13.71,7.2,10.46,267.12,3.0,229452860.54,21292496.0,27257408.0,179240231.33,,,130650.0,0.0,,,,1.69,235215.0,149626.0,,,0.0,130650.0,,40626.0,167685.0,176.38,4.07,,,89.72,85.17,2438844.0,20530188.79,,20.18,89.73,15.14,0.1178,23.24,1.2558
2014-07-23,32119306.0,276611463.27,14.03,7.32,10.7,277.42,3.0,233632433.3,21716310.0,27128708.0,187020861.72,,,1207472.0,,,,,6.53,,807895.0,,,,1207472.0,,24238.0,128700.0,182.77,0.0,,,93.11,87.82,1605860.0,13829666.32,,13.54,93.1,14.4,0.117,22.46,1.2989
2014-07-24,32443384.0,279824187.0,14.17,7.71,10.81,284.03,3.0,236995921.5,21851830.0,27477788.0,188472033.75,,,17993.0,3.46,,,,0.24,392220.0,54928.0,,,3.46,17993.0,,172455.0,43141.0,187.99,0.0,,,93.16,86.05,1604928.0,13842504.0,,13.82,93.15,14.02,0.1166,22.35,1.2776
2014-07-25,30673780.0,271493626.78,13.4,7.51,10.22,269.25,3.0,229928250.96,22156736.0,25977658.0,196109270.34,,,1051975.0,1.98,,,,8.38,228000.0,981095.0,,,1.98,1051975.0,,234025.0,1728130.0,191.35,14.81,,,96.1,90.97,898872.0,7955916.07,,7.79,96.09,13.55,0.1147,22.98,1.2594
2014-07-28,31528424.0,274297288.8,13.77,7.86,10.5,283.6,3.0,233924103.6,22464080.0,26887828.0,195437496.0,,,403000.0,14.51,,,,0.66,1492200.0,95654.0,,,14.51,403000.0,,,582031.0,197.12,1.61,,,98.04,92.94,448850.0,3904995.0,,3.97,98.03,14.16,0.1078,21.18,1.3044
2014-07-29,31235912.0,266598508.92,13.64,7.9,10.4,277.82,3.0,225155997.06,22553964.0,26380316.0,192498082.74,,,214070.0,1.97,,,,1.2,225000.0,124187.0,,,1.97,214070.0,,,732511.0,196.09,7.88,,,98.32,92.8,386396.0,3297889.86,,3.37,98.31,14.24,0.1056,19.78,1.2852
2014-07-30,30476848.0,255731231.57,13.31,7.91,10.15,265.29,3.0,219246341.25,22016084.0,26128750.0,184736960.84,,,111113.0,1.67,,,,6.39,310400.0,653300.0,,,1.67,111113.0,,4306.0,561966.0,187.81,6.81,,,96.98,91.06,686014.0,5756343.47,,5.86,96.98,14.36,0.1038,19.58,1.2605
2014-07-31,29136080.0,235506934.64,12.73,7.54,9.7,249.01,2.0,199987419.76,21710736.0,24741732.0,175487879.09,,,164822.0,0.08,,71400.0,,5.37,43864.0,470169.0,,,0.08,164822.0,0.58,,1502282.0,181.81,14.77,,,95.44,89.54,1038108.0,8391026.96,,8.71,95.43,13.59,0.1034,19.31,1.2016
2014-08-01,28039592.0,220166876.38,12.25,7.37,9.34,231.28,2.0,186110035.59,20984222.0,23702246.0,164768111.14,,,133255.0,0.0,,,,8.95,40283.0,879769.0,,,0.0,133255.0,,20000.0,1079769.0,169.24,13.14,,,93.15,86.89,1542320.0,12110296.64,,12.39,93.18,13.0,0.105,19.67,1.161
2014-08-04,26673292.0,208211717.35,11.65,7.07,8.88,215.01,2.0,176493238.48,19879528.0,22609946.0,155179595.57,,,38687.0,0.87,,,,11.95,195000.0,1361382.0,,,0.87,38687.0,,218000.0,1287300.0,156.09,12.32,,,88.95,82.53,2469012.0,19273107.67,,19.38,88.96,13.8,0.1062,19.1,1.1073
2014-08-05,26848244.0,201388678.24,11.73,7.27,8.94,213.39,2.0,168656954.6,19654848.0,22484596.0,147431014.85,,,438953.0,5.14,,,,5.26,659000.0,663632.0,,,5.14,438953.0,,,784350.0,153.74,7.87,,,89.63,83.57,2274408.0,17060334.41,,17.82,89.61,15.42,0.1096,18.62,1.1416
2014-08-06,24879252.0,182265400.15,10.87,6.72,8.29,190.15,2.0,153044579.56,19416124.0,20890606.0,142242524.42,,,259717.0,0.87,,,,6.98,150000.0,674441.0,,,0.87,259717.0,,176000.0,1743990.0,145.25,17.31,,,88.9,83.04,2423510.0,17754634.26,,18.17,88.88,14.2,0.1014,16.06,1.064
2014-08-07,24772008.0,180786114.38,10.82,6.54,8.25,186.67,2.0,152649069.48,18626060.0,20916562.0,135932985.88,,,19288.0,2.72,,,,7.83,436800.0,870065.0,,,2.72,19288.0,,60712.0,410844.0,136.24,3.57,,,87.22,80.72,2729864.0,19922547.47,,19.99,87.2,15.78,0.1028,16.03,1.0735
2014-08-08,24921616.0,176644414.21,10.89,6.56,8.3,185.29,2.0,149699750.78,19726052.0,21120168.0,139818256.58,,,1266209.0,4.52,,,,2.62,617483.0,351215.0,,,4.52,1266209.0,,185000.0,413876.0,143.3,4.5,,,92.35,85.74,1634058.0,11582203.1,,11.9,92.34,15.3,0.1064,18.16,1.0832
2014-08-11,24259592.0,188594068.21,10.6,6.19,8.08,179.54,2.0,158884763.23,19663130.0,20437968.0,152861172.62,,,50000.0,,,,,1.3,,145642.0,,,,50000.0,,32719.0,682200.0,139.91,6.14,,,91.5,86.18,1825552.0,14191841.25,,13.2,91.38,14.17,0.1075,18.28,1.0633
2014-08-12,23889798.0,184954816.12,10.44,6.08,7.96,187.08,2.0,153974258.59,19659540.0,19888176.0,152204158.68,,,803060.0,5.6,,,,2.82,542600.0,886649.0,,,5.6,803060.0,,80000.0,1092394.0,152.76,5.2,,,94.37,86.42,1173382.0,9084323.44,,9.12,94.37,14.03,0.1046,17.26,1.0501
2014-08-13,23406980.0,181357281.04,10.22,5.91,7.8,184.7,2.0,151299581.37,20109632.0,19527566.0,155809428.74,,,696447.0,0.72,,,,3.44,100000.0,433611.0,,,0.72,696447.0,,187255.0,460609.0,155.48,1.81,,,95.38,87.44,974990.0,7554222.52,,7.55,95.37,14.9,0.1065,16.68,1.0178
2014-08-14,22515492.0,169136375.9,9.84,5.79,7.5,177.91,2.0,142863396.29,19094240.0,19018024.0,143435930.88,,,7247.0,1.01,,18000.0,,8.25,130000.0,1070254.0,,,1.01,7247.0,0.14,47615.0,657541.0,147.72,5.08,,,93.22,83.64,1388158.0,10427842.9,,10.68,93.26,15.46,0.1061,15.91,0.9863
2014-08-15,21955624.0,161198191.41,9.59,5.73,7.31,169.16,2.0,137504647.0,18260260.0,18728500.0,134066828.92,,,69848.0,0.0,,,,9.2,15200.0,903827.0,,,0.0,69848.0,,,304724.0,136.8,3.91,,,91.93,80.96,1603278.0,11771267.08,,11.97,91.95,14.97,0.1046,15.81,0.9735
2014-08-18,21458312.0,162181922.1,9.37,5.54,7.15,162.34,2.0,138363519.97,17120290.0,18306896.0,129395151.82,,,182500.0,1.45,,,,11.1,246000.0,1322471.0,,,1.45,182500.0,,,667605.0,125.95,6.42,,,88.83,76.29,2151748.0,16262911.38,,15.88,88.8,13.37,0.1017,15.9,0.9562
2014-08-19,21085612.0,166745019.7,9.21,5.52,7.02,164.02,2.0,141973083.17,17681168.0,17953096.0,139822676.54,,,449087.0,1.31,,,,1.43,128900.0,245287.0,,,1.31,449087.0,,357079.0,482700.0,133.83,1.35,,,88.98,78.84,2189084.0,17311276.27,,16.69,88.91,13.64,0.1027,15.7,0.9402
2014-08-20,21511060.0,169184486.9,9.4,6.06,7.17,173.12,2.0,142502348.56,18556332.0,18118544.0,145945551.18,,,764000.0,1.99,,186000.0,,0.51,113000.0,73838.0,,,1.99,764000.0,1.51,185000.0,133551.0,146.89,0.8,,,93.28,84.22,1337620.0,10520381.3,,10.57,93.29,13.53,0.1028,15.84,0.9763
2014-08-21,21621298.0,175240620.29,9.44,6.23,7.2,173.72,2.0,147585906.41,18927238.0,18209242.0,153405263.99,,,289444.0,1.57,,,,1.76,200000.0,218537.0,,,1.57,289444.0,,300000.0,109303.0,148.88,1.14,,,94.63,86.35,1073152.0,8697896.96,,8.53,94.58,13.13,0.1016,15.74,0.9864
2014-08-22,22223016.0,175095143.06,9.71,6.48,7.4,182.31,2.0,148619623.01,18659300.0,18862752.0,147016624.7,,,,8.13,,,,1.18,919444.0,267938.0,,,8.13,,,,265935.0,151.15,1.27,,,92.39,84.18,1537504.0,12113994.02,,12.38,92.43,12.27,0.1058,18.41,1.0026
2014-08-25,22149152.0,176395846.53,9.68,6.42,7.38,178.49,2.0,149037404.03,18796252.0,18713888.0,149693350.93,,,412400.0,0.4,,,,2.3,50000.0,284448.0,,,0.4,412400.0,,9000.0,198862.0,148.4,2.54,,,94.35,85.02,1126492.0,8971382.29,,8.92,94.33,12.26,0.1053,18.4,1.0018
2014-08-26,23667776.0,193271058.82,10.34,7.0,7.88,192.69,2.0,164606242.99,18886026.0,20157512.0,154223288.32,,,362500.0,18.13,,,,2.57,2117207.0,331671.0,,,18.13,362500.0,,58945.0,673584.0,150.46,5.34,,,95.18,85.71,955482.0,7802466.01,,7.69,95.14,17.0,0.1131,18.75,1.0741
2014-08-27,23340578.0,194847145.14,10.2,6.93,7.77,194.21,2.0,170775804.02,18231248.0,20457092.0,152194458.3,,,352413.0,4.75,,,,6.42,540523.0,1007192.0,,,4.75,352413.0,,,240942.0,148.72,1.18,,,92.54,82.72,1469928.0,12270958.94,,12.08,92.49,17.19,0.1116,18.95,1.059
2014-08-28,24986578.0,202591174.42,10.91,7.56,8.32,211.41,2.0,179211869.94,18221064.0,22103092.0,147736386.91,,,218408.0,18.15,,,,1.25,1906000.0,228591.0,,,18.15,218408.0,,,260000.0,151.92,1.9,,,93.15,82.85,1339864.0,10863617.31,,11.15,93.17,18.81,0.1149,19.5,1.1362
2014-08-29,23987660.0,190989748.92,10.48,7.22,7.99,198.97,2.0,168045701.29,18273698.0,21105966.0,145495183.48,,,65094.0,,,,,1.63,,181254.0,,,,65094.0,,168794.0,997127.0,148.36,9.52,,,92.12,83.53,1562800.0,12443013.6,,12.63,92.15,19.48,0.1181,19.89,1.0965
2014-09-01,23717590.0,190974034.68,10.36,7.14,7.9,195.07,2.0,172320014.59,17920350.0,21400896.0,144294658.2,,,113000.0,2.91,,,,4.78,418041.0,544348.0,,,2.91,113000.0,,78000.0,123110.0,142.76,1.08,,,90.53,81.9,1874262.0,15091557.62,,14.98,90.5,19.8,0.1216,20.94,1.0839
2014-09-02,23497524.0,192726691.85,10.26,7.24,7.83,193.51,2.0,174180034.18,17328446.0,21236288.0,142127914.09,,,356555.0,2.9,,,,7.3,350000.0,966822.0,,,2.9,356555.0,,18363.0,514610.0,139.38,4.37,,,89.14,79.55,2110128.0,17307269.86,,17.02,89.12,19.52,0.1188,20.13,1.0787
2014-09-03,23417790.0,193782212.25,10.23,7.23,7.8,194.89,2.0,175730283.2,16897852.0,21236288.0,139829725.3,,,9265.0,,,,,2.73,,439860.0,,,,9265.0,,,,138.31,,,,88.11,77.76,2281300.0,18877757.5,,18.71,88.09,19.67,0.1185,19.94,1.0777
2014-09-04,22611126.0,196309795.93,9.88,6.98,7.53,193.09,2.0,177167843.88,16754857.0,20406340.0,145465668.47,,,198282.0,,,,,2.65,,341276.0,,,,198282.0,,,829946.0,139.68,4.22,,,88.72,78.34,2129291.0,18486504.46,,17.83,88.68,18.57,0.1169,20.17,1.0573
2014-09-05,22276340.0,192244814.2,9.73,6.71,7.42,196.15,2.0,173368553.28,16291477.0,20089056.0,140595446.51,,,10300.0,1.41,,,,3.21,139000.0,640795.0,,,1.41,10300.0,,167115.0,456286.0,140.71,0.91,,,85.76,76.47,2704867.0,23343002.21,,23.49,85.69,17.22,0.1138,20.48,1.0456
2014-09-08,21597616.0,185890680.91,9.43,6.59,7.19,189.49,2.0,167126697.92,16243499.0,19417532.0,139807795.89,,,256296.0,2.97,,,,3.51,352200.0,398690.0,,,2.97,256296.0,,94416.0,1023723.0,139.63,9.18,,,88.66,79.05,2078303.0,17887953.92,,18.01,88.57,18.51,0.1184,20.43,1.051
2014-09-09,21802748.0,187416421.81,9.52,6.6,7.26,191.44,2.0,169259228.54,16239668.0,19690464.0,139596186.13,,,103719.0,5.3,,,,2.31,585877.0,265927.0,,,5.3,103719.0,,158377.0,312946.0,138.97,2.11,,,89.13,78.29,1981122.0,17029724.71,,17.06,89.07,17.77,0.1131,20.02,1.0511
2014-09-10,20597152.0,174519668.9,9.0,6.22,6.86,184.24,2.0,152484191.99,16396396.0,17996482.0,138926663.31,,,817918.0,1.19,,,,5.73,154606.0,661190.0,,,1.19,817918.0,,,1848587.0,140.22,12.53,,,92.93,80.26,1246938.0,10565305.67,,10.72,92.9,18.2,0.1147,20.79,1.0082
2014-09-11,19907016.0,171877176.14,8.7,6.04,6.63,172.05,2.0,148310949.43,16160121.0,17177548.0,139526484.71,,,345907.0,3.3,,,,7.09,460000.0,772758.0,,,3.3,345907.0,,190576.0,1278935.0,136.49,11.52,,,91.36,79.65,1527541.0,13188788.99,,12.94,91.34,19.2,0.127,23.65,0.9812
2014-09-12,20254164.0,173051577.22,8.85,6.14,6.75,177.54,2.0,146571123.84,15963558.0,17154860.0,136392639.55,,,422229.0,0.59,,,,5.98,60000.0,776226.0,,,0.59,422229.0,,157434.0,82687.0,136.87,0.0,,,87.94,79.16,2188676.0,18700047.74,,18.88,87.88,18.84,0.1309,24.9,1.0043
2014-09-15,20335974.0,168097161.08,8.88,6.34,6.77,177.27,2.0,149636637.16,16392962.0,18102666.0,135504223.89,,98869.0,919226.0,4.98,0.84,371502.0,,3.9,600704.0,489822.0,,98869.0,4.98,919226.0,3.19,,24400.0,139.67,0.52,0.85,,91.51,82.03,1521756.0,12578835.1,98869.0,13.0,91.48,18.65,0.1309,25.19,1.0175
2014-09-16,21029986.0,168050618.13,9.19,6.5,7.0,177.4,2.0,149908586.9,16412703.0,18759678.0,131153909.67,,,112607.0,6.54,,,,2.67,934203.0,190266.0,,,6.54,112607.0,,97400.0,277191.0,135.18,4.34,,,92.0,82.9,1428075.0,11411747.33,,11.8,91.97,18.52,0.1234,23.91,1.0622
2014-09-17,21329820.0,176589579.78,9.32,6.64,7.1,175.92,2.0,155176409.9,16622603.0,18743376.0,137618530.24,,,248000.0,3.09,,,,0.38,495000.0,38100.0,,,3.09,248000.0,,,511302.0,133.38,5.57,,,92.98,84.26,1255311.0,10392719.77,,10.04,93.0,19.26,0.1237,23.46,1.0812
2014-09-18,21630534.0,178797994.04,9.45,6.88,7.2,183.1,2.0,157354684.02,17050232.0,19036376.0,140937217.71,,,665000.0,5.21,,,,0.99,635000.0,259487.0,,,5.21,665000.0,,22115.0,342000.0,141.19,1.04,,,95.97,86.36,716136.0,5919580.18,,5.94,95.96,19.2,0.1241,23.17,1.0956
2014-09-19,20889548.0,168369756.88,9.13,6.76,6.96,175.96,2.0,151047543.4,17021520.0,18740390.0,137193451.2,,43000.0,455274.0,4.87,0.36,,,4.38,646000.0,536284.0,,43000.0,4.87,455274.0,,9300.0,941986.0,140.89,8.27,,,95.55,86.07,793176.0,6392998.56,,6.56,95.55,20.4,0.1348,23.78,1.0563
2014-09-22,20737136.0,158514667.58,9.06,6.84,6.91,169.31,2.0,142086503.83,16903544.0,18587978.0,129210690.34,,,12400.0,0.15,,,,2.09,19000.0,149976.0,,,0.15,12400.0,,19600.0,171412.0,135.76,3.27,,,94.37,84.99,1008360.0,7707903.84,,8.05,94.4,20.64,0.134,23.46,1.0426
2014-09-23,21037746.0,158203849.92,9.19,6.68,7.01,164.14,2.0,143986793.6,17094288.0,19147180.0,128549045.76,,,159858.0,0.58,,531502.0,,0.48,98000.0,57615.0,,,0.58,159858.0,4.08,88500.0,70300.0,130.3,2.53,,,95.5,83.76,805916.0,6060488.32,,6.13,95.51,20.18,0.1309,22.95,1.0309
2014-09-24,21381936.0,162481331.66,9.34,6.76,7.12,165.34,2.0,148104403.61,17444104.0,19489986.0,132557746.3,,,385277.0,2.74,,,,0.67,445600.0,84948.0,,,2.74,385277.0,,49488.0,102794.0,131.52,1.29,,,95.31,85.59,857664.0,6517388.74,,6.49,95.3,20.07,0.1292,22.54,1.0491
2014-09-25,21365836.0,162850401.99,9.33,6.47,7.12,165.68,2.0,149638046.09,16895804.0,19632386.0,128779818.09,,,50919.0,2.07,,,,4.52,266000.0,627619.0,,,2.07,50919.0,,28400.0,123600.0,128.47,0.69,,,93.38,82.88,1197964.0,9130881.61,,9.14,93.36,19.86,0.1305,22.62,1.0481
2014-09-26,21598452.0,161772405.48,9.43,6.43,7.19,167.76,2.0,148799231.14,17015604.0,19866386.0,127446873.96,,,97729.0,1.83,,14000.0,,0.53,220000.0,70216.0,,,1.83,97729.0,0.11,92287.0,,129.74,,,,93.93,83.38,1100452.0,8242385.48,,8.43,93.9,20.37,0.131,22.48,1.0584
2014-09-29,22478136.0,166945116.07,9.82,6.45,7.49,171.62,2.0,153179230.99,17290204.0,20624644.0,128414345.11,,,430000.0,6.01,,,,2.89,983900.0,303701.0,,,6.01,430000.0,,148300.0,225641.0,129.33,1.9,,,96.1,84.29,702550.0,5217838.85,,5.27,96.09,20.14,0.1334,23.72,1.0958
2014-09-30,22051488.0,163710246.91,9.63,6.18,7.35,167.35,2.0,150078639.62,17236904.0,20215334.0,127966775.3,,,7997.0,0.21,,150000.0,,0.97,35500.0,96796.0,,,0.21,7997.0,1.11,35500.0,594811.0,128.15,4.57,,,95.59,83.76,794442.0,5897937.41,,5.92,95.58,20.5,0.1362,24.17,1.0716
2014-10-01,23675884.0,168004072.86,10.34,6.68,7.89,178.09,2.0,155016945.28,18035484.0,21845680.0,127979794.46,,,729632.0,11.8,,,,0.28,1738083.0,34923.0,,,11.8,729632.0,,103870.0,107737.0,133.48,0.84,,,98.53,88.69,269846.0,1914827.22,,2.0,98.52,20.1,0.1397,25.08,1.1642
2014-10-02,24649514.0,169539357.29,10.77,6.67,8.21,177.41,2.0,156773362.86,18073852.0,22793452.0,124311954.06,,,90750.0,2.46,,60000.0,,3.41,983200.0,103512.0,,,2.46,90750.0,0.43,51130.0,95429.0,127.51,1.31,,,98.32,88.82,309670.0,2129910.26,,2.19,98.31,20.17,0.1374,24.27,1.2113
2014-10-03,24523496.0,174729909.0,10.71,6.51,8.17,174.38,2.0,161505467.25,17882352.0,22667434.0,127411758.0,,,48300.0,,,,,2.67,,191500.0,,,,48300.0,,,126017.0,124.08,2.21,,,97.34,87.9,489560.0,3488115.0,,3.39,97.34,20.01,0.1384,24.2,1.2054
2014-10-06,25917696.0,181372036.61,11.32,6.81,8.63,187.08,2.0,167838170.53,18302552.0,23983734.0,128081258.9,,,383270.0,12.66,,,,0.0,1516300.0,70.0,,,12.66,383270.0,,37000.0,200000.0,129.16,1.34,,,99.47,89.2,98328.0,688099.34,,0.7,99.46,20.17,0.1301,22.96,1.2632
2014-10-07,26553188.0,177322189.46,11.6,6.84,8.84,189.75,2.0,164392913.66,18405844.0,24617088.0,122914226.23,,,111837.0,3.5,,,,0.28,674453.0,36145.0,,,3.5,111837.0,,27600.0,41100.0,128.04,0.44,,,100.0,88.9,0.0,0.0,,0.0,100.0,19.67,0.1263,22.5,1.2825
2014-10-08,26911800.0,175168906.2,11.76,6.62,8.96,183.13,2.0,161940847.75,18679150.0,24879528.0,121582587.35,,,329542.0,0.0,,,,0.87,365900.0,78860.0,,,0.0,329542.0,,22624.0,103460.0,124.21,2.63,,,100.0,90.29,0.0,0.0,,0.0,100.0,19.87,0.1266,22.77,1.3008
2014-10-09,27421764.0,170535950.32,11.98,6.38,9.13,182.3,2.0,159023959.42,18627016.0,25570664.0,115841412.5,,,44100.0,0.8,,140000.0,,2.93,640636.0,294234.0,,,0.8,44100.0,0.87,198000.0,89500.0,121.03,0.26,,,95.17,89.58,945000.0,5876955.0,,5.88,95.37,19.44,0.1247,22.55,1.3187
2014-10-10,28216656.0,167381203.39,12.33,6.38,9.4,179.81,2.0,155212559.6,18675908.0,26165300.0,110785486.26,,,329644.0,1.8,,80000.0,,2.51,926736.0,318564.0,,,1.8,329644.0,0.54,37812.0,412100.0,116.26,4.22,,,95.28,90.33,925076.0,5487550.83,,5.55,95.45,17.35,0.1155,22.13,1.3648
2014-10-13,28774996.0,173340575.9,12.57,6.09,9.58,177.98,2.0,160947569.38,18606280.0,26717724.0,112084230.72,,,211617.0,2.9,,,,1.91,577000.0,283374.0,,,2.9,211617.0,,2130.0,24574.0,109.74,2.51,,,96.13,92.08,750000.0,4518000.0,,4.52,96.05,16.75,0.1144,21.79,1.4241
2014-10-14,28828530.0,178650400.41,12.59,5.9,9.6,179.82,2.0,165901485.83,18600144.0,26771258.0,115265092.37,,,10863.0,1.94,,,,0.05,249333.0,17000.0,,,1.94,10863.0,,,195800.0,112.17,1.38,,,96.12,92.1,750000.0,4647750.0,,4.65,96.02,16.73,0.1122,20.97,1.4275
2014-10-15,28575892.0,170769530.59,12.48,5.71,9.52,179.38,2.0,158475273.12,18641144.0,26518620.0,111399476.54,,,43000.0,0.54,,,,0.0,142863.0,2000.0,,,0.54,43000.0,,,395500.0,114.35,2.02,,,96.13,92.1,750000.0,4482000.0,,4.48,96.23,17.19,0.1142,21.31,1.4118
2014-10-16,28780140.0,183156810.96,12.57,5.49,9.59,178.37,2.0,170088209.68,18626124.0,26726620.0,118536653.14,,,10000.0,2.6,,,,0.23,430000.0,25020.0,,,2.6,10000.0,,,222000.0,111.42,2.96,,,96.13,92.17,750000.0,4773000.0,,4.77,95.89,16.73,0.1114,20.26,1.4242
2014-10-17,29340636.0,190919518.45,12.82,5.32,9.77,190.97,2.0,177530611.14,18626696.0,27283020.0,121203910.87,,,6587.0,3.53,,,,0.0,561400.0,6014.0,,,3.53,6587.0,,,5000.0,118.67,0.0,,,96.13,92.11,750000.0,4880250.0,,4.88,96.05,16.65,0.1096,20.2,1.4509
2014-10-20,30092980.0,200509525.74,13.15,5.36,10.02,200.46,3.0,186787197.17,18628562.0,28033498.0,124122108.61,,,1865.0,6.36,,,,,890000.0,,,,6.36,1865.0,,,139523.0,121.11,0.0,,,96.13,91.8,750000.0,4997250.0,,5.0,96.04,16.2,0.1084,19.42,1.4829
2014-10-21,30223986.0,209694014.87,13.2,5.28,10.07,207.54,3.0,195405328.75,18685864.0,28164504.0,129642524.43,,,20000.0,1.55,,,,0.0,155000.0,4726.0,,,1.55,20000.0,,42029.0,23993.0,124.99,0.0,,,96.14,92.06,750000.0,5203500.0,,5.2,96.0,16.06,0.1082,19.32,1.4891
2014-10-22,30188582.0,206761598.12,13.19,5.14,10.06,212.47,3.0,192656205.9,18631272.0,28129100.0,127605581.93,,,,1.65,,,,0.3,120000.0,54594.0,,,1.65,,,,155404.0,129.44,0.23,,,95.42,91.27,894998.0,6129841.3,,6.13,95.48,16.32,0.1085,19.61,1.4789
2014-10-23,30003088.0,208821492.48,13.11,5.05,9.99,210.11,3.0,195949097.76,18285876.0,28153606.0,127269696.96,,,15973.0,2.44,,,,3.51,390600.0,427969.0,,,2.44,15973.0,,66600.0,366095.0,125.25,2.74,,,94.4,89.69,1084998.0,7551586.08,,7.55,94.31,16.3,0.1102,19.44,1.4716
2014-10-24,30580538.0,206693856.34,13.36,5.15,10.19,215.39,3.0,192873634.42,18521008.0,28535824.0,125183493.07,,,241600.0,3.48,,,,0.04,431000.0,6468.0,,,3.48,241600.0,,,48781.0,128.45,0.98,,,95.37,90.85,900000.0,6083100.0,,6.08,95.48,16.15,0.1067,19.24,1.5
2014-10-27,30912438.0,202631031.09,13.5,5.12,10.3,211.37,3.0,189155825.82,18479164.0,28856724.0,121130920.02,,,5482.0,4.48,,150000.0,,1.59,752900.0,120712.0,,,4.48,5482.0,1.01,73386.0,582000.0,124.4,5.5,,,95.36,91.3,900000.0,5899500.0,,5.9,95.47,15.79,0.1046,19.04,1.5273
2014-10-28,31255288.0,207722644.05,13.65,5.07,10.41,209.42,3.0,194060382.1,18588466.0,29199576.0,123538945.04,,,116546.0,2.02,,,,0.19,344500.0,7243.0,,,2.02,116546.0,,,1650.0,121.69,0.0,,,94.08,90.63,1170000.0,7775820.0,,7.75,94.01,15.47,0.1037,18.65,1.5238
