,ALWEC FP Equity_DX_SI_QTY,ALWEC FP Equity_DX_SHORT_INTEREST_VALUE,ALWEC FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALWEC FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALWEC FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALWEC FP Equity_DX_SI_MV,ALWEC FP Equity_DX_DSS,ALWEC FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALWEC FP Equity_DX_SUPPLY_SI_QTY,ALWEC FP Equity_DX_BROKER_SI_QTY,ALWEC FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALWEC FP Equity_DX_BROKER_SI_QTY_ADD,ALWEC FP Equity_DX_SUPPLY_SI_MV_DEC,ALWEC FP Equity_DX_SUPPLY_SI_QTY_DEC,ALWEC FP Equity_DX_BROKER_SI_MV_ADD,ALWEC FP Equity_DX_SUPPLY_SI_QTY_ADD,ALWEC FP Equity_DX_BROKER_SI_QTY_DEC,ALWEC FP Equity_DX_SUPPLY_SI_MV,ALWEC FP Equity_DX_BROKER_SI_MV_DEC,ALWEC FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALWEC FP Equity_DX_UTILIZATION_QUANTITY,ALWEC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALWEC FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALWEC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALWEC FP Equity_DX_ACTIVE_UTILIZATION_MV,ALWEC FP Equity_DX_BROKER_SI_CON_RATIO,ALWEC FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALWEC FP Equity_DX_DEMAND_SUPPLY_RATIO,ALWEC FP Equity_PX_LAST
2014-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33
2014-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36
2014-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37
2014-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4
2014-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4
2014-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36
2014-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36
2014-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43
2014-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4
2014-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4
2014-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43
2014-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45
2014-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43
2014-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45
2014-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47
2014-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48
2014-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41
2014-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43
2014-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43
2014-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44
2014-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42
2014-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42
2014-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44
2014-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46
2014-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46
2014-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48
2014-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5
2014-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5
2014-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41
2014-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45
2014-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45
2014-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49
2014-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45
2014-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44
2014-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44
2014-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44
2014-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42
2014-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4
2014-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4
2014-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4
2014-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43
2014-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43
2014-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35
2014-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36
2014-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29
2014-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3
2014-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29
2014-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3
2014-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26
2014-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26
2014-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27
2014-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32
2016-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02
2016-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02
2016-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01
2016-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01
2016-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02
2016-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02
2016-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02
2016-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01
2016-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02
2016-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02
2016-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01
2016-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01
2016-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.27
2016-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.52
2016-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.02
2016-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.49
2016-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8
2016-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8
2016-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
2016-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
2016-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5
2016-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5
2016-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.49
2016-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.49
2016-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.18
2016-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
2016-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
2016-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
2016-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1
2016-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1
2016-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
2016-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8
2016-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.76
2016-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.91
2016-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.11
2016-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.99
2016-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1
2016-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.92
2016-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.79
2016-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.67
2016-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9
2016-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9
2016-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.55
2016-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4
2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.68
2016-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9
2016-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9
2016-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99
2016-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9
2016-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.07
2016-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9
2016-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9
2016-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5
2016-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5
2016-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5
2016-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
2016-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5
2016-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.45
2016-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0
2016-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.21
2016-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.65
2016-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0
2016-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.89
2016-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
2016-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
2016-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
2016-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
2016-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
2016-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
2016-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5
2016-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5
2016-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0
2016-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0
2016-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0
2016-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5
2016-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5
2016-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8
2016-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.64
2016-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.76
2016-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9
2016-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9
2016-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
2016-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9
2016-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9
2016-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.84
2016-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9
2016-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9
2016-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9
2016-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0
2016-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.99
2016-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.49
2016-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.81
2016-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.17
2016-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.17
2016-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.54
2016-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5
2017-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.84
2017-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5
2017-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3
2017-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5
2017-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.51
2017-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.51
2017-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9
2017-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4
2017-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.02
2017-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5
2017-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5
2017-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5
2017-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5
2017-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5
2017-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5
2017-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5
2017-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5
2017-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5
2017-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.51
2017-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5
2017-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.51
2017-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
2017-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.34
2017-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.99
2017-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5
2017-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.51
2017-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.98
2017-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5
2017-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.98
2017-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8
2017-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5
2017-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.96
2017-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5
2017-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1
2017-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5
2017-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1
2017-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.37
2017-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.99
2017-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.71
2017-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.37
2017-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4
2017-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5
2017-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0
2017-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0
2017-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0
2017-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5
2017-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0
2017-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5
2017-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5
2017-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5
2017-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5
2017-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.61
2017-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6
2017-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5
2017-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5
2017-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0
2017-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0
2017-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0
2017-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0
2017-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5
2017-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0
2017-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.17
2017-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8
2017-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0
2018-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5
2018-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6
2018-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5
2018-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0
2018-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5
2018-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5
2018-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0
2018-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5
2018-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.4
2018-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2
2018-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3
2018-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5
2018-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0
2018-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.2
2018-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.9
2018-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3
2018-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.2
2018-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0
2018-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0
2018-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7
2018-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7
2018-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0
2018-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0
2018-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.4
2018-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8
2018-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8
2018-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9
2018-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9
2018-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9
2018-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5
2018-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5
2018-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5
2018-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2
2018-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0
2018-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5
2018-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7
2018-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2
2018-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.95
2018-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0
2018-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0
2018-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0
2018-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8
2018-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.65
2018-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0
2018-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7
2018-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7
2018-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6
2018-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.55
2018-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5
2018-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7
2018-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8
2018-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9
2018-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.95
2018-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9
2018-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0
2018-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.75
2018-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8
2018-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9
2018-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.75
2018-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6
2018-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2
2018-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.4
2018-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6
2018-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.7
2018-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.1
2018-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.8
2018-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5
2018-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.2
2018-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.4
2018-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0
2018-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5
2018-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6
2018-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6
2018-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6
2018-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.8
2018-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.2
2018-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.2
2018-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.2
2018-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.1
2018-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.2
2018-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.9
2018-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0
2018-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6
2018-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.9
2018-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.2
2018-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.8
2018-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.7
2018-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5
2018-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5
2018-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5
2018-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.2
2018-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.2
2018-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.7
2018-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4
2018-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.9
2018-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4
2018-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.1
2018-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.2
2018-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4
2018-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3
2018-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.1
2018-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.1
2018-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3
2018-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3
2018-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.2
2018-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.9
2018-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.9
2018-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.8
2018-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.9
2018-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6
2018-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5
2018-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.2
2018-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5
2018-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.2
2018-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.8
2018-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0
2018-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5
2018-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.2
2018-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.8
2018-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.8
2018-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.8
2018-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.7
2018-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3
2018-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.9
