,CRLA FP Equity_DX_SI_QTY,CRLA FP Equity_DX_SHORT_INTEREST_VALUE,CRLA FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,CRLA FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CRLA FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CRLA FP Equity_DX_SI_MV,CRLA FP Equity_DX_DSS,CRLA FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CRLA FP Equity_DX_SUPPLY_SI_QTY,CRLA FP Equity_DX_BROKER_SI_QTY,CRLA FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CRLA FP Equity_DX_SUPPLY_SI_QTY_INC_x,CRLA FP Equity_DX_BROKER_SI_MV_INC_x,CRLA FP Equity_DX_BROKER_SI_QTY_ADD,CRLA FP Equity_DX_SUPPLY_SI_MV_DEC,CRLA FP Equity_DX_BROKER_SI_QTY_INC,CRLA FP Equity_DX_SUPPLY_SI_QTY_DEC,CRLA FP Equity_DX_BROKER_SI_MV_INC_y,CRLA FP Equity_DX_SUPPLY_SI_QTY_INC_y,CRLA FP Equity_DX_BROKER_SI_MV_ADD,CRLA FP Equity_DX_SUPPLY_SI_QTY_ADD,CRLA FP Equity_DX_BROKER_SI_QTY_DEC,CRLA FP Equity_DX_SUPPLY_SI_MV,CRLA FP Equity_DX_BROKER_SI_MV_DEC,CRLA FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CRLA FP Equity_DX_UTILIZATION_QUANTITY,CRLA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CRLA FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CRLA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CRLA FP Equity_DX_ACTIVE_UTILIZATION_MV,CRLA FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CRLA FP Equity_DX_BROKER_SI_CON_RATIO,CRLA FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CRLA FP Equity_DX_DEMAND_SUPPLY_RATIO,CRLA FP Equity_PX_LAST
2018-03-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,217.0,14319.83,0.01,0.0,,0.0,,0.0,65.99
2018-03-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,217.0,14365.4,0.01,0.0,,0.0,,0.0,66.2
2018-03-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,217.0,14376.25,0.01,0.0,,0.0,,0.0,66.25
2018-03-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,217.0,14473.9,0.01,0.0,,0.0,,0.0,66.7
2018-03-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,217.0,14365.4,0.01,0.0,,0.0,,0.0,66.2
2018-03-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,217.0,14450.03,0.01,0.0,,0.0,,0.0,66.59
2018-03-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,217.0,14365.4,0.01,0.0,,0.0,,0.0,66.2
2018-03-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,217.0,14384.93,0.01,0.0,,0.0,,0.0,66.29
2018-03-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,217.0,14278.6,0.01,0.0,,0.0,,0.0,65.8
2018-03-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,217.0,14213.5,0.01,0.0,,0.0,,0.0,65.5
2018-03-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,217.0,14150.57,0.01,0.0,,0.0,,0.0,65.21
2018-03-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,217.0,14148.4,0.01,0.0,,0.0,,0.0,65.2
2018-03-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,217.0,14148.4,0.01,0.0,,0.0,,0.0,
2018-04-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,217.0,14148.4,0.01,0.0,,0.0,,0.0,
2018-04-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,217.0,14091.98,0.01,0.0,,0.0,,0.0,64.94
2018-04-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,217.0,14039.9,0.01,0.0,,0.0,,0.0,64.7
2018-04-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,217.0,14105.0,0.01,0.0,,0.0,,0.0,65.0
2018-04-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,217.0,14039.9,0.01,0.0,,0.0,,0.0,64.7
2018-04-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,217.0,13507.73,0.01,0.0,,0.0,,0.0,64.7
2018-04-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,217.0,13549.48,0.01,0.0,,0.0,,0.0,64.9
2018-04-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,217.0,14005.18,0.01,0.0,,0.0,,0.0,64.54
2018-04-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,217.0,13888.0,0.01,0.0,,0.0,,0.0,64.0
2018-04-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,217.0,13888.0,0.01,0.0,,0.0,,0.0,64.0
2018-04-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,217.0,14105.0,0.01,0.0,,0.0,,0.0,65.0
2018-04-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,217.0,14105.0,0.01,0.0,,0.0,,0.0,65.0
2018-04-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,217.0,14098.49,0.01,0.0,,0.0,,0.0,64.97
2018-04-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,217.0,14105.0,0.01,0.0,,0.0,,0.0,65.0
2018-04-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,217.0,14126.7,0.01,0.0,,0.0,,0.0,65.1
2018-04-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,217.0,14124.53,0.01,0.0,,0.0,,0.0,65.09
2018-04-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,217.0,14081.13,0.01,0.0,,0.0,,0.0,64.89
2018-04-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,217.0,13996.5,0.01,0.0,,0.0,,0.0,64.5
2018-04-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,217.0,14059.43,0.01,0.0,,0.0,,0.0,64.79
2018-04-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,217.0,14083.3,0.01,0.0,,0.0,,0.0,64.9
2018-04-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,217.0,14343.7,0.01,0.0,,0.0,,0.0,66.1
2018-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,217.0,14343.7,0.01,0.0,,0.0,,0.0,
2018-05-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,217.0,14452.2,0.01,0.0,,0.0,,0.0,66.6
2018-05-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,217.0,14539.0,0.01,0.0,,0.0,,0.0,67.0
2018-05-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,217.0,14473.9,0.01,0.0,,0.0,,0.0,66.7
2018-05-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,217.0,14473.9,0.01,0.0,,0.0,,0.0,66.7
2018-05-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,217.0,14495.6,0.01,0.0,,0.0,,0.0,66.8
2018-05-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,217.0,14732.13,0.01,0.0,,0.0,,0.0,67.89
2018-05-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,217.0,14886.2,0.01,0.0,,0.0,,0.0,68.6
2018-05-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,217.0,14951.3,0.01,0.0,,0.0,,0.0,68.9
2018-05-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,217.0,15176.98,0.02,0.0,,0.0,,0.0,69.94
2018-05-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,217.0,15190.0,0.02,0.0,,0.0,,0.0,70.0
2018-05-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,217.0,15339.73,0.02,0.0,,0.0,,0.0,70.69
2018-05-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,217.0,15302.84,0.02,0.0,,0.0,,0.0,70.52
2018-05-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,217.0,15841.0,0.02,0.0,,0.0,,0.0,73.0
2018-05-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,217.0,16060.17,0.02,0.0,,0.0,,0.0,74.01
2018-05-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,217.0,16144.8,0.02,0.0,,0.0,,0.0,74.4
2018-05-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,217.0,16468.13,0.02,0.0,,0.0,,0.0,75.89
2018-05-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,217.0,16730.7,0.02,0.0,,0.0,,0.0,77.1
2018-05-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,217.0,16730.7,0.02,0.0,,0.0,,0.0,77.1
2018-05-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,217.0,16795.8,0.02,0.0,,0.0,,0.0,77.4
2018-05-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,217.0,16817.5,0.02,0.0,,0.0,,0.0,77.5
2018-05-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,217.0,16507.19,0.02,0.0,,0.0,,0.0,76.07
2018-05-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,217.0,17331.79,0.02,0.0,,0.0,,0.0,79.87
2018-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,217.0,17201.59,0.02,0.0,,0.0,,0.0,79.27
2018-06-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,217.0,17531.43,0.02,0.0,,0.0,,0.0,80.79
2018-06-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,217.0,17140.83,0.02,0.0,,0.0,,0.0,78.99
2018-06-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,217.0,17143.0,0.02,0.0,,0.0,,0.0,79.0
2018-06-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,217.0,17143.0,0.02,0.0,,0.0,,0.0,79.0
2018-06-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,217.0,17143.0,0.02,0.0,,0.0,,0.0,79.0
2018-06-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,217.0,17143.0,0.02,0.0,,0.0,,0.0,79.0
2018-06-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,217.0,16975.91,0.02,0.0,,0.0,,0.0,78.23
2018-06-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,217.0,16945.53,0.02,0.0,,0.0,,0.0,78.09
2018-06-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,217.0,16926.0,0.02,0.0,,0.0,,0.0,78.0
2018-06-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,217.0,16882.6,0.02,0.0,,0.0,,0.0,77.8
2018-06-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,217.0,16921.66,0.02,0.0,,0.0,,0.0,77.98
2018-06-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,217.0,16839.2,0.02,0.0,,0.0,,0.0,77.6
2018-06-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4317.0,334049.46,0.34,0.0,,0.0,,0.0,77.38
2018-06-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4317.0,329861.97,0.33,0.0,,0.0,,0.0,76.41
2018-06-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4317.0,331545.6,0.33,0.0,,0.0,,0.0,76.8
2018-06-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4317.0,332409.0,0.33,0.0,,0.0,,0.0,77.0
2018-06-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4317.0,328135.17,0.33,0.0,,0.0,,0.0,76.01
2018-06-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4317.0,328264.68,0.33,0.0,,0.0,,0.0,76.04
2018-06-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4317.0,328307.85,0.33,0.0,,0.0,,0.0,76.05
2018-06-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4317.0,331502.43,0.33,0.0,,0.0,,0.0,76.79
2018-07-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4317.0,328178.34,0.33,0.0,,0.0,,0.0,76.02
2018-07-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4317.0,331502.43,0.33,0.0,,0.0,,0.0,76.79
2018-07-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4317.0,325501.8,0.33,0.0,,0.0,,0.0,75.4
2018-07-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4317.0,325501.8,0.33,0.0,,0.0,,0.0,75.4
2018-07-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4317.0,323818.17,0.33,0.0,,0.0,,0.0,75.01
2018-07-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4317.0,327099.09,0.32,0.0,,0.0,,0.0,75.77
2018-07-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4317.0,327142.26,0.33,0.0,,0.0,,0.0,75.78
2018-07-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4317.0,327099.09,0.33,0.0,,0.0,,0.0,75.77
2018-07-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4317.0,328048.83,0.33,0.0,,0.0,,0.0,75.99
2018-07-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4317.0,328092.0,0.33,0.0,,0.0,,0.0,76.0
2018-07-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4317.0,328048.83,0.33,0.0,,0.0,,0.0,75.99
2018-07-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4317.0,328912.23,0.33,0.0,,0.0,,0.0,76.19
2018-07-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4317.0,323775.0,0.33,0.0,,0.0,,0.0,75.0
2018-07-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4317.0,322048.2,0.32,0.0,,0.0,,0.0,74.6
2018-07-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4317.0,322868.43,0.32,0.0,,0.0,,0.0,74.79
2018-07-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4317.0,322048.2,0.32,0.0,,0.0,,0.0,74.6
2018-07-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4317.0,319501.17,0.32,0.0,,0.0,,0.0,74.01
2018-07-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4317.0,319458.0,0.32,0.0,,0.0,,0.0,74.0
2018-07-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4317.0,316004.4,0.32,0.0,,0.0,,0.0,73.2
2018-07-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4317.0,316004.4,0.32,0.0,,0.0,,0.0,73.2
2018-07-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4317.0,315141.0,0.32,0.0,,0.0,,0.0,73.0
2018-07-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4317.0,314709.3,0.32,0.0,,0.0,,0.0,72.9
2018-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4317.0,318983.13,0.31,0.0,,0.0,,0.0,73.89
2018-08-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4317.0,314752.47,0.32,0.0,,0.0,,0.0,72.91
2018-08-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4317.0,318983.13,0.31,0.0,,0.0,,0.0,73.89
2018-08-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4317.0,319458.0,0.32,0.0,,0.0,,0.0,74.0
2018-08-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4317.0,319414.83,0.32,0.0,,0.0,,0.0,73.99
2018-08-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4317.0,316867.8,0.32,0.0,,0.0,,0.0,73.4
2018-08-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4317.0,316824.63,0.32,0.0,,0.0,,0.0,73.39
2018-08-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4317.0,317731.2,0.32,0.0,,0.0,,0.0,73.6
2018-08-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4317.0,319501.17,0.32,0.0,,0.0,,0.0,74.01
2018-08-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4317.0,318680.94,0.32,0.0,,0.0,,0.0,73.82
2018-08-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4317.0,321616.5,0.32,0.0,,0.0,,0.0,74.5
2018-08-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4317.0,322048.2,0.32,0.0,,0.0,,0.0,74.6
2018-08-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4317.0,322048.2,0.32,0.0,,0.0,,0.0,74.6
2018-08-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4317.0,322048.2,0.32,0.0,,0.0,,0.0,74.6
2018-08-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4317.0,322479.9,0.32,0.0,,0.0,,0.0,74.7
2018-08-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4317.0,322479.9,0.32,0.0,,0.0,,0.0,74.7
2018-08-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4317.0,324638.4,0.32,0.0,,0.0,,0.0,75.2
2018-08-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4317.0,322134.54,0.32,0.0,,0.0,,0.0,74.62
2018-08-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4317.0,325458.63,0.32,0.0,,0.0,,0.0,75.39
2018-08-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4317.0,325070.1,0.33,0.0,,0.0,,0.0,75.3
2018-08-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4317.0,321616.5,0.33,0.0,,0.0,,0.0,74.5
2018-08-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4317.0,321573.33,0.32,0.0,,0.0,,0.0,74.49
2018-08-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4317.0,318162.9,0.32,0.0,,0.0,,0.0,73.7
2018-09-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4317.0,317688.03,0.32,0.0,,0.0,,0.0,73.59
2018-09-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4317.0,317688.03,0.32,0.0,,0.0,,0.0,73.59
