,AFLT FP Equity_DX_SI_QTY,AFLT FP Equity_DX_SHORT_INTEREST_VALUE,AFLT FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,AFLT FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,AFLT FP Equity_DX_SI_MV,AFLT FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,AFLT FP Equity_DX_SUPPLY_SI_QTY,AFLT FP Equity_DX_BROKER_SI_QTY,AFLT FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,AFLT FP Equity_DX_BROKER_SI_MV_NEW_x,AFLT FP Equity_DX_SUPPLY_SI_QTY_NEW_x,AFLT FP Equity_DX_SUPPLY_SI_QTY_INC_x,AFLT FP Equity_DX_BROKER_SI_MV_INC_x,AFLT FP Equity_DX_SUPPLY_SI_MV_NEW,AFLT FP Equity_DX_BROKER_SI_QTY_ADD,AFLT FP Equity_DX_BROKER_SI_QTY_NEW,AFLT FP Equity_DX_SUPPLY_SI_MV_DEC,AFLT FP Equity_DX_BROKER_SI_QTY_INC,AFLT FP Equity_DX_SUPPLY_SI_QTY_DEC,AFLT FP Equity_DX_BROKER_SI_MV_NEW_y,AFLT FP Equity_DX_SUPPLY_SI_QTY_NEW_y,AFLT FP Equity_DX_BROKER_SI_MV_INC_y,AFLT FP Equity_DX_SUPPLY_SI_QTY_INC_y,AFLT FP Equity_DX_BROKER_SI_MV_ADD,AFLT FP Equity_DX_SUPPLY_SI_QTY_ADD,AFLT FP Equity_DX_BROKER_SI_QTY_DEC,AFLT FP Equity_DX_SUPPLY_SI_MV,AFLT FP Equity_DX_BROKER_SI_MV_DEC,AFLT FP Equity_DX_SUPPLY_SI_MV_RMV,AFLT FP Equity_DX_BROKER_SI_MV_RMV,AFLT FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,AFLT FP Equity_DX_UTILIZATION_QUANTITY,AFLT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,AFLT FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,AFLT FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,AFLT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,AFLT FP Equity_DX_ACTIVE_UTILIZATION_MV,AFLT FP Equity_DX_BROKER_SI_MARKET_SHARE_2,AFLT FP Equity_DX_BROKER_SI_CON_RATIO,AFLT FP Equity_DX_BROKER_SI_MARKET_SHARE_1,AFLT FP Equity_DX_DEMAND_SUPPLY_RATIO
2021-08-16,12017.0,1346209.23,2.83,0.23,1.35,1200576.21,1300.0,10717.0,145633.02,,,,,,1100.0,,,,,,,,,0.12,1100.0,,0.15,,,,3.76,0.51,33237.0,3723388.22,,3.72,3.76,9.3,0.6527,79.7,0.0469
2021-08-17,12017.0,1345996.53,2.88,0.23,1.34,1200386.52,1300.0,10717.0,145610.01,,,,,,,,,,,,,,,,,,0.15,,,,3.75,0.51,33406.0,3741729.23,,3.74,3.75,9.34,0.6519,79.64,0.0469
2021-08-18,12017.0,1346151.55,2.41,0.23,1.35,1200524.77,1300.0,10717.0,145626.78,,,,,,,,,,,,,,,,,,0.15,,,,3.75,0.51,33406.0,3742160.16,,3.75,3.74,9.31,0.6521,79.65,0.0469
2021-08-19,27617.0,3095048.24,5.62,0.52,3.09,2949356.72,1300.0,26317.0,145691.52,,,,1.74,,,,,15600.0,,,,1.74,,,,,0.15,,,,3.75,0.51,33406.0,3743823.78,,3.71,3.77,34.36,0.4903,60.88,0.1077
2021-08-20,43217.0,4841319.6,8.75,0.82,4.84,2948122.45,16900.0,26317.0,1893197.15,,,15600.0,,,,,,,,,,,15600.0,,,,1.89,,,,48.51,6.59,17936.0,2009253.5,,2.01,48.51,34.39,0.4903,60.86,0.1685
2021-08-23,43217.0,4840636.77,8.71,0.82,4.85,2947706.64,16900.0,26317.0,1892930.13,,,,,,,,,,,,,,,,,,1.89,,,,48.51,6.59,17936.0,2008970.11,,2.01,48.51,34.31,0.4909,60.95,0.1685
2021-08-24,41017.0,4594322.37,8.18,0.78,4.6,2824561.21,15800.0,25217.0,1769761.16,,,,,,,,0.12,,1100.0,,,,,,,1100.0,1.77,0.13,,,46.83,6.19,17936.0,2009014.95,,2.01,46.83,37.35,0.522,61.84,0.1606
2021-08-25,25417.0,2847847.77,5.17,0.48,2.85,2825438.77,200.0,25217.0,22409.0,,,,,,,,1.75,,15600.0,,,,,,,,0.02,,,,0.08,0.08,255199.0,28593771.96,,28.51,0.08,37.37,0.522,61.83,0.0995
2021-08-26,9817.0,1099614.93,2.0,0.19,1.1,1077212.67,200.0,9617.0,22402.26,,,,,,,,,,,,,,,,,15600.0,0.02,1.75,,,0.08,0.08,254979.0,28560529.26,,28.49,0.08,2.12,0.9586,97.88,0.0385
2021-08-27,9817.0,1099626.71,2.02,0.19,1.1,1077224.21,200.0,9617.0,22402.5,,,,,,,,,,,,,,,,,,0.02,,,,0.08,0.08,261229.0,29260913.36,,29.18,0.08,2.11,0.9588,97.89,0.0376
2021-08-30,9817.0,1099863.3,2.0,0.19,1.1,1077455.98,200.0,9617.0,22407.32,,,,,,,,,,,,,,,,,,0.02,,,,0.08,0.08,261229.0,29267208.98,,29.18,0.08,2.11,0.9586,97.89,0.0376
2021-08-31,9817.0,1099482.4,1.99,0.19,1.1,1077082.84,200.0,9617.0,22399.56,,,,,,,,,,,,,,,,,,0.02,,,,0.08,0.08,261229.0,29257073.3,,29.19,0.08,2.12,0.9585,97.88,0.0376
2021-09-01,9817.0,1098873.75,1.76,0.19,1.1,1076486.59,200.0,9617.0,22387.16,,,,,,,,,,,,,,,,,,0.02,,,,0.08,0.08,261342.0,29253525.84,,29.19,0.08,2.11,0.9587,97.89,0.0375
2021-09-02,9817.0,1099330.24,2.7,0.19,1.1,1076933.78,200.0,9617.0,22396.46,,,,,,,,,,,,,,,,,,0.02,,,,0.08,0.08,261342.0,29265678.25,,29.18,0.08,2.11,0.9587,97.89,0.0375
2021-09-03,9817.0,1099193.78,3.09,0.19,1.1,1076800.1,200.0,9617.0,22393.68,,,,,,,,,,,,,,,,,,0.02,,,,0.08,0.08,261342.0,29262045.59,,29.19,0.08,2.11,0.9587,97.89,0.0375
2021-09-06,65817.0,7372550.49,20.64,1.26,7.36,4213702.11,28200.0,37617.0,3158848.38,,,28000.0,,,28000.0,,,,,,,,28000.0,3.13,,,3.16,,,,100.0,10.78,0.0,0.0,,0.0,100.0,25.1,0.616,74.36,0.2517
2021-09-07,42817.0,4796565.86,13.54,0.82,4.79,4214036.9,5200.0,37617.0,582528.96,,,,,,,,2.58,,23000.0,,,,,,,,0.58,,,,15.36,1.99,28649.0,3209398.5,,3.21,15.36,25.05,0.6165,74.41,0.1637
2021-09-08,19817.0,2221018.02,6.41,0.38,2.22,1638220.74,5200.0,14617.0,582797.28,,,,,,,,,,,,,,,,,23000.0,0.58,2.57,,,15.36,1.95,28649.0,3210876.78,,3.21,15.36,34.13,0.5324,64.47,0.0743
2021-09-09,19817.0,2220586.01,3.57,0.38,2.22,1637902.09,5200.0,14617.0,582683.92,,,,,,,,,,,,,,,,,,0.58,,,,15.36,1.95,28649.0,3210252.24,,3.21,15.36,34.22,0.5319,64.39,0.0743
2021-09-10,67817.0,7595782.05,12.04,1.29,7.59,4325262.33,29200.0,38617.0,3270519.72,,,24000.0,2.69,,,,,24000.0,,,,2.69,24000.0,,,,3.27,,,,100.0,10.96,0.0,0.0,,0.0,100.0,24.38,0.6234,75.09,0.2544
2021-09-13,77817.0,8716679.04,13.57,1.48,8.71,4885762.62,34200.0,43617.0,3830916.42,,,,0.56,,,,,5000.0,,,,0.56,,,5000.0,,3.83,,,,83.56,12.83,6730.0,753861.62,,0.75,83.56,19.43,0.5365,69.87,0.292
2021-09-14,77817.0,8717091.47,13.54,1.48,8.71,4885993.79,34200.0,43617.0,3831097.68,,,,,,,,,,,,,,,,,,3.83,,,,83.56,12.83,6730.0,753897.29,,0.75,83.56,19.38,0.5369,69.91,0.292
2021-09-15,83617.0,9365848.19,14.49,1.59,9.36,5210318.0,37100.0,46517.0,4155530.19,,,2900.0,0.33,,,,,2900.0,,,,0.33,2900.0,,,,4.16,,,,81.08,13.82,8660.0,969997.07,,0.97,81.08,18.28,0.5557,71.61,0.3115
2021-09-16,65817.0,7372912.48,11.09,1.25,7.35,5334123.0,18200.0,47617.0,2038789.48,,,1100.0,0.11,,,,2.24,1100.0,20000.0,,,0.11,1100.0,,,,2.04,,,,38.31,6.78,29309.0,3283235.21,,3.28,38.31,17.59,0.5429,70.64,0.2452
2021-09-17,45817.0,5131655.2,7.67,0.87,5.12,3093195.14,18200.0,27617.0,2038460.06,,,,,,,,,,,,,,,,,20000.0,2.04,2.22,,,38.31,6.78,29309.0,3282704.72,,3.28,38.31,27.87,0.3957,53.4,0.1707
2021-09-20,44417.0,4974730.65,7.4,0.84,4.98,3093120.57,16800.0,27617.0,1881610.08,,,,,,,,0.16,,1400.0,,,,,,,,1.88,,,,35.36,6.26,30709.0,3439426.43,,3.44,35.36,27.97,0.3955,53.34,0.1654
2021-09-21,32517.0,3641904.0,5.44,0.61,3.64,2936304.0,6300.0,26217.0,705600.0,,,,,,,,1.18,,10500.0,,,,,,,1400.0,0.71,0.16,,,13.26,2.35,41209.0,4615408.0,,4.62,13.26,29.12,0.3843,51.36,0.1211
2021-09-22,26017.0,2914263.03,4.2,0.49,2.91,2768645.09,1300.0,24717.0,145617.94,,,,,,,,0.56,,5000.0,,,,,,,1500.0,0.15,0.17,,,2.74,0.48,46209.0,5176045.68,,5.18,2.74,36.47,0.4768,58.47,0.0969
2021-09-23,10917.0,1222683.26,1.77,0.21,1.22,1200283.64,200.0,10717.0,22399.62,,,,,,,,0.12,,1100.0,,,,,,,14000.0,0.02,1.56,,,0.59,0.07,33649.0,3768624.07,,3.77,0.59,10.24,0.7829,87.87,0.0407
2021-09-24,400.0,44806.72,0.06,0.01,0.05,22403.36,200.0,200.0,22403.36,,,,,,,,,,,,,,,,,1100.0,0.02,0.12,,1.06,0.59,0.07,33649.0,3769253.3,,3.77,0.59,,1.0,100.0,0.0015
2021-09-27,9817.0,1099880.97,1.49,0.19,1.1,1077473.29,200.0,9617.0,22407.68,1.06,,,,,,9417.0,,,,1.06,,,,,,,0.02,,,,0.07,0.07,268272.0,30056765.64,,29.97,0.07,2.11,0.9587,97.89,0.0366
2021-09-28,25817.0,2892237.2,3.86,0.49,2.89,1973604.32,8200.0,17617.0,918632.88,,,8000.0,,,8000.0,,,,,,,,8000.0,0.89,,,0.92,,,,24.23,3.05,25649.0,2873416.43,,2.87,24.23,45.35,0.492,53.49,0.0962
2021-09-29,25817.0,2892048.74,4.4,0.49,2.88,1973475.72,8200.0,17617.0,918573.02,,,,,,,,,,,,,,,,,,0.92,,,,24.23,3.05,25649.0,2873229.19,,2.87,24.23,45.32,0.492,53.52,0.0962
2021-09-30,28017.0,3138324.26,4.71,0.53,3.14,2096584.76,9300.0,18717.0,1041739.5,,,1100.0,0.13,,,,,1100.0,,,,0.13,1100.0,,,,1.04,,,,27.47,3.46,24549.0,2749856.24,,2.75,27.47,48.52,0.4895,50.39,0.1044
2021-10-01,25817.0,2892097.79,4.35,0.49,2.89,1973509.19,8200.0,17617.0,918588.6,,,,,,,,0.12,,1100.0,,,,,,,1100.0,0.92,0.12,,,24.23,3.05,25649.0,2873277.93,,2.87,24.23,45.45,0.4918,53.4,0.0962
2021-10-04,25817.0,2893112.4,4.31,0.49,2.89,1974201.54,8200.0,17617.0,918910.86,,,,,,,,,,,,,,,,,,0.92,,,,37.23,3.2,13823.0,1549037.17,,1.55,37.23,45.45,0.4918,53.4,0.1006
2021-10-05,25817.0,2891741.52,4.19,0.49,2.89,1973266.08,8200.0,17617.0,918475.44,,,,,,,,,,,,,,,,,,0.92,,,,37.23,3.2,13823.0,1548303.17,,1.55,37.23,45.34,0.492,53.51,0.1006
2021-10-06,30017.0,3361991.05,4.7,0.57,3.36,2208361.18,10300.0,19717.0,1153629.87,,,2100.0,0.23,,,,,2100.0,,,,0.23,2100.0,,,,1.15,,,,46.77,4.01,11723.0,1313010.0,,1.31,46.77,47.93,0.4903,51.04,0.117
2021-10-07,30017.0,3362288.22,4.7,0.57,3.36,2208556.38,10300.0,19717.0,1153731.84,,,,,,,,,,,,,,,,,,1.15,,,,46.77,4.01,11723.0,1313126.05,,1.31,46.77,47.73,0.4905,51.23,0.117
2021-10-08,19917.0,2231082.42,3.1,0.35,2.23,2208678.62,200.0,19717.0,22403.8,,,,,,,,1.13,,10100.0,,,,,,,,0.02,,,,0.08,0.08,256446.0,28726824.47,,28.65,0.08,47.77,0.4904,51.2,0.0776
2021-10-11,17817.0,1995188.64,2.83,0.31,1.99,1972792.18,200.0,17617.0,22396.46,,,,,,,,,,,,,,,,,2100.0,0.02,0.24,,,0.08,0.08,256446.0,28717412.91,,28.65,0.08,45.37,0.4919,53.47,0.0694
2021-10-12,9817.0,1099494.18,1.56,0.17,1.1,1077094.38,200.0,9617.0,22399.8,,,,,,,,,,,,,,,,,8000.0,0.02,0.89,,,0.08,0.08,256446.0,28721695.55,,28.64,0.08,2.12,0.9585,97.88,0.0383
2021-10-13,9817.0,1099626.71,1.75,0.17,1.1,1077224.21,200.0,9617.0,22402.5,,,,,,,,,,,,,,,,,,0.02,,,,0.08,0.08,256446.0,28725157.58,,28.64,0.08,2.11,0.9587,97.89,0.0383
2021-10-14,9817.0,1099519.71,1.79,0.17,1.1,1077119.39,200.0,9617.0,22400.32,,,,,,,,,,,,,,,,,,0.02,,,,0.08,0.08,256446.0,28722362.31,,28.65,0.08,2.11,0.9586,97.89,0.0383
2021-10-15,12017.0,1346086.66,2.18,0.21,1.35,1200466.9,1300.0,10717.0,145619.76,,,1100.0,,,1100.0,,,,,,,,1100.0,0.12,,,0.15,,,,5.9,0.51,20723.0,2321290.99,,2.32,5.9,10.26,0.7825,87.84,0.0468
2021-10-18,12017.0,1345730.96,2.19,0.21,1.35,1200149.68,1300.0,10717.0,145581.28,,,,,,,,,,,,,,,,,,0.15,,,,5.9,0.51,20723.0,2320677.59,,2.32,5.9,10.25,0.7827,87.85,0.0468
2021-10-19,12017.0,1345864.34,2.25,0.21,1.34,1200268.63,1300.0,10717.0,145595.71,,,,,,,,,,,,,,,,,,0.15,,,,5.9,0.51,20723.0,2320907.61,,2.32,5.9,10.29,0.782,87.81,0.0468
2021-10-20,10917.0,1222661.42,2.04,0.19,1.23,1200262.2,200.0,10717.0,22399.22,,,,,,,,0.12,,1100.0,,,,,,,,0.02,,,,0.08,0.08,256571.0,28734951.37,,28.66,0.08,10.24,0.7828,87.86,0.0425
2021-10-21,9817.0,1099433.32,3.35,0.17,1.1,1077034.76,200.0,9617.0,22398.56,,,,,,,,,,,,,,,,,1100.0,0.02,0.12,,,0.08,0.08,256507.0,28726937.15,,28.65,0.08,2.12,0.9586,97.88,0.0382
2021-10-22,9817.0,1099388.16,3.37,0.17,1.1,1076990.52,200.0,9617.0,22397.64,,,,,,,,,,,,,,,,,,0.02,,,,0.08,0.08,257044.0,28785894.88,,28.71,0.08,2.11,0.9587,97.89,0.0382
2021-10-25,9817.0,1099247.78,3.44,0.17,1.1,1076853.0,200.0,9617.0,22394.78,,,,,,,,,,,,,,,,,,0.02,,,,0.08,0.08,255044.0,28558271.35,,28.48,0.08,2.11,0.9586,97.89,0.0385
2021-10-26,12017.0,1345525.46,4.48,0.21,1.34,1199966.41,1300.0,10717.0,145559.05,,,,,,1100.0,,,,,,,,,0.12,1100.0,,0.15,,,,9.38,0.51,12560.0,1406324.36,,1.41,9.38,9.32,0.6521,79.65,0.0471
2021-10-27,12017.0,1345563.92,4.55,0.21,1.35,1200000.71,1300.0,10717.0,145563.21,,,,,,,,,,,,,,,,,,0.15,,,,9.38,0.51,12560.0,1406364.55,,1.41,9.38,9.31,0.6523,79.67,0.0471
2021-10-28,12017.0,1345537.48,4.76,0.21,1.36,1199977.13,1300.0,10717.0,145560.35,,,,,,,,,,,,,,,,,,0.15,,,,9.38,0.51,12560.0,1406336.92,,1.41,9.38,9.31,0.6534,79.74,0.0471
2021-10-29,12017.0,1344298.53,4.72,0.21,1.34,1198872.21,1300.0,10717.0,145426.32,,,,,,,,,,,,,,,,,,0.15,,,,9.38,0.51,12560.0,1405041.98,,1.41,9.38,9.36,0.6517,79.63,0.0471
2021-11-01,12017.0,1345202.21,3.01,0.2,1.35,1199678.13,1300.0,10717.0,145524.08,,,,,,,,,,,,,,,,,,0.15,,,,9.38,0.51,12560.0,1405986.5,,1.41,9.38,9.32,0.6526,79.69,0.0471
2021-11-02,10917.0,1221555.53,2.66,0.19,1.22,1199176.57,200.0,10717.0,22378.96,,,,,,,,0.12,,1100.0,,,,,,,,0.02,,,,100.0,0.08,0.0,0.0,,0.0,100.0,10.27,0.7823,87.83,0.0428
2021-11-03,9817.0,1098627.34,2.47,0.17,1.1,1076245.2,200.0,9617.0,22382.14,,,,,,,,,,,,,,,,,1100.0,0.02,0.12,,,0.08,0.08,255113.0,28549874.41,,28.47,0.08,2.11,0.9587,97.89,0.0385
2021-11-04,9817.0,1098738.27,2.46,0.17,1.15,1076353.87,200.0,9617.0,22384.4,,,,,,,,,,,,,,,,,,0.02,,,,0.08,0.08,255113.0,28552757.19,,28.16,0.08,2.02,0.9604,97.98,0.0385
2021-11-05,10798.0,1208499.2,2.68,0.18,1.21,1186115.44,1181.0,10598.0,132176.1,,,,,,981.0,,,,,,,,,0.11,981.0,,0.13,,,,100.0,0.45,0.0,0.0,,0.0,100.0,9.23,0.7985,88.86,0.0415
2021-11-08,10798.0,1208782.11,2.94,0.18,1.21,1186393.11,1181.0,10598.0,132207.05,,,,,,,,,,,,,,,,,,0.13,,,,100.0,0.45,0.0,0.0,,0.0,100.0,9.28,0.7977,88.81,0.0414
2021-11-09,10798.0,1208512.16,2.87,0.18,1.21,1186128.16,1181.0,10598.0,132177.52,,,,,,,,,,,,,,,,,,0.13,,,,100.0,0.45,0.0,0.0,,0.0,100.0,9.25,0.7981,88.84,0.0414
2021-11-10,10798.0,1208300.52,2.84,0.19,1.2,1185920.44,1181.0,10598.0,132154.37,,,,,,,,,,,,,,,,,,0.13,,,,100.0,0.45,0.0,0.0,,0.0,100.0,9.26,0.7976,88.81,0.0414
2021-11-11,10798.0,1208240.05,2.81,0.18,1.21,1185861.09,1181.0,10598.0,132147.76,,,,,,,,,,,,,,,,,,0.13,,,,100.0,0.45,0.0,0.0,,0.0,100.0,9.21,0.7986,88.87,0.0414
2021-11-12,10798.0,1207989.54,2.82,0.18,1.21,1185615.22,1181.0,10598.0,132120.36,,,,,,,,,,,,,,,,,,0.13,,,,100.0,0.45,0.0,0.0,,0.0,100.0,9.23,0.7982,88.85,0.0414
2021-11-15,9817.0,1098252.33,2.6,0.17,1.09,1075877.83,200.0,9617.0,22374.5,,,,,,,,0.11,,981.0,,,,,,,981.0,0.02,0.11,,,0.08,0.08,260381.0,29129473.42,,29.05,0.08,2.13,0.9584,97.87,0.0377
2021-11-16,22605.0,2528787.44,6.33,0.38,2.52,1791126.55,6594.0,16011.0,737660.89,,,,,,6394.0,,,,,,,,,0.71,6394.0,,0.73,,,,100.0,2.53,0.0,0.0,,0.0,100.0,39.91,0.5054,58.82,0.0867
2021-11-17,44985.0,5032449.46,12.85,0.75,5.03,3042962.27,17784.0,27201.0,1989487.19,,,,1.25,,,,,11190.0,,,,1.25,,,11190.0,,1.99,,,,100.0,6.82,0.0,0.0,,0.0,100.0,29.15,0.3548,45.78,0.1726
2021-11-18,44985.0,5034824.67,12.77,0.73,5.04,3044398.48,17784.0,27201.0,1990426.18,,,,,,,,,,,,,,,,,,1.99,,,,100.0,6.8,0.0,0.0,,0.0,100.0,29.1,0.3549,45.82,0.172
2021-11-19,44985.0,5034460.29,12.02,0.72,5.03,3044178.15,17784.0,27201.0,1990282.13,,,,,,,,,,,,,,,,,,1.99,,,,100.0,6.6,0.0,0.0,,0.0,100.0,29.18,0.3543,45.65,0.167
2021-11-22,44985.0,5034433.3,11.86,0.72,5.02,3044161.83,17784.0,27201.0,1990271.46,,,,,,,,,,,,,,,,,,1.99,,,,100.0,6.6,0.0,0.0,,0.0,100.0,29.23,0.3546,45.71,0.167
2021-11-23,44985.0,5036232.7,11.21,0.72,5.04,3045249.87,17784.0,27201.0,1990982.82,,,,,,,,,,,,,,,,,,1.99,,,,100.0,6.6,0.0,0.0,,0.0,100.0,29.15,0.3548,45.77,0.167
2021-11-24,44985.0,5034257.85,10.29,0.71,5.02,3044055.75,17784.0,27201.0,1990202.1,,,437.0,,,,,0.05,,437.0,,,,437.0,,,,1.99,,,,100.0,6.6,0.0,0.0,,0.0,100.0,29.21,0.3544,45.67,0.167
2021-11-25,44985.0,5034028.43,10.39,0.7,5.04,3043917.02,17784.0,27201.0,1990111.41,,,,,,,,,,,,,,,,,,1.99,,,,100.0,6.6,0.0,0.0,,0.0,100.0,29.14,0.355,45.83,0.167
2021-11-26,44985.0,5030901.97,10.35,0.7,5.05,3042026.56,17784.0,27201.0,1988875.42,,,,,,,,,,,,,,,,,,1.99,,,,100.0,6.6,0.0,0.0,,0.0,100.0,29.06,0.3553,45.92,0.167
2021-11-29,44985.0,5031833.16,10.32,0.7,5.03,3042589.62,17784.0,27201.0,1989243.55,,,,,,,,,,,,,,,,,,1.99,,,,100.0,6.6,0.0,0.0,,0.0,100.0,29.17,0.3546,45.72,0.167
2021-11-30,44985.0,5032449.46,10.19,0.69,5.04,3042962.27,17784.0,27201.0,1989487.19,,,,,,,,,,,,,,,,,,1.99,,,,100.0,6.6,0.0,0.0,,0.0,100.0,29.09,0.3554,45.94,0.167
2021-12-01,44985.0,5030123.73,10.12,0.69,5.03,3041555.98,17784.0,27201.0,1988567.76,,,,,,,,,,,,,,,,,,1.99,,,,100.0,6.6,0.0,0.0,,0.0,100.0,29.12,0.355,45.82,0.1669
2021-12-02,44985.0,5029093.58,10.23,0.67,5.02,3040933.07,17784.0,27201.0,1988160.5,,,,,,,,,,,,,,,,,,1.99,,,,100.0,6.59,0.0,0.0,,0.0,100.0,29.18,0.3549,45.8,0.1666
2021-12-03,33795.0,3779183.33,7.58,0.5,3.78,3041798.07,6594.0,27201.0,737385.26,,,,,,,,1.25,,11190.0,,,,,,,,0.74,,,,100.0,2.44,0.0,0.0,,0.0,100.0,34.66,0.5374,64.59,0.1252
2021-12-06,9817.0,1097487.59,1.87,0.14,1.1,1075128.67,200.0,9617.0,22358.92,,,,,,,,0.72,,6394.0,,,,,,,17584.0,0.02,1.97,,,0.07,0.07,269764.0,30158158.47,,30.09,0.07,2.12,0.9585,97.88,0.0364
2021-12-07,55117.0,6161975.88,10.58,0.81,6.16,4451464.95,30400.0,39817.0,3398662.24,,,15100.0,,,30200.0,,,,,,,,15100.0,3.37,15100.0,,3.4,,,,58.01,10.13,22004.0,2460005.39,,2.63,56.39,37.88,0.3434,37.91,0.1837
2021-12-08,40017.0,4474092.68,7.71,0.59,4.51,4451731.72,15300.0,39817.0,1710613.44,,,,,,,,1.69,,15100.0,,,,,,,,1.73,,,,50.33,5.1,15100.0,1688252.48,,1.87,47.94,37.95,0.3438,37.97,0.1334
2021-12-09,20017.0,2237844.55,3.89,0.3,2.23,2215485.11,200.0,19817.0,22359.44,,,,,,,,1.7,,15100.0,,,,,,,20000.0,0.02,2.27,,,0.07,0.07,269114.0,30086191.68,,30.01,0.07,47.56,0.4906,51.41,0.0743
2021-12-10,20017.0,2237554.31,3.93,0.3,2.25,2215197.77,200.0,19817.0,22356.54,,,,,,,,,,,,,,,,,,0.02,,,,0.07,0.07,269114.0,30082289.53,,30.01,0.07,47.52,0.4907,51.46,0.0743
2021-12-13,20017.0,2236299.24,5.21,0.3,2.24,2213955.24,200.0,19817.0,22344.0,,,,,,,,,,,,,,,,,,0.02,,,,0.07,0.07,276114.0,30847456.08,,30.79,0.07,47.58,0.4906,51.39,0.0724
2021-12-14,20136.0,2250431.58,5.26,0.3,2.25,2228079.26,319.0,19936.0,35651.95,,,,,,119.0,,,,,,,,,0.01,119.0,,0.04,,,,2.41,0.12,12909.0,1442730.49,,1.44,2.41,47.16,0.4849,51.22,0.0729
2021-12-15,20345.0,2272733.85,5.4,0.3,2.28,2250391.91,528.0,20145.0,58982.72,1.14,,209.0,0.02,,,10200.0,,209.0,,1.14,,0.02,209.0,,,,0.06,,,1.14,3.99,0.19,12700.0,1418713.19,,1.42,4.0,46.74,0.4751,50.62,0.0736
2021-12-16,20345.0,2274009.48,5.33,0.3,2.28,2251655.0,528.0,20145.0,59015.83,,,,,,,,,,,,,,,,,,0.06,,,,2.32,0.18,22200.0,2481347.28,,2.48,2.33,46.61,0.4751,50.75,0.0711
2021-12-17,10145.0,1134041.58,1.84,0.15,1.13,1111684.92,528.0,9945.0,59021.58,,,,,,,,,,,,,,,,,10200.0,0.06,1.15,,,2.32,0.18,22200.0,2481589.26,,2.48,2.31,3.31,0.897,94.63,0.0355
2021-12-20,10145.0,1133862.01,1.8,0.15,1.14,1111508.89,528.0,9945.0,59012.24,,,,,,,,,,,,,,,,,,0.06,,,,2.32,0.18,22200.0,2481196.32,,2.48,2.33,3.3,0.8974,94.65,0.0355
2021-12-21,10145.0,1134126.8,1.85,0.15,1.13,1111768.46,528.0,9945.0,59026.02,,,,,,,,,,,,,,,,,,0.06,,,,2.32,0.18,22200.0,2481775.74,,2.48,2.32,3.3,0.8973,94.65,0.0355
2021-12-22,10145.0,1134410.86,1.79,0.15,1.14,1112046.92,528.0,9945.0,59040.8,,,,,,,,,,,,,,,,,,0.06,,,,2.32,0.18,22200.0,2482397.34,,2.48,2.33,3.31,0.8973,94.65,0.0355
2021-12-23,10145.0,1134330.71,1.83,0.14,1.14,1111968.35,528.0,9945.0,59036.63,,,,,,,,,,,,,,,,,,0.06,,,,2.32,0.18,22200.0,2482221.96,,2.48,2.32,3.3,0.8976,94.66,0.0355
2021-12-24,10145.0,1134535.64,1.81,0.14,1.14,1112169.24,528.0,9945.0,59047.3,,,,,,,,,,,,,,,,,,0.06,,,,2.32,0.18,22200.0,2482670.4,,2.48,2.32,3.3,0.8975,94.66,0.035
2021-12-27,10145.0,1134467.67,1.82,0.14,1.14,1112102.61,528.0,9945.0,59043.76,,,,,,,,,,,,,,,,,,0.06,,,,2.32,0.18,22200.0,2482521.66,,2.48,2.33,3.3,0.8975,94.66,0.0349
2021-12-28,10145.0,1134309.41,1.8,0.14,1.13,1111947.47,528.0,9945.0,59035.52,,,,,,,,,,,,,,,,,,0.06,,,,0.18,0.18,289196.0,32334918.0,,32.26,0.18,3.31,0.8973,94.65,0.035
2021-12-29,10145.0,1134448.39,1.82,0.14,1.14,1112083.71,528.0,9945.0,59042.76,,,,,,,,,,,,,,,,,,0.06,,,,0.18,0.18,288497.0,32260715.43,,32.18,0.18,3.3,0.8976,94.66,0.0351
2021-12-30,10026.0,1121145.42,1.8,0.14,1.12,1098780.66,409.0,9826.0,45735.93,,,,,,,,0.01,,119.0,,,,,,,119.0,0.05,0.01,,,0.14,0.14,288616.0,32274137.86,,32.2,0.14,2.12,0.9187,95.8,0.0347
2021-12-31,10026.0,1120772.45,1.89,0.14,1.13,1098415.13,409.0,9826.0,45720.72,,,,,,,,,,,,,,,,,,0.05,,,,0.14,0.14,284012.0,31748735.84,,31.76,0.14,2.13,0.9188,95.81,0.0353
2022-01-03,10026.0,1121018.09,1.91,0.14,1.12,1098655.87,409.0,9826.0,45730.74,,,,,,,,,,,,,,,,,,0.05,,,,0.14,0.14,284712.0,31833961.9,,31.75,0.14,2.12,0.9185,95.79,0.0352
