,ALERS FP Equity_DX_SI_QTY,ALERS FP Equity_DX_SHORT_INTEREST_VALUE,ALERS FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALERS FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALERS FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALERS FP Equity_DX_SI_MV,ALERS FP Equity_DX_DSS,ALERS FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALERS FP Equity_DX_SUPPLY_SI_QTY,ALERS FP Equity_DX_BROKER_SI_QTY,ALERS FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALERS FP Equity_DX_BROKER_SI_MV_NEW_x,ALERS FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALERS FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALERS FP Equity_DX_BROKER_SI_MV_INC_x,ALERS FP Equity_DX_SUPPLY_SI_MV_NEW,ALERS FP Equity_DX_BROKER_SI_QTY_ADD,ALERS FP Equity_DX_BROKER_SI_QTY_NEW,ALERS FP Equity_DX_SUPPLY_SI_MV_DEC,ALERS FP Equity_DX_BROKER_SI_QTY_INC,ALERS FP Equity_DX_SUPPLY_SI_QTY_DEC,ALERS FP Equity_DX_BROKER_SI_MV_NEW_y,ALERS FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALERS FP Equity_DX_BROKER_SI_MV_INC_y,ALERS FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALERS FP Equity_DX_BROKER_SI_MV_ADD,ALERS FP Equity_DX_SUPPLY_SI_QTY_ADD,ALERS FP Equity_DX_BROKER_SI_QTY_DEC,ALERS FP Equity_DX_SUPPLY_SI_MV,ALERS FP Equity_DX_BROKER_SI_MV_DEC,ALERS FP Equity_DX_SUPPLY_SI_MV_RMV,ALERS FP Equity_DX_BROKER_SI_MV_RMV,ALERS FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALERS FP Equity_DX_UTILIZATION_QUANTITY,ALERS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALERS FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALERS FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALERS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALERS FP Equity_DX_ACTIVE_UTILIZATION_MV,ALERS FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALERS FP Equity_DX_BROKER_SI_CON_RATIO,ALERS FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALERS FP Equity_DX_DEMAND_SUPPLY_RATIO,ALERS FP Equity_PX_LAST
2017-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33
2017-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34
2017-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34
2017-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34
2017-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33
2017-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33
2017-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32
2017-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33
2017-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33
2017-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32
2017-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32
2017-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32
2017-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32
2017-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31
2017-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31
2017-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31
2017-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31
2017-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31
2017-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31
2017-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31
2017-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32
2017-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32
2017-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31
2017-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31
2017-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32
2017-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31
2017-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3
2017-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3
2017-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3
2017-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3
2017-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31
2017-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3
2017-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3
2017-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3
2017-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3
2017-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3
2017-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3
2017-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29
2017-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3
2017-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29
2017-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31
2017-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31
2017-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3
2017-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29
2017-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29
2017-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3
2017-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3
2017-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3
2017-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3
2017-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3
2017-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3
2017-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29
2017-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.89
2017-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.69
2017-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.55
2017-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.51
2017-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3
2017-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.27
2017-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.25
2017-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2017-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4
2017-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.45
2017-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.31
2017-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.44
2017-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.45
2017-09-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4330.0,23598.5,,0.02,0.0,,0.0,,0.0,5.45
2017-09-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,17330.0,99127.6,,0.1,0.0,,0.0,,0.0,5.72
2017-09-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,29430.0,169516.8,,0.17,0.0,,0.0,,0.0,5.76
2017-09-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,31821.0,180743.28,,0.18,0.0,,0.0,,0.0,5.68
2017-09-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,31821.0,178834.02,,0.18,0.0,,0.0,,0.0,5.62
2017-09-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,34099.0,191977.37,,0.19,0.0,,0.0,,0.0,5.63
2017-09-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,36147.0,199892.91,,0.2,0.0,,0.0,,0.0,5.53
2017-09-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,36147.0,199892.91,,0.2,0.0,,0.0,,0.0,5.53
2017-10-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,36147.0,197362.62,,0.2,0.0,,0.0,,0.0,5.46
2017-10-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,36147.0,197362.62,,0.2,0.0,,0.0,,0.0,5.46
2017-10-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,36147.0,197362.62,,0.2,0.0,,0.0,,0.0,5.46
2017-10-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,36147.0,198808.5,,0.2,0.0,,0.0,,0.0,5.5
2017-10-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,36147.0,197001.15,,0.2,0.0,,0.0,,0.0,5.45
2017-10-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,36147.0,195193.8,,0.2,0.0,,0.0,,0.0,5.4
2017-10-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,36147.0,195193.8,,0.19,0.0,,0.0,,0.0,5.4
2017-10-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,36147.0,195193.8,,0.2,0.0,,0.0,,0.0,5.4
2017-10-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,36147.0,194832.33,,0.2,0.0,,0.0,,0.0,5.39
2017-10-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,36147.0,193747.92,,0.19,0.0,,0.0,,0.0,5.36
2017-10-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,36147.0,187241.46,,0.19,0.0,,0.0,,0.0,5.18
2017-10-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,36147.0,188687.34,,0.19,0.0,,0.0,,0.0,5.22
2017-10-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,36147.0,187964.4,,0.19,0.0,,0.0,,0.0,5.2
2017-10-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,36147.0,187964.4,,0.19,0.0,,0.0,,0.0,5.2
2017-10-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,36147.0,186518.52,,0.19,0.0,,0.0,,0.0,5.16
2017-10-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,36147.0,184711.17,,0.19,0.0,,0.0,,0.0,5.11
2017-10-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,38547.0,192735.0,,0.19,0.0,,0.0,,0.0,5.0
2017-10-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,38547.0,188880.3,,0.19,0.0,,0.0,,0.0,4.9
2017-10-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,38547.0,180399.96,,0.18,0.0,,0.0,,0.0,4.68
2017-10-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,38547.0,183869.19,,0.18,0.0,,0.0,,0.0,4.77
2017-10-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,38547.0,178858.08,,0.18,0.0,,0.0,,0.0,4.64
2017-10-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,40386.0,205968.6,,0.2,0.0,,0.0,,0.0,5.1
2017-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,40386.0,207180.18,,0.21,0.0,,0.0,,0.0,5.13
2017-11-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,40386.0,207584.04,,0.21,0.0,,0.0,,0.0,5.14
2017-11-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,40386.0,199506.84,,0.2,0.0,,0.0,,0.0,4.94
2017-11-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,40386.0,195468.24,,0.2,0.0,,0.0,,0.0,4.84
2017-11-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,40386.0,200718.42,,0.2,0.0,,0.0,,0.0,4.97
2017-11-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,40386.0,201930.0,,0.2,0.0,,0.0,,0.0,5.0
2017-11-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,40386.0,189814.2,,0.19,0.0,,0.0,,0.0,4.7
2017-11-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,40386.0,187794.9,,0.19,0.0,,0.0,,0.0,4.65
2017-11-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,40386.0,187794.9,,0.19,0.0,,0.0,,0.0,4.65
2017-11-14,2000.0,9380.0,0.02,0.13,0.02,0.01,0.0,9380.0,2000.0,2000.0,9380.0,,,,,,2000.0,,,,,,,,,0.01,2000.0,,0.01,,,,100.0,4.95,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0495,4.69
2017-11-15,2000.0,9480.0,0.02,0.13,0.02,0.01,0.0,9480.0,2000.0,2000.0,9480.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,4.61,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0461,4.74
2017-11-16,2000.0,9340.0,0.02,0.13,0.02,0.01,0.0,9340.0,2000.0,2000.0,9340.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,4.61,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0461,4.67
2017-11-17,2000.0,9200.0,0.02,0.13,0.02,0.01,0.0,9200.0,2000.0,2000.0,9200.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,4.61,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0461,4.6
2017-11-20,2000.0,9220.0,0.02,0.13,0.02,0.01,0.0,9220.0,2000.0,2000.0,9220.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,4.61,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0461,4.61
2017-11-21,2000.0,9200.0,0.02,0.13,0.02,0.01,0.0,9200.0,2000.0,2000.0,9200.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,4.61,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0461,4.6
2017-11-22,4000.0,19120.0,0.04,0.26,0.04,0.02,0.0,9560.0,2000.0,2000.0,9560.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,4.61,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0922,4.78
2017-11-23,2000.0,9500.0,0.02,0.13,0.02,0.01,0.0,9500.0,2000.0,2000.0,9500.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,4.61,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0461,4.75
2017-11-24,4000.0,19040.0,0.04,0.24,0.04,0.02,0.0,9520.0,2000.0,2000.0,9520.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,4.61,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0922,4.76
2017-11-27,2000.0,9520.0,0.02,0.12,0.02,0.01,0.0,9520.0,2000.0,2000.0,9520.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,4.61,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0461,4.76
2017-11-28,3000.0,13950.0,0.03,0.18,0.03,0.01,0.0,13950.0,2000.0,3000.0,9300.0,,,,,,1000.0,,,,,,,,,0.01,,,0.01,,,,100.0,4.61,0.0,0.0,,0.0,100.0,34.6,0.5474,65.4,0.0691,4.65
2017-11-29,3000.0,13950.0,0.03,0.18,0.03,0.01,0.0,13950.0,2000.0,3000.0,9300.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,4.61,0.0,0.0,,0.0,100.0,34.51,0.548,65.49,0.0691,4.65
2017-11-30,2000.0,9300.0,0.02,0.12,0.02,0.01,0.0,9300.0,2000.0,2000.0,9300.0,,,,,,,,,,,,,,,,,1000.0,0.01,0.0,,,100.0,4.61,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0461,4.65
2017-12-01,2000.0,9200.0,0.02,0.12,0.02,0.01,0.0,9200.0,2000.0,2000.0,9200.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,4.61,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0461,4.6
2017-12-04,2000.0,8960.0,0.02,0.12,0.02,0.01,0.0,8960.0,2000.0,2000.0,8960.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,4.61,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0461,4.48
2017-12-05,4000.0,18000.0,0.04,0.24,0.04,0.02,0.0,9000.0,2000.0,2000.0,9000.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,4.61,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0922,4.5
2017-12-06,4000.0,18400.0,0.04,0.24,0.04,0.02,0.0,9200.0,2000.0,2000.0,9200.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,4.61,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0922,4.6
2017-12-07,2000.0,9040.0,0.02,0.12,0.02,0.01,0.0,9040.0,2000.0,2000.0,9040.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,4.61,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0461,4.52
2017-12-08,2000.0,9000.0,0.02,0.13,0.02,0.01,0.0,9000.0,2000.0,2000.0,9000.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,4.61,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0461,4.5
2017-12-11,2000.0,8920.0,0.02,0.12,0.02,0.01,0.0,8920.0,2000.0,2000.0,8920.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,4.61,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0461,4.46
2017-12-12,4000.0,18040.0,0.04,0.24,0.04,0.02,0.0,9020.0,2000.0,2000.0,9020.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,4.61,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0922,4.51
2017-12-13,4000.0,18600.0,0.04,0.27,0.04,0.02,0.0,9300.0,2000.0,2000.0,9300.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,4.61,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0922,4.65
2017-12-14,4000.0,18880.0,0.04,0.27,0.04,0.02,0.0,9440.0,2000.0,2000.0,9440.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,4.61,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0922,4.72
2017-12-15,3000.0,13890.0,0.03,0.19,0.03,0.01,0.0,13890.0,2000.0,3000.0,9260.0,,,,,,1000.0,,,,,,,,,0.01,,,0.01,,,,100.0,4.61,0.0,0.0,,0.0,100.0,34.53,0.5479,65.47,0.0691,4.63
2017-12-18,3000.0,14010.0,0.03,0.19,0.03,0.01,0.0,14010.0,2000.0,3000.0,9340.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,4.61,0.0,0.0,,0.0,100.0,34.39,0.5487,65.61,0.0691,4.67
2017-12-19,3000.0,14010.0,0.03,0.19,0.03,0.01,0.0,14010.0,2000.0,3000.0,9340.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,4.61,0.0,0.0,,0.0,100.0,34.35,0.549,65.65,0.0691,4.67
2017-12-20,3000.0,14070.0,0.03,0.2,0.03,0.01,0.0,14070.0,2000.0,3000.0,9380.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,4.61,0.0,0.0,,0.0,100.0,34.33,0.5491,65.67,0.0691,4.69
2017-12-21,3000.0,13920.0,0.03,0.21,0.03,0.01,0.0,13920.0,2000.0,3000.0,9280.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,4.61,0.0,0.0,,0.0,100.0,34.48,0.5482,65.52,0.0691,4.64
2017-12-22,4000.0,18880.0,0.04,0.28,0.04,0.02,0.0,14160.0,3000.0,3000.0,14160.0,,,,,,,,,,,,,,,,1000.0,,0.01,,,,100.0,6.91,0.0,0.0,,0.0,100.0,49.22,0.5001,50.78,0.0922,4.72
2017-12-25,4000.0,18880.0,0.04,0.27,0.04,0.02,0.0,14160.0,3000.0,3000.0,14160.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,6.91,0.0,0.0,,0.0,100.0,49.47,0.5001,50.53,0.0922,
2017-12-26,4000.0,18880.0,0.04,0.27,0.04,0.02,0.0,18880.0,3000.0,4000.0,14160.0,,,,0.01,,,,,1000.0,,,,0.01,,,,,0.01,,,,100.0,6.91,0.0,0.0,,0.0,100.0,48.69,0.5003,51.31,0.0922,
2017-12-27,4000.0,18720.0,0.04,0.27,0.04,0.02,0.0,18720.0,3000.0,4000.0,14040.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,6.91,0.0,0.0,,0.0,100.0,48.77,0.5003,51.23,0.0922,4.68
2017-12-28,4000.0,18880.0,0.04,0.26,0.04,0.02,0.0,18880.0,3000.0,4000.0,14160.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,6.47,0.0,0.0,,0.0,100.0,48.87,0.5003,51.13,0.0863,4.72
2017-12-29,4000.0,18880.0,0.04,0.26,0.04,0.02,0.0,18880.0,3000.0,4000.0,14160.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,6.47,0.0,0.0,,0.0,100.0,49.09,0.5002,50.91,0.0863,4.72
2018-01-01,4000.0,18880.0,0.04,0.27,0.04,0.02,0.0,18880.0,3000.0,4000.0,14160.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,6.47,0.0,0.0,,0.0,100.0,49.07,0.5002,50.93,0.0863,
2018-01-02,4000.0,19000.0,0.04,0.27,0.04,0.02,0.0,19000.0,3000.0,4000.0,14250.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,6.47,0.0,0.0,,0.0,100.0,48.77,0.5003,51.23,0.0863,4.75
2018-01-03,4000.0,18960.0,0.04,0.27,0.04,0.02,0.0,18960.0,3000.0,4000.0,14220.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,6.47,0.0,0.0,,0.0,100.0,48.62,0.5004,51.38,0.0863,4.74
