,ALERS FP Equity_DX_SI_QTY,ALERS FP Equity_DX_SHORT_INTEREST_VALUE,ALERS FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALERS FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALERS FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALERS FP Equity_DX_SI_MV,ALERS FP Equity_DX_DSS,ALERS FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALERS FP Equity_DX_SUPPLY_SI_QTY,ALERS FP Equity_DX_BROKER_SI_QTY,ALERS FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALERS FP Equity_DX_BROKER_SI_MV_NEW_x,ALERS FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALERS FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALERS FP Equity_DX_BROKER_SI_MV_INC_x,ALERS FP Equity_DX_SUPPLY_SI_MV_NEW,ALERS FP Equity_DX_BROKER_SI_QTY_ADD,ALERS FP Equity_DX_BROKER_SI_QTY_NEW,ALERS FP Equity_DX_SUPPLY_SI_MV_DEC,ALERS FP Equity_DX_BROKER_SI_QTY_INC,ALERS FP Equity_DX_SUPPLY_SI_QTY_DEC,ALERS FP Equity_DX_BROKER_SI_MV_NEW_y,ALERS FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALERS FP Equity_DX_BROKER_SI_MV_INC_y,ALERS FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALERS FP Equity_DX_BROKER_SI_MV_ADD,ALERS FP Equity_DX_SUPPLY_SI_QTY_ADD,ALERS FP Equity_DX_BROKER_SI_QTY_DEC,ALERS FP Equity_DX_SUPPLY_SI_MV,ALERS FP Equity_DX_BROKER_SI_MV_DEC,ALERS FP Equity_DX_SUPPLY_SI_MV_RMV,ALERS FP Equity_DX_BROKER_SI_MV_RMV,ALERS FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALERS FP Equity_DX_UTILIZATION_QUANTITY,ALERS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALERS FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALERS FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALERS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALERS FP Equity_DX_ACTIVE_UTILIZATION_MV,ALERS FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALERS FP Equity_DX_BROKER_SI_CON_RATIO,ALERS FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALERS FP Equity_DX_DEMAND_SUPPLY_RATIO,ALERS FP Equity_PX_LAST
2010-03-12,60453.0,195867.72,0.21,0.35,0.18,0.2,0.0,71263.8,49458.0,21995.0,160243.92,,,,,,,,,,,,,,,,,9322.0,0.16,0.03,,,100.0,46.46,0.0,0.0,,0.0,100.0,23.73,0.3879,53.04,0.5678,3.24
2010-03-15,60453.0,191636.01,0.21,0.35,0.18,0.2,0.0,69724.15,49458.0,21995.0,156781.86,,,,,,,,,,,,,,,,,,0.16,,,,100.0,49.48,0.0,0.0,,0.0,100.0,23.84,0.3878,53.02,0.6048,3.17
2010-03-16,66332.0,223538.84,0.23,0.39,0.2,0.21,0.0,74123.15,55337.0,21995.0,186485.69,,,5879.0,,,,,,,,,,,5879.0,,,,0.18,,,,100.0,56.47,0.0,0.0,,0.0,100.0,29.45,0.3675,48.53,0.6769,3.37
2010-03-17,66332.0,222212.2,0.23,0.38,0.2,0.23,0.0,73683.25,55337.0,21995.0,185378.95,,,,,,,,,,,,,,,,,,0.19,,,,100.0,56.47,0.0,0.0,,0.0,100.0,28.93,0.3668,48.55,0.6769,3.35
2010-03-18,56332.0,187585.56,0.19,0.33,0.17,0.19,0.0,73243.35,45337.0,21995.0,150972.21,,,,,,,,0.03,,10000.0,,,,,,,,0.15,,,,100.0,43.98,0.0,0.0,,0.0,100.0,25.64,0.4193,57.18,0.5465,3.33
2010-03-19,56332.0,188712.2,0.19,0.33,0.17,0.19,0.0,73683.25,45337.0,21995.0,151878.95,,,,,,,,,,,,,,,,,,0.15,,,,100.0,43.98,0.0,0.0,,0.0,100.0,25.62,0.4183,57.06,0.5465,3.35
2010-03-22,48332.0,164328.8,0.17,0.29,0.15,0.16,0.0,47583.0,45337.0,13995.0,154145.8,,,,,,,,,,,,,,,,,8000.0,0.15,0.03,,,100.0,43.98,0.0,0.0,,0.0,100.0,29.84,0.5361,66.81,0.4689,3.4
2010-03-23,48332.0,165778.76,0.17,0.3,0.15,0.17,0.0,48002.85,45337.0,13995.0,155505.91,,,,,,,,,,,,,,,,,,0.15,,,,100.0,43.98,0.0,0.0,,0.0,100.0,29.79,0.5364,66.86,0.4689,3.43
2010-03-24,48332.0,164812.12,0.17,0.3,0.15,0.17,0.0,47722.95,45337.0,13995.0,154599.17,,,,,,,,,,,,,,,,,,0.16,,,,100.0,43.98,0.0,0.0,,0.0,100.0,30.07,0.5347,66.61,0.4689,3.41
2010-03-25,48332.0,165295.44,0.17,0.3,0.15,0.17,0.0,47862.9,45337.0,13995.0,155052.54,,,,,,,,,,,,,,,,,,0.16,,,,100.0,43.98,0.0,0.0,,0.0,100.0,29.86,0.5359,66.79,0.4689,3.42
2010-03-26,48332.0,166262.08,0.17,0.31,0.15,0.17,0.0,48142.8,45337.0,13995.0,155959.28,,,,,,,,,,,,,,,,,,0.15,,,,100.0,43.98,0.0,0.0,,0.0,100.0,29.72,0.5365,66.89,0.4689,3.44
2010-03-29,48332.0,169162.0,0.17,0.3,0.15,0.17,0.0,48982.5,45337.0,13995.0,158679.5,,,,,,,,,,,,,,,,,,0.16,,,,100.0,43.98,0.0,0.0,,0.0,100.0,29.69,0.537,66.95,0.4689,3.5
2010-03-30,48332.0,168678.68,0.17,0.3,0.15,0.17,0.0,48842.55,45337.0,13995.0,158226.13,,,,,,,,,,,,,,,,,,0.16,,,,100.0,43.98,0.0,0.0,,0.0,100.0,30.09,0.5342,66.56,0.4689,3.49
2010-03-31,48332.0,161912.2,0.17,0.3,0.15,0.17,0.0,46883.25,45337.0,13995.0,151878.95,,,,,,,,,,,,,,,,,,0.16,,,,100.0,43.98,0.0,0.0,,0.0,100.0,29.91,0.5352,66.71,0.4689,3.35
2010-04-01,48332.0,168195.36,0.17,0.29,0.15,0.17,0.0,48702.6,45337.0,13995.0,157772.76,,,,,,,,,,,,,,,,,,0.15,,,,100.0,43.98,0.0,0.0,,0.0,100.0,29.38,0.5401,67.32,0.4689,3.48
2010-04-02,48332.0,168195.36,0.17,0.29,0.15,0.17,0.0,48702.6,45337.0,13995.0,157772.76,,,,,,,,,,,,,,,,,,0.16,,,,100.0,43.98,0.0,0.0,,0.0,100.0,29.1,0.5412,67.52,0.4689,
2010-04-05,48332.0,168195.36,0.17,0.29,0.15,0.17,0.0,48702.6,45337.0,13995.0,157772.76,,,,,,,,,,,,,,,,,,0.16,,,,100.0,43.98,0.0,0.0,,0.0,100.0,29.75,0.5368,66.91,0.4689,
2010-04-06,48332.0,169162.0,0.17,0.29,0.15,0.17,0.0,48982.5,45337.0,13995.0,158679.5,,,,,,,,,,,,,,,,,,0.16,,,,100.0,43.98,0.0,0.0,,0.0,100.0,29.89,0.5358,66.78,0.4689,3.5
2010-04-07,48332.0,167712.04,0.17,0.28,0.15,0.17,0.0,48562.65,45337.0,13995.0,157319.39,,,,,,,,,,,,,,,,,,0.16,,,,100.0,43.98,0.0,0.0,,0.0,100.0,29.92,0.5355,66.73,0.4689,3.47
2010-04-08,48332.0,167712.04,0.17,0.28,0.15,0.17,0.0,48562.65,45337.0,13995.0,157319.39,,,,,,,,,,,,,,,,,,0.16,,,,100.0,43.98,0.0,0.0,,0.0,100.0,29.86,0.5359,66.79,0.4689,3.47
2010-04-09,48332.0,169162.0,0.17,0.31,0.15,0.17,0.0,48982.5,45337.0,13995.0,158679.5,,,,,,,,,,,,,,,,,,0.16,,,,100.0,43.98,0.0,0.0,,0.0,100.0,29.73,0.5363,66.88,0.4689,3.5
2010-04-12,48332.0,170611.96,0.17,0.3,0.15,0.17,0.0,49402.35,45337.0,13995.0,160039.61,,,,,,,,,,,,,,,,,,0.16,,,,100.0,43.98,0.0,0.0,,0.0,100.0,29.61,0.5375,67.02,0.4689,3.53
2010-04-13,51126.0,179963.52,0.18,0.32,0.16,0.18,0.0,49262.4,48131.0,13995.0,169421.12,,,2794.0,,,,,,,,,,,2794.0,,,,0.17,,,,100.0,46.69,0.0,0.0,,0.0,100.0,28.14,0.4815,63.14,0.496,3.52
2010-04-14,53010.0,195606.9,0.18,0.34,0.16,0.19,0.0,51641.55,50015.0,13995.0,184555.35,,,,,,,,,,,,,,,,1884.0,,0.18,,,,100.0,44.26,0.0,0.0,,0.0,100.0,27.0,0.454,61.04,0.4691,3.69
2010-04-15,53010.0,195076.8,0.18,0.3,0.16,0.2,0.0,51501.6,50015.0,13995.0,184055.2,,,,,,,,,,,,,,,,,,0.18,,,,100.0,44.26,0.0,0.0,,0.0,100.0,27.18,0.4527,60.86,0.4691,3.68
2010-04-16,53010.0,194546.7,0.18,0.3,0.16,0.2,0.0,51361.65,50015.0,13995.0,183555.05,,,,,,,,,,,,,,,,,,0.18,,,,100.0,44.26,0.0,0.0,,0.0,100.0,27.16,0.4529,60.88,0.4691,3.67
2010-04-19,53010.0,190305.9,0.18,0.35,0.16,0.2,0.0,50242.05,50015.0,13995.0,179553.85,,,,,,,,,,,,,,,,,,0.18,,,,100.0,44.26,0.0,0.0,,0.0,100.0,27.33,0.4514,60.68,0.4691,3.59
2010-04-20,53010.0,213100.2,0.18,0.36,0.16,0.2,0.0,56259.9,50015.0,13995.0,201060.3,,,,,,,,,,,,,,,,,,0.18,,,,100.0,44.73,0.0,0.0,,0.0,100.0,26.88,0.4562,61.3,0.4741,4.02
2010-04-21,53010.0,203558.4,0.18,0.27,0.16,0.22,0.0,53740.8,50015.0,13995.0,192057.6,,,,,,,,,,,,,,,,,,0.2,,,,100.0,44.73,0.0,0.0,,0.0,100.0,27.36,0.4521,60.72,0.4741,3.84
2010-04-22,53010.0,196137.0,0.18,0.26,0.16,0.21,0.0,51781.5,50015.0,13995.0,185055.5,,,,,,,,,,,,,,,,,,0.2,,,,100.0,45.47,0.0,0.0,,0.0,100.0,26.98,0.4514,60.8,0.4819,3.7
2010-04-23,63010.0,240068.1,0.22,0.31,0.19,0.24,0.0,53320.95,60015.0,13995.0,228657.15,,,10000.0,,,,,,,,,,,10000.0,,,,0.22,,,,100.0,54.56,0.0,0.0,,0.0,100.0,23.45,0.3693,51.22,0.5729,3.81
2010-04-26,63010.0,241328.3,0.22,0.3,0.19,0.24,0.0,53600.85,60015.0,13995.0,229857.45,,,,,,,,,,,,,,,,,,0.23,,,,100.0,54.56,0.0,0.0,,0.0,100.0,23.52,0.3684,51.04,0.5729,3.83
2010-04-27,63010.0,242588.5,0.22,0.3,0.19,0.25,0.0,53880.75,60015.0,13995.0,231057.75,,,,,,,,,,,,,,,,,,0.23,,,,100.0,54.56,0.0,0.0,,0.0,100.0,23.5,0.3686,51.04,0.5729,3.85
2010-04-28,63010.0,236917.6,0.22,0.28,0.19,0.25,0.0,52621.2,60015.0,13995.0,225656.4,,,,,,,,,,,,,,,,,,0.23,,,,100.0,54.56,0.0,0.0,,0.0,100.0,23.53,0.3679,50.93,0.5729,3.76
2010-04-29,63010.0,231246.7,0.22,0.27,0.19,0.24,0.0,51361.65,60015.0,13995.0,220255.05,,,,,,,,,,,,,,,,,,0.22,,,,100.0,54.56,0.0,0.0,,0.0,100.0,23.54,0.3682,50.99,0.5729,3.67
2010-04-30,63010.0,229356.4,0.22,0.27,0.19,0.23,0.0,50941.8,60015.0,13995.0,218454.6,,,,,,,,,,,,,,,,,,0.22,,,,100.0,54.56,0.0,0.0,,0.0,100.0,23.51,0.3687,51.06,0.5729,3.64
2010-05-03,63010.0,228726.3,0.22,0.27,0.19,0.23,0.0,50801.85,60015.0,13995.0,217854.45,,,,,,,,,,,,,,,,,,0.22,,,,100.0,54.56,0.0,0.0,,0.0,100.0,23.55,0.3686,51.04,0.5729,3.63
2010-05-04,63010.0,214234.0,0.22,0.27,0.19,0.23,0.0,47583.0,60015.0,13995.0,204051.0,,,,,,,,,,,,,,,,,,0.22,,,,100.0,54.56,0.0,0.0,,0.0,100.0,23.68,0.3674,50.82,0.5729,3.4
2010-05-05,63010.0,209823.3,0.22,0.26,0.19,0.22,0.0,46603.35,60015.0,13995.0,199849.95,,,,,,,,,,,,,,,,,,0.21,,,,100.0,54.56,0.0,0.0,,0.0,100.0,23.53,0.3675,50.83,0.5729,3.33
2010-05-06,61010.0,197062.3,0.21,0.25,0.19,0.21,0.0,45203.85,58015.0,13995.0,187388.45,,,,,,,,0.01,,2000.0,,,,,,,,0.19,,,,100.0,52.75,0.0,0.0,,0.0,100.0,23.7,0.3775,52.58,0.5547,3.23
2010-05-07,58310.0,177262.4,0.2,0.24,0.18,0.19,0.0,42544.8,55315.0,13995.0,168157.6,,,,,,,,0.02,,2700.0,,,,,,,,0.18,,,,100.0,50.29,0.0,0.0,,0.0,100.0,24.88,0.3958,55.1,0.5301,3.04
2010-05-10,58310.0,192423.0,0.2,0.23,0.18,0.18,0.0,46183.5,55315.0,13995.0,182539.5,,,,,,,,,,,,,,,,,,0.17,,,,100.0,50.29,0.0,0.0,,0.0,100.0,23.74,0.4003,55.89,0.5301,3.3
2010-05-11,58310.0,184842.7,0.2,0.23,0.18,0.2,0.0,44364.15,55315.0,13995.0,175348.55,,,,,,,,,,,,,,,,,,0.18,,,,100.0,50.29,0.0,0.0,,0.0,100.0,24.81,0.395,55.01,0.5301,3.17
2010-05-12,58310.0,184842.7,0.2,0.22,0.18,0.19,0.0,44364.15,55315.0,13995.0,175348.55,,,,,,,,,,,,,,,,,,0.18,,,,100.0,50.29,0.0,0.0,,0.0,100.0,24.65,0.3965,55.25,0.5301,3.17
2010-05-13,58310.0,179011.7,0.2,0.23,0.18,0.19,0.0,42964.65,55315.0,13995.0,169817.05,,,,,,,,,,,,,,,,,,0.18,,,,100.0,50.29,0.0,0.0,,0.0,100.0,24.84,0.3951,55.03,0.5301,3.07
2010-05-14,58110.0,179559.9,0.2,0.23,0.18,0.18,0.0,43244.55,55115.0,13995.0,170305.35,,,,,,,,0.0,,200.0,,,,,,,,0.17,,,,100.0,49.33,0.0,0.0,,0.0,100.0,24.85,0.3973,55.32,0.5201,3.09
2010-05-17,58110.0,164451.3,0.2,0.22,0.18,0.18,0.0,39605.85,55115.0,13995.0,155975.45,,,,,,,,,,,,,,,,,,0.17,,,,100.0,45.91,0.0,0.0,,0.0,100.0,24.96,0.3957,55.1,0.4841,2.83
2010-05-18,58110.0,174330.0,0.2,0.22,0.18,0.17,0.0,41985.0,55115.0,13995.0,165345.0,,,,,,,,,,,,,,,,,,0.16,,,,100.0,45.91,0.0,0.0,,0.0,100.0,24.61,0.3995,55.64,0.4841,3.0
2010-05-19,54810.0,158400.9,0.19,0.21,0.17,0.16,0.0,40445.55,51815.0,13995.0,149745.35,,,,,,,,0.01,,3300.0,,,,,,,,0.15,,,,100.0,43.16,0.0,0.0,,0.0,100.0,26.39,0.4291,58.72,0.4566,2.89
2010-05-20,54810.0,150727.5,0.19,0.21,0.17,0.16,0.0,38486.25,51815.0,13995.0,142491.25,,,,,,,,,,,,,,,,,,0.15,,,,100.0,43.16,0.0,0.0,,0.0,100.0,26.06,0.4312,59.04,0.4566,2.75
2010-05-21,54810.0,147438.9,0.19,0.21,0.17,0.15,0.0,37646.55,51815.0,13995.0,139382.35,,,,,,,,,,,,,,,,,,0.14,,,,100.0,43.16,0.0,0.0,,0.0,100.0,25.95,0.4313,59.08,0.4566,2.69
2010-05-24,54810.0,149083.2,0.19,0.21,0.17,0.15,0.0,38066.4,51815.0,13995.0,140936.8,,,,,,,,,,,,,,,,,,0.14,,,,100.0,43.16,0.0,0.0,,0.0,100.0,26.28,0.4294,58.77,0.4566,2.72
2010-05-25,54810.0,139765.5,0.19,0.21,0.17,0.15,0.0,35687.25,51815.0,13995.0,132128.25,,,,,,,,,,,,,,,,,,0.14,,,,100.0,43.16,0.0,0.0,,0.0,100.0,26.38,0.428,58.6,0.4566,2.55
2010-05-26,54610.0,146354.8,0.19,0.2,0.17,0.14,0.0,37506.6,51615.0,13995.0,138328.2,,,,,,,,0.0,,200.0,,,,,,,,0.13,,,,100.0,43.0,0.0,0.0,,0.0,100.0,26.17,0.4337,59.26,0.4549,2.68
2010-05-27,54510.0,152082.9,0.19,0.22,0.17,0.15,0.0,39046.05,51515.0,13995.0,143726.85,,,,,,,,0.0,,100.0,,,,,,,,0.14,,,,100.0,43.44,0.0,0.0,,0.0,100.0,26.16,0.4356,59.47,0.4596,2.79
2010-05-28,54510.0,148267.2,0.19,0.22,0.17,0.15,0.0,38066.4,51515.0,13995.0,140120.8,,,,,,,,,,,,,,,,,,0.14,,,,100.0,43.44,0.0,0.0,,0.0,100.0,26.32,0.4336,59.2,0.4596,2.72
2010-05-31,54510.0,148812.3,0.19,0.22,0.17,0.15,0.0,38206.35,51515.0,13995.0,140635.95,,,,,,,,,,,,,,,,,,0.14,,,,100.0,43.44,0.0,0.0,,0.0,100.0,26.41,0.4322,59.03,0.4596,2.73
2010-06-01,53266.0,142752.88,0.18,0.22,0.16,0.15,0.0,37506.6,50271.0,13995.0,134726.28,,,,,,,,0.0,,1244.0,,,,,,,,0.14,,,,100.0,34.12,0.0,0.0,,0.0,100.0,27.02,0.4257,58.17,0.3615,2.68
2010-06-02,53266.0,137958.94,0.18,0.27,0.16,0.14,0.0,36247.05,50271.0,13995.0,130201.89,,,,,,,,,,,,,,,,,,0.13,,,,100.0,39.23,0.0,0.0,,0.0,100.0,27.12,0.4251,58.07,0.4157,2.59
2010-06-03,53266.0,136893.62,0.18,0.28,0.16,0.14,0.0,35967.15,50271.0,13995.0,129196.47,,,,,,,,,,,,,,,,,,0.13,,,,100.0,39.23,0.0,0.0,,0.0,100.0,26.99,0.426,58.2,0.4157,2.57
2010-06-04,53266.0,132099.68,0.18,0.28,0.16,0.14,0.0,34707.6,50271.0,13995.0,124672.08,,,,,,,,,,,,,,,,,,0.13,,,,100.0,40.72,0.0,0.0,,0.0,100.0,27.25,0.4249,57.98,0.4315,2.48
2010-06-07,53066.0,130011.7,0.18,0.29,0.16,0.13,0.0,34287.75,50071.0,13995.0,122673.95,,,,,,,,0.0,,200.0,,,,,,,,0.12,,,,100.0,40.69,0.0,0.0,,0.0,100.0,27.27,0.4276,58.28,0.4313,2.45
2010-06-08,53066.0,132134.34,0.18,0.29,0.16,0.13,0.0,34847.55,50071.0,13995.0,124676.79,,,,,,,,,,,,,,,,,,0.12,,,,100.0,40.69,0.0,0.0,,0.0,100.0,27.38,0.4277,58.25,0.4313,2.49
2010-06-09,42066.0,102641.04,0.15,0.26,0.13,0.1,0.0,7307.8,39071.0,2995.0,95333.24,,,,,,,,0.03,,11000.0,,,,,,,11000.0,0.1,0.03,,,100.0,31.75,0.0,0.0,,0.0,100.0,14.61,0.5887,74.98,0.3419,2.44
2010-06-10,42066.0,103482.36,0.15,0.27,0.13,0.1,0.0,7367.7,39071.0,2995.0,96114.66,,,,,,,,,,,,,,,,,,0.09,,,,100.0,31.75,0.0,0.0,,0.0,100.0,14.55,0.5898,75.07,0.3419,2.46
2010-06-11,42066.0,109792.26,0.14,0.28,0.13,0.1,0.0,7816.95,39071.0,2995.0,101975.31,,,,,,,,,,,,,,,,,,0.1,,,,100.0,31.75,0.0,0.0,,0.0,100.0,14.52,0.5889,75.02,0.3419,2.61
2010-06-14,42066.0,112736.88,0.14,0.27,0.13,0.11,0.0,8026.6,39071.0,2995.0,104710.28,,,,,,,,,,,,,,,,,,0.1,,,,100.0,31.75,0.0,0.0,,0.0,100.0,14.74,0.5854,74.74,0.3419,2.68
2010-06-15,42066.0,123253.38,0.14,0.27,0.13,0.11,0.0,8775.35,39071.0,2995.0,114478.03,,,,,,,,,,,,,,,,,,0.1,,,,100.0,31.75,0.0,0.0,,0.0,100.0,14.81,0.5838,74.61,0.3419,2.93
2010-06-16,42066.0,118205.46,0.14,0.26,0.13,0.11,0.0,8415.95,39071.0,2995.0,109789.51,,,,,,,,,,,,,,,,,,0.1,,,,100.0,31.75,0.0,0.0,,0.0,100.0,14.73,0.5736,73.88,0.3419,2.81
2010-06-17,42066.0,116102.16,0.14,0.26,0.13,0.12,0.0,8266.2,39071.0,2995.0,107835.96,,,,,,,,,,,,,,,,,,0.11,,,,100.0,31.64,0.0,0.0,,0.0,100.0,14.26,0.5895,75.09,0.3406,2.76
2010-06-18,42066.0,114840.18,0.14,0.26,0.13,0.12,0.0,8176.35,39071.0,2995.0,106663.83,,,,,,,,,,,,,,,,,,0.11,,,,100.0,31.64,0.0,0.0,,0.0,100.0,14.57,0.5909,75.15,0.3406,2.73
2010-06-21,42066.0,111474.9,0.14,0.27,0.13,0.12,0.0,7936.75,39071.0,2995.0,103538.15,,,,,,,,,,,,,,,,,,0.11,,,,100.0,31.64,0.0,0.0,,0.0,100.0,14.69,0.5882,74.94,0.3406,2.65
2010-06-22,42066.0,109371.6,0.14,0.27,0.13,0.11,0.0,7787.0,39071.0,2995.0,101584.6,,,,,,,,,,,,,,,,,,0.1,,,,100.0,31.64,0.0,0.0,,0.0,100.0,14.68,0.5881,74.93,0.3406,2.6
2010-06-23,42066.0,111054.24,0.14,0.28,0.13,0.11,0.0,7906.8,39071.0,2995.0,103147.44,,,,,,,,,,,,,,,,,,0.1,,,,100.0,31.64,0.0,0.0,,0.0,100.0,14.58,0.5889,75.01,0.3406,2.64
2010-06-24,42066.0,109792.26,0.14,0.28,0.13,0.11,0.0,7816.95,39071.0,2995.0,101975.31,,,,,,,,,,,,,,,,,,0.1,,,,100.0,31.64,0.0,0.0,,0.0,100.0,14.65,0.5894,75.03,0.3406,2.61
2010-06-25,42066.0,109371.6,0.14,0.29,0.13,0.11,0.0,7787.0,39071.0,2995.0,101584.6,,,,,,,,,,,,,,,,,,0.1,,,,100.0,31.64,0.0,0.0,,0.0,100.0,14.54,0.59,75.09,0.3406,2.6
2010-06-28,42066.0,108950.94,0.14,0.3,0.13,0.11,0.0,7757.05,39071.0,2995.0,101193.89,,,,,,,,,,,,,,,,,,0.1,,,,100.0,30.11,0.0,0.0,,0.0,100.0,14.67,0.5874,74.89,0.3242,2.59
2010-06-29,42066.0,106006.32,0.14,0.32,0.13,0.11,0.0,7547.4,39071.0,2995.0,98458.92,,,,,,,,,,,,,,,,,,0.1,,,,100.0,30.11,0.0,0.0,,0.0,100.0,14.69,0.5854,74.74,0.3242,2.52
2010-06-30,42066.0,102641.04,0.14,0.32,0.13,0.11,0.0,7307.8,39071.0,2995.0,95333.24,,,,,,,,,,,,,,,,,,0.1,,,,100.0,30.11,0.0,0.0,,0.0,100.0,14.63,0.5861,74.8,0.3242,2.44
2010-07-01,41566.0,98095.76,0.14,0.32,0.12,0.1,0.0,5888.2,39071.0,2495.0,92207.56,,,,,,,,,,,,,,,,,500.0,0.09,0.0,,,100.0,30.11,0.0,0.0,,0.0,100.0,14.73,0.6045,76.02,0.3203,2.36
2010-07-02,41566.0,101005.38,0.14,0.32,0.12,0.1,0.0,6062.85,39071.0,2495.0,94942.53,,,,,,,,,,,,,,,,,,0.09,,,,100.0,30.11,0.0,0.0,,0.0,100.0,14.58,0.6072,76.23,0.3203,2.43
2010-07-05,41566.0,99342.74,0.14,0.33,0.12,0.1,0.0,5963.05,39071.0,2495.0,93379.69,,,,,,,,,,,,,,,,,,0.1,,,,100.0,30.11,0.0,0.0,,0.0,100.0,14.88,0.6056,76.08,0.3203,2.39
2010-07-06,41566.0,102668.02,0.14,0.32,0.12,0.1,0.0,6162.65,39071.0,2495.0,96505.37,,,,,,,,,,,,,,,,,,0.09,,,,100.0,30.11,0.0,0.0,,0.0,100.0,14.68,0.6065,76.16,0.3203,2.47
2010-07-07,41066.0,103075.66,0.13,0.32,0.12,0.1,0.0,6262.45,38571.0,2495.0,96813.21,,,,,,,,0.0,,500.0,,,,,,,,0.1,,,,100.0,29.72,0.0,0.0,,0.0,100.0,14.78,0.6039,75.97,0.3164,2.51
2010-07-08,41066.0,103075.66,0.13,0.33,0.12,0.1,0.0,6262.45,38571.0,2495.0,96813.21,,,,,,,,,,,,,,,,,,0.1,,,,100.0,29.72,0.0,0.0,,0.0,100.0,14.79,0.6039,75.96,0.3164,2.51
2010-07-09,41066.0,100611.7,0.13,0.34,0.12,0.1,0.0,6112.75,38571.0,2495.0,94498.95,,,,,,,,,,,,,,,,,,0.1,,,,100.0,29.18,0.0,0.0,,0.0,100.0,14.88,0.6035,75.92,0.3107,2.45
2010-07-12,41066.0,100201.04,0.13,0.34,0.12,0.1,0.0,6087.8,38571.0,2495.0,94113.24,,,,,,,,,,,,,,,,,,0.09,,,,100.0,29.18,0.0,0.0,,0.0,100.0,14.85,0.6034,75.92,0.3107,2.44
2010-07-13,41066.0,100611.7,0.13,0.35,0.12,0.1,0.0,6112.75,38571.0,2495.0,94498.95,,,,,,,,,,,,,,,,,,0.09,,,,100.0,29.14,0.0,0.0,,0.0,100.0,14.75,0.6044,76.0,0.3103,2.45
2010-07-14,41066.0,103896.98,0.13,0.34,0.12,0.1,0.0,6312.35,38571.0,2495.0,97584.63,,,,,,,,,,,,,,,,,,0.09,,,,100.0,29.14,0.0,0.0,,0.0,100.0,14.74,0.6044,76.01,0.3103,2.53
2010-07-15,41066.0,102254.34,0.13,0.36,0.12,0.1,0.0,6212.55,38571.0,2495.0,96041.79,,,,,,,,,,,,,,,,,,0.1,,,,100.0,29.14,0.0,0.0,,0.0,100.0,14.74,0.6045,76.01,0.3103,2.49
2010-07-16,41066.0,101022.36,0.13,0.38,0.12,0.1,0.0,6137.7,38571.0,2495.0,94884.66,,,,,,,,,,,,,,,,,,0.1,,,,100.0,29.14,0.0,0.0,,0.0,100.0,14.81,0.6037,75.94,0.3103,2.46
2010-07-19,41066.0,98969.06,0.13,0.39,0.12,0.1,0.0,6012.95,38571.0,2495.0,92956.11,,,,,,,,,,,,,,,,,,0.09,,,,100.0,29.14,0.0,0.0,,0.0,100.0,14.84,0.6032,75.91,0.3103,2.41
2010-07-20,41066.0,96505.1,0.13,0.4,0.12,0.1,0.0,5863.25,38571.0,2495.0,90641.85,,,,,,,,,,,,,,,,,,0.09,,,,100.0,29.1,0.0,0.0,,0.0,100.0,14.88,0.6023,75.83,0.3099,2.35
2010-07-21,41066.0,98558.4,0.13,0.4,0.12,0.1,0.0,5988.0,38571.0,2495.0,92570.4,,,,,,,,,,,,,,,,,,0.09,,,,100.0,29.1,0.0,0.0,,0.0,100.0,14.84,0.6033,75.92,0.3099,2.4
2010-07-22,41066.0,95683.78,0.13,0.4,0.12,0.1,0.0,5813.35,38571.0,2495.0,89870.43,,,,,,,,,,,,,,,,,,0.09,,,,100.0,29.1,0.0,0.0,,0.0,100.0,14.77,0.6033,75.92,0.3099,2.33
2010-07-23,41066.0,95273.12,0.13,0.4,0.12,0.1,0.0,5788.4,38571.0,2495.0,89484.72,,,,,,,,,,,,,,,,,,0.09,,,,100.0,29.1,0.0,0.0,,0.0,100.0,14.64,0.6066,76.17,0.3099,2.32
2010-07-26,41066.0,96094.44,0.13,0.43,0.12,0.1,0.0,5838.3,38571.0,2495.0,90256.14,,,237.0,,,,,0.0,,237.0,,,,237.0,,,,0.09,,,,100.0,29.1,0.0,0.0,,0.0,100.0,14.78,0.6045,76.01,0.3099,2.34
2010-07-27,41066.0,97326.42,0.13,0.44,0.12,0.1,0.0,5913.15,38571.0,2495.0,91413.27,,,,,,,,,,,,,,,,,,0.09,,,,100.0,29.1,0.0,0.0,,0.0,100.0,14.79,0.6041,75.98,0.3099,2.37
