,ALHGR FP Equity_DX_SI_QTY,ALHGR FP Equity_DX_SHORT_INTEREST_VALUE,ALHGR FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALHGR FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALHGR FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALHGR FP Equity_DX_SI_MV,ALHGR FP Equity_DX_DSS,ALHGR FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALHGR FP Equity_DX_SUPPLY_SI_QTY,ALHGR FP Equity_DX_BROKER_SI_QTY,ALHGR FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALHGR FP Equity_DX_BROKER_SI_MV_NEW_x,ALHGR FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALHGR FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALHGR FP Equity_DX_BROKER_SI_MV_INC_x,ALHGR FP Equity_DX_SUPPLY_SI_MV_NEW,ALHGR FP Equity_DX_BROKER_SI_QTY_ADD,ALHGR FP Equity_DX_BROKER_SI_QTY_NEW,ALHGR FP Equity_DX_SUPPLY_SI_MV_DEC,ALHGR FP Equity_DX_BROKER_SI_QTY_INC,ALHGR FP Equity_DX_SUPPLY_SI_QTY_DEC,ALHGR FP Equity_DX_BROKER_SI_MV_NEW_y,ALHGR FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALHGR FP Equity_DX_BROKER_SI_MV_INC_y,ALHGR FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALHGR FP Equity_DX_BROKER_SI_MV_ADD,ALHGR FP Equity_DX_SUPPLY_SI_QTY_ADD,ALHGR FP Equity_DX_BROKER_SI_QTY_DEC,ALHGR FP Equity_DX_SUPPLY_SI_MV,ALHGR FP Equity_DX_BROKER_SI_MV_DEC,ALHGR FP Equity_DX_SUPPLY_SI_MV_RMV,ALHGR FP Equity_DX_BROKER_SI_MV_RMV,ALHGR FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALHGR FP Equity_DX_UTILIZATION_QUANTITY,ALHGR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALHGR FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALHGR FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALHGR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALHGR FP Equity_DX_ACTIVE_UTILIZATION_MV,ALHGR FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALHGR FP Equity_DX_BROKER_SI_CON_RATIO,ALHGR FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALHGR FP Equity_DX_DEMAND_SUPPLY_RATIO,ALHGR FP Equity_PX_LAST
2022-11-14,74990.0,788894.8,1.34,5.27,0.51,0.8,0.0,699295.96,21129.0,66473.0,222277.08,,,,,,,,,,,,,,,,,,0.22,,,,100.0,55.56,0.0,0.0,,0.0,100.0,22.07,0.1802,22.68,1.9719,10.52
2022-11-15,79990.0,838295.2,1.43,6.12,0.55,0.85,0.0,749037.04,21129.0,71473.0,221431.92,,,,0.05,,,,,5000.0,,,,0.05,,,,,0.22,,,,100.0,55.56,0.0,0.0,,0.0,100.0,21.17,0.1832,22.95,2.1033,10.48
2022-11-16,78589.0,796892.46,1.41,6.31,0.54,0.83,0.0,710530.08,21129.0,70072.0,214248.06,,,,,,,,,,,,,,,,,1401.0,0.22,0.02,,,100.0,55.56,0.0,0.0,,0.0,100.0,21.32,0.1828,23.57,2.0665,10.14
2022-11-17,72489.0,724890.0,1.3,6.26,0.5,0.75,0.0,639720.0,21129.0,63972.0,211290.0,,,,,,,,,,,,,,,,,6100.0,0.22,0.07,,,100.0,55.56,0.0,0.0,,0.0,100.0,23.03,0.1853,25.11,1.9061,10.0
2022-11-18,73580.0,735800.0,1.32,7.08,0.5,0.75,0.0,650630.0,21129.0,65063.0,211290.0,,,,0.01,,,,,1091.0,,,,0.01,,,,,0.22,,,,100.0,55.41,0.0,0.0,,0.0,100.0,22.59,0.1794,24.57,1.9297,10.0
2022-11-21,73519.0,757245.7,1.32,7.84,0.5,0.75,0.0,669520.6,21029.0,65002.0,216598.7,,,,,,,,0.01,,100.0,,,,,,,61.0,0.21,0.0,,,100.0,55.3,0.0,0.0,,0.0,100.0,22.5,0.1789,24.52,1.9332,10.3
2022-11-22,73619.0,750913.8,1.32,7.89,0.5,0.77,0.0,664040.4,21029.0,65102.0,214495.8,,,,0.0,,,,,100.0,,,,0.0,,,,,0.22,,,,100.0,55.19,0.0,0.0,,0.0,100.0,22.52,0.1796,24.83,1.9323,10.2
2022-11-23,74587.0,751836.96,1.34,8.41,0.51,0.77,0.0,665985.6,21029.0,66070.0,211972.32,,,,0.01,,,,,1000.0,,,,0.01,,,,32.0,0.21,0.0,,,100.0,55.19,0.0,0.0,,0.0,100.0,22.47,0.182,25.79,1.9577,10.08
2022-11-24,74587.0,729460.86,1.34,8.97,0.51,0.76,0.0,646164.6,21029.0,66070.0,205663.62,,,,,,,,,,,,,,,,,,0.21,,,,100.0,55.19,0.0,0.0,,0.0,100.0,22.77,0.1826,25.79,1.9577,9.78
2022-11-25,74576.0,730099.04,1.34,9.14,0.51,0.74,0.0,646717.61,21029.0,66059.0,205873.91,,,,,,,,,,,,,,,,,11.0,0.21,0.0,,,100.0,55.17,0.0,0.0,,0.0,100.0,22.22,0.1813,25.74,1.9565,9.79
2022-11-28,74814.0,736917.9,1.34,10.55,0.51,0.75,0.0,653025.45,21029.0,66297.0,207135.65,,,,0.0,,,,,238.0,,,,0.0,,,,,0.21,,,,100.0,50.86,0.0,0.0,,0.0,100.0,22.17,0.1816,25.89,1.8095,9.85
2022-11-29,74814.0,688288.8,1.34,10.86,0.51,0.74,0.0,609932.4,21029.0,66297.0,193466.8,,,,,,,,,,,,,,,,,,0.21,,,,100.0,50.86,0.0,0.0,,0.0,100.0,22.57,0.1839,26.35,1.8095,9.2
2022-11-30,75814.0,695972.52,1.36,11.19,0.52,0.71,0.0,617786.46,21029.0,67297.0,193046.22,,,,0.0,,,,,1000.0,,,,0.0,,,,,0.19,,,,100.0,50.86,0.0,0.0,,0.0,100.0,21.82,0.1839,27.01,1.8336,9.18
2022-12-01,75914.0,698408.8,1.36,11.54,0.52,0.7,0.0,620052.4,21129.0,67397.0,194386.8,,,100.0,0.0,,,,,100.0,,,,0.0,100.0,,,,0.19,,,,100.0,50.98,0.0,0.0,,0.0,100.0,21.63,0.1839,27.01,1.8315,9.2
2022-12-02,75914.0,682466.86,1.36,11.58,0.52,0.7,0.0,605899.03,21129.0,67397.0,189949.71,,,,,,,,,,,,,,,,,,0.19,,,,100.0,51.1,0.0,0.0,,0.0,100.0,21.93,0.1846,27.09,1.836,8.99
2022-12-05,75914.0,675634.6,1.36,11.7,0.52,0.69,0.0,599833.3,21129.0,67397.0,188048.1,,,,,,,,,,,,,,,,,,0.19,,,,100.0,51.1,0.0,0.0,,0.0,100.0,21.86,0.184,26.95,1.836,8.9
2022-12-06,75975.0,676177.5,1.36,11.86,0.52,0.69,0.0,600376.2,21129.0,67458.0,188048.1,,,,0.0,,,,,61.0,,,,0.0,,,,,0.19,,,,100.0,51.1,0.0,0.0,,0.0,100.0,21.88,0.1835,26.83,1.8375,8.9
2022-12-07,75914.0,661210.94,1.36,12.18,0.52,0.68,0.0,587027.87,21129.0,67397.0,184033.59,,,,,,,,,,,,,,,,,61.0,0.19,0.0,,,100.0,51.1,0.0,0.0,,0.0,100.0,21.92,0.1845,27.06,1.836,8.71
2022-12-08,75914.0,661970.08,1.36,12.98,0.52,0.67,0.0,587701.84,21129.0,67397.0,184244.88,,,,,,,,,,,,,,,,,,0.18,,,,100.0,51.1,0.0,0.0,,0.0,100.0,21.77,0.1838,26.93,1.836,8.72
2022-12-09,75914.0,658933.52,1.36,13.18,0.52,0.67,0.0,585005.96,21129.0,67397.0,183399.72,,,,,,,,,,,,,,,,,,0.18,,,,100.0,50.91,0.0,0.0,,0.0,100.0,21.87,0.184,26.92,1.8293,8.68
2022-12-12,75914.0,661970.08,1.36,14.04,0.52,0.67,0.0,587701.84,21129.0,67397.0,184244.88,,,,,,,,,,,,,,,,,,0.18,,,,100.0,50.91,0.0,0.0,,0.0,100.0,21.82,0.1838,26.88,1.8293,8.72
2022-12-13,75914.0,709795.9,1.36,14.25,0.52,0.68,0.0,630161.95,21129.0,67397.0,197556.15,,,,,,,,,,,,,,,,,,0.18,,,,100.0,50.91,0.0,0.0,,0.0,100.0,21.37,0.1819,26.51,1.8293,9.35
2022-12-14,81914.0,792927.52,1.47,14.94,0.56,0.78,0.0,681442.96,24129.0,70397.0,233568.72,,,,,,3000.0,,,,,,,,,0.03,3000.0,,0.23,,,,100.0,58.14,0.0,0.0,,0.0,100.0,20.87,0.1712,25.74,1.9738,9.68
2022-12-15,81914.0,808491.18,1.47,14.86,0.56,0.81,0.0,694818.39,24129.0,70397.0,238153.23,,,,,,,,,,,,,,,,,,0.23,,,,100.0,58.14,0.0,0.0,,0.0,100.0,20.96,0.1712,25.75,1.9738,9.87
2022-12-16,66814.0,681502.8,1.2,12.89,0.46,0.68,0.0,564029.4,24129.0,55297.0,246115.8,,,,,,,,,,,,,,,,,15100.0,0.24,0.14,,,100.0,57.75,0.0,0.0,,0.0,100.0,18.34,0.1656,25.54,1.599,10.2
2022-12-19,65014.0,767165.2,1.17,13.02,0.44,0.7,0.0,631264.6,24377.0,53497.0,287648.6,,,248.0,,,,,,,,,,,248.0,,,1800.0,0.25,0.0,,,100.0,58.34,0.0,0.0,,0.0,100.0,18.3,0.1702,25.42,1.5559,11.8
2022-12-20,59014.0,711708.84,1.06,11.74,0.4,0.71,0.0,572813.82,24377.0,47497.0,293986.62,,,,,,,,,,,,,,,,,6000.0,0.29,0.04,,,100.0,58.34,0.0,0.0,,0.0,100.0,19.99,0.1628,21.03,1.4123,12.06
2022-12-21,59014.0,714069.4,1.06,10.93,0.4,0.72,0.0,574713.7,24377.0,47497.0,294961.7,,,,,,,,,,,,,,,,,,0.29,,,,100.0,58.34,0.0,0.0,,0.0,100.0,20.17,0.163,21.15,1.4123,12.1
2022-12-22,60014.0,679358.48,1.08,10.97,0.41,0.72,0.0,548986.04,24377.0,48497.0,275947.64,,,,0.04,,,,,4000.0,,,,0.04,,,,3000.0,0.3,0.04,,,100.0,58.34,0.0,0.0,,0.0,100.0,21.33,0.181,21.82,1.4363,11.32
2022-12-23,59276.0,617655.92,1.06,10.42,0.41,0.67,0.0,497648.78,23877.0,47759.0,248798.34,,,,0.0,,,,0.02,1000.0,500.0,,,0.0,,,,1738.0,0.27,0.02,,,100.0,57.14,0.0,0.0,,0.0,100.0,21.62,0.19,23.31,1.4186,10.42
2022-12-26,59276.0,617655.92,1.06,9.97,0.41,0.65,0.0,497648.78,23877.0,47759.0,248798.34,,,,,,,,,,,,,,,,,,0.27,,,,100.0,57.14,0.0,0.0,,0.0,100.0,22.15,0.192,23.87,1.4186,
2022-12-27,59276.0,616470.4,1.06,9.97,0.41,0.63,0.0,496693.6,23877.0,47759.0,248320.8,,,,,,,,,,,,,,,,,,0.25,,,,100.0,57.83,0.0,0.0,,0.0,100.0,21.13,0.1904,24.75,1.4358,10.4
2022-12-28,59276.0,618841.44,1.06,10.27,0.41,0.63,0.0,498603.96,23877.0,47759.0,249275.88,,,,,,,,,,,,,,,,,,0.25,,,,100.0,57.83,0.0,0.0,,0.0,100.0,21.05,0.1906,24.87,1.4358,10.44
2022-12-29,59276.0,615284.88,1.06,10.42,0.41,0.63,0.0,495738.42,23877.0,47759.0,247843.26,,,,,,,,,,,,,,,,,,0.25,,,,100.0,57.83,0.0,0.0,,0.0,100.0,21.16,0.1905,24.76,1.4358,10.38
2022-12-30,59276.0,602244.16,1.06,10.54,0.41,0.62,0.0,485231.44,23877.0,47759.0,242590.32,,,,,,,,,,,,,,,,,,0.25,,,,100.0,57.83,0.0,0.0,,0.0,100.0,21.29,0.1902,24.45,1.4358,10.16
2023-01-02,59276.0,622398.0,1.06,10.63,0.41,0.62,0.0,501469.5,23877.0,47759.0,250708.5,,,,,,,,,,,,,,,,,,0.24,,,,100.0,57.83,0.0,0.0,,0.0,100.0,20.73,0.1911,25.21,1.4358,10.5
2023-01-03,59276.0,634253.2,1.06,10.65,0.41,0.64,0.0,511021.3,23877.0,47759.0,255483.9,,,,,,,,,,,,,,,,,,0.25,,,,100.0,57.83,0.0,0.0,,0.0,100.0,20.87,0.1907,25.02,1.4358,10.7
2023-01-04,53924.0,571594.4,0.97,9.97,0.37,0.58,0.0,449514.2,23877.0,42407.0,253096.2,,,,,,,,,,,,,,,,,5352.0,0.26,0.06,,,100.0,57.83,0.0,0.0,,0.0,100.0,22.22,0.1862,23.38,1.3061,10.6
2023-01-05,53924.0,581300.72,0.97,9.97,0.37,0.58,0.0,457147.46,23877.0,42407.0,257394.06,,,,,,,,,,,,,,,,,,0.25,,,,100.0,57.83,0.0,0.0,,0.0,100.0,22.09,0.1858,23.1,1.3061,10.78
2023-01-06,53767.0,576382.24,0.96,9.87,0.37,0.58,0.0,452920.0,23877.0,42250.0,255961.44,,,,,,,,,,,,,,,,,157.0,0.26,0.0,,,100.0,57.83,0.0,0.0,,0.0,100.0,22.23,0.1862,23.48,1.3023,10.72
2023-01-09,53105.0,569285.6,0.95,10.01,0.36,0.58,0.0,445823.36,23877.0,41588.0,255961.44,,,,,,,,,,,,,,,,,662.0,0.26,0.01,,,100.0,57.83,0.0,0.0,,0.0,100.0,21.12,0.1853,23.71,1.2863,10.72
2023-01-10,53105.0,570347.7,0.95,9.75,0.36,0.58,0.0,446655.12,23877.0,41588.0,256438.98,,,,,,,,,,,,,,,,,,0.26,,,,100.0,57.83,0.0,0.0,,0.0,100.0,21.17,0.1853,23.66,1.2863,10.74
2023-01-11,53105.0,562913.0,0.95,9.7,0.36,0.58,0.0,440832.8,23877.0,41588.0,253096.2,,,,,,,,,,,,,,,,,,0.26,,,,100.0,57.83,0.0,0.0,,0.0,100.0,21.25,0.1854,23.79,1.2863,10.6
2023-01-12,53105.0,548043.6,0.95,9.42,0.36,0.56,0.0,429188.16,23877.0,41588.0,246410.64,,,,,,,,,,,,,,,,,,0.25,,,,100.0,57.83,0.0,0.0,,0.0,100.0,21.33,0.1857,23.94,1.2863,10.32
2023-01-13,52232.0,574552.0,0.94,8.86,0.36,0.56,0.0,447865.0,23877.0,40715.0,262647.0,,,,,,,,,,,,,,,,,873.0,0.25,0.0,,,100.0,57.83,0.0,0.0,,0.0,100.0,21.39,0.1854,23.49,1.2652,11.0
2023-01-16,52232.0,570373.44,0.94,9.06,0.36,0.58,0.0,444607.8,23877.0,40715.0,260736.84,,,,,,,,,,,,,,,,,,0.26,,,,100.0,57.83,0.0,0.0,,0.0,100.0,21.06,0.1858,24.3,1.2652,10.92
2023-01-17,52894.0,593470.68,0.95,8.59,0.36,0.59,0.0,464249.94,23877.0,41377.0,267899.94,,,,0.01,,,,,662.0,,,,0.01,,,,,0.26,,,,100.0,57.83,0.0,0.0,,0.0,100.0,22.43,0.1866,23.53,1.2812,11.22
2023-01-18,50832.0,579484.8,0.91,8.2,0.35,0.58,0.0,448191.0,23877.0,39315.0,272197.8,,,,,,,,,,,,,,,,,2062.0,0.27,0.02,,,100.0,57.83,0.0,0.0,,0.0,100.0,18.88,0.1848,24.73,1.2312,11.4
2023-01-19,46895.0,537416.7,0.84,7.57,0.32,0.54,0.0,403139.88,24077.0,35178.0,275922.42,,,200.0,,,,,,,,,,,200.0,,,4137.0,0.27,0.05,,,100.0,58.04,0.0,0.0,,0.0,100.0,18.99,0.1893,27.06,1.1304,11.46
2023-01-20,46895.0,512093.4,0.84,7.58,0.32,0.54,0.0,384143.76,24077.0,35178.0,262920.84,,,,,,,,,,,,,,,,,,0.28,,,,100.0,58.04,0.0,0.0,,0.0,100.0,18.29,0.1902,27.5,1.1304,10.92
2023-01-23,46895.0,503652.3,0.84,7.16,0.32,0.52,0.0,377811.72,24077.0,35178.0,258586.98,,,,,,,,,,,,,,,,,,0.26,,,,100.0,58.04,0.0,0.0,,0.0,100.0,18.68,0.1896,27.22,1.1304,10.74
2023-01-24,46895.0,503652.3,0.84,7.05,0.32,0.51,0.0,377811.72,24077.0,35178.0,258586.98,,,,,,,,,,,,,,,,,,0.26,,,,100.0,58.04,0.0,0.0,,0.0,100.0,18.9,0.1894,27.08,1.1304,10.74
2023-01-25,46895.0,495211.2,0.84,7.36,0.32,0.51,0.0,371479.68,24077.0,35178.0,254253.12,,,,,,,,,,,,,,,,,,0.26,,,,100.0,58.04,0.0,0.0,,0.0,100.0,18.69,0.1896,27.23,1.1304,10.56
2023-01-26,46895.0,485832.2,0.84,7.63,0.32,0.5,0.0,364444.08,24077.0,35178.0,249437.72,,,,,,,,,,,,,,,,,,0.25,,,,100.0,58.04,0.0,0.0,,0.0,100.0,18.65,0.1897,27.23,1.1304,10.36
2023-01-27,46895.0,485832.2,0.84,7.65,0.32,0.49,0.0,364444.08,24077.0,35178.0,249437.72,,,,,,,,,,,,,,,,,,0.25,,,,100.0,58.04,0.0,0.0,,0.0,100.0,18.89,0.1894,27.07,1.1304,10.36
2023-01-30,46895.0,481142.7,0.84,7.74,0.32,0.49,0.0,360926.28,24077.0,35178.0,247030.02,,,,,,,,,,,,,,,,,,0.25,,,,100.0,56.01,0.0,0.0,,0.0,100.0,18.76,0.1895,27.14,1.091,10.26
2023-01-31,46895.0,481142.7,0.84,7.71,0.32,0.49,0.0,360926.28,24077.0,35178.0,247030.02,,,,,,,,,,,,,,,,,,0.25,,,,100.0,56.01,0.0,0.0,,0.0,100.0,18.9,0.1893,27.07,1.091,10.26
2023-02-01,46895.0,478329.0,0.84,7.9,0.32,0.48,0.0,358815.6,24077.0,35178.0,245585.4,,,,,,,,,,,,,,,,,,0.25,,,,100.0,56.01,0.0,0.0,,0.0,100.0,18.88,0.1896,27.21,1.091,10.2
2023-02-02,47049.0,470019.51,0.84,8.27,0.32,0.48,0.0,352966.68,24231.0,35332.0,242067.69,,,154.0,0.0,,,,,154.0,,,,0.0,154.0,,,,0.25,,,,100.0,56.17,0.0,0.0,,0.0,100.0,18.53,0.1892,27.1,1.0906,9.99
2023-02-03,47049.0,467667.06,0.84,8.05,0.32,0.48,0.0,351200.08,24231.0,35332.0,240856.14,,,,,,,,,,,,,,,,,,0.24,,,,100.0,56.37,0.0,0.0,,0.0,100.0,18.71,0.1889,26.94,1.0945,9.94
2023-02-06,47049.0,468137.55,0.84,8.34,0.32,0.47,0.0,351553.4,24231.0,35332.0,241098.45,,,,,,,,,,,,,,,,,,0.24,,,,100.0,56.37,0.0,0.0,,0.0,100.0,18.81,0.1888,26.92,1.0945,9.95
2023-02-07,47049.0,456845.79,0.84,8.54,0.32,0.47,0.0,343073.72,24231.0,35332.0,235283.01,,,,,,,,,,,,,,,,,,0.24,,,,100.0,56.37,0.0,0.0,,0.0,100.0,18.52,0.1893,27.19,1.0945,9.71
2023-02-08,47049.0,446495.01,0.84,8.51,0.32,0.46,0.0,335300.68,24231.0,35332.0,229952.19,,,,,,,,,,,,,,,,,,0.24,,,,100.0,56.37,0.0,0.0,,0.0,100.0,18.53,0.1893,27.17,1.0945,9.49
2023-02-09,47049.0,460609.71,0.84,8.33,0.32,0.46,0.0,345900.28,24231.0,35332.0,237221.49,,,,,,,,,,,,,,,,,,0.23,,,,100.0,56.37,0.0,0.0,,0.0,100.0,19.22,0.1885,26.7,1.0945,9.79
2023-02-10,47049.0,455904.81,0.84,8.36,0.32,0.47,0.0,342367.08,24231.0,35332.0,234798.39,,,,,,,,,,,,,,,,,,0.24,,,,100.0,56.37,0.0,0.0,,0.0,100.0,18.67,0.189,27.02,1.0945,9.69
2023-02-13,47049.0,457316.28,0.84,8.29,0.32,0.46,0.0,343427.04,24231.0,35332.0,235525.32,,,,,,,,,,,,,,,,,,0.23,,,,100.0,56.37,0.0,0.0,,0.0,100.0,18.89,0.1889,26.97,1.0945,9.72
2023-02-14,47049.0,457316.28,0.84,7.98,0.32,0.46,0.0,343427.04,24231.0,35332.0,235525.32,,,,,,,,,,,,,,,,,,0.24,,,,100.0,56.37,0.0,0.0,,0.0,100.0,18.84,0.1889,26.98,1.0945,9.72
2023-02-15,47049.0,482722.74,0.84,7.41,0.32,0.47,0.0,362506.32,24231.0,35332.0,248610.06,,,,,,,,,,,,,,,,,,0.24,,,,100.0,56.37,0.0,0.0,,0.0,100.0,19.44,0.1873,26.39,1.0945,10.26
2023-02-16,47049.0,479899.8,0.84,7.26,0.32,0.49,0.0,360386.4,24231.0,35332.0,247156.2,,,,,,,,,,,,,,,,,,0.25,,,,100.0,56.37,0.0,0.0,,0.0,100.0,18.76,0.1891,27.03,1.0945,10.2
2023-02-17,47049.0,470019.51,0.84,7.18,0.32,0.48,0.0,352966.68,24231.0,35332.0,242067.69,,,,,,,,,,,,,,,,,,0.25,,,,100.0,56.37,0.0,0.0,,0.0,100.0,18.57,0.1892,27.16,1.0945,9.99
2023-02-20,47049.0,475194.9,0.84,7.15,0.32,0.48,0.0,356853.2,24231.0,35332.0,244733.1,,,,,,,,,,,,,,,,,,0.24,,,,100.0,56.37,0.0,0.0,,0.0,100.0,18.91,0.1886,26.79,1.0945,10.1
2023-02-21,47049.0,471430.98,0.84,7.23,0.32,0.48,0.0,354026.64,24231.0,35332.0,242794.62,,,,,,,,,,,,,,,,,,0.24,,,,100.0,56.37,0.0,0.0,,0.0,100.0,18.71,0.189,27.0,1.0945,10.02
2023-02-22,47049.0,461080.2,0.84,7.24,0.32,0.47,0.0,346253.6,24231.0,35332.0,237463.8,,,,,,,,,,,,,,,,,,0.24,,,,100.0,56.37,0.0,0.0,,0.0,100.0,18.52,0.1892,27.13,1.0945,9.8
2023-02-23,47429.0,465752.78,0.85,7.49,0.32,0.47,0.0,350691.84,24231.0,35712.0,237948.42,,,,0.0,,,,,380.0,,,,0.0,,,,,0.24,,,,100.0,56.37,0.0,0.0,,0.0,100.0,18.69,0.1903,27.57,1.1034,9.82
2023-02-24,50411.0,501589.45,0.9,8.37,0.34,0.5,0.0,370169.85,25722.0,37203.0,255933.9,,,1491.0,0.02,,,,,1491.0,,,,0.02,1491.0,,,,0.25,,,,100.0,59.84,0.0,0.0,,0.0,100.0,18.2,0.1873,26.55,1.1728,9.95
2023-02-27,50411.0,477392.17,0.9,8.5,0.34,0.5,0.0,352312.41,25722.0,37203.0,243587.34,,,,,,,,,,,,,,,,,,0.26,,,,100.0,59.84,0.0,0.0,,0.0,100.0,17.48,0.1881,27.13,1.1728,9.47
2023-02-28,50411.0,474871.62,0.9,8.73,0.34,0.48,0.0,350452.26,25722.0,37203.0,242301.24,,,,,,,,,,,,,,,,,,0.24,,,,100.0,59.3,0.0,0.0,,0.0,100.0,17.95,0.1874,26.67,1.1622,9.42
2023-03-01,50411.0,467309.97,0.9,8.69,0.34,0.48,0.0,344871.81,25722.0,37203.0,238442.94,,,,,,,,,,,,,,,,,,0.24,,,,100.0,59.3,0.0,0.0,,0.0,100.0,17.87,0.1876,26.83,1.1622,9.27
2023-03-02,44906.0,414931.44,0.81,7.63,0.31,0.42,0.0,348486.6,26234.0,37715.0,242402.16,,,512.0,0.0,,,,,512.0,,,,0.0,512.0,,,,0.24,,,,100.0,59.84,0.0,0.0,,0.0,100.0,19.58,0.1783,20.35,1.0244,9.24
2023-03-03,44906.0,419422.04,0.81,7.76,0.31,0.42,0.0,352258.1,26234.0,37715.0,245025.56,,,,,,,,,,,,,,,,,,0.24,,,,100.0,60.27,0.0,0.0,,0.0,100.0,19.36,0.1785,20.6,1.0317,9.34
2023-03-06,44906.0,420320.16,0.81,7.86,0.31,0.43,0.0,353012.4,26234.0,37715.0,245550.24,,,,,,,,,,,,,,,,,,0.24,,,,100.0,60.27,0.0,0.0,,0.0,100.0,19.41,0.1784,20.5,1.0317,9.36
2023-03-07,44906.0,404154.0,0.81,7.86,0.31,0.42,0.0,339435.0,26234.0,37715.0,236106.0,,,,,,,,,,,,,,,,,,0.25,,,,100.0,60.27,0.0,0.0,,0.0,100.0,19.91,0.1786,19.99,1.0317,9.0
2023-03-08,50343.0,453087.0,0.9,8.53,0.34,0.46,0.0,334215.0,26034.0,37135.0,234306.0,,,,,,,,0.0,,200.0,,,,,,,580.0,0.23,0.01,,,100.0,59.81,0.0,0.0,,0.0,100.0,18.03,0.1859,25.82,1.1566,9.0
2023-03-09,50343.0,453087.0,0.9,8.59,0.34,0.46,0.0,334215.0,26034.0,37135.0,234306.0,,,,,,,,,,,,,,,,,,0.23,,,,100.0,59.81,0.0,0.0,,0.0,100.0,18.05,0.1859,25.85,1.1566,9.0
2023-03-10,50463.0,446597.55,0.9,8.56,0.34,0.46,0.0,329706.75,26154.0,37255.0,231462.9,,,120.0,0.0,,,,,120.0,,,,0.0,120.0,,,,0.24,,,,100.0,59.92,0.0,0.0,,0.0,100.0,17.8,0.186,25.93,1.1562,8.85
2023-03-13,50463.0,424393.83,0.9,8.31,0.34,0.45,0.0,313314.55,26154.0,37255.0,219955.14,,,,,,,,,,,,,,,,,,0.23,,,,100.0,60.09,0.0,0.0,,0.0,100.0,17.37,0.1862,26.19,1.1594,8.41
2023-03-14,50363.0,428085.5,0.9,8.21,0.34,0.43,0.0,315817.5,26054.0,37155.0,221459.0,,,,,,,,0.01,,100.0,,,,,,,100.0,0.22,0.0,,,100.0,60.0,0.0,0.0,,0.0,100.0,18.12,0.1862,25.69,1.1598,8.5
2023-03-15,50363.0,411465.71,0.9,8.1,0.34,0.43,0.0,303556.35,26054.0,37155.0,212861.18,,,,,,,,,,,,,,,,,,0.22,,,,100.0,60.0,0.0,0.0,,0.0,100.0,17.56,0.1865,26.01,1.1598,8.17
2023-03-16,50363.0,401393.11,0.9,8.14,0.34,0.42,0.0,296125.35,26054.0,37155.0,207650.38,,,,,,,,,,,,,,,,,,0.21,,,,100.0,60.0,0.0,0.0,,0.0,100.0,17.67,0.1864,25.95,1.1598,7.97
2023-03-17,50363.0,409954.82,0.9,8.09,0.34,0.41,0.0,302441.7,26054.0,37155.0,212079.56,,,,,,,,,,,,,,,,,,0.21,,,,100.0,60.0,0.0,0.0,,0.0,100.0,18.23,0.1862,25.57,1.1598,8.14
2023-03-20,50363.0,407436.67,0.9,8.0,0.34,0.42,0.0,300583.95,26054.0,37155.0,210776.86,,,,,,,,,,,,,,,,,,0.21,,,,100.0,60.0,0.0,0.0,,0.0,100.0,17.91,0.1863,25.82,1.1598,8.09
2023-03-21,51663.0,413304.0,0.93,8.36,0.35,0.42,0.0,307640.0,26054.0,38455.0,208432.0,,,,0.01,,,,,1300.0,,,,0.01,,,,,0.21,,,,100.0,59.92,0.0,0.0,,0.0,100.0,17.36,0.1907,27.86,1.1882,8.0
2023-03-22,51663.0,410204.22,0.93,8.22,0.35,0.42,0.0,305332.7,26054.0,38455.0,206868.76,,,,,,,,,,,,,,,,,,0.21,,,,100.0,60.65,0.0,0.0,,0.0,100.0,17.43,0.1908,27.85,1.2026,7.94
2023-03-23,51663.0,413304.0,0.93,8.31,0.35,0.42,0.0,307640.0,26054.0,38455.0,208432.0,,,,,,,,,,,,,,,,,,0.21,,,,100.0,59.92,0.0,0.0,,0.0,100.0,17.55,0.1905,27.64,1.1882,8.0
2023-03-24,52063.0,411297.7,0.93,8.32,0.36,0.42,0.0,306954.5,26054.0,38855.0,205826.6,,,,0.0,,,,,400.0,,,,0.0,,,,,0.21,,,,100.0,59.92,0.0,0.0,,0.0,100.0,17.13,0.1901,27.57,1.1974,7.9
