,ERO FP Equity_DX_SI_QTY,ERO FP Equity_DX_SHORT_INTEREST_VALUE,ERO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ERO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ERO FP Equity_DX_SI_MV,ERO FP Equity_DX_DSS,ERO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ERO FP Equity_DX_SUPPLY_SI_QTY,ERO FP Equity_DX_BROKER_SI_QTY,ERO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ERO FP Equity_DX_BROKER_SI_MV_NEW_x,ERO FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ERO FP Equity_DX_SUPPLY_SI_QTY_INC_x,ERO FP Equity_DX_BROKER_SI_MV_INC_x,ERO FP Equity_DX_SUPPLY_SI_MV_NEW,ERO FP Equity_DX_BROKER_SI_QTY_ADD,ERO FP Equity_DX_BROKER_SI_QTY_NEW,ERO FP Equity_DX_SUPPLY_SI_MV_DEC,ERO FP Equity_DX_BROKER_SI_QTY_INC,ERO FP Equity_DX_SUPPLY_SI_QTY_DEC,ERO FP Equity_DX_BROKER_SI_MV_NEW_y,ERO FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ERO FP Equity_DX_BROKER_SI_MV_INC_y,ERO FP Equity_DX_SUPPLY_SI_QTY_INC_y,ERO FP Equity_DX_BROKER_SI_MV_ADD,ERO FP Equity_DX_SUPPLY_SI_QTY_ADD,ERO FP Equity_DX_BROKER_SI_QTY_DEC,ERO FP Equity_DX_SUPPLY_SI_MV,ERO FP Equity_DX_BROKER_SI_MV_DEC,ERO FP Equity_DX_SUPPLY_SI_MV_RMV,ERO FP Equity_DX_BROKER_SI_MV_RMV,ERO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ERO FP Equity_DX_UTILIZATION_QUANTITY,ERO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ERO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ERO FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ERO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ERO FP Equity_DX_ACTIVE_UTILIZATION_MV,ERO FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ERO FP Equity_DX_BROKER_SI_CON_RATIO,ERO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ERO FP Equity_DX_DEMAND_SUPPLY_RATIO
2010-10-11,15000.0,1659450.0,2.17,0.48,1.66,0.0,1106300.0,12000.0,10000.0,1327560.0,,,,,,,,,,,,,,,,,,1.33,,,,100.0,5.16,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0645
2010-10-12,25323.0,2790341.37,3.65,0.82,2.79,0.0,1678083.51,17094.0,15229.0,1883587.86,,,,,,5229.0,,,,,,,,,0.58,5094.0,,1.89,,,,100.0,8.16,0.0,0.0,,0.0,100.0,25.79,0.3703,49.02,0.1208
2010-10-13,25323.0,2832377.55,4.17,0.8,2.8,0.0,1703363.65,17094.0,15229.0,1911963.9,,,,,,,,,,,,,,,,,,1.89,,,,100.0,8.16,0.0,0.0,,0.0,100.0,25.35,0.3735,49.69,0.1208
2010-10-14,25323.0,2827059.72,4.25,0.8,2.82,0.0,1700165.56,17094.0,15229.0,1908374.16,,,,,,,,,,,,,,,,,,1.91,,,,100.0,8.19,0.0,0.0,,0.0,100.0,25.33,0.3723,49.45,0.1214
2010-10-15,25323.0,2827566.18,4.32,0.8,2.84,0.0,1700470.14,17094.0,15229.0,1908716.04,,,,,,,,,,,,,,,,,,1.91,,,,100.0,8.22,0.0,0.0,,0.0,100.0,25.83,0.3711,49.19,0.1217
2010-10-18,20229.0,2266052.58,3.53,0.64,2.27,0.0,1705952.58,12000.0,15229.0,1344240.0,,,,,,,,0.57,,5094.0,,,,,,,,1.34,,,,100.0,5.76,0.0,0.0,,0.0,100.0,34.6,0.5475,65.4,0.0971
2010-10-19,15000.0,1672200.0,2.58,0.48,1.68,0.0,1114800.0,12000.0,10000.0,1337760.0,,,,,,,,,,,,,,,,,5229.0,1.34,0.59,,,100.0,5.77,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0722
2010-10-20,15000.0,1677600.0,2.6,0.48,1.67,0.0,1118400.0,12000.0,10000.0,1342080.0,,,,,,,,,,,,,,,,,,1.34,,,,100.0,5.77,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0722
2010-10-21,15000.0,1687050.0,2.63,0.48,1.69,0.0,1124700.0,12000.0,10000.0,1349640.0,,,,,,,,,,,,,,,,,,1.35,,,,100.0,5.78,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0723
2010-10-22,15000.0,1680300.0,2.66,0.48,1.68,0.0,1120200.0,12000.0,10000.0,1344240.0,,,,,,,,,,,,,,,,,,1.35,,,,100.0,5.93,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0742
2010-10-25,15000.0,1684500.0,2.75,0.48,1.69,0.0,1123000.0,12000.0,10000.0,1347600.0,,,,,,,,,,,,,,,,,,1.35,,,,100.0,5.87,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0734
2010-10-26,15000.0,1682700.0,2.77,0.48,1.69,0.0,1121800.0,12000.0,10000.0,1346160.0,,,,,,,,,,,,,,,,,,1.35,,,,100.0,5.87,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0734
2010-10-27,15000.0,1670400.0,2.7,0.48,1.68,0.0,1113600.0,12000.0,10000.0,1336320.0,,,,,,,,,,,,,,,,,,1.34,,,,100.0,5.87,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0734
2010-10-28,15000.0,1676850.0,2.69,0.48,1.67,0.0,1117900.0,12000.0,10000.0,1341480.0,,,,,,,,,,,,,,,,,,1.34,,,,100.0,5.87,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0734
2010-10-29,15000.0,1677900.0,2.67,0.48,1.67,0.0,1118600.0,12000.0,10000.0,1342320.0,,,,,,,,,,,,,,,,,,1.34,,,,100.0,5.87,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0734
2010-11-01,15000.0,1679400.0,2.72,0.48,1.68,0.0,1119600.0,12000.0,10000.0,1343520.0,,,,,,,,,,,,,,,,,,1.34,,,,100.0,5.87,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0734
2010-11-02,15000.0,1688250.0,2.71,0.48,1.68,0.0,1125500.0,12000.0,10000.0,1350600.0,,,,,,,,,,,,,,,,,,1.35,,,,100.0,5.89,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0737
2010-11-03,15000.0,1680600.0,2.77,0.48,1.68,0.0,1120400.0,12000.0,10000.0,1344480.0,,,,,,,,,,,,,,,,,,1.35,,,,100.0,5.95,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0744
2010-11-04,15000.0,1709550.0,2.76,0.48,1.7,0.0,1139700.0,12000.0,10000.0,1367640.0,,,,,,,,,,,,,,,,,,1.35,,,,100.0,5.95,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0744
2010-11-05,15000.0,1715100.0,2.91,0.48,1.72,0.0,1143400.0,12000.0,10000.0,1372080.0,,,,,,,,,,,,,,,,,,1.37,,,,100.0,5.95,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0744
2010-11-08,15000.0,1715700.0,2.83,0.48,1.72,0.0,1143800.0,12000.0,10000.0,1372560.0,,,,,,,,,,,,,,,,,,1.37,,,,100.0,5.95,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0744
2010-11-09,21649.0,2489635.0,4.03,0.69,2.5,0.0,1150000.0,18649.0,10000.0,2144635.0,,,6649.0,,,,,,,,,,,6649.0,,,,2.14,,,,100.0,9.25,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1073
2010-11-10,21649.0,2475563.15,4.57,0.69,2.48,0.0,1143500.0,18649.0,10000.0,2132513.15,,,,,,,,,,,,,,,,,,2.14,,,,100.0,9.25,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1073
2010-11-11,21649.0,2474047.72,4.55,0.69,2.48,0.0,1142800.0,18649.0,10000.0,2131207.72,,,,,,,,,,,,,,,,,,2.14,,,,100.0,9.25,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1073
2010-11-12,21649.0,2461491.3,4.66,0.69,2.47,0.0,1137000.0,18649.0,10000.0,2120391.3,,,,,,,,,,,,,,,,,,2.13,,,,100.0,9.25,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1073
2010-11-15,21649.0,2481408.38,4.82,0.69,2.48,0.0,1146200.0,18649.0,10000.0,2137548.38,,,,,,,,,,,,,,,,,,2.13,,,,100.0,9.25,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1073
2010-11-16,16635.0,1861622.85,3.8,0.54,1.89,0.0,1398875.0,11135.0,12500.0,1246117.85,,,,,,2500.0,,0.86,,7514.0,,,,,0.29,,,1.26,,,,56.28,5.52,8649.0,967909.59,,0.99,56.02,20.29,0.6766,79.71,0.0825
2010-11-17,13635.0,1535573.7,3.15,0.44,1.53,0.0,1407750.0,8135.0,12500.0,916163.7,,,,,,,,0.35,,3000.0,,,,,,,,0.91,,,,41.12,4.5,11649.0,1311910.38,,1.3,41.22,19.93,0.6808,80.07,0.0754
2010-11-18,15635.0,1785986.05,4.32,0.5,1.77,0.0,1085185.0,13135.0,9500.0,1500411.05,,,5000.0,,,,,,,,,,,5000.0,,,3000.0,1.48,0.32,,,66.39,7.26,6649.0,759515.27,,0.75,66.26,26.04,0.6148,73.96,0.0865
2010-11-19,33149.0,3764068.95,8.94,1.07,3.77,0.0,510975.0,30649.0,4500.0,3480193.95,,,18514.0,,,,,0.11,,1000.0,,,,18514.0,,,5000.0,3.48,0.57,,,83.32,19.31,6135.0,696629.25,,0.7,83.2,9.49,0.7032,82.98,0.2089
2010-11-22,33149.0,3738212.73,7.62,1.07,3.75,0.0,507465.0,30649.0,4500.0,3456287.73,,,,,,,,,,,,,,,,,,3.46,,,,83.32,19.31,6135.0,691843.95,,0.69,83.31,9.49,0.7029,82.95,0.2089
2010-11-23,35798.0,3975725.88,8.35,1.15,4.02,0.0,499770.0,33298.0,4500.0,3698075.88,,,2649.0,,,,,,,,,,,2649.0,,,,3.73,,,,100.0,20.95,0.0,0.0,,0.0,100.0,9.56,0.7012,82.84,0.2252
2010-11-24,46798.0,5250735.6,10.99,1.51,5.23,0.0,1739100.0,33298.0,15500.0,3736035.6,,,,,,11000.0,,,,,,,,,1.22,,,3.73,,,,100.0,20.95,0.0,0.0,,0.0,100.0,29.14,0.4389,58.88,0.2945
2010-11-25,46798.0,5271326.72,10.02,1.51,5.26,0.0,1745920.0,31298.0,15500.0,3525406.72,,,,,,,,0.21,,2000.0,,,,,,,,3.52,,,,100.0,19.69,0.0,0.0,,0.0,100.0,29.26,0.4382,58.76,0.2945
2010-11-26,24798.0,2780351.76,5.27,0.8,2.8,0.0,1737860.0,15298.0,15500.0,1715211.76,,,,,,,,1.81,,16000.0,,,,,,,,1.73,,,,100.0,11.09,0.0,0.0,,0.0,100.0,16.14,0.5469,71.02,0.1798
2010-11-29,22798.0,2517811.12,4.85,0.74,2.57,0.0,1490940.0,9298.0,13500.0,1026871.12,,,,,,,,0.67,,6000.0,,,,,,,2000.0,1.05,0.22,,,100.0,6.74,0.0,0.0,,0.0,100.0,18.52,0.6982,81.48,0.1653
2010-11-30,22798.0,2514163.44,4.91,0.74,2.53,0.0,1488780.0,9298.0,13500.0,1025383.44,,,,,,,,,,,,,,,,,,1.04,,,,100.0,6.83,0.0,0.0,,0.0,100.0,18.52,0.6982,81.48,0.1675
2010-12-01,18332.0,2057217.04,4.0,0.59,2.01,0.0,1013795.48,9298.0,9034.0,1043421.56,,,,,,,,,,,,,,,,,4466.0,1.01,0.49,,,100.0,6.55,0.0,0.0,,0.0,100.0,27.67,0.5997,72.33,0.1292
2010-12-02,18332.0,2092597.8,3.94,0.59,2.05,0.0,1031231.1,9298.0,9034.0,1061366.7,,,,,,,,,,,,,,,,,,1.04,,,,100.0,6.12,0.0,0.0,,0.0,100.0,27.67,0.5997,72.33,0.1207
2010-12-03,17332.0,1974981.4,3.34,0.56,1.96,0.0,915474.3,9298.0,8034.0,1059507.1,,,,,,,,,,,,,,,,,1000.0,1.05,0.1,,,100.0,6.12,0.0,0.0,,0.0,100.0,31.12,0.5713,68.88,0.1141
2010-12-06,8034.0,917402.46,1.57,0.26,0.92,0.0,917402.46,0.0,8034.0,0.0,,,,,,,,1.05,,9298.0,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,31.08,0.5716,68.92,0.0526
2010-12-07,8034.0,926400.54,1.53,0.26,0.92,0.0,926400.54,0.0,8034.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,31.13,0.5713,68.87,0.0526
2010-12-08,2500.0,289250.0,0.47,0.08,0.29,0.0,289250.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,,,5534.0,0.0,0.63,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0164
2010-12-09,2500.0,290050.0,0.47,0.08,0.29,0.0,290050.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0169
2010-12-10,9149.0,1063205.29,1.84,0.3,1.06,0.0,290525.0,6649.0,2500.0,772680.29,,,,,,,,,,,,,,,,6649.0,,0.77,,,,100.0,4.48,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0617
2010-12-13,2500.0,291325.0,0.5,0.08,0.29,0.0,291325.0,0.0,2500.0,0.0,,,,,,,,0.77,,6649.0,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0169
2010-12-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2500.0,0.0,0.29,,,0.0,0.0,148311.0,17296028.82,,17.28,0.0,,0.0,,0.0
2010-12-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,173071.0,20133349.43,,20.3,0.0,,0.0,,0.0
2010-12-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,173071.0,20211231.38,,20.21,0.0,,0.0,,0.0
2010-12-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,171821.0,19962163.78,,20.04,0.0,,0.0,,0.0
2010-12-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,171821.0,20128830.15,,19.99,0.0,,0.0,,0.0
2010-12-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,183669.0,21709675.8,,21.51,0.0,,0.0,,0.0
2010-12-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,183669.0,21746409.6,,21.74,0.0,,0.0,,0.0
2010-12-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,183669.0,21735389.46,,21.72,0.0,,0.0,,0.0
2010-12-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,183715.0,21733484.5,,21.69,0.0,,0.0,,0.0
2010-12-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,182615.0,21384216.5,,21.52,0.0,,0.0,,0.0
2010-12-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,182571.0,21433835.4,,21.41,0.0,,0.0,,0.0
2010-12-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,169787.0,20017887.3,,19.88,0.0,,0.0,,0.0
2010-12-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,169787.0,19815840.77,,19.86,0.0,,0.0,,0.0
2010-12-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,169787.0,19618887.85,,19.67,0.0,,0.0,,0.0
2011-01-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,169487.0,19926586.59,,19.66,0.0,,0.0,,0.0
2011-01-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,169487.0,19987601.91,,19.96,0.0,,0.0,,0.0
2011-01-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,174987.0,20651965.74,,20.7,0.0,,0.0,,0.0
2011-01-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,174987.0,20769207.03,,20.74,0.0,,0.0,,0.0
2011-01-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,174987.0,20685213.27,,20.79,0.0,,0.0,,0.0
2011-01-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,178067.0,20871233.07,,21.04,0.0,,0.0,,0.0
2011-01-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,178067.0,21115184.86,,20.9,0.0,,0.0,,0.0
2011-01-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,178067.0,21401872.73,,21.09,0.0,,0.0,,0.0
2011-01-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,178067.0,21241612.43,,21.15,0.0,,0.0,,0.0
2011-01-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,178067.0,21286129.18,,21.29,0.0,,0.0,,0.0
2011-01-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,174727.0,20867645.61,,20.92,0.0,,0.0,,0.0
2011-01-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,174727.0,21063339.85,,20.87,0.0,,0.0,,0.0
2011-01-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,174727.0,20802996.62,,20.93,0.0,,0.0,,0.0
2011-01-20,11000.0,1295580.0,1.54,0.37,1.23,,1295580.0,4000.0,11000.0,471120.0,,,,,,11000.0,,,,,,,,,1.23,4000.0,,0.47,,,,16.32,2.29,20505.0,2415078.9,,2.42,16.32,38.83,0.5249,61.17,0.063
2011-01-21,44000.0,5225000.0,5.7,1.47,4.96,,5225000.0,22000.0,44000.0,2612500.0,,,18000.0,3.75,,,,,33000.0,,,,3.75,18000.0,,,,2.62,,,,100.0,13.48,0.0,0.0,,0.0,100.0,47.64,0.5011,52.36,0.2696
2011-01-24,44000.0,5233360.0,5.45,1.47,5.23,,5233360.0,22000.0,44000.0,2616680.0,,,,,,,,,,,,,,,,,,2.62,,,,100.0,14.05,0.0,0.0,,0.0,100.0,49.96,0.5,50.04,0.2809
2011-01-25,68800.0,8130096.0,8.21,2.29,8.18,,8130096.0,22000.0,68800.0,2599740.0,,,,1.46,,12400.0,,,12400.0,,,,1.46,,1.48,,,2.61,,,,100.0,14.05,0.0,0.0,,0.0,100.0,32.09,0.3841,49.85,0.4393
2011-01-26,68800.0,8205776.0,8.31,2.29,8.14,,8205776.0,22000.0,68800.0,2623940.0,,,,,,,,,,,,,,,,,,2.63,,,,100.0,14.05,0.0,0.0,,0.0,100.0,31.98,0.3847,50.0,0.4393
2011-01-27,73100.0,8714251.0,9.77,2.44,8.7,,8714251.0,22000.0,73100.0,2622620.0,,,,0.53,,7000.0,,,4300.0,,,,0.53,,0.84,,7000.0,2.63,0.82,,,100.0,13.93,0.0,0.0,,0.0,100.0,30.22,0.2919,37.29,0.463
2011-01-28,80100.0,9467019.0,10.48,2.67,9.52,,9467019.0,22000.0,80100.0,2600180.0,,,,0.83,,,,,7000.0,,,,0.83,,,,,2.6,,,,100.0,14.64,0.0,0.0,,0.0,100.0,27.55,0.266,34.01,0.533
2011-01-31,80100.0,9479034.0,10.79,2.67,9.47,,9479034.0,22000.0,80100.0,2603480.0,,,,,,,,,,,,,,,,,,2.6,,,,100.0,14.64,0.0,0.0,,0.0,100.0,27.45,0.2665,34.24,0.533
2011-02-01,80100.0,9599184.0,11.33,2.67,9.48,,9599184.0,22000.0,80100.0,2636480.0,,,,,,,,,,,,,,,,,,2.64,,,,100.0,14.3,0.0,0.0,,0.0,100.0,27.47,0.2665,34.21,0.5208
2011-02-02,73100.0,8784427.0,10.24,2.44,8.77,,8784427.0,22000.0,73100.0,2643740.0,,,,,,,,,,,,,,,,,7000.0,2.65,0.83,,,100.0,14.54,0.0,0.0,,0.0,100.0,30.1,0.2931,37.59,0.4831
2011-02-03,73100.0,8793930.0,10.29,2.38,8.78,,8793930.0,22000.0,73100.0,2646600.0,,,,,,,,,,,,,,,,,,2.64,,,,100.0,14.54,0.0,0.0,,0.0,100.0,30.08,0.2925,37.51,0.4831
2011-02-04,73100.0,8824632.0,10.17,2.38,8.8,,8824632.0,22000.0,73100.0,2655840.0,,,,,,,,,,,,,,,,,,2.66,,,,100.0,13.9,0.0,0.0,,0.0,100.0,30.1,0.2924,37.48,0.4618
2011-02-07,73100.0,8902118.0,9.84,2.36,8.87,,8902118.0,22000.0,73100.0,2679160.0,,,,,,,,,,,,,,,,,,2.69,,,,100.0,13.9,0.0,0.0,,0.0,100.0,30.02,0.293,37.68,0.4618
2011-02-08,73100.0,8897001.0,9.19,2.36,8.87,,8897001.0,22000.0,73100.0,2677620.0,,,,,,,,,,,,,,,,,,2.67,,,,100.0,13.88,0.0,0.0,,0.0,100.0,30.14,0.2929,37.51,0.4613
2011-02-09,69100.0,8374920.0,8.34,2.23,8.41,,8374920.0,18000.0,69100.0,2181600.0,,,,,,,,0.48,,4000.0,,,,,,,4000.0,2.18,0.47,,,73.45,11.36,6505.0,788406.0,,0.79,73.45,26.08,0.2942,39.7,0.4361
2011-02-10,66700.0,8065364.0,8.02,2.15,8.06,,8065364.0,18000.0,66700.0,2176560.0,,,,0.29,,,,,2600.0,,,,0.29,,,,5000.0,2.2,0.61,,,73.45,11.26,6505.0,786584.6,,0.79,73.45,28.96,0.326,41.02,0.4172
2011-02-11,51000.0,6192930.0,5.48,1.65,6.19,,6192930.0,18000.0,51000.0,2185740.0,,,,,,,,,,,,,,,,,15700.0,2.2,1.92,,,73.45,11.26,6505.0,789902.15,,0.8,73.45,37.76,0.4359,53.83,0.319
2011-02-14,50000.0,6089000.0,5.4,1.61,6.08,,6089000.0,18000.0,50000.0,2192040.0,,,,,,,,,,,,,,,,,1000.0,2.21,0.12,,,73.45,11.26,6505.0,792178.9,,0.8,73.45,38.54,0.4521,54.87,0.3127
2011-02-15,50000.0,6100500.0,5.36,1.61,6.08,,6100500.0,18000.0,50000.0,2196180.0,,,,,,,,,,,,,,,,,,2.22,,,,73.45,11.26,6505.0,793675.05,,0.8,73.45,38.56,0.452,54.85,0.3127
2011-02-16,49000.0,6013280.0,5.21,1.58,5.99,,6013280.0,2300.0,49000.0,282256.0,,,,,,,,1.93,,15700.0,,,,,,,1000.0,0.28,0.12,,,9.39,1.45,22205.0,2724997.6,,2.73,9.39,39.39,0.47,55.92,0.3093
2011-02-17,29700.0,3642408.0,3.03,0.96,3.65,,3642408.0,2300.0,29700.0,282072.0,,,,,,,,,,,,,,,,,19300.0,0.28,2.35,,,9.39,1.45,22205.0,2723221.2,,2.73,9.39,7.75,0.857,92.25,0.1875
2011-02-18,2300.0,282187.0,0.24,0.07,0.28,,282187.0,2300.0,2300.0,282187.0,,,,,,,,,,,,,,,,,27400.0,0.28,3.34,,,9.31,1.43,22405.0,2748869.45,,2.75,9.31,,1.0,100.0,0.0143
2011-02-21,2300.0,278507.0,0.23,0.07,0.28,,278507.0,2300.0,2300.0,278507.0,,,,,,,,,,,,,,,,,,0.28,,,,100.0,1.43,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0143
2011-02-22,2300.0,276828.0,0.23,0.07,0.28,,276828.0,0.0,2300.0,0.0,,,,,,,,0.0,,2300.0,,,,,,,,0.28,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0144
2011-02-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.28,,0.0,,,,,,,2300.0,0.0,0.28,,,0.0,0.0,173926.0,20752850.32,,20.86,0.0,,0.0,,0.0
2011-02-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,160326.0,19016266.86,,19.09,0.0,,0.0,,0.0
2011-02-25,45000.0,5402700.0,3.57,1.45,5.33,,5402700.0,25000.0,45000.0,3001500.0,,,,,,45000.0,,,,,,,,,5.33,25000.0,,3.0,,,,100.0,15.6,0.0,0.0,,0.0,100.0,44.44,0.5062,55.56,0.2807
2011-02-28,91700.0,11100285.0,7.35,2.96,11.02,,11100285.0,25000.0,91700.0,3026250.0,,,,3.25,,20000.0,,,26700.0,,,,3.25,,2.4,,,3.03,,,,100.0,15.61,0.0,0.0,,0.0,100.0,27.26,0.3813,50.93,0.5726
2011-03-01,103700.0,12470962.0,8.35,3.32,12.58,,12470962.0,37000.0,103700.0,4449620.0,,,,,,12000.0,,,,,,,,,1.51,12000.0,,4.45,,,,38.31,27.73,59571.0,7164008.46,,7.21,38.17,24.0,0.3098,44.83,0.7771
2011-03-02,103700.0,12404594.0,8.88,3.19,12.55,,12404594.0,37000.0,103700.0,4425940.0,,,,,,,,,,,,,,,,,,4.43,,,,38.31,27.73,59571.0,7125883.02,,7.15,38.27,23.95,0.3097,44.86,0.7771
2011-03-03,120100.0,14397588.0,12.44,3.7,14.49,,14397588.0,49000.0,120100.0,5874120.0,,,,2.0,,,,,16400.0,,,,2.0,,,12000.0,,5.87,,,,42.2,36.72,67106.0,8044667.28,,8.0,42.33,20.68,0.332,48.75,0.9
2011-03-04,84100.0,10017992.0,8.89,2.55,10.15,,10017992.0,31000.0,84100.0,3692720.0,,,,,,,,2.16,,18000.0,,,,,,,36000.0,3.71,4.31,,,26.63,23.23,85411.0,10174158.32,,10.21,26.65,28.82,0.343,48.07,0.6302
2011-03-07,72430.0,8595268.1,7.98,2.19,8.74,,8595268.1,31000.0,72430.0,3678770.0,,,,,,,,,,,,,,,,,11670.0,3.69,1.42,,,26.63,23.38,85411.0,10135723.37,,10.18,26.62,23.73,0.3399,49.46,0.5464
