,ERO FP Equity_DX_SI_QTY,ERO FP Equity_DX_SHORT_INTEREST_VALUE,ERO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ERO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ERO FP Equity_DX_SI_MV,ERO FP Equity_DX_DSS,ERO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ERO FP Equity_DX_SUPPLY_SI_QTY,ERO FP Equity_DX_BROKER_SI_QTY,ERO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ERO FP Equity_DX_BROKER_SI_MV_NEW_x,ERO FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ERO FP Equity_DX_SUPPLY_SI_QTY_INC_x,ERO FP Equity_DX_BROKER_SI_MV_INC_x,ERO FP Equity_DX_SUPPLY_SI_MV_NEW,ERO FP Equity_DX_BROKER_SI_QTY_ADD,ERO FP Equity_DX_BROKER_SI_QTY_NEW,ERO FP Equity_DX_SUPPLY_SI_MV_DEC,ERO FP Equity_DX_BROKER_SI_QTY_INC,ERO FP Equity_DX_SUPPLY_SI_QTY_DEC,ERO FP Equity_DX_BROKER_SI_MV_NEW_y,ERO FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ERO FP Equity_DX_BROKER_SI_MV_INC_y,ERO FP Equity_DX_SUPPLY_SI_QTY_INC_y,ERO FP Equity_DX_BROKER_SI_MV_ADD,ERO FP Equity_DX_SUPPLY_SI_QTY_ADD,ERO FP Equity_DX_BROKER_SI_QTY_DEC,ERO FP Equity_DX_SUPPLY_SI_MV,ERO FP Equity_DX_BROKER_SI_MV_DEC,ERO FP Equity_DX_SUPPLY_SI_MV_RMV,ERO FP Equity_DX_BROKER_SI_MV_RMV,ERO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ERO FP Equity_DX_UTILIZATION_QUANTITY,ERO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ERO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ERO FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ERO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ERO FP Equity_DX_ACTIVE_UTILIZATION_MV,ERO FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ERO FP Equity_DX_BROKER_SI_CON_RATIO,ERO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ERO FP Equity_DX_DEMAND_SUPPLY_RATIO
2008-09-03,50749.0,5750369.19,2.4,1.35,5.77,0.0,2124449.19,48749.0,18749.0,5523749.19,,,,,,,,,,,,,,,,,,5.55,,,,71.31,21.12,19617.0,2222802.27,,2.22,71.42,29.7,0.4865,62.9,0.2199
2008-09-04,50749.0,5628571.59,2.5,1.39,5.71,0.0,2079451.59,48749.0,18749.0,5406751.59,,,,,,,,,,,,,,,,,,5.46,,,,71.57,21.11,19367.0,2147993.97,,2.13,71.92,30.19,0.4837,62.44,0.2198
2008-09-05,50749.0,5475309.61,2.56,1.39,5.53,0.0,2022829.61,48749.0,18749.0,5259529.61,,,,,,,,,,,,,,,,,,5.28,,,,71.57,24.97,19367.0,2089505.63,,2.12,71.33,30.71,0.4798,61.87,0.26
2008-09-08,50749.0,5652931.11,2.28,1.39,5.63,0.0,2088451.11,33749.0,18749.0,3759301.11,,,,,,,,1.66,,15000.0,,,,,,,,3.76,,,,63.54,17.65,19367.0,2157290.13,,2.16,63.54,29.37,0.4901,63.34,0.2655
2008-09-09,35749.0,3955984.34,1.54,0.98,3.97,0.0,414864.34,33749.0,3749.0,3734664.34,,,,,,,,,,,,,,,,,15000.0,3.74,1.65,,,62.53,17.71,20227.0,2238319.82,,2.23,62.66,5.62,0.8066,89.5,0.1876
2008-09-10,35749.0,3927027.65,1.51,0.98,3.94,0.0,411827.65,33749.0,3749.0,3707327.65,,,,,,,,,,,,,,,,,,3.72,,,,62.53,17.9,20227.0,2221935.95,,2.22,62.65,5.62,0.8065,89.49,0.1897
2008-09-11,35749.0,3894853.55,1.53,0.98,3.88,0.0,408453.55,33749.0,3749.0,3676953.55,,,,,,,,,,,,,,,,,,3.67,,,,100.0,16.44,0.0,0.0,,0.0,100.0,5.66,0.8055,89.44,0.1742
2008-09-12,35749.0,3935249.92,1.39,0.98,3.93,0.0,412689.92,33749.0,3749.0,3715089.92,,,,,,,,,,,,,,,,,,3.71,,,,100.0,16.36,0.0,0.0,,0.0,100.0,5.55,0.8073,89.55,0.1733
2008-09-15,35749.0,3835867.7,1.35,0.98,3.85,0.0,402267.7,33749.0,3749.0,3621267.7,,,,,,,,,,,,,,,,,,3.63,,,,100.0,16.36,0.0,0.0,,0.0,100.0,5.73,0.8048,89.39,0.1733
2008-09-16,39349.0,4103313.72,1.37,1.08,4.13,0.0,390945.72,37349.0,3749.0,3894753.72,,,,,,,,,,,,,,,,3600.0,,3.92,,,,79.19,18.11,9817.0,1023716.76,,1.04,79.03,9.69,0.6651,80.68,0.1908
2008-09-17,39349.0,4060029.82,1.38,1.08,4.09,0.0,758269.82,37349.0,7349.0,3853669.82,,,,,,3600.0,,,,,,,,,0.39,,,3.87,,,,79.19,18.11,9817.0,1012918.06,,1.02,79.1,9.44,0.6704,81.05,0.1908
2008-09-18,39349.0,4004547.73,1.32,1.12,4.01,0.0,747907.73,37349.0,7349.0,3801007.73,,,,,,,,,,,,,,,,,,3.8,,,,79.19,19.74,9817.0,999076.09,,1.01,78.94,9.39,0.6691,80.97,0.208
2008-09-19,39349.0,4319733.22,1.3,1.12,4.27,0.0,806773.22,37349.0,7349.0,4100173.22,,,,,,,,,,,,,,,,,,4.05,,,,79.19,19.74,9817.0,1077710.26,,1.0,80.22,8.63,0.6859,82.1,0.208
2008-09-22,39349.0,4301632.68,1.06,1.12,4.29,0.0,803392.68,37349.0,7349.0,4082992.68,,,,,,,,,,,,,,,,,,4.1,,,,79.19,24.38,9817.0,1073194.44,,1.08,79.17,8.56,0.682,81.85,0.2568
2008-09-23,39349.0,4196177.36,1.05,1.08,4.22,0.0,783697.36,37349.0,7349.0,3982897.36,,,,,,,,,,,,,,,,,,4.0,,,,79.19,24.3,9817.0,1046884.88,,1.07,78.85,9.41,0.6693,80.98,0.256
2008-09-24,39349.0,4150139.03,1.0,1.08,4.16,0.0,775099.03,37349.0,7349.0,3939199.03,,,,,,,,,,,,,,,,,,3.94,,,,79.19,23.83,9817.0,1035398.99,,1.05,79.02,9.36,0.6707,81.08,0.2511
2008-09-25,42949.0,4619594.44,1.01,1.18,4.61,0.0,1177674.44,37349.0,10949.0,4017258.44,,,,0.38,,,,,3600.0,,,,0.38,,,,,4.01,,,,79.19,23.83,9817.0,1055916.52,,1.04,79.48,16.6,0.59,74.75,0.2741
2008-09-26,42949.0,4568914.62,1.0,1.18,4.56,0.0,1164754.62,37349.0,10949.0,3973186.62,,,,,,,,,,,,,,,,,,3.97,,,,79.19,23.83,9817.0,1044332.46,,1.06,78.99,16.69,0.5869,74.51,0.2741
2008-09-29,143949.0,14537409.51,3.32,3.94,15.28,1.0,11204739.51,34749.0,110949.0,3509301.51,,,,,,100000.0,,0.28,,2600.0,,,,,10.76,,,3.54,,,,22.3,22.3,121057.0,12225546.43,,12.78,21.68,21.39,0.5515,70.91,0.9239
2008-09-30,241349.0,24677935.25,5.55,6.61,25.76,1.0,21303685.25,34749.0,208349.0,3553085.25,,,,10.38,,1000.0,,,96400.0,,,,10.38,,0.1,,,3.54,,,,73.67,22.48,12417.0,1269638.25,,1.25,73.83,41.93,0.3812,43.49,1.5611
2008-10-01,236000.0,23970520.0,5.44,6.47,25.15,1.0,20618710.0,33000.0,203000.0,3351810.0,,,,,,,,0.18,,1749.0,,,,,,,5349.0,3.33,0.58,,,72.66,20.89,12417.0,1261194.69,,1.27,72.39,42.95,0.3856,42.95,1.4936
2008-10-02,236590.0,24070666.6,5.45,6.48,25.22,1.0,20653220.0,33590.0,203000.0,3417446.6,,,590.0,,,,,,,,,,,590.0,,,,3.4,,,,73.96,21.18,11827.0,1203278.98,,1.2,73.92,42.93,0.3853,42.93,1.4916
2008-10-03,236590.0,24709459.6,5.34,6.48,25.55,1.0,21201320.0,33590.0,203000.0,3508139.6,,,,,,,,,,,,,,,,,,3.52,,,,73.96,20.69,11827.0,1235211.88,,1.2,74.55,42.36,0.3836,43.19,1.457
2008-10-06,245090.0,23687948.5,5.35,6.37,26.15,1.0,20441475.0,33590.0,211500.0,3246473.5,,,,,,8500.0,,,,,,,,,1.07,,,3.26,,,,73.96,20.69,11827.0,1143079.55,,1.23,72.53,41.4,0.3588,41.4,1.5093
2008-10-07,245680.0,23673724.8,5.28,6.38,26.19,1.0,20436992.4,33590.0,212090.0,3236732.4,,,,,,590.0,,,,,,,,,0.06,,,3.25,,,,73.96,20.49,11827.0,1139649.72,,1.14,73.99,41.31,0.3573,41.31,1.4986
2008-10-08,245680.0,22479720.0,5.09,6.38,26.02,1.0,19406235.0,33590.0,212090.0,3073485.0,,,,,,,,,,,,,,,,,,3.1,,,,73.96,20.64,11827.0,1082170.5,,1.14,73.11,41.58,0.3605,41.58,1.5094
2008-10-09,245680.0,21632124.0,4.98,6.38,25.9,1.0,18674524.5,33590.0,212090.0,2957599.5,,,,,,,,,,,,,,,,,,2.98,,,,73.96,20.66,11827.0,1041367.35,,1.08,73.39,41.77,0.3629,41.77,1.511
2008-10-10,144680.0,11719080.0,2.72,3.71,14.77,1.0,8998290.0,33590.0,111090.0,2720790.0,,,,,,,,,,,,,,,,,100000.0,2.71,10.76,,0.09,21.03,21.03,126109.0,10214829.0,,11.1,19.65,17.59,0.5768,73.51,0.906
2008-10-13,147680.0,12992886.4,2.87,3.79,15.22,1.0,10037638.2,33590.0,114090.0,2955248.2,0.09,,,,,2000.0,1000.0,,,,0.09,,,,0.16,,,2.93,,,,23.32,23.32,110463.0,9718534.74,,9.02,24.51,18.55,0.5477,71.27,1.0252
2008-10-14,147680.0,13675168.0,2.83,3.79,15.42,1.0,10564734.0,33590.0,114090.0,3110434.0,,,,,,,,,,,,,,,,,,3.1,,,,23.2,23.2,111173.0,10294619.8,,9.85,23.95,19.39,0.5382,70.38,1.0201
2008-10-15,147680.0,12626640.0,2.74,3.79,15.23,1.0,9754695.0,33590.0,114090.0,2871945.0,,,,,,,,,,,,,,,,,,2.9,,,,23.4,23.4,109958.0,9401409.0,,10.11,22.28,18.24,0.5469,71.29,1.0288
2008-10-16,147680.0,12109760.0,2.72,3.6,15.03,1.0,9355380.0,33590.0,114090.0,2754380.0,,,,,,,,,,,,,,,,,,2.73,,,,23.83,23.83,107358.0,8803356.0,,9.17,22.92,17.4,0.5569,72.19,1.0478
2008-10-17,147680.0,12623686.4,2.67,3.52,15.16,1.0,9752413.2,33590.0,114090.0,2871273.2,,,,,,,,,,,,,,,,,,2.87,,,,23.76,23.76,107758.0,9211153.84,,8.9,24.37,18.21,0.5508,71.58,1.0448
2008-10-20,147680.0,12973688.0,2.77,3.52,15.25,1.0,10022806.5,33590.0,114090.0,2950881.5,,,,,,,,,,,,,,,,,,2.94,,,,23.67,23.67,108308.0,9514857.8,,9.26,24.1,18.59,0.5463,71.16,1.0407
2008-10-21,147680.0,13044574.4,2.8,3.52,15.3,1.0,10077569.7,33590.0,114090.0,2967004.7,,,,,,,,,,,,,,,,,,2.99,,,,23.67,23.67,108308.0,9566845.64,,9.48,23.98,18.86,0.5434,70.9,1.0407
2008-10-22,146680.0,12224311.2,2.74,3.49,15.06,1.0,9424920.6,33590.0,113090.0,2799390.6,,,,,,,,,,,,,,,,,1000.0,2.83,0.09,,,24.73,24.73,102252.0,8521681.68,,9.01,23.91,18.04,0.5576,72.09,1.0798
2008-10-23,148680.0,12364228.8,2.79,3.54,15.16,1.0,9404564.4,35590.0,113090.0,2959664.4,,,2000.0,,,,,,,,,,,2000.0,,,,2.95,,,,26.94,26.94,96516.0,8026270.56,,8.04,26.82,17.64,0.5489,71.56,1.1255
2008-10-24,146680.0,11470376.0,2.9,3.49,14.83,1.0,8843638.0,35590.0,113090.0,2783138.0,,,,,,,,,,,,,,,,,,2.78,,,,27.2,27.2,95236.0,7447455.2,,7.95,25.92,16.96,0.5698,73.18,1.1212
2008-10-27,146680.0,11551050.0,2.88,3.49,14.42,1.0,8905837.5,35590.0,113090.0,2802712.5,,,,,,,,,,,,,,,,,,2.8,,,,63.35,27.39,20589.0,1621383.75,,1.62,63.31,17.58,0.5991,75.22,1.1289
2008-10-28,146680.0,11775470.4,3.0,3.49,14.44,1.0,9078865.2,35590.0,113090.0,2857165.2,,,,,,,,,,,,,,,,,,2.81,,,,63.77,28.86,20219.0,1623181.32,,1.65,63.09,17.68,0.5982,75.14,1.1895
2008-10-29,137180.0,11867441.8,2.83,3.27,13.93,1.0,8961570.9,35590.0,103590.0,3078890.9,,,,,,,,,,,,,,,,,9500.0,3.05,0.74,,,62.51,28.53,21349.0,1846901.99,,1.79,62.99,19.94,0.6474,77.94,1.0997
2008-10-30,105180.0,9147504.6,2.13,2.45,11.2,1.0,9009222.3,3590.0,103590.0,312222.3,,,,,,,,2.75,,32000.0,,,,,,,,0.31,,,,5.15,2.61,66164.0,5754283.08,,5.75,5.15,1.56,0.9458,97.23,0.7646
2008-10-31,104590.0,9332565.7,2.09,2.32,11.16,1.0,9243335.7,3000.0,103590.0,267690.0,,,,,,,,0.05,,590.0,,,,,,,,0.27,,,,4.81,2.11,59395.0,5299815.85,,5.3,4.78,1.57,0.9443,97.16,0.7354
2008-11-03,104590.0,9328382.1,2.43,2.27,11.16,1.0,9239192.1,3000.0,103590.0,267570.0,,,,,,,,,,,,,,,,,,0.27,,,,4.83,1.41,59125.0,5273358.75,,5.27,4.8,1.61,0.9435,97.11,0.4907
2008-11-04,104590.0,9846102.6,2.44,2.27,11.25,1.0,9751962.6,3000.0,103590.0,282420.0,,,,,,,,,,,,,,,,,,0.27,,,,4.83,1.41,59125.0,5566027.5,,5.31,4.8,1.61,0.9428,97.08,0.4907
2008-11-05,18000.0,1651860.0,0.43,0.39,1.69,0.0,275310.0,17000.0,3000.0,1560090.0,,,12000.0,,,,,,,,,,,12000.0,,2000.0,100590.0,1.59,10.88,,,22.38,11.79,58965.0,5411218.05,,5.41,22.71,32.77,0.5594,67.23,0.1248
2008-11-06,4000.0,347880.0,0.1,0.09,0.36,0.0,260910.0,3000.0,3000.0,260910.0,,,,,,,,1.31,,14000.0,,,,,,,,0.27,,,,4.84,2.08,58965.0,5128186.05,,5.13,4.92,32.15,0.5637,67.85,0.0277
2008-11-07,6200.0,551242.0,0.16,0.13,0.53,0.0,462332.0,3000.0,5200.0,266730.0,,,,,,2200.0,,,,,,,,,0.18,,,0.27,,,,4.87,2.07,58645.0,5214126.95,,5.21,4.84,38.96,0.3606,41.13,0.0428
2008-11-10,20200.0,1790326.0,0.49,0.43,1.78,0.0,460876.0,17000.0,5200.0,1506710.0,,,12000.0,,,,,,,,,,,12000.0,,2000.0,,1.51,,,,22.5,10.62,58545.0,5188843.35,,5.19,22.53,39.51,0.3613,40.8,0.1262
2008-11-11,33200.0,2828640.0,0.81,0.71,2.96,0.0,783840.0,26000.0,9200.0,2215200.0,,,9000.0,,,4000.0,,,,,,,,9000.0,0.35,,,2.33,,,,27.41,14.2,68839.0,5865082.8,,5.87,28.46,22.94,0.309,44.28,0.1813
2008-11-12,33200.0,2772200.0,0.83,0.7,2.88,0.0,768200.0,26000.0,9200.0,2171000.0,,,,,,,,,,,,,,,,,,2.27,,,,27.66,14.27,68004.0,5678334.0,,5.64,28.75,23.59,0.3068,43.79,0.1822
2008-11-13,33200.0,2731032.0,0.83,0.7,2.75,0.0,756792.0,26000.0,9200.0,2138760.0,,,,,,,,,,,,,,,,,,2.15,,,,27.66,14.22,68004.0,5594009.04,,5.53,28.01,23.95,0.3059,43.55,0.1816
2008-11-14,29200.0,2435572.0,0.76,0.61,2.42,0.0,433732.0,26000.0,5200.0,2168660.0,,,,,,,,,,,,,,,,,4000.0,2.16,0.33,,,27.66,14.16,68004.0,5672213.64,,5.64,27.67,38.1,0.3607,41.91,0.1591
2008-11-17,29200.0,2362280.0,0.79,0.61,2.43,0.0,420680.0,26000.0,5200.0,2103400.0,,,,,,,,,,,,,,,,,,2.16,,,,28.05,14.27,66704.0,5396353.6,,5.43,28.42,38.69,0.3659,42.55,0.1602
2008-11-18,29200.0,2368120.0,0.76,0.61,2.36,0.0,421720.0,26000.0,5200.0,2108600.0,,,,,,,,,,,,,,,,,,2.1,,,,28.05,14.27,66704.0,5409694.4,,5.41,27.99,38.44,0.3637,42.29,0.1602
2008-11-19,29200.0,2305924.0,0.78,0.61,2.38,0.0,410644.0,26000.0,5200.0,2053220.0,,,,,,,,,,,,,,,,,,2.12,,,,28.2,14.26,66214.0,5228919.58,,5.23,28.84,38.66,0.3657,42.52,0.1601
2008-11-20,29200.0,2202264.0,0.8,0.61,2.31,0.0,392184.0,26000.0,5200.0,1960920.0,,,,,,,,,,,,,,,,,,2.05,,,,28.17,14.1,66284.0,4999139.28,,5.03,28.97,38.8,0.367,42.68,0.1583
2008-11-21,20569.0,1500714.24,0.61,0.43,1.54,0.0,379392.0,17369.0,5200.0,1267242.24,,,355.0,,,,,0.77,,8986.0,,,,355.0,,,,1.29,,,,23.74,9.61,55780.0,4069708.8,,4.07,24.12,38.7,0.3661,42.57,0.1138
2008-11-24,6200.0,494326.0,0.18,0.13,0.45,0.0,414596.0,3000.0,5200.0,239190.0,,,,,,,,1.08,,14369.0,,,,,,,,0.23,,,,1.71,1.71,172745.0,13772958.85,,12.91,1.77,38.46,0.3639,42.31,0.0353
2008-11-25,6200.0,495442.0,0.18,0.13,0.49,0.0,415532.0,3000.0,5200.0,239730.0,,,,,,,,,,,,,,,,,,0.24,,,,1.78,1.78,165856.0,13253552.96,,13.2,1.78,39.1,0.3699,43.01,0.0367
2008-11-26,6200.0,501766.0,0.19,0.13,0.49,0.0,420836.0,3000.0,5200.0,242790.0,,,,,,,,,,,,,,,,,,0.24,,,,1.76,1.76,167656.0,13568400.08,,13.49,1.76,39.12,0.37,43.03,0.0363
2008-11-27,6200.0,506540.0,0.19,0.13,0.49,0.0,424840.0,3000.0,5200.0,245100.0,,,,,,,,,,,,,,,,,,0.24,,,,1.76,1.76,167656.0,13697495.2,,13.56,1.76,38.97,0.3707,43.29,0.0363
2008-11-28,6200.0,511686.0,0.19,0.13,0.5,0.0,429156.0,3000.0,5200.0,247590.0,,,,,,,,,,,,,,,,,,0.25,,,,1.75,1.75,168606.0,13915053.18,,13.86,1.75,39.27,0.3715,43.2,0.0361
2008-12-01,20027.0,1572520.04,0.59,0.44,1.65,0.0,408304.0,16827.0,5200.0,1321256.04,,,11472.0,,,,,,,,,,,11472.0,,2355.0,,1.39,,,,100.0,9.75,0.0,0.0,,0.0,100.0,39.34,0.3722,43.27,0.116
2008-12-02,17827.0,1414928.99,0.51,0.39,1.39,0.0,238110.0,16827.0,3000.0,1335558.99,,,,,,,,,,,,,,,,,2200.0,1.31,0.18,,,100.0,12.67,0.0,0.0,,0.0,100.0,30.76,0.5741,69.24,0.1343
2008-12-03,17827.0,1427229.62,0.52,0.38,1.41,0.0,240180.0,16827.0,3000.0,1347169.62,,,,,,,,,,,,,,,,,,1.34,,,,100.0,12.57,0.0,0.0,,0.0,100.0,31.49,0.5685,68.51,0.1332
2008-12-04,17827.0,1422594.6,0.51,0.38,1.41,0.0,239400.0,16827.0,3000.0,1342794.6,,,,,,,,,,,,,,,,,,1.34,,,,100.0,12.39,0.0,0.0,,0.0,100.0,31.3,0.5699,68.7,0.1312
2008-12-05,17827.0,1342907.91,0.5,0.38,1.42,0.0,225990.0,16827.0,3000.0,1267577.91,,,,,,,,,,,,,,,,,,1.34,,,,100.0,12.39,0.0,0.0,,0.0,100.0,31.37,0.5694,68.63,0.1312
2008-12-08,17827.0,1447017.59,0.51,0.38,1.32,0.0,243510.0,16827.0,3000.0,1365847.59,,,,,,,,,,,,,,,,,,1.26,,,,100.0,12.21,0.0,0.0,,0.0,100.0,32.63,0.5604,67.37,0.1293
2008-12-09,17827.0,1474827.71,0.5,0.38,1.44,0.0,248190.0,16827.0,3000.0,1392097.71,,,,,,,,,,,,,,,,,,1.37,,,,100.0,12.18,0.0,0.0,,0.0,100.0,31.01,0.5721,68.99,0.129
2008-12-10,17827.0,1470905.77,0.5,0.38,1.46,0.0,247530.0,16827.0,3000.0,1388395.77,,,,,,,,,,,,,,,,,,1.38,,,,100.0,12.18,0.0,0.0,,0.0,100.0,30.6,0.5753,69.4,0.129
2008-12-11,17827.0,1449335.1,0.52,0.38,1.43,0.0,243900.0,16827.0,3000.0,1368035.1,,,,,,,,,,,,,,,,,,1.35,,,,100.0,12.18,0.0,0.0,,0.0,100.0,30.66,0.5748,69.34,0.1291
2008-12-12,17827.0,1424555.57,0.52,0.38,1.44,0.0,239730.0,16827.0,3000.0,1344645.57,,,,,,,,,,,,,,,,,,1.36,,,,100.0,12.19,0.0,0.0,,0.0,100.0,30.97,0.5724,69.03,0.1291
2008-12-15,17827.0,1413681.1,0.52,0.38,1.4,,237900.0,16827.0,3000.0,1334381.1,,,,,,,,,,,,,,,,,,1.32,,,,100.0,12.28,0.0,0.0,,0.0,100.0,31.34,0.5696,68.66,0.1301
2008-12-16,17827.0,1425268.65,0.52,0.39,1.41,,79950.0,16827.0,1000.0,1345318.65,,,,,,,,,,,,,,,,,2000.0,1.33,0.16,,,100.0,12.34,0.0,0.0,,0.0,100.0,31.35,0.5696,68.65,0.1307
2008-12-17,19827.0,1568513.97,0.58,0.44,1.56,,395550.0,16827.0,5000.0,1331183.97,,,,,,4000.0,,,,,,,,,0.32,,,1.32,,,,100.0,12.36,0.0,0.0,,0.0,100.0,18.64,0.6967,81.36,0.1456
2008-12-18,17827.0,1398706.42,0.54,0.39,1.41,,235380.0,16827.0,3000.0,1320246.42,,,,,,,,,,,,,,,,,2000.0,1.34,0.17,,,100.0,12.35,0.0,0.0,,0.0,100.0,31.56,0.568,68.44,0.1309
2008-12-19,17827.0,1413681.1,0.54,0.4,1.42,,237900.0,16827.0,3000.0,1334381.1,,,,,,,,,,,,,,,,,,1.35,,,,100.0,12.45,0.0,0.0,,0.0,100.0,31.74,0.5667,68.26,0.1319
2008-12-22,4000.0,317200.0,0.12,0.09,0.31,,237900.0,3000.0,3000.0,237900.0,,,,,,,,1.11,,13827.0,,,,,,,,0.22,,,,100.0,2.2,0.0,0.0,,0.0,100.0,31.51,0.5684,68.49,0.0294
2008-12-23,13827.0,1077261.57,0.44,0.31,1.08,,233730.0,12827.0,3000.0,999351.57,,,7472.0,,,,,,,,,,,7472.0,,2355.0,,1.0,,,,100.0,9.42,0.0,0.0,,0.0,100.0,31.51,0.5684,68.49,0.1015
2008-12-24,13827.0,1073804.82,0.41,0.31,1.07,,232980.0,12827.0,3000.0,996144.82,,,,,,,,,,,,,,,,,,1.0,,,,100.0,9.42,0.0,0.0,,0.0,100.0,31.51,0.5684,68.49,0.1015
2008-12-25,13827.0,1073804.82,0.42,0.31,1.06,,232980.0,12827.0,3000.0,996144.82,,,,,,,,,,,,,,,,,,0.98,,,,100.0,9.42,0.0,0.0,,0.0,100.0,31.51,0.5684,68.49,0.1015
2008-12-26,13827.0,1073804.82,0.42,0.31,1.07,,232980.0,12827.0,3000.0,996144.82,,,,,,,,,,,,,,,,,,0.99,,,,100.0,9.42,0.0,0.0,,0.0,100.0,31.96,0.5651,68.04,0.1015
2008-12-29,14327.0,1116789.65,0.44,0.32,1.1,,233850.0,13327.0,3000.0,1038839.65,,,500.0,,,,,,,,,,,500.0,,,,1.02,,,,100.0,9.78,0.0,0.0,,0.0,100.0,33.35,0.5554,66.65,0.1052
2008-12-30,14827.0,1177560.34,0.43,0.33,1.15,,277970.0,13327.0,3500.0,1058430.34,,,,0.04,,,,,500.0,,,,0.04,,,,,1.03,,,,100.0,9.78,0.0,0.0,,0.0,100.0,42.67,0.5107,57.33,0.1088
2008-12-31,14827.0,1177560.34,0.43,0.33,1.19,,277970.0,13327.0,3500.0,1058430.34,,,,,,,,,,,,,,,,,,1.07,,,,100.0,9.78,0.0,0.0,,0.0,100.0,42.67,0.5107,57.33,0.1088
2009-01-01,14827.0,1177560.34,0.47,0.33,1.18,,277970.0,13327.0,3500.0,1058430.34,,,,,,,,,,,,,,,,,,1.06,,,,100.0,9.78,0.0,0.0,,0.0,100.0,42.25,0.512,57.75,0.1088
2009-01-02,14827.0,1210476.28,0.47,0.33,1.2,,285740.0,13327.0,3500.0,1088016.28,,,,,,,,,,,,,,,,,,1.08,,,,100.0,10.51,0.0,0.0,,0.0,100.0,43.53,0.5084,56.47,0.117
2009-01-05,14827.0,1233309.86,0.48,0.33,1.23,,291130.0,13327.0,3500.0,1108539.86,,,,,,,,,,,,,,,,,,1.11,,,,100.0,10.49,0.0,0.0,,0.0,100.0,41.92,0.513,58.08,0.1167
2009-01-06,14827.0,1275566.81,0.47,0.33,1.24,,301105.0,13327.0,3500.0,1146521.81,,,,,,,,,,,,,,,,,,1.12,,,,100.0,10.49,0.0,0.0,,0.0,100.0,42.99,0.5098,57.01,0.1168
2009-01-07,14827.0,1255995.17,0.49,0.33,1.26,,296485.0,13327.0,3500.0,1128930.17,,,,,,,,,,,,,,,,,,1.13,,,,100.0,10.79,0.0,0.0,,0.0,100.0,42.16,0.5123,57.84,0.1201
2009-01-08,14827.0,1253029.77,0.5,0.33,1.25,,295785.0,13327.0,3500.0,1126264.77,,,,,,,,,,,,,,,,,,1.13,,,,100.0,10.86,0.0,0.0,,0.0,100.0,42.68,0.5107,57.32,0.1209
2009-01-09,14827.0,1242206.06,0.51,0.33,1.27,,293230.0,13327.0,3500.0,1116536.06,,,,,,,,,,,,,,,,,,1.14,,,,100.0,10.87,0.0,0.0,,0.0,100.0,42.74,0.5105,57.26,0.1209
2009-01-12,14827.0,1218779.4,0.54,0.33,1.24,,287700.0,13327.0,3500.0,1095479.4,,,,,,,,,,,,,,,,,,1.12,,,,100.0,10.87,0.0,0.0,,0.0,100.0,42.83,0.5103,57.17,0.1209
2009-01-13,14827.0,1195797.55,0.55,0.33,1.23,0.0,282275.0,13327.0,3500.0,1074822.55,,,,,,,,,,,,,,,,,,1.1,,,,100.0,10.61,0.0,0.0,,0.0,100.0,43.3,0.509,56.7,0.118
2009-01-14,14827.0,1144199.59,0.54,0.33,1.2,0.0,270095.0,13327.0,3500.0,1028444.59,,,,,,,,,,,,,,,,,,1.07,,,,100.0,10.73,0.0,0.0,,0.0,100.0,42.83,0.5103,57.17,0.1194
2009-01-15,5000.0,385400.0,0.2,0.11,0.39,0.0,269780.0,3500.0,3500.0,269780.0,,,,,,,,0.8,,9827.0,,,,,,,,0.27,,,,23.36,3.27,11484.0,885186.72,,0.89,23.3,43.92,0.5074,56.08,0.0467
2009-01-16,5000.0,390300.0,0.21,0.11,0.38,0.0,273210.0,3500.0,3500.0,273210.0,,,,,,,,,,,,,,,,,,0.27,,,,23.36,3.27,11484.0,896441.04,,0.89,23.26,42.65,0.5108,57.35,0.0467
2009-01-19,5000.0,379750.0,0.21,0.11,0.39,0.0,265825.0,3500.0,3500.0,265825.0,,,,,,,,,,,,,,,,,,0.27,,,,23.36,3.33,11484.0,872209.8,,0.9,23.08,42.77,0.5104,57.23,0.0476
2009-01-20,5000.0,371000.0,0.21,0.11,0.38,0.0,259700.0,3500.0,3500.0,259700.0,,,,,,,,,,,,,,,,,,0.26,,,,23.36,3.33,11484.0,852112.8,,0.87,23.13,42.78,0.5104,57.22,0.0476
2009-01-21,5000.0,367650.0,0.21,0.11,0.37,0.0,257355.0,3500.0,3500.0,257355.0,,,,,,,,,,,,,,,,,,0.26,,,,23.36,3.33,11484.0,844418.52,,0.85,23.07,43.35,0.5088,56.65,0.0476
