,AKE FP Equity_DX_SI_QTY,AKE FP Equity_DX_SHORT_INTEREST_VALUE,AKE FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,AKE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,AKE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,AKE FP Equity_DX_SI_MV,AKE FP Equity_DX_DSS,AKE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,AKE FP Equity_DX_SUPPLY_SI_QTY,AKE FP Equity_DX_BROKER_SI_QTY,AKE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,AKE FP Equity_DX_BROKER_SI_MV_NEW_x,AKE FP Equity_DX_SUPPLY_SI_QTY_NEW_x,AKE FP Equity_DX_SUPPLY_SI_QTY_INC_x,AKE FP Equity_DX_BROKER_SI_MV_INC_x,AKE FP Equity_DX_SUPPLY_SI_MV_NEW,AKE FP Equity_DX_BROKER_SI_QTY_ADD,AKE FP Equity_DX_BROKER_SI_QTY_NEW,AKE FP Equity_DX_SUPPLY_SI_MV_DEC,AKE FP Equity_DX_BROKER_SI_QTY_INC,AKE FP Equity_DX_SUPPLY_SI_QTY_DEC,AKE FP Equity_DX_BROKER_SI_MV_NEW_y,AKE FP Equity_DX_SUPPLY_SI_QTY_NEW_y,AKE FP Equity_DX_BROKER_SI_MV_INC_y,AKE FP Equity_DX_SUPPLY_SI_QTY_INC_y,AKE FP Equity_DX_BROKER_SI_MV_ADD,AKE FP Equity_DX_SUPPLY_SI_QTY_ADD,AKE FP Equity_DX_BROKER_SI_QTY_DEC,AKE FP Equity_DX_SUPPLY_SI_MV,AKE FP Equity_DX_BROKER_SI_MV_DEC,AKE FP Equity_DX_SUPPLY_SI_MV_RMV,AKE FP Equity_DX_BROKER_SI_MV_RMV,AKE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,AKE FP Equity_DX_UTILIZATION_QUANTITY,AKE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,AKE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,AKE FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,AKE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,AKE FP Equity_DX_ACTIVE_UTILIZATION_MV,AKE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,AKE FP Equity_DX_BROKER_SI_CON_RATIO,AKE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,AKE FP Equity_DX_DEMAND_SUPPLY_RATIO,AKE FP Equity_PX_LAST
2023-01-17,718756.0,66786807.52,1.16,3.99,0.96,68.6,0.0,36504644.12,452472.0,392861.0,42043698.24,,,71569.0,18.57,,12587.0,,16.63,180740.0,179938.0,,,18.57,71569.0,1.18,27043.0,213023.0,42.05,19.6,,,1.8,1.8,24732516.0,2298145386.72,,2296.4,1.8,6.57,0.5943,76.44,0.0285,92.92
2023-01-18,467343.0,43668529.92,0.75,2.59,0.62,46.32,0.0,40789923.84,430281.0,436536.0,40205456.64,,,6968.0,9.38,,,,2.7,90689.0,29159.0,,,9.38,6968.0,,,47014.0,39.99,4.22,,,1.71,1.71,24736332.0,2311362862.08,,2302.66,1.71,8.82,0.6398,79.34,0.0186,93.44
2023-01-19,707146.0,64647287.32,1.14,3.99,0.94,68.87,0.0,37679392.94,486811.0,412157.0,44504261.62,,,89668.0,,,,,3.06,,33231.0,,,,89668.0,,93.0,24379.0,45.47,2.33,,,1.94,1.94,24561524.0,2245414524.08,,2278.84,1.96,3.09,0.812,89.99,0.0282,91.42
2023-01-20,798904.0,73786773.44,1.29,4.51,1.06,75.73,1.0,46053005.0,578194.0,498625.0,53401997.84,,,69946.0,7.48,,,,0.3,89668.0,3263.0,,,7.48,69946.0,,24700.0,3200.0,52.56,0.3,,,2.3,2.3,24539536.0,2266471544.96,,2245.29,2.29,3.66,0.8121,89.97,0.0318,92.36
2023-01-23,873297.0,79766947.98,1.41,4.96,1.16,83.86,1.0,51530283.06,582641.0,564159.0,53218428.94,,,8400.0,6.17,,8400.0,,0.36,57134.0,3953.0,,,6.17,8400.0,0.77,,,53.64,,,,2.32,2.32,24490536.0,2236965558.24,,2251.39,2.33,3.32,0.8114,89.95,0.0348,91.34
2023-01-24,678731.0,62687595.16,1.09,3.85,0.9,65.6,0.0,62244451.88,609328.0,673933.0,56277534.08,,,9874.0,,,124898.0,,3.07,,33106.0,,,,9874.0,11.54,49919.0,15124.0,55.55,1.75,,,2.42,2.42,24556830.0,2268068818.8,,2248.85,2.41,17.59,0.6144,76.34,0.027,92.36
2023-01-25,698881.0,64422850.58,1.13,4.04,0.93,67.81,0.0,63980570.94,569685.0,694083.0,52513563.3,,,,,,45176.0,,3.58,,39643.0,,,,,4.3,,25026.0,52.44,2.09,,,2.26,2.26,24643764.0,2271662165.52,,2270.42,2.26,16.98,0.6413,78.22,0.0277,92.18
2023-01-26,696040.0,63826868.0,1.12,4.12,0.93,67.5,0.0,63386891.4,566844.0,691242.0,51979594.8,,,,,,,,0.25,,2841.0,,,,,,,2841.0,52.29,0.25,,,2.25,2.25,24649802.0,2260386843.4,,2268.63,2.25,16.97,0.6411,78.21,0.0276,91.7
2023-01-27,720077.0,66751137.9,1.16,4.32,0.96,69.45,0.0,66306363.3,647753.0,715279.0,60046703.1,,,57209.0,2.2,,,,,24037.0,,,,2.2,57209.0,,23700.0,,59.29,,,,2.57,2.57,24556580.0,2276394966.0,,2257.37,2.56,16.67,0.5993,75.49,0.0286,92.7
2023-01-30,801172.0,74028292.8,1.29,5.0,1.07,77.91,1.0,73472784.0,739195.0,795160.0,68301618.0,,,77333.0,7.15,,12509.0,,,67372.0,,,,7.15,77333.0,1.16,14109.0,,68.44,,,,2.92,2.92,24545428.0,2267997547.2,,2271.92,2.92,14.81,0.5905,75.25,0.0317,92.4
2023-01-31,859852.0,79759871.52,1.39,5.74,1.15,83.81,1.0,79314809.04,724656.0,855054.0,67219090.56,,,3600.0,6.59,,,,1.73,66403.0,18139.0,,,6.59,3600.0,,,6509.0,67.0,0.6,,,2.83,2.83,24894716.0,2309233856.16,,2303.15,2.83,13.82,0.6207,77.42,0.0336,92.76
2023-02-01,903360.0,83904076.8,1.46,6.18,1.2,87.67,1.0,83458438.56,768164.0,898562.0,71347072.32,,,23993.0,1.84,,23908.0,,,19600.0,,,,1.84,23993.0,2.3,19515.0,,70.48,,,,2.98,2.98,25005756.0,2322534617.28,,2309.87,2.96,13.23,0.5654,73.69,0.035,92.88
2023-02-02,443121.0,42468716.64,0.71,3.09,0.59,42.25,0.0,42008876.32,307925.0,438323.0,29511532.0,,,,0.46,,,,42.45,5000.0,465239.0,,,0.46,,,5000.0,465239.0,28.65,46.33,,,1.19,1.19,25568844.0,2450518008.96,,2398.26,1.18,28.33,0.2916,43.24,0.0171,95.84
2023-02-03,403261.0,39342143.16,0.65,2.81,0.54,39.41,0.0,24704728.56,268065.0,253226.0,26152421.4,,,24154.0,0.59,,4342.0,,17.35,3100.0,188197.0,,,0.59,24154.0,0.42,124183.0,192539.0,26.07,18.39,,,1.04,1.04,25626860.0,2500156461.6,,2481.28,1.04,31.32,0.2564,35.14,0.0156,97.56
2023-02-06,283438.0,26745209.68,0.46,1.97,0.38,27.69,0.0,25794815.76,142968.0,273366.0,13490460.48,,,,,,68863.0,,12.27,,125097.0,,,,,7.13,,48723.0,13.95,4.83,,,0.55,0.55,25807272.0,2435174185.92,,2503.81,0.55,26.24,0.2998,43.38,0.0109,94.36
2023-02-07,355413.0,33323522.88,0.57,2.48,0.47,33.94,0.0,29870435.84,220943.0,318584.0,20715615.68,,,57640.0,4.36,,3300.0,,,47918.0,,,,4.36,57640.0,0.31,20335.0,6000.0,20.83,0.59,,,0.84,0.84,25933116.0,2431488956.16,,2442.57,0.85,26.94,0.2683,35.02,0.0136,93.76
2023-02-08,381954.0,35735616.24,0.62,2.66,0.51,36.26,0.0,33087774.68,233738.0,353653.0,21868527.28,,,8552.0,1.88,,13746.0,,0.92,21323.0,9533.0,,,1.88,8552.0,1.29,13776.0,,21.88,,,,0.9,0.9,25701502.0,2404632527.12,,2406.36,0.9,24.16,0.2313,32.67,0.0147,93.56
2023-02-09,392008.0,36574346.4,0.63,2.69,0.52,37.17,0.0,35216364.9,239339.0,377453.0,22330328.7,,,24107.0,2.25,,4777.0,,1.73,23783.0,18506.0,,,2.25,24107.0,0.47,,4760.0,22.41,0.47,,,0.92,0.92,25764604.0,2403837553.2,,2409.58,0.92,26.26,0.2289,31.77,0.0151,93.3
2023-02-10,411647.0,37789194.6,0.66,2.78,0.55,38.67,0.0,33634785.6,299992.0,366392.0,27539265.6,,,14200.0,0.45,,,,0.18,4585.0,1900.0,,,0.45,14200.0,,48353.0,15646.0,28.11,1.62,,,1.15,1.15,25682530.0,2357656254.0,,2391.62,1.16,24.3,0.2074,30.04,0.0158,91.8
2023-02-13,468332.0,42899211.2,0.75,3.14,0.62,43.8,0.0,38597858.4,333629.0,421374.0,30560416.4,,,36711.0,5.89,,1703.0,,0.49,62641.0,4777.0,,,5.89,36711.0,0.16,1703.0,9362.0,30.7,0.92,,,1.28,1.28,25710964.0,2355124302.4,,2354.9,1.29,26.41,0.226,31.05,0.018,91.6
2023-02-14,504802.0,46088422.6,0.81,3.38,0.67,46.99,0.0,39012216.1,415561.0,427297.0,37940719.3,,,46932.0,0.51,,,,,5923.0,,,,0.51,46932.0,,35000.0,,38.35,,,,1.59,1.59,25662348.0,2342972372.4,,2346.81,1.61,24.52,0.2146,30.03,0.0194,91.3
2023-02-15,542802.0,50209185.0,0.87,3.7,0.72,50.88,0.0,43453077.5,411095.0,469763.0,38026287.5,,,8901.0,4.44,,,,1.92,46389.0,20910.0,,,4.44,8901.0,,7543.0,3923.0,37.93,0.36,,,1.59,1.59,25434460.0,2352687550.0,,2333.75,1.6,22.72,0.237,36.2,0.021,92.5
2023-02-16,526714.0,49216156.16,0.85,3.65,0.7,49.97,0.0,47114784.0,448446.0,504225.0,41902794.24,,,28298.0,1.96,,14252.0,,,20210.0,,,,1.96,28298.0,1.31,9053.0,,41.82,,,,1.74,1.74,25384406.0,2371918896.64,,2355.33,1.74,23.37,0.2451,37.31,0.0204,93.44
2023-02-17,468480.0,43962163.2,0.76,3.22,0.62,44.54,0.0,42849971.52,383090.0,456628.0,35949165.6,,,7324.0,0.67,,13504.0,,7.11,7324.0,77331.0,,,0.67,7324.0,1.31,4651.0,68425.0,36.08,6.52,,,1.49,1.49,25403184.0,2383834786.56,,2374.33,1.5,26.33,0.207,27.2,0.0182,93.84
2023-02-20,523207.0,49966268.5,0.84,3.59,0.7,50.12,0.0,44634599.0,406035.0,467378.0,38776342.5,,,4341.0,1.38,,,,0.52,14341.0,5854.0,,,1.38,4341.0,,24458.0,3591.0,38.43,0.35,,,1.57,1.57,25397140.0,2425426870.0,,2394.03,1.58,23.81,0.2295,33.87,0.0203,95.5
2023-02-21,413360.0,39227864.0,0.67,2.83,0.55,39.96,0.0,36028310.5,407833.0,379645.0,38703351.7,,,11260.0,0.63,,,,4.47,6575.0,48083.0,,,0.63,11260.0,,38621.0,94308.0,39.26,8.76,,,1.58,1.58,25423132.0,2412655226.8,,2425.96,1.59,20.33,0.1918,29.68,0.016,94.9
2023-02-22,501507.0,47272049.82,0.81,3.39,0.67,48.64,0.0,35053597.32,390589.0,371882.0,36816919.14,,,24609.0,7.65,,,,7.49,76068.0,77853.0,,,7.65,24609.0,,36000.0,83831.0,37.58,8.26,,,1.5,1.5,25688464.0,2421394616.64,,2439.65,1.52,25.03,0.2129,32.27,0.0192,94.26
2023-02-23,431285.0,41291225.9,0.7,2.96,0.57,41.6,0.0,34349022.76,337139.0,358774.0,32277687.86,,,,0.96,,,,7.44,13964.0,77432.0,,,0.96,,,23982.0,27072.0,32.26,2.71,,,1.29,1.29,25789136.0,2469051880.64,,2444.69,1.3,28.77,0.2609,38.13,0.0165,95.74
2023-02-24,423955.0,40368995.1,0.68,2.92,0.56,41.11,0.0,30116276.82,343636.0,316281.0,32721019.92,,,39402.0,0.41,,,,3.05,4239.0,32905.0,,,0.41,39402.0,,,46732.0,33.49,4.5,,,1.31,1.31,25797532.0,2456440997.04,,2470.33,1.34,28.94,0.2621,38.53,0.0162,95.22
2023-02-27,462804.0,44281086.72,0.75,3.11,0.62,44.96,0.0,32455325.76,373271.0,339207.0,35714569.28,,,55909.0,3.66,,1247.0,,3.0,36741.0,30925.0,,,3.66,55909.0,0.13,4651.0,15062.0,36.1,1.48,,,1.47,1.47,24981740.0,2390252883.2,,2376.51,1.5,27.27,0.3028,45.7,0.0183,95.68
2023-02-28,399173.0,38384475.68,0.64,2.66,0.53,38.76,0.0,26671418.4,314291.0,277365.0,30222222.56,,,,0.11,,,,6.84,1067.0,73167.0,,,0.11,,,14187.0,62909.0,30.71,6.29,,,1.24,1.24,25060812.0,2409847681.92,,2403.83,1.26,31.0,0.2493,34.49,0.0157,96.16
2023-03-01,400487.0,38542868.88,0.65,2.56,0.53,38.96,0.0,26005587.84,321507.0,270216.0,30941833.68,,,18679.0,1.49,,4020.0,,1.56,14134.0,15483.0,,,1.49,18679.0,0.39,4020.0,25303.0,31.37,2.41,,,1.27,1.27,25031932.0,2409073135.68,,2402.2,1.29,22.11,0.208,30.85,0.0158,96.24
2023-03-02,361878.0,34667912.4,0.58,2.29,0.48,35.38,0.0,22916318.0,246607.0,239210.0,23624950.6,,,1777.0,1.33,,,,7.33,12261.0,76677.0,,,1.33,1777.0,,,43267.0,24.26,4.16,,,0.97,0.97,25133900.0,2407827620.0,,2421.95,0.99,25.44,0.2146,33.82,0.0143,95.8
2023-03-03,276551.0,27295583.7,0.45,1.77,0.37,27.33,0.0,17153467.8,161280.0,173794.0,15918336.0,,,23356.0,,,,,10.77,,108683.0,,,,23356.0,,,65416.0,15.66,6.19,,,0.64,0.64,25214424.0,2488663648.8,,2435.41,0.64,40.79,0.3729,45.1,0.0109,98.7
2023-03-06,315486.0,30987034.92,0.51,1.98,0.42,31.68,0.0,19059591.0,162159.0,194050.0,15927256.98,,,22699.0,2.6,,,,2.06,23356.0,21820.0,,,2.6,22699.0,,,3100.0,16.14,0.29,,,0.64,0.64,25187884.0,2473953966.48,,2476.25,0.65,38.72,0.4131,51.12,0.0124,98.22
2023-03-07,358482.0,34672379.04,0.58,2.23,0.48,36.06,0.0,20860763.04,172456.0,215682.0,16679944.32,,,,2.55,,,,2.12,22699.0,21067.0,,,2.55,,,31364.0,1067.0,17.17,0.1,,,0.68,0.68,25026282.0,2420541995.04,,2458.14,0.69,33.5,0.4808,60.66,0.0142,96.72
2023-03-08,247779.0,24247652.94,0.4,1.53,0.33,25.02,0.0,23720187.54,171819.0,242389.0,16814207.34,,,650.0,2.66,,2608.0,,0.54,28119.0,3895.0,,,2.66,650.0,0.28,2608.0,4020.0,16.92,0.39,,,0.68,0.68,25018316.0,2448292403.76,,2431.84,0.69,42.99,0.4246,48.86,0.0098,97.86
2023-03-09,249386.0,24175478.84,0.4,1.53,0.33,25.1,0.0,23652972.24,181006.0,243996.0,17546721.64,,,6480.0,0.28,,,,0.37,2900.0,3793.0,,,0.28,6480.0,,6500.0,1293.0,17.82,0.15,,,0.71,0.71,25227098.0,2445514880.12,,2458.77,0.72,43.07,0.4195,48.24,0.0098,96.94
2023-03-10,320063.0,30674837.92,0.52,1.96,0.43,31.96,0.0,29708291.52,303480.0,309978.0,29085523.2,,,108011.0,6.56,,,,,65982.0,,,,6.56,108011.0,,14463.0,,29.42,,,,1.18,1.18,25458296.0,2439923088.64,,2457.68,1.18,35.74,0.2909,37.45,0.0124,95.84
2023-03-13,420963.0,38854884.9,0.68,2.53,0.56,41.41,0.0,37924039.4,350808.0,410878.0,32379578.4,,,42648.0,9.93,,,,,100900.0,,,,9.93,42648.0,,4680.0,,33.29,,,,1.36,1.36,25475336.0,2351373512.8,,2411.11,1.36,27.84,0.2948,42.87,0.0163,92.3
2023-03-14,1320141.0,122614696.08,2.13,7.86,1.76,124.49,1.0,117832583.52,1214589.0,1268654.0,112811026.32,,,539757.0,8.52,,759052.0,,,98724.0,,,,8.52,539757.0,70.75,324024.0,,112.32,,,,4.62,4.62,25085560.0,2329946812.8,,2319.26,4.62,14.6,0.3707,56.83,0.0502,92.88
2023-03-15,1122439.0,99290953.94,1.81,6.66,1.5,106.46,1.0,93605010.52,1005383.0,1058162.0,88936180.18,,,29427.0,3.16,,,,27.67,29264.0,296315.0,,,3.16,29427.0,,57682.0,239756.0,93.93,21.88,,,3.82,3.82,25292248.0,2237352258.08,,2327.11,3.88,17.69,0.2923,46.77,0.0427,88.46
2023-03-16,1128575.0,101052605.5,1.82,6.46,1.5,105.04,1.0,96523672.3,1004579.0,1077995.0,89950003.66,,,13536.0,0.2,,16691.0,,1.45,12658.0,15425.0,,,0.2,13536.0,1.55,1085.0,9516.0,88.72,0.88,,,3.82,3.82,25290748.0,2264533575.92,,2239.96,3.81,17.54,0.2956,47.08,0.0429,89.54
2023-03-17,1111760.0,98524171.2,1.79,6.32,1.48,102.84,1.0,94041771.6,770552.0,1061180.0,68286318.24,,,15016.0,2.16,,,,23.93,28752.0,275832.0,,,2.16,15016.0,,26789.0,45567.0,68.8,4.24,,,2.93,2.93,25499996.0,2259809645.52,,2272.88,2.94,17.7,0.2727,44.2,0.0423,88.62
2023-03-20,886016.0,78979466.24,1.43,5.02,1.18,80.02,1.0,60748642.58,770937.0,681497.0,68721324.18,,,48451.0,2.93,,,,4.82,36298.0,51153.0,,,2.93,48451.0,,3087.0,415981.0,68.1,39.32,,,2.94,2.94,25475392.0,2270876442.88,,2255.58,2.93,27.91,0.2548,32.03,0.0338,89.14
2023-03-21,740534.0,67136812.44,1.19,4.18,0.99,67.35,0.0,36723283.56,632882.0,405066.0,57377082.12,,,71903.0,1.64,,,,21.94,17546.0,250055.0,,,1.64,71903.0,,40097.0,293977.0,56.43,26.1,,,2.41,2.41,25649658.0,2325397994.28,,2294.8,2.4,28.85,0.4242,57.97,0.0282,90.66
2023-03-22,697126.0,63089903.0,1.12,3.93,0.93,64.59,0.0,54258822.5,572360.0,599545.0,51798580.0,,,,9.48,,95000.0,,6.51,102190.0,72973.0,,,9.48,,8.59,12451.0,2711.0,51.42,0.0,,,2.18,2.18,25715080.0,2327214740.0,,2323.49,2.17,30.48,0.3191,45.23,0.0265,90.5
2023-03-23,641588.0,57537611.84,1.03,3.67,0.85,59.38,0.0,48713548.24,518504.0,543193.0,46499438.72,,,80.0,0.0,,,,4.91,734.0,54670.0,,,0.0,80.0,,734.0,57086.0,46.73,5.16,,,1.97,1.97,25785012.0,2312399876.16,,2324.59,1.97,33.18,0.3001,40.53,0.0244,89.68
2023-03-24,685719.0,59780982.42,1.11,3.92,0.91,62.77,0.0,37993828.62,604165.0,435809.0,52671104.7,,,56073.0,3.0,,,,4.86,31297.0,51972.0,,,3.0,56073.0,,81560.0,138681.0,54.36,13.27,,,2.3,2.3,25686428.0,2239342793.04,,2294.29,2.31,27.36,0.2309,31.4,0.0261,87.18
2023-03-27,558300.0,49018740.0,0.9,3.16,0.74,49.9,0.0,38264030.2,532585.0,435809.0,46760963.0,,,,,,,,7.61,,83443.0,,,,,,11863.0,,46.47,,,,2.03,2.03,25736200.0,2259638360.0,,2246.15,2.03,21.64,0.2391,38.1,0.0213,87.8
2023-03-28,647096.0,57047983.36,1.04,3.61,0.86,57.49,0.0,45966183.2,501167.0,521395.0,44182882.72,,,11461.0,8.61,,,,3.7,101761.0,42879.0,,,8.61,11461.0,,,16175.0,44.0,1.43,,,1.92,1.92,25639208.0,2260352577.28,,2247.76,1.92,30.6,0.2423,33.27,0.0248,88.16
2023-03-29,702726.0,62626941.12,1.13,3.87,0.94,62.4,0.0,37955940.64,562412.0,425897.0,50122157.44,,,79304.0,,,1000.0,,9.07,,103927.0,,,,79304.0,0.09,85868.0,96498.0,49.65,8.56,,,2.16,2.16,25480144.0,2270790433.28,,2250.32,2.16,23.33,0.1897,25.24,0.027,89.12
2023-03-30,540736.0,48806831.36,0.87,2.97,0.72,48.28,0.0,27433263.36,414737.0,303936.0,37434161.62,,,,,,27224.0,,15.08,,171482.0,,,,,2.46,23807.0,149185.0,36.96,13.35,,,1.59,1.59,25623064.0,2312737756.64,,2282.83,1.59,25.19,0.2019,30.47,0.0208,90.26
2023-03-31,483804.0,43929403.2,0.78,2.64,0.64,43.76,0.0,40118164.0,218811.0,441830.0,19868038.8,,,,,,153835.0,,17.43,,195926.0,,,,,13.71,,15941.0,19.85,1.18,,,0.84,0.84,25787756.0,2341528244.8,,2337.05,0.84,25.09,0.2264,33.68,0.0186,90.8
2023-04-03,618263.0,56051723.58,1.0,3.33,0.82,56.19,0.0,26548149.12,367520.0,292832.0,33319363.2,,,,,,,,1.45,,16001.0,,,,,,164710.0,148998.0,33.37,13.27,,,1.41,1.41,25768780.0,2336197594.8,,2336.58,1.41,31.05,0.3244,46.53,0.0237,90.66
2023-04-04,499456.0,45050931.2,0.81,2.69,0.67,46.79,0.0,41270288.4,393088.0,457542.0,35456537.6,,,,16.32,,,,,164710.0,,,,16.32,,,25568.0,,35.58,,,,1.52,1.52,25552588.0,2304843437.6,,2308.48,1.52,18.69,0.3933,59.07,0.0193,90.2
2023-04-05,554796.0,48899719.44,0.89,3.01,0.74,51.58,0.0,44111954.64,432916.0,500476.0,38157216.24,,,45373.0,3.94,,25568.0,,2.48,45373.0,28007.0,,,3.94,45373.0,2.38,22462.0,28007.0,39.19,2.57,,,1.67,1.67,25457564.0,2243829690.96,,2285.38,1.69,16.84,0.3954,58.92,0.0214,88.14
2023-04-06,552696.0,48338792.16,0.89,2.97,0.74,50.27,0.0,46129814.94,427181.0,527439.0,37361250.26,,,,1.39,,4501.0,,0.95,22462.0,10236.0,,,1.39,,0.41,4501.0,,37.62,,,,1.65,1.65,25497532.0,2230014148.72,,2241.69,1.65,16.6,0.3878,58.35,0.0213,87.46
2023-04-07,552696.0,48338792.16,0.89,3.02,0.74,50.17,0.0,46129814.94,427181.0,527439.0,37361250.26,,,,,,,,,,,,,,,,,,37.4,,,,1.65,1.65,25503928.0,2230573542.88,,2232.33,1.65,16.54,0.3882,58.4,0.0213,
2023-04-10,541359.0,47347258.14,0.87,2.96,0.72,49.15,0.0,45138280.92,427181.0,516102.0,37361250.26,,,,,,,,,,,,,,,,,11337.0,37.5,1.0,,,1.65,1.65,25480132.0,2228492344.72,,2233.7,1.65,16.92,0.4036,59.62,0.0209,
2023-04-11,490736.0,43950316.16,0.79,2.68,0.65,44.41,0.0,41599276.6,392920.0,464485.0,35189915.2,,,6961.0,,,,,4.05,,45851.0,,,,6961.0,,4629.0,51617.0,34.25,4.78,,,1.59,1.59,24307888.0,2177014449.28,,2137.98,1.58,18.68,0.4437,63.27,0.0199,89.56
2023-04-12,481835.0,42883315.0,0.78,2.69,0.64,44.46,0.0,41436620.0,424988.0,465580.0,37823932.0,,,,1.13,,,,0.94,6961.0,10862.0,,,1.13,,,42930.0,5866.0,37.89,0.54,,,1.73,1.73,24149968.0,2149347152.0,,2153.72,1.73,19.09,0.4771,65.87,0.0196,89.0
2023-04-13,488617.0,43516230.02,0.79,2.74,0.65,44.8,0.0,42065887.92,397067.0,472332.0,35362787.02,,,,1.31,,4629.0,,2.49,16746.0,27951.0,,,1.31,,0.41,30.0,14623.0,35.22,1.31,,,1.66,1.66,23479056.0,2091044727.36,,2086.65,1.66,18.83,0.5056,68.27,0.0205,89.06
2023-04-14,433828.0,38697457.6,0.7,2.52,0.58,40.18,0.0,37794575.2,341089.0,423706.0,30425138.8,,,,,,,,4.97,,55978.0,,,,,,,48626.0,30.44,4.33,,,1.4,1.4,23988916.0,2139811307.2,,2141.02,1.4,18.14,0.6221,76.71,0.0178,89.2
2023-04-17,433682.0,39230873.72,0.7,2.57,0.58,40.33,0.0,38321841.18,357756.0,423633.0,32362607.76,,,702.0,,,,,0.01,,73.0,,,,702.0,,16038.0,73.0,32.02,0.01,,,1.46,1.46,24220264.0,2190965081.44,,2175.27,1.45,18.15,0.6223,76.73,0.0176,90.46
2023-04-18,401151.0,36328234.56,0.65,2.37,0.53,37.67,0.0,35418197.12,331695.0,391102.0,30038299.2,,,,,,,,2.3,,26061.0,,,,,,,32531.0,29.92,2.78,,,1.35,1.35,24293904.0,2200055946.24,,2194.33,1.35,19.72,0.5985,74.75,0.0163,90.56
2023-04-19,375106.0,33827059.08,0.6,2.26,0.5,35.51,0.0,32923545.66,305650.0,365087.0,27563517.0,,,,,,,,3.59,,39898.0,,,,,,13853.0,26015.0,27.7,2.17,,,1.24,1.24,24265906.0,2188299403.08,,2194.98,1.25,15.07,0.6486,79.06,0.0153,90.18
2023-04-20,312001.0,27768089.0,0.5,1.87,0.42,29.5,0.0,25992450.0,297180.0,292050.0,26449020.0,,,35576.0,,,45508.0,,4.9,,53978.0,,,,35576.0,4.05,9932.0,118545.0,26.77,10.9,,,1.21,1.21,24173908.0,2151477812.0,,2168.84,1.22,17.99,0.4006,58.21,0.0127,89.0
2023-04-21,333716.0,29647329.44,0.54,2.01,0.44,30.73,0.0,14456400.16,194972.0,162724.0,17321312.48,,,,,,,,9.4,,102208.0,,,,,,,129326.0,17.34,12.16,,,0.8,0.8,24249808.0,2154352942.72,,2156.41,0.8,11.98,0.6773,81.35,0.0137,88.84
2023-04-24,251511.0,22565566.92,0.41,1.53,0.34,23.17,0.0,10813144.12,133385.0,120521.0,11967302.2,,,,,,,,5.55,,61587.0,,,,,,,42203.0,11.78,3.92,,,0.55,0.55,24233396.0,2174220289.12,,2155.03,0.54,3.54,0.8333,91.17,0.0103,89.72
2023-04-25,213835.0,18753329.5,0.34,1.31,0.28,20.01,0.0,9061251.7,123878.0,103321.0,10864100.6,,,,,,,,0.65,,9507.0,,,,,,,17200.0,11.17,1.57,,,0.51,0.51,24159252.0,2118766400.4,,2155.67,0.52,4.16,0.8267,90.78,0.0088,87.7
2023-04-26,188698.0,16473335.4,0.3,1.17,0.25,17.04,0.0,6811669.8,110672.0,78026.0,9661665.6,,,,,,,,1.46,,13206.0,,,,,,,25295.0,9.65,2.63,,,0.46,0.46,24114160.0,2105166168.0,,2107.52,0.46,4.75,0.8039,89.46,0.0078,87.3
2023-04-27,71168.0,6190192.64,0.11,0.45,0.09,6.22,0.0,914942.62,60649.0,10519.0,5275250.02,,,,,,,,4.35,,50023.0,,,,,,,67507.0,5.3,6.47,,,0.25,0.25,24171000.0,2102393580.0,,2108.82,0.25,13.03,0.5328,71.15,0.0029,86.98
2023-04-28,71168.0,6378076.16,0.11,0.46,0.09,6.19,0.0,942712.78,60649.0,10519.0,5435363.38,,,,,,,,,,,,,,,,,,5.27,,,,0.25,0.25,24153564.0,2164642405.68,,2120.24,0.25,13.03,0.5321,71.09,0.0029,89.62
2023-05-01,71168.0,6378076.16,0.11,0.47,0.09,6.41,0.0,942712.78,60649.0,10519.0,5435363.38,,,,,,,,,,,,,,,,,,5.47,,,,0.25,0.25,24155580.0,2164823079.6,,2168.84,0.25,12.98,0.5335,71.2,0.0029,
2023-05-02,118875.0,10425337.5,0.19,0.79,0.16,10.63,0.0,922516.3,108356.0,10519.0,9502821.2,,,,,,,,4.56,,50630.0,,,,,,98337.0,,9.69,,,,0.45,0.45,24099716.0,2113545093.2,,2144.13,0.45,7.8,0.6938,82.72,0.0049,87.7
2023-05-03,189864.0,16711829.28,0.31,1.28,0.25,18.24,0.0,925882.38,179345.0,10519.0,15785946.9,,,,,,,,8.79,,98337.0,,,,,,169326.0,,17.31,,,,0.74,0.74,24206928.0,2130693802.56,,2118.5,0.81,4.48,0.8151,90.11,0.0078,88.02
