,AKE FP Equity_DX_SI_QTY,AKE FP Equity_DX_SHORT_INTEREST_VALUE,AKE FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,AKE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,AKE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,AKE FP Equity_DX_SI_MV,AKE FP Equity_DX_DSS,AKE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,AKE FP Equity_DX_SUPPLY_SI_QTY,AKE FP Equity_DX_BROKER_SI_QTY,AKE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,AKE FP Equity_DX_BROKER_SI_MV_NEW_x,AKE FP Equity_DX_SUPPLY_SI_QTY_NEW_x,AKE FP Equity_DX_SUPPLY_SI_QTY_INC_x,AKE FP Equity_DX_BROKER_SI_MV_INC_x,AKE FP Equity_DX_SUPPLY_SI_MV_NEW,AKE FP Equity_DX_BROKER_SI_QTY_ADD,AKE FP Equity_DX_BROKER_SI_QTY_NEW,AKE FP Equity_DX_SUPPLY_SI_MV_DEC,AKE FP Equity_DX_BROKER_SI_QTY_INC,AKE FP Equity_DX_SUPPLY_SI_QTY_DEC,AKE FP Equity_DX_BROKER_SI_MV_NEW_y,AKE FP Equity_DX_SUPPLY_SI_QTY_NEW_y,AKE FP Equity_DX_BROKER_SI_MV_INC_y,AKE FP Equity_DX_SUPPLY_SI_QTY_INC_y,AKE FP Equity_DX_BROKER_SI_MV_ADD,AKE FP Equity_DX_SUPPLY_SI_QTY_ADD,AKE FP Equity_DX_BROKER_SI_QTY_DEC,AKE FP Equity_DX_SUPPLY_SI_MV,AKE FP Equity_DX_BROKER_SI_MV_DEC,AKE FP Equity_DX_SUPPLY_SI_MV_RMV,AKE FP Equity_DX_BROKER_SI_MV_RMV,AKE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,AKE FP Equity_DX_UTILIZATION_QUANTITY,AKE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,AKE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,AKE FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,AKE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,AKE FP Equity_DX_ACTIVE_UTILIZATION_MV,AKE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,AKE FP Equity_DX_BROKER_SI_CON_RATIO,AKE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,AKE FP Equity_DX_DEMAND_SUPPLY_RATIO,AKE FP Equity_PX_LAST
2016-06-01,1080353.0,76337340.09,1.5,4.62,1.43,78.21,1.0,50971099.24,689887.0,721361.0,48747158.14,,,,8.25,,,,0.58,121587.0,8061.0,,,8.25,,,30000.0,,50.78,,,,4.34,4.34,15220817.0,1075497252.95,,1120.35,4.34,21.57,0.1984,31.25,0.0679,74.12
2016-06-02,1077003.0,76377845.26,1.5,4.5,1.43,78.55,1.0,50954660.27,685513.0,718511.0,48614540.38,,,,,,,,0.34,,4874.0,,,,,,500.0,2850.0,50.87,0.0,,,4.29,4.29,15304649.0,1085360127.2,,1135.35,4.29,21.62,0.1982,31.25,0.0674,74.39
2016-06-03,2864408.0,199694627.87,3.98,11.93,3.79,210.0,1.0,36333598.47,2656168.0,521167.0,185177000.03,,,102488.0,,,,,2.38,,32212.0,,,,102488.0,,1900379.0,197344.0,195.04,13.93,,,16.48,16.48,13458942.0,938301531.83,,990.59,16.45,10.13,0.5563,73.44,0.1777,73.13
2016-06-06,2920221.0,204476522.33,4.06,12.12,3.87,212.76,1.0,36213412.55,2715968.0,517180.0,190174542.07,,,,,,2800.0,,0.01,,200.0,,,,,0.21,60000.0,6787.0,198.49,0.86,,,16.85,16.85,13400757.0,938333156.29,,980.22,16.84,9.6,0.5669,74.25,0.1812,73.45
2016-06-07,3747456.0,264508043.27,5.21,15.86,4.96,275.87,2.0,93042352.48,3011192.0,1318191.0,212540054.86,,,117869.0,0.53,,795060.0,,,5951.0,,,,0.53,117869.0,59.41,177355.0,,221.51,,,,18.64,18.64,13139332.0,927418226.45,,966.51,18.65,21.58,0.3883,57.62,0.232,74.04
2016-06-08,7993142.0,561058645.86,11.11,33.32,10.59,586.91,3.0,138284215.08,6604998.0,1970071.0,463621343.62,,,2439712.0,45.9,,,,0.27,651880.0,4361.0,,,45.9,2439712.0,,1158455.0,,486.67,,,,35.32,35.32,12097426.0,849148613.89,,892.47,35.29,30.17,0.2527,31.97,0.4274,73.63
2016-06-09,15920864.0,1112072436.21,22.12,66.5,21.08,1183.61,5.0,554240374.47,12796782.0,7934722.0,893855291.67,,,4052467.0,378.64,,965151.0,,0.01,4999500.0,200.0,,,378.64,4052467.0,74.38,2139517.0,,943.02,,,,58.63,58.63,9029464.0,630708109.07,,658.0,58.9,16.66,0.3087,49.77,0.7294,71.38
2016-06-10,21404568.0,1453427104.31,29.75,88.24,28.35,1531.54,5.0,852894824.53,14222156.0,12560551.0,965722223.97,,,239467.0,301.36,,,,6.37,4625829.0,59701.0,,,301.36,239467.0,,1245608.0,,1024.91,,,,64.27,64.27,7905652.0,536814800.19,,561.06,64.62,12.02,0.3787,58.59,0.9673,69.39
2016-06-13,14832197.0,1000178778.0,20.6,60.48,19.63,1046.69,4.0,403733268.66,12183426.0,5987181.0,821564339.29,,,,0.0,,,,147.22,14000.0,2052730.0,,,0.0,,,14000.0,6587370.0,844.27,456.51,,,54.72,54.72,10080678.0,679769841.48,,699.18,54.7,17.93,0.226,38.39,0.6662,68.91
2016-06-14,13543963.0,895549463.29,18.81,53.9,17.93,947.29,4.0,219258667.03,11078866.0,3315988.0,732553130.88,,,22111.0,0.7,,,,78.28,9907.0,1129294.0,,,0.7,22111.0,,2623.0,2681100.0,766.46,194.57,,,49.92,49.92,11115550.0,734978738.25,,764.0,50.08,20.08,0.1774,26.14,0.6102,67.57
2016-06-15,16355769.0,1100516951.68,22.72,63.26,21.65,1147.5,5.0,226068120.35,13984910.0,3359801.0,940990944.71,,,3310171.0,4.44,,,,28.29,65000.0,414033.0,,,4.44,3310171.0,,9906.0,21187.0,975.89,3.11,,,55.2,55.2,11351886.0,763824860.61,,773.64,55.78,17.06,0.2028,34.54,0.6455,68.76
2016-06-16,7269613.0,483809026.58,10.1,27.45,9.62,507.75,2.0,198921915.69,5924245.0,2988959.0,394271773.01,,,,0.4,,25000.0,,575.74,940.0,8060665.0,,,0.4,,1.72,,396782.0,406.41,26.62,,,32.8,32.8,12139181.0,807889683.13,,832.36,32.81,18.88,0.1701,24.9,0.4024,68.01
2016-06-17,2663071.0,180412646.48,3.7,9.92,3.53,183.61,1.0,87156428.16,2518573.0,1286516.0,170623472.03,,,,,,,,233.55,,3405672.0,,,,,,,1702443.0,171.11,123.57,,,15.31,15.31,13936963.0,944174743.66,,951.04,15.25,27.5,0.3089,46.69,0.1618,69.23
2016-06-20,2160872.0,151106085.23,3.0,7.96,2.86,152.03,1.0,85147413.87,2021394.0,1217639.0,141352627.11,,,66.0,,,1500.0,,35.47,,516251.0,,,,66.0,0.1,19006.0,70377.0,139.86,4.73,,,12.47,12.47,14191093.0,992358875.66,,990.11,12.38,34.02,0.2707,36.54,0.1333,71.46
2016-06-21,2802423.0,195173367.22,3.89,10.61,3.71,203.4,1.0,80882901.38,2014874.0,1161368.0,140324905.66,,,,,,,,0.45,,6520.0,,,,,,,56271.0,144.66,4.06,,,12.42,12.42,14208054.0,989512911.07,,1015.97,12.46,26.18,0.3459,51.46,0.1727,71.17
2016-06-22,2103601.0,147595264.83,2.92,8.07,2.78,151.82,1.0,81415069.8,2013603.0,1160368.0,141280721.98,,,,,,,,0.09,,1271.0,,,,,,,1000.0,143.23,0.07,,,12.43,12.43,14192168.0,995767160.41,,1011.48,12.4,34.99,0.2677,35.02,0.1298,71.7
2016-06-23,880525.0,63271061.34,1.22,3.62,1.17,62.82,1.0,33184352.22,562527.0,461817.0,40420976.49,,,10.0,,,,,103.12,,1451086.0,,,,10.0,,,698551.0,40.41,52.09,,,3.47,3.47,15627344.0,1122919441.01,,1123.4,3.47,21.19,0.1921,34.41,0.0544,73.43
2016-06-24,654825.0,43791530.75,0.91,2.73,0.87,46.75,0.0,17509055.41,536827.0,261817.0,35900394.88,,,,,,,,1.89,,25700.0,,,,,,,200000.0,38.86,14.19,,,3.32,3.32,15647731.0,1046444612.37,,1131.86,3.32,14.37,0.1576,29.61,0.0405,68.34
2016-06-27,649288.0,40587489.03,0.9,2.6,0.86,43.51,0.0,16318935.06,532049.0,261058.0,33258789.55,,,740.0,,,741.0,,0.42,,5518.0,,,,740.0,0.05,,1500.0,36.12,0.11,,,3.27,3.27,15717847.0,982534626.61,,1062.52,3.29,14.46,0.1585,29.47,0.04,63.88
2016-06-28,648438.0,42323755.01,0.9,2.48,0.86,41.15,0.0,16983859.13,532049.0,260208.0,34727007.87,,,,,,,,,,,,,,,,,850.0,33.97,0.0,,,3.27,3.27,15732969.0,1026895903.09,,1019.97,3.22,14.28,0.156,28.63,0.0399,66.7
2016-06-29,644364.0,42934311.54,0.89,2.42,0.85,42.64,0.0,16987585.58,534546.0,254952.0,35617080.56,,,1182.0,0.43,,,,,6144.0,,,,0.43,1182.0,,1315.0,11400.0,35.69,0.7,,,3.29,3.29,15735403.0,1048458161.32,,1054.19,3.27,14.43,0.1544,28.96,0.0396,68.09
2016-06-30,588348.0,39766158.37,0.82,2.2,0.78,39.71,0.0,16988152.5,482139.0,251343.0,32587543.14,,,,0.11,,,,3.23,1391.0,52407.0,,,0.11,,,,5000.0,32.89,0.29,,,2.95,2.95,15858960.0,1071899479.59,,1085.09,2.94,15.93,0.1485,25.49,0.036,69.07
2016-07-01,640011.0,44222526.43,0.89,2.37,0.85,44.74,0.0,23941457.02,452139.0,346493.0,31241226.91,1.48,,,,,104150.0,21000.0,2.04,,30000.0,1.48,,,,7.35,,30000.0,31.42,1.39,,,2.8,2.8,15717868.0,1086049822.73,,1090.71,2.8,17.75,0.1366,22.75,0.0396,70.61
2016-07-04,586015.0,39665817.43,0.81,2.17,0.78,40.92,0.0,23859596.85,392139.0,352497.0,26542859.79,,,,0.09,,5000.0,,4.24,1004.0,60000.0,,,0.09,,0.35,,,27.53,,,,2.42,2.42,15792066.0,1068923503.39,,1107.77,2.43,17.32,0.1366,23.21,0.0362,69.17
2016-07-05,568015.0,37535867.26,0.79,2.11,0.75,39.23,0.0,22104407.44,399139.0,334497.0,26376114.23,,,,,,7000.0,,,,,,,,,0.47,7000.0,25000.0,27.5,1.69,,,2.47,2.47,15782274.0,1042932566.9,,1087.38,2.47,17.71,0.1437,23.89,0.0351,67.53
2016-07-06,572531.0,37010715.11,0.8,2.13,0.76,38.64,0.0,21359100.89,377789.0,330411.0,24421806.07,,,,0.03,,,,1.53,664.0,21350.0,,,0.03,,,,4750.0,25.37,0.38,,,2.33,2.33,15802544.0,1021540237.92,,1062.15,2.33,17.51,0.1423,23.58,0.0354,66.06
2016-07-07,568740.0,36999400.29,0.79,2.07,0.75,38.22,0.0,21494898.98,373998.0,330411.0,24330452.77,,,,,,,,0.26,,3791.0,,,,,,,,24.75,,,,2.31,2.31,15796931.0,1027669890.25,,1046.07,2.31,17.87,0.1407,22.68,0.0352,66.48
2016-07-08,534031.0,35770896.19,0.74,1.96,0.71,35.08,0.0,20383136.55,369822.0,304304.0,24771716.2,,,8.0,0.0,,,,0.56,5893.0,8610.0,,,0.0,8.0,,4426.0,32000.0,24.79,2.27,,,2.28,2.28,15834761.0,1060656763.31,,1060.71,2.28,17.48,0.1556,24.86,0.033,68.45
2016-07-11,520641.0,36142604.88,0.72,1.92,0.69,34.85,0.0,20195085.97,371664.0,290914.0,25800705.47,,,8842.0,,,,,0.48,,7000.0,,,,8842.0,,,13390.0,25.63,0.9,,,2.29,2.29,15878680.0,1102289019.08,,1094.44,2.29,17.45,0.1599,25.39,0.032,70.94
2016-07-12,535641.0,37461701.12,0.74,1.95,0.71,36.62,0.0,21395036.67,383564.0,305914.0,26825728.29,,,200.0,,,15000.0,,0.01,,200.0,,,,200.0,1.04,11900.0,,27.26,,,,2.36,2.36,15850524.0,1108555156.67,,1124.55,2.37,17.11,0.1551,25.33,0.033,71.47
2016-07-13,442574.0,30905134.53,0.61,1.66,0.59,31.63,0.0,24148062.41,271886.0,345810.0,18985917.4,,,1959.0,4.39,,,,9.56,40560.0,134922.0,,,4.39,1959.0,,21285.0,664.0,19.4,0.05,,,1.67,1.67,15982948.0,1116096196.72,,1139.91,1.67,18.97,0.1942,33.39,0.0272,71.36
2016-07-14,429776.0,30747431.58,0.6,1.66,0.57,31.15,0.0,23824652.11,263740.0,333012.0,18868730.7,,,100.0,,,,,0.59,,8246.0,,,,100.0,,,12798.0,18.98,0.7,,,1.62,1.62,15984727.0,1143594104.21,,1146.66,1.63,19.23,0.1962,33.1,0.0265,73.11
2016-07-15,448451.0,31925513.75,0.62,1.72,0.59,32.7,0.0,25036822.65,267495.0,351687.0,19043140.28,,,3755.0,1.34,,,,,18675.0,,,,1.34,3755.0,,,,19.55,,,,1.65,1.65,15980436.0,1137657468.32,,1166.7,1.65,18.97,0.1902,32.62,0.0276,72.75
2016-07-18,439970.0,31429380.8,0.61,1.7,0.58,32.07,0.0,24517017.22,262426.0,343206.0,18746475.18,,,,0.0,,,,0.37,80.0,5069.0,,,0.0,,,,8561.0,19.11,0.62,,,1.6,1.6,16098460.0,1149998021.82,,1170.66,1.61,19.27,0.1852,31.35,0.0269,73.0
2016-07-19,429644.0,30527770.51,0.6,1.65,0.57,31.27,0.0,22790526.39,261068.0,320751.0,18549831.94,,,1348.0,,,,,0.98,,13487.0,,,,1348.0,,10781.0,22455.0,19.04,1.68,,,1.6,1.6,16096472.0,1143712942.13,,1173.24,1.6,19.82,0.1638,26.8,0.0263,72.61
2016-07-20,562733.0,40821248.61,0.78,2.2,0.74,41.41,0.0,32879308.22,261657.0,453251.0,18980876.27,,,589.0,8.32,,22500.0,,,110000.0,,,,8.32,589.0,1.63,,,19.13,,,,1.6,1.6,16059242.0,1164954445.75,,1171.71,1.61,14.92,0.2171,40.29,0.0345,74.13
2016-07-21,560115.0,41294548.26,0.78,2.14,0.74,41.9,0.0,33423359.04,258939.0,453351.0,19090310.08,,,,0.01,,,,0.17,100.0,2718.0,,,0.01,,,,,19.29,,,,1.59,1.59,16044496.0,1182882469.47,,1192.74,1.59,15.06,0.2189,40.44,0.0344,75.34
2016-07-22,575218.0,42075914.61,0.8,2.2,0.76,43.21,0.0,34185683.98,290042.0,467351.0,21215925.83,,,1110.0,1.14,,,,0.0,14000.0,7.0,,,1.14,1110.0,,30000.0,,21.8,,,,1.78,1.78,15992738.0,1169833138.89,,1202.85,1.78,14.93,0.2094,39.25,0.0353,74.75
2016-07-25,620742.0,45497009.25,0.86,2.39,0.82,46.55,0.0,35049090.18,296322.0,478195.0,21718789.41,,,6280.0,0.8,,,,,10844.0,,,,0.8,6280.0,,,,22.15,,,,1.82,1.82,15994123.0,1172282143.09,,1195.32,1.82,13.76,0.1998,38.17,0.0381,74.9
2016-07-26,578216.0,42527198.74,0.8,2.29,0.77,43.51,0.0,34600530.65,261549.0,470442.0,19236662.95,,,,,,,,2.59,,34773.0,,,,,,,7753.0,19.61,0.49,,,1.61,1.61,16028257.0,1178862001.29,,1200.99,1.61,14.75,0.2125,39.76,0.0355,75.16
2016-07-27,574789.0,42590128.84,0.8,2.35,0.76,43.47,0.0,34484586.14,263166.0,465398.0,19499805.75,,,1617.0,,,,,,,,,,,1617.0,,,5044.0,19.8,0.29,,,1.61,1.61,16036006.0,1188219610.41,,1204.53,1.62,14.82,0.2084,39.14,0.0353,75.72
2016-07-28,587258.0,43019827.52,0.82,2.44,0.78,44.25,0.0,35008175.99,263141.0,477892.0,19276502.72,,,4.0,0.84,,,,0.0,12894.0,29.0,,,0.84,4.0,,,400.0,19.8,0.06,,,1.61,1.61,16072120.0,1177369793.69,,1210.43,1.61,14.66,0.2157,40.32,0.036,74.86
2016-07-29,466435.0,34858108.89,0.65,1.97,0.62,35.43,0.0,26684854.44,263141.0,357069.0,19665328.78,,,,,,,,,,,,,,,,,120823.0,19.79,8.88,,,1.62,1.62,15999924.0,1195723076.05,,1200.82,1.62,18.13,0.1473,25.29,0.0287,76.37
2016-08-01,444661.0,32795741.6,0.62,1.92,0.59,33.78,0.0,24685993.81,263731.0,334705.0,19451343.22,,,,0.2,,,,1.49,2000.0,20167.0,,,0.2,,,20757.0,24364.0,20.05,1.84,,,1.62,1.62,15974016.0,1178155271.31,,1216.17,1.62,16.43,0.1417,25.01,0.0274,75.37
2016-08-02,500924.0,37009114.31,0.7,2.17,0.66,37.92,0.0,29028487.47,289295.0,392905.0,21373605.03,,,27501.0,4.33,,,,0.15,58200.0,1937.0,,,4.33,27501.0,,,,21.8,,,,1.78,1.78,15965926.0,1179589679.12,,1202.2,1.78,17.04,0.1634,30.07,0.0308,75.5
2016-08-03,531641.0,39096452.41,0.74,2.26,0.7,40.2,0.0,30699085.0,314405.0,417452.0,23121091.33,,,25110.0,1.82,,,,,24547.0,,,,1.82,25110.0,,,,23.77,,,,1.94,1.94,15910632.0,1170055106.21,,1202.09,1.94,16.09,0.1736,32.88,0.0328,75.15
2016-08-04,536662.0,40174657.25,0.75,2.24,0.71,40.85,0.0,31250565.57,300669.0,417452.0,22508159.74,,,5037.0,,,,,1.42,,18773.0,,,,5037.0,,,,22.71,,,,1.85,1.85,15955479.0,1194431318.33,,1205.61,1.85,15.77,0.1729,32.93,0.033,76.5
2016-08-05,555346.0,42524370.63,0.77,2.26,0.73,43.17,0.0,33396133.06,300669.0,436136.0,23023052.28,,,,3.23,,,,0.04,37441.0,501.0,,,3.23,,,501.0,18757.0,23.19,1.32,,,1.82,1.82,16221353.0,1242113614.01,,1249.13,1.82,13.39,0.1974,38.14,0.0336,78.25
2016-08-08,669600.0,51679367.08,0.93,2.87,0.89,52.72,0.0,42352460.75,413423.0,548753.0,31907764.3,,,52135.0,9.06,,,,,112617.0,,,,9.06,52135.0,,60619.0,,32.37,,,,2.51,2.51,16082851.0,1241265771.28,,1259.73,2.51,11.06,0.2691,48.27,0.0406,78.87
2016-08-09,721463.0,56211624.56,1.0,3.23,0.95,57.43,0.0,45637999.07,448286.0,585753.0,34927479.76,,,15000.0,3.48,,,,0.0,42000.0,137.0,,,3.48,15000.0,,20000.0,5000.0,35.32,0.38,,,2.71,2.71,16103220.0,1254656381.37,,1271.16,2.7,10.39,0.2449,45.36,0.0436,79.62
2016-08-10,741084.0,57522803.32,1.03,3.41,0.98,59.03,0.0,46872588.44,449786.0,603874.0,34912306.32,,,,1.37,,,,,18121.0,,,,1.37,,,1500.0,,35.66,,,,2.7,2.7,16179960.0,1255885509.35,,1284.2,2.7,10.08,0.2521,46.29,0.0446,79.32
2016-08-11,767824.0,59996581.21,1.07,3.62,1.02,61.49,1.0,49275203.77,449786.0,630614.0,35145583.2,,,,2.43,,,,,26740.0,,,,2.43,,,,,35.76,,,,2.72,2.72,16086823.0,1256999497.89,,1278.88,2.72,9.73,0.2695,48.44,0.0464,79.85
2016-08-12,765725.0,59630254.33,1.06,3.66,1.01,61.25,1.0,48945129.52,435915.0,628515.0,33946550.42,,,466.0,1.11,,,,1.14,14000.0,14337.0,,,1.11,466.0,,,16099.0,34.78,1.44,,,2.64,2.64,16097830.0,1253606316.98,,1284.16,2.64,9.92,0.2585,47.1,0.0463,79.58
2016-08-15,740318.0,57709659.42,1.03,3.57,0.98,59.18,0.0,47169698.15,433915.0,605108.0,33824771.07,,,,0.32,,,,0.16,4000.0,2000.0,,,0.32,,,,27407.0,34.51,2.19,,,2.62,2.62,16107779.0,1255642089.17,,1281.57,2.62,10.33,0.2607,47.44,0.0448,79.66
2016-08-16,745829.0,58080868.4,1.04,3.63,0.99,59.57,0.0,47533425.25,434147.0,610387.0,33808868.75,,,232.0,0.34,,,,,5279.0,,,,0.34,232.0,,,,34.47,,,,2.64,2.64,16016973.0,1247309639.36,,1272.68,2.64,10.24,0.2629,47.71,0.0453,79.58
2016-08-17,724547.0,55799614.08,1.01,3.56,0.96,57.42,0.0,45386672.17,433915.0,589337.0,33417141.39,,,,,,,,0.02,,232.0,,,,,,,21050.0,34.41,2.01,,,2.63,2.63,16053322.0,1236316170.38,,1272.95,2.63,10.39,0.2624,47.69,0.0439,78.7
2016-08-18,732609.0,57252104.57,1.02,3.77,0.97,58.35,0.0,46848072.97,435086.0,599477.0,34001205.51,,,3249.0,1.17,,,,0.42,10240.0,5078.0,,,1.17,3249.0,,3000.0,100.0,34.23,0.01,,,2.64,2.64,16042008.0,1253654704.58,,1264.73,2.64,10.42,0.2759,49.22,0.0445,79.86
2016-08-19,723952.0,56122177.2,1.01,3.76,0.96,57.67,0.0,46367821.67,428399.0,598125.0,33210329.68,,,628.0,0.0,,,,0.55,698.0,7315.0,,,0.0,628.0,,,2050.0,34.14,0.14,,,2.6,2.6,16048240.0,1244091001.86,,1278.5,2.6,10.46,0.2801,49.6,0.0439,79.22
2016-08-22,685038.0,53085377.05,0.95,3.6,0.91,54.5,0.0,43334715.43,430252.0,559211.0,33341346.97,,,,,,,,0.1,,1213.0,,,,,,3066.0,38914.0,34.1,3.11,,,2.61,2.61,16050741.0,1243813683.24,,1272.16,2.61,10.95,0.2616,47.37,0.0416,79.19
2016-08-23,673667.0,52401976.86,0.94,3.58,0.89,53.76,0.0,42614376.25,430494.0,547840.0,33486480.15,,12673.0,242.0,0.14,1.01,,,,242.0,,,12673.0,0.14,242.0,,,11613.0,34.18,0.91,1.0,,2.61,2.61,16047410.0,1248266587.92,12673.0,1273.83,2.61,11.15,0.2702,48.32,0.0409,79.49
2016-08-24,662549.0,51400997.21,0.92,3.54,0.88,52.79,0.0,41638012.6,430510.0,536706.0,33399255.46,,,503.0,0.26,,,,0.03,3066.0,487.0,,,0.26,503.0,,,14200.0,34.32,1.13,,,2.6,2.6,16113092.0,1250064518.89,,1281.51,2.61,11.33,0.2777,48.95,0.04,79.28
2016-08-25,652533.0,50521781.79,0.91,3.49,0.86,51.82,0.0,40624891.05,432494.0,524706.0,33485459.73,,,2000.0,0.15,,,,0.0,2000.0,16.0,,,0.15,2000.0,,,14000.0,34.2,1.11,,,2.61,2.61,16138763.0,1249529238.48,,1277.59,2.61,11.31,0.2774,48.92,0.0394,79.12
2016-08-26,652533.0,50885753.17,0.91,3.57,0.86,52.23,0.0,40917562.79,430641.0,524706.0,33582196.81,,,,,,,,0.14,,1853.0,,,,,,,,34.27,,,,2.62,2.62,15989089.0,1246859294.78,,1270.15,2.63,11.3,0.2797,49.18,0.0397,79.69
2016-08-29,686063.0,53211802.0,0.96,3.8,0.91,54.83,0.0,40553054.62,453351.0,522853.0,35162402.94,,,1499.0,,,,,0.12,,1499.0,,,,1499.0,,22710.0,1853.0,36.23,0.12,,,2.73,2.73,16136712.0,1251581157.79,,1286.9,2.74,10.7,0.2554,46.61,0.0414,79.26
2016-08-30,659629.0,51884500.85,0.93,3.71,0.87,53.15,0.0,40833179.01,463908.0,519129.0,36489655.58,,,,,,22710.0,,,,,,,,,1.98,10557.0,26434.0,36.91,1.93,,,2.79,2.79,16148908.0,1270226188.93,,1285.43,2.79,11.2,0.2386,44.43,0.0397,80.38
2016-08-31,647131.0,50679803.45,0.91,3.62,0.86,52.12,0.0,39676602.57,457557.0,506631.0,35833392.04,,,,,,,,1.82,,23055.0,,,,,,16704.0,12498.0,36.74,1.08,,,2.76,2.76,16141116.0,1264084994.11,,1295.32,2.76,11.38,0.2449,45.02,0.039,80.03
2016-09-01,688820.0,54544570.07,0.97,3.94,0.91,55.97,0.0,42675848.36,510942.0,538935.0,40459208.09,,,9391.0,2.75,,,,0.0,32304.0,6.0,,,2.75,9391.0,,44000.0,,40.89,,,,3.07,3.07,16108337.0,1275547045.87,,1290.77,3.07,10.73,0.2223,42.51,0.0414,80.92
2016-09-02,724960.0,58583973.37,1.02,4.17,0.96,60.23,0.0,47106941.79,513376.0,582935.0,41485883.24,,,10294.0,3.98,,,,0.62,44000.0,7860.0,,,3.98,10294.0,,,,41.78,,,,3.09,3.09,16125868.0,1303130409.24,,1312.83,3.08,12.65,0.2114,40.32,0.0436,82.58
2016-09-05,744442.0,60376858.18,1.05,4.28,0.98,62.25,0.0,48380919.32,519594.0,596533.0,42140896.47,,,6218.0,1.19,,,,,13598.0,,,,1.19,6218.0,,,,42.97,,,,3.11,3.11,16203516.0,1314161999.9,,1338.01,3.11,12.26,0.2142,40.95,0.0445,82.88
2016-09-06,746088.0,60787791.03,1.05,4.23,0.99,62.29,0.0,49218289.4,506661.0,604088.0,41280389.16,,,43295.0,5.93,,,,6.54,70088.0,79086.0,,,5.93,43295.0,,22858.0,62533.0,41.79,5.55,,,2.97,2.97,16559119.0,1349160240.26,,1369.95,2.96,9.91,0.2883,50.56,0.0437,83.26
2016-09-07,750114.0,61658997.24,1.05,4.16,0.99,63.14,0.0,49820131.77,499082.0,606088.0,41024291.86,,,3736.0,0.19,,,,0.94,2000.0,11315.0,,,0.19,3736.0,,,,41.59,,,,2.91,2.91,16624392.0,1366516743.45,,1386.93,2.91,9.89,0.2879,50.52,0.0438,84.0
2016-09-08,734398.0,59612560.5,1.03,4.07,0.97,61.68,0.0,47921680.84,551271.0,590372.0,44747774.15,,,5269.0,2.63,,,,1.57,29710.0,19650.0,,,2.63,5269.0,,66570.0,45426.0,46.14,4.11,,,3.22,3.22,16580033.0,1345834575.05,,1387.48,3.22,10.0,0.2524,46.48,0.0429,82.95
2016-09-09,772362.0,61832554.86,1.08,4.25,1.02,64.47,1.0,50302345.52,593994.0,628336.0,47553047.13,,,27469.0,4.71,,,,,52189.0,,,,4.71,27469.0,,15254.0,14225.0,49.26,1.58,,,3.47,3.47,16540574.0,1324179528.8,,1368.53,3.47,14.58,0.2245,41.93,0.0451,81.81
2016-09-12,870165.0,69900738.97,1.22,4.83,1.15,72.45,1.0,57739834.69,644406.0,718779.0,51765418.74,,,48502.0,7.49,,,,0.01,90443.0,90.0,,,7.49,48502.0,,2000.0,,52.7,,,,3.77,3.77,16470154.0,1323054748.9,,1347.75,3.76,16.28,0.2425,43.99,0.0508,82.09
2016-09-13,866951.0,69752844.82,1.22,4.73,1.15,72.38,1.0,58006027.13,684020.0,720951.0,55034645.45,,,,0.18,,,,0.44,2172.0,5386.0,,,0.18,,,45000.0,,56.12,,,,3.99,3.99,16440060.0,1322728682.4,,1349.99,3.99,16.48,0.2455,44.26,0.0506,82.22
2016-09-14,903992.0,72909999.91,1.27,5.04,1.19,75.92,1.0,65011292.91,763869.0,806058.0,61608607.95,,,98745.0,7.46,,,,3.96,85107.0,48178.0,,,7.46,98745.0,,29282.0,,62.78,,,,4.46,4.46,16381331.0,1321209525.83,,1347.2,4.45,21.25,0.2768,46.58,0.0527,82.42
2016-09-15,1064840.0,86654024.53,1.49,6.12,1.41,90.47,1.0,74055484.41,837970.0,910024.0,68191909.52,,,10816.0,10.91,,,,1.12,121423.0,13696.0,,,10.91,10816.0,,76981.0,17457.0,69.14,1.16,,,4.85,4.85,16437358.0,1337631215.38,,1357.65,4.85,26.85,0.2311,37.77,0.0616,83.16
2016-09-16,1065779.0,86365410.92,1.49,6.38,1.41,90.21,1.0,70206219.76,894339.0,866369.0,72472768.96,,,90371.0,1.65,,,,3.44,20745.0,43926.0,,,1.65,90371.0,,9924.0,64400.0,74.64,5.71,,,5.19,5.19,16345883.0,1324588776.92,,1360.75,5.2,22.41,0.2337,40.66,0.0618,82.81
