,CJ1 FP Equity_DX_SI_QTY,CJ1 FP Equity_DX_SHORT_INTEREST_VALUE,CJ1 FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CJ1 FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CJ1 FP Equity_DX_SI_MV,CJ1 FP Equity_DX_DSS,CJ1 FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CJ1 FP Equity_DX_SUPPLY_SI_QTY,CJ1 FP Equity_DX_BROKER_SI_QTY,CJ1 FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CJ1 FP Equity_DX_BROKER_SI_MV_NEW_x,CJ1 FP Equity_DX_SUPPLY_SI_QTY_INC_x,CJ1 FP Equity_DX_BROKER_SI_MV_INC_x,CJ1 FP Equity_DX_BROKER_SI_QTY_ADD,CJ1 FP Equity_DX_BROKER_SI_QTY_NEW,CJ1 FP Equity_DX_SUPPLY_SI_MV_DEC,CJ1 FP Equity_DX_BROKER_SI_QTY_INC,CJ1 FP Equity_DX_SUPPLY_SI_QTY_DEC,CJ1 FP Equity_DX_BROKER_SI_MV_NEW_y,CJ1 FP Equity_DX_BROKER_SI_MV_INC_y,CJ1 FP Equity_DX_SUPPLY_SI_QTY_INC_y,CJ1 FP Equity_DX_BROKER_SI_MV_ADD,CJ1 FP Equity_DX_SUPPLY_SI_QTY_ADD,CJ1 FP Equity_DX_BROKER_SI_QTY_DEC,CJ1 FP Equity_DX_SUPPLY_SI_MV,CJ1 FP Equity_DX_BROKER_SI_MV_DEC,CJ1 FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CJ1 FP Equity_DX_UTILIZATION_QUANTITY,CJ1 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CJ1 FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CJ1 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CJ1 FP Equity_DX_ACTIVE_UTILIZATION_MV,CJ1 FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CJ1 FP Equity_DX_BROKER_SI_CON_RATIO,CJ1 FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CJ1 FP Equity_DX_DEMAND_SUPPLY_RATIO,CJ1 FP Equity_PX_LAST
2010-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.1
2010-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.25
2010-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.92
2010-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.82
2010-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.06
2010-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.96
2010-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.66
2010-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.45
2010-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.98
2010-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.17
2010-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.77
2010-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.74
2010-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.4
2010-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.89
2010-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.24
2010-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.33
2010-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.85
2010-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.29
2010-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.79
2010-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.92
2010-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.22
2010-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.73
2010-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.44
2010-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.97
2010-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.63
2010-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.19
2010-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.99
2010-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.11
2010-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.98
2010-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.48
2010-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.01
2010-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.46
2010-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.0
2010-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.23
2010-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.49
2010-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.42
2010-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.5
2010-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.03
2010-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.83
2010-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.61
2010-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.59
2010-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.03
2010-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.62
2010-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.31
2010-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.28
2010-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.92
2010-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.94
2010-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.29
2010-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.38
2010-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.98
2010-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.08
2010-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.53
2010-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.89
2010-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.45
2010-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.87
2010-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.15
2010-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.4
2010-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.61
2010-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.04
2010-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.35
2010-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.08
2010-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.84
2010-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.6
2010-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.48
2010-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.91
2010-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.51
2010-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.98
2010-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.51
2010-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.32
2010-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.22
2010-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.34
2010-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.96
2010-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.94
2010-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.41
2010-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.27
2010-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.7
2010-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.74
2010-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.57
2010-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.16
2010-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.92
2010-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.19
2010-05-28,50000.0,5214000.0,6.09,6.33,5.24,,5214000.0,0.0,50000.0,0.0,,,,50000.0,,,,,,,,5.24,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.55,0.5,50.45,0.0,104.28
2010-05-31,50000.0,5217000.0,5.82,6.33,5.25,,5217000.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.64,0.5,50.36,0.0,104.34
2010-06-01,25000.0,2629750.0,3.01,3.16,2.65,,2629750.0,0.0,25000.0,0.0,,,,,,,,,,,,,,25000.0,0.0,2.61,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,105.19
2010-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.07
2010-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.61
2010-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.28
2010-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.14
2010-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.77
2010-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.14
2010-06-10,12600.0,1317204.0,1.37,1.59,1.31,,1317204.0,0.0,12600.0,0.0,,,,12600.0,,,,,,,,1.31,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.95,0.5,50.05,0.0,104.54
2010-06-11,12600.0,1314684.0,1.33,1.59,1.31,,1314684.0,0.0,12600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.86,0.5,50.14,0.0,104.34
2010-06-14,12600.0,1311534.0,1.42,1.59,1.31,,1311534.0,0.0,12600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.91,0.5,50.09,0.0,104.09
2010-06-15,12600.0,1320102.0,1.43,1.59,1.31,,1320102.0,0.0,12600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.97,0.5,50.03,0.0,104.77
2010-06-16,12600.0,1330308.0,1.42,1.59,1.31,,1330308.0,0.0,12600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.8,0.5,50.2,0.0,105.58
2010-06-17,12600.0,1324512.0,1.4,1.59,1.32,,1324512.0,0.0,12600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.61,0.5,50.39,0.0,105.12
2010-06-18,12600.0,1320984.0,1.48,1.59,1.32,,1320984.0,0.0,12600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.72,0.5,50.28,0.0,104.84
2010-06-21,12600.0,1338372.0,1.56,1.59,1.32,,1338372.0,0.0,12600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.79,0.5,50.21,0.0,106.22
2010-06-22,12600.0,1341018.0,1.64,1.59,1.32,,1341018.0,0.0,12600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.46,0.5001,50.54,0.0,106.43
2010-06-23,12600.0,1328670.0,1.59,1.59,1.33,,1328670.0,0.0,12600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.41,0.5001,50.59,0.0,105.45
2010-06-24,12600.0,1307754.0,1.59,1.59,1.32,,1307754.0,0.0,12600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.64,0.5,50.36,0.0,103.79
2010-06-25,12600.0,1314054.0,1.49,1.59,1.31,,1314054.0,0.0,12600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.96,0.5,50.04,0.0,104.29
2010-06-28,15100.0,1574175.0,1.79,1.91,1.59,,1574175.0,0.0,15100.0,0.0,,,,2500.0,,,,,,,,0.27,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,41.3,0.3721,41.44,0.0,104.25
2010-06-29,15100.0,1551072.0,1.8,1.91,1.59,,1551072.0,0.0,15100.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,41.31,0.3721,41.43,0.0,102.72
2010-06-30,15100.0,1543824.0,1.9,1.91,1.57,,1543824.0,0.0,15100.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,41.18,0.3726,41.67,0.0,102.24
2010-07-01,15100.0,1504564.0,1.93,1.91,1.57,5.0,1504564.0,0.0,15100.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,41.09,0.3728,41.78,0.4341,99.64
2010-07-02,15100.0,1501997.0,1.89,1.91,1.54,5.0,1501997.0,0.0,15100.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,40.65,0.3738,42.41,0.4341,99.47
2010-07-05,15100.0,1508490.0,2.08,1.91,1.54,5.0,1508490.0,0.0,15100.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,40.62,0.3739,42.45,0.4341,99.9
2010-07-06,15100.0,1549864.0,1.72,1.91,1.55,5.0,1549864.0,0.0,15100.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,40.7,0.3737,42.35,0.4888,102.64
2010-07-07,15100.0,1556206.0,1.52,1.91,1.56,5.0,1556206.0,0.0,15100.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,41.35,0.3745,41.88,0.4888,103.06
2010-07-08,15100.0,1547297.0,1.59,1.91,1.57,5.0,1547297.0,0.0,15100.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,41.45,0.3746,41.81,0.4888,102.47
2010-07-09,15100.0,1546089.0,1.53,1.91,1.56,5.0,1546089.0,0.0,15100.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,41.31,0.3744,41.91,0.4888,102.39
2010-07-12,15100.0,1550015.0,1.62,1.91,1.56,5.0,1550015.0,0.0,15100.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,41.29,0.3744,41.92,0.4888,102.65
2010-07-13,18600.0,1906314.0,2.07,2.35,1.93,5.0,1906314.0,0.0,18600.0,0.0,,,0.36,,,,3500.0,,,0.36,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.49,0.4078,52.56,0.602,102.49
2010-07-14,12300.0,1258782.0,1.35,1.56,1.28,5.0,1258782.0,0.0,12300.0,0.0,,,,,,,,,,,,,,6300.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,20.95,0.6687,79.05,0.3981,102.34
2010-07-15,6000.0,598860.0,0.64,0.76,0.63,3.0,598860.0,0.0,6000.0,0.0,,,,,,,,,,,,,,6300.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,42.74,0.5106,57.26,0.1942,99.81
2010-07-16,6000.0,590220.0,0.66,0.76,0.61,3.0,590220.0,0.0,6000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,40.94,0.5164,59.06,0.1942,98.37
2010-07-19,2500.0,243725.0,0.26,0.32,0.25,2.0,243725.0,0.0,2500.0,0.0,,,,,,,,,,,,,,3500.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0809,97.49
2010-07-20,2500.0,244100.0,0.26,0.32,0.24,2.0,244100.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0809,97.64
2010-07-21,2500.0,246975.0,0.28,0.32,0.24,2.0,246975.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0809,98.79
2010-07-22,2500.0,248900.0,0.28,0.32,0.25,2.0,248900.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0809,99.56
2010-07-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,2500.0,0.0,0.25,0.0,0.0,30895.0,3102166.95,3.22,0.0,,0.0,,0.0,100.41
2010-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.39
2010-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.22
2010-07-28,1000.0,100070.0,0.11,0.13,0.1,,100070.0,0.0,1000.0,0.0,,,,1000.0,,,,,,,,0.1,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,100.07
2010-07-29,1000.0,100370.0,0.11,0.13,0.1,,100370.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,100.37
2010-07-30,4000.0,398760.0,0.45,0.51,0.4,2.0,398760.0,0.0,4000.0,0.0,,,0.3,,,,3000.0,,,0.3,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,2.9176,99.69
2010-08-02,4000.0,403520.0,0.45,0.51,0.4,2.0,403520.0,0.0,4000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,2.9176,100.88
2010-08-03,4000.0,401360.0,0.46,0.51,0.4,2.0,401360.0,0.0,4000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,2.9176,100.34
2010-08-04,4000.0,401960.0,0.45,0.57,0.4,2.0,401960.0,0.0,4000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,2.9176,100.49
2010-08-05,4000.0,402200.0,0.46,0.57,0.4,2.0,402200.0,0.0,4000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,2.9176,100.55
2010-08-06,4000.0,398640.0,0.44,0.57,0.4,2.0,398640.0,0.0,4000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,2.9176,99.66
2010-08-09,4000.0,403160.0,0.43,0.57,0.4,2.0,403160.0,0.0,4000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,2.9176,100.79
2010-08-10,9600.0,966240.0,0.98,1.37,0.97,4.0,966240.0,0.0,9600.0,0.0,,,,5600.0,,,,,,,,0.56,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,29.1,0.3441,41.81,7.0022,100.65
2010-08-11,9600.0,955584.0,0.98,1.27,0.98,4.0,955584.0,0.0,9600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,29.18,0.3448,42.06,7.0022,99.54
2010-08-12,9600.0,955104.0,0.99,1.27,0.96,4.0,955104.0,0.0,9600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,29.22,0.3442,41.84,7.0022,99.49
2010-08-13,9600.0,961536.0,1.02,1.27,0.97,4.0,961536.0,0.0,9600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,29.17,0.3446,41.99,7.0022,100.16
2010-08-16,5600.0,562352.0,0.58,0.74,0.56,3.0,562352.0,0.0,5600.0,0.0,,,,,,,,,,,,,,4000.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,49.88,0.5,50.12,4.0846,100.42
2010-08-17,5600.0,566776.0,0.69,0.74,0.56,3.0,566776.0,0.0,5600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.94,0.5,50.06,4.0846,101.21
2010-08-18,5600.0,566328.0,0.79,0.7,0.57,3.0,566328.0,0.0,5600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.86,0.5,50.14,4.0846,101.13
2010-08-19,5600.0,564760.0,0.78,0.7,0.56,3.0,564760.0,0.0,5600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.88,0.5,50.12,4.0846,100.85
2010-08-20,5600.0,566384.0,0.83,0.7,0.56,3.0,566384.0,0.0,5600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.95,0.5,50.05,4.0846,101.14
2010-08-23,5600.0,568680.0,0.82,0.7,0.56,3.0,568680.0,0.0,5600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.88,0.5,50.12,4.0846,101.55
2010-08-24,5600.0,566272.0,0.82,0.7,0.57,3.0,566272.0,0.0,5600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.78,0.5,50.22,4.0846,101.12
2010-08-25,5600.0,561568.0,0.77,0.7,0.56,3.0,561568.0,0.0,5600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.88,0.5,50.12,4.0846,100.28
2010-08-26,5600.0,561680.0,0.73,0.7,0.56,3.0,561680.0,0.0,5600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.91,0.5,50.09,4.0846,100.3
2010-08-27,5600.0,567392.0,0.75,0.7,0.56,3.0,567392.0,0.0,5600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.91,0.5,50.09,4.0846,101.32
2010-08-30,5600.0,568792.0,0.73,0.7,0.57,3.0,568792.0,0.0,5600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.83,0.5,50.17,4.0846,101.57
2010-08-31,23600.0,2371092.0,3.17,2.95,2.37,5.0,2371092.0,0.0,23600.0,0.0,,,1.81,,,,18000.0,,,1.81,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,11.88,0.7906,88.12,17.2137,100.47
2010-09-01,23600.0,2401064.0,3.07,2.95,2.37,5.0,2401064.0,0.0,23600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,11.88,0.7906,88.12,17.2137,101.74
2010-09-02,37600.0,3802488.0,4.77,4.7,3.8,5.0,3802488.0,0.0,37600.0,0.0,,,1.43,,,,14000.0,,,1.43,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,25.88,0.6163,74.12,27.4252,101.13
2010-09-03,37600.0,3824296.0,4.49,4.7,3.8,5.0,3824296.0,0.0,37600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,25.93,0.6159,74.07,27.4252,101.71
2010-09-06,37600.0,3869040.0,4.46,4.7,3.8,5.0,3869040.0,0.0,37600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,25.93,0.6159,74.07,27.4252,102.9
2010-09-07,61400.0,6357970.0,7.25,7.67,6.25,5.0,6357970.0,0.0,61400.0,0.0,,,2.45,,,,23800.0,,,2.45,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,15.75,0.7346,84.25,44.7848,103.55
2010-09-08,61400.0,6356128.0,7.48,7.67,6.33,5.0,6356128.0,0.0,61400.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,15.56,0.7373,84.44,44.7848,103.52
2010-09-09,61400.0,6393582.0,7.51,7.67,6.33,5.0,6393582.0,0.0,61400.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,15.56,0.7372,84.44,44.7848,104.13
2010-09-10,61400.0,6381916.0,7.35,7.67,6.36,5.0,6381916.0,0.0,61400.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,15.48,0.7383,84.52,44.7848,103.94
2010-09-13,61400.0,6375162.0,7.26,7.67,6.35,5.0,6375162.0,0.0,61400.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,15.51,0.738,84.49,44.7848,103.83
2010-09-14,39600.0,4082364.0,4.47,4.95,4.08,5.0,4082364.0,0.0,39600.0,0.0,,,,,,,,,,,,,,21800.0,0.0,2.27,0.0,0.0,0.0,0.0,0.0,0.0,24.13,0.6338,75.87,14.442,103.09
2010-09-15,39600.0,4048308.0,4.63,4.95,4.06,5.0,4048308.0,0.0,39600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,24.26,0.6325,75.74,14.442,102.23
2010-09-16,39600.0,3991680.0,4.74,4.95,4.05,5.0,3991680.0,0.0,39600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,24.32,0.6319,75.68,14.442,100.8
2010-09-17,19600.0,1977640.0,2.51,2.45,1.97,5.0,1977640.0,0.0,19600.0,0.0,,,,,,,,,,,,,,20000.0,0.0,2.08,0.0,0.0,0.0,0.0,0.0,0.0,49.91,0.5,50.09,7.1481,100.9
2010-09-20,19600.0,2002336.0,2.46,2.45,1.97,5.0,2002336.0,0.0,19600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.88,0.5,50.12,7.1481,102.16
