,APX FP Equity_DX_SI_QTY,APX FP Equity_DX_SHORT_INTEREST_VALUE,APX FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,APX FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,APX FP Equity_DX_SI_MV,APX FP Equity_DX_DSS,APX FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,APX FP Equity_DX_SUPPLY_SI_QTY,APX FP Equity_DX_BROKER_SI_QTY,APX FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,APX FP Equity_DX_SUPPLY_SI_QTY_INC_x,APX FP Equity_DX_BROKER_SI_MV_INC_x,APX FP Equity_DX_BROKER_SI_QTY_ADD,APX FP Equity_DX_SUPPLY_SI_MV_DEC,APX FP Equity_DX_BROKER_SI_QTY_INC,APX FP Equity_DX_SUPPLY_SI_QTY_DEC,APX FP Equity_DX_BROKER_SI_MV_INC_y,APX FP Equity_DX_SUPPLY_SI_QTY_INC_y,APX FP Equity_DX_BROKER_SI_MV_ADD,APX FP Equity_DX_SUPPLY_SI_QTY_ADD,APX FP Equity_DX_BROKER_SI_QTY_DEC,APX FP Equity_DX_SUPPLY_SI_MV,APX FP Equity_DX_BROKER_SI_MV_DEC,APX FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,APX FP Equity_DX_UTILIZATION_QUANTITY,APX FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,APX FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,APX FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,APX FP Equity_DX_ACTIVE_UTILIZATION_MV,APX FP Equity_DX_BROKER_SI_MARKET_SHARE_2,APX FP Equity_DX_BROKER_SI_CON_RATIO,APX FP Equity_DX_BROKER_SI_MARKET_SHARE_1,APX FP Equity_DX_DEMAND_SUPPLY_RATIO,APX FP Equity_PX_LAST
2016-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.11
2016-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.45
2016-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.61
2016-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.67
2016-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.85
2016-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.92
2016-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.42
2017-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.32
2017-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.21
2017-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.4
2017-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.67
2017-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.73
2017-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.84
2017-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.79
2017-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.29
2017-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.37
2017-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.0
2017-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.57
2017-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.26
2017-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.49
2017-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.71
2017-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.22
2017-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.26
2017-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.88
2017-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.72
2017-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.46
2017-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.15
2017-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.59
2017-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.26
2017-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.87
2017-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.64
2017-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.2
2017-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.66
2017-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.75
2017-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.19
2017-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.07
2017-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.27
2017-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.25
2017-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.93
2017-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.63
2017-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.96
2017-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.82
2017-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.46
2017-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.27
2017-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.82
2017-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.76
2017-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.95
2017-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.8
2017-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.67
2017-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.49
2017-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.02
2017-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.56
2017-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.34
2017-03-07,7300.0,685251.0,2.34,0.32,0.68,,685251.0,0.0,7300.0,0.0,,,7300.0,,,,,,0.68,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,93.87
2017-03-08,34600.0,3254476.0,11.11,1.4,3.26,,3254476.0,0.0,34600.0,0.0,,1.88,7300.0,,20000.0,,1.88,,0.69,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,21.06,0.6675,78.94,0.0,94.06
2017-03-09,34600.0,3215032.0,11.11,1.4,3.22,,3215032.0,0.0,34600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,21.3,0.6647,78.7,0.0,92.92
2017-03-10,34600.0,3209150.0,11.11,1.4,3.21,,3209150.0,0.0,34600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,21.1,0.6671,78.9,0.0,92.75
2017-03-13,34600.0,3255168.0,11.11,1.4,3.24,,3255168.0,0.0,34600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,20.86,0.6698,79.14,0.0,94.08
2017-03-14,34600.0,3259320.0,11.1,1.4,3.25,,3259320.0,0.0,34600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,21.08,0.6673,78.92,0.0,94.2
2017-03-15,34600.0,3276620.0,11.11,1.39,3.31,,3276620.0,0.0,34600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,21.01,0.6681,78.99,0.0,94.7
2017-03-16,34600.0,3312604.0,8.85,1.38,3.32,,3312604.0,0.0,34600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,20.92,0.6692,79.08,0.0,95.74
2017-03-17,34600.0,3310874.0,8.84,1.38,3.31,,3310874.0,0.0,34600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,21.1,0.6671,78.9,0.0,95.69
2017-03-20,16600.0,1604058.0,4.26,0.66,1.6,,1604058.0,0.0,16600.0,0.0,,0.1,1000.0,,1000.0,,0.1,,0.1,,20000.0,0.0,1.91,0.0,0.0,0.0,0.0,0.0,0.0,44.22,0.447,49.78,0.0,96.63
2017-03-21,16600.0,1580154.0,4.26,0.66,1.59,,1580154.0,0.0,16600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,43.6,0.4471,50.33,0.0,95.19
2017-03-22,16600.0,1584470.0,4.26,0.66,1.58,,1584470.0,0.0,16600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,44.04,0.447,49.94,0.0,95.45
2017-03-23,16600.0,1591774.0,4.26,0.66,1.59,,1591774.0,0.0,16600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,44.09,0.447,49.9,0.0,95.89
2017-03-24,16600.0,1587624.0,4.26,0.65,1.59,,1587624.0,0.0,16600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,43.97,0.4469,49.99,0.0,95.64
2017-03-27,16600.0,1573514.0,4.26,0.63,1.58,,1573514.0,0.0,16600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,43.76,0.4471,50.2,0.0,94.79
2017-03-28,9300.0,887592.0,1.55,0.35,0.88,,887592.0,0.0,9300.0,0.0,,,,,,,,,,,7300.0,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,10.75,0.8081,89.25,0.0,95.44
2017-03-29,2000.0,192460.0,0.33,0.08,0.19,,192460.0,0.0,2000.0,0.0,,,,,,,,,,,7300.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,49.99,0.5,50.01,0.0,96.23
2017-03-30,2000.0,192580.0,0.33,0.08,0.19,,192580.0,0.0,2000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.99,0.5,50.01,0.0,96.29
2017-03-31,2000.0,192260.0,0.33,0.08,0.19,,192260.0,0.0,2000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,96.13
2017-04-03,2000.0,193220.0,0.33,0.08,0.19,,193220.0,0.0,2000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,96.61
2017-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.83
2017-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.1
2017-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.79
2017-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.14
2017-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.67
2017-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.8
2017-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.37
2017-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.89
2017-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.1
2017-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.68
2017-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.74
2017-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.56
2017-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.06
2017-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.67
2017-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.33
2017-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.11
2017-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.75
2017-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.71
2017-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.36
2017-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.93
2017-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.4
2017-05-08,8400.0,812028.0,1.28,0.3,0.8,,812028.0,0.0,8400.0,0.0,,,8400.0,,,,,,0.8,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.99,0.5,50.01,0.0,96.67
2017-05-09,8400.0,824880.0,1.28,0.31,0.81,,824880.0,0.0,8400.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.99,0.5,50.01,0.0,98.2
2017-05-10,16400.0,1610480.0,2.5,0.6,1.61,,1610480.0,0.0,16400.0,0.0,,0.8,,,8000.0,,0.8,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.98,0.5,50.02,0.0,98.2
2017-05-11,16400.0,1612284.0,2.4,0.6,1.61,,1612284.0,0.0,16400.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.96,0.5,50.04,0.0,98.31
2017-05-12,16400.0,1614416.0,3.46,0.6,1.61,,1614416.0,0.0,16400.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.98,0.5,50.02,0.0,98.44
2017-05-15,16400.0,1615892.0,3.45,0.6,1.61,,1615892.0,0.0,16400.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.94,0.5,50.06,0.0,98.53
2017-05-16,8000.0,781440.0,1.67,0.29,0.79,,781440.0,0.0,8000.0,0.0,,,,,,,,,,,8400.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,49.98,0.5,50.02,0.0,97.68
2017-05-17,8000.0,769760.0,1.67,0.29,0.78,,769760.0,0.0,8000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.94,0.5,50.06,0.0,96.22
2017-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.96
2017-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.62
2017-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.74
2017-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.39
2017-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.92
2017-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.6
2017-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.04
2017-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.02
2017-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.6
2017-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.79
2017-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.53
2017-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.86
2017-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.2
2017-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.14
2017-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.1
2017-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.26
2017-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.71
2017-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.14
2017-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.45
2017-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.26
2017-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.91
2017-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.5
2017-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.15
2017-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.02
2017-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.99
2017-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.57
2017-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.14
2017-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.77
2017-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.63
2017-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.87
2017-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.58
2017-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.98
2017-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.76
2017-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.9
2017-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.39
2017-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.34
2017-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.38
2017-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.12
2017-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.35
2017-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.17
2017-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.68
2017-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.08
2017-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.62
2017-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.05
2017-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.3
2017-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.18
2017-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.81
2017-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.48
2017-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.54
2017-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.68
2017-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.27
2017-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.49
2017-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.49
2017-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.95
2017-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.15
2017-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.72
2017-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.12
2017-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.26
2017-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.36
2017-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.97
2017-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.38
2017-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.31
2017-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.72
2017-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.86
2017-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.94
2017-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.21
2017-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.31
2017-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.76
2017-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.21
2017-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.09
2017-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.27
2017-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.18
2017-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.24
2017-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.26
2017-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.61
2017-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.17
2017-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.79
2017-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.69
2017-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.37
2017-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.12
2017-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.19
2017-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.96
2017-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.46
2017-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.8
2017-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.13
2017-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.36
2017-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.05
2017-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.37
2017-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.97
2017-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.85
2017-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.11
2017-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.98
2017-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.25
2017-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.92
2017-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.8
2017-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.37
2017-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.18
2017-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.45
2017-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.3
2017-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.41
2017-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.6
2017-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.11
2017-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.04
2017-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.42
2017-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.19
2017-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.85
2017-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.42
2017-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.77
2017-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.81
2017-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.96
2017-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.25
2017-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.33
2017-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.24
2017-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.27
2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.14
2017-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.62
2017-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.13
2017-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.4
2017-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.23
2017-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.63
2017-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.02
2017-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.48
2017-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.2
2017-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.34
2017-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.42
2017-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.22
2017-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.16
2017-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.34
2017-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.74
2017-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.12
2017-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.78
2017-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.77
2017-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.55
2017-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.48
2017-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.95
2017-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.19
2017-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.76
2017-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.32
2017-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.1
2017-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.86
2017-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.82
2017-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.39
2017-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.43
2017-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.84
2017-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.58
2017-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.52
2017-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.81
2017-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.22
2017-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.08
2017-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.84
2017-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.69
