,DEC FP Equity_DX_SI_QTY,DEC FP Equity_DX_SHORT_INTEREST_VALUE,DEC FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,DEC FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,DEC FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,DEC FP Equity_DX_SI_MV,DEC FP Equity_DX_DSS,DEC FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,DEC FP Equity_DX_SUPPLY_SI_QTY,DEC FP Equity_DX_BROKER_SI_QTY,DEC FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,DEC FP Equity_DX_BROKER_SI_MV_NEW_x,DEC FP Equity_DX_SUPPLY_SI_QTY_NEW_x,DEC FP Equity_DX_SUPPLY_SI_QTY_INC_x,DEC FP Equity_DX_BROKER_SI_MV_INC_x,DEC FP Equity_DX_SUPPLY_SI_MV_NEW,DEC FP Equity_DX_BROKER_SI_QTY_ADD,DEC FP Equity_DX_BROKER_SI_QTY_NEW,DEC FP Equity_DX_SUPPLY_SI_MV_DEC,DEC FP Equity_DX_BROKER_SI_QTY_INC,DEC FP Equity_DX_SUPPLY_SI_QTY_DEC,DEC FP Equity_DX_BROKER_SI_MV_NEW_y,DEC FP Equity_DX_SUPPLY_SI_QTY_NEW_y,DEC FP Equity_DX_BROKER_SI_MV_INC_y,DEC FP Equity_DX_SUPPLY_SI_QTY_INC_y,DEC FP Equity_DX_BROKER_SI_MV_ADD,DEC FP Equity_DX_SUPPLY_SI_QTY_ADD,DEC FP Equity_DX_BROKER_SI_QTY_DEC,DEC FP Equity_DX_SUPPLY_SI_MV,DEC FP Equity_DX_BROKER_SI_MV_DEC,DEC FP Equity_DX_SUPPLY_SI_MV_RMV,DEC FP Equity_DX_BROKER_SI_MV_RMV,DEC FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,DEC FP Equity_DX_UTILIZATION_QUANTITY,DEC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,DEC FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,DEC FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,DEC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,DEC FP Equity_DX_ACTIVE_UTILIZATION_MV,DEC FP Equity_DX_BROKER_SI_MARKET_SHARE_2,DEC FP Equity_DX_BROKER_SI_CON_RATIO,DEC FP Equity_DX_BROKER_SI_MARKET_SHARE_1,DEC FP Equity_DX_DEMAND_SUPPLY_RATIO
2016-09-20,6400272.0,191259817.28,8.72,53.96,3.01,196.73,1.0,169405068.4,4738258.0,5668930.0,141593725.9,,,87167.0,3.74,,,,0.7,91774.0,26512.0,,,3.74,87167.0,,9727.0,8073.0,145.09,0.24,,,28.96,28.96,11624456.0,347374506.97,,355.5,28.98,16.78,0.1115,17.42,0.3912
2016-09-21,6405874.0,188535857.23,8.73,53.8,3.01,195.22,1.0,166429666.74,4722501.0,5654773.0,138991303.03,,,17905.0,0.68,,,,1.12,48904.0,34547.0,,,0.68,17905.0,,885.0,63061.0,143.07,2.51,,,28.67,28.67,11746940.0,345732588.99,,355.29,28.71,17.04,0.1127,17.79,0.389
2016-09-22,6433426.0,189946457.86,8.76,51.8,3.03,194.01,1.0,167329002.67,4711519.0,5667380.0,139107272.73,,,21376.0,0.81,,6600.0,,1.13,28764.0,36172.0,,,0.81,21376.0,0.2,3814.0,22757.0,141.29,1.62,,,28.57,28.57,11781360.0,347843839.47,,353.21,28.57,16.84,0.1126,18.24,0.3901
2016-09-23,6414461.0,185735996.44,8.74,51.26,3.02,192.89,1.0,163604047.58,4713206.0,5650126.0,136474758.02,,,58340.0,0.23,,14114.0,,1.69,32548.0,58022.0,,,0.23,58340.0,0.45,1369.0,63916.0,140.91,1.95,,,28.44,28.44,11859470.0,343400712.5,,353.9,28.48,16.49,0.1119,18.1,0.3871
2016-09-26,6702773.0,190730088.84,9.13,51.26,3.15,197.95,1.0,159021581.81,5044718.0,5588450.0,143549470.09,,,249879.0,0.49,,,,2.65,28805.0,85304.0,,,0.49,249879.0,,166937.0,90481.0,148.26,4.14,,,30.17,30.17,11678732.0,332322994.06,,342.81,30.19,15.43,0.1105,17.33,0.4008
2016-09-27,6553882.0,186493335.83,8.93,50.0,3.08,191.74,1.0,154913390.3,4946773.0,5444077.0,140762405.91,,,24467.0,,,,,3.96,,133114.0,,,,24467.0,,10702.0,144373.0,143.66,5.36,,,29.8,29.8,11650562.0,331521405.43,,338.64,29.79,14.68,0.1106,17.86,0.3949
2016-09-28,6654103.0,189345164.5,9.06,49.52,3.13,193.77,1.0,158469603.95,5094523.0,5569052.0,144966691.3,,,174156.0,3.92,,,,1.98,156159.0,67862.0,,,3.92,174156.0,,41456.0,31184.0,147.67,1.0,,,31.05,31.05,11315435.0,321985232.49,,327.9,31.05,14.63,0.1111,17.53,0.4055
2016-09-29,6443900.0,182194019.7,8.78,46.14,3.03,187.12,1.0,155669534.67,4902043.0,5505773.0,138599748.43,,,2612.0,0.61,,,,5.71,21170.0,196892.0,,,0.61,2612.0,,1800.0,84449.0,141.77,2.74,,,30.28,30.28,11288923.0,319181591.81,,326.48,30.28,15.02,0.1124,18.06,0.398
2016-09-30,6248997.0,176468749.16,8.51,43.37,2.94,180.68,1.0,150545339.09,4698476.0,5331014.0,132682762.16,,,,0.61,,,,5.97,21800.0,203567.0,,,0.61,,,,196559.0,135.26,6.27,,,29.24,29.24,11369453.0,321068028.93,,327.44,29.23,14.88,0.1133,18.25,0.3889
2016-10-03,6127319.0,171349188.79,8.35,39.71,2.88,176.52,1.0,146267456.83,4612714.0,5230415.0,128993578.11,0.22,,83.0,,,10000.0,7821.0,2.48,,85845.0,0.22,,,83.0,0.28,,118420.0,132.4,3.76,,,29.38,29.38,11086840.0,310041151.81,,318.15,29.39,14.89,0.1137,18.11,0.3903
2016-10-04,6159957.0,173682308.78,8.39,38.62,2.9,176.63,1.0,146547416.47,4607484.0,5197569.0,129909747.55,,,44767.0,3.61,,,,3.73,139359.0,125577.0,,,3.61,44767.0,,75580.0,172205.0,131.67,5.18,,0.22,29.32,29.32,11106727.0,313158352.94,,317.6,29.31,13.75,0.1129,18.45,0.392
2016-10-05,6212260.0,174029325.92,8.46,38.31,2.92,178.51,1.0,146942733.4,4697564.0,5245360.0,131596857.89,,,156884.0,2.63,,,,2.04,86651.0,69248.0,,,2.63,156884.0,,2444.0,38860.0,134.58,1.27,,,30.13,30.13,10893987.0,305182528.45,,311.97,30.14,13.72,0.1103,17.64,0.3984
2016-10-06,6285227.0,175240841.28,8.56,38.37,2.96,179.91,1.0,148181426.24,4767377.0,5314708.0,132921079.25,,,104561.0,3.06,,,,1.14,116525.0,39443.0,,,3.06,104561.0,,4695.0,47177.0,136.1,1.48,,,30.39,30.39,10922082.0,304522786.25,,311.82,30.38,12.87,0.1084,17.43,0.4006
2016-10-07,6304380.0,174197426.49,8.59,37.3,2.97,178.78,1.0,146595070.9,4771483.0,5305423.0,131841681.36,,,40854.0,1.32,,,,1.76,57680.0,59350.0,,,1.32,40854.0,,22602.0,66965.0,134.96,2.23,,,30.37,30.37,10938064.0,302231559.58,,309.76,30.35,12.37,0.1073,17.42,0.4013
2016-10-10,6483018.0,178274632.67,8.83,37.63,3.05,183.14,1.0,150429493.8,4890646.0,5470420.0,134486456.64,,,65229.0,4.95,,,,0.18,184282.0,6016.0,,,4.95,65229.0,,59950.0,19285.0,137.71,0.63,,,31.12,31.12,10822468.0,297603910.29,,304.61,31.13,12.07,0.1065,16.96,0.4126
2016-10-11,6705794.0,183874296.2,9.13,37.73,3.16,188.7,1.0,156763932.14,4999369.0,5717094.0,137083760.15,,,82431.0,7.26,,,,1.57,269935.0,55414.0,,,7.26,82431.0,,81706.0,23261.0,140.37,0.7,,,31.78,31.78,10732323.0,294282576.87,,301.44,31.77,13.49,0.107,16.3,0.4263
2016-10-12,6798537.0,186183848.68,9.26,37.11,3.2,190.91,1.0,158193627.57,5131459.0,5776469.0,140529467.73,,,127666.0,3.49,,,,0.88,123598.0,29695.0,,,3.49,127666.0,,34119.0,64223.0,143.58,1.87,,,32.53,32.53,10641145.0,291417010.82,,297.69,32.54,14.87,0.109,16.1,0.431
2016-10-13,6878902.0,188958440.39,9.37,37.58,3.24,192.88,1.0,160980545.83,5122837.0,5860386.0,140720610.63,,,4540.0,2.83,,,,0.78,108805.0,24774.0,,,2.83,4540.0,,11612.0,24888.0,142.92,0.59,,,32.28,32.28,10745735.0,295177533.64,,299.98,32.27,15.74,0.1104,16.11,0.4335
2016-10-14,7101880.0,196198445.93,9.67,37.81,3.34,200.48,1.0,167395767.71,5311971.0,6059297.0,146749938.75,,,219875.0,7.41,,,,1.42,247502.0,53571.0,,,7.41,219875.0,,22830.0,48591.0,149.29,1.17,,,33.49,33.49,10547738.0,291394645.31,,296.4,33.5,14.92,0.1127,18.24,0.4478
2016-10-17,7142441.0,196302789.93,9.73,37.88,3.36,201.69,1.0,168090637.24,5314882.0,6115947.0,146074173.34,,,105628.0,2.87,,,,2.89,94167.0,104869.0,,,2.87,105628.0,,2152.0,37517.0,149.37,0.64,,,33.44,33.44,10579749.0,290773734.84,,297.43,33.43,14.7,0.1119,18.14,0.4494
2016-10-18,7192256.0,201518073.78,9.8,36.91,3.38,203.98,1.0,172369992.67,5366115.0,6151950.0,150351872.69,,,108944.0,1.49,,,,2.5,77831.0,86283.0,,,1.49,108944.0,,28572.0,41828.0,151.27,1.32,,,33.5,33.5,10651462.0,298440726.42,,300.71,33.47,14.54,0.1117,18.42,0.449
2016-10-19,7444294.0,209456404.73,10.14,36.42,3.5,213.9,1.0,179935641.45,5509124.0,6395096.0,155007487.11,,,129320.0,8.87,,3600.0,,1.04,249906.0,45012.0,,,8.87,129320.0,0.1,58701.0,10360.0,157.55,0.14,,,34.28,34.28,10561621.0,297167087.0,,302.08,34.28,14.96,0.1123,18.58,0.4632
2016-10-20,7434424.0,206625513.68,10.13,36.09,3.5,213.63,1.0,177569130.86,5432767.0,6388970.0,150993307.9,,1164.0,27513.0,1.53,0.03,5000.0,,3.13,41761.0,113191.0,,1164.0,1.53,27513.0,0.14,8157.0,52887.0,155.4,1.85,,,33.87,33.87,10607938.0,294827230.51,,303.07,33.9,14.81,0.1125,18.76,0.4635
2016-10-21,7498604.0,208482851.18,10.21,35.97,3.53,213.76,1.0,179623063.64,5579221.0,6460590.0,155118459.57,,,184248.0,2.4,,,,1.16,122570.0,37794.0,,,2.4,184248.0,,,50950.0,158.22,1.8,,,34.75,34.75,10478101.0,291321474.16,,297.11,34.75,14.79,0.112,18.61,0.467
2016-10-24,7746015.0,207989057.88,10.55,36.29,3.64,218.01,1.0,180498601.78,5996147.0,6722204.0,161003169.43,,327215.0,123086.0,6.94,8.83,,,1.36,277148.0,47065.0,,327215.0,6.94,123086.0,,13690.0,15534.0,167.7,0.5,,,36.58,36.58,10395269.0,279124453.76,,290.91,36.57,14.02,0.1107,18.52,0.4726
2016-10-25,7978895.0,214398724.22,10.87,36.43,3.75,219.49,1.0,187330737.33,6046505.0,6971554.0,162473996.46,,,16654.0,4.75,,,,0.84,285414.0,24921.0,,,4.75,16654.0,,58625.0,36064.0,165.42,1.21,,,36.83,36.83,10370830.0,278671761.08,,283.8,36.82,14.0,0.11,17.95,0.486
2016-10-26,8099773.0,214904859.79,11.03,36.49,3.81,221.82,1.0,187904119.8,6137774.0,7082114.0,162848694.76,,,30601.0,3.95,,4756.0,,1.07,165637.0,37624.0,,,3.95,30601.0,0.14,98292.0,59833.0,167.12,1.69,,,37.25,37.25,10339328.0,274325198.26,,281.51,37.25,14.07,0.1116,17.84,0.4916
2016-10-27,8254446.0,217429286.46,11.24,37.31,3.88,224.15,1.0,190871236.3,6232196.0,7246201.0,164161462.73,,,49302.0,3.52,,5400.0,,0.38,170708.0,17267.0,,,3.52,49302.0,0.15,62387.0,12021.0,168.41,0.34,,,37.84,37.84,10238504.0,269691099.7,,276.84,37.82,13.82,0.1116,17.68,0.5012
2016-10-28,8317877.0,220854873.88,11.33,38.16,3.91,224.78,1.0,194130189.31,6320728.0,7311367.0,167826908.87,,,142750.0,4.27,,,,4.11,166409.0,152611.0,,,4.27,142750.0,,98393.0,101243.0,169.79,3.53,,,38.48,38.48,10103389.0,268263488.79,,271.67,38.46,13.85,0.114,18.9,0.5064
2016-10-31,8017476.0,219132873.12,10.92,36.65,3.77,220.27,1.0,193199024.67,5981971.0,7068627.0,163498648.72,,,1227.0,1.54,,,,10.54,32000.0,395061.0,,,1.54,1227.0,,55077.0,274740.0,163.23,6.36,,,36.32,36.32,10486245.0,286609026.96,,286.57,36.29,14.54,0.113,17.61,0.4868
2016-11-01,7976376.0,214487568.56,10.86,34.64,3.75,221.47,1.0,191783935.72,5858461.0,7132072.0,157536085.99,,,130096.0,3.23,,,,8.55,72253.0,304881.0,,,3.23,130096.0,,60291.0,8808.0,161.55,0.0,0.24,,35.62,35.62,10589483.0,284754938.96,9016.0,292.29,35.6,14.2,0.1136,18.21,0.4849
2016-11-02,8290311.0,218618040.5,11.29,35.54,3.9,226.84,1.0,196479219.02,6021953.0,7450775.0,158800745.21,,,159711.0,7.58,,,,0.41,324003.0,11724.0,,,7.58,159711.0,,15505.0,5300.0,163.71,0.15,,,36.7,36.7,10385883.0,273878916.04,,282.19,36.72,13.58,0.1111,18.38,0.5053
2016-11-03,8209397.0,217330112.71,11.18,35.38,3.86,222.42,1.0,195020795.48,6014270.0,7366688.0,159217781.4,,,29804.0,0.67,,,,1.69,48831.0,66253.0,,,0.67,29804.0,,28766.0,132918.0,161.89,4.52,,,36.59,36.59,10420448.0,275864005.4,,280.88,36.56,13.88,0.1133,18.7,0.4995
2016-11-04,8390924.0,200399698.13,11.43,36.06,3.95,219.61,1.0,180252981.26,6042558.0,7547362.0,144313879.99,,,32590.0,2.64,,4756.0,,1.7,180918.0,29161.0,,,2.64,32590.0,0.13,24859.0,5000.0,156.98,0.13,,,36.69,36.69,10427415.0,249037033.14,,270.84,36.69,12.71,0.114,19.64,0.5095
2016-11-07,8380244.0,205777293.82,11.41,33.19,3.94,208.3,1.0,185330968.32,6056677.0,7547571.0,148721994.56,,,59312.0,0.0,,,,2.7,53915.0,67555.0,,,0.0,59312.0,,22362.0,53706.0,149.21,9.14,,,36.78,36.78,10412726.0,255684986.92,,257.28,36.71,13.73,0.1127,18.55,0.5088
2016-11-08,9117695.0,222364538.45,12.42,34.53,4.29,229.52,1.0,199570215.8,6648527.0,8183051.0,162145875.44,,,244456.0,18.67,,,,0.28,647811.0,11099.0,,,18.67,244456.0,,358493.0,12331.0,166.05,0.27,,,40.42,40.42,9800091.0,239006976.22,,244.72,40.42,13.23,0.1126,18.27,0.5543
2016-11-09,9443845.0,231616072.56,12.86,35.31,4.44,238.73,1.0,209322561.58,6839814.0,8534856.0,167750620.19,,,295067.0,11.4,,,,3.66,434350.0,146932.0,,,11.4,295067.0,,43152.0,82545.0,170.97,1.94,,,41.41,41.41,9676874.0,237331251.26,,242.3,41.37,13.17,0.115,20.19,0.5718
2016-11-10,9396803.0,228479966.16,12.8,34.93,4.42,237.17,1.0,207439041.55,6708343.0,8531443.0,163111005.05,,,41106.0,1.89,,,,5.47,68644.0,217310.0,,,1.89,41106.0,,44733.0,72057.0,167.35,2.28,,,40.59,40.59,9818984.0,238745148.97,,245.06,40.58,13.02,0.1157,20.77,0.5686
2016-11-11,9514773.0,235829689.56,12.96,35.0,4.48,240.88,1.0,214133261.86,6738723.0,8639410.0,167023527.85,,,14624.0,5.02,,,,0.14,188759.0,4809.0,,,5.02,14624.0,,20565.0,80792.0,168.33,1.85,,,40.29,40.29,9988663.0,247575354.08,,249.71,40.27,12.57,0.1162,21.36,0.5688
2016-11-14,9592531.0,235215625.66,13.07,36.09,4.51,244.81,1.0,213090151.91,6823298.0,8690213.0,167312079.38,,,89186.0,2.48,,,,1.21,98424.0,51510.0,,,2.48,89186.0,,46899.0,47621.0,172.22,0.37,,,41.11,41.11,9772611.0,239631314.27,,246.99,41.08,12.56,0.1145,20.85,0.578
2016-11-15,9536072.0,231679103.18,12.99,35.97,4.49,239.64,1.0,210643256.19,6805955.0,8670222.0,165350843.69,,,40235.0,0.03,,,,1.65,40765.0,62034.0,,,0.03,40235.0,,4456.0,60756.0,169.54,2.13,,,41.02,41.02,9785406.0,237736678.83,,243.83,41.01,12.57,0.1163,21.14,0.5748
2016-11-16,9669250.0,235341611.03,13.17,36.31,4.55,242.11,1.0,214313095.43,6888201.0,8805272.0,167653160.32,,,109946.0,3.99,,,,0.7,174755.0,28374.0,,,3.99,109946.0,,674.0,39705.0,170.79,1.23,,,41.49,41.49,9715165.0,236459144.45,,240.96,41.48,12.09,0.1175,21.58,0.5824
2016-11-17,9724152.0,239349511.64,13.24,36.62,4.58,244.88,1.0,218025880.92,6924429.0,8857828.0,170437350.17,,,126244.0,3.61,,,,0.93,123869.0,42081.0,,,3.61,126244.0,,18973.0,71313.0,172.76,1.63,1.66,,41.52,41.52,9752433.0,240045617.95,66908.0,243.23,41.53,12.38,0.1152,20.81,0.5831
2016-11-18,9560865.0,236831389.27,13.02,36.09,4.5,242.57,1.0,214951610.22,6773883.0,8677580.0,167795290.66,,,26711.0,1.78,,,,4.83,31562.0,192097.0,,,1.78,26711.0,,14840.0,211810.0,170.58,5.05,,,40.61,40.61,9907867.0,245426946.86,,249.65,40.59,12.84,0.1153,21.3,0.5731
2016-11-21,9410899.0,227160555.05,12.82,35.59,4.43,237.54,1.0,211747264.77,6547846.0,8772351.0,158052098.08,,,117721.0,3.07,,,,9.35,111150.0,373571.0,,,3.07,117721.0,,29813.0,16379.0,163.15,0.36,,,39.28,39.28,10123937.0,244371887.13,,252.32,39.27,12.76,0.1197,21.85,0.5645
2016-11-22,9402837.0,222721875.44,12.81,35.72,4.42,232.19,1.0,207361024.06,6669133.0,8754335.0,157969537.2,,,201389.0,0.0,,,,3.3,63476.0,128705.0,,,0.0,201389.0,,48603.0,81492.0,162.85,3.15,,,40.52,40.52,9789758.0,231886744.59,,239.05,40.52,12.82,0.1228,22.93,0.5713
2016-11-23,9230894.0,219736024.05,12.57,34.16,4.34,227.06,1.0,205842577.71,6636043.0,8647244.0,157967116.1,,,38044.0,0.74,,,,4.03,55844.0,158047.0,,,0.74,38044.0,,86913.0,162935.0,161.05,4.41,,,40.28,40.28,9837696.0,234180590.18,,238.34,40.32,13.26,0.1232,22.98,0.5603
2016-11-24,9168488.0,220184692.47,12.49,34.13,4.31,226.12,1.0,206681254.45,6449888.0,8606205.0,154896489.56,,,8532.0,2.07,,7078.0,,4.71,69063.0,191687.0,,,2.07,8532.0,0.17,,117180.0,156.95,2.69,0.07,,38.97,38.97,10100552.0,242568560.48,3000.0,245.81,38.97,12.6,0.1233,23.09,0.554
2016-11-25,9179078.0,221699953.5,12.5,35.05,4.32,227.66,1.0,207819393.64,6647999.0,8604379.0,160567441.43,,,63149.0,2.03,,,,0.99,55460.0,42170.0,,,2.03,63149.0,,177232.0,57286.0,163.07,1.07,0.0,,40.41,40.41,9801702.0,236738033.78,100.0,240.33,40.42,12.44,0.1243,23.52,0.558
2016-11-28,9211859.0,221858984.04,12.55,35.57,4.33,229.07,1.0,207481521.5,6712053.0,8614889.0,161653501.15,,,73444.0,1.17,,,,0.34,36019.0,15786.0,,,1.17,73444.0,,6396.0,25509.0,164.9,0.14,,,40.82,40.82,9732209.0,234391125.75,,239.25,40.8,12.44,0.1252,23.86,0.5602
2016-11-29,9293076.0,223632648.14,12.66,36.24,4.37,230.27,1.0,208963255.71,6774949.0,8683488.0,163035337.91,,,86895.0,1.9,,,,1.23,92258.0,47663.0,,,1.9,86895.0,,23664.0,23659.0,165.98,0.89,,,41.3,41.3,9628560.0,231705881.95,,235.82,41.31,12.62,0.1235,23.34,0.5665
2016-11-30,9425967.0,227524266.87,12.84,37.74,4.43,234.74,1.0,211800971.88,6853218.0,8774576.0,165423176.34,,,101368.0,3.19,,,,0.61,97276.0,26346.0,,,3.19,101368.0,,3247.0,6188.0,168.53,0.05,,,41.84,41.84,9526487.0,229950621.57,,234.12,41.85,12.73,0.1228,23.44,0.5755
2016-12-01,9540699.0,228468172.63,12.99,37.18,4.49,236.33,1.0,212970712.23,6872819.0,8893534.0,164581274.15,,40250.0,70400.0,3.63,0.99,,,2.26,171390.0,91049.0,,40250.0,3.63,70400.0,,,52432.0,168.24,1.32,,,41.9,41.9,9528220.0,228169341.87,,233.18,41.91,12.49,0.1226,23.59,0.5817
2016-12-02,9614923.0,227415283.39,13.1,37.27,4.52,236.61,1.0,211812601.48,6947486.0,8955255.0,164324196.62,,,57987.0,0.72,,,,0.39,63421.0,15070.0,,,0.72,57987.0,,40942.0,1700.0,168.71,0.14,0.23,,42.11,42.11,9549232.0,225861538.51,9192.0,231.63,42.14,12.35,0.1216,23.44,0.5828
2016-12-05,9621945.0,229988889.18,13.11,37.27,4.53,235.27,1.0,214595894.86,6988188.0,8977955.0,167035417.01,,,55572.0,0.26,,,,0.61,34841.0,24427.0,,,0.26,55572.0,,9557.0,12141.0,168.61,1.42,,,42.26,42.26,9547514.0,228209799.5,,230.55,42.24,12.51,0.121,23.08,0.5819
2016-12-06,9933550.0,239922525.23,13.53,38.82,4.67,245.6,1.0,224889541.18,7108513.0,9311137.0,171690119.81,,,109251.0,9.37,,,,1.46,351618.0,76681.0,,,9.37,109251.0,,87755.0,18436.0,174.0,0.0,,,42.64,42.64,9562041.0,230949562.15,,234.02,42.65,12.55,0.1193,22.26,0.5959
2016-12-07,9990496.0,244777950.52,13.61,39.04,4.7,249.42,1.0,229285231.05,7074029.0,9358168.0,173321356.67,,,50763.0,2.62,,,,2.72,93728.0,127063.0,,,2.62,50763.0,,41816.0,46697.0,174.96,0.0,,,42.48,42.48,9579758.0,234714425.56,,237.15,42.46,13.08,0.1182,21.82,0.5999
2016-12-08,9852429.0,247968996.73,13.42,38.17,4.64,251.41,1.0,232054369.0,6943643.0,9220101.0,174759766.18,,,735.0,1.82,,,,2.45,29100.0,131121.0,,,1.82,735.0,,,167167.0,175.84,2.67,,,41.46,41.46,9805829.0,246796153.44,,248.63,41.43,12.65,0.1187,21.85,0.5882
2016-12-09,9832326.0,256628335.89,13.39,37.48,4.63,257.2,1.0,239047450.39,7027222.0,9158741.0,183413801.35,,,161460.0,0.95,,,,2.41,11579.0,98973.0,,,0.95,161460.0,,21092.0,72939.0,183.08,0.18,,,41.77,41.77,9796122.0,255683394.45,,255.8,41.72,12.8,0.1186,21.78,0.5844
2016-12-12,9905477.0,255621773.69,13.49,37.14,4.66,261.84,1.0,237170383.23,7148341.0,9190476.0,184470834.2,,,100382.0,2.16,,,,1.12,74300.0,44000.0,,,2.16,100382.0,,64737.0,42565.0,188.84,0.0,,,42.48,42.48,9678201.0,249756665.51,,255.54,42.49,12.72,0.117,21.63,0.5887
2016-12-13,9737707.0,257025187.36,13.26,37.34,4.58,258.87,1.0,237417809.22,7030453.0,8994858.0,185567659.78,,,71473.0,3.51,,,,5.91,81006.0,223881.0,,,3.51,71473.0,,34520.0,276624.0,186.47,7.65,,,42.61,42.61,9467707.0,249898581.42,,251.47,42.58,13.26,0.1121,19.27,0.5902
2016-12-14,10247492.0,272290788.49,13.96,38.72,4.82,276.33,1.0,249270022.53,7264691.0,9381120.0,193033421.3,,,287415.0,14.42,,,,1.58,442965.0,62489.0,,,14.42,287415.0,,9312.0,56703.0,196.57,1.08,,,43.74,43.74,9344441.0,248295408.07,,252.81,43.74,12.64,0.1154,21.06,0.617
2016-12-15,10103755.0,267529655.75,13.76,37.74,4.75,273.49,1.0,247917673.07,7209063.0,9363072.0,190883304.54,,,160982.0,2.75,,,,7.63,87676.0,284912.0,,,2.75,160982.0,,68302.0,105724.0,196.0,2.2,,,43.71,43.71,9284425.0,245835238.89,,252.72,43.68,12.64,0.1131,20.25,0.6126
2016-12-16,10235790.0,272431809.91,13.94,37.72,4.82,276.14,1.0,247221023.63,7208356.0,9288572.0,191854802.76,,,160795.0,2.89,,5000.0,,5.59,120241.0,200222.0,,,2.89,160795.0,0.13,38720.0,199741.0,194.69,6.1,,,43.5,43.5,9362210.0,249180944.02,,253.02,43.49,12.49,0.1121,20.13,0.6177
2016-12-19,10717396.0,282358112.12,14.6,42.02,5.04,289.83,2.0,251037437.14,7622276.0,9528565.0,200814774.54,,27701.0,387474.0,9.36,0.75,,,3.78,328564.0,141079.0,,27701.0,9.36,387474.0,,139824.0,88571.0,206.06,2.28,,,45.72,45.72,9050253.0,238435936.43,,244.49,45.74,12.17,0.1096,19.63,0.6428
2016-12-20,10837194.0,290033596.98,14.76,43.82,5.1,293.67,2.0,257824065.2,7754734.0,9633675.0,207538353.16,,,148330.0,3.24,,,,2.42,132363.0,87762.0,,,3.24,148330.0,,71890.0,27253.0,209.71,0.98,,,46.34,46.34,8978034.0,240277279.79,,243.18,46.3,12.28,0.1099,19.53,0.6477
2016-12-21,10629413.0,286089415.77,14.48,43.59,5.0,290.22,2.0,258999612.14,8324123.0,9622914.0,224042803.29,,,559475.0,3.97,,,,0.38,127160.0,14507.0,,,3.97,559475.0,,24421.0,137921.0,227.29,3.25,,,49.63,49.63,8447650.0,227367518.14,,230.7,49.63,13.25,0.1051,16.52,0.6338
2016-12-22,10544707.0,279463956.01,14.36,43.66,4.96,287.16,1.0,253552647.25,8089730.0,9567024.0,214400262.51,,,33768.0,2.44,,,,7.2,102705.0,268161.0,,,2.44,33768.0,,,158595.0,220.52,4.65,,,48.22,48.22,8686207.0,230208555.91,,236.85,48.21,14.16,0.1045,15.49,0.6286
2016-12-23,10585455.0,290203491.76,14.42,44.57,4.98,290.59,1.0,264069823.56,7896251.0,9632204.0,216478140.24,,,57311.0,2.7,,,,7.35,81988.0,259268.0,,,2.7,57311.0,,8478.0,16808.0,216.2,0.0,,,46.92,46.92,8931271.0,244853530.63,,244.98,46.88,14.52,0.1054,15.46,0.6291
2016-12-26,10585455.0,290203491.76,14.42,44.38,4.98,293.07,1.0,264069823.56,7896251.0,9632204.0,216478140.24,,,,,,,,,,,,,,,,,,220.51,,,,46.9,46.9,8940311.0,245101365.0,,248.72,46.99,14.41,0.1054,15.65,0.6287
2016-12-27,10635930.0,292787441.74,14.49,44.59,5.0,296.33,2.0,265542559.63,7953700.0,9646220.0,218950620.71,,,72606.0,0.79,,,,0.75,24516.0,26734.0,,,0.79,72606.0,,11577.0,10500.0,222.51,0.16,,,47.19,47.19,8901388.0,245038715.04,,249.13,47.18,14.3,0.1051,15.69,0.631
2016-12-28,10701618.0,292600587.31,14.58,45.51,5.03,298.8,2.0,265441788.58,8020723.0,9708308.0,219300320.8,,5250.0,38005.0,2.89,0.15,,,0.35,62088.0,12651.0,,5250.0,2.89,38005.0,,36419.0,,224.57,,,,47.56,47.56,8842275.0,241762961.28,,247.65,47.56,14.08,0.1051,16.0,0.6346
2016-12-29,10744437.0,293824045.52,14.63,46.18,5.06,298.03,2.0,264971692.32,8080107.0,9689376.0,220963623.03,,,111729.0,1.32,,,,2.45,88003.0,74172.0,,,1.32,111729.0,,21827.0,106935.0,224.7,2.97,,,47.89,47.89,8790781.0,240398155.5,,244.31,47.91,13.69,0.1044,16.29,0.6369
2016-12-30,11218800.0,307456757.78,15.28,48.51,5.28,311.93,2.0,268830303.29,8217764.0,9809358.0,225211883.24,,,116818.0,3.64,,,,0.56,123482.0,21059.0,,,3.64,116818.0,,41898.0,3500.0,229.0,0.09,,,48.71,48.71,8653148.0,237143796.9,,241.05,48.72,13.11,0.1101,19.62,0.665
