,STP FP Equity_DX_SI_QTY,STP FP Equity_DX_SHORT_INTEREST_VALUE,STP FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,STP FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,STP FP Equity_DX_SI_MV,STP FP Equity_DX_DSS,STP FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,STP FP Equity_DX_SUPPLY_SI_QTY,STP FP Equity_DX_BROKER_SI_QTY,STP FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,STP FP Equity_DX_SUPPLY_SI_QTY_INC_x,STP FP Equity_DX_BROKER_SI_MV_INC_x,STP FP Equity_DX_BROKER_SI_QTY_ADD,STP FP Equity_DX_SUPPLY_SI_MV_DEC,STP FP Equity_DX_BROKER_SI_QTY_INC,STP FP Equity_DX_SUPPLY_SI_QTY_DEC,STP FP Equity_DX_BROKER_SI_MV_INC_y,STP FP Equity_DX_SUPPLY_SI_QTY_INC_y,STP FP Equity_DX_BROKER_SI_MV_ADD,STP FP Equity_DX_SUPPLY_SI_QTY_ADD,STP FP Equity_DX_BROKER_SI_QTY_DEC,STP FP Equity_DX_SUPPLY_SI_MV,STP FP Equity_DX_BROKER_SI_MV_DEC,STP FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,STP FP Equity_DX_UTILIZATION_QUANTITY,STP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,STP FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,STP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,STP FP Equity_DX_ACTIVE_UTILIZATION_MV,STP FP Equity_DX_BROKER_SI_MARKET_SHARE_2,STP FP Equity_DX_BROKER_SI_CON_RATIO,STP FP Equity_DX_BROKER_SI_MARKET_SHARE_1,STP FP Equity_DX_DEMAND_SUPPLY_RATIO,STP FP Equity_PX_LAST
2016-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.45
2016-12-01,700.0,111685.0,1.54,0.47,0.11,,111685.0,0.0,700.0,0.0,,,700.0,,,,,,0.11,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,159.55
2016-12-02,700.0,111314.0,1.08,0.47,0.11,,111314.0,0.0,700.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,159.02
2016-12-05,700.0,112378.0,1.12,0.47,0.11,,112378.0,0.0,700.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,160.54
2016-12-06,700.0,112532.0,0.96,0.47,0.11,,112532.0,0.0,700.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,160.76
2016-12-07,700.0,114961.0,0.96,0.47,0.11,,114961.0,0.0,700.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,164.23
2016-12-08,700.0,116725.0,0.98,0.47,0.11,,116725.0,0.0,700.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,166.75
2016-12-09,700.0,117019.0,0.96,0.47,0.12,,117019.0,0.0,700.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,167.17
2016-12-12,700.0,116249.0,0.97,0.47,0.12,,116249.0,0.0,700.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,166.07
2016-12-13,700.0,115920.0,0.97,0.47,0.12,,115920.0,0.0,700.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,165.6
2016-12-14,700.0,115087.0,1.76,0.47,0.11,,115087.0,0.0,700.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,164.41
2016-12-15,700.0,115010.0,1.75,0.47,0.12,,115010.0,0.0,700.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,164.3
2016-12-16,700.0,115122.0,1.74,0.47,0.12,,115122.0,0.0,700.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,164.46
2016-12-19,700.0,114667.0,1.45,0.47,0.11,,114667.0,0.0,700.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,163.81
2016-12-20,700.0,114793.0,1.45,0.47,0.11,,114793.0,0.0,700.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,163.99
2016-12-21,700.0,114870.0,1.44,0.47,0.11,,114870.0,0.0,700.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,164.1
2016-12-22,700.0,114177.0,1.44,0.47,0.11,,114177.0,0.0,700.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,163.11
2016-12-23,700.0,114107.0,1.48,0.47,0.11,,114107.0,0.0,700.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,163.01
2016-12-26,700.0,114107.0,1.48,0.47,0.11,,114107.0,0.0,700.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,
2016-12-27,700.0,114401.0,1.48,0.47,0.11,,114401.0,0.0,700.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,163.43
2016-12-28,700.0,115913.0,1.47,0.47,0.11,,115913.0,0.0,700.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,165.59
2016-12-29,700.0,115185.0,1.48,0.47,0.12,,115185.0,0.0,700.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,164.55
2016-12-30,700.0,115080.0,1.32,0.47,0.12,,115080.0,0.0,700.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,164.4
2017-01-02,700.0,116039.0,1.32,0.47,0.12,,116039.0,0.0,700.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,165.77
2017-01-03,700.0,116228.0,1.32,0.47,0.12,,116228.0,0.0,700.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,166.04
2017-01-04,700.0,116277.0,0.96,0.47,0.12,,116277.0,0.0,700.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,166.11
2017-01-05,700.0,115941.0,0.99,0.47,0.12,,115941.0,0.0,700.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,165.63
2017-01-06,700.0,115521.0,0.99,0.47,0.12,,115521.0,0.0,700.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,165.03
2017-01-09,700.0,115549.0,0.99,0.47,0.12,,115549.0,0.0,700.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,165.07
2017-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.16
2017-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.92
2017-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.51
2017-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.25
2017-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.65
2017-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.92
2017-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.15
2017-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.1
2017-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.56
2017-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.72
2017-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.21
2017-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.9
2017-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.36
2017-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.83
2017-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.7
2017-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.97
2017-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.86
2017-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.48
2017-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.97
2017-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.45
2017-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.79
2017-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.01
2017-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.84
2017-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.76
2017-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.14
2017-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.62
2017-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.28
2017-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.15
2017-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.24
2017-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.74
2017-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.85
2017-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.7
2017-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.48
2017-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.91
2017-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.49
2017-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.05
2017-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.88
2017-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.92
2017-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.22
2017-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.03
2017-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.07
2017-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.71
2017-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.79
2017-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.9
2017-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.09
2017-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.82
2017-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.29
2017-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.94
2017-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.58
2017-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.06
2017-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.65
2017-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.85
2017-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.0
2017-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.5
2017-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.22
2017-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.99
2017-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.13
2017-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.85
2017-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.32
2017-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.25
2017-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.67
2017-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.07
2017-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.02
2017-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.5
2017-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.49
2017-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.74
2017-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.0
2017-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.72
2017-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.08
2017-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.64
2017-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.04
2017-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.73
2017-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.25
2017-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.39
2017-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.9
2017-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.71
2017-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.07
2017-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.23
2017-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.87
2017-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.23
2017-05-05,2600.0,456196.0,35.44,2.08,0.45,,456196.0,0.0,2600.0,0.0,,,2600.0,,,,,,0.45,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.82,0.5,50.18,0.0,175.46
2017-05-08,5000.0,868900.0,67.6,4.0,0.88,,868900.0,0.0,5000.0,0.0,,0.42,,,2400.0,,0.42,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,173.78
2017-05-09,5000.0,877300.0,44.63,4.0,0.87,,877300.0,0.0,5000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,175.46
2017-05-10,5000.0,878050.0,44.84,4.0,0.88,,878050.0,0.0,5000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,175.61
2017-05-11,5000.0,876850.0,43.22,4.0,0.88,,876850.0,0.0,5000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,175.37
2017-05-12,5000.0,870950.0,12.95,4.0,0.88,,870950.0,0.0,5000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.83,0.5,50.17,0.0,174.19
2017-05-15,2400.0,422808.0,5.86,1.92,0.42,,422808.0,0.0,2400.0,0.0,,,,,,,,,,,2600.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,176.17
2017-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.63
2017-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.65
2017-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.2
2017-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.78
2017-05-22,11200.0,1954960.0,30.77,8.96,1.96,,1954960.0,0.0,11200.0,0.0,,,11200.0,,,,,,1.96,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,174.55
2017-05-23,11200.0,1956416.0,30.77,8.96,1.95,,1956416.0,0.0,11200.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,174.68
2017-05-24,11200.0,1954288.0,30.77,8.96,1.96,,1954288.0,0.0,11200.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,174.49
2017-05-25,11200.0,1952384.0,30.77,8.96,1.95,,1952384.0,0.0,11200.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.97,0.5,50.03,0.0,174.32
2017-05-26,11200.0,1945328.0,30.91,8.96,1.95,,1945328.0,0.0,11200.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.91,0.5,50.09,0.0,173.69
2017-05-29,11200.0,1951488.0,31.11,8.96,1.94,,1951488.0,0.0,11200.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,174.24
2017-05-30,11200.0,1947456.0,30.97,8.96,1.95,,1947456.0,0.0,11200.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,173.88
2017-05-31,11200.0,1929088.0,31.06,8.96,1.95,,1929088.0,0.0,11200.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,172.24
2017-06-01,11200.0,1943424.0,16.82,8.96,1.93,,1943424.0,0.0,11200.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,173.52
2017-06-02,11200.0,1954400.0,16.81,8.96,1.95,,1954400.0,0.0,11200.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.86,0.5,50.14,0.0,174.5
2017-06-05,5600.0,970872.0,7.66,4.48,0.98,,970872.0,0.0,5600.0,0.0,,,,,,,,,,,5600.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,173.37
2017-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.71
2017-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.63
2017-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.63
2017-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.07
2017-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.6
2017-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.47
2017-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.87
2017-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.55
2017-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.18
2017-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.79
2017-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.94
2017-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.73
2017-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.38
2017-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.88
2017-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.63
2017-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.83
2017-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.76
2017-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.24
2017-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.13
2017-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.04
2017-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.91
2017-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.34
2017-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.45
2017-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.63
2017-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.14
2017-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.5
2017-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.15
2017-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.14
2017-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.55
2017-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.04
2017-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.94
2017-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.73
2017-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.71
2017-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.62
2017-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.0
2017-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.78
2017-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.69
2017-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.03
2017-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.43
2017-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.87
2017-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.77
2017-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.78
2017-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.36
2017-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.94
2017-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.71
2017-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.77
2017-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.26
2017-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.91
2017-08-11,7600.0,1304616.0,6.02,6.76,1.33,,1304616.0,0.0,7600.0,0.0,,,7600.0,,,,,,1.33,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,171.66
2017-08-14,7600.0,1319968.0,5.96,6.76,1.3,,1319968.0,0.0,7600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,173.68
2017-08-15,7600.0,1315788.0,7.79,6.76,1.32,,1315788.0,0.0,7600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,173.13
2017-08-16,7600.0,1337980.0,7.79,6.76,1.32,,1337980.0,0.0,7600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,176.05
2017-08-17,7600.0,1339424.0,7.84,6.76,1.34,,1339424.0,0.0,7600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,176.24
2017-08-18,7600.0,1326580.0,7.83,6.76,1.33,,1326580.0,0.0,7600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.76,0.5,50.24,0.0,174.55
2017-08-21,7600.0,1321792.0,7.83,6.76,1.33,,1321792.0,0.0,7600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,173.92
2017-08-22,7600.0,1338892.0,7.86,6.76,1.32,,1338892.0,0.0,7600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,176.17
2017-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.82
2017-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.83
2017-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.67
2017-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.65
2017-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.39
2017-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.82
2017-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.58
2017-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.89
2017-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.0
2017-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.84
2017-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.13
2017-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.21
2017-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.53
2017-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.02
2017-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.41
2017-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.78
2017-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.03
2017-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.4
2017-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.75
2017-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.89
2017-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.85
2017-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.53
2017-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.64
2017-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.49
2017-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.74
2017-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.35
2017-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.08
2017-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.16
2017-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.13
2017-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.07
2017-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.08
2017-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.76
