,ACA FP Equity_DX_SI_QTY,ACA FP Equity_DX_SHORT_INTEREST_VALUE,ACA FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ACA FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ACA FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ACA FP Equity_DX_SI_MV,ACA FP Equity_DX_DSS,ACA FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ACA FP Equity_DX_SUPPLY_SI_QTY,ACA FP Equity_DX_BROKER_SI_QTY,ACA FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ACA FP Equity_DX_BROKER_SI_MV_NEW_x,ACA FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ACA FP Equity_DX_SUPPLY_SI_QTY_INC_x,ACA FP Equity_DX_BROKER_SI_MV_INC_x,ACA FP Equity_DX_SUPPLY_SI_MV_NEW,ACA FP Equity_DX_BROKER_SI_QTY_ADD,ACA FP Equity_DX_BROKER_SI_QTY_NEW,ACA FP Equity_DX_SUPPLY_SI_MV_DEC,ACA FP Equity_DX_BROKER_SI_QTY_INC,ACA FP Equity_DX_SUPPLY_SI_QTY_DEC,ACA FP Equity_DX_BROKER_SI_MV_NEW_y,ACA FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ACA FP Equity_DX_BROKER_SI_MV_INC_y,ACA FP Equity_DX_SUPPLY_SI_QTY_INC_y,ACA FP Equity_DX_BROKER_SI_MV_ADD,ACA FP Equity_DX_SUPPLY_SI_QTY_ADD,ACA FP Equity_DX_BROKER_SI_QTY_DEC,ACA FP Equity_DX_SUPPLY_SI_MV,ACA FP Equity_DX_BROKER_SI_MV_DEC,ACA FP Equity_DX_SUPPLY_SI_MV_RMV,ACA FP Equity_DX_BROKER_SI_MV_RMV,ACA FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ACA FP Equity_DX_UTILIZATION_QUANTITY,ACA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ACA FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ACA FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ACA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ACA FP Equity_DX_ACTIVE_UTILIZATION_MV,ACA FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ACA FP Equity_DX_BROKER_SI_CON_RATIO,ACA FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ACA FP Equity_DX_DEMAND_SUPPLY_RATIO,ACA FP Equity_PX_LAST
2016-03-01,7813878.0,67986133.01,0.66,0.78,0.3,74.89,0.0,39756795.33,5461370.0,4569384.0,47517689.33,,,203043.0,2.75,,,,0.27,240517.0,29277.0,,,2.75,203043.0,,137701.0,,52.52,,,,3.25,3.25,162352128.0,1412575595.46,,1557.35,3.26,22.79,0.1774,26.81,0.0466,9.679
2016-03-02,8212084.0,73370131.46,0.7,0.85,0.31,79.84,0.0,42156275.5,5436576.0,4718417.0,48572602.98,,,15086.0,5.07,,,,5.31,493296.0,562176.0,,,5.07,15086.0,,522296.0,344263.0,53.03,3.14,,,3.24,3.24,162613456.0,1452855407.13,,1580.8,3.25,27.98,0.2035,28.14,0.0489,9.939
2016-03-03,10199658.0,91476345.4,0.87,1.07,0.39,100.94,0.0,46002261.21,7312892.0,5129275.0,65586182.84,,,,5.43,,,,1.58,492282.0,164689.0,,,5.43,,,2041005.0,81424.0,72.49,0.6,,,4.36,4.36,160421424.0,1438750749.42,,1587.96,4.37,26.18,0.2571,39.78,0.0608,9.977
2016-03-04,8653198.0,78330218.02,0.73,0.92,0.33,86.16,0.0,34905574.28,5984846.0,3856045.0,54175842.5,,,,,,,,13.31,,1340654.0,,,,,,12608.0,1273230.0,59.67,12.47,,,3.58,3.58,161312992.0,1460232602.18,,1609.18,3.58,15.34,0.2825,47.58,0.0517,10.07
2016-03-07,8419603.0,74641410.2,0.71,0.91,0.32,84.4,0.0,29576289.21,5895984.0,3336226.0,52269039.32,,,164594.0,1.16,,,,5.54,95181.0,550000.0,,,1.16,164594.0,,296544.0,615000.0,59.18,6.12,,,3.51,3.51,161953712.0,1435751002.81,,1623.32,3.52,16.11,0.2906,49.28,0.0502,9.862
2016-03-08,8394195.0,73978510.0,0.71,0.9,0.32,82.86,0.0,30970365.23,5777733.0,3514146.0,50919484.06,,,85077.0,1.22,,40000.0,,2.04,137920.0,203328.0,,,1.22,85077.0,0.39,,,56.92,,,,3.43,3.43,162597712.0,1432982729.44,,1602.36,3.43,18.09,0.2944,49.04,0.0499,9.804
2016-03-09,6814648.0,60768473.03,0.58,0.74,0.26,69.5,0.0,23685715.68,5255448.0,2656144.0,46864570.27,,,140000.0,,,313584.0,,7.01,,975869.0,,,,140000.0,3.16,313584.0,1171586.0,54.23,11.91,,,3.12,3.12,163080512.0,1454242932.95,,1602.78,3.27,12.88,0.3516,56.79,0.0405,9.92
2016-03-10,7416703.0,66030523.95,0.63,0.79,0.28,72.97,0.0,21529732.97,5873705.0,2418270.0,52293292.4,,,898467.0,0.62,,,,2.78,58538.0,280210.0,,,0.62,898467.0,,,296412.0,57.86,3.03,,,3.5,3.5,162126544.0,1443404251.97,,1599.58,3.49,12.36,0.4631,66.39,0.0441,9.904
2016-03-11,7248645.0,69525556.51,0.62,0.76,0.27,72.22,0.0,22193857.44,5739324.0,2313903.0,55048867.08,,,,,,,,1.31,,134381.0,,,,,,,104367.0,57.1,1.09,,,3.41,3.41,162355376.0,1557235575.59,,1634.04,3.38,12.51,0.4828,67.92,0.0431,10.67
2016-03-14,6963619.0,66353538.88,0.59,0.71,0.26,72.64,0.0,20150311.12,5545157.0,2114719.0,52837582.1,,,,,,,,1.94,,194167.0,,,,,,,199184.0,58.3,2.01,,,3.31,3.31,162230832.0,1545832679.74,,1730.16,3.26,13.29,0.5216,70.63,0.0415,10.6
2016-03-15,7182532.0,66696203.66,0.61,0.73,0.27,75.24,0.0,20851466.49,5740395.0,2245500.0,53304677.79,,,11000.0,0.54,,350000.0,,2.61,51000.0,245718.0,,,0.54,11000.0,3.71,429956.0,270219.0,60.62,2.8,,,3.41,3.41,162593760.0,1509827805.95,,1714.97,3.41,12.39,0.5027,69.39,0.0427,10.33
2016-03-16,7137832.0,65671569.01,0.61,0.73,0.27,73.1,0.0,22163277.73,5608669.0,2408923.0,51602516.46,,,278750.0,2.19,,,,4.77,203423.0,437120.0,,,2.19,278750.0,,26644.0,40000.0,57.71,0.44,,,3.34,3.34,162504960.0,1495125648.16,,1670.94,3.34,12.44,0.4636,66.39,0.0425,10.235
2016-03-17,7363110.0,67380199.13,0.62,0.77,0.28,74.69,0.0,21563775.79,5868648.0,2356426.0,53704300.34,,,307056.0,1.17,,,,0.49,121606.0,47077.0,,,1.17,307056.0,,,174103.0,59.83,1.91,,,3.49,3.49,162504544.0,1487087458.25,,1651.47,3.5,12.98,0.4721,66.99,0.0437,10.18
2016-03-18,8966620.0,82174906.51,0.76,0.95,0.34,91.1,0.0,29526126.06,6810715.0,3221781.0,62417038.8,,,977793.0,11.17,,,,1.09,1085355.0,106416.0,,,11.17,977793.0,,70690.0,220000.0,69.47,2.24,,,4.05,4.05,161367328.0,1478856591.72,,1645.66,4.05,13.05,0.3764,58.41,0.0533,10.195
2016-03-21,8778041.0,79775949.91,0.74,0.94,0.33,89.19,0.0,28719371.41,6405818.0,3160098.0,58216886.42,,,,2.13,,,,4.13,204522.0,404897.0,,,2.13,,,,266205.0,65.33,2.71,,,3.8,3.8,162176176.0,1473877655.96,,1652.84,3.8,13.26,0.383,58.85,0.0521,10.11
2016-03-22,7906467.0,71570682.18,0.67,0.86,0.3,79.73,0.0,32785673.78,5130484.0,3621858.0,46442012.57,,,58000.0,5.34,,,,13.69,524556.0,1333334.0,,,5.34,58000.0,,,62796.0,51.87,0.72,,,3.05,3.05,162840352.0,1474058524.32,,1647.51,3.05,15.37,0.2969,48.41,0.0471,10.07
2016-03-23,10177641.0,90482927.4,0.86,1.13,0.39,102.48,0.0,49303804.14,5361220.0,5545758.0,47663194.26,,,496404.0,17.13,,230000.0,,3.66,1693900.0,352711.0,,,17.13,496404.0,2.43,87043.0,,53.98,,,,3.19,3.19,162859504.0,1447880179.41,,1636.14,3.19,17.69,0.209,35.17,0.0605,9.89
2016-03-24,9340067.0,81206258.83,0.79,1.05,0.35,92.71,0.0,50001169.27,4572126.0,5750964.0,39751882.65,,,623380.0,3.31,,,,16.68,328206.0,1642474.0,,,3.31,623380.0,,230000.0,123000.0,45.19,1.38,,,2.72,2.72,163680768.0,1423105724.13,,1612.93,2.73,19.18,0.1452,19.57,0.0555,9.672
2016-03-25,9340067.0,81206258.83,0.79,1.08,0.35,92.03,0.0,50001169.27,4572126.0,5750964.0,39751882.65,,,,,,,,,,,,,,,,,,44.53,,,,2.72,2.72,163728688.0,1423522359.67,,1585.55,2.73,19.17,0.1451,19.72,0.0555,
2016-03-28,9393083.0,81667201.03,0.8,1.09,0.36,91.38,0.0,50462111.47,4572126.0,5803980.0,39751882.65,,,,0.36,,,,,53016.0,,,,0.36,,,,,44.2,,,,2.71,2.71,164301216.0,1428500145.91,,1589.41,2.71,19.23,0.1453,19.78,0.0556,
2016-03-29,8904828.0,76485559.91,0.76,1.03,0.34,86.08,0.0,47991746.43,4355583.0,5587437.0,37411076.83,,,,1.04,,,,3.29,131566.0,348109.0,,,1.04,,,131566.0,348109.0,42.01,3.47,,,2.64,2.64,160612720.0,1379538584.86,,1545.41,2.65,19.86,0.1449,20.27,0.054,9.555
2016-03-30,7634622.0,65712735.38,0.65,0.9,0.29,73.44,0.0,40434251.8,4069326.0,4697723.0,35025511.75,,,,0.92,,,,5.01,125489.0,543659.0,,,0.92,,,257402.0,1015203.0,39.17,9.84,,,2.42,2.42,163893536.0,1410664805.82,,1561.69,2.45,21.15,0.1668,22.53,0.0455,9.575
2016-03-31,6756489.0,57808273.38,0.57,0.82,0.26,64.64,0.0,37738583.99,3522114.0,4410793.0,30135078.88,,,190000.0,,,,,6.94,,737735.0,,,,190000.0,,523.0,286930.0,33.74,2.82,,,2.1,2.1,164004960.0,1403220454.23,,1567.33,2.11,24.47,0.1944,25.8,0.0403,9.518
2016-04-01,5782552.0,49116636.58,0.49,0.71,0.22,55.03,0.0,28482712.88,5709909.0,3353299.0,48499611.46,,,2863233.0,1.67,,,,6.54,176000.0,675438.0,,,1.67,2863233.0,,,1233494.0,54.12,11.91,,,3.36,3.36,164024448.0,1393213446.65,,1559.33,3.35,27.45,0.2103,29.6,0.0341,9.449
2016-04-04,6925166.0,58697424.71,0.59,0.92,0.26,65.39,0.0,14392772.1,5483199.0,1698070.0,46475371.2,,,,,,,,2.31,,237857.0,,,,,,11147.0,1655229.0,51.72,15.8,,,3.22,3.22,164899536.0,1397681744.92,,1556.05,3.22,21.42,0.3863,57.28,0.0406,9.429
2016-04-05,5493584.0,44800414.75,0.47,0.76,0.21,51.78,0.0,35574116.94,4244514.0,4362223.0,34614194.96,,,24094.0,26.19,,,,11.91,2779153.0,1262779.0,,,26.19,24094.0,,,115000.0,38.97,1.09,,,2.5,2.5,165369280.0,1348593619.59,,1547.69,2.46,8.58,0.5664,74.3,0.0324,9.072
2016-04-06,5677843.0,46461277.37,0.48,0.79,0.22,51.63,0.0,39845419.31,3892650.0,4869346.0,31853204.0,,,,4.05,,455000.0,,3.42,450000.0,351864.0,,,4.05,,4.14,,397877.0,35.4,5.04,,,2.32,2.32,164078480.0,1342639409.05,,1490.55,2.32,15.19,0.5342,71.22,0.0338,9.103
2016-04-07,6548932.0,52364825.06,0.56,0.91,0.25,59.5,0.0,39115835.04,4741119.0,4891966.0,37909672.45,,,1120323.0,1.37,,,,2.46,138673.0,271854.0,,,1.37,1120323.0,,,116053.0,42.47,1.05,,,2.79,2.79,165312480.0,1321827604.15,,1498.37,2.76,19.56,0.4123,59.73,0.0385,8.895
2016-04-08,6910086.0,56532187.46,0.59,0.97,0.26,62.01,0.0,40455950.6,5049196.0,4945043.0,41308037.96,,,48077.0,0.04,,48077.0,,1.3,5000.0,140717.0,,,0.04,48077.0,0.43,400717.0,,45.68,,,,2.96,2.96,165348064.0,1352731029.6,,1479.45,2.99,19.99,0.4189,60.16,0.0406,9.101
2016-04-11,10385670.0,85806563.41,0.88,1.48,0.39,94.88,0.0,62926721.69,5237424.0,7616389.0,43271676.7,,,515581.0,2.51,,2400000.0,,0.0,271346.0,616010.0,,,2.51,515581.0,21.84,288657.0,,53.58,,,,3.07,3.07,165349728.0,1366121966.11,,1502.07,3.44,25.92,0.255,38.99,0.0609,9.191
2016-04-12,12778682.0,106106070.17,1.08,1.82,0.48,117.91,0.0,64169780.4,7529743.0,7728165.0,62522209.97,,,2296599.0,1.09,,,,0.12,111776.0,17168.0,,,1.09,2296599.0,,12888.0,,69.5,,,,4.38,4.38,164393120.0,1365016198.52,,1514.6,4.39,30.92,0.2503,32.62,0.0743,9.237
2016-04-13,11076102.0,96996998.44,0.94,1.58,0.42,104.58,0.0,62684967.77,6855505.0,7158006.0,60035868.92,,,,0.51,,,,11.33,50851.0,1227345.0,,,0.51,,,553107.0,621010.0,66.08,5.57,,,3.98,3.98,165241504.0,1447073158.61,,1548.21,4.09,26.71,0.2245,29.58,0.0644,9.742
2016-04-14,10943614.0,96663106.85,0.93,1.53,0.41,107.38,0.0,62535825.31,6461906.0,7079929.0,57076931.82,,,,,,,,0.0,,603330.0,,,,,,209731.0,78077.0,68.95,0.62,,,3.72,3.72,167073824.0,1475735063.46,,1613.96,4.1,26.2,0.2288,30.34,0.0631,9.826
2016-04-15,11785386.0,102901196.25,1.0,1.65,0.45,115.6,0.0,69545091.33,6291317.0,7965075.0,54931085.44,,,,9.23,,,,11.61,890146.0,561802.0,,,9.23,,,391213.0,5000.0,61.29,0.05,,,3.65,3.65,166054000.0,1449859617.88,,1622.53,3.64,22.87,0.2188,32.3,0.0684,9.713
2016-04-18,10962218.0,95891283.24,0.93,1.57,0.42,106.97,0.0,62590237.71,4837222.0,7155268.0,42313282.3,,,173490.0,3.31,,,,18.62,332200.0,1920663.0,,,3.31,173490.0,,293078.0,1142007.0,47.01,11.48,,,2.84,2.84,165624960.0,1448793478.81,,1611.07,2.84,23.53,0.1835,24.17,0.0643,9.731
2016-04-19,9979645.0,87457767.4,0.85,1.44,0.38,97.97,0.0,56663545.76,5138028.0,6465773.0,45027699.66,,,190538.0,5.2,,135000.0,,,499729.0,,,,5.2,190538.0,1.37,110268.0,1324224.0,50.01,12.84,,,3.01,3.01,165278720.0,1448439082.78,,1607.86,3.02,24.16,0.1756,26.71,0.0586,9.749
2016-04-20,10150451.0,90907286.13,0.86,1.48,0.38,100.71,0.0,59392321.55,7462123.0,6631579.0,66830661.09,,,368528.0,1.85,,,,0.19,165806.0,20000.0,,,1.85,368528.0,,1975567.0,,73.33,,,,4.39,4.39,162621616.0,1456436741.29,,1596.07,4.39,23.86,0.1716,25.85,0.0597,9.963
2016-04-21,11014340.0,99159118.12,0.93,1.62,0.42,111.33,0.0,67479667.13,7462123.0,7495468.0,67179471.13,,,,9.32,,,,,863889.0,,,,9.32,,,,,74.22,,,,4.39,4.39,162634624.0,1464155445.76,,1622.7,4.37,22.26,0.174,23.68,0.0648,10.015
2016-04-22,11444938.0,103807285.38,0.97,1.68,0.43,116.36,0.0,71890594.35,7492937.0,7926066.0,67962050.07,,,,4.5,,,,,430598.0,,,,4.5,,,30814.0,,75.34,,,,4.4,4.4,162696208.0,1475678740.54,,1634.2,4.41,22.69,0.178,25.12,0.0672,10.09
2016-04-25,11689442.0,103618657.88,0.99,1.76,0.44,118.39,0.0,72426339.73,7537937.0,8170570.0,66818494.43,,,45000.0,5.66,,,,,544504.0,,,,5.66,45000.0,,,300000.0,75.49,3.18,,,4.43,4.43,162527040.0,1440687566.95,,1630.5,4.43,22.41,0.1936,29.45,0.0687,9.861
2016-04-26,11996751.0,108327023.33,1.02,1.89,0.45,120.26,0.0,79691489.2,6988594.0,8825489.0,63104884.42,,,30316.0,5.86,,,,6.28,654919.0,621828.0,,,5.86,30316.0,,42169.0,,69.32,,,,4.12,4.12,162827360.0,1470281680.89,,1612.16,4.12,21.52,0.1992,31.21,0.0706,10.045
2016-04-27,12257485.0,109392201.49,1.04,2.02,0.46,124.06,0.0,81090202.21,7093594.0,9086223.0,63306939.73,,,105000.0,4.23,,,,,347086.0,,,,4.23,105000.0,,,86352.0,70.95,0.85,,,4.17,4.17,162927504.0,1454050186.16,,1630.41,4.17,21.2,0.2051,32.89,0.0721,9.928
2016-04-28,11948339.0,107406548.19,1.01,2.0,0.45,119.95,0.0,99444638.93,6672835.0,11062624.0,59983749.54,,,480320.0,20.81,,,,23.77,2177888.0,2390759.0,,,20.81,480320.0,,1489680.0,201487.0,66.15,2.04,,,4.0,4.0,160069952.0,1438908036.71,,1589.94,3.99,34.88,0.2681,35.16,0.0717,10.0
2016-04-29,11678181.0,101398280.82,0.99,1.96,0.44,116.85,0.0,80413425.22,6703975.0,9261326.0,58208683.33,,,,14.58,,,,0.19,1450000.0,18860.0,,,14.58,,,50000.0,3251298.0,66.51,32.45,,,4.02,4.02,159941296.0,1388724189.68,,1581.59,4.04,27.57,0.2218,28.02,0.0701,9.659
2016-05-02,11674580.0,100716351.27,0.99,1.93,0.44,114.01,0.0,79866195.02,6703975.0,9257725.0,57835048.54,,,,,,,,,,,,,,,,,3601.0,65.01,0.29,,,4.07,4.07,157978096.0,1362873645.99,,1531.07,4.07,27.8,0.2214,27.85,0.0709,9.597
2016-05-03,13278856.0,109590743.22,1.13,2.26,0.5,128.61,0.0,86036194.5,6230893.0,10424806.0,51423721.65,,,50000.0,11.73,,,,9.65,1167081.0,960277.0,,,11.73,50000.0,,437195.0,,59.6,,,,3.82,3.82,156988688.0,1295631716.74,,1494.06,3.84,23.94,0.2246,33.76,0.0814,9.181
2016-05-04,14013608.0,115553893.14,1.19,2.35,0.53,130.53,0.0,89726504.53,6859017.0,10881434.0,56558319.42,,,382000.0,1.97,,,,,456628.0,,,,1.97,382000.0,,246124.0,,63.07,,,,4.22,4.22,155544528.0,1282594444.46,,1432.71,4.22,22.61,0.2136,32.69,0.0863,9.173
2016-05-05,13339448.0,107560676.49,1.13,2.2,0.51,124.33,0.0,82143585.18,7599017.0,10187274.0,61273555.63,,,740000.0,6.74,,,,,720000.0,,,,6.74,740000.0,,,1414160.0,70.01,13.0,,,4.69,4.69,154292624.0,1244115874.55,,1412.2,4.72,23.88,0.2246,34.35,0.0824,8.97
2016-05-06,11951959.0,97017497.6,1.01,1.95,0.45,108.79,0.0,81741247.95,8126573.0,10070019.0,65965736.37,,,205738.0,4.0,,,,4.06,480000.0,382210.0,,,4.0,205738.0,,704028.0,597255.0,72.89,7.19,,,5.0,5.0,154324624.0,1252697473.09,,1388.12,4.99,17.8,0.228,38.75,0.0736,9.03
2016-05-09,17175524.0,139156209.44,1.46,2.8,0.65,156.72,0.0,120818006.09,11700917.0,14912109.0,94800907.19,,,304828.0,44.06,,,,0.04,4865889.0,23799.0,,,44.06,304828.0,,3293315.0,23799.0,105.83,0.1,,,7.18,7.18,151359280.0,1226313891.13,,1367.91,7.18,25.8,0.2934,45.47,0.1053,9.013
2016-05-10,18588884.0,152395231.92,1.58,3.04,0.7,169.85,0.0,132744650.44,13681030.0,16191943.0,112159704.68,,,1393027.0,12.5,,,,0.59,1340204.0,60370.0,,,12.5,1393027.0,,647456.0,60370.0,123.56,0.57,,,8.26,8.26,152037984.0,1246436517.22,,1375.5,8.24,25.57,0.2601,41.21,0.1122,9.12
2016-05-11,24871128.0,203473483.59,2.11,4.04,0.94,228.95,0.0,179952328.46,19431076.0,21996072.0,158967808.92,,,5458711.0,50.47,,350000.0,,2.99,5477397.0,335203.0,,,50.47,5458711.0,3.19,626537.0,23268.0,176.78,0.0,,,11.44,11.44,150368496.0,1230181506.17,,1369.09,11.44,24.65,0.2022,30.34,0.1465,9.101
2016-05-12,35157320.0,273499084.12,2.98,5.65,1.33,322.3,1.0,212556913.87,24764912.0,27323424.0,192653500.05,,,418734.0,48.66,,,,5.93,5327353.0,654408.0,,,48.66,418734.0,,5569511.0,,223.23,,,,14.56,14.56,145364704.0,1130834586.01,,1311.93,14.54,21.51,0.2418,40.95,0.2067,8.654
2016-05-13,58724272.0,456358204.45,4.98,9.03,2.22,515.4,1.0,359301605.88,33228696.0,46235008.0,258226922.64,,,1690070.0,173.07,,,,4.57,20265514.0,380597.0,,,173.07,1690070.0,,7154312.0,1353931.0,288.87,14.47,,,19.61,19.61,136217152.0,1058571060.75,,1184.27,19.61,12.53,0.3232,54.44,0.3466,8.645
2016-05-16,60337752.0,466673081.67,5.12,9.18,2.29,529.31,1.0,354444372.56,39586620.0,45827320.0,306176636.28,,,1664652.0,42.86,,930600.0,,0.78,4876349.0,57078.0,,,42.86,1664652.0,8.5,4750348.0,6214639.0,342.29,54.56,,,23.3,23.3,130337808.0,1008077770.57,,1124.71,23.33,12.23,0.228,43.68,0.3551,8.604
2016-05-17,84652864.0,657169672.44,7.18,12.92,3.21,740.33,1.0,424855996.68,57342448.0,54727536.0,445155851.66,,,6378343.0,78.25,,99097.0,,4.03,8801120.0,462998.0,,,78.25,6378343.0,0.86,11840485.0,,495.09,,,,33.42,33.42,114258080.0,886998282.86,,983.69,33.48,13.88,0.2011,38.41,0.4933,8.636
2016-05-18,103785600.0,818667310.08,8.81,15.96,3.93,912.91,1.0,587664639.5,66364792.0,74500504.0,523489633.92,,,4359029.0,184.96,,1400000.0,,17.02,20877436.0,1977544.0,,,184.96,4359029.0,12.02,6640858.0,2504467.0,579.11,21.5,,,38.24,38.24,107197368.0,845579549.65,,931.42,38.34,15.23,0.2316,43.32,0.598,8.775
2016-05-19,110417168.0,867801319.25,9.37,17.15,4.18,983.69,1.0,633475938.52,74640192.0,80602112.0,586619438.44,,,5924871.0,47.69,,1474000.0,,0.94,5175884.0,107054.0,,,47.69,5924871.0,14.23,2457585.0,548274.0,657.3,4.51,,,41.82,41.82,103832384.0,816049545.99,,910.04,41.94,14.37,0.2119,40.71,0.6187,8.743
2016-05-20,119817696.0,952453567.34,10.17,18.56,4.54,1063.81,1.0,663260400.99,85941120.0,83437488.0,683162246.12,,,4890620.0,40.95,,,,11.5,4714527.0,1290171.0,,,40.95,4890620.0,,7700477.0,1879150.0,755.46,16.77,,,48.49,48.49,91284960.0,725641442.78,,798.37,48.62,12.77,0.1848,37.58,0.6761,8.843
2016-05-23,122223216.0,966191898.79,10.37,18.97,4.63,1094.75,1.0,664466851.47,88995016.0,84055016.0,703518253.78,,,892939.0,38.21,,,,18.41,4135951.0,2119265.0,,,38.21,892939.0,,4280223.0,3518423.0,788.94,29.45,,,50.72,50.72,86468296.0,683544172.96,,762.06,50.87,13.67,0.1779,36.77,0.6966,8.794
2016-05-24,147014448.0,1201552269.83,12.48,23.0,5.57,1319.58,2.0,823910414.99,97924064.0,100808544.0,800335497.43,,,2045893.0,145.93,,3000000.0,,21.62,16077863.0,2435436.0,,,145.93,2045893.0,27.69,9318590.0,2324337.0,872.97,21.08,,,56.23,56.23,76236512.0,623082664.89,,677.98,56.29,17.54,0.1499,30.16,0.8441,9.092
2016-05-25,155981632.0,1335414446.86,13.24,24.46,5.91,1442.65,2.0,931342639.24,104705240.0,108784464.0,896418946.03,,,2630910.0,92.95,,,,9.28,8662665.0,1072720.0,,,92.95,2630910.0,,5222982.0,686747.0,963.32,3.74,,,59.72,59.72,70617320.0,604580091.37,,649.07,59.74,17.08,0.141,28.5,0.8897,9.524
2016-05-26,165581152.0,1434121155.38,14.54,25.82,6.27,1580.95,2.0,954298700.76,108541872.0,110181680.0,940096097.89,,,3387200.0,19.44,,1000000.0,,3.38,1266744.0,530691.0,,,19.44,3387200.0,9.3,980128.0,869522.0,1032.61,4.7,,,62.13,62.13,66172640.0,573130345.97,,631.02,62.07,18.66,0.1364,27.14,0.9477,9.635
2016-05-27,165998192.0,1446803623.0,14.58,25.27,6.29,1602.78,2.0,964775560.43,109260576.0,110692976.0,952291078.01,,,332498.0,63.53,,228000.0,,3.58,6204200.0,391510.0,,,63.53,332498.0,2.07,777716.0,5920905.0,1042.16,50.6,,,62.29,62.29,66137712.0,576441708.1,,633.75,62.18,18.55,0.1218,23.45,0.9464,9.092
2016-05-30,166344752.0,1450621471.12,14.61,24.71,6.3,1570.51,2.0,967141350.37,108921888.0,110903424.0,949861222.0,,,896401.0,0.67,,,,14.86,326636.0,1481210.0,,,0.67,896401.0,,246125.0,116191.0,992.57,1.34,,,62.06,62.06,66580816.0,580622833.56,,609.61,61.95,14.9,0.1156,23.56,0.9478,9.097
2016-05-31,163645152.0,1415784512.21,14.37,24.37,6.2,1522.05,2.0,988665289.2,101242520.0,114276064.0,875904907.91,,,401958.0,60.79,,,,75.42,8980785.0,8316989.0,,,60.79,401958.0,,427161.0,5608140.0,923.06,51.81,,,57.76,57.76,74027448.0,640452302.29,,675.28,57.75,15.13,0.1361,28.53,0.9337,9.025
2016-06-01,156069696.0,1322118073.53,13.71,22.93,5.91,1441.03,2.0,941092509.03,97055824.0,111091456.0,822192022.8,,,6837939.0,78.99,,399334.0,,102.52,8665000.0,11179695.0,,,78.99,6837939.0,3.67,155052.0,12248942.0,875.4,119.3,,,54.88,54.88,79792960.0,675952585.68,,719.42,54.89,13.94,0.128,27.42,0.8825,8.837
2016-06-02,135754704.0,1154968265.72,11.92,19.77,5.14,1227.01,2.0,844701195.41,85370336.0,99285984.0,726310219.89,,,44404.0,3.06,,,,108.13,327911.0,11877777.0,,,3.06,44404.0,,156393.0,12133383.0,760.21,124.14,,,48.55,48.55,90466416.0,769666438.91,,802.42,48.65,11.04,0.1429,31.45,0.7721,8.875
2016-06-03,113770440.0,942956094.1,9.99,16.54,4.31,1018.53,1.0,695627947.13,73588216.0,83929568.0,609916395.96,,,158965.0,2.57,,,,107.48,308000.0,11941312.0,,,2.57,158965.0,,222.0,15664420.0,647.01,148.07,,,41.37,41.37,104275928.0,864263351.5,,916.97,41.37,11.75,0.1813,37.97,0.6396,8.646
2016-06-06,106965976.0,889225135.1,9.39,15.24,4.05,941.06,1.0,638409954.24,67932152.0,76795112.0,564730761.12,,,1050487.0,9.64,,,,59.28,1115202.0,6715855.0,,,9.64,1050487.0,,9307.0,8249660.0,590.24,83.59,,,38.06,38.06,110546632.0,918991696.72,,957.82,38.13,12.54,0.1972,39.98,0.5993,8.672
2016-06-07,104012560.0,877435619.07,9.13,14.85,3.94,917.65,1.0,636999915.16,65454736.0,75510944.0,552167130.62,,,373.0,2.05,,,,21.3,133981.0,2477788.0,,,2.05,373.0,,,1418151.0,571.45,13.08,,,36.73,36.73,112726208.0,950942752.51,,981.63,36.79,12.84,0.2058,40.95,0.5837,8.8
2016-06-08,101913072.0,845167926.61,8.95,14.65,3.86,906.3,1.0,599462368.01,61303716.0,72285104.0,508393413.41,,,1238972.0,8.35,,,,51.0,717927.0,5691177.0,,,8.35,1238972.0,,301183.0,3943765.0,536.89,35.01,,,35.17,35.17,113005216.0,937155383.79,,990.57,35.15,13.29,0.2212,42.42,0.5847,8.651
2016-06-09,94953560.0,769247611.36,8.34,13.65,3.6,834.21,1.0,556645556.34,57753932.0,68710616.0,467882133.51,,,63334.0,12.33,,183157.0,,30.0,1540159.0,4186845.0,,,12.33,63334.0,1.68,573727.0,5297807.0,505.75,52.97,,,33.27,33.27,115835680.0,938420003.94,,994.98,33.7,14.42,0.224,42.84,0.547,8.451
