,ALGEC FP Equity_DX_SI_QTY,ALGEC FP Equity_DX_SHORT_INTEREST_VALUE,ALGEC FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALGEC FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALGEC FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALGEC FP Equity_DX_SI_MV,ALGEC FP Equity_DX_DSS,ALGEC FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALGEC FP Equity_DX_SUPPLY_SI_QTY,ALGEC FP Equity_DX_BROKER_SI_QTY,ALGEC FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALGEC FP Equity_DX_BROKER_SI_MV_NEW_x,ALGEC FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALGEC FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALGEC FP Equity_DX_BROKER_SI_MV_INC_x,ALGEC FP Equity_DX_SUPPLY_SI_MV_NEW,ALGEC FP Equity_DX_BROKER_SI_QTY_ADD,ALGEC FP Equity_DX_BROKER_SI_QTY_NEW,ALGEC FP Equity_DX_SUPPLY_SI_MV_DEC,ALGEC FP Equity_DX_BROKER_SI_QTY_INC,ALGEC FP Equity_DX_SUPPLY_SI_QTY_DEC,ALGEC FP Equity_DX_BROKER_SI_MV_NEW_y,ALGEC FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALGEC FP Equity_DX_BROKER_SI_MV_INC_y,ALGEC FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALGEC FP Equity_DX_BROKER_SI_MV_ADD,ALGEC FP Equity_DX_SUPPLY_SI_QTY_ADD,ALGEC FP Equity_DX_BROKER_SI_QTY_DEC,ALGEC FP Equity_DX_SUPPLY_SI_MV,ALGEC FP Equity_DX_BROKER_SI_MV_DEC,ALGEC FP Equity_DX_SUPPLY_SI_MV_RMV,ALGEC FP Equity_DX_BROKER_SI_MV_RMV,ALGEC FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALGEC FP Equity_DX_UTILIZATION_QUANTITY,ALGEC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALGEC FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALGEC FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALGEC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALGEC FP Equity_DX_ACTIVE_UTILIZATION_MV,ALGEC FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALGEC FP Equity_DX_BROKER_SI_CON_RATIO,ALGEC FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALGEC FP Equity_DX_DEMAND_SUPPLY_RATIO
2013-04-02,84534.0,,0.39,,0.25,0.14,0.0,,39534.0,74534.0,,,,,,,,,,,,,,,,,,,0.06,,,,100.0,37.73,0.0,,,0.0,100.0,13.62,0.7647,86.38,
2013-04-03,84534.0,,0.39,,0.25,0.14,0.0,,39534.0,74534.0,,,,,,,,,,,,,,,,,,,0.06,,,,100.0,37.73,0.0,,,0.0,100.0,13.6,0.765,86.4,
2013-04-04,84534.0,,0.39,,0.25,0.14,0.0,,39534.0,74534.0,,,,,,,,,,,,,,,,,,,0.06,,,,100.0,37.73,0.0,,,0.0,100.0,13.47,0.7669,86.53,
2013-04-05,84534.0,,0.39,,0.25,0.14,0.0,,39534.0,74534.0,,,,,,,,,,,,,,,,,,,0.06,,,,100.0,37.73,0.0,,,0.0,100.0,13.4,0.7679,86.6,
2013-04-08,84534.0,,0.39,,0.25,0.14,0.0,,39534.0,74534.0,,,,,,,,,,,,,,,,,,,0.06,,,,100.0,37.73,0.0,,,0.0,100.0,13.36,0.7684,86.64,
2013-04-09,84534.0,,0.39,,0.25,0.14,0.0,,39534.0,74534.0,,,,,,,,,,,,,,,,,,,0.06,,,,100.0,37.73,0.0,,,0.0,100.0,13.32,0.7692,86.68,
2013-04-10,84534.0,,0.39,,0.25,0.14,0.0,,69534.0,74534.0,,,,30000.0,0.05,,,,,30000.0,,,,0.05,30000.0,,,30000.0,0.12,0.05,,,100.0,66.36,0.0,,,0.0,100.0,13.54,0.7659,86.46,
2013-04-11,84534.0,,0.39,,0.25,0.14,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.12,,,,100.0,66.36,0.0,,,0.0,100.0,13.51,0.7663,86.49,
2013-04-12,84534.0,,0.39,,0.25,0.14,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.12,,,,100.0,66.36,0.0,,,0.0,100.0,13.55,0.7657,86.45,
2013-04-15,84534.0,,0.39,,0.25,0.14,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.12,,,,100.0,66.36,0.0,,,0.0,100.0,13.55,0.7657,86.45,
2013-04-16,84534.0,,0.39,,0.25,0.14,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.12,,,,100.0,66.36,0.0,,,0.0,100.0,13.49,0.7666,86.51,
2013-04-17,84534.0,,0.39,,0.25,0.15,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.12,,,,100.0,66.36,0.0,,,0.0,100.0,13.52,0.7662,86.48,
2013-04-18,84534.0,,0.39,,0.25,0.14,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.12,,,,100.0,66.36,0.0,,,0.0,100.0,13.34,0.7689,86.66,
2013-04-19,84534.0,,0.39,,0.25,0.14,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.12,,,,100.0,66.36,0.0,,,0.0,100.0,13.52,0.7661,86.48,
2013-04-22,84534.0,,0.39,,0.25,0.14,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.12,,,,100.0,66.36,0.0,,,0.0,100.0,13.57,0.7654,86.43,
2013-04-23,84534.0,,0.39,,0.25,0.14,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.12,,,,100.0,66.36,0.0,,,0.0,100.0,13.62,0.7647,86.38,
2013-04-24,84534.0,,0.39,,0.25,0.14,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.12,,,,100.0,66.36,0.0,,,0.0,100.0,13.36,0.7685,86.64,
2013-04-25,84534.0,,0.39,,0.25,0.14,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.12,,,,100.0,66.36,0.0,,,0.0,100.0,13.32,0.7691,86.68,
2013-04-26,84534.0,,0.39,,0.25,0.14,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.12,,,,100.0,66.36,0.0,,,0.0,100.0,13.37,0.7683,86.63,
2013-04-29,84534.0,,0.39,,0.25,0.14,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.12,,,,100.0,66.36,0.0,,,0.0,100.0,13.28,0.7697,86.72,
2013-04-30,84534.0,,0.39,,0.25,0.14,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.12,,,,100.0,66.36,0.0,,,0.0,100.0,13.53,0.766,86.47,
2013-05-01,84534.0,,0.39,,0.25,0.14,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.12,,,,100.0,66.36,0.0,,,0.0,100.0,13.51,0.7663,86.49,
2013-05-02,84534.0,,0.39,,0.25,0.15,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.12,,,,100.0,66.36,0.0,,,0.0,100.0,13.47,0.7669,86.53,
2013-05-03,84534.0,,0.39,,0.25,0.14,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.12,,,,100.0,66.36,0.0,,,0.0,100.0,13.51,0.7663,86.49,
2013-05-06,84534.0,,0.39,,0.25,0.14,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.12,,,,100.0,66.36,0.0,,,0.0,100.0,13.52,0.7661,86.48,
2013-05-07,84534.0,,0.39,,0.25,0.14,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.12,,,,100.0,66.36,0.0,,,0.0,100.0,13.52,0.7661,86.48,
2013-05-08,84534.0,,0.39,,0.25,0.14,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.12,,,,100.0,66.36,0.0,,,0.0,100.0,13.49,0.7666,86.51,
2013-05-09,84534.0,,0.39,,0.25,0.15,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.12,,,,100.0,66.36,0.0,,,0.0,100.0,13.51,0.7664,86.49,
2013-05-10,84534.0,,0.39,,0.25,0.15,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.12,,,,100.0,66.36,0.0,,,0.0,100.0,13.57,0.7654,86.43,
2013-05-13,84534.0,,0.39,,0.25,0.14,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.12,,,,100.0,66.36,0.0,,,0.0,100.0,13.4,0.7679,86.6,
2013-05-14,84534.0,,0.39,,0.25,0.14,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.12,,,,100.0,66.36,0.0,,,0.0,100.0,13.41,0.7678,86.59,
2013-05-15,84534.0,,0.39,,0.25,0.14,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.12,,,,100.0,66.36,0.0,,,0.0,100.0,13.49,0.7665,86.51,
2013-05-16,84534.0,,0.39,,0.25,0.14,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.12,,,,100.0,66.36,0.0,,,0.0,100.0,13.48,0.7668,86.52,
2013-05-17,84534.0,,0.39,,0.25,0.14,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.12,,,,100.0,66.36,0.0,,,0.0,100.0,13.5,0.7664,86.5,
2013-05-20,84534.0,,0.39,,0.25,0.14,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.12,,,,100.0,66.36,0.0,,,0.0,100.0,13.5,0.7664,86.5,
2013-05-21,84534.0,,0.39,,0.25,0.14,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.12,,,,100.0,66.36,0.0,,,0.0,100.0,13.49,0.7666,86.51,
2013-05-22,84534.0,,0.39,,0.25,0.14,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.12,,,,100.0,65.86,0.0,,,0.0,100.0,13.46,0.767,86.54,
2013-05-23,84534.0,,0.39,,0.25,0.14,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.12,,,,100.0,65.86,0.0,,,0.0,100.0,13.47,0.7669,86.53,
2013-05-24,84534.0,,0.39,,0.25,0.14,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.12,,,,100.0,65.86,0.0,,,0.0,100.0,13.43,0.7674,86.57,
2013-05-27,84534.0,,0.39,,0.25,0.14,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.12,,,,100.0,65.86,0.0,,,0.0,100.0,13.43,0.7674,86.57,
2013-05-28,84534.0,,0.39,,0.25,0.15,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.12,,,,100.0,65.86,0.0,,,0.0,100.0,13.45,0.7672,86.55,
2013-05-29,84534.0,,0.39,,0.25,0.14,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.12,,,,100.0,65.86,0.0,,,0.0,100.0,13.42,0.7676,86.58,
2013-05-30,84534.0,,0.39,,0.25,0.13,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.11,,,,100.0,65.86,0.0,,,0.0,100.0,13.41,0.7678,86.59,
2013-05-31,84534.0,,0.39,,0.25,0.13,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.11,,,,100.0,65.86,0.0,,,0.0,100.0,13.61,0.7649,86.39,
2013-06-03,84534.0,,0.39,,0.25,0.13,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.11,,,,100.0,65.86,0.0,,,0.0,100.0,13.36,0.7686,86.64,
2013-06-04,84534.0,,0.39,,0.25,0.13,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.11,,,,100.0,65.86,0.0,,,0.0,100.0,13.53,0.766,86.47,
2013-06-05,84534.0,,0.39,,0.25,0.13,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.11,,,,100.0,65.86,0.0,,,0.0,100.0,13.55,0.7658,86.45,
2013-06-06,84534.0,,0.39,,0.25,0.13,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.11,,,,100.0,65.86,0.0,,,0.0,100.0,13.48,0.7667,86.52,
2013-06-07,84534.0,,0.39,,0.25,0.13,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.11,,,,100.0,65.86,0.0,,,0.0,100.0,13.39,0.7681,86.61,
2013-06-10,84534.0,,0.39,,0.25,0.13,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.11,,,,100.0,65.86,0.0,,,0.0,100.0,13.42,0.7677,86.58,
2013-06-11,84534.0,,0.39,,0.25,0.13,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.11,,,,100.0,65.86,0.0,,,0.0,100.0,13.36,0.7685,86.64,
2013-06-12,84534.0,,0.39,,0.25,0.13,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.11,,,,100.0,65.86,0.0,,,0.0,100.0,13.59,0.7652,86.41,
2013-06-13,84534.0,,0.39,,0.25,0.13,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.11,,,,100.0,65.86,0.0,,,0.0,100.0,13.58,0.7652,86.42,
2013-06-14,84534.0,,0.39,,0.25,0.13,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.11,,,,100.0,65.86,0.0,,,0.0,100.0,13.57,0.7655,86.43,
2013-06-17,84534.0,,0.39,,0.25,0.13,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.11,,,,100.0,65.86,0.0,,,0.0,100.0,13.54,0.7659,86.46,
2013-06-18,84534.0,,0.39,,0.25,0.13,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.11,,,,100.0,65.86,0.0,,,0.0,100.0,13.51,0.7663,86.49,
2013-06-19,84534.0,,0.39,,0.25,0.14,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.11,,,,100.0,65.86,0.0,,,0.0,100.0,13.51,0.7664,86.49,
2013-06-20,84534.0,,0.39,,0.25,0.13,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.11,,,,100.0,65.86,0.0,,,0.0,100.0,13.43,0.7675,86.57,
2013-06-21,84534.0,,0.39,,0.25,0.13,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.11,,,,100.0,65.86,0.0,,,0.0,100.0,13.46,0.767,86.54,
2013-06-24,84534.0,,0.39,,0.25,0.13,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.11,,,,100.0,65.86,0.0,,,0.0,100.0,13.53,0.766,86.47,
2013-06-25,84534.0,,0.39,,0.25,0.13,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.11,,,,100.0,65.86,0.0,,,0.0,100.0,13.5,0.7664,86.5,
2013-06-26,84534.0,,0.39,,0.25,0.13,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.11,,,,100.0,65.86,0.0,,,0.0,100.0,13.59,0.7651,86.41,
2013-06-27,84534.0,,0.39,,0.25,0.13,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.11,,,,100.0,65.86,0.0,,,0.0,100.0,13.35,0.7687,86.65,
2013-06-28,84534.0,,0.39,,0.25,0.14,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.11,,,,100.0,65.86,0.0,,,0.0,100.0,13.55,0.7656,86.45,
2013-07-01,84534.0,,0.39,,0.25,0.13,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.11,,,,100.0,65.86,0.0,,,0.0,100.0,13.34,0.7688,86.66,
2013-07-02,84534.0,,0.39,,0.25,0.14,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.11,,,,100.0,65.86,0.0,,,0.0,100.0,13.61,0.7649,86.39,
2013-07-03,84534.0,,0.39,,0.25,0.13,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.11,,,,100.0,65.86,0.0,,,0.0,100.0,13.4,0.7679,86.6,
2013-07-04,84534.0,,0.39,,0.25,0.13,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.11,,,,100.0,65.86,0.0,,,0.0,100.0,13.41,0.7678,86.59,
2013-07-05,84534.0,,0.39,,0.25,0.13,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.11,,,,100.0,65.86,0.0,,,0.0,100.0,13.49,0.7666,86.51,
2013-07-08,84534.0,,0.39,,0.25,0.13,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.11,,,,100.0,65.86,0.0,,,0.0,100.0,13.51,0.7663,86.49,
2013-07-09,84534.0,,0.39,,0.25,0.14,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.11,,,,100.0,65.86,0.0,,,0.0,100.0,13.52,0.7661,86.48,
2013-07-10,84534.0,,0.39,,0.25,0.13,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.11,,,,100.0,65.86,0.0,,,0.0,100.0,13.51,0.7663,86.49,
2013-07-11,84534.0,,0.39,,0.25,0.13,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.11,,,,100.0,65.86,0.0,,,0.0,100.0,13.33,0.769,86.67,
2013-07-12,84534.0,,0.39,,0.25,0.13,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.11,,,,100.0,65.86,0.0,,,0.0,100.0,13.57,0.7654,86.43,
2013-07-15,84534.0,,0.39,,0.25,0.13,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.11,,,,100.0,65.86,0.0,,,0.0,100.0,13.59,0.7651,86.41,
2013-07-16,84534.0,,0.39,,0.25,0.13,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.11,,,,100.0,65.86,0.0,,,0.0,100.0,13.54,0.7658,86.46,
2013-07-17,84534.0,,0.39,,0.25,0.13,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.11,,,,100.0,65.86,0.0,,,0.0,100.0,13.58,0.7653,86.42,
2013-07-18,84534.0,,0.39,,0.25,0.13,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.11,,,,100.0,65.86,0.0,,,0.0,100.0,13.53,0.7661,86.47,
2013-07-19,84534.0,,0.39,,0.25,0.13,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.11,,,,100.0,65.86,0.0,,,0.0,100.0,13.5,0.7665,86.5,
2013-07-22,84534.0,,0.39,,0.25,0.13,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.11,,,,100.0,65.86,0.0,,,0.0,100.0,13.46,0.767,86.54,
2013-07-23,84534.0,,0.39,,0.25,0.13,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.11,,,,100.0,65.86,0.0,,,0.0,100.0,13.44,0.7673,86.56,
2013-07-24,84534.0,,0.39,,0.25,0.13,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.11,,,,100.0,65.86,0.0,,,0.0,100.0,13.4,0.7679,86.6,
2013-07-25,84534.0,,0.39,,0.25,0.13,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.11,,,,100.0,65.86,0.0,,,0.0,100.0,13.42,0.7677,86.58,
2013-07-26,84534.0,,0.39,,0.25,0.13,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.11,,,,100.0,65.86,0.0,,,0.0,100.0,13.38,0.7682,86.62,
2013-07-29,84534.0,,0.39,,0.25,0.13,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.11,,,,100.0,65.86,0.0,,,0.0,100.0,13.38,0.7683,86.62,
2013-07-30,84534.0,,0.39,,0.25,0.13,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.11,,,,100.0,65.86,0.0,,,0.0,100.0,13.36,0.7684,86.64,
2013-07-31,84534.0,,0.39,,0.25,0.13,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.11,,,,100.0,65.86,0.0,,,0.0,100.0,13.36,0.7685,86.64,
2013-08-01,84534.0,,0.39,,0.25,0.14,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.11,,,,100.0,65.86,0.0,,,0.0,100.0,13.64,0.7644,86.36,
2013-08-02,84534.0,,0.39,,0.25,0.13,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.11,,,,100.0,65.86,0.0,,,0.0,100.0,13.42,0.7677,86.58,
2013-08-05,84534.0,,0.39,,0.25,0.13,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.11,,,,100.0,65.86,0.0,,,0.0,100.0,13.38,0.7682,86.62,
2013-08-06,84534.0,,0.39,,0.25,0.13,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.11,,,,100.0,65.86,0.0,,,0.0,100.0,13.36,0.7685,86.64,
2013-08-07,84534.0,,0.39,,0.25,0.13,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.11,,,,100.0,65.86,0.0,,,0.0,100.0,13.57,0.7655,86.43,
2013-08-08,84534.0,,0.39,,0.25,0.13,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.11,,,,100.0,65.86,0.0,,,0.0,100.0,13.52,0.7662,86.48,
2013-08-09,84534.0,,0.39,,0.25,0.13,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.11,,,,100.0,65.86,0.0,,,0.0,100.0,13.52,0.7662,86.48,
2013-08-12,84534.0,,0.39,,0.25,0.13,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.11,,,,100.0,65.86,0.0,,,0.0,100.0,13.59,0.7651,86.41,
2013-08-13,84534.0,,0.39,,0.25,0.13,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.11,,,,100.0,65.86,0.0,,,0.0,100.0,13.36,0.7685,86.64,
2013-08-14,84534.0,,0.39,,0.25,0.13,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.11,,,,100.0,65.86,0.0,,,0.0,100.0,13.39,0.768,86.61,
2013-08-15,84534.0,,0.39,,0.25,0.13,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.11,,,,100.0,65.86,0.0,,,0.0,100.0,13.34,0.7688,86.66,
2013-08-16,84534.0,,0.39,,0.25,0.13,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.11,,,,100.0,65.86,0.0,,,0.0,100.0,13.54,0.7658,86.46,
2013-08-19,84534.0,,0.39,,0.25,0.13,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.11,,,,100.0,65.86,0.0,,,0.0,100.0,13.54,0.7659,86.46,
2013-08-20,84534.0,,0.39,,0.25,0.13,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.11,,,,100.0,65.86,0.0,,,0.0,100.0,13.53,0.7661,86.47,
2013-08-21,84534.0,,0.39,,0.25,0.13,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.11,,,,100.0,65.86,0.0,,,0.0,100.0,13.51,0.7663,86.49,
2013-08-22,84534.0,,0.39,,0.25,0.13,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.11,,,,100.0,65.86,0.0,,,0.0,100.0,13.55,0.7657,86.45,
2013-08-23,84534.0,,0.39,,0.25,0.13,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.11,,,,100.0,65.86,0.0,,,0.0,100.0,13.52,0.7661,86.48,
2013-08-26,84534.0,,0.39,,0.25,0.13,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.11,,,,100.0,65.86,0.0,,,0.0,100.0,13.52,0.7661,86.48,
2013-08-27,84534.0,,0.39,,0.25,0.13,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.11,,,,100.0,65.86,0.0,,,0.0,100.0,13.53,0.766,86.47,
2013-08-28,84534.0,,0.39,,0.25,0.13,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.11,,,,100.0,65.86,0.0,,,0.0,100.0,13.54,0.7659,86.46,
2013-08-29,84534.0,,0.39,,0.25,0.13,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.11,,,,100.0,65.86,0.0,,,0.0,100.0,13.61,0.7648,86.39,
2013-08-30,84534.0,,0.39,,0.25,0.13,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.11,,,,100.0,65.86,0.0,,,0.0,100.0,13.41,0.7678,86.59,
2013-09-02,84534.0,,0.39,,0.25,0.13,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.11,,,,100.0,65.86,0.0,,,0.0,100.0,13.43,0.7675,86.57,
2013-09-03,84534.0,,0.39,,0.25,0.13,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.11,,,,100.0,65.86,0.0,,,0.0,100.0,13.46,0.7671,86.54,
2013-09-04,84534.0,,0.39,,0.25,0.13,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.11,,,,100.0,65.86,0.0,,,0.0,100.0,13.45,0.7671,86.55,
2013-09-05,84534.0,,0.39,,0.25,0.14,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.11,,,,100.0,65.86,0.0,,,0.0,100.0,13.45,0.7672,86.55,
2013-09-06,84534.0,,0.39,,0.25,0.13,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.11,,,,100.0,65.86,0.0,,,0.0,100.0,13.49,0.7665,86.51,
2013-09-09,84534.0,,0.39,,0.25,0.13,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.11,,,,100.0,65.86,0.0,,,0.0,100.0,13.43,0.7675,86.57,
2013-09-10,84534.0,,0.39,,0.25,0.13,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.11,,,,100.0,65.86,0.0,,,0.0,100.0,13.39,0.768,86.61,
2013-09-11,84534.0,,0.39,,0.25,0.13,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.11,,,,100.0,65.86,0.0,,,0.0,100.0,13.37,0.7684,86.63,
2013-09-12,84534.0,,0.39,,0.25,0.13,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.11,,,,100.0,65.86,0.0,,,0.0,100.0,13.58,0.7652,86.42,
2013-09-13,84534.0,,0.39,,0.25,0.14,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.11,,,,100.0,65.86,0.0,,,0.0,100.0,12.62,0.7794,87.38,
2013-09-16,84534.0,,0.39,,0.25,0.13,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.11,,,,100.0,65.86,0.0,,,0.0,100.0,13.3,0.7694,86.7,
2013-09-17,84534.0,,0.39,,0.25,0.13,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.11,,,,100.0,65.86,0.0,,,0.0,100.0,13.53,0.7661,86.47,
2013-09-18,84534.0,,0.39,,0.25,0.13,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.11,,,,100.0,65.86,0.0,,,0.0,100.0,13.5,0.7665,86.5,
2013-09-19,84534.0,,0.39,,0.25,0.13,0.0,,69534.0,74534.0,,,,,,,,,,,,,,,,,,,0.11,,,,100.0,65.86,0.0,,,0.0,100.0,13.37,0.7684,86.63,
