DATE,STMPA FP Equity_DX_SI_QTY,STMPA FP Equity_DX_SHORT_INTEREST_VALUE,STMPA FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,STMPA FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,STMPA FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,STMPA FP Equity_DX_SI_MV,STMPA FP Equity_DX_DSS,STMPA FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,STMPA FP Equity_DX_SUPPLY_SI_QTY,STMPA FP Equity_DX_BROKER_SI_QTY,STMPA FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,STMPA FP Equity_DX_BROKER_SI_MV_NEW_x,STMPA FP Equity_DX_SUPPLY_SI_QTY_NEW_x,STMPA FP Equity_DX_SUPPLY_SI_QTY_INC_x,STMPA FP Equity_DX_BROKER_SI_MV_INC_x,STMPA FP Equity_DX_SUPPLY_SI_MV_NEW,STMPA FP Equity_DX_BROKER_SI_QTY_ADD,STMPA FP Equity_DX_BROKER_SI_QTY_NEW,STMPA FP Equity_DX_SUPPLY_SI_MV_DEC,STMPA FP Equity_DX_BROKER_SI_QTY_INC,STMPA FP Equity_DX_SUPPLY_SI_QTY_DEC,STMPA FP Equity_DX_BROKER_SI_MV_NEW_y,STMPA FP Equity_DX_SUPPLY_SI_QTY_NEW_y,STMPA FP Equity_DX_BROKER_SI_MV_INC_y,STMPA FP Equity_DX_SUPPLY_SI_QTY_INC_y,STMPA FP Equity_DX_BROKER_SI_MV_ADD,STMPA FP Equity_DX_SUPPLY_SI_QTY_ADD,STMPA FP Equity_DX_BROKER_SI_QTY_DEC,STMPA FP Equity_DX_SUPPLY_SI_MV,STMPA FP Equity_DX_BROKER_SI_MV_DEC,STMPA FP Equity_DX_SUPPLY_SI_MV_RMV,STMPA FP Equity_DX_BROKER_SI_MV_RMV,STMPA FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,STMPA FP Equity_DX_UTILIZATION_QUANTITY,STMPA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,STMPA FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,STMPA FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,STMPA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,STMPA FP Equity_DX_ACTIVE_UTILIZATION_MV,STMPA FP Equity_DX_BROKER_SI_MARKET_SHARE_2,STMPA FP Equity_DX_BROKER_SI_CON_RATIO,STMPA FP Equity_DX_BROKER_SI_MARKET_SHARE_1,STMPA FP Equity_DX_DEMAND_SUPPLY_RATIO,STMPA FP Equity_PX_LAST
2020-08-07,27320488.0,669351956.0,4.26,8.52,3.0,671.18,1.0,544576298.0,19988576.0,22227604.0,489720112.0,0.0,0.0,60327.0,0.0,0.0,0.0,0.0,32.65,0.0,1333840.0,0.0,0.0,0.0,60327.0,0.0,27999.0,1297400.0,488.65,32.28,0.0,0.0,10.34,10.34,173339264.0,4246811968.0,0.0,4236.36,10.34,25.59,0.1887,29.53,0.1413,24.5
2020-08-10,26813952.0,648361359.36,4.18,8.38,2.94,658.67,1.0,528577749.96,19682038.0,21860122.0,475911678.84,0.0,0.0,4482.0,0.0,0.0,0.0,0.0,7.8,0.0,319719.0,0.0,0.0,0.0,4482.0,0.0,8700.0,367481.0,480.9,10.35,0.0,0.0,10.18,10.18,173740048.0,4201034360.64,0.0,4257.3,10.15,26.26,0.1949,30.22,0.1386,24.18
2020-08-11,27012404.0,676120472.12,4.21,8.41,2.96,666.7,1.0,547673620.64,19880490.0,21880688.0,497608664.7,0.0,0.0,184417.0,1.99,0.0,0.0,0.0,1.1,20566.0,42513.0,0.0,0.0,1.99,184417.0,0.0,56548.0,0.0,486.8,0.0,0.0,0.0,10.23,10.23,174406016.0,4365382580.48,0.0,4243.84,10.29,25.54,0.19,29.84,0.139,25.03
2020-08-12,26700614.0,680598650.86,4.16,8.32,2.93,669.03,1.0,550616066.42,20100676.0,21601258.0,512366231.24,0.0,0.0,251766.0,10.68,0.0,148900.0,0.0,0.64,189419.0,53347.0,0.0,0.0,10.68,251766.0,3.73,21768.0,617749.0,506.12,13.41,0.0,0.0,10.33,10.33,174544512.0,4449139610.88,0.0,4373.54,10.37,26.65,0.1928,29.64,0.1372,25.49
2020-08-13,27607012.0,699285613.96,4.3,8.55,3.03,694.92,1.0,559587320.4,20611364.0,22091880.0,522085850.12,0.0,0.0,352728.0,12.06,0.0,0.0,0.0,2.33,490621.0,99426.0,0.0,0.0,12.06,352728.0,0.0,257384.0,0.0,524.43,0.0,0.0,0.0,10.53,10.53,175059904.0,4434267368.32,0.0,4455.68,10.53,26.14,0.1836,28.47,0.1411,25.33
2020-08-14,27000252.0,667716231.96,4.21,8.34,2.96,676.21,1.0,528137045.44,20677488.0,21356128.0,511354278.24,0.0,0.0,180364.0,0.0,0.0,0.0,0.0,5.13,14250.0,191639.0,0.0,0.0,0.0,180364.0,0.0,77400.0,750000.0,519.47,19.67,0.0,0.0,10.55,10.55,175270112.0,4334429869.76,0.0,4421.5,10.51,26.7,0.1922,29.74,0.1378,24.73
2020-08-17,27421648.0,688831797.76,4.27,8.33,3.01,684.18,1.0,549667902.08,20523222.0,21881684.0,515543336.64,0.0,0.0,23000.0,14.83,0.0,4000.0,0.0,6.65,592724.0,181266.0,0.0,0.0,14.83,23000.0,0.1,4000.0,71170.0,509.63,0.84,0.0,0.0,10.46,10.46,175754640.0,4414956556.8,0.0,4348.87,10.49,25.84,0.1871,29.33,0.1397,25.12
2020-08-18,26847228.0,663931948.44,4.18,8.17,2.95,669.53,1.0,526673820.8,20166772.0,21296960.0,498724271.56,0.0,0.0,238400.0,6.15,0.0,57013.0,0.0,15.44,242400.0,695462.0,0.0,0.0,6.15,238400.0,1.44,100613.0,884135.0,503.31,24.15,0.0,0.0,10.23,10.23,176955104.0,4376099721.92,0.0,4423.92,10.21,26.84,0.183,27.82,0.1362,24.73
2020-08-19,26768266.0,662514583.5,4.17,8.13,2.94,665.62,1.0,516782871.0,20087812.0,20880116.0,497173347.0,0.0,0.0,43869.0,1.13,0.0,0.0,0.0,16.78,58245.0,661028.0,0.0,0.0,1.13,43869.0,0.0,538198.0,475089.0,498.13,10.66,0.0,0.0,10.16,10.16,177667200.0,4397263200.0,0.0,4407.93,10.15,26.65,0.1796,27.58,0.1354,24.75
2020-08-20,29802102.0,723893057.58,4.64,9.25,3.27,737.47,1.0,498633572.92,22662874.0,20528348.0,550481209.46,0.0,0.0,1164878.0,11.46,0.0,0.0,0.0,32.35,463159.0,1295080.0,0.0,0.0,11.46,1164878.0,0.0,2705264.0,814928.0,558.52,21.56,0.0,0.0,11.44,11.44,175447696.0,4261624535.84,0.0,4334.88,11.41,24.17,0.1575,24.63,0.1504,24.29
2020-08-21,30326690.0,737545100.8,4.72,9.57,3.33,739.84,1.0,512245739.52,22660320.0,21062736.0,551098982.4,0.0,0.0,191077.0,6.48,0.0,527143.0,0.0,5.57,268415.0,200832.0,0.0,0.0,6.48,191077.0,12.8,7200.0,261170.0,551.17,10.08,0.0,0.0,11.43,11.43,175571504.0,4269898977.28,0.0,4273.86,11.42,23.61,0.1504,23.74,0.153,24.32
2020-08-24,29745232.0,747200227.84,4.63,9.64,3.26,731.3,1.0,528247977.6,22180240.0,21028980.0,557167628.8,0.0,0.0,61968.0,2.75,0.0,0.0,0.0,16.38,78443.0,666068.0,0.0,0.0,2.75,61968.0,0.0,124020.0,112200.0,544.68,2.59,0.0,0.0,11.18,11.18,176180256.0,4425648030.72,0.0,4307.57,11.23,23.66,0.1532,24.07,0.15,25.12
2020-08-25,29831926.0,755642685.58,4.65,9.7,3.27,745.65,1.0,540610996.28,21954056.0,21342716.0,556096238.48,0.0,0.0,77668.0,14.12,0.0,0.0,0.0,5.62,505536.0,303852.0,0.0,0.0,14.12,77668.0,0.0,0.0,191800.0,552.49,5.22,0.0,0.0,11.07,11.07,176317824.0,4466130481.92,0.0,4431.36,11.09,22.5,0.1495,24.35,0.1505,25.33
2020-08-26,29325222.0,762455772.0,4.57,9.75,3.22,741.84,1.0,548476864.0,21791114.0,21095264.0,566568964.0,0.0,0.0,94167.0,12.42,0.0,0.0,0.0,8.39,450891.0,355228.0,0.0,0.0,12.42,94167.0,0.0,98120.0,698343.0,556.08,16.69,0.0,0.0,10.95,10.95,177180832.0,4606701632.0,0.0,4504.3,10.99,22.1,0.1518,24.73,0.1474,26.0
2020-08-27,28539692.0,730045321.36,4.45,9.66,3.13,729.29,1.0,519333652.56,21998892.0,20302332.0,562731657.36,0.0,0.0,413945.0,11.39,0.0,0.0,0.0,3.94,404178.0,213567.0,0.0,0.0,11.39,413945.0,0.0,7400.0,210883.0,568.95,0.95,0.0,24.92,11.03,11.03,177399568.0,4537880949.44,0.0,4602.81,11.0,21.82,0.157,25.69,0.1431,25.58
2020-08-28,29896344.0,756377503.2,4.66,10.18,3.28,759.44,1.0,516457097.2,23322624.0,20413324.0,590062387.2,0.0,0.0,58144.0,7.06,0.0,0.0,0.0,5.42,310193.0,158671.0,0.0,0.0,7.06,58144.0,0.0,1424259.0,199200.0,593.16,1.21,0.0,0.0,11.7,11.7,175991904.0,4452595171.2,0.0,4475.52,11.7,20.81,0.1435,24.31,0.15,25.3
2020-08-31,29633732.0,747066383.72,4.62,10.35,3.25,747.58,1.0,510769322.64,23146628.0,20260584.0,583526491.88,0.0,0.0,5610.0,0.67,0.0,4000.0,0.0,5.76,59059.0,216015.0,0.0,0.0,0.67,5610.0,0.1,34410.0,215800.0,584.89,5.81,0.0,0.0,11.64,11.64,175656816.0,4428308331.36,0.0,4436.6,11.65,20.43,0.1426,24.39,0.1491,25.21
2020-09-01,29785844.0,758645446.68,4.64,10.36,3.27,753.84,1.0,516850280.64,23411196.0,20292512.0,596283162.12,0.0,0.0,264753.0,2.0,0.0,0.0,0.0,0.09,66613.0,9187.0,0.0,0.0,2.0,264753.0,0.0,9002.0,34686.0,593.07,0.93,0.0,0.0,11.78,11.78,175323488.0,4465489239.36,0.0,4436.72,11.79,20.3,0.1411,24.18,0.1499,25.47
2020-09-02,29615620.0,770006120.0,4.61,10.32,3.25,757.41,1.0,522919488.0,23232876.0,20112288.0,604054776.0,0.0,0.0,0.0,12.37,0.0,0.0,0.0,3.97,475400.0,203160.0,0.0,0.0,12.37,0.0,0.0,24840.0,655622.0,596.51,14.86,0.0,0.0,11.7,11.7,175337952.0,4558786752.0,0.0,4499.51,11.71,18.56,0.1368,24.31,0.1491,26.0
2020-09-03,28985656.0,701452875.2,4.52,10.0,3.18,736.05,1.0,472664332.8,23285132.0,19531584.0,563500194.4,0.0,0.0,67872.0,0.0,0.0,0.0,0.0,1.43,46595.0,49261.0,0.0,0.0,0.0,67872.0,0.0,33643.0,627300.0,593.68,15.69,0.0,0.0,11.73,11.73,175192672.0,4239662662.4,0.0,4506.39,11.64,17.16,0.1373,25.37,0.146,24.2
2020-09-04,28447520.0,672499372.8,4.43,9.72,3.12,688.13,1.0,451519130.16,23315952.0,19099794.0,551189105.28,0.0,0.0,299055.0,5.76,0.0,0.0,0.0,20.48,298610.0,633480.0,0.0,0.0,5.76,299055.0,0.0,365246.0,730400.0,560.27,21.86,0.0,0.0,11.76,11.76,174954336.0,4135920503.04,0.0,4220.1,11.72,17.29,0.1371,25.38,0.1435,23.64
2020-09-07,27798104.0,670212287.44,4.33,9.37,3.05,665.92,1.0,446663595.92,22022404.0,18526072.0,530960160.44,0.0,0.0,57951.0,2.17,0.0,70095.0,0.0,35.17,62146.0,1427288.0,0.0,0.0,2.17,57951.0,1.74,75789.0,705964.0,523.04,16.42,0.0,0.0,11.11,11.11,176220496.0,4248676158.56,0.0,4178.03,11.13,16.73,0.1373,25.48,0.1402,24.11
2020-09-08,28194988.0,656379320.64,4.39,9.41,3.09,678.07,1.0,424707096.96,22833722.0,18243432.0,531569048.16,0.0,0.0,854763.0,12.38,0.0,0.0,0.0,0.74,531796.0,43445.0,0.0,0.0,12.38,854763.0,0.0,0.0,814436.0,545.96,19.91,0.0,0.0,11.49,11.49,175965168.0,4096469111.04,0.0,4224.73,11.44,15.09,0.1342,25.46,0.1418,23.28
2020-09-09,26514844.0,662075654.68,4.13,9.1,2.91,632.49,1.0,452566068.24,21227826.0,18124392.0,530058815.22,0.0,0.0,96217.0,13.29,0.0,0.0,0.0,42.28,403946.0,1852435.0,0.0,0.0,13.29,96217.0,0.0,150322.0,522984.0,502.88,15.29,0.0,0.0,10.7,10.7,177212176.0,4424988034.72,0.0,4170.56,10.76,15.06,0.1314,26.5,0.1336,24.97
2020-09-10,24928010.0,628185852.0,3.88,8.38,2.74,619.15,1.0,447968707.2,19837552.0,17776536.0,499906310.4,0.0,0.0,2970.0,1.62,0.0,0.0,0.0,29.92,53643.0,1393244.0,0.0,0.0,1.62,2970.0,0.0,97354.0,401500.0,494.12,9.83,0.0,0.0,10.07,10.07,177238352.0,4466406470.4,0.0,4431.07,10.03,13.82,0.1362,28.75,0.1265,25.2
2020-09-11,24417758.0,619478520.46,3.8,8.51,2.68,615.95,1.0,444351389.32,20048604.0,17514836.0,508633083.48,0.0,0.0,713866.0,2.64,0.0,5000.0,0.0,35.83,94924.0,1463758.0,0.0,0.0,2.64,713866.0,0.13,960944.0,361625.0,506.89,7.64,0.0,0.0,10.19,10.19,176690624.0,4482641130.88,0.0,4469.38,10.19,12.76,0.1375,29.45,0.1241,25.37
2020-09-14,23610372.0,622369405.92,3.68,8.52,2.59,604.28,1.0,448277527.36,19624052.0,17005976.0,517290010.72,0.0,0.0,181964.0,11.11,0.0,0.0,0.0,18.6,359876.0,741036.0,0.0,0.0,11.11,181964.0,0.0,134519.0,868736.0,501.51,19.35,0.0,0.0,9.95,9.95,177639200.0,4682569312.0,0.0,4531.32,9.96,12.99,0.1421,30.3,0.1197,26.36
2020-09-15,23101532.0,614500751.2,3.6,8.39,2.54,608.74,1.0,462401951.2,19127352.0,17383532.0,508787563.2,0.0,0.0,67176.0,32.15,0.0,0.0,0.0,28.35,1128493.0,1228843.0,0.0,0.0,32.15,67176.0,0.0,664968.0,750937.0,505.42,18.57,0.0,0.0,9.63,9.63,179520416.0,4775243065.6,0.0,4741.97,9.63,11.04,0.1462,31.32,0.1163,26.6
2020-09-16,22743968.0,609765782.08,3.54,8.44,2.5,606.25,1.0,500345217.54,17231652.0,18662634.0,461980590.12,0.0,0.0,3422.0,40.22,0.0,115200.0,0.0,52.79,1450000.0,2014322.0,0.0,0.0,40.22,3422.0,3.22,115200.0,286097.0,459.93,4.6,0.0,0.0,8.66,8.66,181839376.0,4875113670.56,0.0,4850.65,8.66,11.42,0.1526,31.84,0.1143,26.81
2020-09-17,20887258.0,544948561.22,3.25,7.79,2.29,554.83,1.0,462756555.88,15979112.0,17736932.0,416895032.08,0.0,0.0,517300.0,17.77,0.0,3416.0,0.0,47.65,690472.0,1773256.0,0.0,0.0,17.77,517300.0,0.09,3416.0,1619591.0,425.88,43.82,0.0,0.0,8.02,8.02,183252256.0,4781051359.04,0.0,4885.88,8.02,13.3,0.1423,27.73,0.1048,26.09
2020-09-18,21218284.0,549014703.46,3.31,7.88,2.33,554.02,1.0,468926386.1,16051972.0,18123036.0,415338424.52,0.0,0.0,110253.0,50.36,0.0,0.0,0.0,3.73,1934939.0,107425.0,0.0,0.0,50.36,110253.0,0.0,70032.0,1548833.0,418.03,43.21,0.0,0.0,8.08,8.08,182541216.0,4723181741.39,0.0,4756.11,8.08,21.18,0.1563,27.06,0.1068,25.91
2020-09-21,22387006.0,564600291.32,3.49,8.19,2.46,583.76,1.0,384707393.2,19414084.0,15254060.0,489623198.48,0.0,0.0,1905130.0,0.41,0.0,235500.0,0.0,46.52,17000.0,1782677.0,0.0,0.0,0.41,1905130.0,5.94,3239660.0,3121477.0,502.8,80.36,0.0,0.0,9.75,9.75,179777744.0,4533994703.68,0.0,4647.88,9.76,11.28,0.1223,24.59,0.1124,25.22
2020-09-22,27253328.0,689236665.12,4.25,9.94,2.99,692.37,1.0,381019140.0,21472004.0,15066000.0,543026981.16,0.0,0.0,4027606.0,25.12,0.0,0.0,0.0,88.46,1000000.0,3369421.0,0.0,0.0,25.12,4027606.0,0.0,1399734.0,1188060.0,542.01,33.79,0.0,0.0,10.78,10.78,177799744.0,4496555525.76,0.0,4494.72,10.76,20.16,0.1422,24.27,0.1368,25.29
2020-09-23,27890024.0,710637811.52,4.34,10.3,3.06,713.13,1.0,400104694.08,22086898.0,15702696.0,562774161.04,0.0,0.0,201615.0,18.44,0.0,0.0,0.0,0.4,700339.0,19173.0,0.0,0.0,18.44,201615.0,0.0,432452.0,63643.0,559.47,0.43,0.0,0.0,11.08,11.08,177198528.0,4515018493.44,0.0,4498.47,11.06,19.69,0.1367,23.63,0.14,25.48
2020-09-24,28745036.0,736447822.32,4.48,10.69,3.15,738.38,1.0,422194208.94,22958460.0,16479087.0,588195745.2,0.0,0.0,157327.0,20.55,0.0,0.0,0.0,0.47,811435.0,20388.0,0.0,0.0,20.55,157327.0,0.0,734622.0,35044.0,585.34,0.76,0.0,0.0,11.52,11.52,176281072.0,4516321064.64,0.0,4494.07,11.52,19.12,0.1336,22.98,0.1443,25.62
2020-09-25,29036842.0,728243997.36,4.52,10.81,3.19,747.81,1.0,419565451.8,22886612.0,16729085.0,573996228.96,0.0,0.0,4582.0,9.51,0.0,0.0,0.0,3.47,354696.0,145636.0,0.0,0.0,9.51,4582.0,0.0,69207.0,104698.0,584.86,3.86,0.0,0.0,11.42,11.42,177477856.0,4451144628.48,0.0,4526.94,11.44,19.01,0.1331,22.81,0.1449,25.08
2020-09-28,26984870.0,693511159.0,4.2,10.1,2.96,685.71,1.0,416257785.7,20787858.0,16196801.0,534247950.6,0.0,0.0,6382.0,0.0,0.0,0.0,0.0,65.08,0.0,2515640.0,0.0,0.0,0.0,6382.0,0.0,410504.0,532284.0,523.24,12.61,0.0,0.0,10.36,10.36,179954064.0,4624819444.8,0.0,4555.11,10.3,15.91,0.1212,20.55,0.1344,25.7
2020-09-29,24716792.0,646838446.64,3.85,9.28,2.71,640.12,1.0,414347254.7,18761362.0,15832910.0,490984843.54,0.0,0.0,11030.0,1.69,0.0,0.0,0.0,51.37,46640.0,2084166.0,0.0,0.0,1.69,11030.0,0.0,46640.0,410531.0,482.85,7.88,0.0,0.0,9.34,9.34,182002896.0,4763015788.32,0.0,4675.58,9.36,12.76,0.1258,21.75,0.1231,26.17
2020-09-30,22243476.0,584113679.76,3.47,8.37,2.44,587.74,1.0,388682952.06,17861750.0,14801331.0,469049555.0,0.0,0.0,246608.0,38.96,0.0,0.0,0.0,66.75,1478000.0,2639181.0,0.0,0.0,38.96,246608.0,0.0,1492961.0,2509579.0,467.77,59.02,0.0,0.0,8.9,8.9,182812528.0,4800656985.28,0.0,4785.31,8.9,14.32,0.1187,20.4,0.1108,26.26
2020-10-01,18711922.0,525056531.32,2.92,7.0,2.05,498.68,1.0,397800025.9,14934049.0,14176765.0,419049414.94,0.0,0.0,196469.0,0.77,0.0,16000.0,0.0,82.08,29211.0,3146123.0,0.0,0.0,0.77,196469.0,0.45,21953.0,669777.0,396.95,17.36,0.0,0.0,7.42,7.42,186408384.0,5230619255.04,0.0,4948.82,7.43,14.7,0.1327,24.08,0.0929,28.06
2020-10-02,18812890.0,521869568.6,2.93,6.78,2.06,529.2,1.0,392067922.58,15081102.0,14133667.0,418349769.48,0.0,0.0,348545.0,6.11,0.0,0.0,0.0,4.37,97200.0,201492.0,0.0,0.0,6.11,348545.0,0.0,0.0,140298.0,422.46,0.03,0.0,0.0,7.49,7.49,186242336.0,5166362400.64,0.0,5215.31,7.49,13.63,0.1308,24.31,0.0934,27.74
2020-10-05,18849280.0,528722304.0,2.94,6.78,2.07,525.82,1.0,416825272.05,14375103.0,14860081.0,403221639.15,0.0,0.0,111433.0,22.58,0.0,0.0,0.0,24.65,740000.0,834172.0,0.0,0.0,22.58,111433.0,0.0,16740.0,13586.0,399.18,0.86,0.0,0.0,7.12,7.12,187393952.0,5256400353.6,0.0,5192.47,7.14,18.09,0.1383,23.91,0.0934,28.05
2020-10-06,19034144.0,533336714.88,2.97,6.91,2.09,534.95,1.0,428220441.42,13614164.0,15282671.0,381468875.28,0.0,0.0,31880.0,1.16,0.0,1121235.0,0.0,22.68,24204.0,864439.0,0.0,0.0,1.16,31880.0,31.46,71620.0,722849.0,382.27,21.16,0.0,0.0,6.82,6.82,185958480.0,5210556609.6,0.0,5221.71,6.82,14.47,0.1272,23.8,0.0954,28.02
2020-10-07,18900048.0,533548355.04,2.94,6.84,2.07,531.61,1.0,439668163.23,13227079.0,15574501.0,373400440.17,0.0,0.0,72044.0,8.89,0.0,0.0,0.0,13.82,324089.0,488602.0,0.0,0.0,8.89,72044.0,0.0,29473.0,32259.0,371.27,0.94,0.0,0.0,6.63,6.63,186253568.0,5257938224.64,0.0,5226.62,6.63,14.71,0.1328,24.76,0.0947,28.23
2020-10-08,18694084.0,532781394.0,2.91,6.76,2.05,528.54,1.0,435555696.0,12989115.0,15282656.0,370189777.5,0.0,0.0,165496.0,8.4,0.0,0.0,0.0,15.67,249984.0,559860.0,0.0,0.0,8.4,165496.0,0.0,156400.0,541829.0,367.16,15.65,0.0,0.0,6.52,6.52,186366096.0,5311433736.0,0.0,5265.64,6.52,11.76,0.1341,26.22,0.0938,28.5
2020-10-09,18455404.0,540189675.08,2.88,6.73,2.03,527.02,1.0,442912352.12,12420814.0,15131956.0,363557225.78,0.0,0.0,252046.0,1.36,0.0,0.0,0.0,23.07,42920.0,820347.0,0.0,0.0,1.36,252046.0,0.0,0.0,193620.0,355.77,4.17,0.0,0.0,6.24,6.24,186620976.0,5462395967.52,0.0,5325.83,6.26,11.72,0.1374,26.45,0.0927,29.27
2020-10-12,18280780.0,542573550.4,2.85,6.63,2.01,534.63,1.0,447614141.52,12341251.0,15081339.0,366288329.68,0.0,0.0,84519.0,3.26,0.0,0.0,0.0,4.32,81581.0,164082.0,0.0,0.0,3.26,84519.0,0.0,0.0,132198.0,362.32,0.0,0.0,0.0,6.2,6.2,186686864.0,5540866123.52,0.0,5474.28,6.21,11.84,0.1368,26.29,0.0919,29.68
2020-10-13,17632650.0,527216235.0,2.75,6.42,1.94,520.82,1.0,437717252.7,11101526.0,14639373.0,331935627.4,0.0,0.0,9195.0,10.7,0.0,0.0,0.0,36.71,310000.0,1248920.0,0.0,0.0,10.7,9195.0,0.0,0.0,751966.0,329.26,20.41,0.0,0.0,5.57,5.57,188379232.0,5632539036.8,0.0,5607.87,5.55,11.19,0.1471,28.96,0.0884,29.9
2020-10-14,16723562.0,493345079.0,2.61,6.12,1.84,496.52,1.0,406091690.0,11104276.0,13765820.0,327576142.0,0.0,0.0,323661.0,2.14,0.0,0.0,0.0,22.68,65117.0,765919.0,0.0,0.0,2.14,323661.0,0.0,445008.0,938670.0,330.27,27.44,0.0,0.0,5.57,5.57,188148608.0,5550383936.0,0.0,5609.82,5.56,11.65,0.147,29.03,0.0839,29.5
2020-10-15,16542675.0,481391842.5,2.58,6.14,1.82,483.51,1.0,389954171.7,11084514.0,13400487.0,322559357.4,0.0,0.0,193233.0,0.0,0.0,0.0,0.0,7.46,13417.0,212995.0,0.0,0.0,0.0,193233.0,0.0,0.0,378750.0,326.17,13.14,0.0,0.0,5.58,5.58,187597168.0,5459077588.8,0.0,5527.75,5.57,11.82,0.1464,29.26,0.0833,29.1
2020-10-16,16682903.0,487474425.66,2.6,6.36,1.83,482.93,1.0,388734815.28,11296109.0,13303724.0,330072304.98,0.0,0.0,269661.0,3.68,0.0,0.0,0.0,1.75,153388.0,58066.0,0.0,0.0,3.68,269661.0,0.0,0.0,250151.0,328.97,7.71,0.0,0.0,5.65,5.65,188592464.0,5510671798.08,0.0,5489.93,5.65,11.8,0.1462,29.29,0.0835,29.22
2020-10-19,16995292.0,500341396.48,2.65,6.72,1.87,493.33,1.0,391313683.2,11405742.0,13291905.0,335785044.48,0.0,0.0,248652.0,0.14,0.0,0.0,0.0,7.59,2382.0,261782.0,0.0,0.0,0.14,248652.0,0.0,122763.0,14201.0,333.61,0.28,0.0,0.0,5.69,5.69,189175472.0,5569325895.68,0.0,5527.11,5.69,11.58,0.1412,28.68,0.0847,29.44
2020-10-20,16344521.0,475625561.1,2.55,6.6,1.79,475.43,1.0,368249267.4,10967907.0,12654614.0,319166093.7,0.0,0.0,47334.0,1.07,0.0,121000.0,0.0,13.88,26901.0,485169.0,0.0,0.0,1.07,47334.0,3.52,0.0,785192.0,322.08,23.65,0.0,0.0,5.48,5.48,189349760.0,5510078016.0,0.0,5556.44,5.48,12.14,0.148,30.02,0.0816,29.1
2020-10-21,16169051.0,467770645.43,2.52,6.76,1.77,468.99,1.0,359204745.13,11030710.0,12416341.0,319118440.3,0.0,0.0,317111.0,1.39,0.0,0.0,0.0,8.03,57200.0,267561.0,0.0,0.0,1.39,317111.0,0.0,13253.0,295473.0,320.54,9.35,0.0,0.0,5.51,5.51,189196416.0,5473452314.88,0.0,5493.16,5.51,12.24,0.1521,30.64,0.0808,28.93
2020-10-22,16348108.0,468373294.2,2.55,7.31,1.79,470.25,1.0,360624569.25,11192229.0,12587245.0,320657360.85,0.0,0.0,21467.0,4.6,0.0,0.0,0.0,0.42,170904.0,13340.0,0.0,0.0,4.6,21467.0,0.0,153392.0,0.0,323.42,0.0,0.0,0.0,5.59,5.59,189138752.0,5418825244.8,0.0,5476.4,5.58,12.13,0.1489,30.12,0.0816,28.65
2020-10-23,17351372.0,496422752.92,2.7,7.81,1.9,493.73,1.0,356472245.88,12447294.0,12459708.0,356117081.34,0.0,0.0,321721.0,0.0,0.0,0.0,0.0,19.6,0.0,667693.0,0.0,0.0,0.0,321721.0,0.0,1601037.0,127537.0,356.39,5.72,0.0,0.0,6.1,6.1,191600784.0,5481698430.24,0.0,5480.2,6.11,12.64,0.1349,27.5,0.085,28.61
2020-10-26,18420824.0,515230447.28,2.87,8.38,2.02,524.99,1.0,356136639.76,13155296.0,12732808.0,367953629.12,0.0,0.0,179868.0,7.78,0.0,0.0,0.0,7.4,273100.0,248286.0,0.0,0.0,7.78,179868.0,0.0,776420.0,0.0,375.11,0.0,0.0,0.0,6.44,6.44,191239072.0,5348956843.84,0.0,5456.66,6.43,11.85,0.1292,26.01,0.0901,27.97
2020-10-27,19590842.0,532870902.4,3.05,9.0,2.15,547.03,1.0,338283924.8,14696096.0,12436909.0,399733811.2,0.0,0.0,1465522.0,0.15,0.0,37834.0,0.0,0.41,34100.0,9230.0,0.0,0.0,0.15,1465522.0,1.06,84508.0,367833.0,409.53,11.95,0.0,0.0,7.18,7.18,190107680.0,5170928896.0,0.0,5297.91,7.18,17.75,0.1328,24.42,0.0957,27.2
2020-10-28,18246474.0,474043394.52,2.84,8.34,2.0,496.45,1.0,322456277.76,13336145.0,12411712.0,346473047.1,0.0,0.0,4751.0,2.83,0.0,0.0,0.0,41.28,159583.0,1469202.0,0.0,0.0,2.83,4751.0,0.0,104500.0,184780.0,360.33,9.21,0.0,0.0,6.51,6.51,191483712.0,4974746837.76,0.0,5184.02,6.5,11.98,0.1313,26.14,0.0891,25.98
2020-10-29,17942554.0,476195383.16,2.8,7.96,1.97,472.44,1.0,326997455.66,13114284.0,12320929.0,348053097.36,0.0,0.0,2945.0,0.0,0.0,0.0,0.0,13.12,27648.0,398006.0,0.0,0.0,0.0,2945.0,0.0,173200.0,118431.0,342.15,8.52,0.0,0.0,6.41,6.41,191534592.0,5083328071.68,0.0,5009.01,6.39,12.03,0.1307,26.22,0.0877,26.54
