DATE,QDT FP Equity_DX_SI_QTY,QDT FP Equity_DX_SHORT_INTEREST_VALUE,QDT FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,QDT FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,QDT FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,QDT FP Equity_DX_SI_MV,QDT FP Equity_DX_DSS,QDT FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,QDT FP Equity_DX_SUPPLY_SI_QTY,QDT FP Equity_DX_BROKER_SI_QTY,QDT FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,QDT FP Equity_DX_BROKER_SI_MV_NEW_x,QDT FP Equity_DX_SUPPLY_SI_QTY_NEW_x,QDT FP Equity_DX_SUPPLY_SI_QTY_INC_x,QDT FP Equity_DX_BROKER_SI_MV_INC_x,QDT FP Equity_DX_SUPPLY_SI_MV_NEW,QDT FP Equity_DX_BROKER_SI_QTY_ADD,QDT FP Equity_DX_BROKER_SI_QTY_NEW,QDT FP Equity_DX_SUPPLY_SI_MV_DEC,QDT FP Equity_DX_BROKER_SI_QTY_INC,QDT FP Equity_DX_SUPPLY_SI_QTY_DEC,QDT FP Equity_DX_BROKER_SI_MV_NEW_y,QDT FP Equity_DX_SUPPLY_SI_QTY_NEW_y,QDT FP Equity_DX_BROKER_SI_MV_INC_y,QDT FP Equity_DX_SUPPLY_SI_QTY_INC_y,QDT FP Equity_DX_BROKER_SI_MV_ADD,QDT FP Equity_DX_SUPPLY_SI_QTY_ADD,QDT FP Equity_DX_BROKER_SI_QTY_DEC,QDT FP Equity_DX_SUPPLY_SI_MV,QDT FP Equity_DX_BROKER_SI_MV_DEC,QDT FP Equity_DX_SUPPLY_SI_MV_RMV,QDT FP Equity_DX_BROKER_SI_MV_RMV,QDT FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,QDT FP Equity_DX_UTILIZATION_QUANTITY,QDT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,QDT FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,QDT FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,QDT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,QDT FP Equity_DX_ACTIVE_UTILIZATION_MV,QDT FP Equity_DX_BROKER_SI_MARKET_SHARE_2,QDT FP Equity_DX_BROKER_SI_CON_RATIO,QDT FP Equity_DX_BROKER_SI_MARKET_SHARE_1,QDT FP Equity_DX_DEMAND_SUPPLY_RATIO,QDT FP Equity_PX_LAST
2016-10-11,2004275.0,42509111.46,5.85,18.0,5.8,47.39,2.0,29678020.56,1328660.0,1399298.0,28179843.6,0.0,0.0,10381.0,0.1,0.0,175412.0,0.0,2.62,3684.0,113293.0,0.0,0.0,0.1,10381.0,4.12,33684.0,71561.0,31.23,1.86,0.0,0.0,23.45,23.45,4338361.0,92013257.32,0.0,102.05,23.43,18.98,0.1337,19.8,0.3537,23.09
2016-10-12,1953997.0,42752984.25,5.7,17.57,5.65,46.15,2.0,29743148.02,1288817.0,1359391.0,28199005.88,0.0,0.0,45000.0,0.05,0.0,14000.0,0.0,2.04,4090.0,84843.0,0.0,0.0,0.05,45000.0,0.33,0.0,57997.0,29.98,1.47,0.0,0.0,22.98,22.98,4318804.0,94494392.45,0.0,100.45,22.99,19.78,0.1376,20.18,0.3485,23.82
2016-10-13,2061251.0,44399135.24,6.01,18.73,5.96,49.23,2.0,31673579.2,1304872.0,1470461.0,28106809.11,0.0,0.0,16304.0,2.89,0.0,0.0,0.0,0.17,111070.0,8945.0,0.0,0.0,2.89,16304.0,0.0,8696.0,0.0,30.95,0.0,0.0,0.0,22.98,22.98,4372552.0,94184321.84,0.0,103.69,22.99,18.6,0.1336,18.62,0.3631,23.45
2016-10-14,1956751.0,43514213.56,5.71,18.07,5.66,46.85,2.0,30601367.56,1281440.0,1376085.0,28496652.78,0.0,0.0,8331.0,0.19,0.0,2704.0,0.0,0.8,10332.0,33079.0,0.0,0.0,0.19,8331.0,0.06,1316.0,107412.0,30.29,2.78,0.0,0.0,22.48,22.48,4419112.0,98272178.39,0.0,104.49,22.47,19.24,0.1349,20.07,0.3433,24.21
2016-10-17,1966504.0,43351772.69,5.74,18.2,5.69,47.6,2.0,30550934.03,1281440.0,1385838.0,28249469.92,0.0,0.0,4787.0,0.57,0.0,0.0,0.0,0.22,14343.0,10859.0,0.0,0.0,0.57,4787.0,0.0,6072.0,4590.0,30.83,0.11,0.0,0.0,22.51,22.51,4412179.0,97266916.87,0.0,106.81,22.4,19.13,0.1341,19.64,0.3454,24.0
2016-10-18,2062427.0,47341893.78,6.02,18.98,5.97,50.47,2.0,31964748.33,1384427.0,1392529.0,31778771.31,0.0,0.0,54889.0,0.52,0.0,0.0,0.0,0.16,26078.0,6353.0,0.0,0.0,0.52,54889.0,0.0,54451.0,19387.0,33.44,0.56,0.0,0.0,24.3,24.3,4312620.0,98993854.31,0.0,104.3,24.28,18.51,0.1356,19.12,0.362,24.99
2016-10-19,2205050.0,50413183.51,6.43,20.34,6.38,55.23,2.0,35097571.25,1336820.0,1535152.0,30563185.4,0.0,0.0,0.0,3.99,0.0,0.0,0.0,2.43,142623.0,103961.0,0.0,0.0,3.99,0.0,0.0,56354.0,0.0,33.4,0.0,0.0,0.0,23.55,23.55,4338813.0,99196560.61,0.0,108.36,23.56,17.38,0.1301,17.56,0.3885,24.89
2016-10-20,2219835.0,50567695.3,6.47,20.28,6.42,55.45,2.0,35307462.92,1329657.0,1549937.0,30289499.01,0.0,0.0,11545.0,0.78,0.0,0.0,0.0,0.47,33693.0,18908.0,0.0,0.0,0.78,11545.0,0.0,200.0,18908.0,33.14,0.49,0.0,0.0,24.01,24.01,4208117.0,95860628.49,0.0,104.83,24.02,17.26,0.1279,17.45,0.4009,24.8
2016-10-21,2157948.0,48880409.16,6.29,19.62,6.24,53.7,2.0,33706323.25,1129350.0,1488050.0,25581288.37,0.0,0.0,10379.0,0.01,0.0,0.0,0.0,5.19,1701.0,210686.0,0.0,0.0,0.01,10379.0,0.0,0.0,63588.0,28.03,1.62,0.0,0.0,20.41,20.41,4403504.0,99745256.72,0.0,109.25,20.42,17.65,0.1309,17.85,0.39,24.66
2016-10-24,2221200.0,51598524.07,6.48,19.99,6.43,55.41,2.0,33823654.87,1298302.0,1456032.0,30159583.55,0.0,0.0,98748.0,0.17,0.0,5000.0,0.0,0.75,9151.0,30435.0,0.0,0.0,0.17,98748.0,0.12,100639.0,46169.0,32.1,1.13,0.0,0.0,23.59,23.59,4206391.0,97714553.95,0.0,104.22,23.55,17.68,0.1393,20.3,0.4035,25.29
2016-10-25,2018875.0,48159521.67,5.89,17.71,5.84,51.64,2.0,30852460.82,1237932.0,1293353.0,29530413.22,0.0,0.0,0.0,0.32,0.0,0.0,0.0,1.4,7159.0,60370.0,0.0,0.0,0.32,0.0,0.0,0.0,169838.0,31.38,3.81,0.0,0.0,22.47,22.47,4272403.0,101916604.48,0.0,108.59,22.42,17.49,0.1345,19.35,0.3664,25.97
2016-10-26,2172907.0,52552427.67,6.34,18.72,6.29,56.66,2.0,35005453.76,1226932.0,1447385.0,29673729.79,0.0,0.0,12852.0,4.32,0.0,0.0,0.0,1.13,156248.0,45000.0,0.0,0.0,4.32,12852.0,0.0,21148.0,2216.0,31.87,0.0,0.0,0.0,22.27,22.27,4282304.0,103568846.35,0.0,111.23,22.27,17.79,0.1377,20.27,0.3944,26.33
2016-10-27,2174459.0,52829644.07,6.34,18.11,6.29,57.32,2.0,35367908.79,1229692.0,1455737.0,29876024.65,0.0,0.0,9760.0,0.3,0.0,0.0,0.0,0.17,9760.0,7000.0,0.0,0.0,0.3,9760.0,0.0,0.0,1408.0,32.37,0.0,0.0,0.0,22.29,22.29,4288062.0,104180759.08,0.0,113.01,22.26,17.87,0.1375,20.3,0.3941,26.45
2016-10-28,2174443.0,54646821.41,6.34,18.14,6.29,58.0,2.0,36920682.01,1241676.0,1469105.0,31205070.27,0.0,0.0,31088.0,0.71,0.0,0.0,0.0,0.6,26868.0,22657.0,0.0,0.0,0.71,31088.0,0.0,3553.0,13500.0,32.89,0.3,0.0,0.0,22.59,22.59,4255531.0,106947499.91,0.0,113.12,22.52,18.16,0.1368,20.05,0.3956,27.36
2016-10-31,2203300.0,55817281.54,6.43,18.04,6.37,60.29,2.0,37948607.4,1294071.0,1497962.0,32783336.51,0.0,0.0,51596.0,1.42,0.0,0.0,0.0,0.06,40705.0,3439.0,0.0,0.0,1.42,51596.0,0.0,4238.0,11848.0,35.38,0.14,0.0,0.0,23.46,23.46,4221015.0,106933047.09,0.0,115.44,23.46,18.21,0.1377,20.01,0.3995,27.58
2016-11-01,2183439.0,54110779.92,6.37,17.38,6.32,59.59,2.0,36992609.86,1267353.0,1492699.0,31408003.28,0.0,0.0,2000.0,0.49,0.0,0.0,0.0,0.38,16691.0,14120.0,0.0,0.0,0.49,2000.0,0.0,0.0,21954.0,34.65,0.52,0.4,0.0,22.9,22.9,4266619.0,105736904.82,14598.0,116.8,22.88,18.07,0.1378,19.68,0.3946,26.98
2016-11-02,2219578.0,54557857.31,6.47,17.44,6.42,59.67,2.0,37456370.61,1299212.0,1523838.0,31934999.77,0.0,0.0,36529.0,1.02,0.0,0.0,0.0,0.32,45013.0,9670.0,0.0,0.0,1.02,36529.0,0.0,5000.0,13874.0,34.95,0.63,0.0,0.0,23.38,23.38,4256842.0,104634384.75,0.0,114.49,23.39,18.99,0.1366,19.32,0.3995,26.76
2016-11-03,2053278.0,49923207.48,5.99,15.79,5.94,54.74,2.0,36936494.02,1131925.0,1519151.0,27521517.6,0.0,0.0,4602.0,0.1,0.0,0.0,0.0,4.88,5050.0,181089.0,0.0,0.0,0.1,4602.0,0.0,9200.0,9737.0,30.25,0.32,0.0,0.0,20.43,20.43,4408976.0,107199426.29,0.0,117.77,20.44,16.44,0.1321,20.57,0.3706,26.47
2016-11-04,2042078.0,49106926.54,5.96,15.65,5.91,53.83,2.0,36221107.11,1129407.0,1506230.0,27159445.71,0.0,0.0,25955.0,0.54,0.0,0.0,0.0,0.9,27221.0,31917.0,0.0,0.0,0.54,25955.0,0.0,3444.0,40142.0,29.76,1.18,0.0,0.0,20.36,20.36,4418538.0,106254913.37,0.0,116.49,20.35,16.42,0.1342,21.57,0.3681,26.18
2016-11-07,2053702.0,50197615.26,5.99,15.92,5.94,54.45,2.0,37341641.37,1136004.0,1527734.0,27766780.05,0.0,0.0,23021.0,1.01,0.0,6721.0,0.0,0.43,28493.0,16424.0,0.0,0.0,1.01,23021.0,0.19,0.0,13710.0,29.92,0.39,0.0,0.0,20.48,20.48,4412120.0,107843251.97,0.0,116.24,20.47,15.92,0.1365,22.66,0.3702,26.61
2016-11-08,2044692.0,50315454.08,5.96,15.82,5.92,54.74,2.0,37521591.86,1121225.0,1524782.0,27590925.68,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.37,7419.0,14779.0,0.0,0.0,0.29,0.0,0.0,0.0,10371.0,29.89,0.2,0.0,0.0,20.19,20.19,4430910.0,109035125.41,0.0,118.05,20.2,15.73,0.1375,22.69,0.3683,26.79
2016-11-09,2018838.0,49345451.87,5.89,15.99,5.84,54.34,2.0,36735320.66,1108534.0,1502928.0,27095344.52,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.39,10380.0,16779.0,0.0,0.0,0.22,0.0,0.0,4088.0,32234.0,29.85,0.68,0.0,0.0,19.65,19.65,4533824.0,110818002.23,0.0,121.9,19.67,15.93,0.1403,23.25,0.3578,26.61
2016-11-10,2010205.0,49725308.63,5.86,16.58,5.82,54.06,2.0,37260618.2,1088060.0,1506305.0,26914727.26,0.0,0.0,4023.0,0.24,0.0,0.0,0.0,0.68,8947.0,24497.0,0.0,0.0,0.24,4023.0,0.0,0.0,5570.0,29.06,0.15,0.0,0.0,19.24,19.24,4566222.0,112952061.21,0.0,122.04,19.23,15.24,0.1415,23.77,0.3555,26.93
2016-11-11,2006646.0,48605081.82,5.85,17.1,5.81,53.92,2.0,36399590.3,1084501.0,1502746.0,26268838.57,0.0,0.0,2103.0,0.03,0.0,0.0,0.0,0.14,1103.0,5662.0,0.0,0.0,0.03,2103.0,0.0,0.0,4662.0,29.12,0.07,0.0,0.0,19.16,19.16,4575017.0,110816295.25,0.0,122.76,19.17,15.32,0.1407,23.41,0.3546,26.37
2016-11-14,1978895.0,48841748.46,5.77,17.44,5.73,53.04,2.0,36529198.54,1075564.0,1480034.0,26546343.46,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.26,0.0,8938.0,0.0,0.0,0.0,1.0,0.0,0.0,22712.0,28.59,0.9,0.0,0.0,18.98,18.98,4591300.0,113319362.43,0.0,122.12,18.97,15.42,0.1424,24.12,0.3492,26.87
2016-11-15,1966187.0,48943485.71,5.73,17.07,5.69,53.15,2.0,36675421.94,1079724.0,1473347.0,26877126.22,0.0,0.0,2203.0,0.28,0.0,0.0,0.0,0.16,8225.0,6021.0,0.0,0.0,0.28,2203.0,0.0,7978.0,14912.0,29.07,0.23,0.0,0.0,19.05,19.05,4587816.0,114202620.02,0.0,123.51,19.05,15.28,0.1428,24.28,0.3469,27.1
2016-11-16,1954384.0,48721486.12,5.7,17.09,5.65,53.13,2.0,36475375.95,1072553.0,1463151.0,26738029.02,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.18,5600.0,7171.0,0.0,0.0,0.17,0.0,0.0,0.0,15796.0,29.11,0.27,0.0,0.0,18.86,18.86,4614758.0,115042830.82,0.0,125.26,18.86,15.3,0.1437,24.32,0.3436,27.14
2016-11-17,1770195.0,44585058.95,5.16,15.58,5.12,48.42,2.0,33323786.25,1018495.0,1323080.0,25652348.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.44,0.0,54058.0,0.0,0.0,0.0,0.0,0.0,0.0,140071.0,27.76,3.79,0.0,0.0,17.64,17.64,4756414.0,119797535.63,0.0,129.63,17.64,14.78,0.1517,26.99,0.3065,27.42
2016-11-18,1846593.0,46848495.04,5.39,16.44,5.34,50.84,2.0,36072615.34,989730.0,1421848.0,25109680.91,0.0,0.0,0.0,3.16,0.0,0.0,0.0,0.74,114231.0,28765.0,0.0,0.0,3.16,0.0,0.0,0.0,15463.0,27.24,0.38,0.0,0.0,17.13,17.13,4787729.0,121465801.24,0.0,131.89,17.12,14.12,0.1457,25.83,0.3196,27.62
2016-11-21,1827543.0,46751288.92,5.33,16.26,5.29,50.56,2.0,36289300.13,974953.0,1418576.0,24940758.92,0.0,0.0,1001.0,0.11,0.0,0.0,0.0,0.43,3489.0,15778.0,0.0,0.0,0.11,1001.0,0.0,0.0,6761.0,26.92,0.17,0.0,0.0,16.96,16.96,4774380.0,122135795.86,0.0,132.06,16.93,14.23,0.1465,26.23,0.3179,27.85
2016-11-22,1841364.0,47578436.39,5.37,16.48,5.33,51.28,2.0,36319795.0,999888.0,1405636.0,25835797.59,0.0,0.0,11581.0,0.0,0.0,0.0,0.0,3.09,0.0,112973.0,0.0,0.0,0.0,11581.0,0.0,126327.0,12940.0,27.83,0.27,0.0,0.0,17.76,17.76,4629088.0,119609576.88,0.0,129.14,17.73,15.78,0.1472,26.06,0.3271,28.13
2016-11-23,1835761.0,47501111.41,5.35,16.41,5.31,51.59,2.0,36226460.59,992964.0,1400033.0,25693373.81,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.12,9920.0,6924.0,0.0,0.0,0.39,0.0,0.0,0.0,15523.0,27.92,0.41,0.0,0.0,17.63,17.63,4639244.0,120042448.95,0.0,130.85,17.59,16.06,0.1453,25.44,0.3259,28.17
2016-11-24,1834783.0,46784819.08,5.35,16.49,5.31,51.44,2.0,35649480.19,919988.0,1398083.0,23458617.25,0.0,0.0,717.0,0.0,0.0,0.0,0.0,2.08,0.0,73693.0,0.0,0.0,0.0,717.0,0.0,0.0,1950.0,25.82,0.08,0.0,0.0,15.95,15.95,4847064.0,123594459.02,0.0,135.89,15.97,16.1,0.1456,25.52,0.3181,27.76
2016-11-25,1405161.0,35959031.37,4.1,12.51,4.07,38.96,1.0,25986469.7,844843.0,1015466.0,21620110.39,0.0,0.0,5182.0,0.12,0.0,0.0,0.0,2.31,4278.0,80327.0,0.0,0.0,0.12,5182.0,0.0,0.0,386895.0,23.41,11.02,0.0,0.0,14.62,14.62,4932298.0,126220880.39,0.0,136.92,14.6,14.28,0.1294,21.07,0.2432,27.86
2016-11-28,1373441.0,34440816.58,4.01,12.25,3.97,37.92,1.0,25457859.53,810549.0,1015216.0,20325568.73,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.94,2574.0,34294.0,0.0,0.0,0.07,0.0,0.0,0.0,2824.0,22.44,0.07,0.0,0.0,14.02,14.02,4969352.0,124612954.44,0.0,137.1,14.06,14.54,0.1304,21.75,0.2376,27.3
2016-11-29,1348740.0,34378902.65,3.93,11.94,3.9,36.91,1.0,25655428.79,789492.0,1006504.0,20123870.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,21057.0,0.0,0.0,0.0,0.0,0.0,0.0,8712.0,21.49,0.45,0.0,0.0,13.67,13.67,4987890.0,127139541.15,0.0,136.39,13.61,14.07,0.1307,22.07,0.2335,27.75
2016-11-30,1342221.0,34434656.11,3.91,12.07,3.88,37.17,1.0,25654597.56,775779.0,999985.0,19902596.58,0.0,0.0,1426.0,0.05,0.0,12759.0,0.0,0.41,1707.0,15139.0,0.0,0.0,0.05,1426.0,0.36,0.0,20985.0,21.58,0.55,0.0,0.0,13.42,13.42,5005590.0,128418323.25,0.0,139.25,13.42,14.47,0.1305,22.46,0.2322,27.93
2016-12-01,1319771.0,34392100.56,3.85,12.28,3.82,36.67,1.0,25745155.9,768193.0,987951.0,20018450.86,0.0,0.0,10723.0,0.3,0.0,0.0,0.0,0.5,10000.0,18309.0,0.0,0.0,0.3,10723.0,0.0,0.0,22034.0,21.39,0.6,0.0,0.0,13.28,13.28,5016514.0,130726053.2,0.0,140.32,13.23,14.6,0.1313,22.69,0.2281,28.37
2016-12-02,1320659.0,32292341.12,3.85,12.25,3.82,36.49,1.0,24500077.36,757471.0,1001979.0,18521444.16,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.29,14028.0,12865.0,0.0,0.0,0.55,0.0,0.0,2143.0,0.0,21.34,0.0,0.0,0.0,13.11,13.11,5020679.0,122764073.78,0.0,140.06,13.22,15.38,0.1338,23.0,0.2286,26.62
2016-12-05,1312178.0,33471056.19,3.83,11.51,3.8,35.35,1.0,25252883.9,757798.0,989998.0,19329922.8,0.0,0.0,3500.0,0.06,0.0,0.0,0.0,0.09,2386.0,3173.0,0.0,0.0,0.06,3500.0,0.0,0.0,14367.0,20.08,0.74,0.0,0.0,13.16,13.16,5001708.0,127583643.0,0.0,134.14,13.02,14.42,0.1327,22.94,0.2278,27.77
2016-12-06,1322551.0,34828992.05,3.86,11.45,3.83,36.47,1.0,26344476.4,761643.0,1000371.0,20057644.65,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,10373.0,0.0,0.0,0.0,0.45,0.0,0.0,3845.0,0.0,21.2,0.0,0.0,0.0,13.18,13.18,5015480.0,132081192.37,0.0,140.34,13.12,13.98,0.1304,22.73,0.2289,28.67
2016-12-07,1313455.0,35108233.01,3.83,11.35,3.8,37.17,1.0,26496464.42,761485.0,991275.0,20354251.05,0.0,0.0,4655.0,0.2,0.0,0.0,0.0,0.05,6362.0,4813.0,0.0,0.0,0.2,4655.0,0.0,0.0,15458.0,21.8,0.28,0.0,0.0,13.14,13.14,5032312.0,134512093.9,0.0,144.67,13.1,14.86,0.13,22.65,0.2267,29.1
2016-12-08,1311896.0,37163324.91,3.83,11.42,3.8,38.19,1.0,28260076.7,767854.0,997604.0,21751730.08,0.0,0.0,2500.0,0.29,0.0,0.0,0.0,0.29,9639.0,11198.0,0.0,0.0,0.29,2500.0,0.0,15067.0,3310.0,22.59,0.04,0.0,0.0,13.25,13.25,5027760.0,142426136.25,0.0,149.09,13.16,14.52,0.1293,22.93,0.2264,30.84
2016-12-09,1303806.0,36107804.04,3.8,10.7,3.77,39.07,1.0,27796899.22,752210.0,1003710.0,20831819.51,0.0,0.0,3224.0,0.62,0.0,0.0,0.0,0.34,7928.0,18868.0,0.0,0.0,0.62,3224.0,0.0,0.0,1822.0,23.21,0.0,0.0,0.0,12.92,12.92,5069034.0,140382607.78,0.0,155.67,12.98,15.9,0.1312,23.05,0.224,30.15
2016-12-12,1298796.0,36112216.75,3.79,10.72,3.76,38.31,1.0,27708648.92,777865.0,996557.0,21628053.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,545.0,0.0,0.0,0.0,0.0,0.0,26200.0,7153.0,23.34,0.53,0.0,0.0,13.35,13.35,5047718.0,140348666.38,0.0,151.81,13.32,15.24,0.1307,23.06,0.2229,30.27
2016-12-13,1332632.0,37053005.73,3.89,11.07,3.86,39.6,1.0,28437123.66,794936.0,1022757.0,22102702.14,0.0,0.0,12842.0,0.89,0.0,0.0,0.0,0.04,26200.0,1371.0,0.0,0.0,0.89,12842.0,0.0,5600.0,0.0,24.06,0.0,0.0,0.0,13.6,13.6,5048637.0,140374218.6,0.0,152.75,13.61,15.0,0.1309,22.61,0.2281,30.27
2016-12-14,1343922.0,36984236.49,3.92,11.2,3.89,39.99,1.0,28698488.62,780415.0,1042837.0,21476732.22,0.0,0.0,4751.0,0.64,0.0,0.0,0.0,0.58,20080.0,19272.0,0.0,0.0,0.64,4751.0,0.0,0.0,0.0,23.73,0.0,0.0,0.0,13.35,13.35,5064325.0,139368351.33,0.0,153.55,13.39,14.95,0.1329,22.54,0.2299,29.96
2016-12-15,1338074.0,36958500.73,3.9,11.25,3.87,39.73,1.0,28642331.23,744872.0,1036989.0,20573863.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,0.0,35543.0,0.0,0.0,0.0,0.0,0.0,0.0,5848.0,22.58,0.23,0.0,0.0,12.74,12.74,5101268.0,140900441.3,0.0,154.28,12.77,14.97,0.1328,22.68,0.2289,30.07
2016-12-16,1230004.0,33758870.06,3.59,10.19,3.56,36.23,1.0,25952060.68,651919.0,945563.0,17892664.42,0.0,0.0,0.0,0.15,0.0,0.0,0.0,2.81,5000.0,92953.0,0.0,0.0,0.15,0.0,0.0,0.0,96426.0,19.55,3.04,0.0,0.0,11.18,11.18,5177912.0,142113731.64,0.0,155.24,11.18,15.68,0.1428,24.81,0.211,29.88
2016-12-19,1185855.0,32808573.03,3.46,9.61,3.43,34.87,1.0,25198903.04,624107.0,910806.0,17266917.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.0,27812.0,0.0,0.0,0.0,0.0,0.0,0.0,34757.0,18.67,1.1,0.0,0.0,10.7,10.7,5206704.0,144051784.08,0.0,155.93,10.69,16.26,0.1491,25.76,0.2034,30.12
2016-12-20,1166611.0,32018976.49,3.4,9.35,3.38,34.41,1.0,24722006.73,576308.0,900746.0,15817433.83,0.0,0.0,711.0,0.3,0.0,0.0,0.0,1.42,10000.0,48510.0,0.0,0.0,0.3,711.0,0.0,0.0,20060.0,17.4,0.58,0.0,0.0,9.85,9.85,5272503.0,144709890.09,0.0,158.82,9.87,16.43,0.1508,25.99,0.1995,29.88
2016-12-21,1096601.0,29865797.79,3.2,8.72,3.17,32.04,1.0,23630507.95,529605.0,867656.0,14423729.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.59,0.0,52086.0,0.0,0.0,0.0,0.0,0.0,5383.0,33090.0,15.78,1.05,0.0,0.0,9.05,9.05,5322240.0,144950573.29,0.0,158.51,9.05,17.47,0.1665,27.74,0.1874,29.65
2016-12-22,1081548.0,29753866.51,3.15,8.77,3.13,31.52,1.0,23711747.53,517574.0,861918.0,14238690.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,12031.0,0.0,0.0,0.0,0.0,0.0,0.0,5738.0,15.35,0.21,0.0,0.0,8.82,8.82,5349647.0,147171168.31,0.0,158.99,8.8,17.65,0.17,28.1,0.1843,29.95
2016-12-23,986253.0,27096021.94,2.88,8.1,2.85,29.02,1.0,21061972.57,409615.0,766623.0,11253640.83,0.0,0.0,0.0,0.24,0.0,0.0,0.0,3.19,1100.0,107959.0,0.0,0.0,0.24,0.0,0.0,0.0,96395.0,12.25,2.8,0.0,0.0,6.97,6.97,5464868.0,150140160.01,0.0,163.56,6.97,16.32,0.1806,31.79,0.1679,29.91
2016-12-26,986253.0,27096021.94,2.88,8.27,2.85,29.03,1.0,21061972.57,439615.0,766623.0,12077851.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30000.0,0.0,13.15,0.0,0.0,0.0,7.45,7.45,5461720.0,150053672.8,0.0,163.15,7.46,16.32,0.1807,31.8,0.1671,0.0
2016-12-27,974994.0,26947899.3,2.84,8.18,2.82,28.49,1.0,20936767.16,416982.0,757507.0,11524982.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,22633.0,0.0,0.0,0.0,0.0,0.0,0.0,9116.0,12.48,0.51,0.0,0.0,7.06,7.06,5492184.0,151798699.68,0.0,164.51,7.05,16.66,0.1795,31.55,0.165,30.09
2016-12-28,964168.0,26427270.94,2.81,8.37,2.79,28.23,1.0,20603128.76,404556.0,751681.0,11088639.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,12426.0,0.0,0.0,0.0,0.0,0.0,0.0,5826.0,12.2,0.16,0.0,0.0,6.88,6.88,5479648.0,150193889.83,0.0,164.83,6.89,16.74,0.1804,31.86,0.1639,29.84
2016-12-29,946669.0,25651983.79,2.76,8.26,2.74,27.44,1.0,20043209.42,396209.0,739681.0,10736114.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,8347.0,0.0,0.0,0.0,0.0,0.0,0.0,12000.0,11.75,0.42,0.0,0.0,6.75,6.75,5476829.0,148406178.63,0.0,162.49,6.75,17.12,0.1839,32.24,0.1612,29.5
2016-12-30,956578.0,26113794.28,2.79,8.38,2.77,27.63,1.0,20190199.98,425809.0,739590.0,11624236.22,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,19600.0,91.0,12.54,0.04,0.0,0.0,7.25,7.25,5450658.0,148798489.75,0.0,160.81,7.23,17.22,0.1838,32.23,0.1628,29.72
2017-01-02,956578.0,26087434.47,2.79,8.44,2.77,27.82,1.0,20169819.56,425809.0,739590.0,11612502.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.71,0.0,0.0,0.0,7.24,7.24,5457313.0,148829782.04,0.0,162.48,7.26,17.14,0.1844,32.38,0.1626,29.69
2017-01-03,914386.0,25197160.81,2.67,8.18,2.65,27.18,1.0,19158898.35,515331.0,695262.0,14200652.77,0.0,0.0,78418.0,3.63,0.0,0.0,0.0,0.31,115941.0,10478.0,0.0,0.0,3.63,78418.0,0.0,21582.0,0.0,15.44,0.0,0.0,4.38,8.75,8.75,5371127.0,148008773.95,0.0,160.65,8.77,25.25,0.216,33.12,0.1553,30.0
2017-01-04,849204.0,23751996.09,2.48,7.5,2.46,25.57,1.0,19485327.55,448753.0,696658.0,12551494.7,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,1396.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,13.39,0.0,2.0,0.0,7.86,7.86,5258776.0,147086479.81,66578.0,157.64,7.83,27.41,0.2012,27.65,0.1488,30.45
